Resultados para Ayuntamientos
Día y hora de captura,Distrito,Municipio,Demarcacion,Número de Casilla,Tipo de Casilla,PAN,PBN,PRD,PT,PRS,PMC,CI,NOREG,NULOS,Incidencia
2014-07-06 22:04:05,1,Tepic,5,693,B,193,117,,10,4,3,,0,0,,
2014-07-06 22:04:08,18,Acaponeta,4,18,B,,290,223,2,9,10,,0,7,,
2014-07-06 22:04:16,5,Tepic,1,598,B,243,173,,12,1,3,,0,15,,
2014-07-06 22:04:37,18,Acaponeta,1,9,B,,208,167,12,9,5,,0,5,,
2014-07-06 22:04:42,14,Bahía de Banderas,8,108,C01,,200,124,7,0,119,,0,16,,
2014-07-06 22:04:42,3,Tepic,8,740,C01,152,86,,8,2,4,,0,9,,
2014-07-06 22:04:46,1,Tepic,6,936,B,229,123,,18,4,9,,0,10,,
2014-07-06 22:04:58,15,Tuxpan,3,819,B,105,184,,13,,58,,0,5,,
2014-07-06 22:05:22,4,Tepic,9,720,B,256,178,,6,6,7,,3,14,,
2014-07-06 22:05:23,4,Xalisco,5,855,B,336,299,,17,1,5,,1,17,,
2014-07-06 22:05:24,10,Santiago Ixcuintla,3,468,B,,102,141,10,1,20,,2,21,,
2014-07-06 22:05:27,18,Acaponeta,3,13,B,,219,172,4,2,5,,0,0,,
2014-07-06 22:05:27,4,Tepic,8,743,B,250,185,,11,2,5,,0,12,,
2014-07-06 22:05:31,16,Rosamorada,6,317,B,130,110,,17,1,0,1,0,5,,
2014-07-06 22:05:38,18,Acaponeta,5,37,B,,90,131,2,1,0,,0,0,,
2014-07-06 22:05:44,5,Tepic,1,598,C03,231,158,,15,4,0,,1,18,,
2014-07-06 22:05:47,8,Compostela,3,141,B,182,107,,18,2,8,,0,21,,
2014-07-06 22:05:50,10,Santiago Ixcuintla,6,489,B,,187,127,9,1,15,,0,7,,
2014-07-06 22:06:45,18,Acaponeta,6,46,B,,244,199,14,15,1,,0,47,,
2014-07-06 22:06:47,17,Tecuala,7,575,B,,161,412,2,0,6,,0,14,,
2014-07-06 22:06:48,10,Santiago Ixcuintla,4,534,B,,121,108,6,1,5,,1,11,,
2014-07-06 22:06:51,3,Santa María del Oro,2,411,B,,134,162,100,3,,,4,27,,
2014-07-06 22:07:05,9,San Blas,7,386,C01,59,158,,6,3,1,142,0,12,,
2014-07-06 22:07:11,10,Santiago Ixcuintla,4,535,B,,132,114,13,2,4,,0,8,,
2014-07-06 22:07:13,14,Bahía de Banderas,8,108,B,,195,149,6,2,102,,0,13,,
2014-07-06 22:07:15,18,Acaponeta,7,45,B,,35,107,4,2,0,,0,0,,
2014-07-06 22:07:41,16,Rosamorada,5,311,B,187,143,,15,0,8,15,0,7,,
2014-07-06 22:07:48,2,Tepic,3,879,B,239,191,,11,4,7,,1,17,,
2014-07-06 22:08:09,2,Tepic,4,901,B,159,74,,11,1,4,,1,6,,
2014-07-06 22:08:16,4,Xalisco,7,864,C01,219,144,,5,0,3,,0,11,,
2014-07-06 22:08:20,5,Tepic,3,651,B,187,127,,12,2,5,,0,5,,
2014-07-06 22:08:49,10,Santiago Ixcuintla,4,536,B,,152,94,11,1,8,,0,9,,
2014-07-06 22:08:50,18,Huajicori,2,206,B,,128,82,0,0,,,0,2,,
2014-07-06 22:09:02,11,Santiago Ixcuintla,2,451,B,,136,158,4,4,0,,0,0,,
2014-07-06 22:09:07,8,Compostela,6,165,B,188,138,,26,8,2,,0,13,,
2014-07-06 22:09:23,16,Rosamorada,5,311,C01,183,167,,16,3,7,8,0,4,,
2014-07-06 22:09:24,5,Tepic,1,632,B,184,115,,21,3,7,,1,9,,
2014-07-06 22:09:38,5,Tepic,1,632,C01,199,88,,9,5,13,,0,16,,
2014-07-06 22:09:45,14,Bahía de Banderas,8,99,B,,105,364,5,0,62,,0,13,,
2014-07-06 22:09:46,6,El Nayar,2,265,B,131,121,,6,,6,,0,18,,
2014-07-06 22:09:57,16,Ruíz,7,333,B,109,209,,4,1,0,,0,13,,
2014-07-06 22:09:58,11,Santiago Ixcuintla,8,507,B,,261,178,4,1,4,,0,5,,
2014-07-06 22:10:09,3,Santa María del Oro,2,411,C01,,133,145,128,2,,,0,40,,
2014-07-06 22:10:20,3,Tepic,8,745,C01,200,103,,16,3,5,,0,0,,
2014-07-06 22:10:26,17,Tecuala,3,548,B,,284,177,15,3,0,,0,9,,
2014-07-06 22:10:39,12,Santiago Ixcuintla,7,517,B,,137,72,5,2,0,,0,6,,
2014-07-06 22:10:50,4,Xalisco,6,859,C01,214,298,,7,3,7,,2,13,,
2014-07-06 22:10:53,12,Santiago Ixcuintla,7,480,B,,67,53,1,0,0,,0,0,,
2014-07-06 22:10:58,18,Acaponeta,7,47,B,,192,195,4,6,7,,1,10,,
2014-07-06 22:10:59,12,Santiago Ixcuintla,9,521,B,,,,,,,,,,Votos ilegibles,
2014-07-06 22:11:11,12,Santiago Ixcuintla,7,478,B,,121,87,6,0,0,,0,0,,
2014-07-06 22:11:39,5,Tepic,1,636,B,185,128,,17,3,7,,0,6,,
2014-07-06 22:11:49,3,Tepic,7,759,C01,190,123,,4,1,9,,0,16,,
2014-07-06 22:11:59,1,Tepic,4,676,C01,196,161,,13,2,10,,0,6,,
2014-07-06 22:12:07,15,Tuxpan,5,825,B,172,201,,16,,78,,0,19,,
2014-07-06 22:12:27,8,Compostela,2,136,B,215,225,,8,1,10,,0,17,,
2014-07-06 22:12:35,4,Xalisco,6,859,B,270,294,,5,0,5,,0,15,,
2014-07-06 22:12:41,2,Tepic,5,678,C01,313,157,,17,5,7,,1,7,,
2014-07-06 22:12:46,3,Tepic,7,949,B,137,67,,11,0,4,,0,2,,
2014-07-06 22:13:06,7,Ahuacatlán,2,52,C01,147,134,,35,62,,,0,9,,
2014-07-06 22:13:12,1,Tepic,5,725,C01,315,106,,9,1,3,,0,11,,
2014-07-06 22:13:25,9,San Blas,7,386,B,47,151,,6,7,3,157,4,13,,
2014-07-06 22:13:36,15,Tuxpan,7,842,B,328,154,,24,,16,,1,22,,
2014-07-06 22:13:40,17,Tecuala,2,563,B,,204,175,1,0,1,,0,7,,
2014-07-06 22:13:45,2,Tepic,5,712,B,139,115,,35,3,3,,0,2,,
2014-07-06 22:13:47,4,Xalisco,6,865,B,219,282,,19,1,1,,0,0,,
2014-07-06 22:13:49,16,Rosamorada,4,302,B,97,348,,11,1,76,9,0,15,,
2014-07-06 22:13:57,8,Compostela,1,129,C01,165,149,,7,0,4,,1,10,,
2014-07-06 22:14:03,2,Tepic,10,799,C03,205,170,,6,5,5,,0,9,,
2014-07-06 22:14:29,9,San Blas,7,394,B,63,41,,0,1,0,78,0,8,,
2014-07-06 22:14:42,4,Tepic,8,754,C02,153,192,,7,1,5,,0,10,,
2014-07-06 22:14:49,16,Rosamorada,5,312,B,,,,,,,,,,Cifras no coincidentes,
2014-07-06 22:15:18,1,Tepic,4,691,B,173,120,,18,1,1,,0,8,,
2014-07-06 22:15:23,4,Tepic,8,754,B,199,168,,3,1,4,,1,11,,
2014-07-06 22:15:23,2,Tepic,10,799,C04,200,141,,9,0,5,,0,0,,
2014-07-06 22:15:38,4,Xalisco,7,864,B,200,200,,6,0,6,,0,16,,
2014-07-06 22:15:51,4,Tepic,11,777,B,53,53,,1,0,0,,0,0,,
2014-07-06 22:16:12,1,Tepic,6,942,B,187,87,,6,2,2,,0,3,,
2014-07-06 22:16:22,13,Amatlán de Cañas,4,78,B,138,274,,16,,,,2,18,,
2014-07-06 22:16:22,8,San Pedro Lagunillas,2,403,B,62,120,,2,,10,,0,2,,
2014-07-06 22:16:30,8,Compostela,5,161,C01,167,93,,13,6,0,,0,12,,
2014-07-06 22:17:13,2,Tepic,4,646,C01,155,88,,10,1,5,,3,9,,
2014-07-06 22:17:22,4,Tepic,8,754,C01,191,177,,13,0,7,,0,8,,
2014-07-06 22:17:28,3,Tepic,7,760,C02,269,138,,7,6,5,,0,7,,
2014-07-06 22:17:53,15,Tuxpan,1,810,B,239,175,,12,,63,,0,18,,
2014-07-06 22:18:04,3,Tepic,7,953,B,172,115,,5,0,4,,0,3,,
2014-07-06 22:18:15,10,Santiago Ixcuintla,4,538,B,,158,177,6,0,8,,0,16,,
2014-07-06 22:18:16,15,Tuxpan,6,837,B,278,256,,10,,47,,0,16,,
2014-07-06 22:18:16,4,Xalisco,2,847,C02,290,187,,27,2,3,,1,7,,
2014-07-06 22:18:33,14,Bahía de Banderas,7,115,C04,,174,95,5,1,152,,0,0,,
2014-07-06 22:18:45,4,Tepic,8,744,C01,256,165,,9,10,0,,0,2,,
2014-07-06 22:18:49,14,Bahía de Banderas,7,116,B,,140,84,11,0,120,,0,9,,
2014-07-06 22:18:53,4,Tepic,9,702,B,199,103,,9,1,5,,0,8,,
2014-07-06 22:19:09,16,Rosamorada,1,277,B,56,375,,140,2,1,18,0,15,,
2014-07-06 22:19:12,14,Bahía de Banderas,8,105,B,,177,190,8,3,108,,0,18,,
2014-07-06 22:19:16,16,Rosamorada,5,310,C01,168,150,,36,1,6,5,0,8,,
2014-07-06 22:19:34,4,Tepic,9,702,C01,195,125,,8,0,4,,0,4,,
2014-07-06 22:19:42,1,Tepic,6,928,B,139,81,,7,0,5,,0,13,,
2014-07-06 22:19:58,14,Bahía de Banderas,1,91,B,,258,217,7,0,46,,0,0,,
2014-07-06 22:20:03,5,Tepic,2,667,B,270,144,,9,4,13,,0,5,,
2014-07-06 22:20:14,14,Bahía de Banderas,4,90,E1,,94,144,5,0,160,,2,0,,
2014-07-06 22:20:26,2,Tepic,10,784,B,51,54,,3,1,3,,0,0,,
2014-07-06 22:20:31,7,Jala,3,253,B,191,267,,5,,,,0,0,,
2014-07-06 22:20:38,4,Xalisco,4,850,B,342,178,,12,1,10,,0,13,,
2014-07-06 22:20:45,15,Tuxpan,4,827,B,248,231,,20,,114,,1,0,,
2014-07-06 22:20:47,10,Santiago Ixcuintla,4,537,B,,130,210,6,2,5,,1,20,,
2014-07-06 22:20:54,8,Compostela,5,161,B,172,83,,13,5,1,,0,19,,
2014-07-06 22:20:57,2,Tepic,4,646,B,196,100,,14,3,8,,3,9,,
2014-07-06 22:20:58,10,Santiago Ixcuintla,4,498,B,,216,210,3,2,14,,0,23,,
2014-07-06 22:21:26,8,Compostela,7,179,B,123,140,,4,4,5,,0,14,,
2014-07-06 22:22:04,10,Santiago Ixcuintla,4,497,B,,169,303,16,4,11,,4,25,,
2014-07-06 22:22:24,12,Santiago Ixcuintla,7,482,B,,207,346,4,0,1,,0,0,,
2014-07-06 22:22:26,3,Tepic,8,739,C01,227,156,,9,1,6,,0,12,,
2014-07-06 22:22:36,12,Santiago Ixcuintla,9,523,B,,301,289,9,1,1,,0,10,,
2014-07-06 22:22:54,15,Tuxpan,2,830,B,104,199,,7,,49,,0,6,,
2014-07-06 22:23:50,10,Santiago Ixcuintla,4,541,B,,184,289,1,0,12,,0,14,,
2014-07-06 22:24:04,3,Tepic,7,757,B,296,184,,11,4,7,,0,9,,
2014-07-06 22:24:12,1,Tepic,5,696,B,169,128,,7,3,7,,0,0,,
2014-07-06 22:24:32,1,Tepic,5,710,B,214,138,,10,0,5,,0,7,,
2014-07-06 22:25:03,3,Tepic,7,762,B,193,135,,13,2,2,,2,9,,
2014-07-06 22:25:13,8,Compostela,1,126,C01,175,191,,14,2,2,,0,15,,
2014-07-06 22:25:18,14,Bahía de Banderas,1,96,B,,232,100,5,1,73,,0,0,,
2014-07-06 22:25:22,10,Santiago Ixcuintla,3,494,B,,120,122,36,0,7,,0,0,,
2014-07-06 22:25:27,6,El Nayar,4,263,B,53,56,,0,,0,,0,0,,
2014-07-06 22:25:44,7,Ahuacatlán,1,49,B,159,155,,64,98,,,0,6,,
2014-07-06 22:25:52,2,Tepic,10,799,C02,206,166,,12,1,2,,0,0,,
2014-07-06 22:25:57,3,Tepic,7,760,C01,275,123,,7,4,4,,0,44,,
2014-07-06 22:26:09,9,San Blas,1,351,B,95,151,,4,9,3,208,0,0,,
2014-07-06 22:26:30,3,Tepic,8,746,C01,202,132,,3,1,6,,0,6,,
2014-07-06 22:26:32,5,Tepic,1,635,C01,274,174,,17,3,7,,0,0,,
2014-07-06 22:26:37,1,Tepic,5,696,C01,210,88,,12,0,4,,1,5,,
2014-07-06 22:26:49,2,Tepic,5,712,C01,,,,,,,,,,Votos ilegibles,
2014-07-06 22:26:50,5,Tepic,1,635,B,266,188,,12,3,5,,0,11,,
2014-07-06 22:27:00,10,Santiago Ixcuintla,6,490,B,,211,110,3,1,8,,0,8,,
2014-07-06 22:27:10,3,Tepic,8,745,B,192,113,,9,2,10,,0,12,,
2014-07-06 22:27:12,3,Santa María del Oro,7,421,C01,,228,129,108,23,,,1,30,,
2014-07-06 22:27:42,4,Tepic,9,701,C01,295,210,,7,3,4,,1,7,,
2014-07-06 22:27:46,2,Tepic,11,774,B,137,201,,9,3,1,,0,12,,
2014-07-06 22:28:06,14,Bahía de Banderas,1,96,C01,,219,107,6,1,60,,0,15,,
2014-07-06 22:28:13,8,Compostela,2,133,C01,154,215,,23,1,7,,0,15,,
2014-07-06 22:28:19,1,Tepic,4,653,B,192,94,,9,2,7,,0,4,,
2014-07-06 22:28:28,11,Santiago Ixcuintla,8,508,B,,167,132,14,1,17,,0,14,,
2014-07-06 22:28:34,11,Santiago Ixcuintla,2,448,B,,210,193,10,0,4,,1,11,,
2014-07-06 22:28:42,14,Bahía de Banderas,7,115,C05,,186,114,6,1,145,,0,9,,
2014-07-06 22:29:10,4,Xalisco,4,848,B,278,228,,10,1,10,,0,9,,
2014-07-06 22:29:13,3,Santa María del Oro,7,421,B,,216,113,121,31,,,0,24,,
2014-07-06 22:29:18,5,Tepic,2,627,B,167,124,,16,2,5,,0,8,,
2014-07-06 22:29:25,16,Rosamorada,4,304,B,75,268,,32,0,30,3,0,16,,
2014-07-06 22:29:35,1,Tepic,5,695,C03,217,152,,15,3,11,,0,16,,
2014-07-06 22:29:51,2,Tepic,11,774,C01,152,179,,7,5,1,,0,11,,
2014-07-06 22:30:06,8,San Pedro Lagunillas,5,408,B,131,110,,1,,101,,0,7,,
2014-07-06 22:30:12,7,Jala,5,246,B,16,116,,0,,,,0,2,,
2014-07-06 22:30:21,8,Compostela,3,175,B,116,168,,3,1,1,,1,8,,
2014-07-06 22:30:56,11,Santiago Ixcuintla,8,505,B,,302,239,9,1,2,,0,0,,
2014-07-06 22:30:56,17,Tecuala,5,581,B,,259,123,2,0,0,,0,4,,
2014-07-06 22:31:15,4,Tepic,11,806,B,210,237,,16,0,2,,2,15,,
2014-07-06 22:31:24,4,Xalisco,3,845,C02,292,152,,9,4,12,,1,12,,
2014-07-06 22:31:32,14,Compostela,9,195,B,103,69,,0,1,3,,0,12,,
2014-07-06 22:32:22,5,Tepic,2,628,B,267,219,,28,2,8,,0,7,,
2014-07-06 22:32:53,3,Tepic,10,807,C01,147,229,,5,3,1,,0,0,,
2014-07-06 22:32:56,14,Bahía de Banderas,7,115,B,,170,121,5,6,138,,1,8,,
2014-07-06 22:32:57,3,Tepic,8,729,B,217,142,,14,2,3,,0,13,,
2014-07-06 22:33:01,3,Santa María del Oro,4,430,B,,,,,,,,,,Votos ilegibles,
2014-07-06 22:33:05,16,Ruíz,6,341,B,236,147,,10,1,0,,1,7,,
2014-07-06 22:33:20,3,Tepic,10,807,C02,149,214,,10,4,5,,0,7,,
2014-07-06 22:33:37,9,San Blas,5,376,B,108,73,,0,1,0,195,0,24,,
2014-07-06 22:33:37,1,Tepic,4,687,B,256,136,,16,2,3,,0,8,,
2014-07-06 22:33:42,10,Santiago Ixcuintla,4,542,B,,243,202,5,2,4,,0,5,,
2014-07-06 22:33:59,17,Tecuala,5,584,B,,,,,,,,,,Cifras no coincidentes,
2014-07-06 22:34:15,2,Tepic,10,798,B,148,278,,8,4,0,,0,7,,
2014-07-06 22:34:23,15,Tuxpan,1,816,B,233,243,,9,,98,,0,26,,
2014-07-06 22:34:34,4,Xalisco,3,845,B,268,163,,18,1,8,,2,16,,
2014-07-06 22:34:56,3,Tepic,10,797,B,227,291,,18,3,4,,0,22,,
2014-07-06 22:35:35,1,Tepic,5,725,B,,,,,,,,,,Votos en blanco,
2014-07-06 22:35:42,3,Tepic,7,763,B,236,156,,12,5,4,,0,10,,
2014-07-06 22:35:47,14,Bahía de Banderas,2,112,C04,,205,133,10,1,106,,3,20,,
2014-07-06 22:35:54,16,Ruíz,5,329,B,270,240,,13,1,2,,0,12,,
2014-07-06 22:36:37,2,Tepic,4,900,B,,,,,,,,,,Votos ilegibles,
2014-07-06 22:36:39,4,Xalisco,1,844,C04,,,,,,,,,,Votos ilegibles,
2014-07-06 22:36:50,1,Tepic,6,747,B,152,126,,5,2,4,,3,12,,
2014-07-06 22:36:54,2,Tepic,3,617,C01,210,117,,5,3,9,,0,14,,
2014-07-06 22:37:07,4,Xalisco,6,857,C01,202,180,,4,2,7,,0,7,,
2014-07-06 22:37:08,2,Tepic,3,897,B,192,101,,11,0,4,,0,0,,
2014-07-06 22:37:10,3,Tepic,7,751,B,292,171,,9,2,6,,2,11,,
2014-07-06 22:37:16,5,Tepic,2,627,C01,185,112,,24,4,3,,1,12,,
2014-07-06 22:37:25,15,Tuxpan,7,841,B,207,140,,16,,8,,0,13,,
2014-07-06 22:37:29,13,Ixtlán del Río,5,231,B,41,204,,250,3,,8,0,12,,
2014-07-06 22:37:41,8,Compostela,1,130,B,173,202,,5,2,6,,0,17,,
2014-07-06 22:37:41,18,Huajicori,3,199,B,,97,97,4,1,,,0,0,,
2014-07-06 22:38:05,9,San Blas,1,347,C01,93,170,,3,6,12,216,0,28,,
2014-07-06 22:38:13,1,Tepic,5,709,C01,262,142,,16,1,8,,0,10,,
2014-07-06 22:38:17,14,Bahía de Banderas,2,112,C01,,186,148,9,2,89,,0,0,,
2014-07-06 22:38:19,11,Santiago Ixcuintla,1,450,B,,152,179,5,2,2,,0,9,,
2014-07-06 22:38:37,2,Tepic,3,617,B,219,113,,11,1,6,,0,3,,
2014-07-06 22:39:26,11,Santiago Ixcuintla,5,462,B,,97,19,2,1,7,,0,12,,
2014-07-06 22:39:27,16,Rosamorada,5,310,B,173,146,,26,0,5,10,0,13,,
2014-07-06 22:39:27,3,Tepic,10,804,B,169,175,,8,3,4,,0,17,,
2014-07-06 22:39:30,2,Tepic,4,612,B,321,205,,19,4,6,,0,18,,
2014-07-06 22:39:42,16,Ruíz,7,336,B,194,91,,9,0,0,,0,8,,
2014-07-06 22:40:22,14,Bahía de Banderas,2,112,B,,190,158,9,1,123,,0,9,,
2014-07-06 22:40:27,9,San Blas,5,376,C01,,,,,,,,,,Cifras no coincidentes,
2014-07-06 22:40:48,11,Santiago Ixcuintla,6,472,B,,207,211,5,7,0,,0,12,,
2014-07-06 22:40:52,3,Santa María del Oro,1,412,B,,,,,,,,,,Cifras no coincidentes,
2014-07-06 22:41:06,11,Santiago Ixcuintla,6,474,B,,246,216,12,2,0,,0,0,,
2014-07-06 22:41:21,4,Xalisco,3,846,C01,262,234,,16,3,6,,0,10,,
2014-07-06 22:41:54,5,Tepic,2,668,B,238,112,,11,1,6,,0,7,,
2014-07-06 22:42:10,14,Bahía de Banderas,2,112,C02,,176,121,7,7,106,,0,13,,
2014-07-06 22:42:20,18,Huajicori,3,200,B,,115,48,1,0,,,0,7,,
2014-07-06 22:42:22,13,Ixtlán del Río,3,222,B,88,291,,169,2,,12,0,10,,
2014-07-06 22:42:29,3,Tepic,8,765,C01,,,,,,,,,,Votos ilegibles,
2014-07-06 22:42:32,5,Tepic,1,631,B,246,179,,23,5,6,,0,13,,
2014-07-06 22:42:36,3,Tepic,10,804,C01,155,162,,13,3,2,,0,9,,
2014-07-06 22:42:39,3,Tepic,10,805,C01,135,159,,5,2,5,,1,5,,
2014-07-06 22:42:40,15,Tuxpan,7,840,B,189,197,,11,,45,,0,17,,
2014-07-06 22:42:48,3,Tepic,8,746,B,230,125,,11,0,4,,0,11,,
2014-07-06 22:42:49,3,Tepic,10,807,B,,,,,,,,,,Votos ilegibles,
2014-07-06 22:42:50,9,San Blas,4,353,B,120,98,,5,1,0,89,3,11,,
2014-07-06 22:43:13,5,Tepic,2,639,B,237,191,,10,4,4,,0,14,,
2014-07-06 22:43:26,13,Ixtlán del Río,6,221,B,87,200,,165,2,,6,2,13,,
2014-07-06 22:43:47,2,Tepic,4,612,C01,321,187,,13,3,8,,2,12,,
2014-07-06 22:43:53,5,Tepic,1,601,C01,198,133,,13,5,6,,0,0,,
2014-07-06 22:44:23,14,Bahía de Banderas,2,112,C03,,,,,,,,,,Votos ilegibles,
2014-07-06 22:44:33,15,Tuxpan,1,812,B,203,192,,14,,97,,0,0,,
2014-07-06 22:44:38,6,El Nayar,2,260,B,174,103,,3,,24,,0,0,,
2014-07-06 22:44:38,2,Tepic,3,893,B,96,77,,6,1,4,,0,0,,
2014-07-06 22:44:39,2,Tepic,10,799,B,174,177,,14,3,9,,0,0,,
2014-07-06 22:44:47,7,Jala,5,248,B,215,278,,0,,,,0,0,,
2014-07-06 22:44:47,16,Rosamorada,2,286,B,104,238,,36,2,1,42,0,15,,
2014-07-06 22:45:15,18,Acaponeta,1,10,B,,316,241,23,7,9,,0,15,,
2014-07-06 22:45:22,3,Tepic,7,749,C02,268,177,,11,1,5,,1,9,,
2014-07-06 22:45:41,8,Compostela,2,134,B,213,299,,11,3,4,,3,41,,
2014-07-06 22:46:04,7,Jala,5,248,C01,219,263,,3,,,,0,6,,
2014-07-06 22:46:10,6,El Nayar,4,267,E2,114,103,,5,,0,,0,0,,
2014-07-06 22:46:17,5,Tepic,1,601,C02,198,135,,10,3,3,,0,14,,
2014-07-06 22:46:46,13,Amatlán de Cañas,4,79,B,239,325,,6,,,,0,13,,
2014-07-06 22:46:47,16,Ruíz,7,333,E1,130,215,,47,1,0,,1,23,,
2014-07-06 22:47:24,7,Ahuacatlán,2,54,C01,133,152,,42,70,,,0,4,,
2014-07-06 22:47:30,3,Tepic,10,804,C02,137,186,,11,2,5,,0,13,,
2014-07-06 22:47:40,14,Bahía de Banderas,7,115,C02,,183,108,5,1,114,,0,0,,
2014-07-06 22:47:44,8,Compostela,1,129,B,148,165,,19,1,7,,0,9,,
2014-07-06 22:47:53,9,San Blas,2,348,C01,126,130,,5,2,6,207,0,0,,
2014-07-06 22:48:01,3,Tepic,7,763,C01,227,140,,15,0,10,,0,19,,
2014-07-06 22:48:25,2,Tepic,4,904,B,257,155,,10,2,16,,0,10,,
2014-07-06 22:48:29,14,Bahía de Banderas,8,105,C01,,185,165,10,1,97,,0,12,,
2014-07-06 22:48:36,8,Compostela,4,147,B,139,131,,4,1,0,,0,4,,
2014-07-06 22:48:46,18,Acaponeta,6,38,B,,415,277,2,1,3,,0,10,,
2014-07-06 22:49:03,7,Ahuacatlán,4,59,B,201,155,,22,56,,,0,11,,
2014-07-06 22:49:16,7,Jala,4,251,B,165,227,,1,,,,0,5,,
2014-07-06 22:49:30,18,Acaponeta,4,16,B,,240,279,13,8,29,,0,7,,
2014-07-06 22:49:33,3,Santa María del Oro,4,431,B,,252,29,44,1,,,0,20,,
2014-07-06 22:50:10,1,Tepic,4,688,B,228,136,,2,3,6,,0,3,,
2014-07-06 22:50:21,16,Rosamorada,2,288,B,41,238,,242,2,22,17,0,20,,
2014-07-06 22:50:21,9,San Blas,7,397,B,22,20,,1,0,0,20,1,3,,
2014-07-06 22:50:27,18,Acaponeta,2,24,B,,237,166,5,1,0,,0,15,,
2014-07-06 22:50:34,1,Tepic,6,944,B,182,139,,8,2,3,,0,7,,
2014-07-06 22:50:48,14,Bahía de Banderas,3,111,C04,,142,157,10,0,94,,0,0,,
2014-07-06 22:50:50,3,Tepic,7,762,C01,187,137,,6,6,3,,0,10,,
2014-07-06 22:51:08,4,Tepic,9,661,B,260,125,,5,1,3,,0,9,,
2014-07-06 22:51:15,2,Tepic,4,906,B,190,165,,18,6,3,,2,17,,
2014-07-06 22:51:17,7,Ahuacatlán,4,59,C01,209,135,,34,56,,,0,0,,
2014-07-06 22:51:25,17,Tecuala,6,588,B,,,,,,,,,,Cifras no coincidentes,
2014-07-06 22:51:40,9,San Blas,7,396,B,26,50,,2,2,0,81,0,6,,
2014-07-06 22:51:43,3,Tepic,7,945,B,116,100,,9,1,9,,1,5,,
2014-07-06 22:51:44,7,Ahuacatlán,2,52,B,163,137,,29,53,,,0,4,,
2014-07-06 22:51:58,5,Tepic,1,637,B,214,147,,15,1,8,,0,16,,
2014-07-06 22:52:14,4,Tepic,9,665,B,411,158,,7,3,3,,0,19,,
2014-07-06 22:52:19,13,Ixtlán del Río,5,230,B,25,151,,152,2,,9,0,9,,
2014-07-06 22:52:30,3,Tepic,7,764,C04,229,146,,9,4,6,,0,13,,
2014-07-06 22:52:42,16,Ruíz,2,326,B,224,229,,2,2,1,,0,11,,
2014-07-06 22:52:43,4,Tepic,11,802,B,221,217,,4,0,2,,1,11,,
2014-07-06 22:52:46,3,Tepic,7,749,B,251,170,,9,1,1,,0,15,,
2014-07-06 22:52:48,12,Santiago Ixcuintla,7,512,B,,316,172,7,2,0,,0,14,,
2014-07-06 22:52:52,4,Tepic,9,661,C01,254,147,,6,1,7,,1,11,,
2014-07-06 22:52:57,16,Rosamorada,2,289,B,30,328,,159,2,3,10,0,22,,
2014-07-06 22:53:11,3,Tepic,7,948,B,147,136,,7,0,4,,0,0,,
2014-07-06 22:53:21,12,Santiago Ixcuintla,9,522,B,,189,265,7,2,0,,1,12,,
2014-07-06 22:53:37,3,Tepic,8,765,B,259,138,,10,2,7,,1,19,,
2014-07-06 22:53:43,16,Rosamorada,7,290,B,74,286,,74,4,13,6,0,7,,
2014-07-06 22:53:49,9,San Blas,3,359,B,41,207,,11,4,8,140,0,27,,
2014-07-06 22:53:49,4,Tepic,9,719,C01,270,127,,6,7,1,,0,0,,
2014-07-06 22:53:55,16,Ruíz,2,320,C01,208,292,,13,2,1,,0,14,,
2014-07-06 22:54:11,4,Xalisco,5,854,B,391,261,,13,2,23,,0,13,,
2014-07-06 22:54:12,5,Tepic,3,652,B,246,139,,7,0,5,,2,9,,
2014-07-06 22:54:26,4,Tepic,9,719,B,223,132,,13,5,0,,0,0,,
2014-07-06 22:54:35,11,Santiago Ixcuintla,1,437,B,,261,220,8,1,8,,1,18,,
2014-07-06 22:54:43,18,Huajicori,3,205,B,,95,63,0,2,,,0,7,,
2014-07-06 22:54:43,10,Santiago Ixcuintla,3,495,B,,147,119,57,1,8,,0,0,,
2014-07-06 22:54:45,8,Compostela,7,170,B,66,32,,39,0,1,,1,11,,
2014-07-06 22:54:47,4,Xalisco,7,862,B,172,128,,2,0,0,,0,2,,
2014-07-06 22:55:00,1,Tepic,5,705,B,286,157,,9,1,2,,0,5,,
2014-07-06 22:55:13,14,Bahía de Banderas,9,100,B,,112,324,0,0,54,,0,14,,
2014-07-06 22:55:18,4,Tepic,9,723,B,276,221,,10,7,4,,2,0,,
2014-07-06 22:55:33,10,Santiago Ixcuintla,1,441,B,,215,279,7,3,15,,0,16,,
2014-07-06 22:56:14,1,Tepic,6,736,C01,220,193,,11,3,6,,0,14,,
2014-07-06 22:56:57,18,Acaponeta,1,9,C01,,197,206,12,2,11,,0,0,,
2014-07-06 22:56:59,2,Tepic,3,890,B,247,155,,22,2,4,,2,7,,
2014-07-06 22:57:01,3,Santa María del Oro,1,412,C01,,197,240,167,4,,,0,0,,
2014-07-06 22:57:17,9,San Blas,3,360,B,55,222,,14,9,18,147,0,20,,
2014-07-06 22:57:18,6,El Nayar,2,261,B,153,203,,12,,7,,0,15,,
2014-07-06 22:57:29,14,Bahía de Banderas,3,111,C02,,179,95,4,2,96,,0,22,,
2014-07-06 22:57:34,8,Compostela,5,164,B,183,146,,39,13,5,,0,13,,
