CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,C_COMUN_PRI_PVEM_NA_PS,C_COMUN_PRI_PVEM_PS,PRD,PT,MC,NA,PAC,MORENA,ES,PAN_PRD_PAC,PAN_PRD,PAN_PAC,PRD_PAC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0267,C,02,0,C02,24,74,,42,20,31,,3,158,24,2,1,1,0,,,,,,,,,,56,,436,0,20,456,618,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0268,B,01,0,B,17,45,,30,22,15,,4,148,21,1,0,0,0,,,,,,,,,,136,,439,0,13,452,622,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0268,C,01,0,C01,17,53,,19,21,25,,0,134,28,0,0,0,0,,,,,,,,,,112,,409,0,13,422,622,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0268,C,02,0,C02,10,54,,29,13,19,,6,135,27,1,0,0,0,,,,,,,,,,128,,422,0,17,439,622,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0268,C,03,0,C03,13,66,,16,21,20,,6,140,39,0,0,1,0,,,,,,,,,,124,,446,0,13,459,622,Acta levantada en consejo,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0269,B,01,0,B,14,68,,30,22,19,,5,140,36,1,0,0,0,,,,,,,,,,83,,418,0,12,430,575,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0269,C,01,0,C01,12,66,,23,26,16,,6,144,30,1,0,0,0,,,,,,,,,,83,,407,0,18,425,574,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0269,C,02,0,C02,12,43,,27,26,13,,1,176,32,1,0,1,2,,,,,,,,,,71,,405,0,17,422,574,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0270,B,01,0,B,9,51,,34,25,28,,9,235,31,0,0,0,0,,,,,,,,,,52,,474,1,16,491,688,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0270,C,01,0,C01,12,46,,35,21,29,,3,227,56,1,1,0,0,,,,,,,,,,44,,475,0,13,488,687,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0271,B,01,0,B,10,43,,33,24,45,,6,155,43,1,2,0,1,,,,,,,,,,55,,418,0,14,432,605,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0271,C,01,0,C01,10,56,,40,24,24,,7,163,40,1,0,0,0,,,,,,,,,,51,,416,1,14,431,605,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0271,C,02,0,C02,20,45,,38,18,29,,2,141,64,2,2,0,1,,,,,,,,,,58,,420,0,17,437,604,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0272,B,01,0,B,16,62,,21,55,34,,6,153,45,1,0,1,0,,,,,,,,,,41,,435,0,27,462,637,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0272,C,01,0,C01,18,70,,36,48,38,,7,163,43,1,0,0,0,,,,,,,,,,31,,455,0,16,471,637,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0272,C,02,0,C02,21,55,,30,40,46,,3,177,51,2,1,0,0,,,,,,,,,,33,,459,0,14,473,637,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0272,C,03,0,C03,13,70,,30,24,62,,7,172,34,3,1,0,0,,,,,,,,,,36,,452,0,18,470,637,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0272,C,04,0,C04,10,43,,39,42,38,,8,188,45,2,0,0,0,,,,,,,,,,37,,452,0,22,474,637,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0273,B,01,0,B,17,63,,70,42,58,,6,169,29,1,2,0,0,,,,,,,,,,51,,508,0,10,518,682,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0273,C,01,0,C01,18,76,,50,45,63,,8,171,42,2,0,0,0,,,,,,,,,,42,,517,1,14,532,681,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0273,C,02,0,C02,13,56,,44,36,55,,7,165,47,1,1,0,0,,,,,,,,,,40,,465,0,18,483,681,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0274,B,01,0,B,16,104,,57,10,43,,2,155,55,0,1,0,0,,,,,,,,,,12,,455,0,14,469,612,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0274,C,01,0,C01,17,111,,28,12,36,,8,155,44,2,0,0,0,,,,,,,,,,13,,426,0,14,440,611,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0275,B,01,0,B,18,133,,20,15,2,,7,131,19,0,0,0,0,,,,,,,,,,28,,373,1,29,403,584,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0275,C,01,0,C01,17,144,,25,18,8,,3,135,46,0,0,0,0,,,,,,,,,,15,,411,0,14,425,584,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0275,C,02,0,C02,12,143,,18,20,4,,2,124,40,0,0,0,0,,,,,,,,,,34,,397,0,14,411,583,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0276,B,01,0,B,14,151,,24,25,5,,3,138,25,0,0,0,0,,,,,,,,,,17,,402,0,21,423,622,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0276,C,01,0,C01,10,138,,17,36,13,,10,151,36,3,0,0,0,,,,,,,,,,15,,429,0,16,445,622,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0276,C,02,0,C02,12,137,,14,28,8,,5,181,33,0,0,0,0,,,,,,,,,,19,,437,0,25,462,622,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0277,B,01,0,B,18,95,,20,20,17,,6,87,17,0,1,0,0,,,,,,,,,,37,,318,0,13,331,466,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0278,B,01,0,B,9,52,,31,33,14,,6,181,31,1,0,0,0,,,,,,,,,,37,,395,2,19,416,588,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0279,B,01,0,B,25,51,,45,40,13,,7,145,37,0,0,0,0,,,,,,,,,,44,,407,2,17,426,567,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0279,C,01,0,C01,20,47,,34,30,16,,8,163,42,0,1,0,0,,,,,,,,,,39,,400,0,13,413,566,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0279,C,02,0,C02,18,60,,32,25,6,,4,162,31,1,0,0,0,,,,,,,,,,24,,363,0,25,388,566,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0280,B,01,0,B,17,50,,32,15,17,,3,171,22,0,0,0,0,,,,,,,,,,20,,347,0,15,362,505,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0281,B,01,0,B,23,50,,51,25,17,,17,169,63,0,1,0,0,,,,,,,,,,23,,439,0,23,462,661,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0281,C,01,0,C01,22,43,,84,29,12,,11,149,45,3,1,1,2,,,,,,,,,,20,,422,0,14,436,661,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0281,C,02,0,C02,31,51,,74,33,21,,10,150,25,3,1,0,0,,,,,,,,,,16,,415,0,20,435,660,Acta levantada en consejo,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0282,B,01,0,B,10,32,,17,18,20,,6,111,46,0,2,1,0,,,,,,,,,,11,,274,0,21,295,428,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0283,B,01,0,B,8,57,,32,22,21,,4,115,37,0,1,0,0,,,,,,,,,,58,,355,0,18,373,505,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0283,C,01,0,C01,10,58,,23,11,36,,7,127,26,0,0,0,0,,,,,,,,,,45,,343,0,17,360,504,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0283,C,02,0,C02,7,45,,24,14,25,,7,145,40,0,0,0,2,,,,,,,,,,40,,349,0,9,358,504,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0365,B,01,0,B,44,72,,21,11,9,,5,158,28,3,0,0,0,,,,,,,,,,25,,376,1,16,393,675,Acta levantada en consejo,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0365,C,01,0,C01,33,47,,18,20,9,,6,174,28,1,1,0,0,,,,,,,,,,25,,362,1,28,391,675,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0365,C,02,0,C02,40,59,,20,19,8,,8,150,32,0,1,0,1,,,,,,,,,,17,,355,0,28,383,674,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0366,B,01,0,B,61,73,,49,25,14,,12,205,52,3,2,0,0,,,,,,,,,,10,,506,0,18,524,730,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0366,C,01,0,C01,59,72,,46,15,9,,5,213,48,1,1,0,1,,,,,,,,,,14,,484,0,20,504,729,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0366,C,02,0,C02,44,91,,49,15,9,,17,181,56,2,0,0,1,,,,,,,,,,14,,479,0,19,498,729,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0367,B,01,0,B,43,79,,17,11,9,,6,249,37,1,1,0,0,,,,,,,,,,19,,472,0,26,498,700,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0367,C,01,0,C01,41,95,,14,16,5,,3,246,42,0,1,0,0,,,,,,,,,,24,,487,1,31,519,700,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0367,C,02,0,C02,53,88,,14,11,11,,8,238,40,1,1,0,0,,,,,,,,,,15,,480,0,15,495,699,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0368,B,01,0,B,32,79,,21,16,7,,7,203,42,1,1,0,0,,,,,,,,,,18,,427,0,20,447,636,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0368,C,01,0,C01,27,102,,17,18,9,,8,208,50,0,0,0,0,,,,,,,,,,16,,455,0,27,482,636,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0368,C,02,0,C02,52,70,,18,13,15,,9,220,31,0,0,0,0,,,,,,,,,,20,,448,0,28,476,635,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0369,B,01,0,B,29,90,,11,11,19,,7,184,49,1,0,0,0,,,,,,,,,,37,,438,0,27,465,726,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0369,C,01,0,C01,32,102,,49,18,18,,2,203,41,0,2,1,0,,,,,,,,,,30,,498,0,1,499,726,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0369,C,02,0,C02,36,117,,25,11,20,,6,175,42,1,0,0,0,,,,,,,,,,29,,462,0,18,480,726,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0370,B,01,0,B,18,73,,18,14,11,,3,116,57,2,0,0,0,,,,,,,,,,15,,327,1,14,342,485,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0370,C,01,0,C01,13,108,,22,7,30,,6,102,58,0,0,0,0,,,,,,,,,,7,,353,0,12,365,484,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0371,B,01,0,B,28,57,,44,18,7,,13,99,46,2,1,0,0,,,,,,,,,,11,,326,0,19,345,637,Acta levantada en consejo,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0371,C,01,0,C01,33,56,,52,19,4,,7,121,51,2,0,0,0,,,,,,,,,,14,,359,0,15,374,636,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0371,C,02,0,C02,48,76,,60,12,6,,10,99,47,1,2,0,0,,,,,,,,,,15,,376,0,15,391,636,Acta  casilla,,,
1,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0371,C,03,0,C03,42,69,,52,14,6,,10,112,42,3,1,0,0,,,,,,,,,,13,,364,0,14,378,636,Acta levantada en consejo,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0122,B,01,0,B,52,44,,25,27,8,,5,151,11,0,0,0,0,3,3,0,1,,,,,,,48,378,2,17,397,559,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0122,C,01,0,C01,51,41,,18,11,8,,15,182,7,1,1,1,0,3,1,0,2,,,,,,,39,381,0,21,402,558,Acta levantada en consejo,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0122,C,02,0,C02,70,25,,22,23,9,,16,169,9,0,2,0,0,2,3,0,1,,,,,,,41,392,0,11,403,558,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0123,B,01,0,B,66,44,,10,18,9,,15,178,9,3,0,0,0,4,1,0,0,,,,,,,38,395,1,14,410,574,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0123,C,01,0,C01,54,61,,10,22,9,,17,197,8,2,0,1,0,3,0,0,0,,,,,,,34,418,0,15,433,574,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0123,C,02,0,C02,73,60,,17,16,13,,17,162,9,0,1,0,0,3,2,0,0,,,,,,,34,407,0,11,418,573,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0124,B,01,0,B,46,37,,30,30,6,,22,205,8,3,0,3,0,5,4,0,3,,,,,,,35,437,0,14,451,655,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0124,C,01,0,C01,51,27,,14,22,9,,26,202,10,3,0,2,1,10,1,1,2,,,,,,,19,400,0,13,413,654,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0124,C,02,0,C02,60,38,,23,31,6,,43,199,14,3,2,4,0,2,3,0,0,,,,,,,30,458,0,18,476,654,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0125,B,01,0,B,40,41,,14,28,14,,12,171,13,0,0,0,2,4,0,1,0,,,,,,,25,365,0,10,375,556,Acta levantada en consejo,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0125,C,01,0,C01,41,43,,18,18,10,,21,142,17,2,0,2,2,4,0,0,1,,,,,,,29,350,0,16,366,555,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0125,C,02,0,C02,48,47,,24,21,7,,19,193,8,2,0,0,1,2,0,0,1,,,,,,,23,396,0,10,406,555,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0126,B,01,0,B,45,29,,11,37,19,,23,184,5,1,1,0,0,7,5,0,3,,,,,,,23,393,0,26,419,711,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0126,C,01,0,C01,63,37,,14,45,36,,18,193,5,0,1,0,1,3,0,0,0,,,,,,,24,440,0,15,455,710,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0126,C,02,0,C02,48,49,,11,44,25,,16,223,11,0,1,2,0,6,1,0,2,,,,,,,24,463,0,17,480,710,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0127,B,01,0,B,63,41,,15,25,13,,12,190,5,2,2,1,0,0,2,0,1,,,,,,,39,411,0,19,430,658,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0127,C,01,0,C01,54,41,,27,23,12,,9,195,7,2,1,0,0,6,2,0,2,,,,,,,38,419,0,20,439,658,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0127,C,02,0,C02,59,37,,13,23,8,,14,192,5,1,4,0,0,7,4,0,4,,,,,,,28,399,0,17,416,658,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0127,C,03,0,C03,56,44,,19,23,8,,7,197,10,2,1,0,1,12,5,0,2,,,,,,,39,426,0,15,441,657,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0128,B,01,0,B,39,53,,13,17,7,,9,142,13,4,2,0,0,8,2,0,2,,,,,,,21,332,0,10,342,502,Acta levantada en consejo,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0128,C,01,0,C01,41,37,,9,18,9,,10,174,5,2,0,0,0,2,3,0,2,,,,,,,29,341,0,15,356,502,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0129,B,01,0,B,84,38,,16,10,8,,13,166,7,3,1,0,0,2,1,0,2,,,,,,,53,404,1,15,420,562,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0129,C,01,0,C01,64,31,,15,23,7,,11,179,6,1,1,0,0,1,1,0,1,,,,,,,30,371,0,17,388,561,Acta levantada en consejo,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0130,B,01,0,B,56,44,,10,7,6,,10,102,4,2,1,0,0,1,0,0,0,,,,,,,45,288,1,5,294,377,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0130,C,01,0,C01,80,36,,6,9,1,,8,111,3,1,0,1,0,6,0,1,1,,,,,,,30,294,0,7,301,376,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0131,B,01,0,B,85,54,,22,23,12,,17,162,4,2,1,0,0,3,1,0,0,,,,,,,58,444,0,5,449,617,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0131,C,01,0,C01,90,58,,23,24,9,,11,197,7,6,0,0,0,6,0,0,0,,,,,,,42,473,0,10,483,617,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0132,B,01,0,B,105,35,,20,15,6,,17,193,3,2,0,0,0,2,1,1,0,,,,,,,41,441,1,11,453,622,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0132,C,01,0,C01,85,53,,16,25,10,,10,176,5,1,0,0,0,2,3,0,0,,,,,,,46,432,1,9,442,622,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0133,B,01,0,B,71,52,,15,21,6,,8,172,10,1,1,1,0,1,1,0,1,,,,,,,21,382,0,16,398,534,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0133,C,01,0,C01,60,41,,13,19,11,,22,187,16,3,0,1,0,4,1,0,0,,,,,,,23,401,0,14,415,534,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0134,B,01,0,B,43,38,,12,10,7,,13,119,4,0,1,0,0,2,3,0,0,,,,,,,16,268,1,8,277,403,Acta levantada en consejo,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0134,C,01,0,C01,36,27,,12,10,5,,2,166,7,0,1,0,0,2,0,0,0,,,,,,,22,290,0,7,297,402,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0135,B,01,0,B,42,39,,6,9,7,,13,145,8,0,0,0,1,2,1,0,1,,,,,,,24,298,1,9,308,481,Acta levantada en consejo,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0135,C,01,0,C01,56,35,,14,12,5,,15,152,4,0,0,1,0,4,4,0,0,,,,,,,24,326,0,18,344,481,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0136,B,01,0,B,39,54,,10,16,5,,17,172,9,1,0,0,1,6,2,0,1,,,,,,,22,355,1,14,370,513,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0137,B,01,0,B,55,33,,13,10,9,,13,200,6,4,1,1,0,2,3,0,2,,,,,,,30,382,1,13,396,574,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0137,C,01,0,C01,38,33,,5,12,3,,20,187,3,1,1,0,0,2,0,0,0,,,,,,,40,345,0,17,362,574,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0137,C,02,0,C02,36,31,,10,21,12,,17,177,3,2,0,0,0,5,0,0,1,,,,,,,35,350,0,12,362,573,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0137,C,03,0,C03,65,33,,14,18,8,,8,189,7,1,0,0,0,2,3,0,1,,,,,,,38,387,2,12,401,573,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0138,B,01,0,B,101,56,,20,25,8,,14,181,6,2,1,2,1,1,1,0,1,,,,,,,58,478,0,16,494,652,Acta levantada en consejo,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0138,C,01,0,C01,88,64,,12,19,14,,15,170,8,0,1,0,0,3,2,0,0,,,,,,,62,458,0,11,469,652,Acta levantada en consejo,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0139,B,01,0,B,85,51,,10,17,12,,18,174,12,1,0,0,1,5,0,0,0,,,,,,,54,440,2,12,454,640,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0139,C,01,0,C01,63,49,,6,10,9,,14,164,7,2,0,0,0,11,2,0,1,,,,,,,62,400,0,14,414,640,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0139,C,02,0,C02,59,51,,11,18,10,,17,189,5,0,0,0,0,5,2,0,3,,,,,,,65,435,0,14,449,640,Acta  casilla,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0139,C,03,0,C03,85,30,,5,18,8,,10,209,10,0,1,1,1,4,0,0,0,,,,,,,44,426,0,17,443,640,Acta levantada en consejo,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0139,S,01,0,SMR01,5,6,,1,2,1,,2,6,0,0,1,0,0,0,0,0,0,,,,,,,1,25,0,2,27,0,Acta levantada en consejo,,,
1,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0140,B,01,0,B,37,33,,11,23,12,,9,160,9,1,1,2,1,9,1,0,0,,,,,,,37,346,1,10,357,548,Acta levantada en consejo,,,
