muni,NOMBRE,seccion,PAN,PRI,PRD,PT,PVEM,CD,PCD,PSN,PARM,PAS,DS,No Reg.,Nulos,Total
60,NEZAHUALCOYOTL,3252,222,187,308,71,16,2,7,0,6,1,10,0,23,853
60,NEZAHUALCOYOTL,3253,248,285,342,37,22,1,7,1,5,3,14,0,14,979
60,NEZAHUALCOYOTL,3254,139,197,252,20,10,0,7,0,4,1,9,0,13,652
60,NEZAHUALCOYOTL,3255,268,177,300,15,9,1,5,0,4,3,17,0,21,820
60,NEZAHUALCOYOTL,3256,215,227,349,6,19,2,2,0,5,4,27,0,26,882
60,NEZAHUALCOYOTL,3257,150,154,284,17,15,1,8,0,3,5,17,0,14,668
60,NEZAHUALCOYOTL,3258,206,224,230,9,18,0,4,2,3,1,13,0,11,721
60,NEZAHUALCOYOTL,3259,246,241,409,17,23,7,9,6,4,9,19,2,19,1011
60,NEZAHUALCOYOTL,3260,282,231,456,22,30,1,5,1,2,5,33,0,14,1082
60,NEZAHUALCOYOTL,3261,218,258,296,15,24,3,4,0,2,20,23,0,9,872
60,NEZAHUALCOYOTL,3262,156,185,234,16,7,1,3,1,0,4,12,0,13,632
60,NEZAHUALCOYOTL,3263,190,222,331,38,26,0,2,0,5,0,11,0,31,856
60,NEZAHUALCOYOTL,3264,211,233,284,60,36,2,8,1,0,4,11,2,31,883
60,NEZAHUALCOYOTL,3265,167,274,268,50,22,1,4,1,5,1,10,1,20,824
60,NEZAHUALCOYOTL,3266,148,180,266,15,17,2,2,0,3,3,4,0,20,660
60,NEZAHUALCOYOTL,3267,223,246,300,95,21,1,12,0,4,2,20,0,22,946
60,NEZAHUALCOYOTL,3268,268,270,362,48,14,2,4,1,4,1,24,0,28,1026
60,NEZAHUALCOYOTL,3269,231,279,398,17,17,1,10,2,6,7,3,0,30,1001
60,NEZAHUALCOYOTL,3270,184,204,320,9,19,1,8,1,5,4,16,0,33,804
60,NEZAHUALCOYOTL,3271,260,282,348,15,29,1,7,3,3,0,16,0,13,977
60,NEZAHUALCOYOTL,3272,257,209,308,9,23,1,5,2,7,3,21,0,21,866
60,NEZAHUALCOYOTL,3273,142,198,215,3,17,1,6,1,3,1,11,0,10,608
60,NEZAHUALCOYOTL,3274,275,303,264,11,16,2,5,1,4,0,12,2,29,924
60,NEZAHUALCOYOTL,3275,188,142,174,10,13,1,3,0,0,0,9,0,12,552
60,NEZAHUALCOYOTL,3276,244,269,353,17,34,2,5,0,6,1,30,0,22,983
60,NEZAHUALCOYOTL,3277,209,195,275,14,26,1,5,1,0,2,23,0,14,765
60,NEZAHUALCOYOTL,3278,172,191,194,10,43,1,8,1,4,6,16,0,35,681
60,NEZAHUALCOYOTL,3279,207,155,229,4,16,1,5,0,2,1,5,0,14,639
60,NEZAHUALCOYOTL,3280,122,123,159,4,8,1,2,3,0,0,1,5,7,435
60,NEZAHUALCOYOTL,3281,173,179,229,5,14,1,3,0,3,2,6,0,43,658
60,NEZAHUALCOYOTL,3282,119,209,232,10,9,1,6,0,4,0,8,0,15,613
60,NEZAHUALCOYOTL,3283,93,159,213,7,8,2,3,4,3,0,9,0,11,512
60,NEZAHUALCOYOTL,3284,197,283,410,14,17,2,8,1,2,2,26,0,28,990
60,NEZAHUALCOYOTL,3285,179,296,447,28,9,1,5,4,4,1,15,0,35,1024
60,NEZAHUALCOYOTL,3286,150,252,390,11,18,0,9,4,4,2,14,0,53,907
60,NEZAHUALCOYOTL,3287,215,314,344,25,15,2,8,2,5,1,12,2,15,960
60,NEZAHUALCOYOTL,3288,246,236,406,19,21,1,4,1,2,0,14,1,18,969
60,NEZAHUALCOYOTL,3289,162,193,290,12,23,3,5,0,3,2,15,0,16,724
60,NEZAHUALCOYOTL,3290,102,161,300,8,7,2,2,1,0,0,9,0,15,607
60,NEZAHUALCOYOTL,3291,183,220,315,48,13,4,2,1,3,1,11,0,18,819
60,NEZAHUALCOYOTL,3292,183,234,334,40,28,2,5,1,2,2,9,0,33,873
60,NEZAHUALCOYOTL,3293,133,162,211,10,11,0,2,2,1,0,11,0,15,558
60,NEZAHUALCOYOTL,3294,200,181,332,17,12,0,4,2,4,0,24,0,23,799
60,NEZAHUALCOYOTL,3295,177,210,302,11,19,0,4,1,4,2,15,0,24,769
60,NEZAHUALCOYOTL,3296,95,143,229,3,9,0,6,0,4,0,7,0,13,509
60,NEZAHUALCOYOTL,3297,145,166,331,3,15,1,2,0,5,1,4,0,14,687
60,NEZAHUALCOYOTL,3298,193,279,315,19,20,0,5,0,3,0,17,0,15,866
60,NEZAHUALCOYOTL,3299,137,275,236,7,15,0,2,1,3,1,8,1,10,696
60,NEZAHUALCOYOTL,3300,97,131,191,6,6,3,1,0,0,0,14,0,9,458
60,NEZAHUALCOYOTL,3301,146,203,230,9,14,2,1,0,1,1,14,0,15,636
60,NEZAHUALCOYOTL,3302,199,242,301,13,17,0,1,0,5,2,13,0,18,811
60,NEZAHUALCOYOTL,3303,214,236,279,27,13,0,7,0,0,1,11,1,23,812
60,NEZAHUALCOYOTL,3304,196,227,350,14,20,0,6,3,4,0,18,0,22,860
60,NEZAHUALCOYOTL,3305,186,259,278,8,18,2,3,1,5,2,8,0,13,783
60,NEZAHUALCOYOTL,3306,181,230,277,5,5,1,3,1,1,1,10,0,18,733
60,NEZAHUALCOYOTL,3307,170,210,278,11,11,0,3,4,3,2,12,0,8,712
60,NEZAHUALCOYOTL,3308,107,145,224,8,6,0,1,1,2,4,8,0,40,546
60,NEZAHUALCOYOTL,3309,188,309,411,25,17,1,6,5,4,4,13,0,21,1004
60,NEZAHUALCOYOTL,3310,121,192,256,12,16,0,5,1,3,1,6,0,9,622
60,NEZAHUALCOYOTL,3311,126,161,227,10,8,0,1,1,4,2,4,0,6,550
60,NEZAHUALCOYOTL,3312,244,233,433,26,17,0,7,3,10,1,17,0,34,1025
60,NEZAHUALCOYOTL,3313,244,337,349,53,18,3,4,2,4,2,16,0,32,1064
60,NEZAHUALCOYOTL,3314,233,200,326,44,11,1,7,0,8,2,26,0,22,880
60,NEZAHUALCOYOTL,3315,247,287,269,25,27,2,8,1,9,2,21,0,17,915
60,NEZAHUALCOYOTL,3316,234,278,265,13,16,2,9,0,3,0,20,0,23,863
60,NEZAHUALCOYOTL,3317,179,231,319,12,24,0,4,0,5,1,15,0,12,802
60,NEZAHUALCOYOTL,3318,230,250,379,9,16,2,1,2,4,2,25,0,25,945
60,NEZAHUALCOYOTL,3319,153,199,250,8,14,0,4,0,2,0,9,0,14,653
60,NEZAHUALCOYOTL,3320,123,187,223,7,9,0,5,3,1,0,11,0,16,585
60,NEZAHUALCOYOTL,3321,129,186,230,4,7,2,5,0,1,1,10,0,8,583
60,NEZAHUALCOYOTL,3322,171,156,272,8,9,0,6,2,5,3,13,0,4,649
60,NEZAHUALCOYOTL,3323,218,261,337,19,12,0,5,0,4,2,14,0,16,888
60,NEZAHUALCOYOTL,3324,189,211,278,6,11,2,6,2,3,1,10,0,5,724
60,NEZAHUALCOYOTL,3325,176,267,309,12,15,3,2,1,3,0,13,0,13,814
60,NEZAHUALCOYOTL,3326,172,211,229,10,10,1,0,0,0,0,14,0,8,655
60,NEZAHUALCOYOTL,3327,151,159,236,10,9,1,5,0,2,1,9,1,18,602
60,NEZAHUALCOYOTL,3328,167,146,207,6,9,0,0,0,4,0,9,0,10,558
60,NEZAHUALCOYOTL,3329,192,196,285,7,22,6,1,1,1,0,17,0,10,738
60,NEZAHUALCOYOTL,3330,159,223,315,7,7,0,3,1,5,0,12,1,17,750
60,NEZAHUALCOYOTL,3331,153,205,246,3,10,0,1,0,3,0,8,0,9,638
60,NEZAHUALCOYOTL,3332,303,363,352,8,21,3,9,1,7,1,32,2,21,1123
60,NEZAHUALCOYOTL,3333,295,268,374,13,17,6,4,0,1,0,22,0,16,1016
60,NEZAHUALCOYOTL,3334,118,146,164,12,8,1,1,2,1,0,7,0,11,471
60,NEZAHUALCOYOTL,3335,306,247,364,13,23,5,4,1,3,1,26,0,19,1012
60,NEZAHUALCOYOTL,3336,189,233,338,6,14,1,8,1,10,1,21,0,11,833
60,NEZAHUALCOYOTL,3337,201,252,361,8,13,3,5,0,3,0,10,0,24,880
60,NEZAHUALCOYOTL,3338,245,228,388,9,15,1,9,1,3,0,13,0,24,936
60,NEZAHUALCOYOTL,3339,255,214,314,11,17,1,4,3,4,2,18,0,17,860
60,NEZAHUALCOYOTL,3340,167,195,276,7,10,5,9,0,2,1,15,0,4,691
60,NEZAHUALCOYOTL,3341,181,248,284,3,5,1,7,0,6,0,9,1,12,757
60,NEZAHUALCOYOTL,3342,164,149,350,10,8,1,4,2,8,0,8,0,16,720
60,NEZAHUALCOYOTL,3343,186,189,290,11,16,1,5,1,10,3,16,0,10,738
60,NEZAHUALCOYOTL,3344,120,196,182,3,8,0,2,0,1,2,8,0,9,531
60,NEZAHUALCOYOTL,3345,222,195,171,6,5,1,1,1,0,1,9,0,5,617
60,NEZAHUALCOYOTL,3346,172,130,235,5,9,1,2,0,4,1,10,0,8,577
60,NEZAHUALCOYOTL,3347,140,187,197,7,10,1,3,1,3,3,11,0,8,571
60,NEZAHUALCOYOTL,3348,175,182,190,3,5,0,6,1,3,0,12,0,8,585
60,NEZAHUALCOYOTL,3349,193,219,263,5,12,2,3,0,2,2,12,0,23,736
60,NEZAHUALCOYOTL,3350,168,176,249,6,7,2,7,2,4,1,19,0,51,692
60,NEZAHUALCOYOTL,3351,241,197,321,38,21,0,9,3,4,1,11,0,12,858
60,NEZAHUALCOYOTL,3352,174,155,244,8,10,1,7,0,3,2,14,0,13,631
60,NEZAHUALCOYOTL,3353,155,228,301,13,20,1,8,1,4,1,26,0,28,786
60,NEZAHUALCOYOTL,3354,154,142,309,6,14,1,17,1,3,4,12,0,24,687
60,NEZAHUALCOYOTL,3355,172,187,429,17,11,2,6,2,3,0,15,0,22,866
60,NEZAHUALCOYOTL,3356,133,106,198,6,11,0,9,2,3,0,11,0,5,484
60,NEZAHUALCOYOTL,3357,268,296,364,8,18,4,5,0,1,1,26,1,17,1009
60,NEZAHUALCOYOTL,3358,137,143,164,3,10,0,1,0,1,1,7,0,10,477
60,NEZAHUALCOYOTL,3359,219,179,302,4,18,2,7,1,3,2,16,0,7,760
60,NEZAHUALCOYOTL,3360,282,140,245,3,6,0,3,0,2,1,2,1,5,690
60,NEZAHUALCOYOTL,3361,173,189,185,6,14,1,8,0,2,3,13,0,18,612
60,NEZAHUALCOYOTL,3362,135,178,173,8,9,1,1,0,3,1,10,0,12,531
60,NEZAHUALCOYOTL,3363,177,149,137,9,8,0,4,2,2,3,10,0,7,508
60,NEZAHUALCOYOTL,3364,137,149,186,5,15,0,6,3,3,0,16,0,10,530
60,NEZAHUALCOYOTL,3365,303,328,402,3,18,1,9,1,4,4,15,0,24,1112
60,NEZAHUALCOYOTL,3366,228,212,264,3,17,2,7,1,3,1,8,0,20,766
60,NEZAHUALCOYOTL,3367,168,178,184,4,11,0,5,1,3,2,4,0,10,570
60,NEZAHUALCOYOTL,3368,289,348,377,13,25,2,14,4,6,1,27,0,17,1123
60,NEZAHUALCOYOTL,3369,226,167,262,7,8,0,3,1,1,0,9,0,8,692
60,NEZAHUALCOYOTL,3370,160,136,170,4,11,1,3,1,5,2,11,0,12,516
60,NEZAHUALCOYOTL,3371,220,213,302,10,19,0,7,0,6,0,19,0,14,810
60,NEZAHUALCOYOTL,3372,162,171,354,12,18,2,5,0,2,4,8,0,17,755
60,NEZAHUALCOYOTL,3373,142,148,253,4,15,2,4,0,5,2,10,0,9,594
60,NEZAHUALCOYOTL,3374,190,201,288,12,17,0,7,1,2,5,15,0,17,755
60,NEZAHUALCOYOTL,3375,238,206,249,10,19,0,5,2,5,1,22,0,9,766
60,NEZAHUALCOYOTL,3376,284,237,354,11,22,1,8,3,4,0,20,0,27,971
60,NEZAHUALCOYOTL,3377,225,180,231,9,9,0,14,2,3,2,19,0,16,710
60,NEZAHUALCOYOTL,3378,207,179,219,4,18,0,5,1,0,2,14,0,10,659
60,NEZAHUALCOYOTL,3379,199,151,143,3,12,0,5,8,3,0,13,0,17,554
60,NEZAHUALCOYOTL,3380,289,182,268,6,17,3,7,1,3,0,17,0,12,805
60,NEZAHUALCOYOTL,3381,197,192,282,8,14,2,6,1,1,1,21,0,13,738
60,NEZAHUALCOYOTL,3382,182,186,243,7,21,0,11,2,1,1,21,1,13,689
60,NEZAHUALCOYOTL,3383,201,218,352,10,11,2,8,3,11,2,16,1,19,854
60,NEZAHUALCOYOTL,3384,241,211,306,13,17,0,7,2,2,3,14,0,22,838
60,NEZAHUALCOYOTL,3385,249,261,281,11,18,1,10,1,2,3,21,0,25,883
60,NEZAHUALCOYOTL,3386,149,144,177,1,4,1,3,1,2,1,12,0,4,499
60,NEZAHUALCOYOTL,3387,274,292,367,9,21,0,4,2,1,1,27,0,18,1016
60,NEZAHUALCOYOTL,3388,167,151,206,0,9,3,8,0,5,1,6,0,11,567
60,NEZAHUALCOYOTL,3389,224,229,318,7,14,2,13,0,2,2,22,0,7,840
60,NEZAHUALCOYOTL,3390,273,233,377,7,13,0,14,0,3,1,12,0,15,948
60,NEZAHUALCOYOTL,3391,142,114,187,7,10,0,2,1,4,0,11,0,9,487
60,NEZAHUALCOYOTL,3392,272,208,217,8,12,1,2,1,0,1,18,0,9,749
60,NEZAHUALCOYOTL,3393,121,112,186,6,7,1,6,1,3,1,7,0,7,458
60,NEZAHUALCOYOTL,3394,229,241,269,5,20,2,4,6,4,1,27,0,17,825
60,NEZAHUALCOYOTL,3395,289,207,278,19,23,2,12,1,2,1,18,0,14,866
60,NEZAHUALCOYOTL,3396,181,146,148,1,16,1,12,0,2,2,9,0,19,537
60,NEZAHUALCOYOTL,3397,206,198,237,14,19,1,3,1,1,0,15,0,20,715
60,NEZAHUALCOYOTL,3398,337,274,362,13,13,1,13,1,2,0,21,0,20,1057
60,NEZAHUALCOYOTL,3399,196,181,217,3,9,1,6,1,5,0,13,0,59,691
60,NEZAHUALCOYOTL,3400,252,252,271,17,15,1,4,0,3,0,13,0,13,841
60,NEZAHUALCOYOTL,3401,212,205,260,4,18,2,8,0,2,2,6,1,18,738
60,NEZAHUALCOYOTL,3402,236,225,367,4,21,0,9,1,5,3,23,0,9,903
60,NEZAHUALCOYOTL,3403,299,304,341,7,26,0,12,1,6,4,19,0,18,1037
60,NEZAHUALCOYOTL,3404,192,197,231,4,17,1,2,0,5,1,13,0,7,670
60,NEZAHUALCOYOTL,3405,323,233,232,9,15,2,5,2,2,1,23,1,51,899
60,NEZAHUALCOYOTL,3406,238,216,164,5,8,1,3,0,1,2,10,0,19,667
60,NEZAHUALCOYOTL,3407,157,122,251,9,6,0,7,0,1,1,15,0,22,591
60,NEZAHUALCOYOTL,3408,231,216,368,5,14,1,10,2,2,3,14,0,20,886
60,NEZAHUALCOYOTL,3409,208,183,237,11,19,2,6,2,8,1,23,0,13,713
60,NEZAHUALCOYOTL,3410,277,218,364,7,17,2,12,1,2,2,14,0,22,938
60,NEZAHUALCOYOTL,3411,227,172,269,6,14,0,2,6,2,1,17,0,20,736
60,NEZAHUALCOYOTL,3412,270,256,275,10,14,1,11,0,4,4,23,0,11,879
60,NEZAHUALCOYOTL,3413,303,288,549,18,35,1,11,7,10,2,26,0,14,1264
60,NEZAHUALCOYOTL,3414,232,160,272,6,10,14,1,1,1,5,21,1,29,753
60,NEZAHUALCOYOTL,3415,323,253,303,10,26,0,7,0,9,1,20,2,18,972
60,NEZAHUALCOYOTL,3416,230,198,260,14,24,1,3,0,3,0,16,0,11,760
60,NEZAHUALCOYOTL,3417,208,232,222,5,21,2,6,1,2,0,9,0,17,725
60,NEZAHUALCOYOTL,3418,289,302,363,12,24,1,12,1,3,2,14,0,21,1044
60,NEZAHUALCOYOTL,3419,391,339,367,10,17,3,3,2,1,1,15,0,16,1165
60,NEZAHUALCOYOTL,3420,340,266,369,16,13,2,6,0,2,0,13,0,28,1055
60,NEZAHUALCOYOTL,3421,210,167,256,8,7,0,1,1,1,2,12,0,29,694
60,NEZAHUALCOYOTL,3422,303,208,284,10,14,1,11,1,0,2,26,0,18,878
60,NEZAHUALCOYOTL,3423,127,93,161,1,8,2,7,3,2,2,14,0,2,422
60,NEZAHUALCOYOTL,3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,NEZAHUALCOYOTL,3425,306,286,389,9,28,0,12,2,3,1,33,0,19,1088
60,NEZAHUALCOYOTL,3426,219,226,234,14,16,0,7,3,0,2,15,0,9,745
60,NEZAHUALCOYOTL,3427,290,206,360,17,22,3,9,1,5,1,20,0,7,941
60,NEZAHUALCOYOTL,3428,148,131,210,4,12,1,1,1,2,2,18,0,2,532
60,NEZAHUALCOYOTL,3429,250,194,267,10,28,0,15,0,3,1,23,0,14,805
60,NEZAHUALCOYOTL,3430,227,174,262,8,22,1,7,2,1,1,20,0,21,746
60,NEZAHUALCOYOTL,3431,163,152,149,0,19,1,3,1,3,1,16,0,23,531
60,NEZAHUALCOYOTL,3432,244,206,306,10,15,2,5,1,4,1,8,1,14,817
60,NEZAHUALCOYOTL,3433,285,268,289,16,22,2,11,0,4,4,12,0,5,918
60,NEZAHUALCOYOTL,3434,409,390,475,14,36,6,9,2,4,1,36,0,18,1400
60,NEZAHUALCOYOTL,3435,330,329,312,12,24,2,11,0,8,6,27,0,13,1074
60,NEZAHUALCOYOTL,3436,156,119,159,3,10,1,2,2,14,1,11,0,19,497
60,NEZAHUALCOYOTL,3437,171,215,178,6,15,0,0,0,3,0,28,0,12,628
60,NEZAHUALCOYOTL,3438,205,179,196,5,12,1,3,1,2,1,18,0,7,630
60,NEZAHUALCOYOTL,3439,199,167,240,13,20,2,3,1,1,1,8,0,6,661
60,NEZAHUALCOYOTL,3440,241,233,322,9,26,0,4,2,3,2,18,0,10,870
60,NEZAHUALCOYOTL,3441,196,161,195,7,11,1,5,2,3,1,12,0,22,616
60,NEZAHUALCOYOTL,3442,146,161,239,8,7,0,4,1,1,0,14,0,5,586
60,NEZAHUALCOYOTL,3443,139,117,123,3,4,1,4,0,1,0,7,0,13,412
60,NEZAHUALCOYOTL,3444,247,170,187,3,4,0,14,0,2,2,23,0,13,665
60,NEZAHUALCOYOTL,3445,209,141,203,6,19,1,4,2,2,2,11,0,17,617
60,NEZAHUALCOYOTL,3446,203,210,342,6,26,1,5,0,3,1,15,2,27,841
60,NEZAHUALCOYOTL,3447,349,358,349,10,25,0,8,0,6,2,28,1,21,1157
60,NEZAHUALCOYOTL,3448,149,215,187,6,14,2,3,0,5,0,18,0,12,611
60,NEZAHUALCOYOTL,3449,345,242,300,15,19,2,7,1,5,2,17,0,37,992
60,NEZAHUALCOYOTL,3450,271,240,337,10,34,4,8,2,9,1,32,0,19,967
60,NEZAHUALCOYOTL,3451,222,292,280,5,25,4,8,2,10,1,20,1,22,892
60,NEZAHUALCOYOTL,3452,282,288,346,11,16,1,3,4,2,1,14,0,18,986
60,NEZAHUALCOYOTL,3453,204,255,314,10,14,1,5,2,3,1,14,1,11,835
60,NEZAHUALCOYOTL,3454,268,291,393,9,15,1,10,0,2,4,15,0,23,1031
60,NEZAHUALCOYOTL,3455,250,323,433,21,16,1,20,3,7,2,12,0,21,1109
60,NEZAHUALCOYOTL,3456,269,330,387,17,25,5,9,1,6,3,18,0,14,1084
60,NEZAHUALCOYOTL,3457,210,262,420,10,9,0,10,0,5,2,3,0,12,943
60,NEZAHUALCOYOTL,3458,178,203,250,5,9,0,6,2,6,0,7,0,23,689
60,NEZAHUALCOYOTL,3459,163,177,243,7,9,0,7,2,3,1,13,0,16,641
60,NEZAHUALCOYOTL,3460,150,154,273,10,10,1,3,1,4,0,12,0,10,628
60,NEZAHUALCOYOTL,3461,172,140,367,11,13,0,1,0,1,1,10,0,13,729
60,NEZAHUALCOYOTL,3462,122,233,270,17,7,1,4,0,0,0,9,0,33,696
60,NEZAHUALCOYOTL,3463,175,251,342,9,16,0,7,2,5,0,12,0,23,842
60,NEZAHUALCOYOTL,3464,278,225,464,11,25,5,14,1,4,3,19,0,14,1063
60,NEZAHUALCOYOTL,3465,67,109,171,7,7,1,7,0,2,1,6,0,6,384
60,NEZAHUALCOYOTL,3466,195,265,347,9,12,3,4,4,2,1,20,0,20,882
60,NEZAHUALCOYOTL,3467,216,219,310,6,23,1,2,6,4,0,10,0,7,804
60,NEZAHUALCOYOTL,3468,160,195,250,9,6,0,7,2,1,2,12,0,13,657
60,NEZAHUALCOYOTL,3469,150,219,246,16,13,1,1,0,5,1,16,0,7,675
60,NEZAHUALCOYOTL,3470,147,160,249,10,7,1,3,0,6,2,3,0,13,601
60,NEZAHUALCOYOTL,3471,176,206,258,15,12,4,5,0,1,2,9,0,15,703
60,NEZAHUALCOYOTL,3472,188,185,271,7,14,0,8,2,4,0,17,0,12,708
60,NEZAHUALCOYOTL,3473,185,199,312,4,12,1,8,1,1,1,17,1,13,755
60,NEZAHUALCOYOTL,3474,213,232,348,9,18,0,13,0,1,2,12,0,23,871
60,NEZAHUALCOYOTL,3475,219,199,236,9,10,0,7,2,24,0,8,0,17,731
60,NEZAHUALCOYOTL,3476,195,159,265,17,8,1,4,0,2,0,10,0,18,679
60,NEZAHUALCOYOTL,3477,193,250,451,14,19,3,11,1,1,1,13,0,14,971
60,NEZAHUALCOYOTL,3478,168,209,297,13,7,0,3,0,3,0,12,0,10,722
60,NEZAHUALCOYOTL,3479,182,310,312,11,21,4,6,0,5,0,26,1,16,894
60,NEZAHUALCOYOTL,3480,199,268,370,12,22,2,8,1,1,0,20,1,15,919
60,NEZAHUALCOYOTL,3481,217,274,352,10,12,0,9,1,4,1,14,0,7,901
60,NEZAHUALCOYOTL,3482,170,197,382,10,13,1,7,3,13,2,10,0,36,844
60,NEZAHUALCOYOTL,3483,135,206,372,8,12,1,6,1,3,3,17,0,13,777
60,NEZAHUALCOYOTL,3484,172,209,311,9,15,0,4,3,2,1,7,0,24,757
60,NEZAHUALCOYOTL,3485,189,263,341,6,8,1,4,0,4,1,9,0,16,842
60,NEZAHUALCOYOTL,3486,178,225,300,7,9,1,5,1,5,1,11,0,17,760
60,NEZAHUALCOYOTL,3487,160,143,220,8,11,0,9,0,6,1,12,0,12,582
60,NEZAHUALCOYOTL,3488,145,183,253,8,12,2,20,1,5,2,5,0,10,646
60,NEZAHUALCOYOTL,3489,153,180,212,8,14,1,7,2,3,0,19,0,12,611
60,NEZAHUALCOYOTL,3490,201,201,325,8,11,5,2,0,9,3,13,0,13,791
60,NEZAHUALCOYOTL,3491,107,114,145,4,14,4,4,1,1,0,4,0,13,411
60,NEZAHUALCOYOTL,3492,255,238,324,7,17,0,5,0,3,0,14,0,32,895
60,NEZAHUALCOYOTL,3493,206,284,394,6,13,1,10,2,0,3,9,0,16,944
60,NEZAHUALCOYOTL,3494,160,253,362,9,8,2,5,11,4,1,12,1,16,844
60,NEZAHUALCOYOTL,3495,158,227,313,10,16,0,6,0,4,0,13,0,16,763
60,NEZAHUALCOYOTL,3496,132,244,333,5,15,2,5,0,1,1,10,0,18,766
60,NEZAHUALCOYOTL,3497,222,272,470,13,14,1,8,1,7,1,11,1,25,1046
60,NEZAHUALCOYOTL,3498,214,207,445,10,20,0,8,0,3,0,13,0,25,945
60,NEZAHUALCOYOTL,3499,207,342,510,9,19,0,7,3,3,1,13,0,31,1145
60,NEZAHUALCOYOTL,3500,202,233,274,9,16,1,4,1,1,1,15,0,12,769
60,NEZAHUALCOYOTL,3501,194,201,340,7,13,3,1,0,3,2,11,0,19,794
60,NEZAHUALCOYOTL,3502,188,262,288,20,18,1,9,1,2,2,17,0,14,822
60,NEZAHUALCOYOTL,3503,241,249,396,14,18,1,7,2,10,1,16,0,16,971
60,NEZAHUALCOYOTL,3504,234,227,302,11,15,1,7,0,2,2,9,0,0,810
60,NEZAHUALCOYOTL,3505,213,237,332,10,15,0,9,0,2,1,27,0,12,858
60,NEZAHUALCOYOTL,3506,232,196,286,5,15,0,8,0,4,0,15,0,16,777
60,NEZAHUALCOYOTL,3507,237,199,291,12,20,0,5,1,2,2,15,2,8,794
60,NEZAHUALCOYOTL,3508,131,182,197,6,10,2,5,1,7,0,15,0,9,565
60,NEZAHUALCOYOTL,3509,117,143,204,11,13,1,11,0,3,0,9,0,16,528
60,NEZAHUALCOYOTL,3510,259,194,447,12,17,3,5,1,3,1,11,0,19,972
60,NEZAHUALCOYOTL,3511,203,259,447,8,16,1,9,0,3,1,19,0,35,1001
60,NEZAHUALCOYOTL,3512,115,257,261,2,22,1,8,1,4,0,8,0,15,694
60,NEZAHUALCOYOTL,3513,158,171,335,7,14,2,3,0,4,1,12,1,16,724
60,NEZAHUALCOYOTL,3514,252,262,297,18,11,1,5,0,2,2,9,0,26,885
60,NEZAHUALCOYOTL,3515,92,75,141,8,6,2,0,0,3,0,9,0,6,342
60,NEZAHUALCOYOTL,3516,204,171,480,8,15,0,6,2,3,1,2,0,17,909
60,NEZAHUALCOYOTL,3517,249,244,408,13,12,1,10,1,4,2,16,0,19,979
60,NEZAHUALCOYOTL,3518,197,297,419,12,25,1,7,2,5,1,14,0,17,997
60,NEZAHUALCOYOTL,3519,167,226,281,9,7,2,7,0,2,1,9,0,14,725
60,NEZAHUALCOYOTL,3520,135,164,318,9,5,1,3,1,3,0,6,0,17,662
60,NEZAHUALCOYOTL,3521,119,194,257,6,15,0,11,1,2,1,5,0,24,635
60,NEZAHUALCOYOTL,3522,164,278,483,20,21,1,10,0,8,3,14,0,30,1032
60,NEZAHUALCOYOTL,3523,182,212,381,14,18,0,6,1,7,2,12,0,29,864
60,NEZAHUALCOYOTL,3524,110,93,169,4,14,0,4,2,2,1,9,1,18,427
60,NEZAHUALCOYOTL,3525,180,201,370,14,20,1,3,1,2,2,11,0,22,827
60,NEZAHUALCOYOTL,3526,175,209,360,8,17,10,13,3,4,0,7,0,18,824
60,NEZAHUALCOYOTL,3527,182,244,302,12,14,1,9,2,3,0,15,0,14,798
60,NEZAHUALCOYOTL,3528,135,236,241,4,10,0,6,0,0,2,7,0,10,651
60,NEZAHUALCOYOTL,3529,163,221,315,11,14,0,2,1,1,2,16,0,13,759
60,NEZAHUALCOYOTL,3530,135,138,244,5,11,0,4,1,1,0,12,0,10,561
60,NEZAHUALCOYOTL,3531,141,187,215,5,22,0,3,2,1,0,9,0,10,595
60,NEZAHUALCOYOTL,3532,207,223,284,5,8,1,5,1,1,0,13,0,12,760
60,NEZAHUALCOYOTL,3533,218,198,342,4,11,1,4,2,3,3,12,0,17,815
60,NEZAHUALCOYOTL,3534,197,246,309,11,12,3,4,1,0,1,10,0,10,804
60,NEZAHUALCOYOTL,3535,249,277,383,9,12,0,4,0,2,1,23,0,24,984
60,NEZAHUALCOYOTL,3536,195,255,409,8,22,2,11,0,2,0,10,1,12,927
60,NEZAHUALCOYOTL,3537,140,161,251,10,19,0,9,1,4,0,19,0,8,622
60,NEZAHUALCOYOTL,3538,126,172,220,9,10,0,6,0,0,1,2,0,20,566
60,NEZAHUALCOYOTL,3539,160,157,225,11,20,1,2,2,2,1,8,0,6,595
60,NEZAHUALCOYOTL,3540,109,150,200,6,9,1,8,1,1,2,4,0,8,499
60,NEZAHUALCOYOTL,3541,184,207,260,9,11,2,3,0,1,0,6,0,15,698
60,NEZAHUALCOYOTL,3542,197,242,357,8,20,1,10,2,6,0,17,0,19,879
60,NEZAHUALCOYOTL,3543,179,206,321,13,24,2,2,0,4,1,8,0,11,771
60,NEZAHUALCOYOTL,3544,97,150,210,5,10,1,2,2,3,0,8,0,11,499
60,NEZAHUALCOYOTL,3545,125,174,297,7,9,1,4,1,2,1,11,0,19,651
60,NEZAHUALCOYOTL,3546,150,206,348,7,18,0,5,1,6,0,11,1,14,767
