CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND24,CAND_IND25,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND32,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1146,C,1,0,C01,30,35,6,13,3,106,5,60,4,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0,11,275,421,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1146C1_A_02_035450.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1147,C,1,0,C01,24,35,7,19,12,90,10,93,3,,,,,3,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,2,9,309,541,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1147C1_A_05_051944.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1147,B,1,0,B,32,33,5,18,12,104,7,86,10,,,,,5,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,1,5,321,541,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1147B_A_02_112314.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1148,B,1,0,B,48,55,4,7,9,104,6,68,8,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,0,0,309,465,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1148B_A_02_060520.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1148,C,1,0,C01,35,40,5,8,6,114,5,93,6,,,,,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,1,3,319,465,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1148C1_A_02_082739.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1149,B,1,0,B,16,41,7,10,5,81,3,73,5,,,,,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,0,12,258,411,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1149B_A_02_055129.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1149,C,1,0,C01,23,58,9,6,8,64,3,58,6,,,,,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,0,6,246,411,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1149C1_A_05_204953.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1150,C,1,0,C01,53,61,9,16,5,143,9,86,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,0,22,413,654,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1150C1_A_02_094950.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1150,B,1,0,B,55,72,4,16,11,114,5,90,11,,,,,7,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,1,29,417,655,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1150B_A_02_112919.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1151,B,1,0,B,77,55,4,12,6,157,9,88,9,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,4,10,433,632,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1151B_A_02_112034.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1151,C,1,0,C01,83,75,4,7,9,168,10,87,5,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,0,13,463,631,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1151C1_A_02_022107.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1152,B,1,0,B,89,50,3,14,4,145,12,71,8,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,1,5,405,578,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1152B_A_02_100039.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1152,C,1,0,C01,66,85,8,10,6,130,6,73,4,,,,,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,0,0,394,577,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1152C1_A_05_052124.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1153,C,1,0,C01,34,50,2,19,3,120,3,88,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,15,342,557,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1153C1_A_01_224515.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1153,B,1,0,B,50,68,5,11,7,103,4,81,11,,,,,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,0,11,355,558,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1153B_A_02_161914.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1154,B,1,0,B,57,72,8,13,9,106,8,85,3,,,,,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,1,8,376,584,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1154B_A_02_084231.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1154,C,1,0,C01,47,80,3,12,10,114,7,89,10,,,,,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,1,17,393,584,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1154C1_A_02_112535.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1155,B,1,0,B,78,32,2,7,2,127,1,49,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,0,4,305,407,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1155B_A_02_003747.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1155,C,1,0,C01,69,32,8,9,6,123,1,54,3,,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,0,4,312,406,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1155C1_A_05_052017.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1156,C,1,0,C01,53,61,4,9,3,118,3,71,7,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,0,9,340,514,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1156C1_A_02_082719.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1156,B,1,0,B,59,50,4,15,8,96,10,75,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,0,13,335,515,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1156B_A_05_153224.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1157,B,1,0,B,56,46,7,8,0,83,5,51,5,,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0,5,269,381,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1157B_A_02_005347.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1157,C,1,0,C01,63,51,4,6,4,71,0,49,5,,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,0,9,265,381,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1157C1_A_02_112013.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1158,B,1,0,B,47,41,3,7,5,90,5,60,5,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,0,13,278,415,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1158B_A_02_084212.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1158,C,1,0,C01,48,51,2,8,7,90,6,60,8,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,7,289,414,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1158C1_A_02_020931.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1159,C,1,0,C01,81,50,2,13,5,135,4,64,6,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,0,4,366,508,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1159C1_A_02_095806.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1159,B,1,0,B,108,59,3,10,5,135,5,36,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,1,15,379,508,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1159B_A_02_030058.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1160,B,1,0,B,162,64,5,12,6,181,2,54,6,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,2,8,504,708,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1160B_A_02_002247.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1161,C,1,0,C01,122,36,2,6,1,164,3,50,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,0,7,394,546,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1161C1_A_06_010331.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1161,B,1,0,B,124,41,3,4,1,169,2,32,4,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,0,6,387,547,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1161B_A_02_113508.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1162,B,1,0,B,142,46,4,6,2,172,4,33,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,0,5,415,555,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1162B_A_02_005428.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1162,C,1,0,C01,145,45,3,1,3,145,3,35,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,0,0,385,555,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1162C1_A_06_211546.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1163,B,1,0,B,157,41,2,5,2,160,1,37,0,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,0,4,410,570,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1163B_A_05_232618.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1163,C,1,0,C01,145,45,3,11,3,145,3,35,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,0,6,401,570,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1163C1_A_06_203314.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1164,B,1,0,B,87,58,1,7,3,187,7,27,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,0,6,387,579,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1164B_A_02_103622.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1164,C,1,0,C01,148,62,0,7,4,156,3,30,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,0,0,415,579,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1164C1_A_02_000343.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1165,B,1,0,B,125,35,2,9,2,179,5,45,0,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,0,10,413,589,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1165B_A_02_031803.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1165,C,1,0,C01,116,43,7,7,1,186,3,34,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,0,8,406,589,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1165C1_A_05_061125.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1166,B,1,0,B,35,58,3,8,7,99,5,81,3,,,,,4,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,0,7,312,495,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1166B_A_02_083157.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1166,C,1,0,C01,61,39,1,7,5,94,4,66,8,,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,1,10,299,495,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1166C1_A_02_105152.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1167,B,1,0,B,93,81,4,10,9,139,3,109,8,,,,,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,0,16,478,652,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1167B_A_02_095038.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1168,B,1,0,B,43,53,7,11,5,145,7,79,7,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,2,12,372,546,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1168B_A_02_082129.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1169,B,1,0,B,42,52,3,9,7,98,6,76,8,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,0,9,313,443,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1169B_A_02_005706.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1169,C,1,0,C01,49,35,3,6,5,129,5,76,4,,,,,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,0,4,319,443,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1169C1_G_01_214945.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1170,B,1,0,B,53,89,4,20,14,162,8,109,5,,,,,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,1,13,484,705,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1170B_A_02_112614.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1171,C,1,0,C01,37,48,3,13,8,104,1,74,8,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,0,8,307,494,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1171C1_A_05_053339.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1171,B,1,0,B,38,41,5,3,4,116,7,80,8,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,0,7,311,494,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1171B_A_02_063018.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1172,B,1,0,B,51,35,4,14,3,141,6,63,10,,,,,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,0,8,339,450,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1172B_A_02_040923.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1172,C,1,0,C01,44,38,4,10,7,107,1,80,7,,,,,5,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,0,4,309,450,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1172C1_A_02_022200.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1173,C,1,0,C01,31,43,1,8,4,100,5,60,7,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,0,7,267,393,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1173C1_A_02_084652.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1173,B,1,0,B,29,55,4,9,4,104,9,60,3,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,3,10,291,393,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1173B_A_02_110616.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1174,B,1,0,B,53,43,7,5,3,131,6,76,4,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,1,10,341,459,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1174B_A_02_112455.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1174,C,1,0,C01,50,48,6,3,5,124,5,69,2,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0,5,319,458,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1174C1_A_02_040215.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1175,B,1,0,B,60,71,6,13,7,157,4,83,7,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,2,7,420,618,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1175B_A_02_095726.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1175,C,1,0,C01,77,53,3,14,10,139,10,98,6,,,,,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,0,12,429,617,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1175C1_A_02_084131.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1176,B,1,0,B,54,77,4,18,9,128,7,109,8,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,0,12,428,646,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1176B_A_02_041029.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1176,C,1,0,C01,30,60,11,27,8,113,6,127,15,,,,,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,0,12,414,645,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1176C1_A_02_025104.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1177,B,1,0,B,33,41,2,11,9,112,8,71,9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,1,6,303,513,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1177B_A_02_095022.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1177,C,1,0,C01,31,44,3,5,8,115,7,62,10,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,0,14,301,512,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1177C1_A_02_030553.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1178,B,1,0,B,20,28,2,10,10,103,3,84,4,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,0,9,276,464,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1178B_A_05_053414.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1178,C,1,0,C01,31,38,2,8,10,96,3,83,10,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,0,10,293,464,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1178C1_A_02_005324.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1179,B,1,0,B,31,43,2,15,5,84,4,74,10,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,0,9,279,465,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1179B_A_02_083041.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1179,C,1,0,C01,20,41,1,16,3,86,6,87,6,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,0,10,277,464,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1179C1_A_05_094108.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1180,B,1,0,B,65,76,4,16,7,147,4,75,4,,,,,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,1,14,417,673,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1180B_A_02_105258.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1180,C,1,0,C01,68,69,4,17,8,161,5,88,4,,,,,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,0,20,448,673,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1180C1_A_02_081933.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1181,B,1,0,B,48,39,5,12,5,90,6,77,4,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,0,7,294,492,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1181B_A_02_081548.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1182,B,1,0,B,62,58,2,12,3,136,5,75,10,,,,,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,0,10,380,580,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1182B_A_02_082352.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1183,B,1,0,B,50,77,7,11,10,114,8,85,6,,,,,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,0,3,376,594,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1183B_A_02_011833.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1184,B,1,0,B,61,46,6,18,6,110,6,61,9,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,0,3,329,494,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1184B_A_02_112515.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1185,B,1,0,B,56,69,5,14,6,142,7,88,9,,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,0,12,411,613,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1185B_A_02_035645.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1186,B,1,0,B,46,52,2,4,6,109,6,78,5,,,,,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0,8,320,489,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1186B_A_02_035655.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1215,B,1,0,B,17,51,4,9,9,140,5,93,6,,,,,6,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,0,15,358,593,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1215B_A_02_020209.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1215,C,1,0,C01,22,41,6,9,10,124,3,102,5,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,0,11,336,593,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1215C1_A_02_111629.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1216,B,1,0,B,28,42,2,12,8,131,3,92,6,,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,0,15,342,649,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1216B_A_05_054459.jpg
1,14,JALISCO,8,GUADALAJARA,41,GUADALAJARA,1216,C,2,0,C02,19,34,3,16,3,140,8,75,1,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,0,15,315,648,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1216C2_A_05_060810.jpg
