"Cabecera distrital","Casilla","CI 1","CI 10","CI 11","CI 12","CI 2","CI 3","CI 4","CI 5","CI 6","CI 7","CI 8","Cve. Municipio","Distrito","FXM","Lista Nominal","MC","MORENA","municipality","Municipio","No registrados","Nulos","PAN","PAN-PRD","PAN-PRI","PAN-PRI-PRD","PES","PRD","PRI","PRI-PRD","PT","PT-MORENA","PVEM","Recuento","RSP","Sección","source_file"
"Puruándiro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","2","2","577","69","60","MORELOS","Morelos","0","8","2","1",NA,NA,"103","7","28",NA,"6","7","0","1",NA,"1291","Ayuntamiento_Morelos.xlsx"
"Puruándiro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","2","11","623","43","76","MORELOS","Morelos","0","7","1","0",NA,NA,"59","13","14",NA,"8","3","1","1",NA,"1292","Ayuntamiento_Morelos.xlsx"
"Puruándiro","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","2","7","622","34","104","MORELOS","Morelos","0","5","2","0",NA,NA,"62","12","6",NA,"13","13","0","1",NA,"1292","Ayuntamiento_Morelos.xlsx"
"Puruándiro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","2","17","593","86","69","MORELOS","Morelos","0","8","2","0",NA,NA,"72","7","22",NA,"16","8","7","1",NA,"1293","Ayuntamiento_Morelos.xlsx"
"Puruándiro","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","2","3","592","55","96","MORELOS","Morelos","0","8","4","0",NA,NA,"75","3","27",NA,"8","7","0","1",NA,"1293","Ayuntamiento_Morelos.xlsx"
"Puruándiro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","2","10","488","16","43","MORELOS","Morelos","0","6","2","0",NA,NA,"138","13","59",NA,"7","0","2","1",NA,"1294","Ayuntamiento_Morelos.xlsx"
"Puruándiro","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","2","1","488","25","53","MORELOS","Morelos","0","4","1","2",NA,NA,"136","21","36",NA,"6","2","1","1",NA,"1294","Ayuntamiento_Morelos.xlsx"
"Puruándiro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","2","3","386","60","21","MORELOS","Morelos","0","7","1","0",NA,NA,"95","26","17",NA,"7","2","0","1",NA,"1295","Ayuntamiento_Morelos.xlsx"
"Puruándiro","E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","2","6","334","61","40","MORELOS","Morelos","0","7","2","1",NA,NA,"26","8","16",NA,"7","4","1","1",NA,"1295","Ayuntamiento_Morelos.xlsx"
"Puruándiro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","2","1","447","51","64","MORELOS","Morelos","0","8","0","0",NA,NA,"66","7","10",NA,"9","5","0","1",NA,"1296","Ayuntamiento_Morelos.xlsx"
"Puruándiro","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","2","1","446","27","50","MORELOS","Morelos","0","8","1","0",NA,NA,"72","12","17",NA,"16","8","0","1",NA,"1296","Ayuntamiento_Morelos.xlsx"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total Acumulado(16) - Suma de votos en casillas","86",NA,"1301","1086","MORELOS",NA,"1","124","33","4",NA,NA,"1174","172","346",NA,"162","98","19",NA,NA,NA,"Ayuntamiento_Morelos.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","3","569",NA,"172","MUGICA","Mugica","1","12","0","0","0","0","1","6","8","0","36","10","4","0",NA,"1297","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","2","569",NA,"148","MUGICA","Mugica","2","19","5","0","0","0","1","5","11","0","46","17","5","0",NA,"1297","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","4","682",NA,"155","MUGICA","Mugica","0","14","4","0","0","0","1","16","9","0","56","10","3","0",NA,"1298","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","682",NA,"186","MUGICA","Mugica","0","13","9","0","0","0","11","11","13","0","54","0","5","0",NA,"1298","Ayuntamiento_Mugica.xlsx"
"Múgica","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","7","682",NA,"0","MUGICA","Mugica","0","11","0","0","0","28","1","0","0","0","0","229","4","0",NA,"1298","Ayuntamiento_Mugica.xlsx"
"Múgica","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","681",NA,"171","MUGICA","Mugica","0","13","0","0","0","14","1","0","16","0","39","5","3","0",NA,"1298","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","7","532",NA,"0","MUGICA","Mugica","0","6","0","0","0","37","3","0","0","0","0","234","3","0",NA,"1299","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","5","532",NA,"166","MUGICA","Mugica","0","9","5","0","0","0","2","13","12","0","51","9","1","0",NA,"1299","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","4","640",NA,"207","MUGICA","Mugica","2","12","5","0","0","2","1","5","12","0","61","12","7","0",NA,"1300","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","4","639",NA,"193","MUGICA","Mugica","1","12","4","0","0","0","3","9","13","0","64","13","5","0",NA,"1300","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","645",NA,"187","MUGICA","Mugica","2","21","8","0","0","8","0","8","7","0","45","0","7","0",NA,"1301","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","9","645",NA,"133","MUGICA","Mugica","0","19","4","0","0","0","2","4","28","0","133","0","8","0",NA,"1301","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","3","653",NA,"217","MUGICA","Mugica","0","6","1","0","0","0","1","11","15","0","52","0","6","0",NA,"1302","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","3","652",NA,"163","MUGICA","Mugica","1","13","1","0","0","0","3","5","11","0","44","0","6","0",NA,"1302","Ayuntamiento_Mugica.xlsx"
"Múgica","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","3","652",NA,"154","MUGICA","Mugica","0","12","2","0","1","0","5","9","13","0","37","14","7","0",NA,"1302","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","732",NA,"207","MUGICA","Mugica","1","13","3","0","0","0","0","7","8","0","47","13","6","0",NA,"1303","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","2","732",NA,"161","MUGICA","Mugica","0","57","1","0","1","1","1","11","14","0","54","0","8","0",NA,"1303","Ayuntamiento_Mugica.xlsx"
"Múgica","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","4","732",NA,"207","MUGICA","Mugica","0","12","4","0","0","1","4","9","8","0","47","12","10","0",NA,"1303","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","4","738",NA,"422","MUGICA","Mugica","0","17","2","0","0","0","0","5","11","0","48","0","3","0",NA,"1304","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","737",NA,"444","MUGICA","Mugica","0","25","1","1","0","0","0","7","10","0","44","13","6","0",NA,"1304","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","661",NA,"212","MUGICA","Mugica","0","11","1","0","0","0","0","8","10","0","62","0","8","0",NA,"1305","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","661",NA,"217","MUGICA","Mugica","3","6","12","1","0","1","0","5","17","0","57","9","5","0",NA,"1305","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","547",NA,"182","MUGICA","Mugica","4","6","4","0","0","0","0","6","5","0","43","6","4","0",NA,"1306","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","4","547",NA,"180","MUGICA","Mugica","4","13","3","0","0","0","1","5","8","1","38","16","5","0",NA,"1306","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","6","544",NA,"143","MUGICA","Mugica","1","10","3","0","0","0","2","7","12","0","55","9","6","0",NA,"1307","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","543",NA,"159","MUGICA","Mugica","0","10","2","0","0","0","0","5","10","0","48","12","0","0",NA,"1307","Ayuntamiento_Mugica.xlsx"
"Múgica","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","543",NA,"179","MUGICA","Mugica","0","9","3","0","0","1","0","2","11","0","63","4","4","0",NA,"1307","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","19","695",NA,"191","MUGICA","Mugica","2","15","4","0","0","0","1","11","11","0","52","0","5","0",NA,"1308","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","694",NA,"195","MUGICA","Mugica","1","34","2","0","0","0","0","9","11","0","36","4","2","0",NA,"1308","Ayuntamiento_Mugica.xlsx"
"Múgica","S1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","1040",NA,"14","MUGICA","Mugica","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"1308","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","7","528",NA,"162","MUGICA","Mugica","1","9","3","0","0","1","1","10","12","0","33","8","1","0",NA,"1309","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","15","528",NA,"145","MUGICA","Mugica","0","12","7","0","1","2","1","8","8","0","39","6","3","0",NA,"1309","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","5","679",NA,"217","MUGICA","Mugica","0","10","1","0","0","0","4","10","13","0","57","0","7","0",NA,"1310","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","7","678",NA,"207","MUGICA","Mugica","0","15","1","0","0","0","4","9","17","0","42","7","2","0",NA,"1310","Ayuntamiento_Mugica.xlsx"
"Múgica","E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","5","713",NA,"215","MUGICA","Mugica","0","12","4","0","0","2","3","6","25","0","53","7","7","0",NA,"1310","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","672",NA,"226","MUGICA","Mugica","0","18","0","0","0","0","3","0","0","0","46","14","0","0",NA,"1311","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","4","671",NA,"186","MUGICA","Mugica","0","10","4","0","0","0","2","5","9","2","54","9","13","0",NA,"1311","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","7","595",NA,"129","MUGICA","Mugica","0","7","2","0","0","0","1","9","11","0","44","6","3","0",NA,"1312","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","7","595",NA,"145","MUGICA","Mugica","1","8","2","0","0","0","1","12","11","0","36","15","7","0",NA,"1312","Ayuntamiento_Mugica.xlsx"
"Múgica","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","9","595",NA,"160","MUGICA","Mugica","0","22","0","0","0","0","3","2","5","0","39","0","3","0",NA,"1312","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","5","666",NA,"186","MUGICA","Mugica","1","8","1","0","1","0","1","7","9","0","33","11","3","0",NA,"1313","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","4","666",NA,"177","MUGICA","Mugica","0","10","2","0","0","3","3","15","11","0","34","13","2","0",NA,"1313","Ayuntamiento_Mugica.xlsx"
"Múgica","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","4","666",NA,"188","MUGICA","Mugica","1","13","1","0","0","1","3","14","7","0","30","12","5","0",NA,"1313","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","7","589",NA,"130","MUGICA","Mugica","0","12","8","0","0","0","3","32","8","0","57","11","8","0",NA,"1314","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","7","731",NA,"121","MUGICA","Mugica","0","15","1","0","0","0","0","14","1","0","17","6","31","0",NA,"1315","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","5","730",NA,"109","MUGICA","Mugica","0","11","4","1","0","0","2","21","1","0","17","2","18","0",NA,"1315","Ayuntamiento_Mugica.xlsx"
"Múgica","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","2","730",NA,"109","MUGICA","Mugica","0","5","3","0","0","0","3","25","2","0","15","6","23","0",NA,"1315","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","7","612",NA,"158","MUGICA","Mugica","0","9","8","0","0","0","2","10","15","0","32","7","6","0",NA,"1316","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","2","612",NA,"113","MUGICA","Mugica","0","10","2","0","0","0","2","7","7","0","37","9","9","0",NA,"1316","Ayuntamiento_Mugica.xlsx"
"Múgica","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","2","611",NA,"135","MUGICA","Mugica","0","9","2","0","0","0","3","7","12","0","30","8","8","0",NA,"1316","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","2","577",NA,"92","MUGICA","Mugica","0","4","6","0","0","0","2","27","5","0","32","0","2","0",NA,"1317","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","3","576",NA,"68","MUGICA","Mugica","0","6","8","0","0","4","0","18","9","2","24","4","14","0",NA,"1317","Ayuntamiento_Mugica.xlsx"
"Múgica","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","1","576",NA,"101","MUGICA","Mugica","0","4","2","0","0","0","2","17","10","0","16","5","7","0",NA,"1317","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","2","553",NA,"143","MUGICA","Mugica","0","2","1","0","0","0","1","7","7","0","25","2","8","0",NA,"1318","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","1","553",NA,"146","MUGICA","Mugica","0","13","2","10","8","16","2","8","6","14","33","7","8","0",NA,"1318","Ayuntamiento_Mugica.xlsx"
"Múgica","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","3","552",NA,"143","MUGICA","Mugica","0","4","1","0","0","0","3","2","2","0","35","0","6","0",NA,"1318","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","3","558",NA,"153","MUGICA","Mugica","0","15","0","0","0","0","2","3","11","0","33","0","8","0",NA,"1319","Ayuntamiento_Mugica.xlsx"
"Múgica","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","558",NA,"144","MUGICA","Mugica","0","7","2","0","0","0","4","16","9","0","38","6","4","0",NA,"1319","Ayuntamiento_Mugica.xlsx"
"Múgica","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","22","0","631",NA,"303","MUGICA","Mugica","0","2","5","0","0","0","1","28","29","0","0","0","12","0",NA,"1320","Ayuntamiento_Mugica.xlsx"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total Acumulado(59) - Suma de votos en casillas","219",NA,NA,"9876","MUGICA",NA,"29","712","176","13","12","122","107","548","586","19","2393","832","374",NA,NA,NA,"Ayuntamiento_Mugica.xlsx"
"Paracho","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","88","773","1","25","NAHUATZEN","Nahuatzen","0","14","3","0",NA,NA,"36","28","155",NA,"2","0","88","0","25","1321","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","85","773","3","19","NAHUATZEN","Nahuatzen","0","11","1","2",NA,NA,"41","41","157",NA,"6","1","69","0","16","1321","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","93","772","0","26","NAHUATZEN","Nahuatzen","1","7","0","1",NA,NA,"23","34","119",NA,"3","4","94","0","32","1321","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","10","248","0","10","NAHUATZEN","Nahuatzen","0","4","0","0",NA,NA,"38","36","38",NA,"1","0","18","0","2","1321","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","53","667","1","26","NAHUATZEN","Nahuatzen","0","13","0","1",NA,NA,"46","36","110",NA,"3","3","88","0","18","1322","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","57","667","4","21","NAHUATZEN","Nahuatzen","0","7","0","0",NA,NA,"30","46","142",NA,"6","1","84","0","21","1322","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","56","687","0","17","NAHUATZEN","Nahuatzen","1","11","4","1",NA,NA,"19","51","101",NA,"2","0","76","0","50","1323","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","80","686","2","18","NAHUATZEN","Nahuatzen","0","9","3","0",NA,NA,"18","46","117",NA,"1","2","64","0","32","1323","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","80","686","2","22","NAHUATZEN","Nahuatzen","0","7","4","1",NA,NA,"16","45","115",NA,"0","4","51","0","30","1323","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","66","634","1","19","NAHUATZEN","Nahuatzen","0","6","4","0",NA,NA,"27","30","83",NA,"0","0","70","0","41","1324","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","50","634","2","25","NAHUATZEN","Nahuatzen","0","8","0","0",NA,NA,"23","53","71",NA,"1","2","71","0","32","1324","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","77","634","5","11","NAHUATZEN","Nahuatzen","0","1","1","0",NA,NA,"28","45","95",NA,"0","3","56","0","43","1324","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","62","634","1","20","NAHUATZEN","Nahuatzen","0","11","1","1",NA,NA,"24","30","89",NA,"0","1","69","0","48","1324","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","13","654","3","68","NAHUATZEN","Nahuatzen","0","30","5","1",NA,NA,"18","78","42",NA,"4","2","16","0","8","1327","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","5","654","1","86","NAHUATZEN","Nahuatzen","0","21","5","1",NA,NA,"20","95","66",NA,"6","2","23","0","7","1327","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","9","653","1","65","NAHUATZEN","Nahuatzen","0","24","4","0",NA,NA,"18","81","55",NA,"4","2","24","0","6","1327","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","13","764","2","86","NAHUATZEN","Nahuatzen","0","13","0","0",NA,NA,"21","83","97",NA,"7","0","18","0","6","1328","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","12","763","2","80","NAHUATZEN","Nahuatzen","0","27","4","0",NA,NA,"37","90","80",NA,"5","3","12","0","9","1328","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","17","763","2","75","NAHUATZEN","Nahuatzen","0","27","4","0",NA,NA,"35","71","83",NA,"4","2","11","0","7","1328","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","2","722","1","73","NAHUATZEN","Nahuatzen","0","15","3","2",NA,NA,"72","107","44",NA,"5","4","93","0","6","1329","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","5","521","3","56","NAHUATZEN","Nahuatzen","0","17","6","2",NA,NA,"32","30","38",NA,"2","2","96","0","6","1330","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","11","698","0","9","NAHUATZEN","Nahuatzen","0","4","0","0",NA,NA,"12","28","12",NA,"3","1","2","0","1","1331","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","21","698","0","11","NAHUATZEN","Nahuatzen","0","3","0","0",NA,NA,"13","48","28",NA,"1","5","3","0","3","1331","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","11","439","1","15","NAHUATZEN","Nahuatzen","0","9","1","1",NA,NA,"5","40","86",NA,"6","1","31","0","2","1333","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","10","438","2","29","NAHUATZEN","Nahuatzen","0","9","2","0",NA,NA,"8","54","85",NA,"0","0","21","0","2","1333","Ayuntamiento_Nahuatzen.xlsx"
"Paracho","S1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","5","17","1040","1","43","NAHUATZEN","Nahuatzen","0","36","3","2",NA,NA,"29","294","78",NA,"4","0","8","0","2","1333","Ayuntamiento_Nahuatzen.xlsx"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total Acumulado(26) - Suma de votos en casillas","1003",NA,"41","955","NAHUATZEN",NA,"2","344","58","16",NA,NA,"689","1620","2186",NA,"76","45","1256",NA,"455",NA,"Ayuntamiento_Nahuatzen.xlsx"
"Tacámbaro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","19","14","687",NA,"42","NOCUPETARO","Nocupetaro","0","14","9",NA,"3",NA,NA,"151","195",NA,"11","4","0","0","1","1336","Ayuntamiento_Nocupetaro.xlsx"
"Tacámbaro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","19","7","575",NA,"40","NOCUPETARO","Nocupetaro","0","15","5",NA,"9",NA,NA,"150","167",NA,"4","2","0","1","1","1337","Ayuntamiento_Nocupetaro.xlsx"
"Tacámbaro","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","19","7","575",NA,"41","NOCUPETARO","Nocupetaro","0","14","7",NA,"1",NA,NA,"159","173",NA,"4","2","2","0","0","1337","Ayuntamiento_Nocupetaro.xlsx"
"Tacámbaro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","19","9","604",NA,"36","NOCUPETARO","Nocupetaro","0","14","6",NA,"9",NA,NA,"142","180",NA,"5","4","0","0","0","1338","Ayuntamiento_Nocupetaro.xlsx"
"Tacámbaro","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","19","5","604",NA,"48","NOCUPETARO","Nocupetaro","0","10","5",NA,"11",NA,NA,"101","179",NA,"11","9","2","0","2","1338","Ayuntamiento_Nocupetaro.xlsx"
"Tacámbaro","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","19","3","604",NA,"39","NOCUPETARO","Nocupetaro","0","9","4",NA,"9",NA,NA,"158","191",NA,"5","4","0","0","1","1338","Ayuntamiento_Nocupetaro.xlsx"
"Tacámbaro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","19","8","381",NA,"26","NOCUPETARO","Nocupetaro","0","11","0",NA,"0",NA,NA,"67","140",NA,"11","0","0","0","4","1339","Ayuntamiento_Nocupetaro.xlsx"
"Tacámbaro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","19","2","164",NA,"30","NOCUPETARO","Nocupetaro","0","2","1",NA,"2",NA,NA,"34","13",NA,"3","0","0","0","0","1340","Ayuntamiento_Nocupetaro.xlsx"
