"Cabecera distrital","Casilla","CI 1","CI 10","CI 11","CI 12","CI 2","CI 3","CI 4","CI 5","CI 6","CI 7","CI 8","Cve. Municipio","Distrito","FXM","Lista Nominal","MC","MORENA","municipality","Municipio","No registrados","Nulos","PAN","PAN-PRD","PAN-PRI","PAN-PRI-PRD","PES","PRD","PRI","PRI-PRD","PT","PT-MORENA","PVEM","Recuento","RSP","Sección","source_file"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total Acumulado(25) - Suma de votos en casillas","2952",NA,NA,"1919","ANGAMACUTIRO",NA,"1","148","30","16",NA,NA,"248","1104","1325",NA,"65","18","32",NA,NA,NA,"Ayuntamiento_Angamacutiro.xlsx"
"Zitácuaro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13",NA,"752","150","36","ANGANGUEO","Angangueo","0","9","0",NA,"0",NA,"3","33","33",NA,"160","21","28","1","8","52","Ayuntamiento_Angangueo.xlsx"
"Zitácuaro","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13",NA,"751","179","29","ANGANGUEO","Angangueo","1","11","2",NA,"0",NA,"1","18","42",NA,"126","17","44","1","5","52","Ayuntamiento_Angangueo.xlsx"
"Zitácuaro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13",NA,"692","222","23","ANGANGUEO","Angangueo","1","13","2",NA,"0",NA,"2","13","19",NA,"123","12","28","1","13","53","Ayuntamiento_Angangueo.xlsx"
"Zitácuaro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13",NA,"711","169","17","ANGANGUEO","Angangueo","0","6","6",NA,"0",NA,"1","18","37",NA,"129","18","20","1","15","54","Ayuntamiento_Angangueo.xlsx"
"Zitácuaro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13",NA,"723","128","19","ANGANGUEO","Angangueo","0","15","1",NA,"0",NA,"0","17","22",NA,"167","12","92","1","4","55","Ayuntamiento_Angangueo.xlsx"
"Zitácuaro","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13",NA,"723","115","11","ANGANGUEO","Angangueo","1","11","2",NA,"0",NA,"3","33","17",NA,"171","12","93","1","6","55","Ayuntamiento_Angangueo.xlsx"
"Zitácuaro","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13",NA,"723","125","15","ANGANGUEO","Angangueo","1","14","0",NA,"1",NA,"1","31","27",NA,"162","14","83","1","5","55","Ayuntamiento_Angangueo.xlsx"
"Zitácuaro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13",NA,"680","234","17","ANGANGUEO","Angangueo","0","22","1",NA,"0",NA,"7","25","21",NA,"79","4","30","1","9","56","Ayuntamiento_Angangueo.xlsx"
"Zitácuaro","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13",NA,"680","217","21","ANGANGUEO","Angangueo","0","25","0",NA,"0",NA,"8","24","12",NA,"61","11","52","1","17","56","Ayuntamiento_Angangueo.xlsx"
"Zitácuaro","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13",NA,"717","149","12","ANGANGUEO","Angangueo","0","13","0",NA,"0",NA,"9","20","26",NA,"158","20","39","1","7","57","Ayuntamiento_Angangueo.xlsx"
"Zitácuaro","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13",NA,"717","153","13","ANGANGUEO","Angangueo","0","9","2",NA,"0",NA,"8","16","28",NA,"160","0","24","1","12","57","Ayuntamiento_Angangueo.xlsx"
"Zitácuaro","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13",NA,"717","141","15","ANGANGUEO","Angangueo","0","17","0",NA,"0",NA,"6","21","15",NA,"118","26","41","1","2","57","Ayuntamiento_Angangueo.xlsx"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total Acumulado(12) - Suma de votos en casillas",NA,NA,"1982","228","ANGANGUEO",NA,"4","165","16",NA,"1",NA,"49","269","299",NA,"1614","167","574",NA,"103",NA,"Ayuntamiento_Angangueo.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","17","6","23","4","781","2","130","APATZINGAN","Apatzingan","0","10","9","0","0","4","4","14","53","0","10","8","16","0","32","100","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","13","6","23","12","672","4","69","APATZINGAN","Apatzingan","0","8","10","0","0","7","0","9","52","1","15","7","8","0","22","101","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","11","6","23","9","672","2","67","APATZINGAN","Apatzingan","0","2","8","1","1","2","3","9","40","0","4","6","30","2","16","101","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","20","6","23","25","671","3","84","APATZINGAN","Apatzingan","1","7","6","0","1","1","4","13","38","0","14","4","33","0","17","101","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","19","6","23","3","730","4","107","APATZINGAN","Apatzingan","0","10","8","0","0","5","0","20","64","1","26","4","12","2","24","102","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","11","6","23","4","692","3","94","APATZINGAN","Apatzingan","0","16","4","0","0","4","0","9","86","0","0","26","31","0","11","103","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","13","6","23","12","650","4","69","APATZINGAN","Apatzingan","0","8","10","0","0","7","0","9","52","1","15","7","8","0","22","104","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","15","6","23","8","649","3","82","APATZINGAN","Apatzingan","0","9","8","0","1","2","4","8","69","1","15","5","8","0","18","104","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","23","6","23","1","771","0","70","APATZINGAN","Apatzingan","0","10","5","0","0","3","2","17","70","1","9","5","16","0","20","105","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","11","6","23","9","771","3","76","APATZINGAN","Apatzingan","0","10","1","0","0","2","2","16","88","0","13","5","11","0","10","105","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","11","6","23","4","771","4","71","APATZINGAN","Apatzingan","0","12","5","0","1","6","2","9","66","1","11","8","10","0","20","105","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","13","6","23","3","771","2","56","APATZINGAN","Apatzingan","0","24","5","0","0","3","5","15","88","0","8","8","9","2","16","105","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","7","6","23","7","619","0","103","APATZINGAN","Apatzingan","0","7","3","0","0","2","3","8","45","0","12","2","17","0","9","106","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","0","6","23","6","619","2","100","APATZINGAN","Apatzingan","0","3","6","0","0","2","0","19","45","0","11","3","7","0","12","106","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","17","6","23","6","458","13","64","APATZINGAN","Apatzingan","0","6","2","0","0","2","0","11","44","1","14","6","10","0","2","107","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","16","6","23","1","458","5","66","APATZINGAN","Apatzingan","0","6","3","1","1","5","1","7","40","1","11","3","12","0","10","107","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","8","6","23","3","601","3","87","APATZINGAN","Apatzingan","0","12","4","0","0","3","0","6","32","0","12","4","15","0","11","108","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","8","6","23","1","601","1","85","APATZINGAN","Apatzingan","0","14","1","0","0","1","3","5","33","0","10","2","13","0","16","108","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","14","6","23","3","600","2","74","APATZINGAN","Apatzingan","0","9","8","0","0","6","2","2","35","0","11","3","9","0","10","108","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","13","6","23","8","572","1","58","APATZINGAN","Apatzingan","0","5","5","0","1","3","0","6","39","1","5","2","19","0","32","109","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","10","6","23","6","572","2","69","APATZINGAN","Apatzingan","0","10","0","0","0","1","2","9","38","2","9","3","18","0","31","109","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","21","6","23","8","571","2","56","APATZINGAN","Apatzingan","0","3","3","0","0","1","0","8","43","0","9","3","13","0","13","109","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","11","6","23","11","598","0","57","APATZINGAN","Apatzingan","0","6","2","0","0","6","0","11","31","0","15","2","34","0","12","110","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","6","6","23","3","598","0","64","APATZINGAN","Apatzingan","1","8","4","0","1","5","1","12","36","1","10","4","42","0","16","110","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","9","6","23","9","597","3","62","APATZINGAN","Apatzingan","0","5","4","0","0","0","1","20","42","0","7","0","42","0","9","110","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","17","6","23","4","659","6","103","APATZINGAN","Apatzingan","0","5","6","0","1","2","0","11","32","0","7","4","19","0","52","111","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","16","6","23","5","659","6","117","APATZINGAN","Apatzingan","0","8","3","0","1","2","1","7","33","0","9","6","17","2","37","111","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","16","6","23","6","659","6","113","APATZINGAN","Apatzingan","0","6","7","0","0","3","5","9","33","0","12","2","13","0","40","111","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","21","6","23","12","658","11","92","APATZINGAN","Apatzingan","0","2","9","0","0","2","1","8","32","0","14","6","18","0","33","111","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","12","6","23","3","658","8","117","APATZINGAN","Apatzingan","0","10","9","0","0","1","0","16","38","0","10","6","19","0","41","111","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","19","6","23","8","738","2","110","APATZINGAN","Apatzingan","0","10","4","1","0","0","4","14","48","0","25","8","19","0","14","112","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","15","6","23","5","738","4","123","APATZINGAN","Apatzingan","0","12","4","0","0","5","1","14","41","0","15","7","10","0","19","112","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","19","6","23","11","738","4","90","APATZINGAN","Apatzingan","0","8","6","0","0","1","2","8","37","0","14","6","14","2","13","112","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","33","6","23","1","714","3","58","APATZINGAN","Apatzingan","0","15","3","0","0","2","1","13","70","0","30","4","5","2","30","113","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","18","6","23","3","714","4","61","APATZINGAN","Apatzingan","0","15","5","1","1","3","3","14","63","0","21","9","16","2","21","113","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","29","6","23","0","714","3","59","APATZINGAN","Apatzingan","0","11","4","0","1","8","0","9","43","0","31","7","13","0","18","113","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","23","6","23","5","714","1","62","APATZINGAN","Apatzingan","0","12","10","0","0","1","3","7","54","3","22","7","6","2","26","113","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","17","6","23","4","726","2","76","APATZINGAN","Apatzingan","0","13","3","1","0","4","1","4","25","0","24","9","14","0","5","113","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","E1 C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","8","6","23","3","725","3","77","APATZINGAN","Apatzingan","0","8","3","0","1","3","3","8","28","1","29","6","12","0","12","113","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","E1 C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","5","6","23","3","725","4","65","APATZINGAN","Apatzingan","0","11","3","0","0","3","2","11","29","1","33","11","14","0","8","113","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","E1 C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","25","6","23","6","725","2","60","APATZINGAN","Apatzingan","0","6","2","0","0","1","1","9","41","1","22","11","15","0","11","113","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","8","6","23","1","580","0","92","APATZINGAN","Apatzingan","0","2","8","0","0","1","0","12","13","0","13","6","16","0","12","114","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","4","6","23","2","579","0","87","APATZINGAN","Apatzingan","0","12","5","0","1","0","1","4","12","0","25","8","14","0","28","114","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","24","6","23","4","757","0","75","APATZINGAN","Apatzingan","0","13","6","0","0","5","0","12","73","2","13","4","15","0","35","115","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","6","6","23","4","756","1","66","APATZINGAN","Apatzingan","0","13","6","0","1","3","4","11","84","0","6","4","12","0","15","115","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","16","6","23","4","687","1","123","APATZINGAN","Apatzingan","0","7","0","0","0","1","0","19","10","1","6","1","4","0","5","116","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","28","6","23","4","686","0","119","APATZINGAN","Apatzingan","0","14","3","0","0","0","0","18","14","0","6","0","3","0","9","116","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","29","6","23","2","544","0","72","APATZINGAN","Apatzingan","0","6","2","0","0","0","0","12","12","0","6","2","6","0","11","117","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","16","6","23","8","544","1","80","APATZINGAN","Apatzingan","8","6","3","0","0","0","1","9","16","0","9","0","4","0","8","117","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","22","6","23","1","796","5","94","APATZINGAN","Apatzingan","0","23","1","0","1","3","1","14","64","1","23","9","8","0","13","118","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","6","6","23","2","654","0","72","APATZINGAN","Apatzingan","0","9","3","0","0","3","4","5","44","0","12","3","24","0","7","119","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","6","23","3","654","1","56","APATZINGAN","Apatzingan","0","7","4","0","0","7","4","11","55","0","16","3","17","0","14","119","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","7","6","23","4","653","1","61","APATZINGAN","Apatzingan","0","10","5","0","0","3","1","19","47","0","8","4","13","0","13","119","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","6","23","2","506","0","42","APATZINGAN","Apatzingan","0","8","2","0","0","1","2","23","14","0","8","1","5","0","15","120","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","8","6","23","1","506","0","34","APATZINGAN","Apatzingan","1","6","4","0","0","0","1","19","22","0","8","0","12","0","20","120","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","5","6","23","3","469","0","86","APATZINGAN","Apatzingan","0","8","3","0","0","0","0","3","15","0","9","1","52","0","10","120","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","10","6","23","3","607","2","74","APATZINGAN","Apatzingan","0","10","3","0","0","0","0","7","8","0","8","1","24","0","7","121","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","6","23","2","606","2","78","APATZINGAN","Apatzingan","0","5","0","0","0","1","0","8","5","0","9","1","14","0","12","121","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","6","23","0","497","2","96","APATZINGAN","Apatzingan","8","8","2","0","0","2","1","11","8","1","5","6","2","0","12","122","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","5","6","23","4","496","0","112","APATZINGAN","Apatzingan","0","11","0","1","0","1","0","12","5","0","14","1","5","0","7","122","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3","6","23","0","267","0","27","APATZINGAN","Apatzingan","0","2","0","0","0","0","0","10","6","0","2","2","37","0","4","123","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","6","23","1","600","1","89","APATZINGAN","Apatzingan","0","12","5","0","0","3","4","5","20","0","6","5","79","0","8","124","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","6","23","8","660","2","82","APATZINGAN","Apatzingan","0","6","5","0","1","0","3","12","19","0","15","7","47","0","8","125","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","0","6","23","5","301","0","21","APATZINGAN","Apatzingan","0","6","0","0","1","2","0","6","26","0","4","0","42","0","7","125","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","1","6","23","0","468","1","88","APATZINGAN","Apatzingan","0","0","0","0","0","0","0","2","10","0","6","0","22","0","6","126","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","7","6","23","0","315","0","28","APATZINGAN","Apatzingan","0","1","0","0","0","0","0","1","18","0","7","2","80","0","11","127","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","5","6","23","0","253","0","28","APATZINGAN","Apatzingan","0","0","0","0","1","0","1","0","19","0","5","1","35","0","2","127","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","8","6","23","1","441","1","28","APATZINGAN","Apatzingan","0","4","3","0","1","1","3","5","24","0","7","0","59","0","11","129","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","12","6","23","1","441","0","36","APATZINGAN","Apatzingan","0","5","1","0","0","3","2","9","22","0","5","0","45","0","7","129","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","6","23","1","160","0","12","APATZINGAN","Apatzingan","0","2","0","0","1","0","0","6","8","1","2","1","1","0","3","130","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","2","6","23","1","174","1","22","APATZINGAN","Apatzingan","0","3","0","0","0","2","2","0","8","0","0","0","13","0","2","131","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","13","6","23","9","487","1","52","APATZINGAN","Apatzingan","0","3","2","0","0","0","1","2","20","0","13","5","5","0","4","2660","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","12","6","23","3","498","1","91","APATZINGAN","Apatzingan","0","6","1","0","0","3","6","15","62","2","16","5","6","0","21","2661","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","12","6","23","6","574","1","63","APATZINGAN","Apatzingan","0","4","3","0","0","0","3","20","21","0","2","2","15","0","55","2662","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","2","6","23","1","276","0","38","APATZINGAN","Apatzingan","0","2","0","0","0","1","1","7","12","0","5","2","43","0","33","2664","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","6","23","2","368","0","27","APATZINGAN","Apatzingan","1","4","0","0","0","2","1","3","18","0","4","1","53","0","8","2665","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","17","6","23","5","574","0","74","APATZINGAN","Apatzingan","1","3","1","0","0","3","0","14","26","0","8","2","8","0","9","58","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","8","6","23","5","573","4","51","APATZINGAN","Apatzingan","0","6","2","0","0","2","3","14","32","0","9","2","6","0","5","58","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","17","6","23","7","597","1","51","APATZINGAN","Apatzingan","0","13","7","0","0","3","0","8","25","0","10","5","12","0","13","59","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","6","23","4","597","3","41","APATZINGAN","Apatzingan","0","0","3","0","0","0","0","6","20","0","11","4","8","0","9","59","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","9","6","23","2","597","0","59","APATZINGAN","Apatzingan","1","12","8","0","0","1","0","11","26","0","10","2","15","0","11","59","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","8","6","23","13","678","7","64","APATZINGAN","Apatzingan","0","10","0","0","0","6","1","6","20","0","3","9","9","0","12","60","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","2","6","23","7","677","7","56","APATZINGAN","Apatzingan","0","9","2","0","0","5","1","12","22","0","13","11","7","0","6","60","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","13","6","23","3","677","3","56","APATZINGAN","Apatzingan","0","8","2","0","0","3","1","4","27","0","14","1","8","0","9","60","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","9","6","23","2","756","7","55","APATZINGAN","Apatzingan","0","6","10","0","1","1","4","12","39","0","11","3","9","2","15","61","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","12","6","23","4","756","7","52","APATZINGAN","Apatzingan","0","6","16","0","0","2","1","8","51","0","9","0","13","2","17","61","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","4","6","23","3","548","3","58","APATZINGAN","Apatzingan","0","5","2","0","0","3","4","16","21","0","11","7","3","0","5","62","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","5","6","23","3","548","2","61","APATZINGAN","Apatzingan","0","12","3","0","0","1","1","12","29","1","8","3","8","0","4","62","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","7","6","23","6","548","4","68","APATZINGAN","Apatzingan","0","4","3","0","0","0","1","14","26","0","3","7","4","0","8","62","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","13","6","23","2","622","4","55","APATZINGAN","Apatzingan","0","10","4","0","1","2","1","7","32","2","8","4","6","2","5","63","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","11","6","23","4","622","2","63","APATZINGAN","Apatzingan","0","4","0","0","0","2","1","4","27","0","20","6","15","2","13","63","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","6","6","23","3","621","1","67","APATZINGAN","Apatzingan","0","3","6","0","0","0","4","3","39","0","12","2","11","0","12","63","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","15","6","23","11","621","3","43","APATZINGAN","Apatzingan","1","14","3","1","0","1","5","8","40","0","9","9","10","0","12","63","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","11","6","23","13","604","3","88","APATZINGAN","Apatzingan","0","8","2","0","0","1","1","12","31","0","11","5","7","0","12","64","Ayuntamiento_Apatzingan.xlsx"
"Apatzingán","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","8","6","23","13","663","3","84","APATZINGAN","Apatzingan","0","10","1","0","0","4","3","8","42","0","13","5","4","0","13","64","Ayuntamiento_Apatzingan.xlsx"
