Sección,Casilla,Dtto,Cabecera,NMpio,Municipio,PAN,PRI,PRD,PT,PVEM,PCP,No Registrados,Nulos,Total
681,Básica,21,,163,HUEYTAMALCO,69,119,0,0,0,0,0,22,210
681,Contigua,21,,163,HUEYTAMALCO,57,160,0,0,0,0,0,0,217
682,Básica,21,,163,HUEYTAMALCO,68,280,0,0,0,0,0,34,382
682,Contigua,21,,163,HUEYTAMALCO,85,275,0,0,0,0,0,21,381
683,Básica,21,,163,HUEYTAMALCO,58,276,0,0,0,0,0,29,363
683,Contigua,21,,163,HUEYTAMALCO,63,287,0,0,0,0,0,25,375
684,Básica,21,,163,HUEYTAMALCO,48,199,0,0,0,0,0,16,263
685,Básica,21,,163,HUEYTAMALCO,24,269,0,0,0,0,0,19,312
685,Contigua,21,,163,HUEYTAMALCO,19,250,0,0,0,0,0,17,286
686,Básica,21,,163,HUEYTAMALCO,109,242,0,0,0,0,0,22,373
686,Extraordinaria,21,,163,HUEYTAMALCO,45,195,0,0,0,0,0,0,240
687,Básica,21,,163,HUEYTAMALCO,107,304,0,0,0,0,0,0,411
687,Contigua,21,,163,HUEYTAMALCO,100,286,0,0,0,0,0,23,409
688,Básica,21,,163,HUEYTAMALCO,51,352,0,0,0,0,0,21,424
689,Básica,21,,163,HUEYTAMALCO,28,78,0,0,0,0,0,6,112
690,Básica,21,,163,HUEYTAMALCO,122,272,0,0,0,0,0,29,423
690,Contigua,21,,163,HUEYTAMALCO,130,284,0,0,0,0,0,0,414
691,Básica,21,,163,HUEYTAMALCO,139,181,0,0,0,0,0,12,332
692,Básica,21,,163,HUEYTAMALCO,59,201,0,0,0,0,0,0,260
692,Extraordinaria,21,,163,HUEYTAMALCO,13,158,0,0,0,0,0,6,177
2025,Básica,21,,164,TENAMPULCO,51,183,23,0,0,0,0,11,268
2025,Contigua,21,,164,TENAMPULCO,51,201,8,0,0,0,0,7,267
2026,Básica,21,,164,TENAMPULCO,61,233,33,0,0,0,0,0,327
2026,Contigua,21,,164,TENAMPULCO,65,260,19,0,0,0,0,14,358
2027,Básica,21,,164,TENAMPULCO,2,84,164,0,0,0,0,10,260
2027,Contigua,21,,164,TENAMPULCO,3,91,158,0,0,0,0,0,252
2028,Básica,21,,164,TENAMPULCO,37,128,3,0,0,0,0,3,171
2029,Básica,21,,164,TENAMPULCO,45,105,3,0,0,0,0,10,163
2030,Básica,21,,164,TENAMPULCO,40,112,3,0,0,0,0,0,155
2031,Básica,21,,164,TENAMPULCO,13,177,62,0,0,0,0,0,252
2032,Básica,21,,164,TENAMPULCO,7,72,2,0,0,0,0,10,91
2134,Básica,21,,159,TEZIUTLAN,47,138,31,0,3,0,2,9,230
2134,Contigua,21,,159,TEZIUTLAN,36,120,29,2,8,0,7,3,205
2135,Básica,21,,159,TEZIUTLAN,78,188,16,2,8,2,5,7,306
2136,Básica,21,,159,TEZIUTLAN,78,145,14,1,3,2,0,5,248
2136,Contigua,21,,159,TEZIUTLAN,75,181,6,4,5,1,0,8,280
2137,Básica,21,,159,TEZIUTLAN,48,127,19,2,4,1,0,13,214
2137,Contigua,21,,159,TEZIUTLAN,47,122,20,4,4,2,0,9,208
2137,Contigua2,21,,159,TEZIUTLAN,42,120,16,3,3,1,0,4,189
2138,Básica,21,,159,TEZIUTLAN,42,104,18,2,6,1,4,2,179
2138,Contigua,21,,159,TEZIUTLAN,29,144,15,0,3,1,2,7,201
2139,Básica,21,,159,TEZIUTLAN,37,104,12,4,6,1,6,10,180
2139,Contigua,21,,159,TEZIUTLAN,34,122,20,0,10,1,0,0,187
2140,Básica,21,,159,TEZIUTLAN,45,125,7,3,2,3,4,4,193
2140,Contigua,21,,159,TEZIUTLAN,42,117,15,1,4,0,4,2,185
2141,Básica,21,,159,TEZIUTLAN,49,113,36,1,7,0,2,7,215
2142,Básica,21,,159,TEZIUTLAN,35,154,31,0,3,1,0,8,232
2142,Contigua,21,,159,TEZIUTLAN,59,137,23,3,6,1,1,3,233
2142,Contigua2,21,,159,TEZIUTLAN,60,142,26,7,7,1,1,5,249
2143,Básica,21,,159,TEZIUTLAN,31,166,22,1,9,4,8,4,245
2144,Básica,21,,159,TEZIUTLAN,26,106,17,3,13,0,0,6,171
2144,Contigua,21,,159,TEZIUTLAN,41,102,16,3,10,1,3,7,183
2145,Básica,21,,159,TEZIUTLAN,32,131,7,3,9,3,0,5,190
2146,Básica,21,,159,TEZIUTLAN,71,164,40,1,9,2,8,7,302
2146,Contigua,21,,159,TEZIUTLAN,83,144,22,1,7,4,0,12,273
2147,Básica,21,,159,TEZIUTLAN,51,196,15,3,7,0,4,12,288
2147,Contigua,21,,159,TEZIUTLAN,59,182,16,3,6,3,4,5,278
2148,Básica,21,,159,TEZIUTLAN,48,123,12,4,1,0,1,8,197
2148,Contigua,21,,159,TEZIUTLAN,41,124,18,1,2,0,5,6,197
2149,Básica,21,,159,TEZIUTLAN,47,97,14,0,1,0,0,0,159
2149,Contigua,21,,159,TEZIUTLAN,54,109,25,3,5,1,3,7,207
2150,Básica,21,,159,TEZIUTLAN,71,138,14,5,3,0,8,6,245
2150,Contigua,21,,159,TEZIUTLAN,49,139,11,4,1,0,6,4,214
2151,Básica,21,,159,TEZIUTLAN,56,153,28,3,2,0,8,7,257
2151,Contigua,21,,159,TEZIUTLAN,64,123,18,2,6,1,6,7,227
2152,Básica,21,,159,TEZIUTLAN,59,167,10,3,5,1,1,11,257
2153,Básica,21,,159,TEZIUTLAN,40,132,27,3,5,2,0,7,216
2153,Contigua,21,,159,TEZIUTLAN,42,153,15,3,2,0,2,5,222
2154,Básica,21,,159,TEZIUTLAN,59,125,21,3,3,2,1,7,221
2154,Contigua,21,,159,TEZIUTLAN,39,117,20,2,5,1,3,12,199
2155,Básica,21,,159,TEZIUTLAN,57,138,30,2,3,0,5,5,240
2156,Básica,21,,159,TEZIUTLAN,54,144,23,4,5,2,0,14,246
2156,Contigua,21,,159,TEZIUTLAN,54,120,24,5,3,1,5,4,216
2157,Básica,21,,159,TEZIUTLAN,40,158,10,4,4,0,7,7,230
2157,Contigua,21,,159,TEZIUTLAN,55,146,20,2,9,5,9,7,253
2158,Básica,21,,159,TEZIUTLAN,82,169,38,9,4,0,0,0,302
2158,Contigua,21,,159,TEZIUTLAN,100,158,31,6,11,0,0,13,319
2159,Básica,21,,159,TEZIUTLAN,56,80,15,4,5,0,1,1,162
2159,Contigua,21,,159,TEZIUTLAN,31,109,20,1,2,1,6,8,178
2160,Básica,21,,159,TEZIUTLAN,51,91,33,2,2,1,5,3,188
2160,Contigua,21,,159,TEZIUTLAN,31,109,20,1,2,1,6,8,178
2161,Básica,21,,159,TEZIUTLAN,43,100,35,4,2,1,0,9,194
2161,Contigua,21,,159,TEZIUTLAN,42,114,19,1,3,2,2,1,184
2162,Básica,21,,159,TEZIUTLAN,47,137,29,1,11,2,9,4,240
2162,Contigua,21,,159,TEZIUTLAN,67,143,23,6,9,2,6,5,261
2163,Básica,21,,159,TEZIUTLAN,36,119,29,11,5,2,0,1,203
2163,Contigua,21,,159,TEZIUTLAN,49,108,19,15,3,1,1,11,207
2163,Contigua2,21,,159,TEZIUTLAN,45,106,24,15,1,2,0,6,199
2164,Básica,21,,159,TEZIUTLAN,93,146,16,7,4,2,0,29,297
2164,Contigua,21,,159,TEZIUTLAN,102,136,17,6,2,4,0,21,288
2164,Extraordinaria,21,,159,TEZIUTLAN,21,112,3,1,1,0,0,12,150
2165,Básica,21,,159,TEZIUTLAN,74,85,12,4,2,0,0,10,187
2166,Básica,21,,159,TEZIUTLAN,58,217,61,14,5,1,0,11,367
2167,Básica,21,,159,TEZIUTLAN,90,184,27,10,3,2,0,37,353
2167,Contigua,21,,159,TEZIUTLAN,103,183,38,13,1,4,0,32,374
2168,Básica,21,,159,TEZIUTLAN,84,121,17,3,2,0,0,7,234
2168,Extraordinaria,21,,159,TEZIUTLAN,82,120,21,4,3,3,0,2,235
2169,Básica,21,,159,TEZIUTLAN,72,233,15,6,3,1,0,21,351
2169,Contigua,21,,159,TEZIUTLAN,83,201,18,5,5,3,0,0,315
2170,Básica,21,,159,TEZIUTLAN,55,297,30,3,6,2,0,7,400
2171,Básica,21,,159,TEZIUTLAN,42,121,12,1,2,2,0,0,180
2172,Básica,21,,159,TEZIUTLAN,42,120,26,5,7,2,0,3,205
2172,Contigua,21,,159,TEZIUTLAN,33,153,33,4,4,1,2,8,238
2173,Básica,21,,159,TEZIUTLAN,59,153,19,1,3,2,0,13,250
2173,Contigua,21,,159,TEZIUTLAN,64,169,11,3,7,2,0,9,265
2173,Contigua2,21,,159,TEZIUTLAN,34,204,17,0,5,2,0,0,262
2174,Básica,21,,159,TEZIUTLAN,29,115,24,2,3,1,1,10,185
2174,Contigua,21,,159,TEZIUTLAN,33,134,20,4,2,1,0,3,197
2393,Básica,21,,165,XIUTETELCO,43,277,21,0,0,0,0,0,341
2393,Contigua,21,,165,XIUTETELCO,26,283,28,0,0,0,0,0,337
2394,Básica,21,,165,XIUTETELCO,43,283,26,0,0,0,0,13,365
2394,Contigua,21,,165,XIUTETELCO,46,270,21,0,0,0,0,7,344
2395,Básica,21,,165,XIUTETELCO,23,282,24,0,0,0,1,7,337
2395,Extraordinaria,21,,165,XIUTETELCO,23,282,24,0,0,0,1,7,337
2396,Básica,21,,165,XIUTETELCO,105,152,16,0,0,0,0,6,279
2396,Contigua,21,,165,XIUTETELCO,95,180,12,0,0,0,0,0,287
2397,Básica,21,,165,XIUTETELCO,33,214,23,0,0,0,0,24,294
2397,Contigua,21,,165,XIUTETELCO,56,186,20,0,0,0,0,15,277
2398,Básica,21,,165,XIUTETELCO,12,199,29,0,0,0,0,0,240
2398,Contigua,21,,165,XIUTETELCO,9,177,32,0,0,0,0,0,218
2399,Básica,21,,165,XIUTETELCO,28,275,3,0,0,0,0,8,314
2399,Contigua,21,,165,XIUTETELCO,20,257,8,0,0,0,0,8,293
2400,Básica,21,,165,XIUTETELCO,2,292,3,0,0,0,0,18,315
2400,Contigua,21,,165,XIUTETELCO,2,292,3,0,0,0,0,18,315
2400,Extraordinaria,21,,165,XIUTETELCO,3,244,1,0,0,0,0,21,269
2401,Básica,21,,165,XIUTETELCO,24,380,7,0,0,0,0,0,411
2401,Contigua,21,,165,XIUTETELCO,23,387,10,0,0,0,0,29,449
2402,Básica,21,,165,XIUTETELCO,9,256,11,0,0,0,0,20,296
2402,Contigua,21,,165,XIUTETELCO,17,235,15,0,0,0,0,27,294
2403,Básica,21,,165,XIUTETELCO,8,393,8,0,0,0,0,14,423
2403,Extraordinaria,21,,165,XIUTETELCO,8,0,12,306,0,0,0,26,352
2404,Básica,21,,165,XIUTETELCO,2,340,9,0,0,0,0,31,382
344,Básica,22,,167,CUETZALAN DEL PROGRESO,122,100,5,0,0,0,0,4,231
344,Contigua,22,,167,CUETZALAN DEL PROGRESO,152,104,6,0,0,0,0,0,262
345,Básica,22,,167,CUETZALAN DEL PROGRESO,210,155,7,0,0,0,0,0,372
346,Básica,22,,167,CUETZALAN DEL PROGRESO,136,140,15,0,0,0,0,8,299
346,Contigua,22,,167,CUETZALAN DEL PROGRESO,143,151,13,0,0,0,0,11,318
347,Básica,22,,167,CUETZALAN DEL PROGRESO,195,168,15,0,0,0,0,1,379
348,Básica,22,,167,CUETZALAN DEL PROGRESO,53,75,31,0,0,0,0,0,159
348,Contigua,22,,167,CUETZALAN DEL PROGRESO,46,69,33,0,0,0,0,18,166
349,Básica,22,,167,CUETZALAN DEL PROGRESO,35,71,35,0,0,0,0,30,171
349,Contigua,22,,167,CUETZALAN DEL PROGRESO,70,69,34,0,0,0,0,0,173
350,Básica,22,,167,CUETZALAN DEL PROGRESO,19,47,58,0,0,0,0,159,283
350,Extraordinaria,22,,167,CUETZALAN DEL PROGRESO,12,103,88,0,0,0,0,18,221
351,Básica,22,,167,CUETZALAN DEL PROGRESO,78,172,16,0,0,0,0,0,266
351,Contigua,22,,167,CUETZALAN DEL PROGRESO,82,146,14,0,0,0,0,0,242
352,Básica,22,,167,CUETZALAN DEL PROGRESO,87,63,5,0,0,0,0,21,176
352,Contigua,22,,167,CUETZALAN DEL PROGRESO,107,75,7,0,0,0,0,0,189
352,Extraordinaria,22,,167,CUETZALAN DEL PROGRESO,58,122,4,0,0,0,0,9,193
353,Básica,22,,167,CUETZALAN DEL PROGRESO,83,80,12,0,0,0,0,29,204
353,Contigua,22,,167,CUETZALAN DEL PROGRESO,90,96,14,0,0,0,0,25,225
354,Básica,22,,167,CUETZALAN DEL PROGRESO,104,140,46,0,0,0,0,0,290
354,Contigua,22,,167,CUETZALAN DEL PROGRESO,113,100,52,0,0,0,0,30,295
355,Básica,22,,167,CUETZALAN DEL PROGRESO,99,124,12,0,0,0,0,0,235
355,Contigua,22,,167,CUETZALAN DEL PROGRESO,98,125,13,0,0,0,0,0,236
355,Extraordinaria,22,,167,CUETZALAN DEL PROGRESO,121,149,2,0,0,0,0,46,318
356,Básica,22,,167,CUETZALAN DEL PROGRESO,52,107,25,0,0,0,0,26,210
356,Contigua,22,,167,CUETZALAN DEL PROGRESO,77,118,13,0,0,0,0,0,208
357,Básica,22,,167,CUETZALAN DEL PROGRESO,101,98,6,0,0,0,0,14,219
357,Contigua,22,,167,CUETZALAN DEL PROGRESO,86,91,16,0,0,0,0,18,211
358,Básica,22,,167,CUETZALAN DEL PROGRESO,91,82,12,0,0,0,2,0,187
358,Contigua,22,,167,CUETZALAN DEL PROGRESO,88,74,23,0,0,0,0,19,204
359,Básica,22,,167,CUETZALAN DEL PROGRESO,100,89,26,0,0,0,0,52,267
359,Contigua,22,,167,CUETZALAN DEL PROGRESO,117,86,42,0,0,0,0,31,276
359,Contigua2,22,,167,CUETZALAN DEL PROGRESO,119,90,32,0,0,0,0,0,241
360,Básica,22,,167,CUETZALAN DEL PROGRESO,99,122,24,0,0,0,2,12,259
360,Contigua,22,,167,CUETZALAN DEL PROGRESO,118,96,30,0,0,0,1,8,253
361,Básica,22,,167,CUETZALAN DEL PROGRESO,149,194,15,0,0,0,0,0,358
362,Básica,22,,167,CUETZALAN DEL PROGRESO,105,232,9,0,0,0,0,18,364
363,Básica,22,,167,CUETZALAN DEL PROGRESO,49,207,6,0,0,0,0,23,285
363,Contigua,22,,167,CUETZALAN DEL PROGRESO,33,221,4,0,0,0,0,22,280
364,Básica,22,,168,CUYOACO,114,218,0,0,0,0,0,0,332
364,Contigua,22,,168,CUYOACO,144,216,0,0,0,0,0,6,366
365,Básica,22,,168,CUYOACO,176,210,0,0,0,0,0,9,395
365,Contigua,22,,168,CUYOACO,185,196,0,0,0,0,0,18,399
366,Básica,22,,168,CUYOACO,133,328,0,0,0,0,0,13,474
367,Básica,22,,168,CUYOACO,68,310,0,0,0,0,0,0,378
367,Contigua,22,,168,CUYOACO,44,329,0,0,0,0,0,26,399
367,Extraordinaria,22,,168,CUYOACO,14,74,0,0,0,0,0,2,90
368,Básica,22,,168,CUYOACO,173,260,0,0,0,0,0,19,452
369,Básica,22,,168,CUYOACO,81,150,0,0,0,0,0,11,242
369,Contigua,22,,168,CUYOACO,75,153,0,0,0,0,0,13,241
370,Básica,22,,168,CUYOACO,64,121,0,0,0,0,0,7,192
370,Extraordinaria,22,,168,CUYOACO,48,268,0,0,0,0,0,24,340
776,Básica,22,,169,JONOTLA,0,223,0,0,0,0,0,37,260
776,Contigua,22,,169,JONOTLA,0,243,0,0,0,0,0,31,274
777,Básica,22,,169,JONOTLA,0,226,0,0,0,0,0,44,270
778,Básica,22,,169,JONOTLA,0,224,0,0,0,0,0,0,224
778,Contigua,22,,169,JONOTLA,0,264,0,0,0,0,0,0,264
778,Extraordinaria,22,,169,JONOTLA,0,130,0,0,0,0,0,0,130
835,Básica,22,,170,NAUZONTLA,0,269,0,0,0,0,0,39,308
835,Contigua,22,,170,NAUZONTLA,0,248,0,0,0,0,2,49,299
836,Básica,22,,170,NAUZONTLA,0,224,0,0,0,0,0,17,241
837,Básica,22,,170,NAUZONTLA,0,180,0,0,0,0,0,13,193
854,Básica,22,,171,OCOTEPEC,158,119,0,0,0,0,0,0,277
854,Contigua,22,,171,OCOTEPEC,178,67,0,0,0,0,0,2,247
855,Básica,22,,171,OCOTEPEC,23,343,0,0,0,0,0,1,367
855,Contigua,22,,171,OCOTEPEC,66,266,0,0,0,0,0,8,340
856,Básica,22,,171,OCOTEPEC,108,106,0,0,0,0,0,5,219
2326,Básica,22,,172,TUZAMAPAN DE GALEANA,0,203,199,0,0,0,0,13,415
2326,Contigua,22,,172,TUZAMAPAN DE GALEANA,0,166,239,0,0,0,0,8,413
2327,Básica,22,,172,TUZAMAPAN DE GALEANA,0,268,106,0,0,0,0,21,395
2327,Contigua,22,,172,TUZAMAPAN DE GALEANA,0,253,119,0,0,0,0,0,372
2328,Básica,22,,172,TUZAMAPAN DE GALEANA,0,228,127,0,0,0,0,0,355
2328,Contigua,22,,172,TUZAMAPAN DE GALEANA,0,198,101,0,0,0,0,0,299
2409,Básica,22,,173,XOCHITLAN DE VICENTE SUAREZ,30,314,0,0,0,0,0,43,387
2409,Contigua,22,,173,XOCHITLAN DE VICENTE SUAREZ,47,348,0,0,0,0,0,0,395
2410,Básica,22,,173,XOCHITLAN DE VICENTE SUAREZ,144,221,0,0,0,0,0,0,365
2410,Contigua,22,,173,XOCHITLAN DE VICENTE SUAREZ,134,213,0,0,0,0,0,0,347
2411,Básica,22,,173,XOCHITLAN DE VICENTE SUAREZ,22,263,0,0,0,0,0,0,285
2411,Contigua,22,,173,XOCHITLAN DE VICENTE SUAREZ,31,267,0,0,0,0,0,62,360
2412,Básica,22,,173,XOCHITLAN DE VICENTE SUAREZ,33,290,0,0,0,0,0,30,353
2412,Contigua,22,,173,XOCHITLAN DE VICENTE SUAREZ,27,218,0,0,0,0,0,49,294
2433,Básica,22,,166,ZACAPOAXTLA,64,145,12,0,0,0,0,0,221
2433,Contigua,22,,166,ZACAPOAXTLA,66,157,7,0,0,0,0,9,239
2434,Básica,22,,166,ZACAPOAXTLA,68,159,5,0,0,0,0,5,237
2434,Contigua,22,,166,ZACAPOAXTLA,62,145,10,0,0,0,0,9,226
2435,Básica,22,,166,ZACAPOAXTLA,92,202,12,0,0,0,0,0,306
2435,Extraordinaria,22,,166,ZACAPOAXTLA,62,137,29,0,0,0,0,0,228
2436,Básica,22,,166,ZACAPOAXTLA,66,180,19,0,0,0,0,0,265
2436,Contigua,22,,166,ZACAPOAXTLA,70,189,13,2,0,0,0,0,274
2436,Contigua2,22,,166,ZACAPOAXTLA,61,183,7,0,0,0,0,0,251
2437,Básica,22,,166,ZACAPOAXTLA,56,241,25,0,0,0,0,3,325
2437,Contigua,22,,166,ZACAPOAXTLA,62,201,18,0,0,0,0,20,301
2438,Básica,22,,166,ZACAPOAXTLA,18,80,23,0,0,0,0,0,121
2438,Contigua,22,,166,ZACAPOAXTLA,16,93,27,0,0,0,0,28,164
2439,Básica,22,,166,ZACAPOAXTLA,27,220,20,0,0,0,0,43,310
2440,Básica,22,,166,ZACAPOAXTLA,29,149,29,0,0,0,0,0,207
2440,Contigua,22,,166,ZACAPOAXTLA,37,162,34,0,0,0,0,18,251
2440,Contigua2,22,,166,ZACAPOAXTLA,19,177,23,14,0,0,0,0,233
2441,Básica,22,,166,ZACAPOAXTLA,32,143,25,0,0,0,0,14,214
2442,Básica,22,,166,ZACAPOAXTLA,2,158,18,0,0,0,0,7,185
2443,Básica,22,,166,ZACAPOAXTLA,17,301,23,0,0,0,0,0,341
2444,Básica,22,,166,ZACAPOAXTLA,27,78,38,0,0,0,0,0,143
2445,Básica,22,,166,ZACAPOAXTLA,9,229,10,0,0,0,0,20,268
2445,Contigua,22,,166,ZACAPOAXTLA,11,204,16,0,0,0,0,0,231
2445,Contigua2,22,,166,ZACAPOAXTLA,11,204,16,0,0,0,0,0,231
2446,Básica,22,,166,ZACAPOAXTLA,56,110,24,0,0,0,0,12,202
2446,Contigua,22,,166,ZACAPOAXTLA,38,138,27,0,0,0,0,9,212
2447,Básica,22,,166,ZACAPOAXTLA,52,123,20,0,0,0,0,20,215
2447,Contigua,22,,166,ZACAPOAXTLA,36,101,29,0,0,0,0,0,166
2448,Básica,22,,166,ZACAPOAXTLA,15,35,50,0,0,0,0,13,113
2448,Extraordinaria,22,,166,ZACAPOAXTLA,4,42,37,0,0,0,1,2,86
2449,Básica,22,,166,ZACAPOAXTLA,21,118,47,0,0,0,0,22,208
2449,Contigua,22,,166,ZACAPOAXTLA,16,117,50,0,0,0,0,17,200
2450,Básica,22,,166,ZACAPOAXTLA,21,139,26,0,0,0,0,0,186
2451,Básica,22,,166,ZACAPOAXTLA,27,133,43,0,0,0,0,12,215
2452,Básica,22,,166,ZACAPOAXTLA,15,228,20,0,0,0,0,46,309
2452,Contigua,22,,166,ZACAPOAXTLA,16,206,22,0,0,0,0,0,244
2453,Básica,22,,166,ZACAPOAXTLA,17,87,23,0,0,0,0,10,137
2454,Básica,22,,166,ZACAPOAXTLA,6,169,21,0,0,0,0,0,196
2455,Básica,22,,166,ZACAPOAXTLA,16,169,48,0,0,0,0,10,243
2456,Básica,22,,166,ZACAPOAXTLA,5,112,2,0,0,0,0,0,119
2457,Básica,22,,166,ZACAPOAXTLA,3,115,11,0,0,0,0,7,136
2457,Extraordinaria,22,,166,ZACAPOAXTLA,30,162,30,0,0,0,0,13,235
2458,Básica,22,,166,ZACAPOAXTLA,11,169,66,0,0,0,0,27,273
2458,Contigua,22,,166,ZACAPOAXTLA,11,124,82,0,0,0,0,25,242
2459,Básica,22,,166,ZACAPOAXTLA,8,131,4,0,0,0,0,3,146
2508,Básica,22,,174,ZAUTLA,26,272,41,0,0,0,0,31,370
2509,Básica,22,,174,ZAUTLA,9,282,57,2,0,2,0,36,388
2510,Básica,22,,174,ZAUTLA,9,99,14,0,0,0,0,0,122
2510,Extraordinaria,22,,174,ZAUTLA,3,174,5,0,0,0,0,22,204
2511,Básica,22,,174,ZAUTLA,6,154,20,0,0,0,0,0,180
2511,Contigua,22,,174,ZAUTLA,3,157,9,0,0,0,0,32,201
2512,Básica,22,,174,ZAUTLA,9,43,22,0,0,0,0,0,74
2512,Extraordinaria,22,,174,ZAUTLA,30,245,56,0,0,0,7,0,338
2513,Básica,22,,174,ZAUTLA,8,138,25,0,0,0,0,31,202
2513,Contigua,22,,174,ZAUTLA,10,140,24,0,0,0,0,20,194
2514,Básica,22,,174,ZAUTLA,2,106,11,0,0,0,0,15,134
2515,Básica,22,,174,ZAUTLA,24,97,150,0,0,0,0,24,295
2515,Contigua,22,,174,ZAUTLA,12,101,176,0,0,0,0,0,289
2516,Básica,22,,174,ZAUTLA,7,137,141,0,0,0,0,0,285
2516,Contigua,22,,174,ZAUTLA,13,121,122,0,0,0,0,20,276
2517,Básica,22,,174,ZAUTLA,10,202,12,0,0,0,0,20,244
2518,Básica,22,,174,ZAUTLA,10,209,48,0,0,0,0,0,267
2519,Básica,22,,174,ZAUTLA,2,145,10,0,0,0,0,14,171
2519,Extraordinaria,22,,174,ZAUTLA,5,173,6,0,0,0,0,0,184
2535,Básica,22,,175,ZOQUIAPAN,0,182,0,0,0,0,0,48,230
2535,Contigua,22,,175,ZOQUIAPAN,0,205,0,0,0,0,0,50,255
2536,Básica,22,,175,ZOQUIAPAN,0,111,0,0,0,0,0,43,154
134,Básica,23,,177,AQUIXTLA,36,292,40,0,0,0,0,33,401
134,Contigua,23,,177,AQUIXTLA,29,280,59,0,0,0,0,25,393
135,Básica,23,,177,AQUIXTLA,24,208,13,0,0,0,0,20,265
136,Básica,23,,177,AQUIXTLA,23,234,18,0,0,0,0,13,288
136,Contigua,23,,177,AQUIXTLA,23,225,18,0,0,0,0,8,274
137,Básica,23,,177,AQUIXTLA,33,199,16,0,0,0,0,13,261
137,Contigua,23,,177,AQUIXTLA,32,175,18,4,1,0,0,11,241
138,Básica,23,,177,AQUIXTLA,13,331,11,0,0,0,0,11,366
319,Básica,23,,178,CUAUTEMPAN,0,569,0,0,0,0,0,0,569
319,Contigua,23,,178,CUAUTEMPAN,9,295,6,11,0,2,0,0,323
319,Extraordinaria,23,,178,CUAUTEMPAN,0,251,0,0,0,0,0,11,262
320,Básica,23,,178,CUAUTEMPAN,0,235,0,0,0,0,0,13,248
320,Contigua,23,,178,CUAUTEMPAN,0,243,0,0,0,0,0,0,243
321,Básica,23,,178,CUAUTEMPAN,0,200,0,0,0,0,0,0,200
321,Extraordinaria,23,,178,CUAUTEMPAN,0,232,0,0,0,0,0,21,253
322,Básica,23,,178,CUAUTEMPAN,0,250,0,0,0,0,0,7,257
461,Básica,23,,179,CHIGNAHUAPAN,73,142,9,0,10,0,0,3,237
461,Contigua,23,,179,CHIGNAHUAPAN,64,145,18,0,6,0,0,4,237
462,Básica,23,,179,CHIGNAHUAPAN,37,90,17,0,6,0,0,10,160
462,Contigua,23,,179,CHIGNAHUAPAN,44,97,20,0,2,0,0,2,165
463,Básica,23,,179,CHIGNAHUAPAN,19,142,30,0,1,0,0,2,194
463,Contigua,23,,179,CHIGNAHUAPAN,24,129,43,0,3,0,0,0,199
464,Básica,23,,179,CHIGNAHUAPAN,65,146,12,0,6,0,0,3,232
464,Contigua,23,,179,CHIGNAHUAPAN,66,137,8,0,6,0,0,8,225
465,Básica,23,,179,CHIGNAHUAPAN,45,133,7,0,0,0,0,4,189
465,Contigua,23,,179,CHIGNAHUAPAN,59,114,21,0,6,0,0,6,206
466,Básica,23,,179,CHIGNAHUAPAN,66,98,22,0,9,0,0,8,203
466,Contigua,23,,179,CHIGNAHUAPAN,70,124,12,0,14,0,0,12,232
467,Básica,23,,179,CHIGNAHUAPAN,67,182,24,0,10,0,0,7,290
467,Contigua,23,,179,CHIGNAHUAPAN,77,167,30,0,9,0,0,10,293
468,Básica,23,,179,CHIGNAHUAPAN,46,162,22,0,2,0,0,10,242
468,Contigua,23,,179,CHIGNAHUAPAN,59,178,15,0,0,0,0,4,256
469,Básica,23,,179,CHIGNAHUAPAN,5,216,4,0,3,0,0,3,231
469,Contigua,23,,179,CHIGNAHUAPAN,11,201,9,0,3,0,0,6,230
470,Básica,23,,179,CHIGNAHUAPAN,10,97,45,0,1,0,0,12,165
470,Contigua,23,,179,CHIGNAHUAPAN,10,123,21,0,5,0,0,9,168
471,Básica,23,,179,CHIGNAHUAPAN,14,161,38,0,3,0,0,0,216
471,Contigua,23,,179,CHIGNAHUAPAN,7,182,16,0,1,0,0,1,207
472,Básica,23,,179,CHIGNAHUAPAN,5,142,0,0,2,0,0,2,151
472,Extraordinaria,23,,179,CHIGNAHUAPAN,16,121,9,0,1,0,0,1,148
473,Básica,23,,179,CHIGNAHUAPAN,13,35,2,0,0,0,0,106,156
473,Extraordinaria,23,,179,CHIGNAHUAPAN,0,0,0,0,0,0,0,0,0
474,Básica,23,,179,CHIGNAHUAPAN,0,0,0,0,0,0,0,0,0
474,Extraordinaria,23,,179,CHIGNAHUAPAN,8,221,1,0,1,0,0,0,231
475,Básica,23,,179,CHIGNAHUAPAN,26,152,25,0,2,0,0,5,210
476,Básica,23,,179,CHIGNAHUAPAN,11,93,3,0,1,0,0,4,112
476,Contigua,23,,179,CHIGNAHUAPAN,12,77,10,0,0,0,0,4,103
477,Básica,23,,179,CHIGNAHUAPAN,14,95,18,0,3,0,0,2,132
478,Básica,23,,179,CHIGNAHUAPAN,13,170,6,0,3,0,0,0,192
478,Extraordinaria,23,,179,CHIGNAHUAPAN,76,21,27,0,7,0,0,6,137
479,Básica,23,,179,CHIGNAHUAPAN,11,201,17,0,0,0,0,2,231
479,Contigua,23,,179,CHIGNAHUAPAN,10,183,21,0,2,0,0,7,223
480,Básica,23,,179,CHIGNAHUAPAN,12,225,80,0,2,0,0,6,325
