Municipio,Seccion,Tipo,PAN-PRD-PC,PRI-PVEM-PANAL-PD,PT,Validos,No Registrados,Nulos,Total,Nominal,,
SIMON BOLIVAR,434,B ,29,54,7,90,0,1,91,171, ,
SIMON BOLIVAR,435,B ,91,97,8,196,0,8,204,505, ,
SIMON BOLIVAR,435,C ,112,93,10,215,0,21,236,506, ,
SIMON BOLIVAR,435,X ,59,48,13,120,0,2,122,215, ,
,,,,,,,,,,,,
GOMEZ PALACIO,436,B ,108,105,1,214,0,3,217,430, ,
GOMEZ PALACIO,436,C ,93,120,3,216,0,3,219,431, ,
GOMEZ PALACIO,437,B ,162,120,2,284,0,7,291,501, ,
GOMEZ PALACIO,437,C ,144,143,1,288,0,2,290,501, ,
GOMEZ PALACIO,438,B ,95,190,6,291,0,7,298,653, ,
GOMEZ PALACIO,438,C 1 ,101,194,6,301,0,9,310,653, ,
GOMEZ PALACIO,438,C 2 ,88,202,9,299,0,2,301,654, ,
GOMEZ PALACIO,439,B ,140,145,9,294,0,8,302,670, ,
GOMEZ PALACIO,439,C 1 ,141,164,4,309,0,9,318,670, ,
GOMEZ PALACIO,439,C 2 ,119,155,7,281,0,5,286,670, ,
GOMEZ PALACIO,439,C 3 ,132,149,4,285,0,4,289,670, ,
GOMEZ PALACIO,439,C 4 ,123,181,7,311,0,7,318,670, ,
GOMEZ PALACIO,439,C 5 ,132,175,6,313,0,6,319,670, ,
GOMEZ PALACIO,439,C 6 ,139,152,7,298,0,2,300,670, ,
GOMEZ PALACIO,439,C 7 ,122,161,7,290,0,6,296,670, ,
GOMEZ PALACIO,439,C 8 ,136,171,4,311,1,12,324,671, ,
GOMEZ PALACIO,440,B ,89,119,4,212,0,1,213,459, ,
GOMEZ PALACIO,440,C ,98,126,5,229,1,4,234,459, ,
GOMEZ PALACIO,441,B ,94,127,3,224,0,4,228,436, ,
GOMEZ PALACIO,441,C ,98,121,4,223,0,6,229,437, ,
GOMEZ PALACIO,442,B ,87,97,3,187,1,1,189,396, ,
GOMEZ PALACIO,442,C ,70,106,3,179,0,4,183,397, ,
GOMEZ PALACIO,443,B ,98,142,1,241,0,8,249,588, ,
GOMEZ PALACIO,443,C 1 ,84,173,4,261,0,4,265,588, ,
GOMEZ PALACIO,443,C 2 ,108,142,4,254,0,0,254,588, ,
GOMEZ PALACIO,443,C 3 ,84,149,4,237,0,5,242,589, ,
GOMEZ PALACIO,444,B ,106,148,4,258,0,6,264,707, ,
GOMEZ PALACIO,444,C 1 ,103,165,6,274,0,0,274,708, ,
GOMEZ PALACIO,444,C 2 ,128,145,3,276,0,9,285,708, ,
GOMEZ PALACIO,444,C 3 ,114,149,7,270,1,3,274,708, ,
,,,,,,,,,,,,
GOMEZ PALACIO,444,C 4 ,115,154,5,274,0,5,279,708, ,
GOMEZ PALACIO,445,B ,118,110,12,240,0,5,245,538, ,
GOMEZ PALACIO,445,C ,106,123,5,234,0,4,238,538, ,
GOMEZ PALACIO,446,B ,114,196,4,314,0,3,317,726, ,
GOMEZ PALACIO,446,C 1 ,106,181,6,293,2,7,302,726, ,
GOMEZ PALACIO,446,C 2 ,121,212,8,341,0,7,348,726, ,
GOMEZ PALACIO,446,C 3 ,113,185,8,306,0,6,312,726, ,
GOMEZ PALACIO,446,C 4 ,132,184,5,321,0,7,328,726, ,
GOMEZ PALACIO,446,C 5 ,114,193,6,313,0,9,322,726, ,
GOMEZ PALACIO,446,C 6 ,142,159,4,305,1,6,312,726, ,
GOMEZ PALACIO,446,C 7 ,129,165,3,297,0,6,303,726, ,
GOMEZ PALACIO,447,B ,107,152,8,267,1,7,275,741, ,
GOMEZ PALACIO,447,C 1 ,203,133,3,339,0,7,346,741, ,
GOMEZ PALACIO,447,C 2 ,253,202,8,463,0,1,464,741, ,
GOMEZ PALACIO,447,C 3 ,154,135,6,295,0,20,315,741, ,
GOMEZ PALACIO,447,C 4 ,222,157,2,381,0,8,389,741, ,
GOMEZ PALACIO,447,C 5 ,265,211,4,480,0,5,485,741, ,
GOMEZ PALACIO,447,C 6 ,259,176,24,459,0,9,468,741, ,
GOMEZ PALACIO,447,C 7 ,325,197,5,527,0,6,533,741, ,
GOMEZ PALACIO,447,C 8 ,237,163,5,405,0,4,409,741, ,
GOMEZ PALACIO,447,C 9 ,252,171,6,429,0,2,431,741, ,
GOMEZ PALACIO,447,C 10 ,265,197,6,468,0,1,469,741, ,
GOMEZ PALACIO,447,C 11 ,367,170,2,539,0,3,542,741, ,
GOMEZ PALACIO,447,C 12 ,259,160,10,429,0,8,437,741, ,
GOMEZ PALACIO,447,C 13 ,282,182,9,473,0,9,482,741, ,
GOMEZ PALACIO,447,C 14 ,234,182,19,435,0,4,439,741, ,
GOMEZ PALACIO,447,C 15 ,293,149,27,469,0,13,482,741, ,
GOMEZ PALACIO,447,C 16 ,309,159,3,471,0,6,477,741, ,
GOMEZ PALACIO,447,C 17 ,266,184,10,460,0,5,465,742, ,
GOMEZ PALACIO,448,B ,141,109,3,253,0,8,261,671, ,
,,,,,,,,,,,,
GOMEZ PALACIO,448,C 1 ,135,126,1,262,0,4,266,671, ,
GOMEZ PALACIO,448,C 2 ,150,111,4,265,0,3,268,672, ,
GOMEZ PALACIO,448,C 3 ,124,137,5,266,0,7,273,672, ,
GOMEZ PALACIO,448,C 4 ,142,124,4,270,0,2,272,672, ,
GOMEZ PALACIO,449,B ,185,135,4,324,1,5,330,660, ,
GOMEZ PALACIO,449,C ,179,151,3,333,0,7,340,661, ,
GOMEZ PALACIO,450,B ,165,101,7,273,0,9,282,511, ,
GOMEZ PALACIO,450,C ,165,97,4,266,0,7,273,512, ,
GOMEZ PALACIO,451,B ,171,137,4,312,0,8,320,620, ,
GOMEZ PALACIO,451,C ,170,105,6,281,0,9,290,620, ,
GOMEZ PALACIO,452,B ,80,128,4,212,0,9,221,619, ,
GOMEZ PALACIO,452,C 1 ,93,146,4,243,0,11,254,619, ,
GOMEZ PALACIO,452,C 2 ,87,144,4,235,2,4,241,620, ,
GOMEZ PALACIO,453,B ,139,98,3,240,0,8,248,500, ,
GOMEZ PALACIO,453,C 1 ,124,106,0,230,0,2,232,501, ,
GOMEZ PALACIO,453,C 2 ,123,110,7,240,0,3,243,501, ,
GOMEZ PALACIO,454,B ,76,96,6,178,0,6,184,401, ,
GOMEZ PALACIO,454,C ,83,87,5,175,0,2,177,402, ,
GOMEZ PALACIO,455,B ,99,89,5,193,0,12,205,452, ,
GOMEZ PALACIO,455,C ,119,102,6,227,0,0,227,452, ,
GOMEZ PALACIO,456,B ,108,131,7,246,0,6,252,500, ,
GOMEZ PALACIO,456,C ,112,117,6,235,0,5,240,501, ,
GOMEZ PALACIO,457,B ,93,135,3,231,0,12,243,558, ,
GOMEZ PALACIO,458,B ,103,194,6,303,0,6,309,673, ,
GOMEZ PALACIO,459,B ,74,150,11,235,0,2,237,508, ,
GOMEZ PALACIO,459,C 1 ,75,134,8,217,0,7,224,508, ,
GOMEZ PALACIO,459,C 2 ,80,131,5,216,0,2,218,509, ,
GOMEZ PALACIO,460,B ,116,191,8,315,0,14,329,654, ,
GOMEZ PALACIO,460,C ,117,187,9,313,0,12,325,655, ,
GOMEZ PALACIO,461,B ,122,199,6,327,0,3,330,686, ,
,,,,,,,,,,,,
GOMEZ PALACIO,461,C ,130,176,12,318,0,7,325,686, ,
GOMEZ PALACIO,462,B ,98,132,3,233,0,2,235,479, ,
GOMEZ PALACIO,462,C ,88,143,2,233,0,4,237,480, ,
GOMEZ PALACIO,463,B ,90,117,4,211,0,4,215,471, ,
GOMEZ PALACIO,463,C ,96,91,6,193,1,7,201,472, ,
GOMEZ PALACIO,464,B ,110,175,9,294,0,7,301,681, ,
GOMEZ PALACIO,464,C ,117,177,4,298,0,5,303,682, ,
GOMEZ PALACIO,465,B ,62,109,2,173,0,0,173,386, ,
GOMEZ PALACIO,465,C ,66,113,1,180,0,3,183,386, ,
GOMEZ PALACIO,466,B ,93,155,4,252,0,3,255,658, ,
GOMEZ PALACIO,467,B ,123,135,6,264,0,3,267,548, ,
GOMEZ PALACIO,467,C 1 ,100,134,3,237,3,3,243,548, ,
GOMEZ PALACIO,467,C 2 ,94,136,5,235,0,6,241,548, ,
GOMEZ PALACIO,468,B ,56,71,4,131,0,4,135,389, ,
GOMEZ PALACIO,468,C ,65,87,2,154,0,9,163,389, ,
GOMEZ PALACIO,469,B ,74,91,6,171,0,4,175,410, ,
GOMEZ PALACIO,469,C ,72,97,2,171,0,4,175,411, ,
GOMEZ PALACIO,470,B ,123,141,6,270,0,9,279,582, ,
GOMEZ PALACIO,471,B ,149,160,5,314,0,1,315,689, ,
GOMEZ PALACIO,471,C 1 ,146,167,7,320,1,7,328,690, ,
GOMEZ PALACIO,471,C 2 ,169,173,5,347,0,6,353,690, ,
GOMEZ PALACIO,472,B ,120,134,5,259,0,5,264,524, ,
GOMEZ PALACIO,472,C 1 ,125,137,5,267,1,6,274,525, ,
GOMEZ PALACIO,472,C 2 ,113,121,3,237,0,4,241,525, ,
GOMEZ PALACIO,473,B ,93,134,6,233,0,14,247,517, ,
GOMEZ PALACIO,473,C 1 ,121,143,8,272,0,3,275,517, ,
GOMEZ PALACIO,473,C 2 ,89,146,5,240,0,2,242,518, ,
GOMEZ PALACIO,474,B ,149,168,5,322,0,7,329,647, ,
GOMEZ PALACIO,474,C ,130,150,12,292,0,8,300,648, ,
GOMEZ PALACIO,475,B ,152,108,6,266,0,11,277,614, ,
,,,,,,,,,,,,
GOMEZ PALACIO,475,C ,149,111,8,268,0,9,277,615, ,
GOMEZ PALACIO,476,B ,55,149,4,208,0,4,212,530, ,
GOMEZ PALACIO,476,C ,61,123,5,189,0,7,196,530, ,
GOMEZ PALACIO,477,B ,75,104,8,187,0,7,194,554, ,
GOMEZ PALACIO,478,B ,132,130,12,274,1,3,278,625, ,
GOMEZ PALACIO,479,B ,94,186,5,285,0,13,298,690, ,
GOMEZ PALACIO,480,B ,78,112,4,194,0,3,197,413, ,
GOMEZ PALACIO,480,C ,87,95,1,183,0,5,188,414, ,
GOMEZ PALACIO,481,B ,87,99,4,190,0,6,196,418, ,
GOMEZ PALACIO,481,C ,79,107,1,187,0,4,191,418, ,
GOMEZ PALACIO,482,B ,93,91,2,186,1,10,197,401, ,
GOMEZ PALACIO,482,C ,130,81,2,213,0,6,219,401, ,
GOMEZ PALACIO,483,B ,85,82,2,169,0,7,176,379, ,
GOMEZ PALACIO,483,C ,85,96,1,182,1,5,188,379, ,
GOMEZ PALACIO,484,B ,110,130,3,243,0,8,251,488, ,
GOMEZ PALACIO,484,C ,108,121,2,231,0,7,238,488, ,
GOMEZ PALACIO,485,B ,75,215,5,295,0,7,302,658, ,
GOMEZ PALACIO,485,C ,86,219,5,310,0,10,320,658, ,
GOMEZ PALACIO,486,B ,78,145,8,231,0,6,237,523, ,
GOMEZ PALACIO,486,C 1 ,79,131,11,221,1,11,233,524, ,
GOMEZ PALACIO,486,C 2 ,68,159,6,233,0,8,241,524, ,
GOMEZ PALACIO,487,B ,107,178,5,290,0,1,291,605, ,
GOMEZ PALACIO,487,C 1 ,102,170,5,277,0,9,286,605, ,
GOMEZ PALACIO,487,C 2 ,109,175,5,289,0,1,290,606, ,
GOMEZ PALACIO,488,B ,115,171,9,295,0,5,300,712, ,
GOMEZ PALACIO,488,C 1 ,114,162,5,281,0,7,288,712, ,
GOMEZ PALACIO,488,C 2 ,103,195,9,307,1,4,312,712, ,
GOMEZ PALACIO,488,C 3 ,97,207,3,307,1,6,314,712, ,
GOMEZ PALACIO,488,C 4 ,105,173,4,282,0,3,285,712, ,
GOMEZ PALACIO,488,C 5 ,107,173,3,283,0,3,286,712, ,
,,,,,,,,,,,,
GOMEZ PALACIO,488,C 6 ,103,179,7,289,0,10,299,712, ,
GOMEZ PALACIO,488,C 7 ,106,162,6,274,0,4,278,712, ,
GOMEZ PALACIO,488,C 8 ,108,171,3,282,0,2,284,712, ,
GOMEZ PALACIO,488,C 9 ,115,192,2,309,0,9,318,712, ,
GOMEZ PALACIO,488,C 10 ,109,194,5,308,0,4,312,712, ,
GOMEZ PALACIO,488,C 11 ,94,185,5,284,0,9,293,713, ,
GOMEZ PALACIO,489,B ,110,197,5,312,0,8,320,603, ,
GOMEZ PALACIO,489,C ,114,188,2,304,0,0,304,604, ,
GOMEZ PALACIO,490,B ,72,160,10,242,0,15,257,535, ,
GOMEZ PALACIO,490,C ,83,179,6,268,0,6,274,536, ,
GOMEZ PALACIO,491,B ,72,222,5,299,0,7,306,647, ,
GOMEZ PALACIO,491,C 1 ,82,201,7,290,0,10,300,648, ,
GOMEZ PALACIO,491,C 2 ,87,197,7,291,0,8,299,648, ,
GOMEZ PALACIO,491,C 3 ,96,197,6,299,1,13,313,648, ,
GOMEZ PALACIO,492,B ,82,163,6,251,0,6,257,534, ,
GOMEZ PALACIO,492,C ,108,163,6,277,1,8,286,535, ,
GOMEZ PALACIO,493,B ,111,157,6,274,0,9,283,556, ,
GOMEZ PALACIO,493,C ,96,146,3,245,1,9,255,556, ,
GOMEZ PALACIO,494,B ,156,116,3,275,0,5,280,511, ,
GOMEZ PALACIO,494,C ,159,91,1,251,0,22,273,512, ,
GOMEZ PALACIO,495,B ,120,80,3,203,0,5,208,484, ,
GOMEZ PALACIO,495,C ,120,103,0,223,0,5,228,484, ,
GOMEZ PALACIO,496,B ,165,164,7,336,0,9,345,694, ,
GOMEZ PALACIO,497,B ,109,107,6,222,0,6,228,552, ,
GOMEZ PALACIO,498,B ,136,88,6,230,0,4,234,453, ,
GOMEZ PALACIO,498,C ,134,93,8,235,0,4,239,454, ,
GOMEZ PALACIO,499,B ,99,113,5,217,0,3,220,511, ,
GOMEZ PALACIO,499,C ,95,134,3,232,0,8,240,512, ,
GOMEZ PALACIO,500,B ,121,146,9,276,0,5,281,592, ,
GOMEZ PALACIO,500,C ,92,162,9,263,0,11,274,592, ,
,,,,,,,,,,,,
GOMEZ PALACIO,501,B ,122,129,7,258,1,11,270,569, ,
GOMEZ PALACIO,501,C ,126,118,9,253,0,10,263,569, ,
GOMEZ PALACIO,502,B ,188,128,3,319,0,8,327,623, ,
GOMEZ PALACIO,502,C 1 ,188,134,7,329,0,4,333,623, ,
GOMEZ PALACIO,502,C 2 ,179,131,8,318,0,8,326,624, ,
GOMEZ PALACIO,503,B ,96,165,3,264,0,1,265,539, ,
GOMEZ PALACIO,503,C ,129,144,6,279,0,5,284,539, ,
GOMEZ PALACIO,504,B ,110,111,5,226,0,6,232,475, ,
GOMEZ PALACIO,504,C ,108,110,1,219,0,4,223,475, ,
GOMEZ PALACIO,505,B ,162,89,8,259,0,8,267,509, ,
GOMEZ PALACIO,505,C ,179,92,7,278,0,9,287,509, ,
GOMEZ PALACIO,506,B ,115,89,5,209,0,0,209,459, ,
GOMEZ PALACIO,506,C ,94,92,5,191,0,8,199,460, ,
GOMEZ PALACIO,507,B ,108,80,4,192,0,12,204,414, ,
GOMEZ PALACIO,507,C ,84,82,3,169,0,5,174,415, ,
GOMEZ PALACIO,508,B ,168,120,8,296,0,8,304,643, ,
GOMEZ PALACIO,509,B ,195,141,5,341,0,8,349,696, ,
GOMEZ PALACIO,510,B ,94,161,9,264,0,9,273,588, ,
GOMEZ PALACIO,510,C 1 ,110,163,0,273,0,10,283,589, ,
GOMEZ PALACIO,510,C 2 ,110,155,10,275,0,12,287,589, ,
GOMEZ PALACIO,511,B ,104,147,3,254,2,5,261,552, ,
GOMEZ PALACIO,511,C ,103,137,4,244,0,6,250,552, ,
GOMEZ PALACIO,512,B ,99,178,10,287,0,10,297,656, ,
GOMEZ PALACIO,512,C ,123,164,17,304,0,0,304,657, ,
GOMEZ PALACIO,513,B ,98,159,8,265,0,5,270,534, ,
GOMEZ PALACIO,513,C ,96,141,5,242,0,8,250,534, ,
GOMEZ PALACIO,514,B ,97,90,3,190,0,5,195,387, ,
GOMEZ PALACIO,514,C ,72,90,7,169,0,8,177,387, ,
GOMEZ PALACIO,515,B ,145,140,6,291,0,6,297,607, ,
GOMEZ PALACIO,515,C ,120,146,0,266,0,5,271,608, ,
,,,,,,,,,,,,
GOMEZ PALACIO,516,B ,151,98,5,254,0,6,260,558, ,
GOMEZ PALACIO,517,B ,153,110,8,271,0,8,279,626, ,
GOMEZ PALACIO,518,B ,114,101,9,224,1,7,232,514, ,
GOMEZ PALACIO,519,B ,95,111,12,218,0,8,226,537, ,
GOMEZ PALACIO,519,C ,100,116,7,223,1,7,231,537, ,
GOMEZ PALACIO,520,B ,132,96,7,235,0,8,243,592, ,
GOMEZ PALACIO,520,C ,124,115,3,242,0,4,246,592, ,
GOMEZ PALACIO,521,B ,93,173,8,274,0,10,284,553, ,
GOMEZ PALACIO,521,C ,98,158,5,261,0,6,267,554, ,
GOMEZ PALACIO,522,B ,79,117,6,202,0,6,208,463, ,
GOMEZ PALACIO,522,C ,90,118,8,216,0,8,224,464, ,
GOMEZ PALACIO,523,B ,170,166,3,339,0,9,348,736, ,
GOMEZ PALACIO,524,B ,137,99,4,240,2,5,247,632, ,
GOMEZ PALACIO,525,B ,115,189,9,313,0,16,329,667, ,
GOMEZ PALACIO,525,C ,110,202,7,319,0,21,340,667, ,
GOMEZ PALACIO,526,B ,104,147,8,259,0,10,269,579, ,
GOMEZ PALACIO,526,C ,112,155,8,275,0,11,286,579, ,
GOMEZ PALACIO,527,B ,142,127,6,275,0,7,282,526, ,
GOMEZ PALACIO,527,C ,119,124,5,248,0,8,256,526, ,
GOMEZ PALACIO,528,B ,104,152,4,260,0,4,264,580, ,
GOMEZ PALACIO,528,C ,98,147,5,250,0,7,257,580, ,
GOMEZ PALACIO,529,B ,127,128,3,258,0,8,266,620, ,
GOMEZ PALACIO,529,C ,134,168,5,307,0,7,314,621, ,
GOMEZ PALACIO,530,B ,98,193,4,295,0,12,307,723, ,
GOMEZ PALACIO,530,C ,122,199,8,329,0,0,329,724, ,
GOMEZ PALACIO,531,B ,108,163,3,274,0,8,282,641, ,
GOMEZ PALACIO,531,C ,104,168,9,281,0,12,293,642, ,
GOMEZ PALACIO,532,B ,166,125,2,293,1,6,300,707, ,
GOMEZ PALACIO,533,B ,91,83,7,181,0,1,182,414, ,
GOMEZ PALACIO,533,C ,93,76,4,173,0,6,179,415, ,
,,,,,,,,,,,,
GOMEZ PALACIO,534,B ,142,140,10,292,0,5,297,603, ,
GOMEZ PALACIO,535,B ,189,76,1,266,0,5,271,511, ,
GOMEZ PALACIO,535,C 1 ,142,99,2,243,0,4,247,512, ,
GOMEZ PALACIO,535,C 2 ,172,86,0,258,0,2,260,512, ,
GOMEZ PALACIO,536,B ,198,114,7,319,0,10,329,631, ,
GOMEZ PALACIO,536,C ,240,84,4,328,0,11,339,632, ,
GOMEZ PALACIO,537,B ,115,66,2,183,0,7,190,409, ,
GOMEZ PALACIO,537,C ,132,73,2,207,0,4,211,409, ,
GOMEZ PALACIO,538,B ,113,93,2,208,0,5,213,424, ,
GOMEZ PALACIO,538,C ,112,83,2,197,0,4,201,424, ,
GOMEZ PALACIO,539,B ,106,158,4,268,0,7,275,521, ,
GOMEZ PALACIO,539,C ,112,143,4,259,1,5,265,521, ,
GOMEZ PALACIO,540,B ,80,122,8,210,0,4,214,433, ,
GOMEZ PALACIO,540,C ,87,117,2,206,0,9,215,434, ,
GOMEZ PALACIO,541,B ,128,181,5,314,0,6,320,722, ,
GOMEZ PALACIO,541,C 1 ,127,142,3,272,0,6,278,722, ,
GOMEZ PALACIO,541,C 2 ,110,155,7,272,0,11,283,723, ,
GOMEZ PALACIO,541,C 3 ,111,176,4,291,0,5,296,723, ,
GOMEZ PALACIO,541,C 4 ,110,167,7,284,1,5,290,723, ,
GOMEZ PALACIO,541,C 5 ,115,178,4,297,0,5,302,723, ,
GOMEZ PALACIO,541,C 6 ,111,171,6,288,0,6,294,723, ,
GOMEZ PALACIO,541,C 7 ,96,194,7,297,0,6,303,723, ,
GOMEZ PALACIO,541,C 8 ,102,186,5,293,0,3,296,723, ,
GOMEZ PALACIO,542,B ,148,115,3,266,0,12,278,583, ,
GOMEZ PALACIO,542,C ,141,121,0,262,0,0,262,584, ,
GOMEZ PALACIO,543,B ,81,77,4,162,0,6,168,379, ,
GOMEZ PALACIO,543,C ,72,81,1,154,0,8,162,379, ,
GOMEZ PALACIO,544,B ,77,122,3,202,0,7,209,493, ,
GOMEZ PALACIO,544,C ,80,122,3,205,0,4,209,493, ,
GOMEZ PALACIO,545,B ,120,138,4,262,0,7,269,718, ,
,,,,,,,,,,,,
GOMEZ PALACIO,546,B ,125,83,4,212,0,5,217,403, ,
GOMEZ PALACIO,546,C ,109,79,4,192,0,4,196,403, ,
GOMEZ PALACIO,547,B ,69,115,6,190,1,12,203,417, ,
GOMEZ PALACIO,547,C ,60,130,6,196,0,4,200,418, ,
GOMEZ PALACIO,548,B ,80,127,4,211,0,0,211,490, ,
GOMEZ PALACIO,548,C ,61,139,7,207,0,4,211,491, ,
GOMEZ PALACIO,549,B ,110,140,3,253,0,10,263,602, ,
GOMEZ PALACIO,550,B ,96,163,6,265,0,2,267,547, ,
GOMEZ PALACIO,550,C ,104,156,9,269,0,9,278,548, ,
GOMEZ PALACIO,551,B ,81,156,1,238,0,2,240,505, ,
GOMEZ PALACIO,551,C ,64,160,3,227,0,3,230,505, ,
GOMEZ PALACIO,552,B ,204,102,1,307,0,9,316,582, ,
GOMEZ PALACIO,552,C ,199,119,0,318,0,6,324,583, ,
GOMEZ PALACIO,553,B ,55,108,14,177,0,3,180,513, ,
GOMEZ PALACIO,553,C ,52,120,9,181,0,4,185,514, ,
GOMEZ PALACIO,554,B ,86,61,19,166,0,2,168,427, ,
GOMEZ PALACIO,554,C ,64,64,16,144,0,2,146,427, ,
GOMEZ PALACIO,555,B ,125,118,16,259,0,6,265,625, ,
GOMEZ PALACIO,556,B ,81,118,2,201,0,6,207,366, ,
GOMEZ PALACIO,557,B ,41,52,0,93,0,4,97,145, ,
GOMEZ PALACIO,558,B ,156,134,5,295,0,13,308,536, ,
GOMEZ PALACIO,558,C ,131,154,5,290,0,12,302,537, ,
GOMEZ PALACIO,559,B ,126,173,3,302,0,7,309,541, ,
GOMEZ PALACIO,559,C ,175,153,3,331,0,4,335,542, ,
GOMEZ PALACIO,560,B ,211,132,4,347,0,5,352,544, ,
GOMEZ PALACIO,560,C ,193,118,5,316,0,14,330,544, ,
GOMEZ PALACIO,561,B ,145,273,13,431,0,19,450,662, ,
GOMEZ PALACIO,561,X 1 ,111,159,5,275,0,11,286,487, ,
GOMEZ PALACIO,561,X 2 ,128,164,4,296,0,12,308,488, ,
GOMEZ PALACIO,562,B ,133,152,8,293,0,10,303,556, ,
,,,,,,,,,,,,
GOMEZ PALACIO,562,C ,115,150,4,269,0,8,277,556, ,
GOMEZ PALACIO,563,B ,119,140,6,265,0,5,270,504, ,
GOMEZ PALACIO,564,B ,111,99,2,212,1,13,226,437, ,
GOMEZ PALACIO,564,C ,110,131,8,249,0,4,253,438, ,
GOMEZ PALACIO,565,B ,108,170,4,282,0,7,289,530, ,
GOMEZ PALACIO,565,C ,116,133,13,262,0,6,268,531, ,
GOMEZ PALACIO,566,B ,98,210,2,310,0,11,321,583, ,
GOMEZ PALACIO,566,C ,113,188,9,310,0,12,322,584, ,
GOMEZ PALACIO,567,B ,174,176,3,353,0,9,362,650, ,
GOMEZ PALACIO,567,C ,185,177,11,373,0,18,391,650, ,
GOMEZ PALACIO,568,B ,99,132,3,234,0,7,241,376, ,
GOMEZ PALACIO,569,B ,97,184,4,285,0,10,295,556, ,
GOMEZ PALACIO,569,C ,89,169,8,266,0,13,279,557, ,
GOMEZ PALACIO,570,B ,42,157,3,202,0,0,202,376, ,
GOMEZ PALACIO,570,C ,63,136,5,204,0,7,211,377, ,
GOMEZ PALACIO,571,B ,82,118,7,207,0,4,211,400, ,
GOMEZ PALACIO,571,C ,73,130,5,208,0,10,218,401, ,
GOMEZ PALACIO,571,X ,137,162,9,308,0,8,316,485, ,
GOMEZ PALACIO,572,B ,61,126,30,217,0,9,226,475, ,
GOMEZ PALACIO,572,C ,68,121,33,222,0,11,233,476, ,
GOMEZ PALACIO,573,B ,73,147,3,223,0,9,232,353, ,
GOMEZ PALACIO,573,X ,72,98,4,174,0,5,179,308, ,
GOMEZ PALACIO,574,B ,124,215,7,346,0,0,346,649, ,
GOMEZ PALACIO,574,C 1 ,135,192,6,333,0,6,339,649, ,
GOMEZ PALACIO,574,C 2 ,135,195,5,335,0,6,341,650, ,
GOMEZ PALACIO,575,B ,93,165,13,271,0,4,275,557, ,
GOMEZ PALACIO,576,B ,82,111,3,196,0,5,201,363, ,
GOMEZ PALACIO,577,B ,62,130,122,314,0,13,327,681, ,
GOMEZ PALACIO,578,B ,128,196,2,326,0,3,329,640, ,
GOMEZ PALACIO,579,B ,71,141,80,292,1,2,295,647, ,
,,,,,,,,,,,,
,,,,,,,,,,,, 
GOMEZ PALACIO,579,C ,113,104,70,287,0,2,289,647, ,
GOMEZ PALACIO,580,B ,66,129,16,211,0,4,215,382, ,
GOMEZ PALACIO,580,C ,68,133,14,215,0,6,221,383, ,
GOMEZ PALACIO,581,B ,133,177,11,321,0,13,334,730, ,
GOMEZ PALACIO,581,C ,110,207,3,320,0,16,336,730, ,
GOMEZ PALACIO,582,B ,144,159,2,305,0,6,311,528, ,
GOMEZ PALACIO,582,C ,102,193,1,296,0,8,304,529, ,
GOMEZ PALACIO,583,B ,150,176,4,330,0,10,340,677, ,
GOMEZ PALACIO,583,C ,117,212,7,336,0,15,351,678, ,
GOMEZ PALACIO,584,B ,83,90,0,173,0,10,183,401, ,
GOMEZ PALACIO,584,C ,100,113,3,216,0,9,225,402, ,
GOMEZ PALACIO,585,B ,208,101,14,323,0,6,329,633, ,
GOMEZ PALACIO,585,C 1 ,156,129,2,287,0,10,297,634, ,
GOMEZ PALACIO,585,C 2 ,139,157,8,304,0,12,316,634, ,
GOMEZ PALACIO,586,B ,39,125,120,284,4,13,301,712, ,
GOMEZ PALACIO,587,B ,50,160,6,216,0,5,221,473, ,
GOMEZ PALACIO,588,B ,34,180,17,231,0,9,240,438, ,
GOMEZ PALACIO,588,C ,48,148,27,223,0,5,228,438, ,
GOMEZ PALACIO,588,X ,148,185,6,339,0,9,348,641, ,
GOMEZ PALACIO,589,B ,113,121,15,249,0,11,260,512, ,
GOMEZ PALACIO,589,C ,133,139,6,278,0,6,284,513, ,
GOMEZ PALACIO,590,B ,163,172,5,340,0,5,345,536, ,
GOMEZ PALACIO,590,C ,174,161,6,341,1,12,354,537, ,
GOMEZ PALACIO,591,B ,106,173,3,282,0,12,294,478, ,
GOMEZ PALACIO,591,C ,134,147,9,290,0,3,293,478, ,
GOMEZ PALACIO,592,B ,132,112,13,257,0,11,268,515, ,
GOMEZ PALACIO,592,C ,142,106,5,253,1,17,271,515, ,
GOMEZ PALACIO,593,B ,73,123,2,198,0,7,205,542, ,
GOMEZ PALACIO,594,B ,93,101,7,201,0,3,204,467, ,
GOMEZ PALACIO,594,C ,102,73,6,181,0,9,190,468, ,
,,,,,,,,,,,, 
GOMEZ PALACIO,595,B ,73,52,1,126,0,0,126,385, ,
GOMEZ PALACIO,595,C ,62,70,4,136,0,6,142,385, ,
GOMEZ PALACIO,596,B ,91,113,10,214,0,12,226,520, ,
GOMEZ PALACIO,597,B ,104,199,27,330,0,13,343,639, ,
GOMEZ PALACIO,597,C 1 ,110,174,37,321,0,9,330,640, ,
GOMEZ PALACIO,597,C 2 ,90,195,32,317,0,14,331,640, ,
GOMEZ PALACIO,598,B ,179,147,9,335,0,14,349,733, ,
GOMEZ PALACIO,600,B ,115,155,5,275,0,7,282,549, ,
GOMEZ PALACIO,600,C 1 ,114,150,7,271,0,15,286,550, ,
