CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,NVA _ALIANZA,MORENA,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,568,2,239,116,14,4,5,38,29,2,0,0,0,0,447,11,458,865
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,569,1,114,116,30,2,9,10,51,0,0,0,0,0,332,15,347,720
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,570,1,89,35,31,3,2,5,4,0,0,0,0,0,169,3,172,275
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,571,1,8,97,8,1,0,5,4,0,0,0,0,0,123,1,124,167
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,572,1,98,83,8,0,1,7,39,0,0,0,0,1,236,1,238,325
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,574,1,176,129,23,0,2,12,15,0,0,0,0,0,357,8,365,637
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,575,3,246,261,38,2,11,54,62,2,0,0,0,0,676,24,700,1584
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,576,1,179,79,10,0,4,23,7,2,0,0,0,0,304,12,316,467
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,577,1,184,130,25,4,10,11,19,5,0,0,0,0,388,14,402,707
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,578,1,52,138,7,0,4,9,20,0,0,0,1,0,231,17,248,413
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,579,2,197,166,22,13,13,13,58,0,1,0,1,0,484,18,502,890
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,580,2,451,170,30,8,5,12,40,2,0,8,0,0,726,16,742,1252
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,581,3,685,349,26,3,11,40,56,2,2,1,0,0,1175,31,1206,1946
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,583,1,225,220,7,6,2,19,12,1,0,0,0,0,492,4,496,746
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,584,1,78,67,11,0,1,20,11,1,0,0,0,0,189,2,191,292
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,585,1,122,233,14,1,2,5,19,0,0,0,0,1,396,6,403,671
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,586,2,254,266,13,4,5,12,32,1,2,3,0,0,592,23,615,989
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,587,1,202,129,14,2,1,7,27,3,0,1,0,0,386,8,394,602
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,588,1,308,107,13,4,1,7,18,0,0,1,0,0,459,8,467,731
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,589,1,133,70,13,3,1,5,6,0,0,0,0,0,231,11,242,470
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,590,2,321,209,37,1,3,5,25,1,0,0,0,0,602,7,609,986
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,591,1,161,128,16,3,7,18,30,0,0,0,0,1,363,13,377,673
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,592,1,267,54,6,3,4,7,6,0,0,0,0,0,347,1,348,489
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,593,4,763,414,81,14,20,59,74,1,1,3,0,2,1430,45,1477,2613
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,594,4,562,337,50,4,11,29,60,1,2,2,0,0,1058,22,1080,2262
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,595,5,873,778,80,15,11,116,61,3,3,3,1,0,1944,52,1996,2994
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,596,2,338,286,37,8,10,15,39,1,1,2,0,1,737,32,770,1460
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,597,4,876,529,46,15,11,122,83,0,2,1,0,0,1685,24,1709,2411
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,598,2,279,134,16,4,2,12,16,0,0,0,0,0,463,4,467,826
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,599,1,78,70,3,1,1,2,9,0,0,0,0,0,164,4,168,257
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,600,2,456,174,40,3,3,24,21,0,0,2,0,1,723,14,738,1108
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,601,3,213,627,29,3,11,89,47,1,0,5,0,0,1025,29,1054,2173
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,602,2,215,163,27,1,2,17,28,0,0,0,1,1,454,21,476,861
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,603,2,355,204,44,10,2,34,50,3,1,1,0,2,704,16,722,1101
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,604,1,45,35,2,0,0,0,3,0,0,0,0,0,85,2,87,130
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,605,2,174,106,4,2,2,7,8,0,0,0,0,0,303,53,356,873
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,606,1,44,160,13,2,3,27,9,0,0,1,0,0,259,21,280,497
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,607,4,526,382,66,12,10,49,209,2,1,0,1,0,1258,32,1290,2091
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,608,3,54,310,755,4,5,18,22,181,0,1,0,0,1350,39,1389,1929
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,609,3,40,472,506,0,6,18,20,2,0,1,0,0,1065,11,1076,1399
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,610,1,5,95,160,3,3,7,0,0,0,0,0,0,273,14,287,435
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,611,1,2,143,155,1,3,2,3,0,0,0,0,0,309,9,318,449
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,613,1,64,144,128,2,3,6,11,0,1,0,0,0,359,16,375,528
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,614,1,22,222,225,4,4,7,5,0,1,2,0,1,492,14,507,722
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,615,1,0,35,83,1,3,0,3,0,0,0,0,0,125,6,131,201
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,616,1,0,15,97,4,0,1,2,0,0,0,0,0,119,5,124,158
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,617,1,0,34,29,2,0,2,3,0,0,0,0,0,70,1,71,109
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,618,1,15,85,111,0,0,1,3,0,0,0,0,0,215,14,229,329
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,620,2,44,287,229,4,4,3,12,2,3,0,0,1,588,34,623,926
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,621,1,7,50,70,2,0,2,7,0,0,0,0,0,138,10,148,183
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,622,1,2,121,139,3,2,2,7,0,1,0,0,3,277,13,293,395
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,625,1,4,67,30,1,0,0,2,0,0,0,0,0,104,0,104,148
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,626,1,2,68,29,0,1,0,5,0,0,0,0,0,105,5,110,163
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,627,1,2,145,132,2,1,2,1,0,0,0,0,0,285,23,308,435
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,628,1,7,85,67,2,1,4,2,0,1,0,0,0,169,7,176,294
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,629,1,3,156,115,5,1,5,22,0,0,0,0,0,307,21,328,498
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,630,1,44,158,0,1,297,7,4,1,0,1,0,0,513,25,538,722
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,631,3,74,504,366,5,5,21,8,2,0,1,0,0,986,28,1014,1854
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,632,3,84,581,688,7,3,50,6,2,1,2,0,1,1424,53,1478,1854
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,633,1,20,121,179,1,2,3,1,0,0,0,0,0,327,6,333,445
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,634,1,8,106,150,3,3,11,3,0,0,2,0,1,286,4,291,374
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,635,1,2,89,65,3,1,4,1,0,1,0,0,0,166,10,176,222
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,636,1,27,88,22,1,2,20,7,0,0,0,1,0,168,5,173,224
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,637,1,39,69,35,2,0,4,2,2,0,0,0,0,153,5,158,203
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,638,1,1,86,108,1,1,1,3,0,0,0,0,0,201,2,203,277
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,639,1,11,98,152,0,0,4,0,0,0,0,0,0,265,5,270,353
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,640,1,26,194,204,5,2,39,7,2,1,0,1,8,481,16,505,662
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,641,1,3,124,203,2,2,4,1,0,0,0,0,0,339,13,352,563
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,33,JUAREZ HIDALGO,642,1,18,281,185,1,3,12,3,0,0,0,0,0,503,8,511,631
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,33,JUAREZ HIDALGO,643,1,0,170,127,0,1,0,1,0,0,0,0,0,299,6,305,354
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,33,JUAREZ HIDALGO,644,1,7,226,201,2,2,4,37,0,0,0,0,0,479,6,485,631
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,33,JUAREZ HIDALGO,465,2,14,321,357,0,1,19,29,0,0,0,0,0,741,13,754,917
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,646,2,12,326,363,2,6,5,2,1,0,0,0,0,717,15,732,939
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,647,1,4,250,269,2,3,0,3,0,0,0,1,0,532,26,558,740
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,648,1,1,186,159,0,0,1,1,0,0,1,0,0,349,13,362,456
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,649,1,9,240,237,2,3,3,5,0,0,1,0,0,500,13,513,732
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,650,2,5,328,588,1,5,4,1,1,0,1,0,0,934,24,958,1281
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,651,1,3,75,200,0,1,0,0,1,0,0,0,0,280,6,286,354
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,652,1,2,90,134,1,0,1,4,0,0,0,0,0,232,16,248,327
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,653,1,2,114,227,0,2,0,2,0,0,0,0,0,347,20,367,502
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,654,2,5,106,189,1,1,1,1,0,0,1,0,0,305,12,317,872
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,655,3,2,121,725,1,4,1,0,0,0,0,0,0,854,17,871,1254
5,13,HIDALGO,1,ZIMAPAN,34,LA MISION,656,1,2,100,166,3,1,1,0,0,0,0,0,0,273,5,278,414
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,35,LOLOTLA,657,1,148,248,74,10,3,20,20,2,3,0,0,0,528,28,556,692
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,35,LOLOTLA,658,1,85,135,7,2,2,15,3,1,0,0,0,0,250,41,291,411
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,35,LOLOTLA,659,2,385,286,15,11,6,16,17,0,0,0,0,0,736,51,787,1116
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,35,LOLOTLA,660,2,362,357,30,3,5,30,21,0,0,0,0,0,808,50,858,1125
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,35,LOLOTLA,661,2,459,235,21,2,4,12,5,1,0,0,0,0,739,36,775,927
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,35,LOLOTLA,662,2,116,283,37,11,9,14,18,2,1,0,0,4,491,67,562,770
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,35,LOLOTLA,663,2,284,361,50,2,10,12,22,1,0,0,0,0,742,25,767,967
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,35,LOLOTLA,664,2,158,348,41,6,13,17,35,0,0,0,0,2,618,53,673,820
5,13,HIDALGO,9,METEPEC,36,METEPEC,665,4,453,446,229,29,26,317,47,26,1,19,1,1,1594,64,1659,2180
5,13,HIDALGO,9,METEPEC,36,METEPEC,666,1,14,17,40,4,2,58,4,2,0,3,0,0,144,4,148,208
5,13,HIDALGO,9,METEPEC,36,METEPEC,667,2,97,7,105,9,6,100,23,11,1,4,0,0,363,10,373,1264
5,13,HIDALGO,9,METEPEC,36,METEPEC,668,3,362,189,213,31,35,160,51,7,0,8,1,0,1057,56,1113,2182
5,13,HIDALGO,9,METEPEC,36,METEPEC,669,1,46,113,30,7,8,84,10,0,0,1,0,0,299,13,312,359
5,13,HIDALGO,9,METEPEC,36,METEPEC,670,2,174,158,90,15,17,101,23,9,0,9,1,2,597,13,612,789
5,13,HIDALGO,9,METEPEC,36,METEPEC,671,2,77,198,81,8,14,315,16,13,0,12,1,4,735,34,773,992
5,13,HIDALGO,9,METEPEC,36,METEPEC,672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
5,13,HIDALGO,9,METEPEC,36,METEPEC,673,1,54,148,83,8,9,137,13,8,0,5,5,0,470,18,488,634
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,674,2,94,392,263,14,16,26,26,4,0,0,0,0,835,56,891,1166
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,675,2,135,557,252,7,7,15,25,4,0,0,0,3,1002,47,1052,1392
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,676,1,7,142,274,5,3,5,0,1,0,1,0,0,438,17,455,578
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,677,1,17,84,100,2,1,5,10,0,1,0,0,0,220,8,228,306
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,678,2,54,386,56,10,9,7,11,3,0,2,0,0,538,19,557,721
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,679,2,10,287,78,7,3,10,8,5,2,1,0,0,411,39,450,659
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,680,2,84,475,244,8,14,46,15,4,5,2,1,0,898,52,950,1268
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,681,3,61,444,326,7,18,24,17,3,0,0,0,0,900,34,934,1263
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,682,1,1,37,39,3,0,1,2,1,0,0,0,0,84,5,89,123
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,683,2,9,103,44,3,6,7,5,0,1,0,0,0,178,21,199,277
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,684,1,19,235,174,4,4,7,8,2,1,1,0,0,455,18,473,611
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,685,1,3,89,127,2,2,5,4,0,1,0,0,0,233,8,241,348
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,686,2,27,216,269,9,5,14,15,4,0,2,0,0,561,32,593,778
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,687,1,8,184,45,3,5,14,7,0,1,0,0,2,267,30,299,453
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,688,1,20,154,90,3,4,5,7,1,0,0,0,0,284,15,299,395
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,689,1,21,164,327,5,5,8,8,1,0,0,0,0,539,25,564,750
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,690,1,4,87,91,0,0,2,1,4,0,0,0,0,189,4,193,262
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,691,1,4,162,138,6,7,11,18,1,0,0,0,3,347,32,382,602
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,692,1,1,129,47,2,3,6,7,1,1,0,0,0,197,21,218,387
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,693,1,33,248,118,0,2,7,23,1,1,0,0,0,433,22,455,631
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,694,1,63,157,190,6,3,9,11,1,0,2,0,0,442,10,452,628
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,695,2,17,162,158,17,17,23,14,0,1,0,0,1,409,73,483,975
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,696,1,1,98,10,3,2,12,9,0,1,0,0,0,136,18,154,217
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,697,2,64,292,339,6,11,16,22,0,0,0,0,1,750,29,780,975
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,698,1,22,193,114,4,7,9,12,0,0,0,1,0,362,33,395,531
5,13,HIDALGO,2,ZACUALTIPAN DE ANGELES,37,METZTITLAN,699,1,0,94,3,0,0,6,3,3,0,0,0,0,109,16,125,185
5,13,HIDALGO,8,ACTOPAN,38,MINERAL DEL CHICO,700,1,121,158,178,3,6,2,14,1,0,1,0,0,484,6,490,652
5,13,HIDALGO,8,ACTOPAN,38,MINERAL DEL CHICO,702,1,20,73,149,3,4,2,4,1,0,0,0,0,256,9,265,369
5,13,HIDALGO,8,ACTOPAN,38,MINERAL DEL CHICO,704,2,251,329,467,6,23,5,15,4,0,0,0,1,1100,25,1126,1545
5,13,HIDALGO,8,ACTOPAN,38,MINERAL DEL CHICO,705,1,24,32,34,0,0,2,0,0,0,0,0,0,92,3,95,124
5,13,HIDALGO,8,ACTOPAN,38,MINERAL DEL CHICO,707,1,28,113,65,2,4,5,15,2,2,0,0,0,236,7,243,338
5,13,HIDALGO,8,ACTOPAN,38,MINERAL DEL CHICO,708,1,46,183,88,2,4,3,19,1,0,0,0,1,346,6,353,449
5,13,HIDALGO,8,ACTOPAN,38,MINERAL DEL CHICO,709,1,11,80,40,0,1,1,3,1,0,1,0,0,138,1,139,168
5,13,HIDALGO,8,ACTOPAN,38,MINERAL DEL CHICO,710,3,233,361,442,9,8,22,68,2,0,0,0,0,1145,17,1162,1566
5,13,HIDALGO,8,ACTOPAN,38,MINERAL DEL CHICO,711,1,14,79,75,4,3,3,4,0,0,0,0,0,182,4,186,263
5,13,HIDALGO,8,ACTOPAN,38,MINERAL DEL CHICO,712,2,155,262,230,6,9,5,63,2,1,0,0,0,733,20,753,1026
5,13,HIDALGO,9,METEPEC,39,MINERAL DEL MONTE,713,2,108,60,52,12,5,39,26,0,0,0,0,13,302,0,315,974
5,13,HIDALGO,9,METEPEC,39,MINERAL DEL MONTE,714,2,207,159,96,17,10,51,48,2,1,1,0,5,592,21,618,997
5,13,HIDALGO,9,METEPEC,39,MINERAL DEL MONTE,715,2,174,120,38,8,8,62,35,0,0,0,0,0,445,6,451,1382
5,13,HIDALGO,9,METEPEC,39,MINERAL DEL MONTE,716,2,245,115,108,10,9,29,37,158,1,0,0,1,712,13,726,1098
5,13,HIDALGO,9,METEPEC,39,MINERAL DEL MONTE,717,2,105,83,29,10,9,28,17,1,1,1,0,0,284,8,292,801
5,13,HIDALGO,9,METEPEC,39,MINERAL DEL MONTE,718,2,145,97,36,17,6,38,26,0,1,1,0,1,367,9,377,1171
5,13,HIDALGO,9,METEPEC,39,MINERAL DEL MONTE,719,2,215,196,81,41,17,50,52,1,0,0,1,3,654,15,672,1090
5,13,HIDALGO,9,METEPEC,39,MINERAL DEL MONTE,720,2,291,307,141,55,13,80,72,1,0,1,2,0,963,28,991,1469
5,13,HIDALGO,9,METEPEC,39,MINERAL DEL MONTE,721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611
5,13,HIDALGO,9,METEPEC,39,MINERAL DEL MONTE,722,1,73,27,16,4,3,15,8,0,0,0,0,0,146,7,153,221
5,13,HIDALGO,9,METEPEC,39,MINERAL DEL MONTE,723,2,205,135,26,57,6,122,63,2,1,1,0,0,618,23,641,940
5,13,HIDALGO,9,METEPEC,39,MINERAL DEL MONTE,724,1,31,33,9,1,1,8,34,0,0,0,0,0,117,2,119,228
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,726,4,901,521,138,7,13,20,53,12,0,0,0,1,1665,32,1698,2663
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,727,6,677,443,133,22,29,32,125,4,3,2,0,1,1470,66,1537,3866
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,728,4,589,327,162,23,37,24,122,5,0,1,0,1,1290,41,1332,2672
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,729,4,411,263,99,5,17,27,89,0,0,0,0,5,911,34,950,2473
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,730,4,544,415,159,21,34,23,85,3,1,0,0,5,1285,43,1333,2408
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,731,16,2691,1456,751,26,121,91,521,12,5,2,1,28,5677,162,5867,10919
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,732,2,318,253,127,5,24,19,64,2,0,0,1,0,813,28,841,1486
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,733,2,188,155,53,1,12,13,35,1,0,0,0,3,458,8,469,766
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,734,7,869,582,271,19,50,53,190,5,3,2,0,18,2044,68,2130,5173
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,735,2,249,170,77,6,14,21,58,1,0,1,0,1,597,15,613,974
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,736,2,314,230,92,6,23,17,66,0,0,0,0,0,748,34,782,1264
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,737,11,1573,905,417,41,89,72,339,8,6,2,0,15,3452,105,3572,8000
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,738,2,248,146,72,3,14,16,44,0,0,0,0,2,543,12,557,946
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,740,14,1481,1031,479,43,93,74,292,2,5,2,2,9,3504,94,3607,9762
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,741,3,344,250,42,12,7,4,14,1,0,0,0,0,674,4,678,2236
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,929,2,328,158,64,10,18,10,63,0,0,0,1,0,652,20,672,1125
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,937,2,217,133,41,2,7,6,33,2,1,1,0,2,443,20,465,759
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,938,1,105,79,35,2,12,2,19,0,0,0,0,0,254,6,260,569
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1708,1,111,116,30,4,8,6,29,0,1,0,0,0,305,4,309,564
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1709,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1710,3,474,315,128,6,26,11,103,0,0,0,0,3,1063,38,1104,1726
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1711,2,200,116,43,6,9,13,51,3,0,1,0,0,442,8,450,799
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1712,2,222,137,50,8,10,9,48,1,0,1,0,0,486,13,499,1035
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1713,2,157,120,63,4,10,9,43,6,1,0,0,0,413,8,421,855
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1714,1,148,118,26,3,2,6,31,0,0,0,1,0,335,7,342,526
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1715,1,153,88,33,3,5,8,38,0,0,0,0,2,328,11,341,603
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1716,2,425,190,134,1,20,79,85,7,0,0,0,18,941,11,970,1427
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1717,3,487,226,101,10,28,18,90,1,0,1,0,2,962,30,994,2020
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1719,1,208,125,34,1,11,9,21,0,2,0,0,0,411,15,426,637
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1720,1,110,72,17,4,2,6,27,1,0,1,0,3,240,11,254,495
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1721,1,170,63,48,2,3,3,28,0,0,0,0,0,317,2,319,574
5,13,HIDALGO,17,VILLAS DEL ALAMO,40,MINERAL DE LA REFORMA,1722,1,135,69,43,2,10,3,27,0,0,1,0,0,290,11,301,585
