SECCION,Municipio,PAN,PRI,PRD,PC,PT,PVEM,PCM,PPS,PDM,NO REGISTRADOS,NULOS
841,YAUTEPEC,19,64,27,3,5,5,0,0,2,1,5
842,YAUTEPEC,75,192,99,2,9,13,0,3,1,0,22
843,YAUTEPEC,12,508,233,3,2,9,1,0,1,0,19
844,YAUTEPEC,84,430,253,11,12,22,3,1,1,0,30
845,YAUTEPEC,19,155,107,0,23,5,0,0,2,0,15
846,YAUTEPEC,16,144,151,3,4,2,0,1,1,0,17
847,YAUTEPEC,23,148,139,4,3,7,0,0,0,0,14
848,YAUTEPEC,29,233,101,4,2,10,0,0,2,0,12
849,YAUTEPEC,5,117,89,3,5,9,0,0,0,0,0
850,YECAPIXTLA,6,306,332,2,11,2,10,1,1,0,14
851,YECAPIXTLA,1,378,405,2,7,1,17,0,0,0,24
852,YECAPIXTLA,2,342,586,1,14,2,25,1,0,2,19
853,YECAPIXTLA,1,129,296,3,12,1,6,0,0,0,23
854,YECAPIXTLA,7,123,287,3,13,1,18,0,1,0,16
855,YECAPIXTLA,1,322,304,0,6,0,37,1,0,0,21
856,YECAPIXTLA,10,152,406,2,50,3,36,0,0,5,49
857,YECAPIXTLA,6,150,130,1,20,2,44,0,2,0,30
858,YECAPIXTLA,8,178,309,2,16,6,24,0,0,0,23
859,YECAPIXTLA,10,167,218,2,11,5,24,2,1,0,13
860,YECAPIXTLA,23,205,148,1,11,6,17,0,1,0,12
861,YECAPIXTLA,22,251,205,1,12,8,14,2,0,1,20
862,YECAPIXTLA,12,261,268,1,16,13,17,0,0,0,11
863,YECAPIXTLA,8,275,308,4,19,12,7,0,0,0,20
864,YECAPIXTLA,27,139,236,1,17,13,11,2,0,0,17
865,YECAPIXTLA,23,163,189,1,8,12,14,2,0,0,11
866,YECAPIXTLA,4,172,52,1,6,0,10,0,0,0,0
867,YECAPIXTLA,5,236,108,0,2,1,2,0,0,0,20
868,YECAPIXTLA,2,94,72,0,3,1,2,0,1,0,15
869,ZACATEPEC,91,173,241,7,6,1,1,2,0,0,25
870,ZACATEPEC,68,269,338,5,14,4,1,2,0,0,20
871,ZACATEPEC,64,220,375,2,13,1,4,0,1,0,34
872,ZACATEPEC,13,103,121,2,4,2,1,1,0,0,5
873,ZACATEPEC,68,288,145,3,14,1,0,1,1,1,15
874,ZACATEPEC,121,287,450,1,4,6,0,1,1,0,22
875,ZACATEPEC,68,155,340,1,7,6,2,0,0,0,18
876,ZACATEPEC,55,163,238,1,7,5,2,0,1,0,12
877,ZACATEPEC,30,78,120,0,0,3,0,0,0,0,4
878,ZACATEPEC,64,71,134,5,4,3,0,0,0,0,2
879,ZACATEPEC,84,313,199,13,21,0,0,0,0,1,9
880,ZACATEPEC,156,105,167,1,7,1,0,1,0,0,0
881,ZACATEPEC,124,248,348,11,3,8,1,1,0,0,14
882,ZACATEPEC,103,226,428,4,8,10,0,0,0,0,13
883,ZACATEPEC,84,189,321,5,11,3,0,0,0,1,16
884,ZACATEPEC,106,134,94,3,5,0,0,1,1,0,0
885,ZACATEPEC,173,362,174,0,1,3,3,1,0,0,5
886,ZACATEPEC,10,55,33,0,3,2,0,0,0,0,1
887,ZACATEPEC,40,111,70,1,7,8,0,1,0,0,4
888,ZACATEPEC,62,132,280,4,4,4,0,0,1,0,10
889,ZACATEPEC,108,159,219,2,5,2,0,0,0,0,10
890,ZACATEPEC,143,160,133,1,4,3,0,0,0,0,7
891,ZACATEPEC,50,108,142,4,7,5,2,1,1,0,7
892,ZACATEPEC,45,166,185,4,6,7,0,1,0,0,7
893,ZACATEPEC,168,144,178,3,12,1,1,0,2,0,7
894,ZACATEPEC,85,160,228,4,8,5,1,0,1,0,15
895,ZACUALPAN DE AMILPAS,3,350,140,0,0,2,8,0,0,0,16
896,ZACUALPAN DE AMILPAS,1,241,339,1,0,0,7,2,0,0,43
897,ZACUALPAN DE AMILPAS,2,175,241,2,0,1,3,2,0,0,14
898,ZACUALPAN DE AMILPAS,0,34,31,0,0,0,411,4,0,8,20
899,ZACUALPAN DE AMILPAS,1,25,103,0,2,1,402,7,0,0,30
900,ZACUALPAN DE AMILPAS,2,44,152,0,4,3,395,10,1,0,15
901,TEMOAC,0,396,277,0,23,0,0,0,0,0,51
902,TEMOAC,4,333,603,2,68,2,1,13,2,0,20
903,TEMOAC,0,131,152,2,18,4,0,5,1,0,10
904,TEMOAC,0,133,268,0,8,0,0,0,0,0,0
905,TEMOAC,1,185,270,6,1,0,0,1,0,0,19
906,TEMOAC,4,464,512,4,37,0,0,13,0,0,20
