CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRD,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANZA,MORENA,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,10,DURANGO,1,DURANGO,5,DURANGO,155,C02,195,,91,15,6,,2,9,9,4,14,,,,,,,1,345,4,350,614,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0155C2.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,156,B,184,,113,22,2,,3,2,8,5,12,,,,,,,0,351,10,361,684,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0156B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,156,C01,159,,115,34,4,,0,5,2,9,0,,,,,,,0,328,8,336,683,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0156C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,162,B,204,,98,27,3,,1,0,7,4,10,,,,,,,0,354,8,362,602,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0162B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,162,C01,178,,128,21,3,,8,6,14,3,13,,,,,,,0,374,9,383,602,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0162C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,162,C02,147,,135,34,3,,4,1,10,3,15,,,,,,,0,352,8,360,601,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0162C2.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,163,B,147,,110,18,4,,22,6,6,5,11,,,,,,,0,329,7,336,653,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0163B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,163,C01,165,,120,23,9,,9,6,5,0,12,,,,,,,0,349,13,362,653,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0163C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,164,B,144,,138,15,12,,0,0,6,7,4,,,,,,,1,326,14,341,684,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0164B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,164,C01,127,,122,16,7,,7,3,6,3,6,,,,,,,0,297,12,309,684,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0164C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,165,B,121,,125,26,3,,1,2,6,8,2,,,,,,,0,294,5,299,565,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0165B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,165,C01,110,,101,18,7,,2,2,8,6,3,,,,,,,0,257,2,259,565,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0165C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,165,C02,140,,80,13,3,,0,4,3,1,5,,,,,,,0,249,11,260,565,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0165C2.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,165,C03,119,,99,22,0,,0,0,6,4,8,,,,,,,0,258,9,267,564,Grupo de Recuento,,,
1,10,DURANGO,1,DURANGO,5,DURANGO,166,B,107,,109,21,4,,4,7,7,2,8,,,,,,,0,269,9,278,583,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0166B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,166,C01,124,,112,30,4,,2,3,9,2,8,,,,,,,0,294,7,301,583,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0166C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,166,C02,112,,84,20,5,,1,6,6,7,10,,,,,,,0,251,10,261,583,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0166C2.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,167,B,170,,103,24,5,,3,4,8,5,8,,,,,,,0,330,15,345,695,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0167B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,167,C01,180,,121,16,5,,5,4,12,5,9,,,,,,,0,357,11,368,695,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0167C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,168,B,191,,81,24,4,,8,8,10,6,11,,,,,,,1,343,15,359,635,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0168B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,168,C01,198,,99,17,7,,6,1,13,4,22,,,,,,,0,367,12,379,634,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0168C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,169,B,216,,133,23,5,,3,7,10,6,14,,,,,,,0,417,10,427,685,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0169B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,169,C01,210,,98,25,7,,2,10,12,3,16,,,,,,,0,383,11,394,684,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0169C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,172,B,181,,90,21,11,,1,5,14,3,18,,,,,,,0,344,13,357,574,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0172B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,172,C01,197,,76,23,14,,3,4,18,7,21,,,,,,,0,363,12,375,574,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0172C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,173,B,266,,99,11,11,,1,9,13,6,22,,,,,,,0,438,8,446,724,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0173B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,173,SMR01,5,,2,0,0,,0,2,0,0,1,,,,,,,0,10,0,10,0,Acta casilla,,,
1,10,DURANGO,1,DURANGO,5,DURANGO,197,B,146,,81,15,3,,1,1,9,4,8,,,,,,,0,268,13,281,534,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0197B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,197,C01,166,,79,13,6,,8,5,8,10,14,,,,,,,0,309,7,316,533,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0197C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,198,B,104,,100,15,8,,8,9,5,7,4,,,,,,,0,260,10,270,530,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0198B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,198,C01,120,,114,14,5,,7,2,6,3,6,,,,,,,0,277,2,279,529,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0198C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,198,C02,97,,88,18,10,,2,5,8,1,15,,,,,,,0,244,14,258,529,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0198C2.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,303,B,161,,158,18,2,,1,7,10,4,11,,,,,,,0,372,11,383,725,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0303B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,303,C01,140,,167,24,6,,7,3,5,5,15,,,,,,,0,372,8,380,725,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0303C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,303,C02,157,,171,15,3,,3,4,15,2,12,,,,,,,1,382,13,396,725,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0303C2.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,303,C03,156,,169,32,4,,2,3,7,5,16,,,,,,,0,394,2,396,725,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0303C3.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,357,B,96,,98,2,3,,1,3,16,1,4,,,,,,,0,224,7,231,369,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0357B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,357,E01,70,,117,0,1,,3,0,2,28,2,,,,,,,0,223,0,223,329,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_ 0357E1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,361,B,214,,152,20,4,,1,8,21,3,6,,,,,,,0,429,8,437,697,Acta casilla,,,
1,10,DURANGO,1,DURANGO,5,DURANGO,361,C01,208,,157,19,5,,2,4,21,3,7,,,,,,,0,426,11,437,696,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0361C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,371,B,168,,93,27,5,,0,2,7,2,3,,,,,,,0,307,9,316,576,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0371B.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,371,C01,160,,88,22,8,,2,7,8,4,9,,,,,,,0,308,14,322,576,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0371C1.pdf
1,10,DURANGO,1,DURANGO,5,DURANGO,372,B,187,,174,19,1,,3,9,26,9,0,,,,,,,0,428,12,440,712,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANG_AEC_DIP_0372B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,109,B,151,,64,28,4,,0,5,5,4,,11,,,,,,0,272,4,276,632,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0109B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,109,C01,149,,66,22,1,,4,5,7,5,,7,,,,,,0,266,3,269,632,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0109C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,109,C02,181,,84,20,4,,0,7,10,3,,15,,,,,,0,324,3,327,632,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0109C2.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,109,C03,124,,84,33,3,,0,7,9,4,,12,,,,,,0,276,5,281,631,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0109C3.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,109,C04,135,,70,26,7,,1,6,10,8,,5,,,,,,0,268,8,276,631,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0109C4.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,109,C05,127,,79,22,6,,0,7,10,5,,12,,,,,,0,268,5,273,631,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0109C5.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,111,B,183,,117,23,10,,2,8,16,7,,10,,,,,,0,376,9,385,749,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0111B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,111,C01,180,,142,14,5,,4,8,8,10,,9,,,,,,0,380,7,387,749,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0111C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,111,C02,172,,111,19,3,,0,12,14,6,,12,,,,,,1,349,7,357,749,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0111C2.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,111,C03,181,,119,26,4,,2,19,12,7,,10,,,,,,0,380,8,388,749,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0111C3.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,111,C04,181,,109,20,7,,0,8,9,8,,10,,,,,,0,352,10,362,749,Grupo de Recuento,,,
1,10,DURANGO,2,DURANGO,5,DURANGO,111,C05,180,,103,20,9,,1,12,19,9,,5,,,,,,0,358,7,365,749,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0111C5.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,111,C06,209,,119,24,5,,4,18,13,6,,12,,,,,,0,410,7,417,749,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0111C6.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,111,C07,206,,95,19,4,,0,11,28,8,,10,,,,,,0,381,4,385,748,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0111C7.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,111,C08,225,,113,22,1,,3,11,13,7,,8,,,,,,2,403,5,410,748,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0111C8.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,111,C09,190,,104,28,9,,1,7,14,7,,10,,,,,,1,370,7,378,748,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0111C9.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,111,C10,182,,111,29,12,,4,12,5,14,,6,,,,,,0,375,3,378,748,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0111C10.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,112,B,178,,81,17,6,,1,7,7,9,,9,,,,,,0,315,4,319,502,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0112B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,112,C01,164,,90,21,5,,1,15,11,4,,10,,,,,,0,321,5,326,502,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0112C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,112,C02,149,,91,13,6,,1,11,3,11,,10,,,,,,0,295,5,300,501,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0112C2.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,113,B,134,,111,14,5,,0,4,11,11,,10,,,,,,1,300,4,305,480,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0113B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,113,C01,146,,92,20,4,,1,11,11,5,,5,,,,,,0,295,10,305,480,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0113C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,114,B,185,,135,26,6,,0,3,12,8,,9,,,,,,0,384,12,396,702,Acta casilla,,,
1,10,DURANGO,2,DURANGO,5,DURANGO,114,C01,170,,141,32,6,,0,8,10,5,,10,,,,,,0,382,16,398,701,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0114C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,115,B,165,,73,17,1,,2,4,13,4,,8,,,,,,0,287,6,293,443,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0115B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,115,C01,185,,54,18,4,,0,14,19,6,,7,,,,,,0,307,3,310,443,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0115C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,116,B,163,,73,10,2,,3,9,4,5,,6,,,,,,0,275,5,280,413,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0116B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,116,C01,141,,66,17,8,,1,7,7,7,,7,,,,,,0,261,6,267,412,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0116C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,117,B,186,,92,19,3,,3,8,8,6,,8,,,,,,0,333,6,339,566,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0117B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,117,C01,193,,103,10,5,,2,12,12,5,,11,,,,,,0,353,4,357,566,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0117C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,143,B,196,,92,10,4,,0,8,14,3,,10,,,,,,2,337,12,351,504,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0143B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,143,C01,202,,100,13,5,,1,7,9,4,,9,,,,,,3,350,12,365,503,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0143C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,144,B,235,,98,19,5,,2,7,12,7,,5,,,,,,0,390,1,391,541,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0144B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,144,C01,203,,108,11,4,,0,10,10,2,,8,,,,,,0,356,3,359,540,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0144C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,145,B,163,,103,14,6,,3,6,6,3,,9,,,,,,0,313,8,321,510,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0145B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,145,C01,166,,115,19,8,,3,12,9,3,,10,,,,,,0,345,5,350,509,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0145C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,145,C02,182,,84,9,4,,2,4,7,1,,9,,,,,,1,302,8,311,509,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0145C2.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,146,B,232,,124,18,15,,0,15,13,5,,14,,,,,,0,436,19,455,692,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0146B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,146,C01,255,,75,31,20,,2,13,16,6,,16,,,,,,0,434,4,438,692,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0146C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,146,C02,279,,113,20,9,,2,11,13,2,,18,,,,,,0,467,7,474,692,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0146C2.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,146,C03,236,,105,16,10,,1,18,14,6,,20,,,,,,0,426,14,440,692,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0146C3.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,147,B,226,,84,17,6,,1,16,17,6,,11,,,,,,0,384,5,389,663,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0147B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,147,C01,221,,81,17,10,,1,16,9,8,,9,,,,,,0,372,8,380,662,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0147C1.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,147,C02,218,,92,24,8,,0,7,13,2,,14,,,,,,0,378,13,391,662,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0147C2.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,147,C03,236,,96,15,5,,0,10,10,5,,10,,,,,,0,387,7,394,662,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0147C3.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,147,C04,220,,82,16,7,,1,17,20,6,,11,,,,,,0,380,10,390,662,Grupo de Recuento,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/CONSTANCIAS DE RECUENTO/0147C4.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,148,B,217,,113,18,11,,1,9,16,7,,16,,,,,,0,408,5,413,741,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0148B.pdf
1,10,DURANGO,2,DURANGO,5,DURANGO,148,C01,180,,105,28,16,,2,10,14,7,,13,,,,,,0,375,7,382,741,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/DURANGO/DIPUTADOS/ACTAS DE ESCRUTINIO/DURANGO_AEC_DIP_0148C1.pdf
