MUNICIPIO,SECCION,TIPO DE CASILLA,LISTA NOMINAL,PAN,CA,PRD,PT,PSN,PAS,CONVERGENCIA,MEXICOPOSIBLE,VOTOS NULOS,TOTAL
SAN NICOLÁS DE LOS GARZA,1880,CONTIGUA 2,536,247,68,4,8,,,4,,6,337
SAN NICOLÁS DE LOS GARZA,1881,BASICA,558,246,87,7,2,,,2,,4,348
SAN NICOLÁS DE LOS GARZA,1881,CONTIGUA 1,558,211,84,5,12,,,6,,4,322
SAN NICOLÁS DE LOS GARZA,1881,CONTIGUA 2,558,272,71,3,13,,,1,,2,362
SAN NICOLÁS DE LOS GARZA,1882,BASICA,692,261,115,9,15,,,2,,10,412
SAN NICOLÁS DE LOS GARZA,1882,CONTIGUA 1,693,246,137,6,11,,,3,,1,404
SAN NICOLÁS DE LOS GARZA,1883,BASICA,672,250,121,5,7,,,4,,7,394
SAN NICOLÁS DE LOS GARZA,1883,CONTIGUA 1,673,237,116,8,7,,,3,,6,377
SAN NICOLÁS DE LOS GARZA,1884,BASICA,570,111,157,0,12,,,3,,7,290
SAN NICOLÁS DE LOS GARZA,1884,CONTIGUA 1,571,130,144,2,7,,,2,,8,293
SAN NICOLÁS DE LOS GARZA,1884,CONTIGUA 2,571,116,131,0,13,,,2,,9,271
SAN NICOLÁS DE LOS GARZA,1885,BASICA,692,113,199,3,15,,,3,,7,340
SAN NICOLÁS DE LOS GARZA,1885,CONTIGUA 1,692,87,209,5,9,,,2,,10,322
SAN NICOLÁS DE LOS GARZA,1885,CONTIGUA 2,692,96,190,2,18,,,3,,8,317
SAN NICOLÁS DE LOS GARZA,1886,BASICA,645,79,186,1,6,,,1,,7,280
SAN NICOLÁS DE LOS GARZA,1886,CONTIGUA 1,646,93,197,2,10,,,2,,10,314
SAN NICOLÁS DE LOS GARZA,1886,CONTIGUA 2,646,87,190,0,7,,,0,,10,294
SAN NICOLÁS DE LOS GARZA,1887,BASICA,546,150,116,5,23,,,1,,4,299
SAN NICOLÁS DE LOS GARZA,1887,CONTIGUA 1,546,166,116,7,16,,,2,,6,313
SAN NICOLÁS DE LOS GARZA,1887,CONTIGUA 2,547,143,119,5,17,,,0,,6,290
SAN NICOLÁS DE LOS GARZA,1888,BASICA,568,158,127,5,19,,,4,,5,318
SAN NICOLÁS DE LOS GARZA,1888,CONTIGUA 1,569,144,143,1,9,,,1,,6,304
SAN NICOLÁS DE LOS GARZA,1888,CONTIGUA 2,569,160,121,3,8,,,2,,5,299
SAN NICOLÁS DE LOS GARZA,1889,BASICA,713,208,131,11,13,,,5,,5,373
SAN NICOLÁS DE LOS GARZA,1889,CONTIGUA 1,713,234,119,10,12,,,5,,6,386
SAN NICOLÁS DE LOS GARZA,1890,BASICA,532,83,153,1,9,,,0,,9,255
SAN NICOLÁS DE LOS GARZA,1890,CONTIGUA 1,532,96,161,1,11,,,2,,6,277
SAN NICOLÁS DE LOS GARZA,1891,BASICA,640,121,181,2,7,,,1,,8,320
SAN NICOLÁS DE LOS GARZA,1891,CONTIGUA 1,640,96,175,4,13,,,0,,13,301
SAN NICOLÁS DE LOS GARZA,1891,CONTIGUA 2,640,97,184,6,3,,,0,,23,313
SAN NICOLÁS DE LOS GARZA,1892,BASICA,612,79,187,5,7,,,0,,5,283
SAN NICOLÁS DE LOS GARZA,1892,CONTIGUA 1,612,74,164,5,12,,,2,,7,264
SAN NICOLÁS DE LOS GARZA,1892,CONTIGUA 2,612,92,196,4,11,,,2,,6,311
SAN NICOLÁS DE LOS GARZA,1893,BASICA,580,146,106,16,12,,,4,,6,290
SAN NICOLÁS DE LOS GARZA,1893,CONTIGUA 1,580,162,92,15,6,,,2,,6,283
SAN NICOLÁS DE LOS GARZA,1893,CONTIGUA 2,580,155,111,13,8,,,3,,2,292
SAN NICOLÁS DE LOS GARZA,1894,BASICA,474,132,82,4,10,,,0,,6,234
SAN NICOLÁS DE LOS GARZA,1894,CONTIGUA 1,475,155,101,5,5,,,1,,3,270
SAN NICOLÁS DE LOS GARZA,1895,BASICA,576,186,125,8,6,,,2,,8,335
SAN NICOLÁS DE LOS GARZA,1895,CONTIGUA 1,576,158,126,3,4,,,4,,7,302
SAN NICOLÁS DE LOS GARZA,1896,BASICA,640,216,122,8,14,,,1,,4,365
SAN NICOLÁS DE LOS GARZA,1896,CONTIGUA 1,640,211,133,4,9,,,1,,3,361
SAN NICOLÁS DE LOS GARZA,1896,CONTIGUA 2,640,184,138,3,6,,,2,,4,337
SAN NICOLÁS DE LOS GARZA,1896,CONTIGUA 3,641,221,133,5,12,,,0,,6,377
SAN NICOLÁS DE LOS GARZA,1897,BASICA,718,279,119,3,16,,,6,,2,425
SAN NICOLÁS DE LOS GARZA,1897,CONTIGUA 1,718,280,133,6,3,,,7,,2,431
SAN NICOLÁS DE LOS GARZA,1897,CONTIGUA 2,718,236,124,6,14,,,5,,2,387
SAN NICOLÁS DE LOS GARZA,1897,CONTIGUA 3,719,261,105,4,13,,,10,,6,399
SAN NICOLÁS DE LOS GARZA,1898,BASICA,521,197,90,1,6,,,0,,1,295
SAN NICOLÁS DE LOS GARZA,1898,CONTIGUA 1,521,217,88,1,7,,,3,,3,319
SAN NICOLÁS DE LOS GARZA,1898,CONTIGUA 2,521,214,77,4,5,,,2,,1,303
SAN NICOLÁS DE LOS GARZA,1899,BASICA,527,248,90,9,7,,,3,,1,358
SAN NICOLÁS DE LOS GARZA,1899,CONTIGUA 1,528,262,76,2,7,,,2,,9,358
SAN NICOLÁS DE LOS GARZA,1899,CONTIGUA 2,528,270,81,8,7,,,2,,3,371
SAN NICOLÁS DE LOS GARZA,1900,BASICA,466,210,62,2,7,,,1,,4,286
SAN NICOLÁS DE LOS GARZA,1900,CONTIGUA 1,466,197,85,5,5,,,4,,0,296
SAN NICOLÁS DE LOS GARZA,1901,BASICA,731,330,118,6,11,,,8,,2,475
SAN NICOLÁS DE LOS GARZA,1901,CONTIGUA 1,732,312,106,10,9,,,11,,4,452
SAN NICOLÁS DE LOS GARZA,1901,CONTIGUA 2,732,328,113,4,10,,,6,,1,462
SAN NICOLÁS DE LOS GARZA,1901,CONTIGUA 3,732,358,92,5,7,,,5,,2,469
SAN NICOLÁS DE LOS GARZA,1902,BASICA,574,118,147,2,10,,,0,,2,279
SAN NICOLÁS DE LOS GARZA,1902,CONTIGUA 1,574,98,141,3,11,,,0,,6,259
SAN NICOLÁS DE LOS GARZA,1902,CONTIGUA 2,574,101,159,2,7,,,2,,13,284
SAN NICOLÁS DE LOS GARZA,1902,CONTIGUA 3,575,90,148,4,10,,,6,,8,266
SAN NICOLÁS DE LOS GARZA,1903,BASICA,623,94,173,4,6,,,0,,8,285
SAN NICOLÁS DE LOS GARZA,1903,CONTIGUA 1,623,98,164,8,9,,,1,,12,292
SAN NICOLÁS DE LOS GARZA,1903,CONTIGUA 2,623,113,134,2,4,,,2,,10,265
SAN NICOLÁS DE LOS GARZA,1904,BASICA,650,127,157,3,11,,,0,,4,302
SAN NICOLÁS DE LOS GARZA,1904,CONTIGUA 1,650,119,168,2,5,,,2,,7,303
SAN NICOLÁS DE LOS GARZA,1904,CONTIGUA 2,650,141,137,1,8,,,2,,6,295
SAN NICOLÁS DE LOS GARZA,1905,BASICA,587,109,132,2,8,,,4,,16,271
SAN NICOLÁS DE LOS GARZA,1905,CONTIGUA 1,588,96,132,1,11,,,2,,13,255
SAN NICOLÁS DE LOS GARZA,1905,CONTIGUA 2,588,130,106,2,12,,,2,,7,259
SAN NICOLÁS DE LOS GARZA,1906,BASICA,748,211,175,7,13,,,3,,6,415
SAN NICOLÁS DE LOS GARZA,1907,BASICA,648,70,161,0,10,,,2,,12,255
SAN NICOLÁS DE LOS GARZA,1907,CONTIGUA 1,649,93,149,4,11,,,5,,18,280
SAN NICOLÁS DE LOS GARZA,1907,CONTIGUA 2,649,106,162,0,9,,,2,,21,300
SAN NICOLÁS DE LOS GARZA,1908,BASICA,646,77,187,2,13,,,2,,7,288
SAN NICOLÁS DE LOS GARZA,1908,CONTIGUA 1,646,104,195,2,2,,,2,,9,314
SAN NICOLÁS DE LOS GARZA,1908,CONTIGUA 2,646,86,186,2,10,,,4,,10,298
SAN NICOLÁS DE LOS GARZA,1909,BASICA,627,79,174,3,11,,,1,,11,279
SAN NICOLÁS DE LOS GARZA,1909,CONTIGUA 1,628,82,177,2,9,,,0,,17,287
SAN NICOLÁS DE LOS GARZA,1909,CONTIGUA 2,628,84,181,6,13,,,2,,4,290
SAN NICOLÁS DE LOS GARZA,1910,BASICA,589,75,160,2,6,,,4,,17,264
SAN NICOLÁS DE LOS GARZA,1910,CONTIGUA 1,590,88,174,2,5,,,2,,11,282
SAN NICOLÁS DE LOS GARZA,1910,CONTIGUA 2,590,110,140,2,7,,,1,,11,271
SAN NICOLÁS DE LOS GARZA,1911,BASICA,589,215,138,6,8,,,5,,1,373
SAN NICOLÁS DE LOS GARZA,1911,CONTIGUA 1,590,235,112,5,15,,,2,,3,372
SAN NICOLÁS DE LOS GARZA,1911,CONTIGUA 2,590,198,121,5,18,,,3,,1,346
SAN NICOLÁS DE LOS GARZA,1912,BASICA,169,34,44,1,2,,,0,,5,86
SAN NICOLÁS DE LOS GARZA,1913,BASICA,611,120,135,4,5,,,1,,8,273
SAN NICOLÁS DE LOS GARZA,1914,BASICA,535,214,116,4,5,,,11,,5,355
SAN NICOLÁS DE LOS GARZA,1914,CONTIGUA 1,535,227,95,6,11,,,6,,5,350
SAN NICOLÁS DE LOS GARZA,1915,BASICA,549,209,81,5,8,,,2,,9,314
SAN NICOLÁS DE LOS GARZA,1915,CONTIGUA 1,549,188,111,6,7,,,0,,3,315
SAN NICOLÁS DE LOS GARZA,1916,BASICA,502,195,87,7,7,,,3,,7,306
SAN NICOLÁS DE LOS GARZA,1916,CONTIGUA 1,503,209,83,2,9,,,7,,0,310
SAN NICOLÁS DE LOS GARZA,1917,BASICA,633,227,132,5,13,,,5,,8,390
SAN NICOLÁS DE LOS GARZA,1917,CONTIGUA 1,633,249,120,2,7,,,3,,6,387
SAN NICOLÁS DE LOS GARZA,1918,BASICA,613,131,149,3,12,,,3,,6,304
SAN NICOLÁS DE LOS GARZA,1918,CONTIGUA 1,614,158,141,3,15,,,1,,5,323
SAN NICOLÁS DE LOS GARZA,1918,CONTIGUA 2,614,136,146,6,18,,,4,,15,325
SAN NICOLÁS DE LOS GARZA,1919,BASICA,617,79,189,2,11,,,2,,16,299
SAN NICOLÁS DE LOS GARZA,1919,CONTIGUA 1,617,59,198,4,4,,,2,,13,280
SAN NICOLÁS DE LOS GARZA,1919,CONTIGUA 2,617,109,184,2,16,,,2,,12,325
SAN NICOLÁS DE LOS GARZA,1920,BASICA,718,70,202,5,15,,,2,,15,309
SAN NICOLÁS DE LOS GARZA,1920,CONTIGUA 1,718,111,205,1,9,,,2,,13,341
SAN NICOLÁS DE LOS GARZA,1920,CONTIGUA 2,718,78,188,2,9,,,1,,14,292
SAN NICOLÁS DE LOS GARZA,1921,BASICA,711,212,157,5,12,,,0,,11,397
SAN NICOLÁS DE LOS GARZA,1921,CONTIGUA 1,712,166,189,1,11,,,1,,13,381
SAN NICOLÁS DE LOS GARZA,1922,BASICA,556,179,100,7,14,,,1,,9,310
SAN NICOLÁS DE LOS GARZA,1922,CONTIGUA 1,557,174,94,4,17,,,5,,7,301
SAN NICOLÁS DE LOS GARZA,1923,BASICA,552,170,103,4,17,,,1,,6,301
SAN NICOLÁS DE LOS GARZA,1923,CONTIGUA 1,553,164,73,2,11,,,0,,9,259
SAN NICOLÁS DE LOS GARZA,1924,BASICA,537,102,135,1,7,,,2,,20,267
SAN NICOLÁS DE LOS GARZA,1924,CONTIGUA 1,537,102,142,5,8,,,1,,7,265
SAN NICOLÁS DE LOS GARZA,1924,CONTIGUA 2,537,98,123,0,6,,,0,,10,237
SAN NICOLÁS DE LOS GARZA,1925,BASICA,587,131,149,2,15,,,5,,9,311
SAN NICOLÁS DE LOS GARZA,1925,CONTIGUA 1,587,125,113,4,12,,,3,,8,265
SAN NICOLÁS DE LOS GARZA,1925,CONTIGUA 2,588,136,135,3,8,,,6,,6,294
SAN NICOLÁS DE LOS GARZA,1926,BASICA,595,147,142,4,22,,,7,,6,328
SAN NICOLÁS DE LOS GARZA,1926,CONTIGUA 1,596,175,135,8,13,,,2,,7,340
SAN NICOLÁS DE LOS GARZA,1926,CONTIGUA 2,596,132,150,3,13,,,2,,8,308
SAN NICOLÁS DE LOS GARZA,1927,BASICA,587,163,122,1,10,,,1,,8,305
SAN NICOLÁS DE LOS GARZA,1927,CONTIGUA 1,587,148,138,6,17,,,1,,9,319
SAN NICOLÁS DE LOS GARZA,1927,CONTIGUA 2,587,141,154,4,12,,,4,,19,334
SAN NICOLÁS DE LOS GARZA,1928,BASICA,509,166,100,7,8,,,0,,3,284
SAN NICOLÁS DE LOS GARZA,1928,CONTIGUA 1,510,143,103,3,8,,,1,,10,268
SAN NICOLÁS DE LOS GARZA,1928,CONTIGUA 2,510,159,90,2,12,,,1,,3,267
SAN NICOLÁS DE LOS GARZA,1929,BASICA,640,163,120,5,9,,,3,,16,316
SAN NICOLÁS DE LOS GARZA,1929,CONTIGUA 1,640,152,153,6,5,,,0,,8,324
SAN NICOLÁS DE LOS GARZA,1929,CONTIGUA 2,640,148,138,3,7,,,2,,7,305
SAN NICOLÁS DE LOS GARZA,1930,BASICA,524,114,133,2,9,,,1,,6,265
SAN NICOLÁS DE LOS GARZA,1930,CONTIGUA 1,525,138,123,2,7,,,2,,6,278
SAN NICOLÁS DE LOS GARZA,1931,BASICA,686,191,150,3,14,,,1,,12,371
SAN NICOLÁS DE LOS GARZA,1931,CONTIGUA 1,687,187,147,6,14,,,4,,6,364
SAN NICOLÁS DE LOS GARZA,1932,BASICA,575,163,99,6,6,,,0,,5,279
SAN NICOLÁS DE LOS GARZA,1932,CONTIGUA 1,576,160,112,0,7,,,0,,10,289
SAN NICOLÁS DE LOS GARZA,1932,CONTIGUA 2,576,159,108,4,15,,,1,,3,290
SAN NICOLÁS DE LOS GARZA,1933,BASICA,509,126,126,0,6,,,5,,4,267
SAN NICOLÁS DE LOS GARZA,1933,CONTIGUA 1,510,124,85,2,5,,,3,,11,230
SAN NICOLÁS DE LOS GARZA,1934,BASICA,409,85,72,1,7,,,0,,9,174
SAN NICOLÁS DE LOS GARZA,1934,CONTIGUA 1,410,92,105,1,10,,,1,,11,220
SAN NICOLÁS DE LOS GARZA,1935,BASICA,634,171,112,7,12,,,1,,17,320
SAN NICOLÁS DE LOS GARZA,1935,CONTIGUA 1,635,183,92,1,9,,,2,,8,295
SAN NICOLÁS DE LOS GARZA,1935,CONTIGUA 2,635,203,87,1,19,,,3,,10,323
SAN NICOLÁS DE LOS GARZA,1936,BASICA,582,149,117,2,7,,,1,,4,280
SAN NICOLÁS DE LOS GARZA,1936,CONTIGUA 1,582,154,135,2,6,,,1,,3,301
SAN NICOLÁS DE LOS GARZA,1936,CONTIGUA 2,582,138,111,1,15,,,1,,11,277
SAN NICOLÁS DE LOS GARZA,1937,BASICA,622,188,132,3,10,,,3,,13,349
SAN NICOLÁS DE LOS GARZA,1937,CONTIGUA 1,622,170,128,2,17,,,1,,10,328
SAN NICOLÁS DE LOS GARZA,1937,CONTIGUA 2,622,149,129,2,14,,,5,,6,305
SAN NICOLÁS DE LOS GARZA,1938,BASICA,544,138,112,5,18,,,0,,10,283
SAN NICOLÁS DE LOS GARZA,1938,CONTIGUA 1,544,147,94,3,19,,,1,,9,273
SAN NICOLÁS DE LOS GARZA,1939,BASICA,553,136,117,6,21,,,3,,8,291
SAN NICOLÁS DE LOS GARZA,1940,BASICA,701,184,146,2,14,,,3,,6,355
SAN NICOLÁS DE LOS GARZA,1940,CONTIGUA 1,702,164,161,8,11,,,1,,6,351
SAN NICOLÁS DE LOS GARZA,1941,BASICA,740,171,175,9,22,,,2,,11,390
SAN NICOLÁS DE LOS GARZA,1942,BASICA,521,124,116,4,15,,,0,,8,267
SAN NICOLÁS DE LOS GARZA,1942,CONTIGUA 1,521,96,144,2,9,,,4,,6,261
SAN NICOLÁS DE LOS GARZA,1943,BASICA,590,161,137,4,10,,,4,,8,324
SAN NICOLÁS DE LOS GARZA,1943,CONTIGUA 1,590,144,159,6,8,,,4,,6,327
SAN NICOLÁS DE LOS GARZA,1943,CONTIGUA 2,591,140,132,4,6,,,1,,9,292
SAN NICOLÁS DE LOS GARZA,1944,BASICA,711,239,119,8,8,,,7,,6,387
SAN NICOLÁS DE LOS GARZA,1944,CONTIGUA 1,712,196,124,6,18,,,6,,24,374
SAN NICOLÁS DE LOS GARZA,1944,CONTIGUA 2,712,240,123,5,12,,,0,,8,388
SAN NICOLÁS DE LOS GARZA,1945,BASICA,556,160,124,5,13,,,3,,2,307
SAN NICOLÁS DE LOS GARZA,1945,CONTIGUA 1,556,181,97,4,11,,,1,,7,301
SAN NICOLÁS DE LOS GARZA,1945,CONTIGUA 2,556,167,111,5,5,,,2,,10,300
SAN NICOLÁS DE LOS GARZA,1946,BASICA,589,161,126,3,15,,,0,,8,313
SAN NICOLÁS DE LOS GARZA,1946,CONTIGUA 1,590,140,141,8,24,,,3,,7,323
SAN NICOLÁS DE LOS GARZA,1946,CONTIGUA 2,590,136,127,3,22,,,2,,3,293
SAN NICOLÁS DE LOS GARZA,1947,BASICA,592,196,116,6,10,,,4,,7,339
SAN NICOLÁS DE LOS GARZA,1947,CONTIGUA 1,593,204,120,5,7,,,2,,9,347
SAN NICOLÁS DE LOS GARZA,1948,BASICA,505,198,76,1,10,,,0,,7,292
SAN NICOLÁS DE LOS GARZA,1948,CONTIGUA 1,505,177,102,2,8,,,2,,9,300
SAN NICOLÁS DE LOS GARZA,1949,BASICA,628,237,142,4,15,,,1,,5,404
SAN NICOLÁS DE LOS GARZA,1950,BASICA,654,191,153,4,13,,,2,,9,372
SAN NICOLÁS DE LOS GARZA,1951,BASICA,740,304,109,6,19,,,7,,11,456
SAN NICOLÁS DE LOS GARZA,1952,BASICA,543,235,80,1,12,,,4,,8,340
SAN NICOLÁS DE LOS GARZA,1952,CONTIGUA 1,544,233,78,4,6,,,3,,5,329
SAN NICOLÁS DE LOS GARZA,1953,BASICA,659,278,82,4,12,,,0,,11,387
SAN NICOLÁS DE LOS GARZA,1953,CONTIGUA 1,660,251,103,8,14,,,2,,4,382
SAN NICOLÁS DE LOS GARZA,1954,BASICA,737,259,146,5,12,,,4,,2,428
SAN NICOLÁS DE LOS GARZA,1954,CONTIGUA 1,737,242,161,3,8,,,0,,14,428
SAN NICOLÁS DE LOS GARZA,1954,CONTIGUA 2,738,252,134,2,13,,,4,,8,413
SAN NICOLÁS DE LOS GARZA,1955,BASICA,621,205,114,3,12,,,2,,7,343
SAN NICOLÁS DE LOS GARZA,1955,CONTIGUA 1,622,188,119,3,18,,,2,,12,342
SAN NICOLÁS DE LOS GARZA,1955,CONTIGUA 2,622,182,108,3,21,,,1,,9,324
SAN NICOLÁS DE LOS GARZA,1956,BASICA,533,195,57,8,6,,,2,,2,270
SAN NICOLÁS DE LOS GARZA,1956,CONTIGUA 1,533,188,62,8,2,,,3,,0,263
SAN NICOLÁS DE LOS GARZA,1957,BASICA,726,300,116,4,18,,,2,,2,442
SAN NICOLÁS DE LOS GARZA,1957,CONTIGUA 1,727,296,110,4,11,,,6,,7,434
SAN NICOLÁS DE LOS GARZA,1957,CONTIGUA 2,727,298,122,6,10,,,5,,4,445
SAN NICOLÁS DE LOS GARZA,1958,BASICA,745,187,149,5,12,,,5,,5,363
SAN NICOLÁS DE LOS GARZA,1958,CONTIGUA 1,745,198,139,9,22,,,2,,10,380
SAN NICOLÁS DE LOS GARZA,1958,CONTIGUA 2,746,197,155,2,22,,,0,,10,386
SAN NICOLÁS DE LOS GARZA,1959,BASICA,597,189,120,2,8,,,4,,3,326
SAN NICOLÁS DE LOS GARZA,1959,CONTIGUA 1,597,176,111,1,11,,,5,,1,305
SAN NICOLÁS DE LOS GARZA,1959,CONTIGUA 2,597,169,111,8,17,,,1,,5,311
SAN NICOLÁS DE LOS GARZA,1960,BASICA,507,170,95,4,5,,,4,,7,285
SAN NICOLÁS DE LOS GARZA,1960,CONTIGUA 1,508,172,106,1,10,,,1,,3,293
SAN NICOLÁS DE LOS GARZA,1960,CONTIGUA 2,508,139,98,4,11,,,7,,2,261
SAN NICOLÁS DE LOS GARZA,1961,BASICA,587,256,92,8,7,,,10,,4,377
SAN NICOLÁS DE LOS GARZA,1961,CONTIGUA 1,587,236,109,5,7,,,9,,3,369
SAN NICOLÁS DE LOS GARZA,1961,CONTIGUA 2,587,231,91,1,7,,,12,,2,344
SAN NICOLÁS DE LOS GARZA,1961,CONTIGUA 3,588,234,98,3,10,,,8,,2,355
SAN NICOLÁS DE LOS GARZA,1962,BASICA,581,170,98,5,11,,,5,,5,294
SAN NICOLÁS DE LOS GARZA,1962,CONTIGUA 1,581,179,121,3,12,,,5,,5,325
SAN NICOLÁS DE LOS GARZA,1962,CONTIGUA 2,581,154,104,4,14,,,1,,15,292
SAN NICOLÁS DE LOS GARZA,1962,CONTIGUA 3,581,176,103,5,8,,,3,,3,298
SAN NICOLÁS DE LOS GARZA,1963,BASICA,722,229,125,1,21,,,7,,8,391
SAN NICOLÁS DE LOS GARZA,1963,CONTIGUA 1,722,225,124,5,23,,,3,,6,386
SAN NICOLÁS DE LOS GARZA,1963,CONTIGUA 2,722,232,110,5,18,,,4,,6,375
SAN NICOLÁS DE LOS GARZA,1963,CONTIGUA 3,722,224,104,8,16,,,6,,2,360
SAN NICOLÁS DE LOS GARZA,1964,BASICA,525,199,84,3,11,,,2,,5,304
SAN NICOLÁS DE LOS GARZA,1964,CONTIGUA 1,526,167,111,6,8,,,2,,3,297
SAN NICOLÁS DE LOS GARZA,1964,CONTIGUA 2,526,183,111,4,13,,,9,,2,322
SAN NICOLÁS DE LOS GARZA,1965,BASICA,690,234,141,4,15,,,6,,3,403
SAN NICOLÁS DE LOS GARZA,1965,CONTIGUA 1,691,230,132,6,9,,,1,,6,384
SAN NICOLÁS DE LOS GARZA,1966,BASICA,716,195,162,6,11,,,5,,4,383
SAN NICOLÁS DE LOS GARZA,1966,CONTIGUA 1,717,209,153,6,13,,,7,,10,398
SAN NICOLÁS DE LOS GARZA,1967,BASICA,509,176,85,1,9,,,4,,6,281
SAN NICOLÁS DE LOS GARZA,1967,CONTIGUA 1,510,184,97,3,7,,,6,,1,298
SAN NICOLÁS DE LOS GARZA,1967,CONTIGUA 2,510,171,101,1,13,,,6,,2,294
SAN NICOLÁS DE LOS GARZA,1968,BASICA,589,195,91,2,9,,,1,,5,303
SAN NICOLÁS DE LOS GARZA,1968,CONTIGUA 1,589,170,98,4,8,,,6,,5,291
SAN NICOLÁS DE LOS GARZA,1968,CONTIGUA 2,589,185,101,2,12,,,7,,5,312
SAN NICOLÁS DE LOS GARZA,1969,BASICA,674,231,115,1,5,,,4,,6,362
SAN NICOLÁS DE LOS GARZA,1969,CONTIGUA 1,675,234,105,1,9,,,3,,10,362
SAN NICOLÁS DE LOS GARZA,1969,CONTIGUA 2,675,225,114,6,21,,,7,,12,385
SAN NICOLÁS DE LOS GARZA,1970,BASICA,748,260,139,4,19,,,7,,2,431
SAN NICOLÁS DE LOS GARZA,1970,CONTIGUA 1,748,231,158,9,18,,,3,,4,423
SAN NICOLÁS DE LOS GARZA,1970,CONTIGUA 2,748,244,125,4,7,,,4,,6,390
SAN NICOLÁS DE LOS GARZA,1971,BASICA,515,147,102,2,12,,,4,,6,273
SAN NICOLÁS DE LOS GARZA,1971,CONTIGUA 1,515,136,100,2,12,,,2,,5,257
SAN NICOLÁS DE LOS GARZA,1971,CONTIGUA 2,516,132,102,4,12,,,7,,3,260
SAN NICOLÁS DE LOS GARZA,1972,BASICA,660,230,113,3,13,,,6,,3,368
SAN NICOLÁS DE LOS GARZA,1972,CONTIGUA 1,660,240,106,2,14,,,5,,9,376
SAN NICOLÁS DE LOS GARZA,1972,CONTIGUA 2,660,219,92,4,20,,,2,,8,345
SAN NICOLÁS DE LOS GARZA,1973,BASICA,682,191,112,1,10,,,5,,6,325
SAN NICOLÁS DE LOS GARZA,1973,CONTIGUA 1,682,197,118,6,14,,,4,,9,348
SAN NICOLÁS DE LOS GARZA,1973,CONTIGUA 2,682,180,114,3,14,,,2,,6,319
SAN NICOLÁS DE LOS GARZA,1974,BASICA,601,182,116,4,11,,,9,,22,344
SAN NICOLÁS DE LOS GARZA,1974,CONTIGUA 1,602,199,92,4,15,,,4,,7,321
SAN NICOLÁS DE LOS GARZA,1974,CONTIGUA 2,602,169,112,4,18,,,15,,3,321
SAN NICOLÁS DE LOS GARZA,1974,CONTIGUA 3,602,196,109,2,11,,,6,,6,330
SAN NICOLÁS DE LOS GARZA,1975,BASICA,731,227,127,1,17,,,19,,10,401
SAN NICOLÁS DE LOS GARZA,1975,CONTIGUA 1,731,231,118,6,23,,,5,,8,391
SAN NICOLÁS DE LOS GARZA,1976,BASICA,641,204,135,4,7,,,15,,9,374
SAN NICOLÁS DE LOS GARZA,1976,CONTIGUA 1,641,230,114,6,9,,,9,,7,375
SAN NICOLÁS DE LOS GARZA,1976,CONTIGUA 2,641,207,137,4,14,,,8,,10,380
SAN NICOLÁS DE LOS GARZA,1977,BASICA,618,178,99,3,22,,,6,,3,311
SAN NICOLÁS DE LOS GARZA,1977,CONTIGUA 1,618,164,104,4,24,,,4,,7,307
SAN NICOLÁS DE LOS GARZA,1977,CONTIGUA 2,618,183,107,6,20,,,4,,4,324
SAN NICOLÁS DE LOS GARZA,1977,CONTIGUA 3,618,156,117,4,23,,,5,,2,307
SAN NICOLÁS DE LOS GARZA,1977,CONTIGUA 4,618,182,102,3,15,,,2,,5,309
SAN NICOLÁS DE LOS GARZA,1978,BASICA,577,157,87,2,13,,,3,,4,266
SAN NICOLÁS DE LOS GARZA,1978,CONTIGUA 1,577,172,91,2,4,,,3,,7,279
SAN NICOLÁS DE LOS GARZA,1978,CONTIGUA 2,578,182,88,2,11,,,1,,13,297
SAN NICOLÁS DE LOS GARZA,1978,CONTIGUA 3,578,179,104,1,9,,,2,,4,299
SAN NICOLÁS DE LOS GARZA,1979,BASICA,590,149,113,6,18,,,0,,10,296
SAN NICOLÁS DE LOS GARZA,1979,CONTIGUA 1,590,122,121,1,15,,,2,,10,271
SAN NICOLÁS DE LOS GARZA,1979,CONTIGUA 2,591,167,119,8,10,,,3,,2,309
SAN NICOLÁS DE LOS GARZA,1980,BASICA,602,105,161,4,11,,,3,,15,299
SAN NICOLÁS DE LOS GARZA,1980,CONTIGUA 1,602,152,150,3,18,,,3,,3,329
SAN NICOLÁS DE LOS GARZA,1980,CONTIGUA 2,603,136,139,5,14,,,2,,10,306
SAN NICOLÁS DE LOS GARZA,1981,BASICA,498,120,94,2,11,,,1,,8,236
SAN NICOLÁS DE LOS GARZA,1981,CONTIGUA 1,499,131,96,4,8,,,4,,12,255
SAN NICOLÁS DE LOS GARZA,1982,BASICA,699,281,127,4,11,,,7,,5,435
SAN NICOLÁS DE LOS GARZA,1983,BASICA,676,273,92,9,7,,,4,,5,390
SAN NICOLÁS DE LOS GARZA,1983,CONTIGUA 1,677,254,102,8,9,,,7,,3,383
SAN NICOLÁS DE LOS GARZA,1984,BASICA,573,245,110,4,7,,,1,,8,375
SAN NICOLÁS DE LOS GARZA,1984,CONTIGUA 1,574,241,121,3,12,,,2,,2,381
SAN NICOLÁS DE LOS GARZA,1984,CONTIGUA 2,574,206,114,7,7,,,8,,7,349
SAN NICOLÁS DE LOS GARZA,1985,BASICA,603,195,138,2,13,,,3,,6,357
SAN NICOLÁS DE LOS GARZA,1985,CONTIGUA 1,603,203,108,8,15,,,5,,13,352
