MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PC,PSN,PAS,PD,VALIDOS,No Registrados,Nulos,Total,Comment
LERDO,753,C,41,103,6,0,1,0,0,0,1,152,0,6,158,
LERDO,754,B,66,173,43,3,9,0,0,1,2,297,0,0,297,
LERDO,754,C,75,155,50,3,7,0,0,0,1,291,0,0,291,
LERDO,755,B,42,88,46,4,1,0,0,0,3,184,0,5,189,
LERDO,755,C,41,84,32,4,1,0,0,0,2,164,0,0,164,
LERDO,756,B,68,105,11,0,10,0,0,0,17,211,0,2,213,
LERDO,756,C,45,146,6,1,8,0,0,0,11,217,0,5,222,
LERDO,757,B,30,71,9,11,56,0,0,0,22,199,0,8,207,
LERDO,757,C,32,99,19,8,38,0,0,0,31,227,0,0,227,
LERDO,758,B,30,24,2,2,23,0,0,0,2,83,0,0,83,
LERDO,758,X,60,26,2,1,22,0,0,0,0,111,0,2,113,
LERDO,759,B,63,26,2,0,1,0,0,0,1,93,0,25,118,
LERDO,760,B,75,76,26,1,7,0,0,0,1,186,0,3,189,
LERDO,760,C,106,87,20,1,2,0,0,0,1,217,3,2,222,
LERDO,761,B,158,140,6,0,5,0,0,0,5,314,0,3,317,
LERDO,761,C,198,124,6,1,1,0,0,0,1,331,0,0,331,
LERDO,762,B,120,157,5,0,2,0,0,0,5,289,0,4,293,
LERDO,763,B,81,103,9,0,1,0,0,0,0,194,0,4,198,
LERDO,763,X,35,37,1,0,0,0,0,0,25,98,0,3,101,
LERDO,763,C,62,112,8,0,2,0,0,0,0,184,0,26,210,
LERDO,764,B,46,116,3,3,5,0,0,0,0,173,0,0,173,
LERDO,764,C,39,101,3,2,7,0,0,0,1,153,0,3,156,
LERDO,765,B,47,62,1,2,1,0,0,0,9,122,0,1,123,
LERDO,766,B,5,8,2,1,0,0,0,0,16,32,0,2,34,
LERDO,767,B,141,44,9,0,5,0,0,0,5,204,0,0,204,
LERDO,768,B,38,17,0,2,6,0,0,0,2,65,0,0,65,
,,,,,,,,,,,,,,,,
MAPIMI,769,B,136,82,12,7,,,0,0,64,301,0,5,306,
MAPIMI,769,C,128,65,8,6,,,0,0,79,286,0,0,286,
MAPIMI,769,C,108,91,9,6,,,0,0,66,280,0,1,281,
MAPIMI,770,B,109,140,2,5,,,0,0,93,349,0,8,357,
MAPIMI,771,B,130,90,4,8,,,0,0,88,320,0,6,326,
MAPIMI,772,B,18,54,5,1,,,0,0,15,93,0,0,93,
MAPIMI,773,B,9,63,6,3,,,0,0,16,97,0,3,100,
MAPIMI,774,B,15,40,15,9,,,0,0,8,87,0,3,90,
MAPIMI,775,B,2,35,2,0,,,0,0,0,39,0,0,39,
MAPIMI,776,B,1,13,5,0,,,0,0,1,20,0,2,22,
MAPIMI,777,B,53,59,49,7,,,0,0,32,200,0,7,207,
MAPIMI,777,C,54,85,38,5,,,0,0,25,207,0,2,209,
MAPIMI,778,B,52,58,33,2,,,0,0,19,164,0,1,165,
MAPIMI,778,C,46,50,56,3,,,0,0,20,175,4,6,185,
MAPIMI,779,B,3,9,5,1,,,0,0,1,19,0,1,20,
MAPIMI,780,B,18,17,125,3,,,0,0,11,174,0,2,176,
MAPIMI,780,X,16,34,4,3,,,0,0,24,81,0,3,84,
MAPIMI,781,B,10,22,2,3,,,0,0,59,96,0,1,97,
MAPIMI,782,B,2,2,3,0,,,0,0,38,45,0,0,45,
MAPIMI,782,X,5,12,4,1,,,0,0,55,77,0,10,87,
MAPIMI,783,B,5,53,7,1,,,0,0,50,116,0,7,123,
MAPIMI,784,B,8,3,15,2,,,0,0,0,28,0,0,28,
MAPIMI,785,B,89,110,22,8,,,0,0,29,258,0,7,265,
MAPIMI,786,B,86,113,34,40,,,0,0,75,348,0,6,354,
MAPIMI,787,B,54,97,15,23,,,0,0,33,222,0,0,222,
MAPIMI,788,B,134,168,32,26,,,0,0,28,388,0,7,395,
MAPIMI,788,C,148,163,17,19,,,,0,34,381,0,10,391,
MAPIMI,789,B,71,91,25,5,0,0,0,0,40,232,0,4,236,
MAPIMI,789,C,82,67,24,9,0,0,0,0,55,237,0,3,240,
MAPIMI,790,B,43,106,65,6,0,0,0,0,107,327,0,7,334,
MAPIMI,791,B,64,123,38,16,0,0,0,0,45,286,0,2,288,
MAPIMI,792,B,63,121,5,14,0,0,0,0,12,215,0,9,224,
MAPIMI,792,X,13,87,0,45,0,0,0,0,58,203,0,10,213,
MAPIMI,793,B,72,84,27,7,0,0,0,0,21,211,4,3,218,
MAPIMI,794,B,21,48,1,3,0,0,0,0,25,98,0,1,99,
MAPIMI,795,B,18,46,0,0,0,0,0,0,20,84,0,0,84,
,,,,,,,,,,,,,,,,
MEZQUITAL,796,B,168,158,0,9,0,0,0,1,3,339,0,7,346,
MEZQUITAL,797,B,163,133,0,10,0,0,0,0,0,306,0,8,314,
MEZQUITAL,798,B,57,82,5,8,0,0,0,0,2,154,0,3,157,
MEZQUITAL,799,B,85,57,0,9,0,0,0,0,0,151,0,4,155,
MEZQUITAL,800,B,64,275,0,2,0,0,0,0,0,341,0,10,351,
MEZQUITAL,801,B,23,36,0,1,0,0,0,0,1,61,0,4,65,
MEZQUITAL,802,B,7,41,0,0,0,0,0,0,0,48,0,2,50,
MEZQUITAL,803,B,59,80,0,3,0,0,0,1,0,143,0,4,147,
MEZQUITAL,804,B,3,68,0,0,0,0,0,0,0,71,0,1,72,
MEZQUITAL,805,B,12,59,0,5,0,0,0,1,3,80,0,10,90,
MEZQUITAL,806,B,62,57,0,1,0,0,0,0,1,121,0,3,124,
MEZQUITAL,807,B,17,89,0,2,0,0,0,1,1,110,0,3,113,
MEZQUITAL,808,B,43,192,19,10,0,0,0,3,0,267,0,20,287,
MEZQUITAL,809,B,63,116,5,8,0,0,0,0,1,193,0,16,209,
MEZQUITAL,809,X,39,136,0,2,0,0,0,2,1,180,0,8,188,
MEZQUITAL,810,B,175,64,2,6,0,0,0,3,7,257,0,40,297,
MEZQUITAL,811,X,101,97,5,5,0,0,0,4,2,214,0,30,244,
MEZQUITAL,811,B,73,283,4,3,3,0,0,2,3,371,0,30,401,
MEZQUITAL,812,B,12,109,0,0,0,0,0,0,0,121,0,13,134,
MEZQUITAL,813,B,27,129,0,5,0,0,0,0,1,162,0,8,170,
MEZQUITAL,814,B,14,110,18,5,0,0,0,0,2,149,4,8,161,
MEZQUITAL,815,B,4,57,0,2,0,0,0,0,0,63,0,6,69,
MEZQUITAL,816,B,97,250,5,5,0,0,0,1,7,365,0,25,390,
MEZQUITAL,817,B,36,108,3,45,0,0,0,2,1,195,0,56,251,
MEZQUITAL,819,B,9,14,0,0,0,0,0,0,0,23,0,2,25,
MEZQUITAL,820,B,39,41,0,3,0,0,0,0,0,83,0,7,90,
MEZQUITAL,820,X,19,64,12,0,0,0,0,1,0,96,0,1,97,
MEZQUITAL,821,B,65,129,32,11,0,0,0,5,3,245,0,22,267,
MEZQUITAL,821,C,80,145,31,5,0,0,0,6,3,270,0,21,291,
MEZQUITAL,822,B,151,278,11,18,0,0,0,5,1,464,0,41,505,
MEZQUITAL,823,B,14,82,58,23,0,0,0,2,2,181,0,29,210,
MEZQUITAL,824,B,57,24,0,2,0,0,0,0,0,83,0,6,89,
MEZQUITAL,825,B,138,81,1,3,0,0,0,1,0,224,0,93,317,
MEZQUITAL,826,B,168,59,1,11,0,0,0,0,1,240,0,0,240,
MEZQUITAL,826,C,153,65,1,8,0,0,0,0,2,229,0,7,236,
MEZQUITAL,827,B,93,119,2,136,0,0,0,1,2,353,0,14,367,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAZAS,828,B,271,119,7,11,0,0,0,2,1,411,0,6,417,
NAZAS,829,B,217,95,22,10,1,0,0,4,1,350,0,4,354,ANULADA POR EL TRIBUNAL ESTATAL ELECTORAL
NAZAS,830,B,222,71,31,4,0,0,0,2,0,330,0,0,330,
NAZAS,831,X,73,89,5,1,0,0,0,0,1,169,0,0,169,
NAZAS,831,B,158,58,16,2,0,0,0,3,0,237,0,6,243,
NAZAS,832,B,48,102,6,7,1,0,0,0,1,165,0,0,165,
NAZAS,833,B,138,164,18,13,0,0,0,0,6,339,0,7,346,
NAZAS,834,B,135,141,29,9,0,0,0,0,3,317,0,7,324,
NAZAS,835,B,62,135,17,6,2,0,0,0,11,233,3,9,245,
NAZAS,836,B,54,92,60,4,2,0,0,0,2,214,0,14,228,
NAZAS,837,B,92,152,20,2,11,0,0,1,0,278,1,4,283,
NAZAS,838,B,77,112,4,4,16,0,0,0,5,218,0,4,222,
NAZAS,839,B,52,228,23,4,0,0,0,0,1,308,0,0,308,
NAZAS,839,C,55,211,28,3,0,0,0,0,1,298,0,3,301,
NAZAS,840,B,16,102,2,39,0,0,0,1,0,160,0,5,165,
NAZAS,840,X,44,68,3,28,0,0,0,1,1,145,5,2,152,
NAZAS,841,B,69,46,6,2,0,0,0,0,0,123,0,0,123,
NAZAS,842,B,71,105,34,0,0,0,0,1,1,212,0,5,217,
NAZAS,843,B,17,35,9,3,0,0,0,0,0,64,0,2,66,
NAZAS,844,B,94,52,9,7,0,0,0,1,0,163,0,4,167,
,,,,,,,,,,,,,,,,
NOMBRE DE DIOS,845,B,36,64,7,98,0,0,0,2,7,214,,6,220,
NOMBRE DE DIOS,845,C,54,64,11,93,0,0,0,0,5,227,0,12,239,
NOMBRE DE DIOS,846,B,89,57,8,154,0,0,0,13,5,326,0,9,335,
NOMBRE DE DIOS,846,C,62,69,4,184,0,0,0,3,16,338,1,11,350,
NOMBRE DE DIOS,847,B,66,44,1,105,0,0,0,0,8,224,3,6,233,
NOMBRE DE DIOS,847,C,77,42,1,110,0,0,0,3,7,240,0,5,245,
NOMBRE DE DIOS,848,B,121,118,0,73,0,0,0,0,12,324,0,0,324,
NOMBRE DE DIOS,849,B,117,58,5,106,0,0,0,0,7,293,0,12,305,
NOMBRE DE DIOS,850,C,100,50,5,86,0,0,0,0,19,260,0,8,268,
NOMBRE DE DIOS,850,B,103,57,6,95,0,0,0,0,4,265,0,0,265,
NOMBRE DE DIOS,851,B,154,75,12,158,0,0,0,1,14,414,0,10,424,
NOMBRE DE DIOS,852,B,34,29,3,27,0,0,0,0,0,93,0,3,96,
NOMBRE DE DIOS,853,B,29,18,2,43,0,0,0,0,0,92,0,0,92,
NOMBRE DE DIOS,854,B,49,32,2,104,0,0,0,0,0,187,0,2,189,
NOMBRE DE DIOS,855,B,155,47,2,63,0,0,0,1,9,277,3,13,293,
NOMBRE DE DIOS,856,B,42,36,5,155,0,0,0,0,1,239,,19,258,
NOMBRE DE DIOS,857,B,49,90,2,154,0,0,0,4,4,303,,8,311,
NOMBRE DE DIOS,857,C,50,102,1,120,0,0,0,4,2,279,0,9,288,
NOMBRE DE DIOS,858,B,20,26,0,4,0,0,0,0,0,50,0,1,51,
NOMBRE DE DIOS,859,B,25,11,0,8,0,0,0,0,0,44,0,1,45,
NOMBRE DE DIOS,860,B,133,58,3,158,0,0,0,0,30,382,0,10,392,
NOMBRE DE DIOS,861,B,112,75,1,47,0,0,0,1,1,237,0,5,242,
NOMBRE DE DIOS,861,C,120,40,2,57,0,0,0,0,2,221,0,9,230,
NOMBRE DE DIOS,862,B,36,50,0,12,0,0,0,0,5,103,0,4,107,
NOMBRE DE DIOS,863,B,76,91,1,58,0,0,0,1,57,284,0,10,294,
NOMBRE DE DIOS,864,B,52,29,2,66,0,0,0,0,58,207,,3,210,
NOMBRE DE DIOS,865,B,78,22,1,44,0,0,0,0,1,146,,7,153,
,,,,,,,,,,,,,,,,
NUEVO IDEAL,866,B,121,127,0,4,0,,0,,0,252,0,5,257,
NUEVO IDEAL,866,C,119,136,0,5,0,0,0,0,0,260,0,5,265,
NUEVO IDEAL,867,B,143,134,0,6,0,0,0,0,0,283,1,2,286,
NUEVO IDEAL,868,B,153,130,0,12,0,0,0,0,1,296,0,4,300,
NUEVO IDEAL,868,C,159,109,0,7,0,0,0,0,0,275,0,4,279,
NUEVO IDEAL,868,C,184,155,0,5,0,0,0,0,0,344,0,0,344,
NUEVO IDEAL,869,B,197,116,0,13,0,0,0,0,1,327,0,4,331,
NUEVO IDEAL,870,B,117,91,0,14,0,0,0,0,0,222,0,5,227,
NUEVO IDEAL,870,C,109,79,0,29,0,0,0,0,0,217,0,8,225,
NUEVO IDEAL,871,B,151,111,0,11,0,0,0,0,0,273,0,1,274,
NUEVO IDEAL,872,B,101,120,0,9,0,0,0,2,0,232,0,1,233,
NUEVO IDEAL,873,B,55,65,0,1,0,0,0,1,0,122,0,2,124,
NUEVO IDEAL,874,B,113,159,0,2,0,0,0,3,0,277,0,10,287,
NUEVO IDEAL,875,B,137,132,0,4,0,0,0,0,0,273,0,6,279,
NUEVO IDEAL,876,B,60,77,0,4,0,0,0,0,0,141,0,3,144,
NUEVO IDEAL,877,B,71,102,0,2,0,0,0,0,1,176,1,5,182,
NUEVO IDEAL,878,B,42,79,0,1,0,0,0,0,1,123,0,5,128,
NUEVO IDEAL,879,B,113,154,0,6,0,0,0,1,0,274,0,5,279,
NUEVO IDEAL,880,B,142,56,0,4,0,0,0,0,0,202,0,4,206,
NUEVO IDEAL,881,B,245,136,0,10,0,0,0,0,0,391,0,9,400,
NUEVO IDEAL,882,B,142,134,0,4,0,0,0,1,1,282,0,6,288,
NUEVO IDEAL,883,B,75,25,0,0,0,0,0,0,1,101,0,2,103,
NUEVO IDEAL,884,B,94,51,0,1,0,0,0,3,0,149,0,1,150,
NUEVO IDEAL,885,B,40,91,0,1,0,0,0,0,0,132,0,1,133,
NUEVO IDEAL,886,B,122,63,0,0,0,0,0,0,0,185,0,5,190,
NUEVO IDEAL,887,B,113,79,0,3,0,0,0,0,0,195,0,2,197,
NUEVO IDEAL,888,B,89,28,2,0,0,0,0,0,0,119,0,1,120,
NUEVO IDEAL,888,C,103,50,0,2,0,0,0,0,0,155,0,0,155,
NUEVO IDEAL,889,B,104,57,0,3,0,0,0,0,0,164,0,3,167,
NUEVO IDEAL,890,B,146,107,0,6,0,0,0,1,0,260,0,4,264,
NUEVO IDEAL,891,B,148,113,0,1,0,0,0,0,0,262,0,4,266,
NUEVO IDEAL,891,C,103,129,0,4,0,0,0,0,0,236,0,5,241,
NUEVO IDEAL,892,B,17,32,0,1,0,0,0,0,0,50,0,2,52,
NUEVO IDEAL,893,B,40,40,0,2,0,0,0,0,0,82,0,5,87,
NUEVO IDEAL,894,B,106,152,0,6,0,0,0,0,0,264,0,7,271,
,,,,,,,,,,,,,,,,
OCAMPO,895,B,35,153,6,2,86,0,0,0,13,295,0,7,302,
OCAMPO,895,C,36,112,3,1,106,0,0,0,11,269,0,15,284,
OCAMPO,896,B,15,31,1,0,3,0,0,0,18,68,0,4,72,
OCAMPO,897,B,62,60,0,0,0,0,0,0,23,145,0,1,146,
OCAMPO,898,B,47,58,1,1,7,0,0,0,6,120,0,8,128,
OCAMPO,899,B,96,88,2,0,6,0,0,0,16,208,0,7,215,
OCAMPO,900,B,18,29,0,1,13,0,0,0,2,63,0,5,68,
OCAMPO,901,B,1,47,0,1,3,0,0,0,28,80,0,10,90,
OCAMPO,902,B,62,191,2,4,46,0,0,0,7,312,0,7,319,
OCAMPO,903,B,6,30,2,4,12,0,0,0,12,66,0,5,71,
OCAMPO,904,B,5,56,0,0,78,0,0,0,9,148,0,5,153,
OCAMPO,905,B,19,21,3,0,17,0,0,0,27,87,0,0,87,
OCAMPO,906,B,107,51,7,5,24,0,0,0,114,308,0,5,313,
OCAMPO,907,B,119,58,21,7,16,0,0,0,98,319,0,14,333,
OCAMPO,908,B,128,56,19,3,12,0,0,0,127,345,0,6,351,
OCAMPO,909,B,71,53,7,1,24,0,0,0,163,319,0,5,324,
OCAMPO,910,B,86,68,6,1,10,0,0,0,246,417,0,13,430,
OCAMPO,911,B,205,44,8,0,56,0,0,0,81,394,0,8,402,
OCAMPO,912,B,19,53,0,2,12,0,0,0,27,113,0,1,114,
OCAMPO,913,B,18,87,2,3,21,0,0,0,56,187,0,5,192,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
EL ORO,914,B,81,77,9,3,,0,0,0,51,221,0,7,228,
EL ORO,915,B,130,180,14,2,0,0,0,0,78,404,0,12,416,
EL ORO,916,B,117,134,10,3,0,0,0,0,42,306,0,15,321,
EL ORO,916,C,126,136,4,1,0,0,0,0,46,313,6,6,325,
EL ORO,917,B,106,144,4,3,0,0,0,0,72,329,0,10,339,
EL ORO,917,C,110,122,4,3,0,0,0,0,76,315,0,7,322,
EL ORO,918,B,54,8,2,0,0,0,0,0,5,69,0,2,71,
EL ORO,919,B,56,46,2,2,0,0,0,0,15,121,0,2,123,
EL ORO,920,B,29,11,0,0,0,0,0,0,1,41,0,0,41,
EL ORO,921,B,40,12,1,1,0,0,0,0,2,56,0,5,61,
EL ORO,922,B,21,30,0,0,0,0,0,0,1,52,0,0,52,
EL ORO,923,B,23,35,2,3,0,0,0,0,37,100,0,2,102,
EL ORO,924,B,23,49,1,0,0,0,0,0,3,76,0,3,79,
EL ORO,925,B,13,9,0,1,0,0,0,0,2,25,0,1,26,
EL ORO,926,B,30,6,0,1,0,0,0,0,5,42,0,0,42,
EL ORO,927,B,27,12,0,0,0,0,0,0,9,48,0,3,51,
EL ORO,928,B,56,33,1,1,0,0,0,0,1,92,0,2,94,
EL ORO,929,B,8,39,1,0,0,0,0,0,2,50,0,2,52,
EL ORO,930,B,25,12,0,0,0,0,0,0,19,56,0,1,57,
EL ORO,931,B,4,2,0,0,0,0,0,0,59,65,0,2,67,
EL ORO,932,B,20,18,1,3,0,0,0,0,18,60,,6,66,
EL ORO,933,B,111,18,10,2,0,0,0,0,6,147,,5,152,
EL ORO,934,B,68,65,0,0,0,0,0,0,5,138,0,2,140,
EL ORO,935,B,12,48,0,3,0,0,0,0,74,137,0,12,149,
EL ORO,936,B,56,41,1,1,0,0,0,0,15,114,0,1,115,
EL ORO,937,B,248,57,2,3,0,0,0,0,58,368,0,0,368,
EL ORO,938,B,15,11,1,0,,,,,32,59,0,2,61,
EL ORO,939,B,32,80,1,3,0,0,0,0,60,176,0,10,186,
EL ORO,940,B,16,50,0,2,0,0,0,0,63,131,0,8,139,
EL ORO,941,B,21,26,0,0,0,0,0,0,4,51,0,0,51,
EL ORO,942,B,72,23,2,2,0,0,0,0,40,139,0,10,149,
EL ORO,943,B,71,46,0,2,0,0,0,0,21,140,4,6,150,
EL ORO,944,B,1,29,0,0,0,0,0,0,7,37,4,0,41,
EL ORO,945,B,3,71,0,0,0,0,0,0,3,77,0,3,80,
EL ORO,946,B,103,70,0,0,0,0,0,0,26,199,0,4,203,
,,,,,,,,,,,,,,,,
OTAEZ,947,B,100,259,2,0,0,0,0,0,0,361,0,5,366,
OTAEZ,948,B,98,96,1,0,0,0,0,0,0,195,0,0,195,
OTAEZ,949,B,49,40,10,0,0,0,0,0,0,99,0,0,99,
OTAEZ,950,B,56,56,0,0,0,0,0,0,0,112,0,7,119,
OTAEZ,951,B,2,44,0,0,0,0,0,0,0,46,0,0,46,
OTAEZ,951,X,21,55,0,0,0,0,0,0,0,76,0,0,76,
OTAEZ,952,B,50,36,0,0,0,0,0,0,0,86,0,5,91,
OTAEZ,953,B,29,63,0,0,0,0,0,0,0,92,0,5,97,
OTAEZ,954,B,82,100,2,0,0,0,0,0,0,184,0,1,185,
OTAEZ,955,B,80,71,0,0,0,0,0,0,0,151,0,0,151,
OTAEZ,956,B,32,53,0,0,0,0,0,0,0,85,0,0,85,
OTAEZ,957,B,17,37,0,0,0,0,0,0,0,54,0,0,54,
OTAEZ,958,B,31,22,0,0,0,0,0,0,0,53,0,0,53,
OTAEZ,959,B,32,63,1,0,0,0,0,0,0,96,0,2,98,
OTAEZ,959,X,10,39,0,0,0,0,0,0,0,49,0,0,49,
OTAEZ,960,B,40,15,0,0,0,0,0,0,0,55,0,0,55,
,,,,,,,,,,,,,,,,
PANUCO DE CORONADO,961,B,76,99,5,28,0,0,0,0,30,238,0,2,240,
PANUCO DE CORONADO,961,C,49,107,12,31,0,0,0,0,34,233,1,5,239,
PANUCO DE CORONADO,962,B,165,135,12,56,0,0,0,0,47,415,0,18,433,
PANUCO DE CORONADO,963,B,69,112,9,23,0,0,0,0,47,260,0,5,265,
PANUCO DE CORONADO,963,C,48,136,12,24,0,0,0,0,56,276,0,1,277,
PANUCO DE CORONADO,964,B,21,108,20,43,0,0,0,0,84,276,0,8,284,
PANUCO DE CORONADO,964,X .,3,25,3,9,0,0,0,0,28,68,0,0,68,
PANUCO DE CORONADO,965,B,33,77,5,63,0,0,0,0,91,269,0,3,272,
PANUCO DE CORONADO,965,X,9,16,1,7,0,0,0,0,14,47,0,1,48,
PANUCO DE CORONADO,966,B,56,78,2,5,0,0,0,0,6,147,0,3,150,
PANUCO DE CORONADO,967,C,56,144,2,6,0,0,0,0,3,211,0,3,214,
PANUCO DE CORONADO,967,B,66,131,0,8,0,0,0,0,2,207,0,7,214,
PANUCO DE CORONADO,968,B,17,109,2,45,0,0,0,0,45,218,0,6,224,
PANUCO DE CORONADO,968,X,10,36,2,6,0,0,0,0,2,56,4,1,61,
PANUCO DE CORONADO,969,B,71,99,2,41,0,0,0,0,34,247,0,12,259,
PANUCO DE CORONADO,970,B,44,40,1,8,0,0,0,0,24,117,0,11,128,
PANUCO DE CORONADO,971,B,142,140,3,45,0,0,0,0,23,353,0,4,357,
PANUCO DE CORONADO,972,B,42,82,1,6,0,0,0,0,55,186,0,1,187,
PANUCO DE CORONADO,972,C,47,76,3,14,0,0,0,0,53,193,0,7,200,
PANUCO DE CORONADO,973,B,57,105,5,34,0,0,0,0,14,215,0,13,228,
PANUCO DE CORONADO,974,B,4,88,2,25,0,0,0,0,36,155,0,21,176,
PANUCO DE CORONADO,975,B,4,89,2,34,0,0,0,0,37,166,0,0,166,
PANUCO DE CORONADO,976,B,0,44,1,25,0,0,0,0,31,101,0,1,102,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
PENON BLANCO,977,B,102,159,242,1,0,0,0,0,8,512,0,0,512,
PENON BLANCO,978,B,90,104,197,3,0,0,0,0,14,408,0,2,410,
PENON BLANCO,979,B,72,159,196,2,0,0,0,0,11,440,0,8,448,
PENON BLANCO,980,B,18,197,173,1,0,0,0,0,3,392,0,8,400,
PENON BLANCO,980,C,30,170,190,3,0,0,0,0,7,400,0,4,404,
PENON BLANCO,981,B,21,36,12,1,0,0,0,0,16,86,0,0,86,
PENON BLANCO,982,B,12,28,28,3,0,0,0,0,9,80,0,6,86,
PENON BLANCO,983,B,7,58,103,7,0,0,0,0,19,194,4,1,199,
PENON BLANCO,985,B,6,88,125,2,0,0,0,0,20,241,0,0,241,
PENON BLANCO,986,B,28,98,117,1,0,0,0,0,7,251,0,7,258,
PENON BLANCO,987,B,4,18,39,1,0,0,0,0,15,77,0,5,82,
PENON BLANCO,988,B,5,14,61,1,0,0,0,0,1,82,0,3,85,
PENON BLANCO,989,B,11,82,23,7,0,0,0,0,179,302,0,13,315,
PENON BLANCO,990,B,20,84,62,11,0,0,0,0,159,336,0,9,345,
PENON BLANCO,991,B,102,82,35,3,0,0,0,0,48,270,0,7,277,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
POANAS,992,B,120,55,9,81,0,0,0,0,2,267,0,5,272,
POANAS,992,C,104,67,21,62,0,0,0,1,1,256,0,5,261,
POANAS,993,B,144,143,25,147,0,0,0,0,4,463,0,13,476,
POANAS,993,C,185,156,27,118,0,0,0,0,8,494,0,7,501,
POANAS,994,B,121,102,47,108,0,0,0,1,16,395,0,7,402,
POANAS,994,C,121,96,42,88,0,0,0,1,20,368,0,14,382,
POANAS,995,B,120,90,25,98,0,0,3,0,0,336,0,8,344,
POANAS,995,C,163,82,28,80,0,0,0,0,0,353,0,6,359,
POANAS,995,C,147,72,23,73,0,0,0,1,1,317,0,2,319,
POANAS,996,B,91,109,22,74,0,0,0,0,0,296,0,5,301,
POANAS,996,C,100,104,23,75,0,0,0,0,2,304,0,4,308,
POANAS,997,B,141,68,45,121,0,0,0,0,2,377,4,5,386,
POANAS,998,B,5,117,7,80,0,0,0,0,0,209,0,1,210,
POANAS,999,B,34,101,12,103,0,0,0,0,0,250,0,5,255,
POANAS,1000,B,61,52,22,110,0,0,0,0,2,247,0,7,254,
POANAS,1000,C,33,75,20,117,0,0,0,0,1,246,0,6,252,
POANAS,1001,B,68,135,42,97,0,0,0,0,2,344,0,9,353,
POANAS,1002,B,64,75,41,86,0,0,0,1,1,268,0,9,277,
POANAS,1003,B,15,76,11,344,0,0,0,0,0,446,0,3,449,
POANAS,1004,B,37,106,14,192,0,0,0,0,2,351,0,9,360,
POANAS,1005,B,34,54,7,99,0,0,0,0,1,195,0,7,202,
POANAS,1005,C,25,48,12,114,0,0,0,0,0,199,0,3,202,
POANAS,1006,B,29,95,16,170,0,0,0,5,1,316,0,0,316,
POANAS,1007,B,19,57,94,78,0,0,0,1,0,249,0,5,254,
POANAS,1008,B,43,134,58,61,0,0,0,0,3,299,0,3,302,
POANAS,1009,B,46,95,30,108,0,0,0,0,1,280,0,3,283,
POANAS,1010,B,49,59,45,110,0,0,0,0,2,265,0,5,270,
POANAS,1010,C,38,86,39,92,0,0,0,0,0,255,0,0,255,
POANAS,1011,B,61,10,21,20,0,0,0,0,1,113,0,0,113,
POANAS,1012,B,68,52,14,73,0,0,0,0,0,207,0,4,211,
POANAS,1013,B,90,33,138,45,0,0,0,0,6,312,0,7,319,
POANAS,1014,B,53,37,63,35,0,0,0,0,7,195,0,3,198,
POANAS,1014,C,52,10,57,40,0,0,0,1,2,162,0,0,162,
,,,,,,,,,,,,,,,,
PUEBLO NUEVO,1015,B,80,110,0,13,7,0,0,0,0,210,0,2,212,
PUEBLO NUEVO,1015,C,72,111,3,19,8,0,0,0,0,213,0,4,217,
PUEBLO NUEVO,1016,B,40,86,1,16,5,0,0,0,0,148,0,5,153,
PUEBLO NUEVO,1016,C,60,101,2,19,4,0,0,0,0,186,0,3,189,
PUEBLO NUEVO,1017,B,104,149,1,19,1,0,0,0,0,274,0,0,274,
PUEBLO NUEVO,1017,C,94,154,1,15,7,0,0,0,1,272,0,5,277,
PUEBLO NUEVO,1018,B,170,175,3,7,12,0,0,0,2,369,0,0,369,
PUEBLO NUEVO,1018,C,170,153,1,16,8,0,0,0,1,349,2,0,351,
PUEBLO NUEVO,1019,B,114,150,0,28,5,0,0,0,0,297,0,5,302,
PUEBLO NUEVO,1019,C,113,136,1,16,8,0,0,0,1,275,0,9,284,
PUEBLO NUEVO,1019,C,113,144,1,23,5,0,0,0,0,286,0,0,286,
PUEBLO NUEVO,1020,B,102,101,2,8,17,0,0,0,0,230,0,0,230,
PUEBLO NUEVO,1020,C,84,100,3,5,25,0,0,0,0,217,0,1,218,
PUEBLO NUEVO,1021,B,148,202,0,27,13,0,0,0,1,391,0,4,395,
PUEBLO NUEVO,1022,B,113,122,2,3,3,0,0,0,3,246,0,4,250,
PUEBLO NUEVO,1022,C,125,118,1,8,4,0,0,0,1,257,3,5,265,
PUEBLO NUEVO,1023,B,125,186,2,18,8,0,0,0,1,340,0,5,345,
PUEBLO NUEVO,1023,C,139,167,2,30,10,0,0,0,0,348,0,6,354,
PUEBLO NUEVO,1024,B,103,170,0,33,10,0,0,0,0,316,0,4,320,
PUEBLO NUEVO,1024,C,106,166,0,23,8,0,0,0,0,303,0,8,311,
PUEBLO NUEVO,1025,B,6,152,0,6,2,0,0,0,0,166,0,8,174,
PUEBLO NUEVO,1026,B,13,64,0,2,0,0,0,0,0,79,0,1,80,
PUEBLO NUEVO,1027,B,94,152,0,5,0,0,0,0,0,251,0,5,256,
PUEBLO NUEVO,1028,B,48,131,0,13,1,0,0,0,0,193,0,2,195,
