Municpio,Seccion,PAN,PRI,PRD,PFCRN,PT,PVEM,PRS,PPBC,Otros,Nulos
TIJUANA,962,144,190,24,0,19,0,0,0,0,0
TIJUANA,963,188,106,22,2,9,0,0,0,0,10
TIJUANA,964,279,254,21,3,13,0,5,0,0,15
TIJUANA,965,266,217,18,2,21,0,2,0,0,21
TIJUANA,966,729,611,117,14,68,10,7,1,0,33
TIJUANA,967,202,151,20,9,13,0,0,0,0,7
TIJUANA,968,165,127,6,1,17,0,1,0,0,7
TIJUANA,969,255,235,13,6,12,0,1,0,0,17
TIJUANA,970,160,223,10,2,19,0,2,0,0,10
TIJUANA,971,242,259,17,4,41,0,0,0,0,15
TIJUANA,972,148,222,33,4,20,0,2,0,0,16
TIJUANA,973,240,258,24,4,33,0,2,0,0,13
TIJUANA,974,209,181,8,5,20,0,0,0,0,8
TIJUANA,975,238,213,70,5,20,0,1,0,0,17
TIJUANA,976,171,130,67,3,12,0,0,0,0,3
TIJUANA,977,195,158,29,2,12,0,1,0,0,14
TIJUANA,978,210,200,48,4,11,0,0,0,0,4
TIJUANA,979,180,222,27,4,37,0,0,0,0,9
TIJUANA,980,188,210,35,1,66,1,0,0,0,14
TIJUANA,981,127,141,14,1,32,1,0,0,0,7
TIJUANA,982,197,157,15,3,16,0,4,0,0,0
TIJUANA,983,305,183,42,1,11,0,1,0,0,24
TIJUANA,984,132,138,20,2,15,0,0,0,0,5
TIJUANA,985,154,192,15,3,20,0,1,0,0,14
TIJUANA,986,175,191,20,5,13,0,0,0,0,6
TIJUANA,987,183,201,18,2,23,0,0,0,0,6
TIJUANA,988,306,210,20,5,12,0,2,0,0,15
TIJUANA,989,125,181,23,2,11,0,3,0,0,8
TIJUANA,990,150,194,15,0,7,0,0,0,0,12
TIJUANA,991,398,193,19,4,7,0,2,0,0,5
TIJUANA,992,369,202,20,1,5,0,2,0,0,13
TIJUANA,993,409,210,11,8,14,0,3,0,0,12
TIJUANA,994,988,596,41,7,43,0,3,0,0,36
TIJUANA,995,538,286,12,5,22,0,4,0,0,19
TIJUANA,996,477,212,16,6,16,0,1,0,0,13
TIJUANA,997,484,227,13,5,27,0,3,0,0,14
TIJUANA,998,220,124,10,5,8,0,0,0,0,5
TIJUANA,999,417,259,15,4,18,0,1,0,0,10
TIJUANA,1000,581,271,32,8,18,0,4,0,0,241
TIJUANA,1001,358,179,11,2,11,0,1,0,0,6
TIJUANA,1002,296,185,27,0,13,0,2,0,0,6
TIJUANA,1003,384,235,19,2,15,0,2,0,0,21
TIJUANA,1004,233,199,14,5,14,0,1,0,0,14
TIJUANA,1005,591,372,34,4,26,0,5,0,0,24
TIJUANA,1006,736,408,30,30,63,0,1,0,0,28
TIJUANA,1007,1266,698,59,16,201,2,3,0,0,45
TIJUANA,1008,1166,570,41,8,43,0,4,0,0,8
TIJUANA,1009,528,242,30,6,13,0,1,0,0,3
TIJUANA,1010,617,269,23,1,10,0,2,0,0,14
TIJUANA,1011,311,330,19,0,30,0,0,0,0,23
TIJUANA,1012,139,199,20,3,15,0,0,0,0,7
TIJUANA,1013,189,113,8,3,10,0,0,0,0,4
TIJUANA,1014,208,104,8,2,10,0,0,0,0,5
TIJUANA,1015,141,92,13,0,5,0,0,0,0,2
TIJUANA,1016,172,114,10,0,9,0,1,0,0,6
TIJUANA,1017,142,106,10,0,10,0,1,0,0,6
TIJUANA,1018,287,191,20,5,30,0,0,0,0,7
TIJUANA,1019,113,81,12,1,6,0,1,0,0,6
TIJUANA,1020,171,107,8,1,15,0,0,0,0,9
TIJUANA,1021,271,312,45,8,21,6,6,3,0,24
TIJUANA,1022,205,255,59,7,11,0,0,0,0,17
TIJUANA,1023,200,203,25,1,11,0,1,0,1,17
TIJUANA,1024,184,172,8,4,9,0,1,0,0,8
TIJUANA,1025,263,175,36,1,21,0,0,0,0,12
TIJUANA,1026,303,295,60,7,25,1,2,0,0,16
TIJUANA,1027,388,470,39,5,22,0,1,0,0,24
TIJUANA,1028,194,130,11,0,11,0,0,0,0,0
TIJUANA,1029,120,185,15,0,13,0,1,0,0,9
TIJUANA,1030,160,139,15,1,16,0,3,0,0,8
TIJUANA,1031,410,404,39,88,117,1,2,0,0,19
TIJUANA,1032,77,86,4,0,3,0,2,0,0,0
TIJUANA,1033,185,90,8,0,4,0,0,0,0,17
TIJUANA,1034,140,185,16,6,14,0,3,0,0,12
TIJUANA,1035,144,188,30,0,14,0,0,0,0,10
TIJUANA,1036,159,230,57,6,24,0,1,0,0,22
TIJUANA,1037,157,221,64,4,18,0,1,0,0,21
TIJUANA,1038,275,408,38,2,11,0,3,0,0,17
TIJUANA,1039,40,46,3,0,1,0,2,0,0,1
TIJUANA,1040,35,21,3,1,0,0,2,0,0,0
TIJUANA,1041,102,40,5,5,2,0,0,0,0,3
ENSENADA,1042,145,117,9,2,2,3,0,7,0,0
ENSENADA,1043,349,186,24,0,1,4,0,10,0,7
ENSENADA,1044,129,234,12,6,5,4,0,8,0,18
ENSENADA,1045,319,528,41,21,15,13,0,6,0,35
ENSENADA,1046,162,119,17,7,3,4,1,2,0,5
ENSENADA,1047,70,152,4,5,1,1,0,4,0,7
ENSENADA,1048,106,166,12,4,3,2,2,2,0,11
ENSENADA,1049,153,139,12,15,1,4,0,6,0,6
ENSENADA,1050,223,171,23,2,7,7,2,5,0,7
ENSENADA,1051,417,368,27,20,19,5,0,16,0,17
ENSENADA,1052,309,279,19,8,11,4,2,6,0,26
ENSENADA,1053,238,201,24,15,3,6,0,9,0,23
ENSENADA,1054,220,186,26,8,17,5,0,7,0,7
ENSENADA,1055,171,274,143,5,4,3,3,5,0,13
ENSENADA,1056,281,318,45,9,11,4,1,3,0,2
ENSENADA,1057,227,335,41,19,8,5,7,30,0,12
ENSENADA,1058,289,304,43,22,9,13,3,14,0,18
ENSENADA,1059,668,486,49,18,13,11,1,24,0,16
ENSENADA,1060,366,212,22,8,4,10,1,11,0,11
ENSENADA,1061,250,161,28,2,2,5,1,9,0,3
ENSENADA,1062,177,116,19,7,5,4,0,8,0,8
ENSENADA,1063,279,243,32,10,2,4,0,26,1,8
ENSENADA,1064,442,267,37,2,5,8,3,11,0,5
ENSENADA,1065,333,315,27,11,5,8,0,8,0,20
ENSENADA,1066,293,206,19,0,6,7,1,15,0,17
ENSENADA,1067,231,157,12,0,7,2,1,31,0,8
ENSENADA,1068,343,290,21,4,4,4,1,9,0,13
ENSENADA,1069,129,146,12,2,2,3,0,8,0,4
ENSENADA,1070,207,155,22,8,5,3,0,16,0,4
ENSENADA,1071,185,259,21,9,5,2,0,7,0,24
ENSENADA,1072,110,181,19,10,3,4,2,3,0,11
ENSENADA,1073,234,314,49,16,15,8,1,7,0,20
ENSENADA,1074,235,299,40,18,6,8,2,11,0,20
ENSENADA,1075,193,217,12,7,5,4,1,0,0,13
ENSENADA,1076,35,113,66,4,0,2,0,2,0,10
ENSENADA,1077,79,172,64,7,7,7,1,3,0,5
ENSENADA,1078,55,122,87,11,4,2,6,2,0,3
ENSENADA,1079,157,337,33,11,11,3,1,2,0,31
ENSENADA,1080,261,285,58,11,7,10,2,7,0,16
ENSENADA,1081,190,302,43,12,4,14,3,3,0,13
ENSENADA,1082,317,178,19,9,6,2,0,10,0,16
ENSENADA,1083,265,185,16,5,5,5,1,1,0,2
ENSENADA,1084,258,298,20,4,11,4,0,14,0,16
ENSENADA,1085,215,146,16,3,2,1,2,7,0,9
ENSENADA,1086,200,119,23,4,6,5,0,2,0,11
ENSENADA,1087,300,194,28,2,9,6,2,7,0,4
ENSENADA,1088,332,251,34,11,4,6,0,16,0,16
ENSENADA,1089,356,317,27,4,6,5,1,6,0,15
ENSENADA,1090,76,113,9,2,2,1,0,5,0,7
ENSENADA,1091,123,152,14,1,4,7,0,4,0,12
ENSENADA,1092,129,176,26,5,3,8,2,2,0,10
ENSENADA,1093,220,209,19,5,8,6,1,7,0,14
ENSENADA,1094,158,199,29,3,3,3,0,2,0,3
ENSENADA,1095,314,204,27,3,5,4,0,12,0,8
ENSENADA,1096,203,152,17,5,5,0,0,2,0,2
ENSENADA,1097,117,164,35,6,4,3,0,4,0,8
ENSENADA,1098,46,124,24,2,3,2,0,0,0,12
ENSENADA,1099,348,294,30,13,14,11,3,8,0,19
ENSENADA,1100,209,211,27,11,9,4,1,3,0,10
ENSENADA,1101,359,356,32,14,16,12,5,13,0,29
ENSENADA,1102,182,293,22,9,8,6,2,0,0,10
ENSENADA,1103,88,160,66,3,7,5,0,4,0,11
ENSENADA,1104,248,201,17,12,8,5,0,2,0,9
ENSENADA,1105,238,179,18,8,3,4,2,7,0,13
ENSENADA,1106,405,264,23,16,6,6,1,13,0,18
ENSENADA,1107,274,217,16,10,4,6,0,16,0,6
ENSENADA,1108,262,159,19,6,4,2,1,6,0,5
ENSENADA,1109,242,196,18,6,5,3,2,7,0,7
ENSENADA,1110,232,234,15,12,3,6,0,9,0,11
ENSENADA,1111,226,205,29,16,3,7,3,4,0,20
ENSENADA,1112,214,247,18,16,4,11,0,4,0,3
ENSENADA,1113,321,308,22,5,6,7,0,16,0,21
ENSENADA,1114,225,203,19,5,3,5,1,12,0,0
ENSENADA,1115,330,270,20,9,9,3,0,7,0,14
ENSENADA,1116,297,280,25,9,10,3,1,10,0,8
ENSENADA,1117,297,305,19,0,2,5,0,5,0,8
ENSENADA,1118,383,214,25,2,11,6,0,12,0,3
ENSENADA,1119,288,267,18,3,7,4,1,7,1,4
ENSENADA,1120,376,222,27,9,3,6,0,15,0,5
ENSENADA,1121,225,164,15,11,7,5,1,6,0,8
ENSENADA,1122,139,127,17,3,9,6,1,6,0,1
ENSENADA,1123,108,124,8,3,3,2,0,2,0,0
ENSENADA,1124,295,209,19,11,8,5,0,6,0,11
ENSENADA,1125,289,249,13,8,3,2,2,6,0,3
ENSENADA,1126,308,221,14,4,4,3,1,10,0,1
ENSENADA,1127,439,347,24,3,6,1,0,8,0,13
ENSENADA,1128,286,252,20,4,1,9,0,11,0,6
ENSENADA,1129,320,235,44,8,6,6,0,12,0,12
ENSENADA,1130,338,224,19,5,4,1,0,15,0,4
ENSENADA,1131,412,260,20,3,4,4,0,8,0,10
ENSENADA,1132,232,160,10,0,2,3,0,4,0,7
ENSENADA,1133,279,225,28,11,10,4,0,5,0,9
ENSENADA,1134,233,190,13,8,6,8,0,6,0,10
ENSENADA,1135,241,239,18,11,7,8,0,6,0,16
ENSENADA,1136,214,262,17,19,14,6,3,11,0,15
ENSENADA,1137,112,183,17,33,8,3,1,6,0,21
ENSENADA,1138,78,138,15,18,11,3,0,4,0,8
ENSENADA,1139,261,335,31,9,8,8,0,12,0,14
ENSENADA,1140,234,245,18,5,8,2,1,3,0,16
ENSENADA,1141,337,345,32,24,6,16,2,4,0,9
ENSENADA,1142,281,263,23,9,7,7,2,19,0,13
ENSENADA,1143,412,397,33,7,16,10,2,23,0,11
ENSENADA,1144,387,293,22,17,5,7,2,10,0,12
ENSENADA,1145,354,337,25,10,5,6,1,14,0,20
ENSENADA,1146,402,288,28,9,9,6,2,3,0,16
ENSENADA,1147,320,275,34,18,7,6,0,8,0,16
ENSENADA,1148,227,319,31,16,13,12,0,6,0,17
ENSENADA,1149,153,174,21,15,8,4,0,6,0,6
ENSENADA,1150,105,252,40,28,3,11,2,2,0,20
ENSENADA,1151,325,223,21,4,8,6,0,8,0,2
ENSENADA,1152,173,123,10,2,1,2,2,5,0,4
ENSENADA,1153,204,175,7,9,8,5,0,3,0,5
ENSENADA,1154,380,268,36,14,13,5,1,16,0,14
ENSENADA,1155,334,152,18,3,6,4,0,7,0,5
ENSENADA,1156,244,121,12,1,9,4,0,6,0,7
ENSENADA,1157,353,352,32,11,8,8,2,20,0,13
ENSENADA,1158,177,159,16,5,10,7,0,4,0,6
ENSENADA,1159,265,247,16,10,6,2,3,14,0,5
ENSENADA,1160,235,175,21,9,5,7,2,7,0,4
ENSENADA,1161,186,193,15,6,4,6,0,2,0,5
ENSENADA,1162,205,209,7,10,8,4,3,2,0,4
ENSENADA,1163,335,577,70,18,12,19,1,11,0,26
ENSENADA,1164,118,175,21,10,4,3,0,4,0,11
ENSENADA,1165,59,42,3,1,1,3,0,2,0,1
ENSENADA,1166,129,135,30,7,6,1,2,6,0,8
ENSENADA,1167,286,340,36,11,10,3,1,3,0,18
ENSENADA,1168,203,226,39,11,14,6,2,2,0,18
ENSENADA,1169,88,249,51,14,8,7,4,1,0,17
ENSENADA,1170,81,228,45,11,5,5,1,4,0,22
ENSENADA,1171,163,343,27,21,7,4,2,3,0,30
ENSENADA,1172,128,347,21,12,15,5,0,5,0,22
ENSENADA,1173,290,377,23,24,6,10,1,11,0,21
ENSENADA,1174,266,281,17,18,5,9,0,9,0,10
ENSENADA,1175,157,273,42,14,16,16,0,9,0,28
ENSENADA,1176,28,66,17,3,4,0,0,0,0,4
ENSENADA,1177,125,375,26,3,7,6,3,2,0,25
ENSENADA,1178,57,134,24,15,1,4,0,2,0,9
ENSENADA,1179,34,142,7,1,0,0,0,0,0,8
ENSENADA,1180,169,219,14,2,9,3,0,5,0,17
ENSENADA,1181,27,55,3,0,1,2,0,0,0,4
ENSENADA,1182,79,182,37,2,23,5,0,1,0,10
ENSENADA,1183,42,40,3,1,0,1,0,0,0,4
ENSENADA,1184,89,64,16,5,0,2,0,5,0,2
ENSENADA,1185,197,257,35,12,16,11,0,1,0,19
ENSENADA,1186,165,255,38,7,3,0,0,3,0,20
ENSENADA,1187,93,162,33,16,13,1,0,2,0,28
ENSENADA,1188,110,192,28,15,3,4,0,2,0,26
ENSENADA,1189,128,157,19,6,10,3,0,0,0,8
ENSENADA,1190,167,239,35,14,12,4,2,4,0,18
ENSENADA,1191,132,185,26,7,6,5,0,3,0,21
ENSENADA,1192,129,232,28,8,6,6,1,1,0,11
ENSENADA,1193,130,183,16,5,6,3,1,4,0,23
ENSENADA,1194,73,122,17,6,4,2,0,7,0,19
ENSENADA,1195,57,99,25,13,6,2,0,4,0,13
ENSENADA,1196,51,171,18,2,4,2,0,0,0,2
ENSENADA,1197,75,225,46,6,5,4,0,0,0,13
ENSENADA,1198,49,74,29,3,0,1,0,1,0,7
ENSENADA,1199,82,132,20,1,3,1,0,0,0,8
ENSENADA,1200,47,165,12,1,2,1,0,1,0,13
ENSENADA,1201,84,177,16,1,2,1,1,2,0,12
ENSENADA,1202,123,170,39,2,6,2,1,0,0,23
ENSENADA,1203,284,228,42,4,8,3,1,0,0,20
ENSENADA,1204,61,93,213,1,5,4,0,3,0,25
ENSENADA,1205,138,190,74,0,1,2,0,1,0,12
ENSENADA,1206,107,151,32,1,3,2,0,1,0,13
ENSENADA,1207,58,121,40,3,7,1,1,0,0,9
ENSENADA,1208,103,123,14,1,0,1,1,1,0,10
ENSENADA,1209,41,145,143,2,7,3,0,1,0,22
ENSENADA,1210,91,172,19,0,0,4,0,1,0,8
ENSENADA,1211,127,294,33,3,1,2,2,2,0,8
ENSENADA,1212,60,135,40,2,3,3,0,0,0,7
ENSENADA,1213,102,181,59,2,2,5,3,0,0,13
ENSENADA,1214,64,114,3,1,0,2,0,0,0,7
ENSENADA,1215,103,151,1,1,4,1,0,1,0,8
ENSENADA,1216,100,59,6,1,3,2,0,1,0,1
ENSENADA,1217,179,449,40,7,8,5,2,1,0,38
ENSENADA,1218,38,259,10,1,3,2,0,3,0,8
ENSENADA,1219,96,225,165,8,11,4,11,1,0,23
ENSENADA,1220,30,188,4,0,2,0,0,0,0,43
ENSENADA,1221,99,161,24,2,5,1,1,2,0,8
ENSENADA,1222,108,265,5,0,1,3,0,0,0,19
ENSENADA,1223,32,172,27,1,2,3,0,0,0,2
ENSENADA,1224,52,190,16,5,6,2,0,1,0,13
ENSENADA,1225,25,105,3,1,7,2,0,0,0,8
ENSENADA,1226,138,231,78,7,13,3,0,0,0,21
ENSENADA,1227,128,252,63,1,4,2,0,1,0,32
ENSENADA,1228,79,166,72,0,3,4,0,1,0,17
ENSENADA,1229,41,61,34,1,3,2,2,2,0,6
ENSENADA,1230,140,248,180,4,7,1,1,1,0,31
ENSENADA,1231,93,130,91,7,0,4,0,3,0,9
ENSENADA,1232,80,123,35,0,1,2,0,0,0,16
ENSENADA,1233,180,299,81,5,4,5,0,8,0,7
ENSENADA,1234,86,252,55,2,5,3,0,11,0,11
ENSENADA,1235,59,138,48,3,0,2,0,0,0,15
ENSENADA,1236,29,92,14,1,4,2,0,1,0,14
ENSENADA,1237,76,139,22,1,4,1,0,1,0,7
ENSENADA,1238,56,134,9,1,1,3,0,0,0,6
ENSENADA,1239,163,350,47,4,1,4,1,9,0,18
ENSENADA,1240,21,70,1,0,1,1,0,0,0,2
ENSENADA,1241,56,76,2,0,0,1,0,0,0,3
ENSENADA,1242,41,95,1,0,0,6,0,1,0,5
ENSENADA,1243,39,118,2,1,1,6,0,0,0,2
