Municipio,Distrito,Casilla,Tipo,PAN-PVEM,PRI,PRD,PT,PEBC,PSN,PC- PAS,Nulos
Tijuana,8,510,C,90,112,10,10,2,0,5,5
Tijuana,8,511,B,57,66,9,3,3,0,8,5
Tijuana,8,511,C1,75,70,15,12,1,0,4,3
Tijuana,8,511,C2,89,78,15,7,7,0,6,4
Tijuana,8,512,B,103,41,27,2,1,0,5,0
Tijuana,8,512,C,101,67,19,3,1,0,3,3
Tijuana,8,513,B,117,48,10,3,1,0,8,3
Tijuana,8,513,C,108,66,12,2,2,0,15,4
Tijuana,8,514,B,53,83,2,6,1,0,4,3
Tijuana,8,514,C1,74,98,11,7,4,0,2,8
Tijuana,8,514,C2,54,84,10,4,0,0,9,8
Tijuana,8,515,B,62,102,6,5,3,0,2,3
Tijuana,8,515,C,80,101,3,5,1,0,1,8
Tijuana,8,516,B,78,83,5,7,1,0,5,4
Tijuana,8,516,C,61,82,6,7,1,0,2,7
Tijuana,8,517,B,146,81,15,7,1,0,3,6
Tijuana,8,517,C,129,110,11,6,2,0,5,5
Tijuana,8,518,B,131,82,11,3,1,0,5,8
Tijuana,8,518,C,116,69,10,4,2,0,6,3
Tijuana,8,519,B,45,76,11,10,4,0,5,3
Tijuana,8,519,C,64,68,14,5,1,0,0,7
Tijuana,8,520,B,72,77,11,9,3,0,5,15
Tijuana,8,520,C,59,56,17,6,0,0,1,0
Tijuana,8,521,B,59,48,11,5,0,0,3,4
Tijuana,8,521,C,60,59,8,4,0,0,3,2
Tijuana,8,521,D,46,108,20,8,1,0,1,9
Tijuana,8,522,B,75,81,11,7,0,0,3,7
Tijuana,8,522,C,76,66,14,8,1,0,2,6
Tijuana,8,523,B,92,74,17,4,0,0,2,0
Tijuana,8,523,C,93,75,8,7,0,0,7,4
Tijuana,8,524,B,119,51,9,4,2,0,8,3
Tijuana,8,524,C,124,49,14,3,1,0,3,7
Tijuana,8,525,B,116,71,12,4,2,0,4,3
Tijuana,8,525,C,139,80,11,6,3,0,4,7
Tijuana,8,526,B,117,66,14,3,4,0,3,6
Tijuana,8,526,C,116,71,13,4,5,0,9,1
Tijuana,8,527,B,95,69,14,3,0,0,5,4
Tijuana,8,527,C,95,88,8,5,2,0,1,3
Tijuana,8,528,B,108,87,25,8,4,0,2,8
Tijuana,8,529,B,76,60,4,3,0,0,2,7
Tijuana,8,529,C,74,53,5,4,0,0,3,3
Tijuana,8,530,B,73,108,11,7,3,0,5,11
Tijuana,8,530,C,75,91,7,6,4,0,2,3
Tijuana,8,531,B,128,92,18,13,3,0,5,8
Tijuana,8,531,C1,103,61,9,6,2,0,5,3
Tijuana,8,531,C2,114,65,13,6,4,0,6,3
Tijuana,8,532,B,86,76,11,3,1,0,6,6
Tijuana,8,532,C,92,83,5,6,3,0,8,7
Tijuana,8,533,B,91,36,12,8,1,0,1,5
Tijuana,8,533,C,92,52,5,4,3,0,4,0
Tijuana,8,534,B,75,141,9,4,4,0,1,7
Tijuana,8,535,B,134,86,7,3,4,0,6,5
Tijuana,8,535,C,168,79,8,11,4,0,6,9
Tijuana,8,536,B,126,47,7,7,0,0,4,9
Tijuana,8,536,C,97,61,7,7,0,0,4,6
Tijuana,8,537,B,140,91,7,7,4,0,11,7
Tijuana,8,537,C,113,78,15,7,7,0,4,9
Tijuana,8,538,B,120,82,7,6,3,0,1,4
Tijuana,8,538,C,119,82,8,7,4,0,5,2
Tijuana,8,539,B,59,67,9,5,0,0,5,7
Tijuana,8,539,C,76,81,7,2,0,0,3,8
Tijuana,8,540,B,103,58,20,6,0,0,9,3
Tijuana,8,540,C,106,55,8,3,1,0,6,1
Tijuana,8,541,B,84,70,16,14,3,0,5,8
Tijuana,8,541,C,92,87,8,8,4,0,4,3
Tijuana,8,542,B,97,68,16,7,4,0,6,7
Tijuana,8,543,B,135,60,9,0,0,0,0,0
Tijuana,8,543,C1,86,83,7,1,0,0,2,8
Tijuana,8,543,C2,76,71,6,2,1,0,5,1
Tijuana,8,544,B,102,70,4,4,2,0,5,4
Tijuana,8,544,C1,110,74,8,6,3,0,5,2
Tijuana,8,544,C2,121,78,8,2,1,0,3,5
Tijuana,8,545,B,93,95,5,2,3,0,5,6
Tijuana,8,545,C1,116,86,6,3,2,0,5,3
Tijuana,8,545,C2,126,86,7,3,1,0,3,3
Tijuana,8,546,B,162,98,12,4,2,0,7,9
Tijuana,8,546,C,152,93,7,11,3,0,6,6
Tijuana,8,547,B,15,89,9,5,1,0,4,5
Tijuana,8,547,C,126,116,13,5,1,0,2,9
Tijuana,8,548,B,117,87,7,17,0,0,9,5
Tijuana,8,548,C,117,114,10,11,2,0,11,5
Tijuana,8,549,B,42,71,6,7,1,0,3,2
Tijuana,8,549,C,38,73,7,5,0,0,2,4
Tijuana,8,550,B,61,38,8,3,0,0,1,6
Tijuana,8,550,C,56,64,10,2,1,0,0,6
Tijuana,8,551,B,78,75,12,3,0,0,3,5
Tijuana,8,551,C,73,77,11,8,0,0,4,3
Tijuana,8,552,B,80,53,7,6,1,0,1,6
Tijuana,8,552,C,99,60,6,6,1,0,2,1
Tijuana,8,553,B,78,83,16,12,1,0,1,7
Tijuana,8,553,C,81,61,9,9,1,0,0,11
Tijuana,8,554,B,67,79,5,3,0,0,0,5
Tijuana,8,554,C,65,69,8,4,0,0,2,8
Tijuana,8,555,B,57,86,7,10,1,0,4,2
Tijuana,8,555,C,52,88,16,9,0,0,2,6
Tijuana,8,556,B,102,114,14,3,1,0,2,5
Tijuana,8,557,B,68,62,13,5,3,0,1,8
Tijuana,8,557,C1,86,67,18,9,2,0,2,7
Tijuana,8,557,C2,85,63,10,9,1,0,2,9
Tijuana,8,558,B,71,62,6,6,1,0,4,1
Tijuana,8,558,C,78,52,9,5,3,0,5,3
Tijuana,8,559,B,80,113,17,16,2,0,6,7
Tijuana,8,559,C,102,91,12,16,2,0,5,11
Tijuana,8,560,B,56,72,21,5,2,0,0,1
Tijuana,8,560,C,55,76,19,6,1,0,1,6
Tijuana,8,561,B,90,121,25,7,4,0,4,8
Tijuana,9,562,B,67,80,7,8,0,0,2,5
Tijuana,9,562,C,82,76,13,8,0,0,1,1
Tijuana,9,563,B,74,77,10,6,4,0,4,8
Tijuana,9,563,C,81,103,9,7,6,0,11,6
Tijuana,8,564,B,72,90,7,16,2,0,7,5
Tijuana,8,564,C,76,99,9,8,0,0,3,5
Tijuana,8,565,B,65,80,16,12,0,0,3,0
Tijuana,8,565,C,104,102,27,4,1,0,3,7
Tijuana,8,566,B,54,66,5,9,0,0,6,7
Tijuana,8,566,C,49,75,6,5,0,0,3,2
Tijuana,8,567,B,58,77,5,3,2,0,2,4
Tijuana,8,567,C,61,80,5,7,0,0,3,3
Tijuana,8,568,B,66,99,21,5,0,0,2,5
Tijuana,8,568,C,59,112,10,5,1,0,2,11
Tijuana,8,569,B,86,116,13,8,3,0,2,4
Tijuana,8,569,C,84,126,18,10,4,0,0,3
Tijuana,8,570,B,38,72,19,8,0,0,2,6
Tijuana,8,570,C,64,95,19,3,2,0,7,8
Tijuana,8,571,B,58,80,15,10,2,0,6,5
Tijuana,8,571,C,51,85,18,8,1,0,3,12
Tijuana,8,572,B,76,89,10,11,0,0,2,7
Tijuana,8,572,C,75,75,6,27,2,0,3,7
Tijuana,8,573,B,39,67,9,6,0,0,1,7
Tijuana,8,573,C1,48,88,9,5,1,0,5,6
Tijuana,8,573,C2,70,88,14,6,1,0,2,4
Tijuana,8,574,B,55,83,12,3,2,0,4,3
Tijuana,8,574,C,63,63,15,5,2,0,4,2
Tijuana,8,575,B,120,93,18,12,6,0,8,4
Tijuana,8,575,C,86,79,14,4,1,0,5,8
Tijuana,8,576,B,84,107,8,1,0,0,4,10
Tijuana,8,576,C,101,88,11,5,0,0,2,9
Tijuana,8,577,B,58,89,15,11,2,0,1,7
Tijuana,8,577,C1,56,98,19,12,1,0,2,8
Tijuana,8,577,C2,70,88,13,11,1,0,1,5
Tijuana,8,578,B,116,82,39,4,3,0,8,2
Tijuana,8,578,C,119,86,15,2,1,0,13,2
Tijuana,8,579,B,199,53,19,5,1,0,11,4
Tijuana,8,579,C1,150,66,22,2,3,0,10,1
Tijuana,8,579,C2,123,68,20,3,7,0,11,5
Tijuana,8,580,B,118,80,19,4,3,0,4,3
Tijuana,8,580,C1,125,72,13,4,2,0,12,3
Tijuana,8,580,C2,125,94,22,4,3,0,8,6
Tijuana,8,581,B,136,61,16,3,3,0,9,3
Tijuana,8,581,C1,128,61,14,4,0,0,13,6
Tijuana,8,581,C2,114,54,25,2,0,0,5,6
Tijuana,8,582,B,160,71,19,4,2,0,12,4
Tijuana,8,582,C,140,85,20,1,5,0,15,0
Tijuana,8,583,B,136,91,23,2,3,0,9,4
Tijuana,8,583,C,156,59,18,4,4,0,2,3
Tijuana,8,584,B,127,59,16,2,0,0,7,1
Tijuana,8,584,C1,127,73,31,11,3,0,11,6
Tijuana,8,584,C2,165,80,25,12,2,0,8,3
Tijuana,8,585,B,120,59,12,7,4,0,5,2
Tijuana,8,585,C,140,47,19,2,1,0,6,5
Tijuana,8,586,B,118,70,29,3,1,0,7,2
Tijuana,8,586,C,145,59,22,2,6,0,4,3
Tijuana,8,587,B,123,55,21,3,2,0,3,5
Tijuana,8,587,C1,122,58,11,2,2,0,4,6
Tijuana,8,587,C2,86,47,11,5,2,0,2,3
Tijuana,8,588,B,102,63,15,6,5,0,9,0
Tijuana,8,588,C1,131,64,15,7,4,0,8,7
Tijuana,8,588,C2,122,78,13,7,4,0,0,3
Tijuana,8,589,B,82,61,17,3,0,0,4,1
Tijuana,8,589,C,79,38,18,4,2,0,0,1
Tijuana,9,590,B,63,65,9,1,0,0,1,2
Tijuana,9,590,C,59,65,8,6,5,0,3,2
Tijuana,12,591,B,41,66,5,2,0,0,1,8
Tijuana,12,591,C,53,71,6,6,1,0,6,3
Tijuana,12,592,B,45,83,1,3,3,0,2,7
Tijuana,12,592,C,40,100,5,11,1,0,2,3
Tijuana,12,593,B,42,107,14,3,3,0,3,5
Tijuana,12,593,C,39,104,6,4,3,0,1,4
Tijuana,12,594,B,33,57,7,2,0,0,2,3
Tijuana,12,594,C,29,48,7,3,1,0,1,2
Tijuana,12,595,B,43,82,9,5,0,0,4,5
Tijuana,12,595,C,41,76,11,3,2,0,0,9
Tijuana,12,596,B,42,58,8,6,1,0,2,4
Tijuana,12,596,C,46,70,3,2,0,0,1,4
Tijuana,9,597,B,96,93,11,9,3,0,7,1
Tijuana,9,598,B,67,86,11,6,0,0,5,3
Tijuana,9,598,C,64,88,8,1,0,0,11,5
Tijuana,9,599,B,53,50,6,2,1,0,3,4
Tijuana,9,599,C,78,61,6,1,6,0,3,3
Tijuana,12,600,B,55,41,9,0,0,0,4,5
Tijuana,12,600,C,54,48,4,4,0,0,3,0
Tijuana,12,601,B,102,81,12,8,6,0,6,4
Tijuana,12,602,B,88,80,14,8,0,0,3,1
Tijuana,9,603,B,40,51,8,1,0,0,2,1
Tijuana,9,603,C,69,47,4,2,2,0,0,3
Tijuana,9,604,B,77,60,11,6,0,0,4,9
Tijuana,9,604,C,86,66,10,5,1,0,11,4
Tijuana,9,605,B,104,108,12,6,2,0,10,1
Tijuana,9,606,B,53,45,3,9,1,0,2,1
Tijuana,9,606,C,55,40,7,11,1,0,2,3
Tijuana,9,607,B,67,62,3,6,1,0,5,1
Tijuana,9,607,C,75,54,5,8,1,0,10,3
Tijuana,8,608,B,104,91,5,4,1,0,5,5
Tijuana,9,609,B,91,78,1,4,0,0,0,6
Tijuana,9,609,C,94,66,4,3,2,0,5,7
Tijuana,9,610,B,72,56,9,5,3,0,1,4
Tijuana,9,610,C,75,69,16,4,0,0,2,2
Tijuana,9,611,B,72,61,3,1,2,0,2,10
Tijuana,9,611,C,76,60,3,3,3,0,3,5
Tijuana,9,612,B,83,34,2,2,2,0,7,3
Tijuana,9,612,C,78,54,3,4,1,0,4,6
Tijuana,8,613,B,124,79,13,3,2,0,5,7
Tijuana,8,614,B,134,92,17,8,4,0,8,9
Tijuana,9,615,B,99,56,7,2,2,0,1,5
Tijuana,9,615,C,95,50,9,3,2,0,5,3
Tijuana,9,616,B,103,94,9,17,1,0,4,5
Tijuana,9,617,B,128,90,5,7,3,0,4,6
Tijuana,9,618,B,54,34,7,2,2,0,3,2
Tijuana,9,618,C,71,43,5,2,0,0,3,3
Tijuana,9,619,B,66,43,2,1,0,0,2,0
Tijuana,9,619,C,83,52,5,2,0,0,3,2
Tijuana,9,620,B,105,39,8,3,2,0,4,2
Tijuana,9,620,C,91,37,10,1,1,0,5,3
Tijuana,9,621,B,80,41,10,3,1,0,4,1
Tijuana,9,621,C,73,51,4,2,2,0,4,7
Tijuana,9,622,B,78,69,8,2,1,0,4,3
Tijuana,9,622,C,104,58,10,8,1,0,2,8
Tijuana,9,623,B,91,75,5,2,3,0,4,4
Tijuana,9,623,C,73,64,7,5,0,0,2,6
Tijuana,9,624,B,101,109,7,4,0,0,5,5
Tijuana,9,624,C,120,90,8,9,2,0,4,8
Tijuana,9,625,B,85,60,7,7,2,0,1,2
Tijuana,9,625,C,100,36,7,9,1,0,6,2
Tijuana,9,626,B,100,87,10,9,3,0,4,8
Tijuana,9,626,C,118,96,11,6,1,0,7,7
Tijuana,9,627,B,149,71,9,4,1,0,6,6
Tijuana,9,628,B,95,56,5,7,0,0,2,5
Tijuana,9,628,C,76,48,9,3,0,0,2,4
Tijuana,9,629,B,104,72,4,3,2,0,7,8
Tijuana,9,629,C,102,51,5,5,0,0,6,9
Tijuana,9,630,B,74,48,6,6,1,0,0,2
Tijuana,9,630,C,103,53,11,5,1,0,6,2
Tijuana,9,631,B,107,83,7,5,2,0,6,7
Tijuana,9,632,B,90,66,3,2,2,0,7,6
Tijuana,9,632,C,88,56,7,7,4,0,9,3
Tijuana,9,633,B,70,66,4,2,0,0,13,5
Tijuana,9,633,C,60,49,3,5,0,0,6,1
Tijuana,9,634,B,52,55,6,9,2,0,4,5
Tijuana,9,634,C,45,60,6,4,1,0,4,2
Tijuana,9,635,B,85,50,7,4,0,0,3,5
Tijuana,9,635,C,81,62,11,4,2,0,3,3
Tijuana,9,636,B,68,68,9,3,0,0,5,9
Tijuana,9,636,C,57,55,7,3,3,0,4,3
Tijuana,9,637,B,126,60,11,10,1,0,4,5
Tijuana,9,637,C,104,88,6,5,3,0,6,0
Tijuana,9,638,B,70,63,5,10,0,0,5,3
Tijuana,9,638,C,63,65,9,6,1,0,4,3
Tijuana,9,639,B,109,87,10,14,1,0,10,6
Tijuana,9,639,C,102,59,8,11,0,0,9,8
Tijuana,9,640,B,114,73,10,6,2,0,4,8
Tijuana,9,640,C,124,81,8,4,1,0,10,1
Tijuana,9,641,B,107,93,3,21,4,0,8,8
Tijuana,9,641,C,80,92,6,13,7,0,6,7
Tijuana,9,642,B,119,91,10,19,0,0,3,5
Tijuana,9,642,C,104,59,2,14,1,0,5,6
Tijuana,9,643,B,74,46,5,9,1,0,3,2
Tijuana,9,643,C,89,63,6,4,0,0,1,4
Tijuana,9,644,B,112,76,6,12,0,0,3,3
Tijuana,9,644,C,88,55,11,16,0,0,4,5
Tijuana,9,645,B,88,70,10,6,0,0,2,2
Tijuana,9,645,C,94,73,8,11,0,0,6,8
Tijuana,9,646,B,107,97,12,6,3,0,10,10
Tijuana,9,646,C,86,69,10,10,1,0,4,6
Tijuana,9,647,B,100,67,9,7,2,0,0,10
Tijuana,9,648,B,75,76,4,8,3,0,5,7
Tijuana,9,648,C,78,52,4,6,0,0,1,2
Tijuana,9,649,B,97,54,6,4,1,0,2,6
Tijuana,9,650,B,69,44,12,12,3,0,2,8
Tijuana,9,650,C,78,63,12,8,2,0,1,6
Tijuana,9,651,B,76,49,8,12,1,0,7,2
Tijuana,9,651,C,68,57,5,10,1,0,8,7
Tijuana,9,652,B,56,59,2,9,2,0,2,3
Tijuana,9,652,C,57,33,9,11,0,0,4,4
Tijuana,9,653,B,106,91,6,7,0,0,3,8
Tijuana,9,653,C,87,95,7,4,4,0,3,10
Tijuana,9,654,B,105,112,10,10,3,0,5,5
Tijuana,9,654,C,112,98,4,12,1,0,3,6
Tijuana,9,655,B,81,55,10,5,0,0,5,3
Tijuana,9,655,C,67,78,6,5,3,0,1,8
Tijuana,9,656,B,62,78,7,7,3,0,9,2
Tijuana,9,656,C,68,87,5,9,2,0,1,3
Tijuana,9,657,B,43,99,16,8,0,0,0,8
Tijuana,9,657,C,29,89,18,5,0,0,4,5
Tijuana,9,658,B,64,142,22,7,4,0,4,9
Tijuana,9,658,C,64,154,16,14,4,0,4,13
Tijuana,9,659,B,71,61,4,5,3,0,4,4
Tijuana,9,659,C1,83,71,7,9,2,0,5,3
Tijuana,9,659,C2,88,92,7,7,2,0,5,0
Tijuana,9,660,B,102,96,5,5,1,0,4,4
Tijuana,9,660,C,89,141,12,7,3,0,2,4
Tijuana,9,661,B,58,76,11,6,2,0,2,5
Tijuana,9,661,C1,57,90,11,15,1,0,4,5
Tijuana,9,661,C2,75,81,5,6,2,0,4,5
Tijuana,9,662,B,72,63,11,8,5,0,5,7
Tijuana,9,662,C,104,67,7,17,1,0,4,12
Tijuana,9,663,B,93,141,11,13,0,0,5,7
Tijuana,9,663,C,86,107,8,10,6,0,4,10
Tijuana,9,664,B,74,84,4,5,3,0,2,7
Tijuana,9,664,C,89,127,12,10,3,0,4,6
Tijuana,12,665,B,62,64,11,6,2,0,4,5
Tijuana,12,665,C,60,54,7,2,1,0,5,2
Tijuana,12,666,B,41,48,6,4,2,0,1,2
Tijuana,12,666,C,49,54,10,3,4,0,4,5
Tijuana,12,667,B,82,48,10,5,1,0,6,7
Tijuana,12,667,C,89,64,5,6,0,0,4,2
Tijuana,12,668,B,51,44,8,3,2,0,8,4
Tijuana,12,668,C,63,36,6,2,2,0,8,0
Tijuana,12,669,B,57,47,6,5,1,0,4,1
Tijuana,12,669,C,65,31,7,2,1,0,5,1
Tijuana,12,670,B,76,69,6,5,0,0,0,3
Tijuana,12,670,E,3,1,0,0,0,0,0,0
Tijuana,12,671,B,129,59,13,4,0,0,10,8
Tijuana,12,672,B,72,54,7,4,2,0,7,3
Tijuana,12,673,B,71,58,12,3,1,0,1,2
Tijuana,12,673,C,71,54,10,1,2,0,2,0
Tijuana,12,674,B,111,80,13,4,4,0,6,1
Tijuana,12,675,B,83,53,11,0,3,0,6,0
Tijuana,12,675,C,83,55,14,2,2,0,3,2
Tijuana,10,676,B,150,73,16,6,10,0,19,0
Tijuana,10,677,B,82,57,9,2,1,0,13,1
Tijuana,10,677,C,93,54,12,0,3,0,5,1
Tijuana,10,678,B,98,50,10,3,2,0,7,2
Tijuana,10,678,C,87,61,11,3,1,0,2,2
Tijuana,10,679,B,134,89,15,1,7,0,8,5
Tijuana,10,680,B,140,103,14,4,4,0,17,4
Tijuana,9,681,B,119,78,12,4,3,0,3,4
Tijuana,9,682,B,64,53,3,4,0,0,7,3
Tijuana,9,682,C,68,52,8,9,1,0,6,4
Tijuana,9,683,B,88,40,10,4,3,0,8,5
Tijuana,9,683,C,95,64,9,1,1,0,10,3
Tijuana,9,684,B,115,70,5,4,1,0,14,2
Tijuana,9,684,C,112,62,10,1,4,0,8,3
Tijuana,9,685,B,77,88,5,5,2,0,6,3
Tijuana,9,685,C1,88,58,4,5,3,0,7,5
Tijuana,9,685,C2,79,74,5,3,1,0,0,4
Tijuana,9,686,B,73,82,3,9,4,0,3,0
Tijuana,9,686,C,78,68,5,3,0,0,5,4
Tijuana,10,687,B,124,64,3,2,2,0,8,1
Tijuana,10,688,B,210,70,11,2,6,0,17,6
Tijuana,9,689,B,76,59,6,1,2,0,6,0
Tijuana,9,689,C,66,67,7,3,4,0,4,5
Tijuana,9,690,B,67,47,8,4,1,0,1,3
Tijuana,9,690,C,64,53,4,1,1,0,1,7
Tijuana,9,691,B,109,80,10,7,1,0,7,1
Tijuana,9,692,B,95,117,8,15,2,0,2,4
Tijuana,9,693,B,61,57,2,3,2,0,4,5
Tijuana,9,693,C,71,47,6,12,1,0,1,1
Tijuana,9,694,B,67,62,3,2,0,0,2,2
Tijuana,9,694,C,43,81,7,4,0,0,3,5
Tijuana,9,695,B,82,102,7,7,0,0,4,10
Tijuana,9,696,B,141,92,16,2,1,0,10,3
Tijuana,9,697,B,85,59,5,7,2,0,5,5
Tijuana,9,697,C,82,76,13,6,0,0,3,11
Tijuana,9,698,B,72,70,1,2,2,0,2,9
Tijuana,9,699,B,141,111,16,8,1,0,5,7
Tijuana,9,700,B,63,86,5,8,1,0,0,3
Tijuana,9,701,B,100,75,6,5,3,0,3,3
Tijuana,9,701,C,86,59,5,8,1,0,4,2
Tijuana,9,702,B,55,86,5,10,0,0,2,8
Tijuana,9,702,C,74,68,2,11,0,0,0,8
Tijuana,9,703,B,90,64,6,6,0,0,4,7
Tijuana,9,703,C,87,51,5,5,1,0,3,4
Tijuana,9,704,B,73,45,10,3,0,0,1,3
Tijuana,9,704,C,68,46,5,4,2,0,3,4
Tijuana,10,705,B,113,73,9,4,1,0,12,4
Tijuana,10,705,C,130,72,17,6,5,0,11,5
Tijuana,10,706,B,101,104,11,7,1,0,6,3
Tijuana,10,707,B,64,49,2,9,2,0,0,2
Tijuana,9,708,B,81,56,1,6,1,0,2,1
Tijuana,9,708,C,104,47,6,2,2,0,2,4
Tijuana,9,709,B,70,91,11,5,2,0,5,6
Tijuana,9,709,C,68,67,8,4,0,0,7,2
Tijuana,9,710,B,89,67,6,9,1,0,5,1
Tijuana,9,711,B,94,61,6,11,1,0,3,5
Tijuana,9,711,C1,114,66,9,13,1,0,3,9
Tijuana,9,711,C2,95,93,4,7,0,0,2,6
Tijuana,9,712,B,90,70,6,10,3,0,7,3
Tijuana,9,712,C,111,64,5,6,3,0,6,4
Tijuana,10,713,B,56,63,9,7,1,0,2,3
Tijuana,10,713,C,59,81,8,12,3,0,0,7
Tijuana,10,714,B,106,110,9,11,3,0,6,7
Tijuana,10,714,C,103,93,8,5,1,0,4,5
Tijuana,9,715,B,126,78,4,4,0,0,6,3
Tijuana,9,715,C,133,77,8,2,2,0,4,2
Tijuana,9,716,B,137,55,10,8,1,0,4,4
Tijuana,9,716,C,118,49,7,5,1,0,5,3
Tijuana,9,717,B,111,82,5,7,1,0,6,1
Tijuana,9,717,C,97,72,5,6,1,0,3,6
Tijuana,9,718,B,74,46,5,4,1,0,6,5
Tijuana,9,718,C,92,70,9,11,1,0,2,5
Tijuana,9,719,B,114,62,6,1,5,0,0,5
Tijuana,9,719,C,149,76,6,7,2,0,6,4
Tijuana,9,720,B,143,69,4,9,1,0,5,3
Tijuana,10,721,B,95,66,6,12,3,0,6,3
Tijuana,9,722,B,174,96,9,4,0,0,11,5
Tijuana,9,722,C,162,99,11,12,1,0,9,4
Tijuana,9,723,B,118,90,9,10,1,0,5,2
Tijuana,9,723,C,100,85,7,6,1,0,3,1
Tijuana,9,724,B,74,65,2,10,1,0,3,2
Tijuana,9,724,C,76,64,8,4,3,0,4,4
Tijuana,12,725,B,57,65,7,4,4,0,7,0
Tijuana,12,725,C,74,66,6,2,0,0,1,1
Tijuana,10,726,B,192,86,9,2,4,0,24,4
Tijuana,10,726,C1,141,99,7,2,10,0,20,3
Tijuana,10,726,C2,166,93,9,2,6,0,26,6
Tijuana,10,727,B,77,69,3,4,1,0,6,4
Tijuana,10,727,C,68,60,3,13,1,0,3,4
Tijuana,10,728,B,140,83,13,4,5,0,13,2
Tijuana,10,728,C,127,72,10,4,3,0,7,6
Tijuana,10,729,B,86,84,8,8,3,0,8,9
Tijuana,10,729,C,101,81,12,7,1,0,6,5
Tijuana,10,730,B,131,50,10,1,1,0,10,4
Tijuana,10,730,C,117,54,10,1,4,0,14,1
Tijuana,10,731,B,69,58,4,10,0,0,2,5
Tijuana,10,731,C,66,77,6,4,1,0,2,1
Tijuana,10,732,B,53,43,5,3,1,0,2,0
Tijuana,10,733,B,102,100,9,12,0,0,7,7
Tijuana,10,733,C,98,89,16,2,2,0,3,8
Tijuana,10,734,B,89,43,9,6,6,0,4,3
Tijuana,10,734,C,86,52,13,8,2,0,3,5
Tijuana,10,735,B,89,87,14,9,0,0,8,4
Tijuana,10,735,C,101,84,5,4,1,0,4,7
Tijuana,10,736,B,47,69,11,7,1,0,1,5
Tijuana,10,736,C,49,83,8,3,0,0,3,3
Tijuana,10,737,B,81,112,19,14,5,0,2,7
Tijuana,10,737,C1,71,87,10,5,1,0,3,4
Tijuana,10,737,C2,70,75,12,9,1,0,2,10
Tijuana,10,738,B,54,78,1,1,3,0,4,0
Tijuana,10,738,C,62,78,4,7,2,0,5,4
Tijuana,10,739,B,37,67,7,4,2,0,1,1
Tijuana,10,740,B,110,104,14,15,5,0,2,3
Tijuana,10,741,B,123,79,19,1,4,0,9,6
Tijuana,10,741,C1,111,97,25,8,0,0,11,6
Tijuana,10,741,C2,132,87,26,4,4,0,7,1
Tijuana,10,742,B,147,83,9,0,4,0,16,6
Tijuana,10,743,B,146,63,13,2,3,0,20,2
Tijuana,10,743,C,132,86,11,1,3,0,19,1
Tijuana,10,744,B,149,64,13,5,3,0,9,4
Tijuana,10,744,C1,126,72,8,8,4,0,6,4
Tijuana,10,744,C2,124,49,8,3,2,0,11,1
Tijuana,10,745,B,143,67,12,5,6,0,13,5
Tijuana,10,745,C,125,56,9,0,6,0,13,6
Tijuana,10,746,B,168,86,9,1,4,0,18,5
Tijuana,10,747,B,130,63,10,2,2,0,7,0
Tijuana,10,747,C,158,71,15,7,2,0,8,3
Tijuana,10,748,B,122,76,13,3,0,0,15,2
Tijuana,10,748,C,131,69,6,3,1,0,5,3
Tijuana,10,749,B,131,61,9,2,3,0,15,0
Tijuana,10,749,C,135,87,11,4,1,0,14,5
Tijuana,10,750,B,154,77,9,3,5,0,5,2
Tijuana,10,750,C,155,77,10,2,2,0,17,3
Tijuana,10,751,B,129,54,12,2,4,0,10,1
Tijuana,10,751,C,127,53,4,2,1,0,10,3
Tijuana,10,752,B,96,67,8,1,4,0,6,0
Tijuana,10,752,C,115,60,13,2,2,0,8,1
Tijuana,10,753,B,84,55,6,3,2,0,2,7
Tijuana,10,753,C,61,35,7,2,0,0,4,2
Tijuana,10,754,B,130,34,10,2,1,0,6,9
Tijuana,10,754,C,132,55,7,4,2,0,6,3
Tijuana,10,755,B,151,65,17,1,8,0,11,1
Tijuana,10,755,C,133,56,13,3,6,0,10,1
Tijuana,10,756,B,112,54,5,0,7,0,13,1
Tijuana,10,756,C,98,53,8,1,3,0,4,0
Tijuana,10,757,B,183,60,16,2,2,0,14,2
Tijuana,10,758,B,111,64,12,5,1,0,13,1
Tijuana,10,758,C,104,68,10,2,4,0,11,2
Tijuana,10,759,B,149,71,19,1,8,0,18,4
Tijuana,10,759,C,154,68,11,3,1,0,14,2
Tijuana,10,760,B,146,73,13,1,3,0,17,1
Tijuana,10,760,C,128,44,12,2,11,0,13,0
Tijuana,10,761,B,87,57,9,8,1,0,6,4
Tijuana,10,761,C,82,55,4,3,4,0,2,3
Tijuana,10,762,B,93,73,4,4,2,0,7,2
Tijuana,10,762,C,96,52,8,3,4,0,11,2
Tijuana,10,763,B,149,96,11,7,4,0,7,2
Tijuana,10,763,C,139,129,8,9,6,0,8,5
Tijuana,10,764,B,96,65,5,4,0,0,3,3
Tijuana,10,764,C1,110,52,11,8,1,0,5,2
Tijuana,10,764,C2,111,71,15,1,4,0,9,4
Tijuana,10,765,B,120,68,7,2,4,0,9,5
Tijuana,10,765,C,112,80,10,2,1,0,9,7
Tijuana,10,766,B,159,74,9,5,5,0,10,9
Tijuana,10,766,C,191,88,13,5,7,0,9,6
Tijuana,11,767,B,146,76,24,11,1,0,13,6
Tijuana,11,768,B,139,90,11,5,5,0,8,7
Tijuana,11,769,B,135,88,10,5,0,0,14,5
