CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,11,GUANAJUATO,5,LEON,20,LEON,1422,1,159,47,0,7,3,4,4,3,0,5,2,0,0,0,234,9,243,429
2,11,GUANAJUATO,5,LEON,20,LEON,1423,1,107,33,1,8,2,0,2,3,4,4,2,0,0,0,166,7,173,322
2,11,GUANAJUATO,3,LEON,20,LEON,1424,1,133,66,5,10,6,5,5,3,7,5,11,0,0,0,256,12,268,549
2,11,GUANAJUATO,5,LEON,20,LEON,1425,1,108,79,3,11,1,10,5,8,6,16,9,0,0,1,257,7,264,564
2,11,GUANAJUATO,5,LEON,20,LEON,1426,1,120,45,0,7,1,5,3,5,9,7,8,0,0,2,212,9,221,523
2,11,GUANAJUATO,5,LEON,20,LEON,1427,1,181,43,3,8,1,3,6,10,5,9,4,0,0,1,274,13,287,525
2,11,GUANAJUATO,5,LEON,20,LEON,1428,1,182,77,5,12,2,4,9,6,8,14,5,0,0,0,324,12,336,674
2,11,GUANAJUATO,7,LEON,20,LEON,1429,1,85,65,2,15,2,2,1,1,2,8,5,0,0,1,189,7,196,424
2,11,GUANAJUATO,7,LEON,20,LEON,1430,1,171,37,0,6,2,4,2,3,4,10,4,0,0,0,243,8,251,568
2,11,GUANAJUATO,7,LEON,20,LEON,1431,1,113,51,2,8,1,3,4,1,5,4,5,0,0,0,197,6,203,355
2,11,GUANAJUATO,7,LEON,20,LEON,1432,1,123,69,3,20,1,2,6,11,4,7,11,0,0,0,257,10,267,427
2,11,GUANAJUATO,7,LEON,20,LEON,1433,1,140,50,4,14,4,5,6,7,4,8,1,0,0,0,243,2,245,523
2,11,GUANAJUATO,7,LEON,20,LEON,1434,1,119,65,1,6,2,2,4,1,8,8,0,0,0,0,216,7,223,486
2,11,GUANAJUATO,7,LEON,20,LEON,1435,1,122,49,1,9,2,9,2,7,1,6,4,0,0,0,212,3,215,661
2,11,GUANAJUATO,7,LEON,20,LEON,1436,2,212,112,9,46,5,4,10,6,8,16,5,0,0,0,433,14,447,1050
2,11,GUANAJUATO,7,LEON,20,LEON,1437,2,501,102,5,23,4,29,9,18,8,22,2,0,0,0,723,41,764,1333
2,11,GUANAJUATO,7,LEON,20,LEON,1438,2,247,86,8,38,14,5,2,5,4,8,2,0,0,0,419,15,434,1062
2,11,GUANAJUATO,7,LEON,20,LEON,1439,2,387,100,0,28,3,24,7,10,8,17,0,0,0,2,586,22,608,1018
2,11,GUANAJUATO,7,LEON,20,LEON,1440,2,292,91,4,14,2,12,10,9,6,14,1,0,0,0,455,12,467,847
2,11,GUANAJUATO,7,LEON,20,LEON,1441,1,105,35,4,3,0,3,2,3,6,10,0,0,0,0,171,4,175,360
2,11,GUANAJUATO,7,LEON,20,LEON,1442,1,87,53,3,11,1,0,2,1,6,8,7,0,0,0,179,0,179,444
2,11,GUANAJUATO,7,LEON,20,LEON,1443,1,127,81,2,15,0,4,2,4,4,8,1,0,0,0,248,5,253,478
2,11,GUANAJUATO,5,LEON,20,LEON,1444,1,113,51,2,11,1,7,8,4,3,8,1,0,0,0,209,3,212,385
2,11,GUANAJUATO,5,LEON,20,LEON,1445,1,64,41,1,5,7,2,2,8,6,7,0,0,0,0,143,1,144,270
2,11,GUANAJUATO,5,LEON,20,LEON,1446,1,157,53,0,6,2,7,5,2,3,6,5,0,0,0,246,8,254,473
2,11,GUANAJUATO,5,LEON,20,LEON,1447,1,140,51,0,10,1,8,3,10,9,7,4,0,0,0,243,8,251,496
2,11,GUANAJUATO,5,LEON,20,LEON,1448,1,140,79,1,5,3,6,4,5,1,9,2,0,0,0,255,13,268,492
2,11,GUANAJUATO,7,LEON,20,LEON,1449,1,79,48,1,13,3,4,3,11,3,4,5,0,0,0,174,4,178,435
2,11,GUANAJUATO,7,LEON,20,LEON,1450,4,768,220,14,47,12,39,27,24,24,45,7,0,0,1,1228,53,1281,2700
2,11,GUANAJUATO,7,LEON,20,LEON,1451,2,161,72,5,12,5,4,6,5,7,6,7,0,0,1,291,6,297,1319
2,11,GUANAJUATO,7,LEON,20,LEON,1452,2,141,54,2,20,1,1,4,4,7,14,4,0,0,0,252,9,261,1256
2,11,GUANAJUATO,7,LEON,20,LEON,1453,3,209,64,0,26,3,9,10,8,6,13,2,0,0,0,350,13,363,1331
2,11,GUANAJUATO,5,LEON,20,LEON,1454,1,129,27,0,16,0,9,2,2,1,3,4,0,0,0,193,5,198,385
2,11,GUANAJUATO,5,LEON,20,LEON,1455,1,104,44,3,10,1,6,7,12,4,4,7,0,0,0,202,9,211,390
2,11,GUANAJUATO,5,LEON,20,LEON,1456,1,191,58,3,17,5,18,4,9,2,14,4,0,0,0,325,10,335,568
2,11,GUANAJUATO,5,LEON,20,LEON,1457,1,97,19,4,11,1,8,2,2,9,4,4,0,0,0,161,10,171,320
2,11,GUANAJUATO,5,LEON,20,LEON,1458,1,81,34,0,6,0,1,1,6,1,8,1,0,0,0,139,7,146,339
2,11,GUANAJUATO,5,LEON,20,LEON,1459,1,172,72,3,8,5,4,7,4,4,6,3,0,0,1,289,9,298,627
2,11,GUANAJUATO,5,LEON,20,LEON,1460,1,186,50,5,9,1,4,4,1,2,8,2,0,0,1,273,9,282,557
2,11,GUANAJUATO,5,LEON,20,LEON,1461,2,303,111,5,15,4,16,2,5,7,11,6,0,0,0,485,15,500,907
2,11,GUANAJUATO,5,LEON,20,LEON,1462,1,137,32,2,11,1,12,7,5,6,1,2,0,0,0,216,9,225,443
2,11,GUANAJUATO,6,LEON,20,LEON,1463,1,173,69,0,11,0,5,7,13,4,5,4,0,0,1,292,16,308,666
2,11,GUANAJUATO,5,LEON,20,LEON,1464,1,160,53,3,18,1,4,9,7,6,8,1,0,0,0,270,12,282,666
2,11,GUANAJUATO,5,LEON,20,LEON,1465,2,182,111,3,16,0,7,12,12,5,11,3,0,0,0,362,7,369,1075
2,11,GUANAJUATO,5,LEON,20,LEON,1466,1,174,67,1,11,1,4,3,2,2,16,4,0,0,0,285,10,295,624
2,11,GUANAJUATO,5,LEON,20,LEON,1467,2,267,96,1,13,0,4,7,5,3,12,7,0,0,0,415,11,426,778
2,11,GUANAJUATO,5,LEON,20,LEON,1468,3,212,139,6,53,4,7,8,9,4,16,13,0,0,0,471,11,482,1754
2,11,GUANAJUATO,5,LEON,20,LEON,1469,2,140,67,2,21,0,4,6,4,0,2,5,0,0,0,251,9,260,773
2,11,GUANAJUATO,4,LEON,20,LEON,1470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
2,11,GUANAJUATO,3,LEON,20,LEON,1471,1,45,22,0,2,0,2,2,2,1,2,1,0,0,0,79,4,83,126
2,11,GUANAJUATO,4,LEON,20,LEON,1472,2,167,51,0,8,1,1,1,1,1,0,1,0,0,0,232,9,241,407
2,11,GUANAJUATO,3,LEON,20,LEON,1473,2,436,209,3,33,3,3,1,2,5,5,23,0,0,7,730,21,751,1451
2,11,GUANAJUATO,4,LEON,20,LEON,1474,2,150,120,5,25,6,1,3,1,2,4,0,0,0,0,317,12,329,765
2,11,GUANAJUATO,4,LEON,20,LEON,1475,1,112,131,0,11,1,5,2,1,1,2,7,0,0,0,273,2,275,455
2,11,GUANAJUATO,4,LEON,20,LEON,1476,1,83,79,2,5,0,0,1,2,1,0,1,0,0,0,174,0,174,328
2,11,GUANAJUATO,5,LEON,20,LEON,1477,19,2265,822,56,344,32,106,116,90,87,139,60,0,0,2,4119,127,4246,13326
2,11,GUANAJUATO,3,LEON,20,LEON,1478,1,261,51,3,13,4,7,3,12,0,9,6,0,0,0,369,0,369,692
2,11,GUANAJUATO,4,LEON,20,LEON,1479,2,106,90,2,19,3,0,1,2,4,2,11,0,0,0,240,3,243,1171
2,11,GUANAJUATO,4,LEON,20,LEON,1480,2,155,92,2,21,5,2,1,1,2,5,8,0,0,0,294,11,305,1349
2,11,GUANAJUATO,4,LEON,20,LEON,1481,5,556,264,14,72,13,23,40,28,15,32,17,0,0,2,1076,36,1112,2933
2,11,GUANAJUATO,4,LEON,20,LEON,1482,2,29,32,1,6,0,0,1,0,0,0,2,0,0,0,71,6,77,729
2,11,GUANAJUATO,5,LEON,20,LEON,1483,6,633,199,6,75,22,22,20,17,18,30,29,0,0,0,1071,32,1103,3788
2,11,GUANAJUATO,5,LEON,20,LEON,1484,3,186,97,14,42,2,10,8,8,9,12,9,0,0,0,397,16,413,1555
2,11,GUANAJUATO,4,LEON,20,LEON,1485,4,371,288,9,44,8,15,17,16,11,19,15,0,0,1,814,17,831,2619
2,11,GUANAJUATO,4,LEON,20,LEON,1486,2,125,104,5,21,3,5,7,1,0,4,196,0,0,0,471,7,478,767
2,11,GUANAJUATO,4,LEON,20,LEON,1487,5,437,325,15,88,16,20,12,18,17,19,32,0,0,0,999,23,1022,3037
2,11,GUANAJUATO,4,LEON,20,LEON,1488,2,127,118,8,30,2,5,15,5,3,3,11,0,0,6,333,5,338,1142
2,11,GUANAJUATO,4,LEON,20,LEON,1489,6,513,372,26,76,11,9,19,11,17,16,43,0,0,0,1113,24,1137,3968
2,11,GUANAJUATO,5,LEON,20,LEON,1490,16,1634,680,36,253,12,84,73,69,40,111,41,0,0,7,3040,78,3118,10591
2,11,GUANAJUATO,5,LEON,20,LEON,1491,6,469,377,10,134,8,25,24,23,30,40,25,0,0,0,1165,33,1198,3779
2,11,GUANAJUATO,5,LEON,20,LEON,1492,5,531,305,15,125,21,28,23,24,28,36,25,0,0,0,1161,33,1194,3748
2,11,GUANAJUATO,5,LEON,20,LEON,1493,7,574,332,15,156,9,33,37,33,23,49,24,0,0,0,1285,34,1319,4477
2,11,GUANAJUATO,5,LEON,20,LEON,1494,11,990,606,26,229,14,43,33,33,36,49,159,0,0,0,2218,57,2275,7515
2,11,GUANAJUATO,4,LEON,20,LEON,1495,8,971,310,21,103,18,27,26,27,36,37,17,0,0,6,1599,42,1641,5623
2,11,GUANAJUATO,4,LEON,20,LEON,1497,3,198,266,18,28,4,3,3,2,5,5,6,0,0,0,538,7,545,2005
2,11,GUANAJUATO,4,LEON,20,LEON,1498,2,222,172,5,16,4,3,2,0,1,3,2,0,0,0,430,11,441,945
2,11,GUANAJUATO,4,LEON,20,LEON,1499,2,361,215,4,8,2,0,6,2,0,5,36,0,0,0,639,18,657,1253
2,11,GUANAJUATO,5,LEON,20,LEON,1501,5,446,245,13,189,11,21,19,32,17,44,20,0,0,0,1057,39,1096,3201
2,11,GUANAJUATO,5,LEON,20,LEON,1502,7,555,288,10,203,13,26,27,33,18,35,34,0,0,0,1242,50,1292,4613
2,11,GUANAJUATO,4,LEON,20,LEON,1503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586
2,11,GUANAJUATO,4,LEON,20,LEON,1504,4,371,458,37,40,7,10,13,8,11,5,19,0,0,0,979,55,1034,2855
2,11,GUANAJUATO,4,LEON,20,LEON,1505,2,145,198,11,17,8,5,7,1,5,4,8,0,0,0,409,20,429,1112
2,11,GUANAJUATO,4,LEON,20,LEON,1506,3,127,228,4,19,5,8,2,0,5,1,9,0,0,2,410,20,430,1831
2,11,GUANAJUATO,5,LEON,20,LEON,1507,2,287,49,0,16,1,3,4,5,1,4,0,0,0,4,374,6,380,905
2,11,GUANAJUATO,4,LEON,20,LEON,1508,3,106,187,7,28,61,11,4,5,5,1,15,0,0,0,430,11,441,1536
2,11,GUANAJUATO,4,LEON,20,LEON,1509,4,261,338,15,36,2,4,0,8,6,3,17,0,0,2,692,21,713,2508
2,11,GUANAJUATO,4,LEON,20,LEON,1510,4,389,385,12,55,11,18,15,16,15,16,8,0,0,0,940,23,963,2843
2,11,GUANAJUATO,5,LEON,20,LEON,1511,2,174,25,3,1,1,1,1,2,3,3,0,0,0,0,214,5,219,1207
2,11,GUANAJUATO,4,LEON,20,LEON,1512,2,166,212,2,18,2,5,2,0,8,3,19,0,0,0,437,16,453,1250
2,11,GUANAJUATO,4,LEON,20,LEON,1513,2,219,132,7,18,2,10,9,13,7,11,3,0,0,0,431,24,455,1071
2,11,GUANAJUATO,5,LEON,20,LEON,1514,1,171,64,1,15,0,10,3,2,4,4,1,0,0,0,275,11,286,500
2,11,GUANAJUATO,5,LEON,20,LEON,1515,1,276,69,1,6,6,11,2,7,4,2,2,0,0,3,389,14,403,661
2,11,GUANAJUATO,7,LEON,20,LEON,1516,2,400,84,0,23,3,13,4,5,11,5,3,0,0,1,552,22,574,883
2,11,GUANAJUATO,7,LEON,20,LEON,1517,2,431,117,3,15,2,11,7,6,7,9,1,0,0,1,610,13,623,914
2,11,GUANAJUATO,7,LEON,20,LEON,1518,3,471,149,10,46,6,18,14,11,10,18,7,0,0,0,760,23,783,1416
2,11,GUANAJUATO,6,LEON,20,LEON,1519,2,374,58,4,19,0,17,3,3,2,5,3,0,0,1,489,14,503,816
2,11,GUANAJUATO,6,LEON,20,LEON,1520,1,190,60,1,9,0,6,2,5,2,2,3,0,0,1,281,12,293,439
2,11,GUANAJUATO,5,LEON,20,LEON,1521,1,196,61,4,10,2,6,3,13,4,9,2,0,0,2,312,6,318,497
2,11,GUANAJUATO,6,LEON,20,LEON,1522,2,192,94,1,23,4,6,4,8,6,12,2,0,0,2,354,10,364,772
2,11,GUANAJUATO,6,LEON,20,LEON,1523,1,184,81,2,31,3,9,7,12,9,11,5,0,0,1,355,13,368,700
2,11,GUANAJUATO,6,LEON,20,LEON,1524,1,231,72,4,34,0,9,9,7,8,11,0,0,0,0,385,10,395,684
2,11,GUANAJUATO,6,LEON,20,LEON,1525,2,225,103,2,24,4,8,12,7,9,12,6,0,0,1,413,19,432,792
2,11,GUANAJUATO,6,LEON,20,LEON,1526,2,309,83,6,23,2,10,9,12,6,13,3,0,0,2,478,19,497,951
2,11,GUANAJUATO,6,LEON,20,LEON,1527,1,254,53,2,10,2,10,5,1,7,7,7,0,0,0,358,10,368,603
2,11,GUANAJUATO,6,LEON,20,LEON,1528,1,304,51,1,8,0,12,7,4,7,3,3,0,0,0,400,20,420,684
2,11,GUANAJUATO,6,LEON,20,LEON,1529,2,329,99,2,25,4,11,2,10,9,7,3,0,0,3,504,31,535,896
2,11,GUANAJUATO,6,LEON,20,LEON,1530,2,357,68,4,37,5,4,9,6,14,14,8,0,0,1,527,20,547,1212
2,11,GUANAJUATO,7,LEON,20,LEON,1531,2,322,91,11,30,6,22,21,28,17,12,7,0,0,3,570,16,586,1113
2,11,GUANAJUATO,7,LEON,20,LEON,1532,2,441,124,6,26,7,16,7,19,8,28,7,0,0,0,689,17,706,1403
2,11,GUANAJUATO,7,LEON,20,LEON,1533,2,320,111,5,33,3,14,10,12,9,10,6,0,0,0,533,26,559,1066
2,11,GUANAJUATO,6,LEON,20,LEON,1534,2,332,98,10,25,2,11,8,4,5,13,7,0,0,1,516,22,538,908
2,11,GUANAJUATO,6,LEON,20,LEON,1535,2,306,97,4,22,1,23,10,12,8,11,5,0,0,0,499,22,521,845
2,11,GUANAJUATO,6,LEON,20,LEON,1536,1,202,85,2,41,2,6,15,9,2,10,6,0,0,0,380,12,392,723
2,11,GUANAJUATO,6,LEON,20,LEON,1537,2,324,97,3,19,4,8,16,11,12,13,1,0,0,0,508,25,533,1135
2,11,GUANAJUATO,6,LEON,20,LEON,1538,2,169,40,0,16,1,5,9,5,8,10,4,0,0,0,267,7,274,1204
2,11,GUANAJUATO,6,LEON,20,LEON,1539,2,265,100,6,33,7,16,6,17,8,7,9,0,0,6,480,18,498,1095
2,11,GUANAJUATO,6,LEON,20,LEON,1540,2,205,68,2,19,1,10,11,10,4,10,4,0,0,0,344,6,350,773
2,11,GUANAJUATO,6,LEON,20,LEON,1541,1,140,59,3,23,0,3,6,3,5,11,4,0,0,0,257,8,265,529
2,11,GUANAJUATO,6,LEON,20,LEON,1542,1,109,77,1,15,0,6,3,4,3,10,5,0,0,2,235,2,237,476
2,11,GUANAJUATO,6,LEON,20,LEON,1543,2,103,56,2,11,4,3,2,3,9,7,2,0,0,0,202,4,206,820
2,11,GUANAJUATO,6,LEON,20,LEON,1544,1,206,34,3,5,1,6,4,6,4,7,1,0,0,0,277,9,286,553
2,11,GUANAJUATO,6,LEON,20,LEON,1545,2,261,82,1,20,2,7,9,8,5,7,3,0,0,2,407,11,418,823
2,11,GUANAJUATO,6,LEON,20,LEON,1546,2,275,87,5,34,1,9,18,13,9,19,2,0,0,0,472,16,488,1001
2,11,GUANAJUATO,6,LEON,20,LEON,1547,2,429,144,6,41,2,5,9,9,9,23,7,0,0,3,687,23,710,1398
2,11,GUANAJUATO,6,LEON,20,LEON,1548,1,223,50,4,14,3,7,20,11,6,12,0,0,0,0,350,0,350,587
2,11,GUANAJUATO,6,LEON,20,LEON,1549,1,150,81,3,27,0,6,9,10,8,16,16,0,0,0,326,8,334,664
2,11,GUANAJUATO,6,LEON,20,LEON,1550,1,174,77,1,18,1,8,0,5,1,9,6,0,0,0,300,6,306,703
2,11,GUANAJUATO,6,LEON,20,LEON,1551,1,142,60,3,13,2,13,7,5,1,8,2,0,0,0,256,10,266,520
2,11,GUANAJUATO,6,LEON,20,LEON,1552,2,250,150,2,38,3,10,6,6,9,16,10,0,0,0,500,19,519,1243
2,11,GUANAJUATO,6,LEON,20,LEON,1553,2,253,93,3,42,5,5,21,6,1,13,7,0,0,0,449,20,469,1142
2,11,GUANAJUATO,6,LEON,20,LEON,1554,2,312,122,2,34,2,4,9,7,4,16,4,0,0,0,516,27,543,1164
2,11,GUANAJUATO,6,LEON,20,LEON,1555,2,252,120,6,28,6,8,9,3,4,12,10,0,0,0,458,13,471,1077
2,11,GUANAJUATO,6,LEON,20,LEON,1556,2,236,158,7,37,3,8,6,11,6,7,9,0,0,0,488,9,497,1053
2,11,GUANAJUATO,6,LEON,20,LEON,1557,2,261,120,4,39,1,2,11,5,5,10,7,0,0,0,465,15,480,1111
2,11,GUANAJUATO,6,LEON,20,LEON,1558,3,341,143,6,37,1,15,22,11,9,27,7,0,0,0,619,23,642,1652
2,11,GUANAJUATO,6,LEON,20,LEON,1559,2,209,64,5,16,0,6,7,6,5,6,3,0,0,0,327,7,334,1336
2,11,GUANAJUATO,6,LEON,20,LEON,1560,2,249,112,5,14,5,15,20,20,12,16,5,0,0,0,473,12,485,915
2,11,GUANAJUATO,7,LEON,20,LEON,1561,3,769,178,10,39,4,42,21,26,21,33,7,0,0,1,1151,47,1198,2145
2,11,GUANAJUATO,7,LEON,20,LEON,1562,2,369,88,4,29,6,25,15,11,12,20,3,0,0,0,582,35,617,1226
2,11,GUANAJUATO,7,LEON,20,LEON,1563,2,296,80,2,26,4,19,12,6,8,17,1,0,0,0,471,12,483,922
2,11,GUANAJUATO,7,LEON,20,LEON,1564,2,350,95,1,23,4,17,13,11,11,15,5,0,0,2,547,21,568,1033
2,11,GUANAJUATO,7,LEON,20,LEON,1565,2,309,102,3,25,1,15,19,17,11,23,4,0,0,0,529,19,548,962
2,11,GUANAJUATO,6,LEON,20,LEON,1566,2,366,160,8,26,5,23,41,28,17,20,6,0,0,0,700,26,726,1326
2,11,GUANAJUATO,6,LEON,20,LEON,1567,2,312,130,9,18,6,12,36,18,14,23,5,0,0,0,583,20,603,1181
2,11,GUANAJUATO,6,LEON,20,LEON,1568,2,123,46,2,6,1,1,3,0,5,7,4,0,0,1,199,7,206,903
2,11,GUANAJUATO,6,LEON,20,LEON,1569,2,281,140,2,29,3,9,7,7,4,19,3,0,0,1,505,24,529,988
2,11,GUANAJUATO,6,LEON,20,LEON,1570,2,450,75,3,23,1,15,14,13,10,20,0,0,0,1,625,37,662,1104
2,11,GUANAJUATO,6,LEON,20,LEON,1571,1,127,82,0,11,3,11,4,8,5,5,5,0,0,0,261,11,272,620
2,11,GUANAJUATO,6,LEON,20,LEON,1572,1,163,73,1,14,1,11,8,6,11,14,0,0,0,0,302,4,306,639
2,11,GUANAJUATO,6,LEON,20,LEON,1573,1,148,52,5,19,2,8,5,3,3,16,1,0,0,0,262,7,269,528
2,11,GUANAJUATO,6,LEON,20,LEON,1574,2,329,94,4,31,3,12,9,7,12,23,6,0,0,0,530,20,550,1090
2,11,GUANAJUATO,6,LEON,20,LEON,1575,2,258,104,1,36,1,11,10,4,11,22,3,0,0,2,463,13,476,910
2,11,GUANAJUATO,6,LEON,20,LEON,1576,1,235,58,3,25,3,12,7,14,3,11,3,0,0,0,374,7,381,683
2,11,GUANAJUATO,6,LEON,20,LEON,1577,2,271,99,1,24,4,7,11,8,3,28,9,0,0,0,465,10,475,1083
2,11,GUANAJUATO,6,LEON,20,LEON,1578,1,201,73,3,24,3,8,2,5,4,2,3,0,0,0,328,6,334,682
2,11,GUANAJUATO,6,LEON,20,LEON,1579,1,165,63,2,14,0,2,4,1,1,8,5,0,0,0,265,7,272,604
2,11,GUANAJUATO,6,LEON,20,LEON,1580,1,170,60,3,12,2,3,5,4,4,10,1,0,0,0,274,7,281,582
2,11,GUANAJUATO,6,LEON,20,LEON,1581,2,383,88,5,25,5,19,13,18,15,27,2,0,0,1,601,27,628,1331
2,11,GUANAJUATO,7,LEON,20,LEON,1582,2,135,49,1,6,0,2,2,8,4,12,2,0,0,2,223,10,233,856
2,11,GUANAJUATO,7,LEON,20,LEON,1583,3,456,132,6,33,6,38,16,14,13,28,3,0,0,0,745,26,771,1565
2,11,GUANAJUATO,7,LEON,20,LEON,1584,2,281,57,3,4,6,24,6,16,6,13,3,0,0,0,419,25,444,960
2,11,GUANAJUATO,7,LEON,20,LEON,1585,7,1208,330,9,106,13,63,46,61,40,91,19,0,0,3,1989,47,2036,5211
2,11,GUANAJUATO,7,LEON,20,LEON,1586,2,313,112,3,21,3,18,9,19,6,12,6,0,0,0,522,15,537,1086
2,11,GUANAJUATO,6,LEON,20,LEON,1587,2,268,101,3,30,8,11,12,19,14,13,3,0,0,0,482,12,494,1066
2,11,GUANAJUATO,6,LEON,20,LEON,1588,3,469,127,9,32,4,18,32,28,12,35,7,0,0,0,773,22,795,1641
2,11,GUANAJUATO,6,LEON,20,LEON,1589,2,307,118,5,44,6,13,20,21,10,25,7,0,0,0,576,25,601,1408
2,11,GUANAJUATO,6,LEON,20,LEON,1590,3,372,137,7,48,10,13,18,18,13,34,6,0,0,0,676,16,692,1712
2,11,GUANAJUATO,6,LEON,20,LEON,1591,4,457,215,8,61,4,19,19,11,14,34,14,0,0,0,856,18,874,2269
2,11,GUANAJUATO,6,LEON,20,LEON,1592,2,337,176,0,33,4,5,2,10,6,20,14,0,0,0,607,12,619,1351
2,11,GUANAJUATO,6,LEON,20,LEON,1593,3,336,165,2,22,2,10,7,19,8,12,8,0,0,0,591,10,601,1516
2,11,GUANAJUATO,6,LEON,20,LEON,1594,2,345,149,14,44,4,10,12,9,9,15,11,0,0,0,622,21,643,1266
2,11,GUANAJUATO,6,LEON,20,LEON,1595,2,305,137,4,35,1,5,9,3,8,7,11,0,0,0,525,23,548,1050
2,11,GUANAJUATO,6,LEON,20,LEON,1596,2,290,132,0,35,4,11,15,13,7,22,11,0,0,0,540,25,565,1099
2,11,GUANAJUATO,6,LEON,20,LEON,1597,1,160,58,3,13,0,4,5,3,5,17,3,0,0,0,271,10,281,618
2,11,GUANAJUATO,6,LEON,20,LEON,1598,2,227,106,5,38,3,7,8,18,4,18,3,0,0,0,437,7,444,942
2,11,GUANAJUATO,6,LEON,20,LEON,1599,2,161,80,1,24,2,8,11,7,6,18,6,0,0,0,324,6,330,797
2,11,GUANAJUATO,6,LEON,20,LEON,1600,2,266,96,6,20,5,8,18,11,5,14,6,0,0,1,456,13,469,1150
2,11,GUANAJUATO,6,LEON,20,LEON,1601,2,252,111,7,58,4,7,16,19,12,11,14,0,0,0,511,21,532,1124
2,11,GUANAJUATO,6,LEON,20,LEON,1602,1,140,59,3,15,3,4,4,4,5,5,6,0,0,0,248,14,262,641
2,11,GUANAJUATO,6,LEON,20,LEON,1603,2,338,127,5,28,2,5,18,9,12,15,0,0,0,0,559,21,580,1323
2,11,GUANAJUATO,6,LEON,20,LEON,1604,4,769,238,8,90,4,28,29,35,24,43,13,0,0,2,1283,35,1318,2968
2,11,GUANAJUATO,6,LEON,20,LEON,1605,1,141,83,3,16,1,3,4,4,4,4,0,0,0,0,263,10,273,624
2,11,GUANAJUATO,6,LEON,20,LEON,1606,2,235,115,7,31,2,6,8,14,8,29,7,0,0,0,462,15,477,1027
2,11,GUANAJUATO,6,LEON,20,LEON,1607,1,180,69,2,17,4,7,8,4,6,37,5,0,0,0,339,9,348,657
2,11,GUANAJUATO,6,LEON,20,LEON,1608,2,254,124,5,37,5,6,7,1,12,23,12,0,0,0,486,18,504,1048
2,11,GUANAJUATO,6,LEON,20,LEON,1609,2,337,119,4,48,5,4,13,9,4,25,8,0,0,2,578,8,586,1307
2,11,GUANAJUATO,6,LEON,20,LEON,1610,2,278,123,5,25,5,6,2,7,5,7,10,0,0,0,473,10,483,1125
2,11,GUANAJUATO,6,LEON,20,LEON,1611,3,391,159,8,59,5,16,14,10,11,16,21,0,0,0,710,23,733,1831
2,11,GUANAJUATO,6,LEON,20,LEON,1612,2,201,131,1,30,4,7,10,5,4,16,7,0,0,0,416,19,435,1053
2,11,GUANAJUATO,6,LEON,20,LEON,1613,7,1430,420,31,116,18,50,55,65,46,90,25,0,0,1,2347,54,2401,5243
2,11,GUANAJUATO,6,LEON,20,LEON,1614,14,2758,724,32,193,33,129,113,106,95,180,29,0,0,7,4399,119,4518,10226
2,11,GUANAJUATO,6,LEON,20,LEON,1615,2,243,106,2,26,2,3,9,9,6,19,6,0,0,0,431,10,441,864
2,11,GUANAJUATO,6,LEON,20,LEON,1616,2,251,75,4,21,6,17,14,11,9,14,5,0,0,1,428,21,449,951
2,11,GUANAJUATO,6,LEON,20,LEON,1617,3,397,106,5,31,5,18,20,21,11,26,5,0,0,2,647,23,670,1512
2,11,GUANAJUATO,7,LEON,20,LEON,1618,2,228,94,6,24,9,7,12,11,8,23,2,0,0,0,424,8,432,955
2,11,GUANAJUATO,7,LEON,20,LEON,1619,2,308,92,6,24,7,9,16,23,14,16,0,0,0,0,515,14,529,981
2,11,GUANAJUATO,7,LEON,20,LEON,1620,5,684,261,9,68,11,37,27,34,22,35,4,0,0,0,1192,36,1228,3666
2,11,GUANAJUATO,7,LEON,20,LEON,1621,2,283,99,7,18,9,13,18,14,12,21,3,0,0,0,497,21,518,1081
2,11,GUANAJUATO,6,LEON,20,LEON,1622,1,176,76,4,17,6,7,8,9,11,15,3,0,0,2,334,6,340,737
2,11,GUANAJUATO,6,LEON,20,LEON,1623,1,145,80,5,15,7,8,1,6,4,7,6,0,0,0,284,8,292,629
2,11,GUANAJUATO,6,LEON,20,LEON,1624,2,249,90,5,18,3,3,12,12,7,16,7,0,0,0,422,13,435,943
2,11,GUANAJUATO,6,LEON,20,LEON,1625,2,268,107,6,23,2,11,8,3,13,25,4,0,0,0,470,20,490,1438
2,11,GUANAJUATO,6,LEON,20,LEON,1626,3,524,141,6,58,8,20,18,19,20,52,7,0,0,0,873,33,906,2154
2,11,GUANAJUATO,6,LEON,20,LEON,1627,4,488,175,10,66,10,32,25,24,17,36,21,0,0,0,904,52,956,2860
2,11,GUANAJUATO,6,LEON,20,LEON,1628,2,229,94,7,22,7,14,15,6,6,9,9,0,0,0,418,12,430,1047
2,11,GUANAJUATO,6,LEON,20,LEON,1629,3,381,209,10,57,9,13,30,19,10,26,10,0,0,1,775,16,791,1974
