CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,960,C01,75,69,24,11,3,28,12,44,18,,,,,2,284,14,300,691,ACTA CASILLA,,,
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,960,C02,96,77,11,16,3,31,17,45,10,,,,,1,306,19,326,691,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0960C02.jpg
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,960,C03,95,71,24,15,2,22,24,51,13,,,,,0,317,12,329,691,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0960C03.jpg
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,960,C04,93,65,16,10,6,30,13,40,16,,,,,1,289,13,303,691,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0960C04.jpg
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,960,C05,79,75,14,9,4,20,19,43,14,,,,,0,277,9,286,691,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0960C05.jpg
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,960,C06,97,71,12,24,7,27,14,42,24,,,,,1,318,8,327,691,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0960C06.jpg
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,960,C07,80,78,14,11,7,25,23,49,15,,,,,1,302,10,313,691,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0960C07.jpg
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,960,C08,79,72,22,20,6,27,19,45,6,,,,,1,296,6,303,690,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0960C08.jpg
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,961,B,134,132,19,12,4,82,21,26,10,,,,,0,440,12,452,709,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0961B00.jpg
5,13,HIDALGO,13,PACHUCA DE SOTO,47,PACHUCA DE SOTO,961,C01,111,126,17,17,2,82,40,39,13,,,,,1,447,12,460,708,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0961C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,742,B ,90,50,20,3,1,23,15,33,7,,,,,2,242,11,255,457,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0742B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,742,C01,77,55,22,7,5,30,14,27,7,,,,,0,244,7,251,457,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0742C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,832,B ,57,53,13,3,8,33,3,20,9,,,,,1,199,13,213,520,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0832B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,832,C01,74,54,15,0,8,17,28,0,8,,,,,0,204,13,217,519,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0832C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,833,B ,64,70,18,7,5,20,10,30,5,,,,,0,229,4,233,433,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0833B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,833,C01,77,80,12,4,4,23,10,28,8,,,,,0,246,10,256,433,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0833C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,834,B ,75,61,8,4,11,23,6,25,6,,,,,0,219,8,227,381,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0834B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,835,B ,106,78,12,7,8,22,9,40,6,,,,,0,288,10,298,622,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0835B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,836,B ,89,81,20,7,10,19,8,20,16,,,,,0,270,6,276,546,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0836B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,837,B ,80,51,8,5,6,13,9,21,8,,,,,1,201,6,208,430,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0837B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,837,C01,66,49,8,2,6,13,11,22,2,,,,,0,179,10,189,430,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0837C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,838,B ,73,43,6,9,1,7,6,26,5,,,,,0,176,7,183,324,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0838B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,839,B ,94,84,12,15,7,25,8,27,18,,,,,0,290,13,303,554,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0839B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,840,B ,84,56,12,3,1,27,1,23,6,,,,,0,213,8,221,424,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0840B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,840,C01,100,51,9,9,5,18,6,13,7,,,,,2,218,10,230,424,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0840C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,841,B ,93,87,13,6,8,27,12,23,6,,,,,0,275,8,283,532,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0841B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,842,B ,132,86,15,16,6,34,16,26,11,,,,,0,342,10,352,634,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0842B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,843,B ,88,74,9,3,3,14,9,17,3,,,,,0,220,6,226,428,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0843B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,843,C01,96,59,7,5,11,11,4,23,5,,,,,0,221,7,228,428,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0843C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,844,B ,76,79,10,8,6,5,9,31,7,,,,,0,231,4,235,449,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0844B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,844,C01,70,85,6,1,4,15,7,31,3,,,,,0,222,6,228,448,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0844C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,845,B ,73,61,13,3,0,19,14,16,10,,,,,1,209,8,218,456,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0845B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,846,B ,119,80,19,8,6,48,12,29,18,,,,,0,339,12,351,640,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0846B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,847,B ,70,73,10,7,9,14,11,12,7,,,,,0,213,6,219,376,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0847B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,847,C01,59,64,11,2,9,17,5,19,3,,,,,0,189,4,193,375,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0847C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,848,B ,96,64,6,6,4,11,12,22,19,,,,,3,240,16,259,504,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0848B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,848,C01,92,59,27,4,15,12,11,24,12,,,,,1,256,4,261,504,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0848C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,848,C02,117,94,16,4,4,21,6,30,10,,,,,0,302,16,318,504,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0848C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,849,B ,113,89,20,8,8,22,11,26,8,,,,,0,305,11,316,485,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0849B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,850,B ,163,127,12,3,3,68,14,29,14,,,,,0,433,20,453,718,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0850B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,850,C01,152,124,14,12,5,62,23,40,20,,,,,0,452,17,469,718,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0850C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,851,B ,153,146,12,4,4,40,18,32,12,,,,,0,421,24,445,641,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0851B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,851,C01,157,122,18,7,6,44,21,33,14,,,,,3,422,16,441,640,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0851C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,853,B ,107,63,20,3,5,32,16,25,7,,,,,0,278,10,288,519,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0853B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,853,C01,98,75,11,8,3,22,21,22,7,,,,,2,267,13,282,518,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0853C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,853,C02,109,70,14,6,1,40,12,29,7,,,,,0,288,5,293,518,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0853C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,854,B ,173,118,17,8,4,49,17,23,15,,,,,1,424,15,440,736,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0854B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,854,C01,169,91,23,1,9,47,16,43,18,,,,,0,417,14,431,735,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0854C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,855,B ,143,98,17,4,5,44,31,36,17,,,,,0,395,18,413,671,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0855B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,855,C01,152,78,17,6,3,58,21,45,6,,,,,1,386,13,400,671,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0855C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,856,B ,147,88,11,8,15,40,21,37,12,,,,,0,379,14,393,680,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0856B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,856,C01,111,83,20,9,19,42,30,45,16,,,,,1,375,6,382,680,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0856C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,857,B ,102,69,15,7,10,30,11,27,6,,,,,0,277,15,292,517,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0857B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,857,C01,99,81,9,2,22,39,8,18,14,,,,,0,292,12,304,517,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0857C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,858,B ,119,77,9,4,6,31,18,41,15,,,,,3,320,13,336,535,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0858B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,859,B ,100,80,11,3,5,35,9,43,15,,,,,0,301,10,311,559,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0859B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,860,B ,91,49,14,5,5,19,6,6,8,,,,,0,203,17,220,391,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0860B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,860,C01,105,43,11,4,6,27,5,24,7,,,,,0,232,8,240,390,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0860C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,861,B ,125,84,16,5,2,23,5,26,5,,,,,1,291,7,299,523,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0861B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,862,B ,104,94,17,6,5,21,6,25,4,,,,,0,282,8,290,604,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0862B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,863,B ,77,73,13,7,4,29,15,25,8,,,,,0,251,0,251,531,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0863B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,863,C01,68,74,10,9,13,14,14,26,13,,,,,1,241,7,249,531,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0863C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,863,C02,63,89,12,5,3,25,8,38,13,,,,,0,256,12,268,531,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0863C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,864,B ,76,52,24,2,6,5,4,16,9,,,,,1,194,9,204,404,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0864B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,864,C01,52,55,17,2,11,16,12,19,9,,,,,0,193,8,201,404,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0864C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,865,B ,101,87,17,6,10,37,20,54,11,,,,,2,343,12,357,673,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0865B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,865,C01,117,81,14,4,14,28,35,35,7,,,,,0,335,11,346,672,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0865C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,866,B ,117,58,20,4,14,35,11,30,8,,,,,0,297,9,306,621,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0866B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,866,C01,116,68,18,9,10,40,21,30,10,,,,,1,322,8,331,620,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0866C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,867,B ,73,80,10,6,5,25,18,20,10,,,,,1,247,2,250,502,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0867B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,867,C01,90,53,4,7,2,29,26,27,9,,,,,1,247,9,257,502,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0867C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,868,B ,81,61,5,5,1,19,38,22,11,,,,,0,243,11,254,536,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0868B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,868,C01,67,63,10,3,4,12,48,19,5,,,,,0,231,11,242,535,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0868C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,869,B ,82,82,7,2,5,29,20,23,8,,,,,2,258,12,272,538,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0869B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,870,B ,92,59,18,6,8,19,15,23,16,,,,,0,256,8,264,577,ACTA CASILLA,,,
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,871,B ,82,65,8,6,3,20,16,16,8,,,,,0,224,7,231,387,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0871B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,871,C01,77,69,6,6,3,24,13,18,6,,,,,0,222,8,230,387,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0871C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,872,B ,136,96,12,9,4,31,5,19,9,,,,,0,321,5,326,533,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0872B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,873,B ,118,82,7,3,7,34,14,29,10,,,,,0,304,10,314,471,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0873B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,873,C01,123,62,7,0,13,27,16,21,15,,,,,0,284,13,297,471,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0873C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,874,B ,140,138,15,10,9,43,25,34,12,,,,,0,426,15,441,711,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0874B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,875,B ,82,80,5,4,2,17,17,20,14,,,,,0,241,8,249,384,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0875B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,875,C01,101,79,6,2,2,12,16,23,12,,,,,0,253,6,259,384,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0875C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,876,B ,154,102,18,11,6,49,16,38,19,,,,,0,413,20,433,689,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0876B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,876,C01,144,96,18,9,6,50,21,54,12,,,,,0,410,10,420,688,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0876C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,877,B ,117,75,24,5,10,27,26,51,10,,,,,0,345,13,358,585,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0877B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,877,C01,103,74,22,7,4,38,23,40,16,,,,,3,327,13,343,584,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0877C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,882,B ,122,74,19,2,3,40,16,37,11,,,,,0,324,16,340,539,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0882B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,882,C01,100,91,11,6,3,41,12,41,8,,,,,0,313,15,328,538,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0882C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,883,B ,133,89,10,16,5,33,18,35,16,,,,,1,355,13,369,672,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0883B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,884,B ,176,148,17,7,9,50,33,49,18,,,,,0,507,19,526,732,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0884B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,885,B ,139,90,20,12,8,37,14,32,9,,,,,1,361,7,369,560,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0885B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,885,C01,155,85,10,13,7,41,12,27,17,,,,,0,367,16,383,560,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0885C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,886,B ,142,120,16,5,9,37,17,37,18,,,,,0,401,18,419,681,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0886B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,887,B ,148,88,9,4,4,46,11,26,18,,,,,0,354,17,371,593,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0887B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,887,C01,132,106,9,4,6,53,9,34,13,,,,,0,366,11,377,592,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0887C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,888,B ,166,67,19,7,7,36,19,23,6,,,,,0,350,13,363,500,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0888B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,888,C01,108,77,9,10,3,42,23,30,14,,,,,1,316,16,333,499,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0888C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,889,B ,146,121,22,9,7,36,24,45,33,,,,,0,443,13,456,679,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/DIPUTADOS_MR/VD0889B00.jpg
