ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,MC,NA,PCPP,PSI,MORENA,ES,PT_MORENA_ES,C_COMUN_PAN_PRD_MC_PCPP_PSI,C_COMUN_PAN_PRD_MC_PCPP,C_COMUN_PAN_PRD_MC_PSI,C_COMUN_PAN_PRD_PCPP_PSI,C_COMUN_PAN_MC_PCPP_PSI,C_COMUN_PRD_MC_CPPP_PSI,C_COMUN_PAN_PRD_MC,C_COMUN_PAN_PRD_PCPP,C_COMUN_PAN_PRD_PSI,C_COMUN_PAN_MC_PCPP,C_COMUN_PAN_MC_PSI,C_COMUN_PAN_PCPP_PSI,C_COMUN_PRD_MC_PCPP,C_COMUN_PRD_MC_PSI,C_COMUN_PRD_PCPP_PSI,C_COMUN_MC_PCPP_PSI,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PAN_PCPP,C_COMUN_PAN_PSI,C_COMUN_PRD_MC,C_COMUN_PRD_PCPP,C_COMUN_PRD_PSI,C_COMUN_MC_PCPP,C_COMUN_MC_PSI,C_COMUN_PCPP_PSI,C_COMUN_PVEM_PCPP_PSI,C_COMUN_PRI_NA,C_COMUN_PVEM_PCPP,C_COMUN_PVEM_PSI,C_COMUN_NA_PCPP,CAN_IND1,CAN_IND2,CAN_IND3,CAN_IND4,CAN_IND5,CAN_IND6,CAN_IND7,CAN_IND8,CAN_IND9,CAN_IND10,CAN_IND11,CAN_IND12,CAN_IND13,CAN_IND14,CAN_IND15,CAN_IND16,CAN_IND17,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,186,TLATLAUQUITEPEC,23,64,,3106,,702,,,,,,,4605,,,,,,,,,,,,,,,,,4937,,,,,,,,5734,,,,,,3163,,,,,,,,,,,,,,,,,,22247,0,1572,23819,37763,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_05_TLATLAUQUITEPEC ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,187,TLAXCO,4,9,,96,,,,,,,,,57,,,,,,,,,,,,,,,,,745,,,,,,,,957,,,,1332,,,,,,,,,,,,,,,,,,,,3187,0,115,3302,3814,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_01_CME_TLAXCO.pdf
21,PUEBLA,188,TOCHIMILCO,11,22,,2139,,2035,620,,,10,,,1475,,,,,,,,2616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8895,0,378,9273,12735,
21,PUEBLA,189,TOCHTEPEC,7,22,,2836,,642,330,,,1709,,,2192,,,,,,,,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10252,0,495,10747,14163,
21,PUEBLA,190,TOTOLTEPEC DE GUERRERO,2,3,,339,,,2,,103,0,,,53,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,0,11,806,958,
21,PUEBLA,191,TULCINGO,7,15,,2607,,,,,,,,,486,,,,,,,1225,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,4483,1,228,4712,7529,
21,PUEBLA,192,TUZAMAPAN DE GALEANA,3,7,,957,,201,,,,3,,,599,,,,,,,,,,,,,,,,,,,602,,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,3530,0,147,3677,4415,
21,PUEBLA,193,TZICATLACOYAN,4,10,68,1035,,,,593,,,,,192,,,,,,,,,,,,,,,,,,,,,,,1008,130,,,,,,,,,,,,,,,,,,,,,,,,,3026,711,213,3950,5075,
21,PUEBLA,194,VENUSTIANO CARRANZA,16,41,,356,,51,,,,31,,,6360,,8445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15243,1,423,15667,20881,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_01_CME_VENUSTIANO_CARRANZA.pdf
21,PUEBLA,195,VICENTE GUERRERO,11,29,,6256,97,,,,,,,,457,,,,,5782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12592,0,668,13260,16757,
21,PUEBLA,196,XAYACATLAN DE BRAVO,2,3,5,464,,4,,274,0,,,,55,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056,0,67,1123,1428,
21,PUEBLA,197,XICOTEPEC,29,96,,,,788,,,,184,,,9981,,10340,,,,,,,,,,,,,,,,,,,,,,,,,,15124,,,,,,,,,,,,,,,,,,,,,36417,24,1407,37848,55468,
21,PUEBLA,198,XICOTLAN,2,2,,233,,,,,,,301,3,0,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899,0,11,910,1081,
21,PUEBLA,199,XIUTETELCO,12,43,,9514,,72,,77,,,,,1616,,,,,,,,,,7343,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,18709,2,985,19696,26446,
21,PUEBLA,200,XOCHIAPULCO,2,7,,874,,,,131,4,1,,,199,,,,,,,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,0,89,2097,2770,
21,PUEBLA,201,XOCHILTEPEC,2,4,,306,23,,,,357,197,,,315,,,,,,,,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603,0,92,1695,2520,
21,PUEBLA,202,XOCHITLAN DE VICENTE SUAREZ,4,13,,3021,,,1208,73,,,,,399,,,,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5730,0,502,6232,8493,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_XOCHITLAN_DE_VICENTE_SUAREZ.pdf
21,PUEBLA,203,XOCHITLAN TODOS SANTOS,3,7,,1085,,867,20,,,194,,,641,,,,,,,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3343,0,224,3567,4602,
21,PUEBLA,204,YAONAHUAC,4,10,764,283,,,,1289,219,568,,,400,,,,,,,,,,,,,,,,,,,,,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237,1,163,4401,5545,
21,PUEBLA,205,YEHUALTEPEC,9,26,,642,,45,,,,680,,,1939,,,,,,,,,,,,,,,,,,,2016,,2472,,,,,,,,,,,,,,,,,,,,,,,,,,,3790,11584,0,651,12235,16590,
21,PUEBLA,206,ZACAPALA,4,6,,764,,117,386,,15,7,,,345,,,,,,,,,,,,,,,,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2170,2,87,2259,3308,
21,PUEBLA,207,ZACAPOAXTLA,27,65,,4846,,348,,230,,,,,9157,,,,,,,,,,,,,,,4026,,,5287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23894,9,1238,25141,38086,
21,PUEBLA,208,ZACATLAN,30,103,,,,497,,,,96,,,10515,,10701,,,,,,,,,,,,,,,,,,,,,,,,,,16931,,,,,,,,,,,,,,,,,,,,,38740,36,2338,41114,59565,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_03_CME_ZACATLAN.pdf
21,PUEBLA,209,ZAPOTITLAN,9,14,201,2412,,,,28,596,7,,,544,,,,,,,,,,,,,,,,,,,,,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,4932,0,256,5188,6679,
21,PUEBLA,210,ZAPOTITLAN DE MENDEZ,3,7,,1176,,11,,,,,,,952,,,,,,,,,,,,,,,,,,1065,,,,,9,,,,,,,,69,,,,,,,,,,,,,,,,,,3282,1,86,3369,4022,
21,PUEBLA,211,ZARAGOZA,6,21,,1457,51,3358,219,256,,490,,,1116,,,,,,,,,,,,,,,,,,,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8121,0,364,8485,11553,
21,PUEBLA,212,ZAUTLA,12,27,,729,,747,2963,23,11,14,,,3183,,,,,,,,,,,,,,,,,3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10827,0,551,11378,14084,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_ZAUTLA.pdf
21,PUEBLA,213,ZIHUATEUTLA,7,18,1991,447,,24,,55,7,1526,,,383,,,,,,,,,,,,,,,,,,,,,2748,,,,,,,,,,,,,,,,,,,,,,,,,,,,7181,0,483,7664,9532,
21,PUEBLA,214,ZINACATEPEC,6,18,,2295,,70,38,207,1057,102,,,3747,,,,,,,,,,,,,,,,,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8675,1,294,8970,11491,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_26_CME_ZINACATEPEC.pdf
21,PUEBLA,215,ZONGOZOTLA,2,5,,862,,914,243,,1,1,,,90,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2785,0,161,2946,3485,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_ZONGOZOTLA.pdf
21,PUEBLA,216,ZOQUIAPAN,2,4,31,598,,,,17,,118,,,68,,,,,,,,,,,,,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,0,85,1464,1816,
21,PUEBLA,217,ZOQUITLAN,12,22,,692,,,,316,24,78,,,4098,,,,,,,3359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8567,2,554,9123,12477,
