SECCION,TIPO,PRI,PAN,PRD,PT,PVEM,Partido Democrata,PSN,PC,PAS,PCDT,PJS,Nulos,NUM_MUN,MUNICIPIO
594,B,28,66,41,21,1,,,24,168,1,,4,44,ZACATELCO
594,C,24,52,39,15,1,,,13,175,1,,15,44,ZACATELCO
595,B,38,63,59,13,6,,,34,113,0,,4,44,ZACATELCO
595,C,40,64,38,10,0,,,29,127,0,,3,44,ZACATELCO
595,DC,52,46,49,18,1,,,31,129,1,,13,44,ZACATELCO
596,B,33,97,63,19,3,,,35,81,2,,0,44,ZACATELCO
596,C,23,102,89,12,2,,,34,84,0,,0,44,ZACATELCO
597,B,35,79,128,16,4,,,28,100,0,,8,44,ZACATELCO
597,C,47,98,92,21,5,,,37,73,2,,5,44,ZACATELCO
598,B,64,57,93,18,3,,,38,98,2,,2,44,ZACATELCO
598,C,64,67,111,13,5,,,33,56,1,,17,44,ZACATELCO
599,B,67,102,82,6,3,,,61,71,0,,18,44,ZACATELCO
599,C,93,128,64,20,2,,,39,83,2,,10,44,ZACATELCO
600,B,34,78,44,45,15,,,49,93,1,,20,44,ZACATELCO
600,C,25,68,60,72,6,,,40,84,0,,0,44,ZACATELCO
600,DC,48,73,47,27,6,,,54,120,0,,1,44,ZACATELCO
601,B,30,47,123,12,8,,,40,79,1,,16,44,ZACATELCO
601,C,45,59,92,9,7,,,46,57,2,,20,44,ZACATELCO
601,DC,217,54,91,7,4,,,29,109,0,,10,44,ZACATELCO
602,B,29,119,137,25,,,,58,,,,23,48,SANTA CATARINA AYOMETLA
602,C,21,93,100,49,,,,58,,,,12,48,SANTA CATARINA AYOMETLA
603,B,33,110,174,38,,,,34,,,,33,48,SANTA CATARINA AYOMETLA
604,B,69,147,64,70,,,,41,,,,13,48,SANTA CATARINA AYOMETLA
604,C,41,116,110,68,,,,93,,,,14,48,SANTA CATARINA AYOMETLA
604,DC,56,145,71,82,,,,84,,,,0,48,SANTA CATARINA AYOMETLA
605,B,7,277,113,29,,,,28,,,,19,48,SANTA CATARINA AYOMETLA
606,B,44,202,140,39,,,,,,18,,0,55,LÁZARO CÁRDENAS
606,C,49,152,193,35,,,,,,22,,18,55,LÁZARO CÁRDENAS
607,B,60,302,17,63,,,,,,34,,20,54,EMILIANO ZAPATA
607,C,78,307,52,34,,,,,,14,,22,54,EMILIANO ZAPATA
608,B,1,119,4,181,,,,,,0,,14,54,EMILIANO ZAPATA
