CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COALICION_PRI_PVEM,COMUN_PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1075,B,2,56,22,0,1,0,3,3,0,,0,0,0,0,87,2,89,133,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1076,B,1,80,42,0,0,0,0,2,0,,0,0,0,0,125,0,125,177,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1077,B,0,38,79,0,0,0,0,0,0,,0,0,0,0,117,0,117,207,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1079,B,0,62,26,3,0,0,0,1,0,,0,0,0,0,92,2,94,163,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1080,B,1,62,47,0,0,0,0,0,0,,0,0,0,0,110,2,112,178,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1081,B,1,171,162,1,2,0,0,2,0,,0,1,0,0,340,3,343,528,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1081,C01,0,152,179,0,3,0,0,6,0,,0,0,0,0,340,7,347,527,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1082,B,0,90,57,0,0,0,0,0,0,,0,0,0,0,147,0,147,259,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1083,B,0,87,97,0,0,0,0,1,1,,0,0,0,0,186,2,188,266,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1084,B,2,108,178,0,2,2,0,9,0,,0,0,0,0,301,2,303,489,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1084,C01,1,84,144,0,2,0,0,5,0,,0,0,0,0,236,3,239,401,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1086,B,0,183,173,0,0,0,0,0,0,,0,0,0,0,356,3,359,685,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1087,B,1,193,184,0,1,0,0,3,0,,0,3,0,0,385,4,389,666,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1088,B,0,82,97,0,0,0,0,0,0,,0,0,0,0,179,1,180,240,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1089,B,0,50,53,0,0,0,0,2,1,,0,1,0,0,107,2,109,170,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1090,B,0,91,7,0,0,0,0,0,0,,0,0,0,0,98,0,98,142,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1091,B,3,34,25,3,0,0,0,30,0,,1,2,0,0,98,1,99,149,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1092,B,0,109,116,1,0,0,0,13,1,,0,0,0,0,240,3,243,401,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1093,B,0,40,49,0,0,0,0,1,0,,0,0,0,0,90,1,91,156,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1094,B,0,159,155,2,0,0,0,1,0,,0,0,0,0,317,4,321,530,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1095,B,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,328,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1096,B,0,46,64,0,0,0,0,2,1,,0,1,0,0,114,2,116,176,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1097,B,1,90,23,0,0,0,0,0,0,,1,0,0,0,115,4,119,194,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1098,B,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,723,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1099,B,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,278,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1100,B,2,114,129,0,0,0,1,3,0,,0,0,0,0,249,5,254,437,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1101,B,2,89,158,0,0,0,1,4,0,,0,0,0,0,254,1,255,365,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1102,B,1,107,108,0,0,0,0,5,0,,0,0,0,0,221,4,225,399,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1103,B,1,91,178,0,0,2,0,2,0,,1,0,0,0,275,3,278,465,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1104,B,1,89,223,0,0,2,1,1,0,,0,1,0,0,318,5,323,499,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1104,C01,0,85,208,1,0,0,0,0,0,,0,0,0,0,294,5,299,498,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1105,B,1,45,35,0,0,0,0,0,0,,0,0,0,0,81,1,82,203,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1106,B,5,141,89,2,0,1,1,3,0,,0,0,0,0,242,8,250,382,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1107,B,0,104,29,1,0,0,1,13,0,,0,0,0,0,148,1,149,281,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1108,B,2,66,77,1,3,0,1,1,0,,0,0,0,0,151,3,154,236,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1109,B,1,165,202,0,1,0,0,6,0,,0,2,0,0,377,8,385,655,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1110,B,0,92,32,0,0,0,0,7,0,,0,0,0,0,131,0,131,228,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1111,B,1,93,127,0,0,0,0,0,0,,1,1,0,0,223,2,225,393,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1111,C01,0,97,134,1,0,0,0,1,1,,0,0,0,0,234,4,238,393,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1950,B,4,89,123,3,5,8,3,41,1,,0,2,0,0,279,17,296,536,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1950,C01,8,112,129,7,4,4,2,36,1,,0,1,0,0,304,8,312,536,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1950,C02,4,109,129,0,6,3,3,38,0,,2,1,0,0,295,10,305,535,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1951,B,9,0,112,0,0,5,2,42,1,,3,124,0,0,298,3,301,573,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1951,C01,14,109,111,4,7,10,1,30,1,,0,3,0,0,290,15,305,572,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1951,C02,15,132,103,4,7,12,4,34,0,,4,2,0,0,317,8,325,572,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1951,C03,16,114,114,1,4,3,4,19,0,,1,0,0,0,276,19,295,572,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1952,B,6,93,122,11,4,6,3,41,0,,0,3,0,0,289,9,298,529,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1952,C01,5,120,110,4,5,3,4,29,0,,0,1,0,0,281,13,294,529,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1952,C02,5,100,108,0,0,4,0,32,2,,0,0,0,0,251,10,261,529,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1953,B,11,106,118,3,3,12,5,78,1,,3,1,0,0,341,17,358,680,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1953,C01,8,98,125,7,6,16,4,82,0,,3,3,0,0,352,13,365,680,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1954,B,11,133,121,5,5,14,4,50,3,,1,6,0,0,353,15,368,654,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1954,C01,6,127,135,9,0,8,1,67,0,,1,0,0,0,354,20,374,653,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1954,C02,10,130,116,6,0,18,1,57,5,,3,0,0,0,346,12,358,653,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1955,B,3,78,144,4,4,5,2,31,1,,2,2,0,0,276,14,290,519,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1955,C01,4,97,117,10,4,5,3,29,3,,0,3,0,0,275,17,292,519,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1955,C02,6,76,145,2,1,8,3,38,1,,5,0,0,0,285,13,298,519,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1956,B,8,108,120,5,5,5,6,16,3,,2,2,0,1,280,18,299,578,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1956,C01,3,118,131,3,2,4,1,32,1,,1,1,0,0,297,13,310,578,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1956,C02,5,116,143,4,5,12,6,20,2,,4,2,0,0,319,10,329,578,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1957,B,6,110,140,7,8,13,5,34,2,,4,0,0,0,329,14,343,621,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1957,C01,12,121,137,7,2,17,1,35,1,,1,3,0,0,337,13,350,620,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1957,SMR01,2,17,15,1,0,7,1,3,1,,0,0,0,1,47,18,66,0,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1957,SRP01,5,87,87,3,0,15,4,17,3,0,3,0,0,0,224,19,243,0,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1958,B,11,106,214,1,2,13,1,25,2,,2,1,0,0,378,16,394,602,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1958,C01,13,112,181,1,0,10,0,34,0,,0,0,0,0,351,14,365,602,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1959,B,18,155,199,2,2,3,4,33,0,,3,3,0,0,422,10,432,705,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1959,C01,31,141,188,2,3,4,3,29,0,,4,1,0,0,406,15,421,705,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1960,B,4,108,151,3,6,7,3,27,0,,1,2,0,1,312,17,330,590,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1960,C01,7,127,138,3,4,5,2,20,0,,2,0,0,0,308,17,325,589,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1960,C02,7,101,173,4,2,3,4,31,0,,0,2,0,0,327,8,335,589,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1960,C03,10,137,134,5,0,2,3,30,0,,2,0,0,0,323,18,341,589,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1961,B,2,94,111,6,5,5,0,16,2,,2,4,0,0,247,15,262,679,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1961,C01,6,105,110,0,4,11,1,25,2,,3,7,0,0,274,5,279,519,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1961,C02,4,112,90,3,1,12,1,28,2,,2,0,0,0,255,12,267,518,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1963,B,0,62,70,0,9,0,0,3,0,,0,0,0,0,144,3,147,281,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1964,B,4,145,160,0,2,3,1,28,0,,1,8,0,0,352,10,362,588,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1965,B,0,101,112,0,1,0,2,31,0,,0,0,0,0,247,9,256,431,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1966,B,1,44,107,0,0,0,1,4,0,,0,0,0,0,157,5,162,295,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1967,B,1,445,345,0,0,11,0,28,0,,0,0,0,0,830,7,837,373,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1968,B,5,124,102,1,2,7,0,52,0,,2,2,0,0,297,10,307,589,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1968,C01,4,99,132,2,4,6,4,62,0,,2,0,0,0,315,13,328,589,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1968,C02,4,122,102,4,2,3,2,40,0,,2,1,0,0,282,3,285,588,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1969,B,19,84,129,1,1,2,1,21,0,,0,0,0,0,258,6,264,387,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1969,C01,6,116,115,0,0,0,0,11,0,,0,0,0,0,248,9,257,386,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1970,B,2,180,157,0,5,0,0,8,0,,0,0,0,0,352,3,355,470,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1971,B,10,209,168,1,3,3,0,10,0,,0,1,0,0,405,3,408,587,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1971,C01,6,193,170,3,0,3,0,10,0,,0,1,0,0,386,14,400,587,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1971,C02,5,249,151,2,2,1,1,9,0,,0,0,0,0,420,6,426,587,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1971,C03,3,220,161,0,2,1,1,15,0,,1,1,0,0,405,18,423,586,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1972,B,4,159,191,1,1,2,4,4,0,,0,2,0,0,368,8,376,521,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1972,C01,3,179,170,0,0,2,4,6,0,,1,3,0,0,368,1,369,521,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2533,B,1,129,248,3,1,2,1,15,0,,0,0,0,0,400,21,421,603,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2534,B,1,92,260,4,1,0,6,4,0,,0,0,0,0,368,13,381,583,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2534,C01,0,120,257,3,0,1,1,8,0,,1,0,0,0,391,13,404,582,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2535,B,2,118,233,5,0,0,0,8,0,,0,0,0,0,366,17,383,577,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2535,C01,3,129,225,4,1,0,2,11,0,,0,0,0,0,375,15,390,576,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2536,B,2,95,213,0,2,0,0,4,0,,0,2,0,0,318,13,331,455,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2537,B,1,105,273,3,2,0,1,33,1,,2,1,0,0,422,15,437,735,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2540,B,0,17,51,0,0,0,0,3,0,,0,0,0,0,71,2,73,125,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2541,B,0,91,113,1,0,0,1,1,0,,0,2,0,0,209,9,218,326,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2542,B,1,124,278,0,0,0,1,20,0,,0,0,0,0,424,8,432,587,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2542,C01,0,123,262,0,0,0,1,25,0,,0,0,0,0,411,3,414,586,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2543,B,0,18,61,0,0,0,0,2,0,,0,0,0,0,81,2,83,105,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2544,B,0,40,124,0,0,0,0,1,0,,0,0,0,0,165,3,168,252,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2545,B,0,58,87,0,0,0,0,0,0,,1,0,0,0,146,6,152,274,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2546,B,0,57,150,4,1,1,0,0,0,,0,0,0,0,213,1,214,335,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2547,B,0,48,159,1,1,0,0,3,0,,0,1,0,0,213,4,217,302,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2548,B,3,129,38,0,0,0,8,1,1,,0,0,0,0,180,5,185,255,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2549,B,0,25,58,3,2,1,0,5,0,,0,0,0,0,94,3,97,132,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2550,B,0,89,114,26,1,0,3,15,1,,1,0,0,0,250,4,254,398,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2550,C01,0,84,100,29,0,2,1,20,0,,0,1,0,0,237,6,243,397,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2551,B,1,128,133,10,1,0,3,19,1,,1,0,0,0,297,2,299,417,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2551,C01,0,120,125,40,0,1,0,12,0,,1,0,0,0,299,5,304,417,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2553,B,1,99,207,0,1,0,0,5,0,,0,6,0,0,319,3,322,461,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2553,C01,0,102,191,0,1,0,0,9,0,,0,2,0,0,305,4,309,461,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2600,B,2,211,257,2,1,1,15,27,0,,3,0,0,0,519,9,528,715,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2600,C01,3,206,253,0,0,2,9,28,0,,0,0,0,0,501,8,509,714,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2600,C02,1,248,226,3,1,0,9,33,2,,1,2,0,0,526,2,528,714,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2601,B,2,176,170,1,1,1,5,29,0,,0,2,0,0,387,9,396,522,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2601,C01,0,169,164,3,0,0,5,26,1,,0,0,0,0,368,9,377,521,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2602,B,1,143,182,2,0,1,8,10,1,,0,0,0,0,348,0,348,505,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2602,C01,1,156,189,1,2,0,7,4,1,,2,1,0,0,364,7,371,504,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2602,C02,0,155,155,0,0,2,1,13,10,,0,2,0,0,338,5,343,504,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2603,B,0,64,85,4,0,0,1,3,0,,0,0,0,0,157,5,162,206,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2604,B,1,206,207,1,1,1,4,19,0,,0,2,0,0,442,5,447,615,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2604,C01,3,193,228,2,2,1,3,11,0,,0,0,0,0,443,8,451,615,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2605,B,1,174,207,1,2,0,11,10,0,,2,3,0,0,411,6,417,562,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2606,B,0,97,161,0,2,2,7,11,0,,0,2,0,0,282,6,288,383,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2607,B,1,198,208,0,0,3,2,6,0,,0,1,0,0,419,10,429,573,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2607,C01,1,160,230,0,0,0,9,4,0,,0,3,0,0,407,7,414,573,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2608,B,0,83,99,0,0,0,0,0,0,,0,0,0,0,182,3,185,249,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2609,B,1,79,87,0,0,0,4,1,0,,0,0,0,0,172,2,174,241,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2610,B,2,178,289,1,2,0,7,0,0,,0,0,0,0,479,15,494,687,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2611,B,2,128,224,0,0,0,0,12,0,,0,0,0,0,366,0,366,586,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2611,C01,2,147,235,0,1,1,1,5,1,,0,1,0,0,394,8,402,586,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2612,B,1,130,238,1,2,0,10,7,0,,0,1,0,0,390,9,399,565,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2612,C01,0,152,201,2,1,0,5,14,0,,0,0,0,0,375,6,381,565,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2613,B,2,172,170,3,0,0,3,3,1,,0,1,0,0,355,1,356,528,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2614,B,1,278,238,0,0,0,8,3,0,,0,0,0,0,528,7,535,739,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2614,C01,1,204,250,0,0,0,5,4,0,,0,0,0,0,464,9,473,738,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2615,B,2,190,211,1,0,1,0,18,0,,1,0,0,0,424,2,426,553,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2615,C01,0,182,228,0,1,0,4,6,1,,0,0,0,0,422,1,423,552,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2616,B,0,121,127,0,1,0,7,9,0,,4,0,0,0,269,0,269,396,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2616,C01,2,133,119,1,1,0,1,11,1,,1,3,0,0,273,3,276,395,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2617,B,0,162,136,0,0,0,2,1,0,,0,0,0,0,301,6,307,417,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2618,B,0,84,89,0,1,0,3,14,0,,0,0,0,0,191,4,195,287,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2619,B,1,56,73,0,0,0,1,5,0,,0,0,0,0,136,1,137,176,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2620,B,0,115,33,0,0,1,0,4,0,,0,0,0,0,153,0,153,195,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2621,B,0,73,52,0,1,0,0,2,0,,0,1,0,0,129,0,129,161,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1309,B,0,81,163,15,6,23,12,6,0,0,14,1,0,1,321,24,346,551,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1309,C01,2,70,187,22,5,11,7,8,0,0,16,1,0,0,329,28,357,551,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1310,B,2,101,170,5,1,35,9,9,1,0,7,1,0,0,341,15,356,549,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1310,C01,3,110,144,4,4,38,13,18,5,0,7,0,0,0,346,21,367,549,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1311,B,5,112,184,8,4,44,40,14,2,0,7,3,0,0,423,21,444,633,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1311,C01,4,114,201,8,7,43,18,15,2,0,5,0,0,0,417,27,444,632,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1312,B,6,142,190,7,0,20,11,21,1,0,12,0,0,0,410,24,434,609,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1312,C01,6,132,197,5,2,26,22,20,3,0,4,1,0,0,418,18,436,609,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1313,B,4,99,228,3,0,40,7,13,0,0,12,0,0,0,406,6,412,547,Acta Casilla,,,
