CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRD,PRI_PVEM_PD_NVA_ALIANZA ,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANZA,MORENA,ES,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,530,B,58,245,,,2,,1,,,8,2,,,,,,,,,,,,,,,0,316,9,325,686,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,530,C01,60,212,,,2,,2,,,11,1,,,,,,,,,,,,,,,0,288,10,298,686,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,531,B,36,219,,,3,,1,,,2,3,,,,,,,,,,,,,,,0,264,5,269,571,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,531,C01,30,206,,,1,,0,,,4,3,,,,,,,,,,,,,,,0,244,7,251,571,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,532,B,52,220,,,1,,2,,,11,11,,,,,,,,,,,,,,,0,297,8,305,663,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,533,B,86,257,,,0,,3,,,14,3,,,,,,,,,,,,,,,0,363,4,367,718,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,534,B,36,205,,,1,,0,,,4,3,,,,,,,,,,,,,,,0,249,2,251,512,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0534B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,535,B,78,180,,,1,,1,,,11,3,,,,,,,,,,,,,,,0,274,2,276,503,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0535B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,535,C01,73,185,,,0,,0,,,7,0,,,,,,,,,,,,,,,0,265,5,270,503,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,535,C02,73,195,,,1,,2,,,6,8,,,,,,,,,,,,,,,0,285,4,289,503,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,536,B,85,198,,,0,,1,,,9,1,,,,,,,,,,,,,,,0,294,4,298,588,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0536B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,536,C01,79,197,,,1,,0,,,5,2,,,,,,,,,,,,,,,1,284,7,292,588,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,537,B,121,224,,,1,,1,,,9,3,,,,,,,,,,,,,,,0,359,6,365,714,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0537B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,538,B,39,148,,,5,,0,,,4,1,,,,,,,,,,,,,,,0,197,3,200,398,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,538,C01,42,160,,,1,,0,,,6,1,,,,,,,,,,,,,,,0,210,5,215,397,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,539,B,30,199,,,3,,1,,,5,0,,,,,,,,,,,,,,,0,238,6,244,501,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,539,C01,31,178,,,0,,1,,,15,5,,,,,,,,,,,,,,,0,230,5,235,501,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,540,B,48,151,,,1,,0,,,7,1,,,,,,,,,,,,,,,0,208,1,209,400,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,540,C01,42,149,,,5,,1,,,5,2,,,,,,,,,,,,,,,0,204,3,207,400,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0540C1.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,B,57,226,,,4,,0,,,5,0,,,,,,,,,,,,,,,0,292,7,299,725,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0541B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,C01,62,214,,,1,,0,,,6,1,,,,,,,,,,,,,,,0,284,7,291,725,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0541C1.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,C02,63,196,,,1,,1,,,5,0,,,,,,,,,,,,,,,0,266,5,271,724,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0541C2.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,C03,43,206,,,0,,1,,,12,6,,,,,,,,,,,,,,,0,268,2,270,724,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,C04,54,183,,,1,,2,,,3,5,,,,,,,,,,,,,,,0,248,5,253,724,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,C05,50,189,,,2,,0,,,11,4,,,,,,,,,,,,,,,0,256,4,260,724,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,C06,48,190,,,2,,1,,,12,5,,,,,,,,,,,,,,,0,258,3,261,724,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0541C6.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,C07,70,205,,,0,,2,,,4,4,,,,,,,,,,,,,,,1,285,8,294,724,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0541C7.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,C08,60,186,,,3,,2,,,7,0,,,,,,,,,,,,,,,0,258,5,263,724,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0541C8.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,C09,72,184,,,2,,2,,,5,1,,,,,,,,,,,,,,,0,266,4,270,724,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,C10,54,200,,,2,,0,,,4,4,,,,,,,,,,,,,,,0,264,0,264,724,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,C11,49,195,,,1,,1,,,6,4,,,,,,,,,,,,,,,1,256,9,266,724,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0541C11.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,541,SMR01,20,53,,,0,,1,,,3,0,,,,,,,,,,,,,,,0,77,0,77,0,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,542,B,56,200,,,3,,0,,,4,1,,,,,,,,,,,,,,,0,264,5,269,596,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,542,C01,63,189,,,2,,0,,,8,1,,,,,,,,,,,,,,,0,263,7,270,596,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_ 0542C1.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,543,B,80,231,,,3,,0,,,7,1,,,,,,,,,,,,,,,0,322,3,325,693,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0543B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,544,B,61,146,,,0,,2,,,5,0,,,,,,,,,,,,,,,0,214,8,222,437,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,544,C01,61,141,,,4,,2,,,7,1,,,,,,,,,,,,,,,0,216,4,220,436,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,545,B,73,191,,,5,,3,,,9,5,,,,,,,,,,,,,,,0,286,5,291,630,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,546,B,91,295,,,0,,0,,,15,2,,,,,,,,,,,,,,,0,403,8,411,735,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0546B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,547,B,45,121,,,2,,1,,,9,3,,,,,,,,,,,,,,,0,181,6,187,392,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0547B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,547,C01,43,131,,,0,,0,,,15,0,,,,,,,,,,,,,,,1,189,6,196,391,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0547C1.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,548,B,35,164,,,0,,2,,,4,1,,,,,,,,,,,,,,,0,206,5,211,440,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0548B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,548,C01,35,155,,,1,,0,,,6,0,,,,,,,,,,,,,,,0,197,3,200,439,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,549,B,60,174,,,1,,0,,,6,3,,,,,,,,,,,,,,,1,244,6,251,551,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0549B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,550,B,45,194,,,3,,0,,,8,1,,,,,,,,,,,,,,,1,251,2,254,496,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0550B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,550,C01,57,172,,,2,,0,,,9,1,,,,,,,,,,,,,,,1,241,3,245,495,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0550C1.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,551,B,39,202,,,2,,0,,,5,1,,,,,,,,,,,,,,,0,249,5,254,447,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0551B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,551,C01,37,161,,,1,,1,,,6,0,,,,,,,,,,,,,,,0,206,3,209,447,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,552,B,55,246,,,0,,0,,,7,0,,,,,,,,,,,,,,,0,308,9,317,530,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0552B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,552,C01,64,243,,,0,,0,,,6,4,,,,,,,,,,,,,,,0,317,6,323,529,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0552C1.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,553,B,40,152,,,5,,1,,,11,1,,,,,,,,,,,,,,,0,210,6,216,482,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,553,C01,55,162,,,1,,0,,,6,1,,,,,,,,,,,,,,,0,225,8,233,481,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,554,B,43,144,,,2,,0,,,3,0,,,,,,,,,,,,,,,0,192,6,198,398,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0554B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,554,C01,48,127,,,1,,0,,,1,4,,,,,,,,,,,,,,,0,181,2,183,398,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0554C1.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,555,B,55,212,,,1,,2,,,4,2,,,,,,,,,,,,,,,0,276,3,279,586,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0555B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,607,B,39,210,,,13,,0,,,3,0,,,,,,,,,,,,,,,1,265,3,269,538,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,607,C01,54,203,,,2,,0,,,4,2,,,,,,,,,,,,,,,0,265,2,267,538,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,607,C02,43,204,,,2,,0,,,9,1,,,,,,,,,,,,,,,0,259,3,262,538,Acta casilla,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,608,B,87,239,,,6,,1,,,6,1,,,,,,,,,,,,,,,0,340,4,344,661,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,608,C01,86,222,,,8,,1,,,3,1,,,,,,,,,,,,,,,0,321,7,328,660,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0608C1.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,608,C02,100,167,,,5,,1,,,11,1,,,,,,,,,,,,,,,0,285,5,290,660,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_0608C2.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1436,B,48,240,,,0,,0,,,9,0,,,,,,,,,,,,,,,0,297,2,299,688,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1436B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1437,B,33,153,,,2,,3,,,7,2,,,,,,,,,,,,,,,0,200,0,200,535,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1437B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1437,C01,29,133,,,2,,0,,,4,0,,,,,,,,,,,,,,,0,168,3,171,534,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1439,B,36,129,,,3,,0,,,0,0,,,,,,,,,,,,,,,0,168,2,170,390,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1439B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1439,C01,25,108,,,1,,1,,,4,6,,,,,,,,,,,,,,,0,145,2,147,389,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1439C1.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1440,B,23,151,,,1,,0,,,5,0,,,,,,,,,,,,,,,0,180,2,182,405,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1440B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1440,C01,28,131,,,0,,1,,,3,3,,,,,,,,,,,,,,,1,166,0,167,404,Grupo de Recuento,,,
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1441,B,41,192,,,0,,0,,,16,3,,,,,,,,,,,,,,,1,252,3,256,590,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1441B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1442,B,49,176,,,4,,1,,,7,4,,,,,,,,,,,,,,,0,241,1,242,624,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1442B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1443,B,49,160,,,1,,1,,,11,4,,,,,,,,,,,,,,,0,226,3,229,480,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1443B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1443,C01,45,164,,,1,,0,,,6,7,,,,,,,,,,,,,,,0,223,0,223,479,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1443C1.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1444,B,61,218,,,2,,3,,,15,4,,,,,,,,,,,,,,,0,303,12,315,690,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1444B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1445,B,38,162,,,1,,2,,,15,2,,,,,,,,,,,,,,,0,220,0,220,486,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1445B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1445,C01,35,158,,,2,,1,,,13,9,,,,,,,,,,,,,,,0,218,0,218,485,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1445C1.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1446,B,42,148,,,0,,0,,,8,2,,,,,,,,,,,,,,,0,200,5,205,527,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1446B.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1446,C01,42,157,,,2,,1,,,4,1,,,,,,,,,,,,,,,0,207,1,208,526,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1446C1.pdf
1,10,DURANGO,12,GOMEZ PALACIO,6,GOMEZ PALACIO,1447,B,42,153,,,0,,0,,,8,4,,,,,,,,,,,,,,,0,207,1,208,378,Acta casilla,,,http://www.iepcdgo.org.mx/img/documentos/organizacion/GÓMEZ PALACIO/AYUNTAMIENTO/ACTAS DE ESCRUTINIO/GÓMEZ PALACIO_AEC_AYU_1447B.pdf
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,420,B,193,,150,,3,,,,,0,8,,,,,,,,,,,,,,,0,354,8,362,511,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,420,C01,198,,139,,1,,,,,2,8,,,,,,,,,,,,,,,0,348,6,354,511,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,422,B,206,,175,,5,,,,,0,1,,,,,,,,,,,,,,,0,387,21,408,524,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,422,C01,146,,172,,7,,,,,0,0,,,,,,,,,,,,,,,0,325,7,332,446,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,423,B,110,,106,,1,,,,,2,0,,,,,,,,,,,,,,,0,219,5,224,305,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,424,B,139,,182,,2,,,,,0,1,,,,,,,,,,,,,,,0,324,6,330,417,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,424,C01,130,,154,,7,,,,,0,0,,,,,,,,,,,,,,,0,291,31,322,416,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,425,B,76,,104,,1,,,,,1,0,,,,,,,,,,,,,,,0,182,2,184,241,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,426,B,242,,176,,31,,,,,0,3,,,,,,,,,,,,,,,0,452,24,476,722,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,427,B,136,,81,,14,,,,,0,1,,,,,,,,,,,,,,,0,232,15,247,326,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,428,B,48,,40,,2,,,,,0,1,,,,,,,,,,,,,,,0,91,3,94,131,Grupo de Recuento,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,428,E01,32,,46,,2,,,,,0,1,,,,,,,,,,,,,,,0,81,6,87,116,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,429,B,159,,114,,3,,,,,0,1,,,,,,,,,,,,,,,0,277,9,286,410,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,429,E01,71,,38,,1,,,,,0,2,,,,,,,,,,,,,,,0,112,3,115,157,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,430,B,44,,130,,1,,,,,0,0,,,,,,,,,,,,,,,0,175,5,180,310,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,430,E01,52,,39,,0,,,,,0,0,,,,,,,,,,,,,,,0,91,2,93,134,Grupo de Recuento,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,431,B,285,,139,,4,,,,,0,3,,,,,,,,,,,,,,,0,431,4,435,644,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,432,B,25,,59,,0,,,,,0,0,,,,,,,,,,,,,,,0,84,0,84,110,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,433,B,95,,46,,5,,,,,0,11,,,,,,,,,,,,,,,0,157,15,172,242,Acta casilla,,,
1,10,DURANGO,14,CUENCAME,7,GRAL. SIMON BOLIVAR,434,B,37,,39,,1,,,,,0,0,,,,,,,,,,,,,,,0,77,1,78,130,Acta casilla,,,
