CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,C_COMUN_PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRD_PVEM_PSD,PRD_PVEM,PRD_PSD,PVEM_PSD,C_COMUN_PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,479,B,1,0,B,16,22,97,11,19,6,7,154,15,11,7,,,10,2,1,1,5,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,0,12,400,610,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,479,C,1,0,C01,22,11,95,23,21,2,7,132,18,13,8,,,18,1,0,6,6,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,0,16,402,610,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,480,B,1,0,B,22,7,77,11,19,5,7,76,7,22,4,,,7,1,0,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,0,2,272,437,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,480,C,1,0,C01,23,6,20,11,40,10,10,90,31,3,3,,,0,5,7,0,3,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,2,0,274,436,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,B,1,0,B,78,14,104,17,25,6,9,120,17,13,3,,,7,2,0,4,9,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,0,13,449,698,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,C,1,0,C01,45,13,116,8,25,8,3,155,24,15,3,,,11,1,0,6,9,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,1,9,461,698,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,C,2,0,C02,68,13,112,21,21,6,6,142,36,18,3,,,6,1,0,6,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,0,5,472,698,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,C,3,0,C03,45,17,107,22,23,3,10,133,21,13,3,,,9,1,1,4,5,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,0,10,430,698,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,C,4,0,C04,71,16,115,16,25,2,5,132,28,10,8,,,10,1,2,3,3,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,0,9,459,698,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,C,5,0,C05,58,16,118,12,16,4,7,141,20,14,8,,,11,2,2,6,10,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,1,11,460,697,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,482,B,1,0,B,50,15,134,13,20,13,6,144,16,12,8,,,4,0,0,2,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,1,11,454,646,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,482,C,1,0,C01,44,33,96,11,21,8,5,173,20,9,5,,,7,0,1,9,4,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,1,10,459,646,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,482,C,2,0,C02,49,19,117,15,32,5,9,152,20,11,8,,,7,1,2,6,9,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,0,5,473,645,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,483,B,1,0,B,56,19,123,22,33,3,9,164,19,10,3,,,15,3,1,5,5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,0,8,499,675,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,483,C,1,0,C01,65,18,100,17,25,9,7,164,27,8,8,,,14,1,0,5,7,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,0,7,487,674,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,483,C,2,0,C02,59,13,116,11,40,5,10,165,15,15,3,,,10,4,0,7,5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,1,10,490,674,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,483,C,3,0,C03,68,23,107,13,25,11,7,155,17,4,11,,,14,2,0,6,12,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,0,10,488,674,Acta del consejo,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,484,B,1,0,B,22,9,102,20,31,5,5,144,20,10,13,,,9,1,3,12,8,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,1,13,431,612,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,484,C,2,0,C02,23,20,96,17,22,9,8,131,18,7,5,,,11,3,1,8,4,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,0,15,403,612,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,484,C,4,0,C04,31,7,82,25,15,5,4,173,18,15,2,,,9,1,1,5,7,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,0,9,412,611,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,484,C,1,0,C01,20,25,92,16,24,8,6,158,16,15,5,,,19,1,1,3,7,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,0,7,427,612,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,484,C,3,0,C03,23,8,88,26,32,11,7,160,14,9,8,,,12,0,0,3,5,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,0,9,421,612,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,484,S,1,0,S01,12,7,66,20,26,9,5,87,20,15,4,,,13,1,0,3,12,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,0,1,303,0,Acta del consejo,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,485,B,1,0,B,7,8,119,18,41,5,8,157,12,10,1,,,13,2,0,3,8,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,14,0,436,687,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,485,C,2,0,C02,13,12,114,25,29,4,4,144,23,10,2,,,21,1,0,9,12,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0,12,442,687,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,485,C,1,0,C01,17,5,136,25,30,1,7,120,26,10,6,,,2,1,5,11,11,4,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,0,11,440,687,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,485,C,4,0,C04,15,12,139,23,16,4,4,144,18,10,2,,,13,1,2,7,11,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,1,10,435,686,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,485,C,3,0,C03,6,18,133,25,21,5,2,143,15,17,3,,,11,1,2,7,9,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,0,8,431,686,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,486,B,1,0,B,32,12,84,19,35,10,5,145,19,16,4,,,5,1,0,1,6,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0,7,407,687,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,486,C,1,0,C01,32,10,111,26,16,9,11,142,20,9,4,,,13,2,3,7,11,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,0,0,432,687,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,486,C,3,0,C03,31,18,117,18,24,4,8,139,11,8,4,,,4,0,2,6,9,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,0,11,418,686,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,486,C,2,0,C02,21,19,113,20,19,4,5,152,16,10,4,,,6,0,1,9,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,0,16,419,687,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,486,E,1,0,E01,33,15,99,21,19,9,5,175,21,11,8,,,13,4,1,6,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,0,12,459,648,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,486,E,1,5,E01C05,35,12,112,16,24,8,14,140,17,21,7,,,9,0,2,8,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,1,15,449,647,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,486,E,1,2,E01C02,41,17,99,21,20,6,7,137,21,12,12,,,7,0,0,3,12,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,0,20,439,647,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,486,E,1,4,E01C04,30,10,88,22,16,4,10,170,16,5,3,,,0,0,0,2,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,0,14,400,647,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,486,E,1,1,E01C01,31,22,94,16,20,1,5,166,18,15,12,,,11,1,0,4,5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,0,11,434,647,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,486,E,1,3,E01C03,34,7,134,14,28,5,8,127,13,12,9,,,7,1,0,2,9,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,1,13,427,647,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,497,B,1,0,B,13,18,94,15,27,3,5,137,13,11,1,,,14,4,0,5,10,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,0,19,397,666,Acta del consejo,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,497,C,5,0,C05,18,14,95,15,20,7,6,127,17,17,3,,,13,1,1,7,9,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,3,4,387,666,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,497,C,1,0,C01,13,13,94,16,22,3,2,141,18,19,5,,,23,2,2,7,6,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,0,12,402,666,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,497,C,2,0,C02,11,15,101,19,27,6,6,136,24,11,4,,,12,3,0,4,7,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,0,4,395,666,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,497,C,3,0,C03,16,9,87,16,31,11,7,127,11,13,5,,,14,0,3,7,10,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0,5,381,666,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,497,C,4,0,C04,6,6,74,11,38,7,2,156,24,13,4,,,19,3,4,8,6,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,0,8,394,666,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,498,B,1,0,B,19,21,118,23,25,8,4,109,19,13,5,,,14,3,2,6,10,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0,22,426,734,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,498,C,1,0,C01,23,11,117,22,34,8,3,128,21,10,1,,,7,2,4,7,9,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,0,13,431,733,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,498,C,2,0,C02,12,19,124,19,30,10,5,108,33,9,0,,,8,1,0,5,6,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,0,16,412,733,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,499,B,1,0,B,12,10,72,18,12,7,7,97,3,4,4,,,5,0,0,1,6,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,0,7,272,520,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,499,C,1,0,C01,10,12,122,20,10,11,1,88,8,11,3,,,7,3,0,7,5,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,0,11,335,519,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,499,C,2,0,C02,21,16,86,17,18,3,10,95,6,13,4,,,4,2,0,4,10,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,2,7,322,519,Acta casilla,,,
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,500,B,1,0,B,45,29,161,35,29,10,15,158,16,26,5,,,7,0,1,6,7,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,0,8,561,733,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,103,B,1,0,B,108,20,45,7,14,52,4,111,4,11,5,10,2,3,0,0,1,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,443,0,19,462,681,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,103,C,1,0,C01,81,16,51,10,16,57,7,121,11,9,8,10,3,2,1,1,1,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,448,0,15,463,681,Grupo de recuento,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,104,B,1,0,B,40,26,28,9,4,56,9,56,14,3,4,0,1,4,2,1,3,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,302,0,5,307,428,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,104,C,1,0,C01,44,29,28,10,5,40,0,70,6,5,4,1,2,3,0,0,0,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,291,0,5,296,427,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,105,B,1,0,B,46,36,32,11,10,62,5,84,10,4,5,4,3,7,1,2,0,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,373,0,13,386,615,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,106,B,1,0,B,38,32,42,6,14,52,8,71,4,7,7,1,3,1,0,0,1,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,367,0,9,376,567,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,106,C,1,0,C01,41,22,45,11,6,56,5,74,7,5,10,2,2,5,0,0,1,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,344,0,21,365,567,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,107,B,1,0,B,55,35,50,10,6,33,9,76,6,5,4,1,1,1,1,1,0,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,359,0,9,368,536,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,107,C,1,0,C01,64,29,33,9,10,48,4,68,9,7,5,3,5,3,0,0,0,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,351,0,13,364,535,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,108,B,1,0,B,43,26,37,4,16,41,6,92,11,15,4,2,0,6,2,0,3,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,351,0,15,366,598,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,108,C,1,0,C01,22,19,32,6,10,40,10,112,12,12,7,3,1,8,0,0,0,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,347,0,14,361,597,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,108,C,2,0,C02,46,19,33,10,10,41,6,106,7,13,4,3,0,9,1,0,5,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,371,0,11,382,597,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,109,B,1,0,B,33,19,35,12,15,36,7,132,23,20,6,3,3,9,0,0,4,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,396,0,17,413,737,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,109,C,1,0,C01,36,24,57,14,19,37,10,122,15,8,8,2,5,4,2,2,4,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,403,0,21,424,736,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,109,C,2,0,C02,22,15,35,14,17,38,12,143,13,12,12,2,4,9,0,1,5,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,384,0,20,404,736,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,109,C,3,0,C03,31,16,31,2,24,28,8,132,17,8,7,4,0,9,1,1,9,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,368,0,12,380,736,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,109,C,4,0,C04,29,19,44,10,11,30,5,150,11,15,7,1,5,8,3,0,3,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,388,0,20,408,736,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,110,B,1,0,B,39,19,29,8,14,71,7,102,7,8,13,5,3,6,4,0,3,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,390,0,15,405,611,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,110,C,1,0,C01,36,9,32,7,15,57,14,97,14,16,7,2,1,11,1,0,2,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,373,0,12,385,611,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,110,C,2,0,C02,39,12,37,4,9,74,9,100,11,9,10,6,1,6,0,0,1,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,366,0,15,381,610,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,111,B,1,0,B,44,26,43,13,11,49,8,136,10,13,6,3,5,5,0,0,3,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,438,0,9,447,720,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,111,C,2,0,C02,42,26,48,9,18,43,12,120,10,7,6,5,3,5,3,1,3,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,412,1,12,425,720,Grupo de recuento,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,111,C,1,0,C01,42,33,48,13,11,30,14,121,16,11,11,6,5,7,1,6,3,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,433,0,14,447,720,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,112,B,1,0,B,40,25,35,2,11,56,9,57,10,5,7,4,0,6,0,2,3,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,319,0,10,329,550,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,112,C,2,0,C02,44,31,29,3,15,47,3,83,10,2,9,3,1,5,1,0,1,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,340,0,10,350,550,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,112,C,1,0,C01,50,18,32,5,11,49,9,68,14,5,2,4,1,2,1,0,1,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,328,0,9,337,550,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,113,B,1,0,B,23,11,38,6,20,40,7,96,6,6,11,1,1,7,1,0,3,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,314,0,21,335,652,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,113,C,3,0,C03,29,29,50,6,17,27,4,119,10,9,5,1,2,16,0,1,1,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,355,0,13,368,651,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,113,C,5,0,C05,23,21,47,0,19,32,3,116,12,4,12,6,1,3,1,0,6,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,348,0,11,359,651,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,113,C,2,0,C02,29,24,49,11,14,40,5,97,20,10,12,5,1,10,2,0,2,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,373,0,12,385,651,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,113,C,4,0,C04,24,24,37,7,15,36,4,111,10,5,11,4,1,10,3,0,3,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,354,0,9,363,651,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,113,C,1,0,C01,28,0,50,8,16,29,3,90,9,4,12,2,0,13,1,2,2,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,321,0,12,333,651,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,114,B,1,0,B,38,27,34,10,22,43,4,136,10,9,9,2,4,7,1,1,4,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,409,0,20,429,738,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,114,C,3,0,C03,42,40,32,9,23,62,4,117,16,8,3,3,2,7,4,4,0,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,448,0,6,454,737,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,114,C,1,0,C01,44,26,34,20,18,44,2,110,22,5,7,8,0,7,2,4,6,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,412,0,0,412,738,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,114,C,2,0,C02,43,31,38,13,16,42,8,100,15,8,4,0,2,8,2,0,1,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,399,0,16,415,737,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,115,B,1,0,B,28,37,32,11,19,54,3,118,11,6,13,3,1,5,5,1,4,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,391,0,17,408,630,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,115,C,1,0,C01,48,21,44,13,20,44,7,84,11,9,8,1,4,8,1,0,5,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,373,0,6,379,629,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,116,B,1,0,B,50,44,50,9,9,50,4,117,8,5,6,4,4,10,0,1,0,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,440,0,15,455,650,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,116,C,1,0,C01,44,35,44,13,8,47,8,112,14,6,13,1,2,3,0,0,5,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,406,0,15,421,650,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,117,B,1,0,B,42,21,32,7,8,46,5,70,7,12,7,2,3,6,0,0,2,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,345,0,15,360,535,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,117,C,1,0,C01,44,22,30,22,9,51,6,86,5,4,9,2,2,4,0,0,2,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,354,0,10,364,534,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,118,B,1,0,B,31,12,36,9,7,39,7,85,5,5,1,2,1,5,0,0,1,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,302,1,9,312,508,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,118,C,2,0,C02,40,28,28,8,10,37,2,91,7,9,11,2,1,2,1,0,1,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,334,0,6,340,508,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,118,C,1,0,C01,41,13,46,5,3,43,3,88,2,3,5,2,6,2,0,0,1,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,325,0,9,334,508,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,119,B,1,0,B,51,22,29,18,8,77,8,95,3,5,5,4,1,3,1,0,0,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,411,0,9,420,623,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,119,C,1,0,C01,61,29,38,13,12,65,13,68,10,4,8,4,0,9,0,0,1,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,402,0,12,414,622,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,120,B,1,0,B,40,36,38,8,9,59,15,122,8,12,6,3,2,6,1,0,3,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,444,0,18,462,665,Acta casilla,,,
