CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,C_COMUN_PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRD_PVEM_PSD,PRD_PVEM,PRD_PSD,PVEM_PSD,C_COMUN_PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,120,C,1,0,C01,40,23,46,9,19,48,17,150,16,5,6,3,1,4,1,0,4,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,448,0,18,466,665,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,121,B,1,0,B,35,23,88,22,20,33,6,106,11,5,11,1,2,9,3,1,5,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,437,0,24,461,727,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,122,B,1,0,B,38,25,51,8,7,44,4,73,10,6,10,1,1,1,0,1,1,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,337,1,14,352,506,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,122,C,1,0,C01,42,16,45,5,12,31,4,71,7,5,4,4,4,4,2,1,2,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,308,0,14,322,505,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,123,B,1,0,B,64,33,63,10,10,70,7,77,14,8,5,3,1,4,1,0,1,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,439,1,17,457,614,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,123,C,1,0,C01,48,29,48,7,10,51,3,102,9,7,7,1,1,3,0,0,0,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,395,0,14,409,614,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,123,C,2,0,C02,54,36,40,13,9,60,7,94,7,7,11,3,2,2,1,0,0,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,416,0,13,429,613,Grupo de recuento,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,124,B,1,0,B,57,22,33,13,8,77,7,57,3,6,5,3,2,1,0,0,2,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,348,0,7,355,560,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,124,C,1,0,C01,59,24,33,8,6,55,11,80,7,7,1,4,1,3,0,0,1,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,356,0,9,365,560,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,125,B,1,0,B,48,29,65,18,12,57,2,101,7,10,6,4,6,6,0,0,1,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,422,1,21,444,711,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,125,C,2,0,C02,22,52,30,19,15,58,14,115,18,13,11,2,1,0,1,0,1,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,433,0,28,461,711,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,125,C,1,0,C01,46,19,57,9,11,81,5,102,13,14,5,8,2,8,0,1,2,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,429,0,19,448,711,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,125,C,3,0,C03,54,23,46,8,12,87,5,87,19,5,11,5,3,1,0,1,1,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,406,0,25,431,711,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,126,B,1,0,B,39,13,50,42,10,27,6,80,4,17,11,3,1,6,2,0,3,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,365,0,11,376,610,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,126,C,2,0,C02,34,17,33,44,9,33,4,95,9,11,8,5,0,7,0,0,0,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,380,0,14,394,610,Grupo de recuento,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,126,C,1,0,C01,28,31,34,34,12,44,2,76,7,11,7,3,3,9,0,0,0,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,364,0,11,375,610,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,126,C,3,0,C03,25,37,42,42,13,34,4,68,9,7,14,3,2,2,1,2,0,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,374,1,12,387,610,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,127,B,1,0,B,44,17,37,10,9,54,5,88,6,2,4,4,2,8,0,0,0,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,319,0,10,329,501,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,127,C,1,0,C01,45,19,42,13,8,42,9,72,5,9,3,5,0,6,0,0,3,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,321,1,11,333,501,Grupo de recuento,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,127,C,2,0,C02,33,14,37,10,5,40,3,82,6,5,5,5,5,3,0,0,2,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,308,0,16,324,501,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,128,B,1,0,B,70,33,34,13,7,64,15,110,8,12,10,2,2,5,2,0,2,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,452,0,18,470,640,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,128,C,1,0,C01,57,41,32,6,6,54,9,91,5,6,16,2,1,2,0,0,1,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,411,0,13,424,639,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,129,B,1,0,B,32,36,48,17,12,34,5,84,11,8,5,0,2,3,1,1,2,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,398,1,18,417,651,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,129,C,1,0,C01,29,23,33,21,10,42,8,83,11,7,6,3,1,4,0,0,0,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,413,0,5,418,651,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,130,B,1,0,B,32,45,34,17,8,34,7,86,10,4,7,2,1,3,0,0,0,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,381,0,8,389,624,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,130,C,1,0,C01,23,35,29,21,11,38,6,84,8,8,9,6,4,4,0,0,1,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,379,0,17,396,624,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,130,C,2,0,C02,38,33,25,20,13,41,7,84,6,8,8,6,3,2,0,0,2,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,399,0,17,416,624,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,130,C,4,0,C04,30,32,32,9,8,48,9,115,5,4,8,4,0,5,0,0,1,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,411,0,13,424,624,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,130,C,3,0,C03,47,27,34,26,6,45,5,63,6,8,13,6,0,3,1,0,0,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,398,0,12,410,624,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,131,B,1,0,B,47,25,31,15,3,39,4,83,8,4,8,1,0,5,0,0,3,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,359,0,9,368,585,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,131,C,1,0,C01,45,23,23,15,7,47,6,88,6,3,9,3,1,6,0,1,0,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,377,0,6,383,584,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,131,C,2,0,C02,47,16,29,9,9,39,4,83,5,7,9,1,2,8,0,0,4,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,373,1,21,395,584,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,132,B,1,0,B,46,41,22,12,8,47,7,67,4,1,15,2,0,5,0,0,1,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,358,0,19,377,607,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,132,C,1,0,C01,69,21,32,13,6,38,3,89,7,4,7,1,1,1,0,0,0,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,354,0,16,370,607,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,133,B,1,0,B,46,12,26,4,16,3,1,48,2,1,2,2,0,0,1,0,0,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,187,0,12,199,349,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,134,B,1,0,B,40,21,20,76,9,39,5,75,7,15,7,4,2,3,0,0,0,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,368,1,7,376,520,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,134,C,2,0,C02,45,29,29,39,7,33,2,84,3,9,7,3,1,4,0,0,0,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,334,0,10,344,519,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,134,C,1,0,C01,32,29,24,67,1,30,7,89,4,8,3,2,0,2,0,1,0,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,342,0,16,358,520,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,135,B,1,0,B,43,21,48,18,10,70,7,83,8,10,9,3,5,3,2,1,3,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,393,0,10,403,708,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,135,C,2,0,C02,47,16,55,11,14,55,6,91,14,6,7,9,4,2,1,0,4,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,381,0,18,399,707,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,135,C,4,0,C04,41,26,50,24,11,67,6,73,13,13,3,2,4,4,1,0,2,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,378,0,14,392,707,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,135,C,5,0,C05,48,27,48,14,15,91,2,88,8,9,11,8,4,4,1,0,11,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,426,1,17,444,707,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,135,C,3,0,C03,57,19,47,6,15,75,4,99,5,11,10,3,2,4,0,0,4,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,396,0,23,419,707,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,135,C,1,0,C01,50,24,48,8,20,42,4,91,5,8,4,8,2,5,1,0,2,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,375,1,19,395,708,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,136,B,1,0,B,42,24,30,12,8,46,6,88,9,12,3,5,2,4,0,0,2,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,342,0,9,351,529,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,136,C,1,0,C01,47,30,24,20,5,28,5,91,7,7,8,1,2,3,0,0,4,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,311,1,8,320,528,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,137,B,1,0,B,47,24,32,19,8,26,8,65,6,12,4,2,3,1,0,0,1,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,281,0,13,294,433,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,137,C,1,0,C01,42,18,27,15,5,25,9,68,1,15,3,5,5,3,1,0,1,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,265,0,8,273,433,Grupo de recuento,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,137,S,1,0,S01,3,2,0,1,1,2,0,5,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,18,0,2,20,0,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,138,B,1,0,B,60,41,53,21,15,39,5,112,14,19,7,1,0,3,0,0,3,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,437,0,14,451,679,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,138,C,1,0,C01,66,44,49,16,7,41,13,96,6,19,8,5,0,3,1,0,1,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,423,0,15,438,678,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,139,B,1,0,B,48,31,19,64,5,46,8,74,5,7,6,1,1,3,2,0,4,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,370,0,12,382,560,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,139,C,1,0,C01,53,38,25,69,8,43,2,73,3,6,9,4,3,6,0,1,2,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,384,0,10,394,559,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,140,B,1,0,B,54,71,29,63,13,47,6,86,3,4,12,3,0,4,1,0,0,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,454,0,20,474,634,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,140,C,1,0,C01,71,61,42,69,8,38,6,86,2,8,10,3,6,1,1,0,1,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,465,0,12,477,634,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,141,B,1,0,B,55,54,42,24,8,42,13,94,5,6,10,7,4,8,0,0,4,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,461,0,22,483,744,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,142,B,1,0,B,35,33,27,7,8,55,9,80,7,5,9,4,1,4,0,0,0,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,364,0,10,374,560,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,142,C,2,0,C02,33,27,45,8,7,37,3,78,9,8,5,1,2,2,0,0,5,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,352,0,10,362,560,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,142,C,1,0,C01,45,20,30,9,10,27,5,89,10,4,8,4,3,3,2,0,1,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,352,1,13,366,560,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,143,B,1,0,B,74,39,26,14,9,80,78,96,3,5,5,8,0,10,0,0,0,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,536,0,15,551,716,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,143,C,1,0,C01,61,40,17,17,18,89,3,94,15,7,10,10,2,7,1,0,3,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,483,0,10,493,715,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,144,B,1,0,B,40,16,16,5,5,42,10,66,9,2,5,4,0,6,0,0,1,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,276,0,5,281,464,Grupo de recuento,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,144,C,1,0,C01,36,13,22,8,6,49,13,60,10,4,6,5,2,4,0,0,1,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,284,0,11,295,464,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,144,S,1,0,S01,1,0,0,1,1,2,0,4,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,11,0,0,11,0,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,145,B,1,0,B,62,22,17,9,5,41,5,64,1,3,9,4,0,5,0,0,1,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,316,0,17,333,484,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,145,C,1,0,C01,46,22,23,13,7,36,3,86,6,4,9,4,3,2,1,0,1,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,312,0,14,326,483,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,146,B,1,0,B,57,21,23,11,11,45,6,57,4,9,7,7,1,4,0,1,2,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,313,0,12,325,497,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,146,C,1,0,C01,48,17,32,11,7,62,3,73,9,3,8,1,2,3,0,1,2,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,334,0,8,342,497,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,147,B,1,0,B,49,28,30,68,11,48,5,105,13,7,7,2,0,8,0,0,2,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,438,0,15,453,677,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,147,C,1,0,C01,49,30,20,57,7,34,10,125,10,8,11,2,3,8,0,1,5,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,435,0,12,447,676,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,148,B,1,0,B,47,42,41,20,17,38,2,103,17,8,11,5,5,8,1,1,0,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,417,1,20,438,630,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,148,C,1,0,C01,30,26,34,16,17,54,10,116,13,4,4,2,0,3,1,1,1,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,387,0,14,401,629,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,149,B,1,0,B,29,23,15,12,5,43,10,65,5,9,2,0,3,2,0,0,0,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,257,0,9,266,391,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,149,C,1,0,C01,29,26,26,10,8,38,2,83,6,7,2,3,1,3,0,0,1,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,268,1,6,275,391,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,150,B,1,0,B,11,30,39,14,7,26,2,110,7,14,7,3,4,11,3,0,6,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,333,0,22,355,612,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,150,C,1,0,C01,18,12,41,14,15,39,6,92,8,19,4,3,1,5,2,0,4,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,311,0,12,323,612,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,150,C,2,0,C02,24,27,31,5,16,25,2,112,7,15,6,5,4,13,1,1,4,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,328,0,17,345,612,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,150,C,4,0,C04,20,16,45,7,18,36,7,108,5,24,9,2,2,3,1,0,6,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,348,0,13,361,611,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,150,C,3,0,C03,22,15,38,11,15,31,7,112,8,16,4,2,2,6,1,1,3,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,325,0,30,355,612,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,151,B,1,0,B,33,20,28,12,14,49,11,80,8,47,10,4,3,7,1,0,2,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,372,0,21,393,657,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,151,C,3,0,C03,33,25,23,9,18,35,7,92,6,66,9,0,4,12,1,2,1,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,381,1,16,398,656,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,151,C,1,0,C01,29,28,26,9,14,41,6,96,9,67,8,1,2,5,0,2,1,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,391,0,6,397,656,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,151,C,2,0,C02,31,23,22,11,14,38,4,102,12,40,5,2,4,8,0,0,0,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,364,0,11,375,656,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,151,C,4,0,C04,36,30,23,11,9,43,8,92,7,60,7,1,3,7,0,0,3,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,398,0,17,415,656,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,151,C,5,0,C05,36,28,22,8,10,35,7,104,8,64,13,4,1,6,2,1,3,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,396,0,22,418,656,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,151,C,6,0,C06,21,32,25,14,7,44,5,86,14,66,7,1,4,4,1,0,4,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,380,0,14,394,656,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,152,B,1,0,B,23,22,23,9,16,29,4,80,4,59,13,1,1,6,0,0,2,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,351,0,10,361,517,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,152,C,2,0,C02,37,19,33,4,17,21,4,83,4,57,8,2,0,1,0,0,2,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,348,0,12,360,517,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,152,C,1,0,C01,46,22,20,10,14,35,5,58,3,52,6,1,3,1,1,0,0,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,313,0,12,325,517,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,153,B,1,0,B,49,27,22,4,10,42,10,83,4,15,5,5,1,5,2,0,1,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,331,0,10,341,554,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,153,C,1,0,C01,34,24,16,13,9,33,2,124,6,15,7,0,0,0,1,0,1,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,325,0,16,341,553,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,154,B,1,0,B,44,29,20,6,8,49,4,87,2,14,2,1,2,3,0,0,0,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,327,0,10,337,470,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,154,C,1,0,C01,47,38,18,8,5,56,10,59,10,7,9,1,0,4,0,0,1,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,325,0,10,335,470,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,155,B,1,0,B,43,21,30,20,13,58,6,89,19,3,12,0,0,3,0,1,1,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,378,0,15,393,556,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,155,C,1,0,C01,39,24,25,28,12,75,13,82,7,8,5,6,0,3,1,0,1,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,378,0,12,390,555,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,156,B,1,0,B,46,28,40,13,7,41,7,60,5,3,7,4,2,2,0,0,1,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,286,0,5,291,448,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,156,C,1,0,C01,47,25,40,9,5,48,6,64,5,6,3,4,4,1,1,1,0,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,300,0,14,314,447,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,157,B,1,0,B,70,36,19,31,9,67,7,92,8,3,13,3,0,2,0,1,2,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,432,0,9,441,675,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,158,B,1,0,B,55,29,18,14,0,45,11,37,3,1,4,2,0,6,4,0,1,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,262,0,16,278,395,Acta casilla,,,
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,159,B,1,0,B,35,28,16,9,10,68,4,75,13,0,8,2,1,4,0,0,2,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,319,0,9,328,524,Acta casilla,,,
