Dtto,Cve Mpio,Municipio,Seccion,Tipo    Casilla,Contigua,Contigua Ext.,PAN,PRI,PRD,PT,PVEM,CONVERGENCIA,PANAL,PSD,PRI-PANAL,PRD-PT,PT-CONVERGENCIA,Total PRI-PANAL,Total PRD-PT,Total PT-CONVERGENCIA,NULOS,No Registrados,Total
4,120,ZAPOPAN,3003,B,0,,71,144,7,7,16,3,5,2,0,,,149,,,13,0,268
4,120,ZAPOPAN,3003,C,1,,99,125,7,7,19,4,0,1,2,,,127,,,11,0,275
4,120,ZAPOPAN,3003,C,2,,84,123,3,10,16,8,3,2,2,,,128,,,14,0,265
4,120,ZAPOPAN,3003,C,3,,71,130,5,4,19,5,5,6,2,,,137,,,1,0,248
4,120,ZAPOPAN,3003,C,4,,77,115,0,1,18,4,3,2,1,,,119,,,13,0,234
4,120,ZAPOPAN,3004,B,0,,81,140,7,6,28,2,10,2,1,,,151,,,16,0,293
4,120,ZAPOPAN,3004,C,1,,75,127,9,2,18,6,10,1,0,,,137,,,14,0,262
4,120,ZAPOPAN,3004,C,2,,85,136,6,6,24,2,2,3,1,,,139,,,12,1,278
4,120,ZAPOPAN,3004,C,3,,102,135,3,10,21,6,6,3,0,,,141,,,9,1,296
4,120,ZAPOPAN,3004,C,4,,76,131,10,10,31,4,3,3,1,,,135,,,17,1,287
4,120,ZAPOPAN,3004,C,5,,70,127,7,8,26,4,10,2,3,,,140,,,16,0,273
4,120,ZAPOPAN,3005,B,0,,98,131,9,4,21,6,11,8,0,,,142,,,13,0,301
4,120,ZAPOPAN,3005,C,1,,100,137,6,10,23,6,5,4,0,,,142,,,11,0,302
4,120,ZAPOPAN,3005,C,2,,95,131,4,8,25,7,7,2,1,,,139,,,8,0,288
4,120,ZAPOPAN,3005,C,3,,82,127,5,9,26,9,11,1,0,,,138,,,11,0,281
4,120,ZAPOPAN,3005,C,4,,79,135,9,8,28,5,4,3,1,,,140,,,16,0,288
4,120,ZAPOPAN,3005,C,5,,88,126,6,8,26,9,7,6,2,,,135,,,17,0,295
4,120,ZAPOPAN,3006,B,0,,91,174,5,11,19,0,3,4,1,,,178,,,12,0,320
4,120,ZAPOPAN,3006,C,1,,103,145,10,12,31,3,8,3,1,,,154,,,13,0,329
4,120,ZAPOPAN,3006,C,2,,78,141,7,12,30,7,5,2,0,,,146,,,9,0,291
4,120,ZAPOPAN,3006,C,3,,95,142,6,6,24,8,7,4,1,,,150,,,15,0,308
4,120,ZAPOPAN,3006,C,4,,104,128,6,6,17,4,9,1,1,,,138,,,9,1,286
4,120,ZAPOPAN,3006,C,5,,104,146,11,7,35,4,4,0,2,,,152,,,16,1,330
4,120,ZAPOPAN,3006,C,6,,71,157,6,11,25,7,3,4,1,,,161,,,13,0,298
4,120,ZAPOPAN,3006,C,7,,94,161,12,10,21,0,6,2,0,,,167,,,11,1,318
4,120,ZAPOPAN,3006,C,8,,69,158,10,7,23,5,6,1,1,,,165,,,6,0,286
4,120,ZAPOPAN,3007,B,0,,79,156,6,8,16,1,5,2,2,,,163,,,14,0,289
4,120,ZAPOPAN,3007,C,1,,90,131,10,8,27,0,5,1,0,,,136,,,10,0,282
4,120,ZAPOPAN,3007,C,2,,77,147,9,7,19,2,2,0,5,,,154,,,14,0,282
4,120,ZAPOPAN,3007,C,3,,82,131,9,4,22,2,5,0,1,,,137,,,8,1,265
4,120,ZAPOPAN,3007,C,4,,84,147,13,9,24,1,9,2,0,,,156,,,14,0,303
4,120,ZAPOPAN,3007,C,5,,78,134,9,9,35,3,3,1,0,,,137,,,14,0,286
4,120,ZAPOPAN,3007,C,6,,82,143,6,7,16,1,5,2,3,,,151,,,11,0,276
4,120,ZAPOPAN,3007,C,7,,65,164,8,6,25,3,3,1,1,,,168,,,10,0,286
4,120,ZAPOPAN,3008,B,0,,71,123,7,6,22,7,10,1,0,,,133,,,4,0,251
4,120,ZAPOPAN,3008,C,1,,63,136,10,8,27,1,0,3,2,,,138,,,4,0,254
4,120,ZAPOPAN,3008,C,2,,59,138,9,5,21,3,4,0,1,,,143,,,13,1,254
4,120,ZAPOPAN,3008,C,3,,92,135,8,9,36,5,4,0,0,,,139,,,22,0,311
4,120,ZAPOPAN,3008,C,4,,58,139,14,2,26,4,5,1,3,,,147,,,6,0,258
4,120,ZAPOPAN,3009,B,0,,70,137,9,16,20,3,13,2,3,,,153,,,14,0,287
4,120,ZAPOPAN,3009,C,1,,57,132,3,13,23,5,7,3,0,,,139,,,17,0,260
4,120,ZAPOPAN,3009,C,2,,74,125,10,14,14,4,3,2,2,,,130,,,13,0,261
4,120,ZAPOPAN,3009,C,3,,65,139,8,9,20,2,4,2,2,,,145,,,11,1,263
4,120,ZAPOPAN,3010,B,0,,88,148,11,8,14,4,2,1,1,,,151,,,5,0,282
4,120,ZAPOPAN,3010,C,1,,81,116,4,9,20,5,5,0,1,,,122,,,14,0,255
4,120,ZAPOPAN,3010,C,2,,87,100,11,5,20,6,3,3,0,,,103,,,8,0,243
4,120,ZAPOPAN,3010,C,3,,61,115,7,10,20,5,3,0,1,,,119,,,17,0,239
4,120,ZAPOPAN,3011,B,0,,86,153,13,5,28,3,8,0,0,,,161,,,10,1,307
4,120,ZAPOPAN,3011,C,1,,99,158,7,3,29,2,5,1,1,,,164,,,12,0,317
4,120,ZAPOPAN,3011,C,2,,104,151,8,12,22,2,3,1,0,,,154,,,10,0,313
4,120,ZAPOPAN,3011,C,3,,105,144,6,6,30,2,7,0,0,,,151,,,14,0,314
4,120,ZAPOPAN,3012,B,0,,65,138,8,6,16,4,3,3,1,,,142,,,13,1,258
4,120,ZAPOPAN,3012,C,1,,88,137,9,7,21,2,5,3,0,,,142,,,10,0,282
4,120,ZAPOPAN,3012,C,2,,79,141,5,11,16,8,3,1,1,,,145,,,16,0,281
4,120,ZAPOPAN,3012,C,3,,96,125,1,8,22,2,4,3,2,,,131,,,10,0,273
4,120,ZAPOPAN,3013,B,0,,95,124,14,12,18,3,5,2,0,,,129,,,10,0,283
4,120,ZAPOPAN,3013,C,1,,89,135,4,4,30,4,4,3,0,,,139,,,15,0,288
4,120,ZAPOPAN,3013,C,2,,84,128,7,13,20,3,4,0,1,,,133,,,15,0,275
4,120,ZAPOPAN,3013,C,3,,92,115,10,5,21,2,4,2,2,,,121,,,13,2,268
4,120,ZAPOPAN,3013,C,4,,97,116,5,10,14,2,4,5,1,,,121,,,9,0,263
4,120,ZAPOPAN,3013,C,5,,86,135,2,11,23,2,10,5,1,,,146,,,9,0,284
4,120,ZAPOPAN,3013,C,6,,87,113,11,3,23,2,6,2,2,,,121,,,11,0,260
4,120,ZAPOPAN,3013,C,7,,105,120,7,13,19,2,1,3,0,,,121,,,8,0,278
4,120,ZAPOPAN,3014,B,0,,108,123,12,10,37,4,3,0,1,,,127,,,17,0,315
4,120,ZAPOPAN,3014,C,1,,120,131,10,9,26,3,1,0,0,,,132,,,14,0,314
4,120,ZAPOPAN,3014,C,2,,106,148,8,10,22,3,2,1,2,,,152,,,16,0,318
4,120,ZAPOPAN,3014,C,3,,86,158,11,9,22,2,3,2,3,,,164,,,13,1,310
4,120,ZAPOPAN,3014,C,4,,96,160,9,9,21,7,5,2,4,,,169,,,16,0,329
4,120,ZAPOPAN,3015,B,0,,105,128,4,8,10,2,5,0,1,,,134,,,11,0,274
4,120,ZAPOPAN,3015,C,1,,97,109,8,14,19,0,4,3,0,,,113,,,7,0,261
4,120,ZAPOPAN,3015,C,2,,89,126,9,11,15,1,3,2,3,,,132,,,10,0,269
4,120,ZAPOPAN,3015,C,3,,91,115,8,9,20,5,5,2,3,,,123,,,10,1,269
4,120,ZAPOPAN,3015,C,4,,100,105,7,12,19,3,8,3,2,,,115,,,17,0,276
4,120,ZAPOPAN,3015,C,5,,111,123,7,7,14,2,10,1,2,,,135,,,10,0,287
4,120,ZAPOPAN,3016,B,0,,112,120,7,7,24,1,6,1,0,,,126,,,13,0,291
4,120,ZAPOPAN,3016,C,1,,100,101,8,9,21,3,5,1,1,,,107,,,8,1,258
4,120,ZAPOPAN,3016,C,2,,119,111,14,5,31,2,3,2,1,,,115,,,12,0,300
4,120,ZAPOPAN,3016,C,3,,85,124,5,12,19,3,8,1,3,,,135,,,9,0,269
4,120,ZAPOPAN,3016,C,4,,89,125,10,13,33,4,3,3,0,,,128,,,15,0,295
4,120,ZAPOPAN,3017,B,0,,100,124,13,7,19,7,7,5,1,,,132,,,11,0,294
4,120,ZAPOPAN,3017,C,1,,75,102,11,13,21,4,2,4,1,,,105,,,9,0,242
4,120,ZAPOPAN,3017,C,2,,95,142,12,8,25,2,2,2,0,,,144,,,9,0,297
4,120,ZAPOPAN,3017,C,3,,110,128,15,13,18,3,3,0,1,,,132,,,10,0,301
4,120,ZAPOPAN,3017,C,4,,74,138,12,12,14,1,6,0,0,,,144,,,14,0,271
6,120,ZAPOPAN,3018,B,0,,122,138,3,6,21,4,2,0,2,,,142,,,12,0,310
6,120,ZAPOPAN,3018,C,1,,88,160,20,7,28,1,6,7,1,,,167,,,15,0,333
6,120,ZAPOPAN,3018,C,2,,97,174,10,5,23,3,11,1,0,,,185,,,7,0,331
6,120,ZAPOPAN,3018,C,3,,140,127,3,7,25,3,3,1,2,,,132,,,14,0,325
6,120,ZAPOPAN,3018,C,4,,129,133,2,8,24,6,5,3,1,,,139,,,9,0,320
6,120,ZAPOPAN,3018,C,5,,117,143,7,3,33,4,7,1,0,,,150,,,10,0,325
6,120,ZAPOPAN,3018,C,6,,113,105,12,5,19,3,6,1,2,,,113,,,9,0,275
6,120,ZAPOPAN,3018,C,7,,105,124,8,8,21,2,6,1,1,,,131,,,7,0,283
6,120,ZAPOPAN,3019,B,0,,112,159,6,7,30,1,10,1,2,,,171,,,5,0,333
6,120,ZAPOPAN,3019,C,1,,117,131,14,12,22,6,5,8,0,,,136,,,11,0,326
6,120,ZAPOPAN,3019,C,2,,109,151,7,5,24,4,5,2,1,,,157,,,16,0,324
6,120,ZAPOPAN,3019,C,3,,106,160,12,3,25,3,6,2,0,,,166,,,13,0,330
6,120,ZAPOPAN,3019,C,4,,112,143,12,8,28,2,6,0,1,,,150,,,25,0,337
6,120,ZAPOPAN,3019,C,5,,107,142,9,6,28,2,3,3,2,,,147,,,14,0,316
6,120,ZAPOPAN,3020,B,0,,155,168,10,6,22,5,7,4,0,,,175,,,11,2,390
6,120,ZAPOPAN,3020,C,1,,129,160,10,11,38,7,8,0,0,,,168,,,9,0,372
6,120,ZAPOPAN,3020,C,2,,144,157,7,7,29,6,6,7,0,,,163,,,13,0,376
6,120,ZAPOPAN,3020,C,3,,118,190,9,15,32,8,8,5,0,,,198,,,22,0,407
6,120,ZAPOPAN,3020,C,4,,143,167,10,11,30,6,6,2,0,,,173,,,16,0,391
6,120,ZAPOPAN,3020,C,5,,151,155,6,7,42,6,6,4,1,,,162,,,15,0,393
6,120,ZAPOPAN,3020,C,6,,127,176,13,12,29,3,6,0,2,,,184,,,12,0,380
6,120,ZAPOPAN,3021,B,0,,121,139,5,5,16,2,1,1,0,,,140,,,12,0,302
6,120,ZAPOPAN,3021,C,1,,79,141,13,7,33,4,4,4,1,,,146,,,11,0,297
6,120,ZAPOPAN,3021,C,2,,113,128,8,6,20,0,6,0,3,,,137,,,7,0,291
6,120,ZAPOPAN,3022,B,0,,81,169,8,8,28,2,2,0,0,,,171,,,4,2,304
6,120,ZAPOPAN,3022,C,1,,84,147,7,11,31,1,7,0,1,,,155,,,17,0,306
6,120,ZAPOPAN,3022,C,2,,81,154,10,7,28,3,2,4,0,,,156,,,13,0,302
6,120,ZAPOPAN,3022,C,3,,98,160,10,9,16,1,6,0,1,,,167,,,8,0,309
6,120,ZAPOPAN,3023,B,0,,101,132,7,12,21,5,8,2,2,,,142,,,9,2,301
6,120,ZAPOPAN,3023,C,1,,81,133,4,8,32,2,6,2,1,,,140,,,7,0,276
6,120,ZAPOPAN,3023,C,2,,94,112,9,8,19,7,4,3,0,,,116,,,13,0,269
6,120,ZAPOPAN,3023,C,3,,95,145,11,7,23,2,4,5,2,,,151,,,9,0,303
6,120,ZAPOPAN,3023,C,4,,90,129,9,7,20,6,5,1,0,,,134,,,7,0,274
6,120,ZAPOPAN,3023,C,5,,97,122,9,12,27,3,3,3,0,,,125,,,11,0,287
6,120,ZAPOPAN,3023,C,6,,95,138,6,9,32,2,3,2,1,,,142,,,15,0,303
6,120,ZAPOPAN,3023,C,7,,109,135,17,11,20,2,2,1,1,,,138,,,9,0,307
6,120,ZAPOPAN,3023,C,8,,94,134,2,13,18,1,5,2,1,,,140,,,13,1,284
6,120,ZAPOPAN,3023,C,9,,94,146,6,8,30,1,7,1,0,,,153,,,13,0,306
6,120,ZAPOPAN,3024,B,0,,99,138,15,9,20,6,10,3,0,,,148,,,16,0,316
6,120,ZAPOPAN,3024,C,1,,89,149,10,8,20,4,6,6,1,,,156,,,16,0,309
6,120,ZAPOPAN,3024,C,2,,97,136,15,7,23,2,3,4,3,,,142,,,15,0,305
6,120,ZAPOPAN,3024,C,3,,104,143,6,8,29,7,8,2,1,,,152,,,14,0,322
6,120,ZAPOPAN,3024,C,4,,81,140,6,14,25,4,5,1,1,,,146,,,21,0,298
6,120,ZAPOPAN,3024,C,5,,117,120,8,11,24,3,4,1,2,,,126,,,10,0,300
6,120,ZAPOPAN,3024,C,6,,98,159,17,7,15,2,10,3,0,,,169,,,13,0,324
6,120,ZAPOPAN,3024,C,7,,78,151,9,6,37,3,2,5,1,,,154,,,14,2,308
6,120,ZAPOPAN,3024,C,8,,117,119,7,8,24,6,5,2,1,,,125,,,13,0,302
6,120,ZAPOPAN,3024,C,9,,108,160,10,11,24,10,13,8,2,,,175,,,12,0,358
6,120,ZAPOPAN,3024,C,10,,96,151,5,10,23,5,6,4,0,,,157,,,18,0,318
6,120,ZAPOPAN,3024,C,11,,79,130,10,9,35,6,7,3,2,,,139,,,14,0,295
6,120,ZAPOPAN,3024,C,12,,89,147,8,8,17,4,10,3,2,,,159,,,9,0,297
6,120,ZAPOPAN,3024,C,13,,108,142,4,9,22,8,7,2,0,,,149,,,16,0,318
6,120,ZAPOPAN,3024,C,14,,79,134,10,7,29,4,11,0,0,,,145,,,15,0,289
6,120,ZAPOPAN,3024,C,15,,100,140,7,5,21,7,10,3,0,,,150,,,20,0,313
6,120,ZAPOPAN,3025,B,0,,111,46,7,2,5,0,3,1,3,,,52,,,2,0,180
4,120,ZAPOPAN,3026,B,0,,39,109,7,6,9,3,2,0,1,,,112,,,8,0,184
4,120,ZAPOPAN,3026,C,1,,41,70,3,10,1,3,1,1,0,,,71,,,10,1,141
4,120,ZAPOPAN,3027,B,0,,88,148,4,0,6,2,3,2,1,,,152,,,16,0,270
4,120,ZAPOPAN,3027,C,1,,116,169,6,3,4,1,2,0,3,,,174,,,10,0,314
4,120,ZAPOPAN,3028,B,0,,98,170,2,0,16,5,4,1,0,,,174,,,12,0,308
4,120,ZAPOPAN,3028,C,1,,103,165,3,4,19,1,4,0,1,,,170,,,19,0,319
4,120,ZAPOPAN,3028,C,2,,112,154,4,5,22,1,6,1,3,,,163,,,12,0,320
4,120,ZAPOPAN,3028,C,3,,97,162,3,4,12,2,3,0,2,,,167,,,10,0,295
4,120,ZAPOPAN,3028,C,4,,89,185,2,3,21,1,3,2,0,,,188,,,3,0,309
4,120,ZAPOPAN,3029,B,0,,46,88,3,2,22,0,4,0,2,,,94,,,7,0,174
4,120,ZAPOPAN,3029,C,1,,67,105,5,5,21,0,4,0,2,,,111,,,13,0,222
6,120,ZAPOPAN,3030,B,0,,118,114,11,6,26,2,9,1,0,,,123,,,15,0,302
6,120,ZAPOPAN,3030,C,1,,109,109,9,8,27,1,5,0,1,,,115,,,8,0,277
6,120,ZAPOPAN,3030,C,2,,119,118,7,14,33,2,2,5,0,,,120,,,9,0,309
6,120,ZAPOPAN,3030,C,3,,96,123,7,15,26,5,7,4,2,,,132,,,11,0,296
6,120,ZAPOPAN,3030,E,1,,111,79,6,9,22,5,7,3,2,,,88,,,8,0,252
6,120,ZAPOPAN,3030,E,1,1,135,63,6,6,13,1,4,0,0,,,67,,,9,0,237
6,120,ZAPOPAN,3031,B,0,,95,126,4,3,17,5,3,1,1,,,130,,,12,0,267
6,120,ZAPOPAN,3031,C,1,,96,118,7,5,15,3,7,2,0,,,125,,,9,0,262
6,120,ZAPOPAN,3031,C,2,,96,117,5,5,18,4,6,3,0,,,123,,,17,0,271
6,120,ZAPOPAN,3031,C,3,,98,116,8,4,19,5,4,2,2,,,122,,,16,0,274
6,120,ZAPOPAN,3032,B,0,,127,110,12,12,31,12,9,4,0,,,119,,,8,2,327
6,120,ZAPOPAN,3032,C,1,,124,131,6,11,23,7,5,1,0,,,136,,,18,2,328
6,120,ZAPOPAN,3032,C,2,,130,137,3,7,18,10,11,2,1,,,149,,,15,1,335
6,120,ZAPOPAN,3032,C,3,,141,115,5,3,25,5,10,5,1,,,126,,,19,0,329
6,120,ZAPOPAN,3032,C,4,,139,111,10,10,20,5,11,4,1,,,123,,,23,0,334
6,120,ZAPOPAN,3032,C,5,,121,127,9,10,23,7,17,6,3,,,147,,,19,0,342
6,120,ZAPOPAN,3032,C,6,,141,128,4,4,19,7,4,4,1,,,133,,,13,1,326
6,120,ZAPOPAN,3032,C,7,,142,130,8,2,35,6,11,3,3,,,144,,,22,2,364
6,120,ZAPOPAN,3032,C,8,,118,145,7,13,23,4,9,5,0,,,154,,,17,0,341
6,120,ZAPOPAN,3032,C,9,,132,116,11,8,27,7,7,2,0,,,123,,,18,1,329
6,120,ZAPOPAN,3032,C,10,,130,129,6,5,23,3,8,7,0,,,137,,,15,0,326
6,120,ZAPOPAN,3032,C,11,,143,116,6,10,25,6,14,5,1,,,131,,,14,1,341
6,120,ZAPOPAN,3032,C,12,,128,133,9,6,23,9,8,5,1,,,142,,,21,1,344
6,120,ZAPOPAN,3032,C,13,,143,130,2,7,24,8,10,5,1,,,141,,,20,0,350
6,120,ZAPOPAN,3032,C,14,,129,134,4,5,34,1,6,0,1,,,141,,,20,0,334
6,120,ZAPOPAN,3032,C,15,,118,124,12,5,27,7,13,4,0,,,137,,,20,1,331
6,120,ZAPOPAN,3032,C,16,,128,136,7,10,25,4,8,3,1,,,145,,,21,0,343
6,120,ZAPOPAN,3032,C,17,,139,131,5,7,19,8,10,0,0,,,141,,,17,0,336
6,120,ZAPOPAN,3032,C,18,,126,130,6,9,25,7,12,1,1,,,143,,,6,0,323
6,120,ZAPOPAN,3032,C,19,,144,120,7,5,28,8,17,4,1,,,138,,,20,0,354
6,120,ZAPOPAN,3033,B,0,,143,157,8,12,21,2,6,4,1,,,164,,,19,0,373
6,120,ZAPOPAN,3033,C,1,,146,139,10,6,29,8,8,2,0,,,147,,,18,0,366
6,120,ZAPOPAN,3033,C,2,,151,139,6,9,36,6,6,2,0,,,145,,,25,1,381
6,120,ZAPOPAN,3033,C,3,,131,149,11,6,26,6,11,6,1,,,161,,,22,0,369
6,120,ZAPOPAN,3033,C,4,,114,151,12,4,29,12,14,4,3,,,168,,,18,2,363
6,120,ZAPOPAN,3033,C,5,,170,123,5,3,27,4,13,3,0,,,136,,,24,0,372
6,120,ZAPOPAN,3033,C,6,,120,160,5,10,34,4,8,2,2,,,170,,,28,0,373
6,120,ZAPOPAN,3033,C,7,,143,152,10,13,32,8,11,4,0,,,163,,,27,2,402
6,120,ZAPOPAN,3033,C,8,,150,143,8,10,18,5,7,4,1,,,151,,,22,1,369
6,120,ZAPOPAN,3033,C,9,,147,138,11,8,32,14,10,2,0,,,148,,,17,0,379
6,120,ZAPOPAN,3034,B,0,,77,143,9,7,15,2,5,5,0,,,148,,,13,0,276
6,120,ZAPOPAN,3034,C,1,,92,117,10,5,18,2,5,3,1,,,123,,,11,0,264
6,120,ZAPOPAN,3034,C,2,,84,125,11,5,19,2,8,2,0,,,133,,,11,0,267
6,120,ZAPOPAN,3035,B,0,,116,151,4,6,18,5,4,3,1,,,156,,,14,0,322
6,120,ZAPOPAN,3035,C,1,,129,124,5,9,25,8,5,6,2,,,131,,,25,0,338
6,120,ZAPOPAN,3036,B,0,,95,118,6,8,27,9,6,3,0,,,124,,,17,1,290
6,120,ZAPOPAN,3036,C,1,,118,125,5,12,32,6,5,6,1,,,131,,,16,0,326
6,120,ZAPOPAN,3036,C,2,,102,126,7,6,21,12,8,1,3,,,137,,,17,0,303
6,120,ZAPOPAN,3037,B,0,,99,138,6,10,16,8,18,6,2,,,158,,,16,0,319
6,120,ZAPOPAN,3037,C,1,,121,124,3,14,27,5,10,5,2,,,136,,,13,3,327
6,120,ZAPOPAN,3037,C,2,,112,148,8,11,13,9,10,9,1,,,159,,,22,2,345
6,120,ZAPOPAN,3038,B,0,,143,125,11,10,27,7,11,3,0,,,136,,,15,2,354
6,120,ZAPOPAN,3038,C,1,,136,125,15,10,23,10,12,5,2,,,139,,,29,1,368
6,120,ZAPOPAN,3038,C,2,,127,128,7,10,25,6,8,9,1,,,137,,,27,0,348
6,120,ZAPOPAN,3039,B,0,,110,115,5,10,11,5,11,4,1,,,127,,,19,1,292
6,120,ZAPOPAN,3039,C,1,,91,119,6,8,13,1,11,1,1,,,131,,,17,1,269
6,120,ZAPOPAN,3039,C,2,,104,102,6,16,24,12,9,0,2,,,113,,,13,1,289
6,120,ZAPOPAN,3040,B,0,,89,133,8,4,23,5,5,0,7,,,145,,,13,0,287
6,120,ZAPOPAN,3040,C,1,,73,129,5,8,22,5,5,1,3,,,137,,,20,0,271
6,120,ZAPOPAN,3040,C,2,,94,129,2,3,16,3,9,2,1,,,139,,,14,0,273
6,120,ZAPOPAN,3041,B,0,,108,121,3,13,18,5,5,3,1,,,127,,,17,0,294
6,120,ZAPOPAN,3041,C,1,,102,134,5,3,37,4,12,2,5,,,151,,,13,0,317
6,120,ZAPOPAN,3042,B,0,,90,118,3,4,21,4,8,4,3,,,129,,,11,1,267
6,120,ZAPOPAN,3042,C,1,,84,125,4,6,17,10,5,1,1,,,131,,,11,0,264
6,120,ZAPOPAN,3042,C,2,,96,123,8,7,24,4,3,0,1,,,127,,,5,0,271
6,120,ZAPOPAN,3043,B,0,,112,157,2,2,26,4,6,2,0,,,163,,,7,0,318
6,120,ZAPOPAN,3043,C,1,,116,140,4,7,22,4,5,2,2,,,147,,,13,0,315
6,120,ZAPOPAN,3044,B,0,,122,189,3,10,22,7,8,4,2,,,199,,,19,0,386
6,120,ZAPOPAN,3045,B,0,,103,192,7,13,24,7,3,5,1,,,196,,,9,0,364
6,120,ZAPOPAN,3045,C,1,,111,176,7,8,21,7,12,2,1,,,189,,,14,0,359
6,120,ZAPOPAN,3046,B,0,,135,191,5,4,31,5,6,4,2,,,199,,,15,1,399
6,120,ZAPOPAN,3046,C,1,,138,189,12,8,25,5,6,5,1,,,196,,,13,3,405
6,120,ZAPOPAN,3046,C,2,,129,182,6,7,17,6,5,6,0,,,187,,,14,0,372
6,120,ZAPOPAN,3047,B,0,,77,143,5,3,26,7,5,2,0,,,148,,,7,0,275
6,120,ZAPOPAN,3047,C,1,,88,152,3,7,24,3,2,0,2,,,156,,,13,0,294
6,120,ZAPOPAN,3048,B,0,,119,166,5,8,28,5,6,5,1,,,173,,,10,0,353
6,120,ZAPOPAN,3048,C,1,,109,148,5,12,26,8,10,8,1,,,159,,,16,0,343
6,120,ZAPOPAN,3048,C,2,,119,156,3,9,18,4,8,4,2,,,166,,,16,0,339
6,120,ZAPOPAN,3048,C,3,,134,154,3,4,23,7,9,2,0,,,163,,,14,0,350
6,120,ZAPOPAN,3049,B,0,,100,108,4,6,11,2,3,6,0,,,111,,,14,0,254
6,120,ZAPOPAN,3049,C,1,,102,119,2,2,14,4,9,5,0,,,128,,,10,1,268
6,120,ZAPOPAN,3049,C,2,,99,111,7,5,19,5,7,4,0,,,118,,,15,1,273
10,120,ZAPOPAN,3050,B,0,,79,138,11,8,26,7,6,3,2,,,146,,,17,0,297
10,120,ZAPOPAN,3050,C,1,,112,136,8,6,29,4,7,0,0,,,143,,,18,0,320
10,120,ZAPOPAN,3050,C,2,,105,136,2,16,39,0,4,3,2,,,142,,,13,0,320
10,120,ZAPOPAN,3051,B,0,,111,154,9,8,25,4,6,2,2,,,162,,,16,1,338
10,120,ZAPOPAN,3051,C,1,,127,167,10,10,31,5,10,3,1,,,178,,,12,1,377
10,120,ZAPOPAN,3052,B,0,,114,110,10,6,17,5,4,5,2,,,116,,,12,0,285
10,120,ZAPOPAN,3052,C,1,,117,127,5,6,17,1,4,4,0,,,131,,,6,0,287
10,120,ZAPOPAN,3052,C,2,,112,144,8,4,20,5,6,2,0,,,150,,,10,0,311
10,120,ZAPOPAN,3053,B,0,,95,114,7,5,11,6,2,1,0,,,116,,,16,1,258
10,120,ZAPOPAN,3053,C,1,,90,167,6,4,15,4,1,1,2,,,170,,,10,0,300
10,120,ZAPOPAN,3053,C,2,,81,126,6,5,14,5,1,3,2,,,129,,,10,2,255
10,120,ZAPOPAN,3053,C,3,,95,125,4,6,23,4,6,2,0,,,131,,,9,0,274
10,120,ZAPOPAN,3054,B,0,,123,168,8,12,23,4,3,6,1,,,172,,,12,0,360
10,120,ZAPOPAN,3054,C,1,,155,168,11,10,20,5,2,2,0,,,170,,,24,0,397
10,120,ZAPOPAN,3055,B,0,,113,139,19,11,16,10,8,1,2,,,149,,,16,0,335
10,120,ZAPOPAN,3055,C,1,,119,133,5,8,24,7,6,4,4,,,143,,,11,0,321
10,120,ZAPOPAN,3056,B,0,,74,124,1,4,18,2,10,5,0,,,134,,,11,0,249
10,120,ZAPOPAN,3056,C,1,,80,97,4,11,15,2,3,1,1,,,101,,,5,1,220
10,120,ZAPOPAN,3056,C,2,,93,78,6,10,18,6,5,2,1,,,84,,,7,1,227
10,120,ZAPOPAN,3057,B,0,,84,119,9,3,17,4,2,1,0,,,121,,,16,0,255
10,120,ZAPOPAN,3057,C,1,,84,130,6,5,21,2,5,1,1,,,136,,,7,0,262
10,120,ZAPOPAN,3058,B,0,,114,115,15,10,14,4,13,2,0,,,128,,,9,0,296
10,120,ZAPOPAN,3058,C,1,,119,104,9,10,18,3,6,2,0,,,110,,,8,0,279
10,120,ZAPOPAN,3058,C,2,,96,103,7,7,28,3,4,4,0,,,107,,,15,1,268
6,120,ZAPOPAN,3059,B,0,,87,133,12,4,35,4,8,4,2,,,143,,,20,0,309
6,120,ZAPOPAN,3059,C,1,,110,136,9,3,33,10,6,4,1,,,143,,,14,0,326
6,120,ZAPOPAN,3060,B,0,,73,98,3,3,8,2,2,2,3,,,103,,,6,0,200
6,120,ZAPOPAN,3060,C,1,,63,82,9,3,26,2,3,1,2,,,87,,,6,0,197
6,120,ZAPOPAN,3061,B,0,,93,100,9,10,13,2,4,2,1,,,105,,,6,0,240
6,120,ZAPOPAN,3061,C,1,,79,92,5,9,20,1,5,3,3,,,100,,,10,0,227
6,120,ZAPOPAN,3061,C,2,,87,82,7,11,12,2,2,6,0,,,84,,,16,0,225
6,120,ZAPOPAN,3061,C,3,,66,114,3,11,20,2,2,4,1,,,117,,,7,0,230
6,120,ZAPOPAN,3062,B,0,,79,117,3,4,14,2,3,1,0,,,120,,,14,0,237
6,120,ZAPOPAN,3062,C,1,,67,101,5,10,16,4,2,1,2,,,105,,,10,0,218
6,120,ZAPOPAN,3062,C,2,,56,112,8,2,14,2,4,1,0,,,116,,,14,0,213
6,120,ZAPOPAN,3063,B,0,,104,118,12,8,26,4,11,1,3,,,132,,,12,1,300
6,120,ZAPOPAN,3063,C,1,,109,94,14,11,22,5,3,3,0,,,97,,,9,1,271
6,120,ZAPOPAN,3064,B,0,,90,143,12,9,16,2,5,2,2,,,150,,,9,0,290
6,120,ZAPOPAN,3064,C,1,,89,122,3,7,19,0,4,2,0,,,126,,,17,0,263
