Municipio,Distrito,Sección,PAN,PRI,PRD,PT,PVEM,PEBC,PRS,PPBC,Nulos
Tijuana,XIII,1011,288,316,106,28,0,0,3,2,33
Tijuana,XIII,1012,152,214,68,17,0,0,2,0,6
Tijuana,XIII,1021,361,332,98,35,0,0,9,0,35
Tijuana,XIII,1022,280,356,104,25,1,0,2,1,15
Tijuana,XIII,1023,197,151,50,17,0,0,1,0,10
Tijuana,XIII,1024,177,131,31,9,0,0,3,0,7
Tijuana,XIII,1025,221,152,61,15,0,0,1,0,10
Tijuana,XIII,1026,415,523,169,68,0,0,12,0,20
Tijuana,XIII,1027,431,485,165,28,0,0,4,1,49
Tijuana,XIII,1028,313,158,69,14,0,0,3,0,11
Tijuana,XIII,1029,283,219,52,19,0,0,6,0,14
Tijuana,XIII,1030,181,159,34,19,0,0,3,0,15
Tijuana,XIII,1031,421,408,192,242,1,0,1,0,29
Tijuana,XIII,1032,58,87,16,5,0,0,0,0,5
Tijuana,XVI,883,121,135,17,6,0,0,3,0,14
Tijuana,XVI,884,190,203,81,13,0,0,4,0,19
Tijuana,XVI,885,86,163,108,5,0,0,0,0,8
Tijuana,XVI,886,150,218,215,8,0,0,1,0,21
Tijuana,XVI,887,99,143,100,13,0,0,2,0,11
Tijuana,XVI,888,193,214,47,11,0,2,3,0,13
Tijuana,XVI,889,197,240,65,5,0,0,0,2,18
Tijuana,XVI,890,16,12,9,3,0,0,0,0,2
Tijuana,XVI,902,1,3,3,1,0,0,0,0,0
Tijuana,XVI,915,313,413,115,27,0,0,3,0,23
Tijuana,XVI,916,206,155,72,14,0,0,1,0,28
Tijuana,XVI,919,224,329,84,15,0,0,0,0,19
Tijuana,XVI,920,150,159,63,20,0,0,3,0,26
Tijuana,XVI,921,153,149,149,10,0,0,2,0,27
Tijuana,XVI,922,516,554,206,30,0,0,1,2,44
Tijuana,XVI,923,355,280,109,18,0,0,2,0,34
Tijuana,XVI,924,312,300,139,25,0,0,8,0,33
Tijuana,XVI,925,154,178,114,13,0,0,3,0,14
Tijuana,XVI,926,202,339,110,14,0,0,3,0,31
Tijuana,XVI,927,266,332,97,26,0,0,10,0,26
Tijuana,XVI,928,139,206,82,15,0,0,2,0,14
Tijuana,XVI,929,425,691,201,28,0,0,1,0,52
Tijuana,XVI,930,106,117,72,9,0,0,0,2,7
Tijuana,XVI,931,292,324,147,19,0,0,0,0,39
Tijuana,XVI,932,277,238,48,20,0,0,4,0,16
Tijuana,XVI,933,429,419,95,25,0,0,3,0,34
Tijuana,XVI,934,439,360,82,22,0,0,3,0,17
Tijuana,XVI,935,161,257,61,18,12,0,3,0,10
Tijuana,XVI,936,149,221,52,13,0,0,0,0,11
Tijuana,XVI,937,281,241,58,15,0,0,5,0,21
Tijuana,XVI,938,275,242,70,16,0,0,4,0,19
Tijuana,XVI,939,263,278,78,30,0,0,3,0,7
Tijuana,XVI,940,233,360,89,18,12,0,1,0,12
Tijuana,XVI,943,286,344,99,21,0,0,4,0,28
Tijuana,XVI,1034,86,148,30,9,0,0,0,0,9
Tijuana,XVI,1035,113,138,45,12,0,0,1,0,15
Tijuana,XVI,1036,106,210,62,11,0,0,1,0,11
Tijuana,XVI,1037,116,155,119,7,0,0,1,0,17
Tijuana,XVI,1038,225,365,57,12,0,0,2,0,20
Ensenada,XIV,1042,134,107,23,0,6,5,1,0,6
Ensenada,XIV,1043,277,146,56,1,14,0,1,0,5
Ensenada,XIV,1044,79,157,68,11,19,1,1,0,19
Ensenada,XIV,1045,253,380,90,16,36,3,3,0,24
Ensenada,XIV,1046,100,79,39,3,3,2,2,0,3
Ensenada,XIV,1047,64,82,34,6,9,0,5,0,8
Ensenada,XIV,1048,68,78,33,4,9,2,13,0,5
Ensenada,XIV,1049,139,115,31,3,12,0,0,0,6
Ensenada,XIV,1050,164,131,46,9,14,0,4,0,33
Ensenada,XIV,1051,367,199,79,18,24,6,4,0,23
Ensenada,XIV,1052,273,159,84,13,26,5,1,0,21
Ensenada,XIV,1053,192,125,73,11,10,1,0,0,13
Ensenada,XIV,1054,178,151,72,16,28,6,1,0,22
Ensenada,XIV,1055,259,229,271,23,24,3,5,0,15
Ensenada,XIV,1056,224,205,90,15,23,7,2,0,17
Ensenada,XIV,1057,190,229,104,21,19,13,3,0,17
Ensenada,XIV,1058,208,216,79,17,21,6,3,0,17
Ensenada,XIV,1059,566,380,119,16,44,7,8,0,35
Ensenada,XIV,1060,296,153,88,8,23,5,6,0,17
Ensenada,XIV,1061,237,142,58,3,23,4,0,0,4
Ensenada,XIV,1062,173,91,52,7,13,7,5,0,9
Ensenada,XIV,1063,260,158,61,4,16,1,2,0,11
Ensenada,XIV,1064,339,242,55,8,20,3,0,0,7
Ensenada,XIV,1065,269,181,61,13,22,2,0,0,14
Ensenada,XIV,1066,197,170,76,4,10,1,3,0,14
Ensenada,XIV,1067,200,99,53,3,18,4,1,0,7
Ensenada,XIV,1068,275,227,70,2,21,5,1,0,21
Ensenada,XIV,1069,100,111,53,2,8,2,2,0,1
Ensenada,XIV,1070,151,131,44,8,10,3,0,0,5
Ensenada,XIV,1071,149,166,51,16,15,0,4,0,24
Ensenada,XIV,1072,79,110,41,7,13,4,3,0,8
Ensenada,XIV,1073,176,209,78,19,25,5,4,0,22
Ensenada,XIV,1074,173,139,83,17,19,4,14,0,27
Ensenada,XIV,1075,168,139,56,8,12,2,1,0,14
Ensenada,XIV,1076,31,84,104,8,4,2,1,0,5
Ensenada,XIV,1077,71,118,91,8,6,0,2,0,8
Ensenada,XIV,1078,46,102,107,9,10,1,0,0,7
Ensenada,XIV,1079,122,166,99,12,29,2,2,0,21
Ensenada,XIV,1080,182,229,87,13,26,3,1,0,17
Ensenada,XIV,1081,164,218,85,10,18,3,4,0,16
Ensenada,XIV,1082,228,111,46,16,12,5,3,0,12
Ensenada,XIV,1083,192,126,51,8,20,2,0,0,13
Ensenada,XIV,1084,227,223,59,15,16,2,1,0,17
Ensenada,XIV,1085,176,110,40,4,11,2,1,0,7
Ensenada,XIV,1086,158,106,34,10,6,4,5,0,11
Ensenada,XIV,1087,216,138,51,7,6,1,1,0,6
Ensenada,XIV,1088,243,205,74,5,14,10,2,0,8
Ensenada,XIV,1089,304,265,54,9,15,3,0,0,8
Ensenada,XIV,1090,61,58,23,2,8,0,0,0,9
Ensenada,XIV,1091,127,63,38,5,13,1,2,0,12
Ensenada,XIV,1092,96,125,38,3,12,1,2,0,10
Ensenada,XIV,1093,189,111,39,2,9,3,4,0,9
Ensenada,XIV,1094,119,103,41,7,10,2,1,0,11
Ensenada,XIV,1095,254,139,55,3,9,2,1,0,5
Ensenada,XIV,1096,162,107,44,4,8,1,0,0,6
Ensenada,XIV,1097,109,137,78,4,12,0,1,0,10
Ensenada,XIV,1098,54,93,47,5,11,0,0,0,1
Ensenada,XIV,1099,278,203,84,10,27,7,12,0,18
Ensenada,XIV,1100,167,128,51,4,12,4,2,0,16
Ensenada,XIV,1101,272,266,118,7,19,1,3,0,23
Ensenada,XIV,1102,141,178,66,9,8,1,10,0,18
Ensenada,XIV,1103,65,90,93,6,6,0,15,0,15
Ensenada,XIV,1104,184,137,61,7,6,1,2,0,11
Ensenada,XIV,1105,170,111,44,8,7,4,2,0,10
Ensenada,XIV,1106,326,164,78,10,18,3,7,0,14
Ensenada,XIV,1107,214,135,44,4,10,1,1,0,4
Ensenada,XIV,1108,185,103,42,1,22,3,2,0,4
Ensenada,XIV,1110,186,166,57,7,10,1,3,0,8
Ensenada,XIV,1111,172,125,71,8,4,0,4,0,10
Ensenada,XIV,1112,154,164,73,2,11,5,2,0,13
Ensenada,XIV,1113,262,189,66,7,7,4,2,0,13
Ensenada,XIV,1114,172,147,33,5,12,3,2,0,8
Ensenada,XIV,1115,244,171,79,12,15,3,1,0,16
Ensenada,XIV,1116,197,186,79,8,13,3,1,0,10
Ensenada,XIV,1122,133,79,28,12,21,2,2,0,10
Ensenada,XIV,1123,79,89,45,3,7,0,0,0,10
Ensenada,XIV,1136,183,165,78,15,18,0,2,0,19
Ensenada,XIV,1137,82,124,61,17,7,3,20,0,17
Ensenada,XIV,1138,66,66,37,17,9,4,13,0,10
Ensenada,XIV,1139,207,212,88,19,29,1,4,0,23
Ensenada,XIV,1149,209,174,83,15,14,0,14,0,17
Ensenada,XIV,1150,125,114,104,13,21,0,21,0,16
Ensenada,XIV,1169,107,150,62,17,19,2,0,0,32
Ensenada,XIV,1170,107,126,71,12,16,7,0,0,16
Ensenada,XIV,1171,169,200,73,7,12,3,1,0,43
Ensenada,XIV,1172,115,229,70,7,20,5,1,0,21
Ensenada,XIV,1173,241,246,91,7,20,7,4,0,31
Ensenada,XIV,1174,253,202,60,5,23,1,5,0,4
Ensenada,XIV,1175,79,183,162,23,17,0,0,0,23
Ensenada,XIV,1176,25,32,16,3,3,0,0,0,5
Ensenada,XIV,1177,114,281,71,4,24,5,0,0,31
Ensenada,XIV,1178,52,98,36,5,10,0,1,0,22
Ensenada,XIV,1179,16,143,23,0,2,0,0,0,3
Ensenada,XIV,1180,135,185,27,6,9,0,2,0,20
Ensenada,XIV,1181,55,61,15,1,5,3,1,0,4
Ensenada,XIV,1182,74,146,98,0,6,1,0,0,11
Ensenada,XIV,1183,30,33,20,1,3,0,0,0,0
Ensenada,XIV,1184,67,50,29,0,7,0,1,0,5
Ensenada,XV,1109,200,126,50,3,16,0,0,0,11
Ensenada,XV,1117,266,203,52,11,12,0,0,0,9
Ensenada,XV,1118,328,215,53,1,10,0,0,0,9
Ensenada,XV,1119,236,205,46,5,11,3,0,0,11
Ensenada,XV,1120,275,164,81,8,16,4,0,0,10
Ensenada,XV,1121,191,95,57,12,14,0,2,0,9
Ensenada,XV,1124,212,158,62,11,18,7,5,0,12
Ensenada,XV,1125,234,144,44,3,14,1,2,0,17
Ensenada,XV,1126,249,175,60,4,9,3,0,0,5
Ensenada,XV,1127,359,243,74,5,22,1,4,0,10
Ensenada,XV,1128,226,184,63,6,20,2,0,0,10
Ensenada,XV,1129,252,144,102,10,22,4,2,0,13
Ensenada,XV,1130,280,164,50,6,12,0,2,0,9
Ensenada,XV,1131,335,233,65,4,10,1,1,0,12
Ensenada,XV,1132,202,109,35,3,10,1,0,0,8
Ensenada,XV,1133,235,151,67,4,11,6,1,0,14
Ensenada,XV,1134,186,137,66,10,15,0,0,0,12
Ensenada,XV,1135,224,163,68,11,11,3,3,0,17
Ensenada,XV,1140,196,135,74,13,14,2,3,0,6
Ensenada,XV,1141,312,243,84,15,23,3,1,0,19
Ensenada,XV,1142,271,144,83,11,20,1,1,0,11
Ensenada,XV,1143,335,261,83,12,18,7,8,0,18
Ensenada,XV,1144,294,186,72,3,16,5,2,0,14
Ensenada,XV,1145,291,214,83,14,25,2,2,0,14
Ensenada,XV,1146,345,204,83,6,23,5,2,0,12
Ensenada,XV,1147,283,200,99,10,32,6,2,0,20
Ensenada,XV,1148,199,185,95,14,35,2,8,0,20
Ensenada,XV,1151,262,199,41,0,22,6,3,0,3
Ensenada,XV,1152,146,84,31,7,10,2,4,0,2
Ensenada,XV,1153,180,116,50,5,17,4,5,0,7
Ensenada,XV,1154,294,167,100,10,30,10,3,0,13
Ensenada,XV,1155,277,139,50,0,14,2,0,0,6
Ensenada,XV,1156,216,119,72,1,13,1,0,0,3
Ensenada,XV,1157,328,253,109,22,31,6,3,0,11
Ensenada,XV,1158,170,107,49,7,17,2,1,0,10
Ensenada,XV,1159,211,141,90,3,20,4,0,0,7
Ensenada,XV,1160,225,123,68,11,18,5,1,0,6
Ensenada,XV,1161,140,133,35,7,17,4,0,0,7
Ensenada,XV,1162,165,124,56,8,19,0,1,0,7
Ensenada,XV,1163,236,355,147,5,51,9,3,0,23
Ensenada,XV,1164,152,160,52,3,14,3,0,0,8
Ensenada,XV,1165,62,65,18,1,6,1,0,0,2
Ensenada,XV,1166,94,111,35,1,10,3,2,0,11
Ensenada,XV,1167,210,263,69,6,18,2,0,0,13
Ensenada,XV,1168,166,140,68,9,9,2,1,0,13
Ensenada,XV,1185,153,312,63,4,12,4,0,0,21
Ensenada,XV,1186,82,256,52,3,6,0,1,0,12
Ensenada,XV,1187,54,187,29,4,9,0,0,0,15
Ensenada,XV,1188,70,198,42,2,6,1,1,0,16
Ensenada,XV,1189,57,163,35,2,8,0,0,0,10
Ensenada,XV,1190,114,224,44,11,9,1,0,0,19
Ensenada,XV,1191,66,205,46,0,6,2,3,0,12
Ensenada,XV,1192,66,245,40,4,11,2,0,0,6
Ensenada,XV,1193,76,195,27,7,5,2,0,0,23
Ensenada,XV,1194,44,114,24,0,2,1,0,0,10
Ensenada,XV,1195,43,87,31,1,10,0,0,0,16
Ensenada,XV,1196,21,149,60,6,3,0,0,0,6
Ensenada,XV,1197,46,208,53,14,5,0,1,0,14
Ensenada,XV,1198,27,94,69,7,2,1,0,0,3
Ensenada,XV,1199,49,141,35,1,1,0,1,0,14
Ensenada,XV,1200,21,151,11,2,2,0,0,0,7
Ensenada,XV,1201,26,183,21,1,5,0,1,0,10
Ensenada,XV,1202,46,152,42,2,5,0,0,0,15
Ensenada,XV,1203,184,148,47,1,10,0,0,0,17
Ensenada,XV,1204,39,62,234,4,9,2,1,0,24
Ensenada,XV,1205,96,173,68,1,6,1,1,0,8
Ensenada,XV,1206,58,126,44,2,6,0,0,0,7
Ensenada,XV,1207,47,123,30,1,6,1,1,0,7
Ensenada,XV,1208,51,143,28,2,4,2,0,0,6
Ensenada,XV,1209,47,146,143,2,7,1,0,0,12
Ensenada,XV,1210,42,173,17,0,4,0,0,0,12
Ensenada,XV,1211,67,162,29,2,5,1,1,0,8
Ensenada,XV,1212,36,113,35,3,0,0,0,0,9
Ensenada,XV,1213,60,158,57,5,3,3,0,0,11
Ensenada,XV,1214,47,74,59,2,2,0,0,0,11
Ensenada,XV,1215,65,72,92,3,8,3,1,0,11
Ensenada,XV,1216,69,56,28,2,3,1,0,0,3
Ensenada,XV,1217,128,434,89,8,14,3,2,0,26
Ensenada,XV,1218,26,182,47,0,2,0,1,0,7
Ensenada,XV,1219,96,159,163,9,14,4,2,0,19
Ensenada,XV,1220,36,135,18,2,3,0,1,0,7
Ensenada,XV,1221,61,115,57,4,2,1,0,0,6
Ensenada,XV,1222,45,283,15,0,2,0,0,0,8
Ensenada,XV,1223,9,149,28,3,5,1,0,0,5
Ensenada,XV,1224,29,158,17,2,8,2,0,0,11
Ensenada,XV,1225,8,89,5,1,5,0,0,0,6
Ensenada,XV,1226,85,254,107,2,3,0,1,0,14
Ensenada,XV,1227,111,245,69,5,9,0,1,0,25
Ensenada,XV,1228,57,191,94,3,9,1,2,0,20
Ensenada,XV,1229,35,60,50,0,4,0,0,0,6
Ensenada,XV,1230,91,233,218,3,12,1,0,0,39
Ensenada,XV,1231,65,152,77,3,2,0,0,0,12
Ensenada,XV,1232,40,123,16,1,1,0,0,0,4
Ensenada,XV,1233,103,291,106,6,8,0,1,0,15
Ensenada,XV,1234,53,281,57,2,5,0,0,0,14
Ensenada,XV,1235,47,171,68,0,5,0,0,0,10
Ensenada,XV,1236,20,93,23,2,5,0,0,0,11
Ensenada,XV,1237,34,141,14,1,3,4,0,0,9
Ensenada,XV,1238,34,105,28,2,0,0,0,0,4
Ensenada,XV,1239,141,194,82,3,6,0,0,0,20
Ensenada,XV,1240,13,63,5,1,2,0,0,0,3
Ensenada,XV,1241,56,85,5,0,6,0,0,0,3
Ensenada,XV,1242,63,41,2,0,2,1,0,0,11
Ensenada,XV,1243,35,123,12,1,3,1,0,0,5
Playas de Rosarito,XVI,890,575,488,162,55,0,0,0,0,33
Playas de Rosarito,XVI,892,159,149,59,38,0,0,0,0,15
Playas de Rosarito,XVI,893,304,221,72,30,0,0,0,0,14
Playas de Rosarito,XVI,894,293,240,71,29,0,0,0,0,13
Playas de Rosarito,XVI,895,451,463,134,72,0,0,0,0,26
Playas de Rosarito,XVI,896,155,117,27,9,0,0,0,0,13
Playas de Rosarito,XVI,897,185,156,39,9,0,0,0,0,7
Playas de Rosarito,XVI,898,210,236,50,29,0,0,0,0,27
Playas de Rosarito,XVI,899,207,180,35,13,0,0,0,0,7
Playas de Rosarito,XVI,900,200,209,34,22,0,0,0,0,16
Playas de Rosarito,XVI,901,181,204,51,27,0,0,0,0,16
Playas de Rosarito,XVI,902,92,146,22,11,0,0,0,0,13
Playas de Rosarito,XVI,903,209,229,70,27,0,0,0,0,19
Playas de Rosarito,XVI,904,235,269,49,44,0,0,0,0,31
Playas de Rosarito,XVI,905,284,196,49,39,0,0,0,0,21
Playas de Rosarito,XVI,906,400,285,88,33,0,0,0,0,21
Playas de Rosarito,XVI,907,500,383,128,40,0,0,0,0,28
Playas de Rosarito,XVI,908,262,137,50,17,0,0,0,0,16
Playas de Rosarito,XVI,909,343,214,47,15,0,0,0,0,17
Playas de Rosarito,XVI,910,615,430,102,47,0,0,0,0,24
Playas de Rosarito,XVI,1033,190,106,28,15,0,0,0,0,16
