Municipio,Distrito,Seccion,PAN,PRI-PT-PVEM-PEBC,PRD,PC,Nulos,Total,Lista Nominal
ENSENADA,XIV,1062,167,94,35,8,10,314,777
ENSENADA,XIV,1063,230,131,115,8,16,500,1047
ENSENADA,XIV,1064,299,207,110,16,9,641,1370
ENSENADA,XIV,1065,225,188,83,10,9,515,1378
ENSENADA,XIV,1066,240,156,66,11,8,481,1109
ENSENADA,XIV,1067,180,85,80,7,2,354,808
ENSENADA,XIV,1068,226,195,54,19,12,506,1237
ENSENADA,XIV,1069,62,62,36,6,1,167,552
ENSENADA,XIV,1070,182,93,61,9,4,349,875
ENSENADA,XIV,1071,151,158,52,13,7,381,1084
ENSENADA,XIV,1072,83,99,40,3,2,227,690
ENSENADA,XIV,1073,161,261,78,4,19,523,1634
ENSENADA,XIV,1074,160,210,54,11,14,449,1513
ENSENADA,XIV,1075,154,174,53,4,9,394,1082
ENSENADA,XIV,1076,66,155,48,11,2,282,871
ENSENADA,XIV,1077,67,130,81,2,11,291,1022
ENSENADA,XIV,1078,61,138,128,7,8,342,1049
ENSENADA,XIV,1079,126,212,95,8,14,455,1455
ENSENADA,XIV,1080,162,172,73,7,15,429,1411
ENSENADA,XIV,1081,155,181,114,9,8,467,1426
ENSENADA,XIV,1082,198,109,57,13,10,387,1098
ENSENADA,XIV,1083,166,107,83,4,5,365,947
ENSENADA,XIV,1084,224,175,72,3,14,488,1080
ENSENADA,XIV,1085,132,99,43,10,5,289,682
ENSENADA,XIV,1086,125,106,29,3,15,278,813
ENSENADA,XIV,1087,202,117,70,15,3,407,901
ENSENADA,XIV,1088,208,150,105,11,9,483,1232
ENSENADA,XIV,1089,250,255,116,11,9,641,1546
ENSENADA,XIV,1090,51,38,18,0,2,109,410
ENSENADA,XIV,1091,59,53,23,3,5,143,624
ENSENADA,XIV,1092,68,117,20,0,3,208,636
ENSENADA,XIV,1093,158,102,34,8,8,310,929
ENSENADA,XIV,1094,91,90,33,13,7,234,660
ENSENADA,XIV,1095,245,94,52,3,4,398,1003
ENSENADA,XIV,1096,143,64,39,2,1,249,667
ENSENADA,XIV,1097,104,146,78,5,8,341,1015
ENSENADA,XIV,1098,49,116,57,6,13,241,772
ENSENADA,XIV,1099,211,186,69,6,8,480,1431
ENSENADA,XIV,1100,160,144,59,4,8,375,1165
ENSENADA,XIV,1101,234,248,96,18,11,607,1821
ENSENADA,XIV,1102,146,173,95,9,18,441,1404
ENSENADA,XIV,1103,70,131,102,7,14,324,1125
ENSENADA,XIV,1104,173,105,53,6,10,347,913
ENSENADA,XIV,1105,129,109,46,7,8,299,811
ENSENADA,XIV,1106,269,136,55,12,11,483,1245
ENSENADA,XIV,1107,206,127,37,10,3,383,994
ENSENADA,XIV,1108,182,80,48,6,8,324,915
ENSENADA,XV,1109,171,106,62,8,9,356,941
ENSENADA,XIV,1110,139,132,41,4,3,319,860
ENSENADA,XIV,1111,147,91,36,5,7,286,823
ENSENADA,XIV,1112,168,140,56,15,4,383,859
ENSENADA,XIV,1113,237,165,69,14,9,494,1266
ENSENADA,XIV,1114,135,106,66,8,11,326,796
ENSENADA,XIV,1115,211,125,63,2,9,410,1108
ENSENADA,XIV,1116,170,134,93,22,12,431,1134
ENSENADA,XV,1117,240,157,63,6,7,473,1186
ENSENADA,XV,1118,297,131,98,9,8,543,1170
ENSENADA,XV,1119,202,139,74,13,7,435,1016
ENSENADA,XV,1120,243,139,64,10,8,464,1183
ENSENADA,XV,1121,141,116,48,9,7,321,851
ENSENADA,XIV,1122,132,89,48,6,1,276,715
ENSENADA,XIV,1123,78,80,43,5,5,211,554
ENSENADA,XV,1124,216,145,45,5,4,415,1082
ENSENADA,XV,1125,214,142,68,7,11,442,1017
ENSENADA,XV,1126,235,136,62,5,9,447,941
ENSENADA,XV,1127,308,180,83,31,12,614,1405
ENSENADA,XV,1128,226,189,105,16,13,549,1501
ENSENADA,XV,1129,219,174,105,7,12,517,1740
ENSENADA,XV,1130,238,135,70,4,10,457,1013
ENSENADA,XV,1131,324,145,84,16,3,572,1248
ENSENADA,XV,1132,172,86,61,6,10,335,729
ENSENADA,XV,1133,222,134,72,9,4,441,1077
ENSENADA,XV,1134,193,118,56,11,4,382,966
ENSENADA,XV,1135,198,144,57,10,12,421,1135
ENSENADA,XIV,1136,177,151,65,8,6,407,1236
ENSENADA,XIV,1137,86,136,80,8,10,320,1120
ENSENADA,XIV,1138,72,104,60,4,4,244,791
ENSENADA,XIV,1139,222,209,87,19,18,555,1741
ENSENADA,XV,1140,132,126,38,11,5,312,1094
ENSENADA,XV,1141,247,225,126,20,12,630,1631
ENSENADA,XV,1142,218,155,69,14,9,465,1281
ENSENADA,XV,1143,283,240,101,8,11,643,1469
ENSENADA,XV,1144,225,170,88,18,11,512,1291
ENSENADA,XV,1145,254,177,89,17,22,559,1480
ENSENADA,XV,1146,314,207,133,19,11,684,1702
ENSENADA,XV,1147,272,222,125,20,15,654,1589
ENSENADA,XV,1148,208,172,80,15,9,484,1488
ENSENADA,XIV,1149,288,238,141,30,11,708,2042
ENSENADA,XIV,1150,121,241,119,13,13,507,1828
ENSENADA,XV,1151,261,143,91,12,3,510,1294
ENSENADA,XV,1152,138,56,55,8,3,260,681
ENSENADA,XV,1153,178,142,57,8,4,389,868
ENSENADA,XV,1154,240,183,90,14,13,540,1455
ENSENADA,XV,1155,320,116,89,15,6,546,1242
ENSENADA,XV,1156,302,164,90,16,7,579,1303
ENSENADA,XV,1157,357,346,151,14,12,880,2498
ENSENADA,XV,1158,175,126,66,7,10,384,1077
ENSENADA,XV,1159,203,179,84,14,8,488,1301
ENSENADA,XV,1160,203,144,70,6,5,428,1183
ENSENADA,XV,1161,134,167,43,8,6,358,960
ENSENADA,XV,1162,147,134,53,6,7,347,945
ENSENADA,XV,1163,351,381,247,18,19,1016,3210
ENSENADA,XV,1164,242,254,128,10,7,641,2393
ENSENADA,XV,1165,134,87,24,4,7,256,760
ENSENADA,XV,1166,119,110,31,5,5,270,966
ENSENADA,XV,1167,272,332,93,15,16,728,2893
ENSENADA,XV,1168,136,109,48,4,5,302,999
ENSENADA,XIV,1169,92,118,68,15,13,306,1058
ENSENADA,XIV,1170,73,90,74,24,10,271,877
ENSENADA,XIV,1171,140,207,117,12,23,499,1395
ENSENADA,XIV,1172,95,213,101,15,18,442,1366
ENSENADA,XIV,1173,148,224,111,7,18,508,1430
ENSENADA,XIV,1174,223,179,139,12,9,562,1414
ENSENADA,XIV,1175,126,246,47,8,16,443,1292
ENSENADA,XIV,1176,35,41,14,0,4,94,269
ENSENADA,XIV,1177,117,215,55,12,19,418,1308
ENSENADA,XIV,1178,56,89,27,3,8,183,648
ENSENADA,XIV,1179,55,89,28,3,5,180,449
ENSENADA,XIV,1180,145,121,57,3,7,333,1052
ENSENADA,XIV,1181,654,590,296,50,27,1617,4617
ENSENADA,XIV,1182,117,146,65,4,4,336,858
ENSENADA,XIV,1183,31,34,17,7,1,90,215
ENSENADA,XIV,1184,80,41,41,5,4,171,474
ENSENADA,XV,1185,172,238,101,11,11,533,1805
ENSENADA,XV,1186,129,111,25,6,12,283,1013
ENSENADA,XV,1187,89,152,28,4,6,279,838
ENSENADA,XV,1188,83,127,30,2,10,252,843
ENSENADA,XV,1189,79,88,39,3,4,213,783
ENSENADA,XV,1190,148,140,31,2,8,329,1176
ENSENADA,XV,1191,87,142,46,4,7,286,1131
ENSENADA,XV,1192,97,163,30,2,6,298,1111
ENSENADA,XV,1193,151,177,57,8,8,401,1423
ENSENADA,XV,1194,40,43,36,0,4,123,456
ENSENADA,XV,1195,39,32,54,1,4,130,448
ENSENADA,XV,1196,36,120,29,2,4,191,617
ENSENADA,XV,1197,57,189,62,6,9,323,876
ENSENADA,XV,1198,57,106,51,1,4,219,475
ENSENADA,XV,1199,49,117,49,1,5,221,891
ENSENADA,XV,1200,57,118,20,1,10,206,1004
ENSENADA,XV,1201,77,110,15,3,2,207,789
ENSENADA,XV,1202,134,67,29,2,15,247,1262
ENSENADA,XV,1203,200,115,24,4,11,354,1369
ENSENADA,XV,1204,85,118,81,1,15,300,1967
ENSENADA,XV,1205,127,150,20,2,4,303,1337
ENSENADA,XV,1206,98,87,17,0,5,207,685
ENSENADA,XV,1207,101,132,20,2,9,264,875
ENSENADA,XV,1208,105,96,28,3,6,238,750
ENSENADA,XV,1209,101,118,35,3,11,268,1678
ENSENADA,XV,1210,52,121,18,2,7,200,733
ENSENADA,XV,1211,91,137,26,3,5,262,1411
ENSENADA,XV,1212,76,70,23,5,3,177,775
ENSENADA,XV,1213,80,110,18,4,9,221,1007
ENSENADA,XV,1214,61,56,25,0,1,143,491
ENSENADA,XV,1215,54,50,30,1,4,139,549
ENSENADA,XV,1216,66,37,9,0,1,113,375
ENSENADA,XV,1217,219,402,78,10,23,732,2329
ENSENADA,XV,1218,31,212,11,1,7,262,558
ENSENADA,XV,1219,202,193,68,6,21,490,2219
ENSENADA,XV,1220,35,100,51,0,2,188,485
ENSENADA,XV,1221,65,137,43,0,4,249,586
ENSENADA,XV,1222,180,204,26,4,7,421,834
ENSENADA,XV,1223,28,121,38,0,3,190,498
ENSENADA,XV,1224,50,103,42,1,6,202,668
ENSENADA,XV,1225,28,34,45,0,1,108,258
ENSENADA,XV,1226,162,174,124,3,16,479,1973
ENSENADA,XV,1227,165,236,59,9,17,486,2031
ENSENADA,XV,1228,113,191,69,7,17,397,1866
ENSENADA,XV,1229,65,141,21,5,10,242,1054
ENSENADA,XV,1230,166,435,127,8,40,776,3421
ENSENADA,XV,1231,160,139,24,1,11,335,1379
ENSENADA,XV,1232,75,91,16,1,2,185,526
ENSENADA,XV,1233,299,299,78,16,15,707,2748
ENSENADA,XV,1234,165,235,68,3,25,496,1794
ENSENADA,XV,1235,118,181,38,2,17,356,1835
ENSENADA,XV,1236,44,70,27,1,6,148,602
ENSENADA,XV,1237,118,99,11,9,9,246,1152
ENSENADA,XV,1238,71,64,16,0,11,162,381
ENSENADA,XV,1239,219,127,127,3,13,489,1236
ENSENADA,XV,1240,40,61,7,0,1,109,228
ENSENADA,XV,1241,145,12,15,0,4,176,328
ENSENADA,XV,1242,66,40,14,0,4,124,359
ENSENADA,XV,1243,109,57,45,1,4,216,458
