CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,912,C02,139,51,7,1,3,84,5,25,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,0,340,3,343,529,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0912C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,913,B ,111,44,13,2,4,64,9,32,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,0,309,5,314,613,ACTA CASILLA,,,
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,913,C01,105,62,11,0,3,51,6,30,1,2,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,0,325,9,334,612,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0913C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,913,C02,115,64,14,5,4,55,2,29,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,0,315,10,325,612,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0913C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,914,B ,135,71,20,4,5,40,12,29,8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,1,351,2,354,735,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0914B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,914,C01,137,56,13,6,9,35,17,31,7,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,0,336,7,343,735,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0914C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,914,C02,137,79,13,8,6,54,9,20,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,0,351,6,357,735,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0914C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,915,B ,101,46,13,1,3,43,4,20,6,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,0,259,0,259,556,ACTA CASILLA,,,
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,915,C01,97,48,13,1,6,59,5,16,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,0,269,6,275,556,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0915C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,915,C02,112,48,12,3,0,42,4,19,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,0,262,4,266,556,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0915C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,916,B ,130,61,6,3,6,63,4,25,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,0,323,6,329,594,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0916B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,916,C01,112,60,6,2,8,59,9,24,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,0,307,8,315,593,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0916C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,916,C02,108,59,8,3,5,65,6,22,7,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,0,307,0,307,593,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0916C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,B ,116,61,16,2,3,39,7,23,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,0,288,9,297,659,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,C01,108,50,14,6,7,29,9,29,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,1,275,9,285,659,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,C02,114,60,16,8,7,38,10,22,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,21,280,2,303,658,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,C03,121,56,15,4,5,32,8,27,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,5,304,7,316,658,ACTA CASILLA,,,
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,C04,115,50,13,6,4,48,6,25,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,0,300,7,307,658,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917C04.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,E01,102,57,15,3,9,45,6,31,9,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,0,293,8,301,682,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917E01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,E01C01,77,59,18,5,6,34,8,23,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,0,258,7,265,681,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917E01C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,E01C02,120,51,17,4,5,24,9,21,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,0,269,8,277,681,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917E01C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,E01C03,89,46,13,4,5,39,11,39,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,0,281,8,289,681,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917E01C03.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,E01C04,88,53,16,6,4,32,10,27,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,0,270,11,281,681,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917E01C04.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,E01C05,99,60,20,20,4,31,4,26,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,0,301,9,310,681,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917E01C05.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,E02,130,75,12,3,4,47,6,22,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,1,332,5,338,710,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917E02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,E02C01,151,47,9,2,1,52,4,16,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,1,315,3,319,710,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917E02C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,E02C02,102,58,15,3,4,44,7,25,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,0,287,6,293,710,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917E02C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,E02C03,121,0,8,0,2,48,0,24,4,71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,0,317,7,324,710,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917E02C03.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,E02C04,142,74,12,1,1,42,9,25,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,0,335,7,342,710,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917E02C04.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,917,E02C05,104,70,8,5,1,52,5,26,6,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,0,304,11,315,709,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0917E02C05.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,918,B ,144,61,7,5,5,37,16,23,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,0,323,13,336,646,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0918B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,918,C01,104,75,9,3,3,40,10,28,9,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,0,297,5,302,646,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0918C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,918,C02,87,51,9,1,5,54,10,26,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,0,264,9,273,646,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0918C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,918,C03,106,71,12,5,4,53,9,32,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,0,314,8,322,646,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0918C03.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,919,B ,127,75,16,3,5,48,11,26,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,0,345,13,358,686,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0919B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,919,C01,144,61,14,3,3,56,7,30,7,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,0,354,0,354,685,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0919C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,919,C02,141,73,16,2,6,51,8,27,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,0,359,15,374,685,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0919C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,920,B ,139,94,4,3,2,43,4,10,4,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,0,343,12,355,591,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0920B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,920,C01,129,73,7,2,3,60,11,25,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,0,336,6,342,591,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0920C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,921,B ,129,76,5,6,0,36,3,4,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,0,297,4,301,534,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0921B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,921,C01,127,80,2,2,0,38,4,7,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,0,306,3,309,534,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0921C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,922,B ,117,59,8,5,2,52,12,19,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,0,310,7,317,575,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0922B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,922,C01,109,89,11,1,3,46,12,6,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,0,302,8,310,574,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0922C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,922,C02,102,66,7,9,3,48,4,20,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,0,296,11,307,574,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0922C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,923,B ,137,88,16,5,9,71,6,35,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,0,417,14,431,720,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0923B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,923,C01,134,83,11,5,1,66,6,28,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,0,386,17,403,719,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0923C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,924,B ,83,71,8,2,3,50,7,18,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,0,274,7,281,438,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0924B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,924,C01,80,64,9,3,3,38,3,15,5,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,0,260,6,266,437,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0924C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,925,B ,120,67,10,2,2,72,9,10,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,0,321,14,335,549,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0925B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,925,C01,126,65,7,3,1,57,13,17,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,0,319,7,326,548,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0925C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,926,B ,168,91,8,4,1,114,5,26,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,0,475,11,486,723,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0926B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,927,B ,136,73,4,1,3,60,6,17,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,0,333,5,338,557,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0927B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,928,B ,127,73,2,2,3,53,7,22,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,0,366,7,373,584,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0928B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,928,C01,170,72,8,3,3,62,10,11,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,0,382,4,386,583,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0928C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,930,B ,103,63,22,6,2,22,4,25,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,0,270,12,282,638,ACTA CASILLA,,,
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,930,C01,95,66,18,2,7,15,10,28,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,0,265,16,281,637,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0930C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,930,C02,115,58,15,0,3,10,4,19,9,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,0,256,7,263,637,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0930C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,931,B ,96,78,8,4,6,18,2,30,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,0,285,8,293,722,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0931B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,931,C01,123,92,8,6,4,43,9,18,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,0,335,5,340,722,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0931C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,932,B ,134,55,11,2,5,30,10,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,251,3,254,696,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0932B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,932,C01,133,66,20,6,6,44,5,27,8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,0,336,10,346,696,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0932C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,932,C02,119,81,13,6,3,43,7,22,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,0,330,8,338,696,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0932C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,932,C03,132,46,19,3,4,38,5,37,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,0,314,3,317,695,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0932C03.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,933,B ,171,102,1,1,2,37,3,12,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,0,403,16,419,695,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0933B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,933,C01,193,107,7,2,1,34,2,16,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,0,418,3,421,694,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0933C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,933,C02,152,109,1,2,2,44,5,6,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,0,419,0,419,694,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0933C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,933,C03,144,130,3,3,0,33,3,11,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,0,367,3,370,694,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0933C03.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,934,B ,138,71,8,2,3,60,7,19,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,0,343,4,347,686,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0934B00.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,934,C01,139,77,13,1,2,54,11,33,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,0,366,4,370,686,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0934C01.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,934,C02,133,67,10,7,5,63,16,32,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,1,370,9,380,686,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0934C02.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,934,C03,122,66,9,3,6,67,5,26,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,1,344,9,354,686,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0934C03.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,934,C04,121,62,3,4,5,54,6,35,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,1,333,5,339,686,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0934C04.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,934,C05,135,61,15,3,3,68,10,31,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,0,364,4,368,686,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0934C05.jpg
5,13,HIDALGO,12,PACHUCA DE SOTO,47,PACHUCA DE SOTO,934,C06,154,66,6,2,3,58,4,27,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,8,365,8,381,685,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0934C06.jpg
