CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,31,B ,40,61,20,19,13,7,7,109,0,0,1,0,0,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,314,15,346,597,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0031B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,31,C01,36,56,16,35,18,0,8,91,0,1,2,0,0,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,294,28,323,597,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0031C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,32,B ,39,128,17,5,7,7,9,52,0,1,0,0,0,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,382,23,405,711,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0032B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,32,C01,39,124,33,4,13,7,9,55,0,0,1,0,0,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,407,12,419,711,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0032C01.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,33,B ,23,100,73,3,3,3,2,12,0,0,1,0,0,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,267,17,284,455,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0033B00.jpg
5,13,HIDALGO,10,APAN,2,ACAXOCHITLAN,33,C01,4,106,73,3,6,3,6,11,0,0,0,0,0,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,263,14,277,454,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0033C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,B ,1,61,9,1,2,24,8,14,181,0,0,0,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,309,9,318,664,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0034B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C01,3,63,15,0,2,15,13,20,198,0,0,0,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,336,9,345,664,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0034C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C02,5,83,22,3,8,23,4,14,205,6,0,0,0,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,386,6,392,664,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0034C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C03,1,46,16,2,2,25,14,15,220,2,1,0,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,352,9,361,663,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0034C03.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C04,4,75,23,2,1,20,6,15,193,3,0,1,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,348,9,357,663,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0034C04.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C05,3,73,9,3,6,25,23,18,165,0,0,2,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,335,6,341,663,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0034C05.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,35,B ,6,73,29,2,5,14,7,15,195,0,0,1,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,352,15,367,742,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0035B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,35,C01,5,80,19,5,4,42,9,11,227,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,405,7,412,741,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0035C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,35,C02,3,74,18,5,2,23,9,13,193,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,343,7,350,741,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0035C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,36,B ,10,74,15,4,2,28,4,19,155,0,0,0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,314,12,326,613,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0036B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,36,C01,5,46,24,1,2,26,2,20,184,0,2,0,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,316,9,325,613,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0036C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,37,B ,5,63,22,2,4,28,14,12,200,0,0,1,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,354,4,359,645,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0037B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,37,C01,6,72,16,2,4,29,7,17,201,0,0,0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,357,10,367,646,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0037C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,37,C02,10,43,14,2,6,21,7,20,204,1,0,1,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,337,8,345,646,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0037C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,38,B ,4,92,12,3,3,40,3,29,172,0,0,0,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,364,15,379,691,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0038B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,38,C01,2,81,16,0,1,47,6,29,208,1,0,0,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,395,8,403,691,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0038C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,39,B ,8,81,21,0,1,25,7,17,164,2,0,0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,329,3,332,578,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0039B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,39,C01,15,81,19,2,3,16,7,23,152,0,0,0,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,325,7,332,578,GRUPO DE RECUENTO,,,
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,39,C02,10,91,14,2,3,12,8,24,181,2,0,0,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,351,6,357,577,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0039C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,40,B ,5,85,25,0,0,26,7,23,185,0,0,0,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,360,4,364,655,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0040B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,40,C01,6,70,29,1,0,43,7,31,189,0,1,1,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,386,5,391,655,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0040C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,40,C02,9,94,21,2,3,20,16,26,188,0,1,0,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,385,10,395,654,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0040C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,41,B ,7,71,22,2,7,25,7,17,191,0,0,0,0,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,360,8,368,724,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0041B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,41,C01,8,58,35,6,1,35,5,25,184,0,0,0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,360,12,372,723,GRUPO DE RECUENTO,,,
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,42,B ,9,92,11,5,7,8,3,19,143,0,0,0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,300,10,310,559,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0042B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,42,C01,9,92,11,5,7,8,3,19,144,0,0,0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,301,9,310,559,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0042C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,43,B ,4,82,12,1,5,29,9,26,203,0,0,0,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,377,8,385,623,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0043B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,43,C01,5,77,19,2,4,9,3,24,204,1,1,0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,352,5,357,623,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0043C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,44,B ,7,78,16,0,4,19,7,25,190,1,0,0,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,355,5,360,582,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0044B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,44,C01,6,84,19,2,2,19,6,22,184,1,0,0,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,351,8,359,582,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0044C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,44,C02,10,54,11,0,5,20,5,22,207,0,0,0,0,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,351,8,359,581,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0044C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,45,B ,11,79,23,1,8,24,6,25,190,1,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,369,5,374,639,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0045B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,45,C01,6,83,31,2,4,28,14,18,198,1,3,1,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,392,14,407,638,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0045C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,46,B ,6,48,16,10,2,15,8,21,172,0,0,0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,301,13,314,555,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0046B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,46,C01,7,73,20,2,4,16,9,19,161,0,0,0,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,317,5,322,554,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0046C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,46,C02,6,39,28,0,4,21,7,27,153,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,286,7,293,554,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0046C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,46,S01,2,5,5,1,1,1,1,5,28,1,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,0,50,0,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0046S00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,47,B ,2,80,17,2,5,13,8,24,160,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,312,10,322,560,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0047B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,47,C01,7,84,33,2,7,19,9,29,140,1,0,0,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,339,13,352,559,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0047C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,48,B ,1,52,5,4,1,23,1,4,31,1,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,124,7,131,226,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0048B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,49,B ,0,64,53,1,0,2,0,2,25,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,149,3,152,255,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0049B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,51,B ,2,44,22,4,4,3,9,5,60,0,0,0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,156,4,160,269,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0051B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,52,B ,2,53,23,3,2,6,7,15,26,1,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,139,1,140,478,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0052B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,52,C01,5,59,28,0,2,6,4,8,60,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,175,3,178,478,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0052C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,53,B ,4,32,10,2,0,10,1,34,137,1,0,0,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,236,3,239,473,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0053B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,54,B ,4,71,66,6,1,38,4,8,79,0,0,0,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,5,290,715,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0054B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,54,C01,2,72,42,3,2,37,4,7,107,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,8,285,714,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0054C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,55,B ,4,165,22,3,0,6,13,14,171,1,2,0,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,409,8,417,607,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0055B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,55,C01,2,134,27,6,2,7,13,8,183,0,0,1,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,393,7,400,607,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0055C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,56,B ,2,58,3,2,0,9,3,19,104,1,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,201,5,206,320,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0056B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,57,B ,0,131,19,15,8,6,10,8,204,1,0,0,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,410,21,431,737,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0057B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,58,B ,5,64,61,4,5,12,11,7,131,0,0,1,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,304,3,307,513,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0058B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,59,B ,4,77,14,7,0,1,2,8,105,0,0,0,0,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,5,235,412,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0059B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,59,C01,4,44,6,1,7,6,8,11,114,0,0,0,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,206,6,212,412,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0059C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,60,B ,5,54,58,1,6,10,8,12,216,0,2,0,0,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,384,4,388,668,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0060B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,60,C01,7,55,42,2,10,7,9,21,234,0,0,0,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,391,4,395,668,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0060C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,60,C02,1,62,60,2,5,9,7,22,185,3,1,0,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,367,12,379,668,GRUPO DE RECUENTO,,,
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,61,B ,9,137,5,11,1,19,17,27,136,1,3,0,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,373,9,382,694,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0061B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,62,B ,3,92,21,1,3,13,12,27,190,1,0,1,0,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,381,19,400,691,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0062B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,62,C01,3,85,20,1,2,15,8,30,188,3,0,1,0,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,370,9,379,691,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0062C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,62,C02,1,87,23,3,6,14,7,33,194,0,0,0,0,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,386,7,393,690,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0062C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,63,B ,5,53,11,3,2,4,7,31,108,0,0,0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,227,6,233,342,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0063B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,64,B ,2,121,22,2,3,42,27,28,146,1,0,0,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,398,11,409,584,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0064B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,65,B ,2,98,31,0,4,5,6,44,161,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,354,14,368,696,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0065B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,65,C01,1,106,52,0,0,2,5,39,157,1,0,0,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,369,10,379,696,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0065C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,65,C02,1,106,44,0,1,3,11,39,135,0,1,0,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,349,13,362,696,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0065C02.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,66,B ,4,92,11,5,4,8,9,17,222,1,2,0,0,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,391,22,413,643,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0066B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,66,C01,6,105,6,1,2,22,4,22,195,0,0,0,0,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,386,20,406,643,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0066C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,67,B ,3,80,17,5,2,43,8,41,209,0,0,0,0,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,421,11,432,678,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0067B00.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,67,C01,4,60,8,2,4,36,6,51,211,0,2,1,0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,394,16,410,677,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0067C01.jpg
5,13,HIDALGO,8,ACTOPAN,3,ACTOPAN,68,B ,3,74,17,4,2,22,8,36,193,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,362,12,374,659,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0068B00.jpg
