distrito,municipio,Seccion,Tipo,PAN,PRI,PRD,PFCRN,PT,PVEM,PPS,PDM,NPP,Nulos,No Registrados,Total
10,RIOVERDE,720,BASICA,81,101,0,0,0,0,0,0,0,4,0,186
10,RIOVERDE,721,BASICA,34,49,0,0,0,0,0,0,0,0,0,83
10,RIOVERDE,722,BASICA,8,142,0,0,0,0,0,0,0,2,0,152
10,RIOVERDE,723,BASICA,57,35,0,0,0,0,0,0,0,1,0,93
,,,,,,,,,,,,,,,
4,SALINAS,724,BASICA,261,97,2,0,0,0,0,0,0,7,0,367
4,SALINAS,724,CONTIGUA 1,220,138,6,0,0,0,0,0,0,3,0,367
4,SALINAS,725,BASICA,185,162,0,0,2,4,1,0,0,7,0,361
4,SALINAS,725,CONTIGUA 1,225,142,6,0,0,0,0,0,0,4,0,377
4,SALINAS,726,BASICA,316,168,2,0,0,0,0,0,0,8,0,494
4,SALINAS,727,BASICA,289,167,5,0,0,0,0,0,0,6,0,467
4,SALINAS,728,BASICA,212,107,9,0,0,0,0,0,0,3,0,331
4,SALINAS,728,CONTIGUA 1,220,115,16,0,0,0,0,0,0,5,0,356
4,SALINAS,729,BASICA,250,107,16,0,0,0,0,0,0,4,0,377
4,SALINAS,730,BASICA,285,149,8,0,0,0,0,0,0,4,0,446
4,SALINAS,730,CONTIGUA 1,222,224,3,0,0,0,0,0,0,12,0,461
4,SALINAS,731,BASICA,144,130,1,0,0,0,0,0,0,5,0,280
4,SALINAS,732,BASICA,12,121,0,0,0,0,0,0,0,6,0,139
4,SALINAS,733,BASICA,75,140,2,0,1,1,0,0,0,9,0,228
4,SALINAS,734,BASICA,47,33,3,0,1,0,1,0,0,3,0,88
4,SALINAS,735,BASICA,103,191,6,0,0,0,0,0,0,0,0,300
4,SALINAS,736,BASICA,86,90,1,2,4,2,0,0,0,7,0,192
4,SALINAS,737,BASICA,54,73,2,0,1,1,0,0,0,0,0,131
4,SALINAS,738,BASICA,7,90,0,1,0,0,0,0,0,1,0,99
4,SALINAS,740,BASICA,82,167,5,0,0,0,0,3,0,12,0,269
4,SALINAS,740,CONTIGUA 1,74,159,6,1,3,0,0,1,0,23,0,267
4,SALINAS,741,BASICA,55,74,2,0,2,1,0,1,0,0,0,135
4,SALINAS,742,BASICA,142,131,5,1,5,5,2,0,0,9,0,300
4,SALINAS,743,BASICA,58,58,1,0,1,0,3,0,0,4,0,125
4,SALINAS,744,BASICA,56,90,3,0,0,0,0,0,0,7,0,156
4,SALINAS,745,BASICA,19,39,10,0,2,0,1,0,0,2,0,73
4,SALINAS,746,BASICA,155,53,5,3,2,1,0,2,0,8,0,229
4,SALINAS,746,CONTIGUA 1,168,71,1,0,1,1,0,0,0,12,0,254
4,SALINAS,747,BASICA,148,40,11,0,1,0,0,1,0,7,0,208
,,,,,,,,,,,,,,,
13,SAN ANTONIO,748,BASICA,249,170,11,0,0,0,0,0,0,6,2,438
13,SAN ANTONIO,749,BASICA,103,94,13,0,0,0,0,0,0,5,2,217
13,SAN ANTONIO,750,BASICA,18,84,5,0,0,0,0,0,0,9,0,116
13,SAN ANTONIO,751,BASICA,210,106,14,0,0,0,0,0,0,2,2,334
13,SAN ANTONIO,752,BASICA,269,149,38,0,0,0,0,0,0,27,0,483
13,SAN ANTONIO,753,BASICA,117,152,2,0,0,0,0,0,0,3,0,274
13,SAN ANTONIO,754,BASICA,215,144,16,0,0,0,0,0,0,9,0,384
13,SAN ANTONIO,755,BASICA,53,65,11,0,0,0,0,0,0,7,0,136
13,SAN ANTONIO,756,BASICA,226,182,44,0,0,0,0,0,0,17,0,469
,,,,,,,,,,,,,,,
10,SAN CIRO DE ACOSTA,757,BASICA,213,173,14,0,0,0,0,0,0,8,0,408
10,SAN CIRO DE ACOSTA,758,BASICA,208,214,1,0,0,0,0,0,0,7,0,430
10,SAN CIRO DE ACOSTA,759,BASICA,268,244,8,0,0,0,0,0,0,6,0,526
10,SAN CIRO DE ACOSTA,760,BASICA,99,145,4,0,0,0,0,0,0,5,0,253
10,SAN CIRO DE ACOSTA,761,BASICA,142,208,18,0,0,0,0,0,0,11,0,379
10,SAN CIRO DE ACOSTA,762,BASICA,168,149,21,0,0,0,0,0,0,5,0,343
10,SAN CIRO DE ACOSTA,763,BASICA,155,153,12,0,0,0,0,0,0,7,0,327
10,SAN CIRO DE ACOSTA,764,BASICA,101,154,2,0,0,0,0,0,0,6,0,263
10,SAN CIRO DE ACOSTA,765,BASICA,9,84,1,0,0,0,0,0,0,1,0,95
10,SAN CIRO DE ACOSTA,766,BASICA,70,73,1,0,0,0,0,0,0,5,0,149
10,SAN CIRO DE ACOSTA,767,BASICA,122,135,1,0,0,0,0,0,0,11,0,269
10,SAN CIRO DE ACOSTA,768,BASICA,77,17,0,0,0,0,0,0,0,0,0,94
10,SAN CIRO DE ACOSTA,769,BASICA,139,55,0,0,0,0,0,0,0,5,0,199
10,SAN CIRO DE ACOSTA,770,BASICA,11,93,0,0,0,0,0,0,0,3,0,107
10,SAN CIRO DE ACOSTA,771,BASICA,101,131,1,0,0,0,0,0,0,7,0,240
10,SAN CIRO DE ACOSTA,772,BASICA,103,123,4,0,0,0,0,0,0,10,0,240
,,,,,,,,,,,,,,,
5,SAN LUIS POTOSI,773,BASICA,163,129,8,8,4,1,5,0,0,3,7,328
5,SAN LUIS POTOSI,773,CONTIGUA 1,165,128,7,7,1,0,1,0,0,7,5,321
6,SAN LUIS POTOSI,774,BASICA,154,136,12,13,5,0,0,0,0,5,6,331
6,SAN LUIS POTOSI,774,CONTIGUA 1,172,128,13,13,5,3,0,0,0,9,11,354
6,SAN LUIS POTOSI,774,CONTIGUA 2,153,146,10,10,4,0,1,0,0,15,13,352
6,SAN LUIS POTOSI,775,BASICA,156,139,8,9,2,3,1,0,0,11,6,335
6,SAN LUIS POTOSI,775,CONTIGUA 1,173,140,11,11,5,0,1,0,0,6,0,347
6,SAN LUIS POTOSI,776,BASICA,135,59,15,16,1,0,3,0,0,7,5,241
6,SAN LUIS POTOSI,776,CONTIGUA 1,115,67,8,9,4,0,3,0,0,2,3,211
5,SAN LUIS POTOSI,777,BASICA,130,103,8,9,7,0,0,0,0,6,1,264
5,SAN LUIS POTOSI,777,CONTIGUA 1,123,121,10,11,5,3,0,0,0,1,2,276
5,SAN LUIS POTOSI,778,BASICA,183,140,16,17,15,1,3,0,0,17,0,392
5,SAN LUIS POTOSI,778,CONTIGUA 1,193,150,20,20,8,1,3,0,0,0,10,405
5,SAN LUIS POTOSI,779,BASICA,180,144,14,14,5,0,2,0,0,0,10,369
5,SAN LUIS POTOSI,779,CONTIGUA 1,155,142,11,12,6,0,2,0,0,10,6,344
5,SAN LUIS POTOSI,780,BASICA,211,178,8,8,9,2,2,0,0,0,8,426
5,SAN LUIS POTOSI,780,CONTIGUA 1,176,166,12,13,10,0,1,0,0,9,9,396
6,SAN LUIS POTOSI,781,BASICA,145,109,11,11,5,0,0,0,0,8,10,299
6,SAN LUIS POTOSI,781,CONTIGUA 1,148,107,5,5,6,1,1,0,0,4,8,285
6,SAN LUIS POTOSI,782,BASICA,209,101,16,17,7,0,3,0,0,16,1,370
6,SAN LUIS POTOSI,782,CONTIGUA 1,181,128,13,14,9,6,5,0,0,15,4,375
6,SAN LUIS POTOSI,783,BASICA,165,150,15,15,5,0,2,0,0,14,3,369
6,SAN LUIS POTOSI,783,CONTIGUA 1,0,0,0,0,0,0,0,0,0,0,0,0
5,SAN LUIS POTOSI,784,BASICA,0,0,0,0,0,0,0,0,0,0,0,0
5,SAN LUIS POTOSI,784,CONTIGUA 1,173,148,12,13,4,0,3,0,0,14,7,374
5,SAN LUIS POTOSI,785,BASICA,197,137,7,8,3,0,0,0,0,0,6,358
5,SAN LUIS POTOSI,785,CONTIGUA 1,176,147,18,19,3,2,0,0,0,9,1,375
5,SAN LUIS POTOSI,786,BASICA,106,124,7,8,8,0,1,0,0,3,0,257
5,SAN LUIS POTOSI,786,CONTIGUA 1,111,88,7,8,9,1,1,0,0,4,2,231
5,SAN LUIS POTOSI,787,BASICA,165,135,10,11,2,2,0,0,0,4,6,335
5,SAN LUIS POTOSI,787,CONTIGUA 1,148,139,15,15,6,2,3,0,0,9,1,338
5,SAN LUIS POTOSI,787,CONTIGUA 2,129,125,13,14,3,0,2,0,0,18,5,309
5,SAN LUIS POTOSI,787,CONTIGUA 3,168,114,8,9,3,1,1,0,0,10,2,316
5,SAN LUIS POTOSI,788,BASICA,235,171,12,13,0,0,0,0,0,5,2,438
5,SAN LUIS POTOSI,789,BASICA,157,107,19,19,2,0,1,0,0,4,4,313
5,SAN LUIS POTOSI,790,BASICA,178,130,10,10,9,1,1,0,0,6,4,349
5,SAN LUIS POTOSI,790,CONTIGUA 1,154,123,11,12,9,0,2,0,0,9,9,329
5,SAN LUIS POTOSI,790,CONTIGUA 2,174,162,8,9,4,0,2,0,0,4,8,371
6,SAN LUIS POTOSI,791,BASICA,167,121,10,11,11,1,4,0,0,0,5,330
6,SAN LUIS POTOSI,791,CONTIGUA 1,157,134,10,11,5,2,7,0,0,13,5,344
6,SAN LUIS POTOSI,792,BASICA,153,81,15,15,2,1,1,0,0,5,1,274
6,SAN LUIS POTOSI,792,CONTIGUA 1,155,76,11,11,6,2,0,0,0,10,1,272
6,SAN LUIS POTOSI,792,CONTIGUA 2,158,93,17,17,5,1,0,0,0,10,0,301
5,SAN LUIS POTOSI,793,BASICA,102,155,8,9,7,0,0,0,0,4,0,285
5,SAN LUIS POTOSI,793,CONTIGUA 1,0,0,0,0,0,0,0,0,0,0,0,0
5,SAN LUIS POTOSI,794,BASICA,168,92,8,9,5,0,0,0,0,9,2,293
5,SAN LUIS POTOSI,794,CONTIGUA 1,160,88,7,7,3,0,3,0,0,8,2,278
5,SAN LUIS POTOSI,794,CONTIGUA 2,145,86,7,8,0,0,2,0,0,23,2,273
5,SAN LUIS POTOSI,795,BASICA,175,110,8,8,3,0,3,0,0,9,1,317
5,SAN LUIS POTOSI,795,CONTIGUA 1,419,117,8,8,4,0,1,0,0,12,7,576
5,SAN LUIS POTOSI,795,CONTIGUA 2,194,105,11,11,4,2,1,0,0,3,0,331
5,SAN LUIS POTOSI,796,BASICA,220,113,5,5,15,0,0,0,0,7,6,371
5,SAN LUIS POTOSI,796,CONTIGUA 1,169,128,9,9,7,1,0,0,0,0,6,329
5,SAN LUIS POTOSI,797,BASICA,139,125,10,10,10,0,2,0,0,16,6,318
5,SAN LUIS POTOSI,797,CONTIGUA 1,125,94,9,10,4,0,2,0,0,11,12,267
5,SAN LUIS POTOSI,798,BASICA,184,111,9,10,9,0,3,0,0,7,0,333
5,SAN LUIS POTOSI,798,CONTIGUA 1,186,125,9,9,5,0,0,0,0,6,3,343
5,SAN LUIS POTOSI,799,BASICA,157,205,11,11,12,1,4,0,0,4,0,405
5,SAN LUIS POTOSI,799,CONTIGUA 1,0,0,0,0,0,0,0,0,0,0,0,0
5,SAN LUIS POTOSI,800,BASICA,204,144,18,18,13,0,3,0,0,4,1,405
5,SAN LUIS POTOSI,800,CONTIGUA 1,210,142,12,12,9,1,3,0,0,1,1,391
5,SAN LUIS POTOSI,801,BASICA,237,177,12,12,11,0,2,0,0,5,0,456
5,SAN LUIS POTOSI,801,CONTIGUA 1,254,154,18,19,20,4,1,0,0,11,1,482
5,SAN LUIS POTOSI,802,BASICA,191,170,17,17,6,0,1,0,0,7,3,412
5,SAN LUIS POTOSI,802,CONTIGUA 1,199,169,25,26,9,0,5,0,0,5,1,439
5,SAN LUIS POTOSI,803,BASICA,180,160,11,11,9,3,1,0,0,5,5,385
5,SAN LUIS POTOSI,803,CONTIGUA 1,178,147,10,11,5,2,2,0,0,7,2,364
5,SAN LUIS POTOSI,803,CONTIGUA 2,190,164,8,8,7,0,1,0,0,4,7,389
5,SAN LUIS POTOSI,804,BASICA,169,109,10,11,10,0,6,0,0,4,0,319
5,SAN LUIS POTOSI,805,BASICA,155,142,11,12,9,2,3,0,0,8,7,349
5,SAN LUIS POTOSI,805,CONTIGUA 1,163,132,12,12,2,3,3,0,0,8,6,341
5,SAN LUIS POTOSI,806,BASICA,182,149,10,11,13,0,1,0,0,5,0,371
5,SAN LUIS POTOSI,806,CONTIGUA 1,150,189,13,13,12,0,5,0,0,5,1,388
6,SAN LUIS POTOSI,807,BASICA,185,170,14,7,0,0,0,0,0,3,6,385
6,SAN LUIS POTOSI,807,CONTIGUA 1,187,172,15,15,6,2,2,0,0,8,0,407
6,SAN LUIS POTOSI,808,BASICA,152,121,13,14,5,1,3,0,0,16,8,333
6,SAN LUIS POTOSI,808,CONTIGUA 1,139,117,23,24,7,3,1,0,0,5,7,326
6,SAN LUIS POTOSI,808,CONTIGUA 2,175,106,13,13,4,1,2,0,0,14,6,334
6,SAN LUIS POTOSI,809,BASICA,167,109,15,15,8,0,1,0,0,4,7,326
6,SAN LUIS POTOSI,809,CONTIGUA 1,184,107,10,10,12,1,0,0,0,5,8,337
6,SAN LUIS POTOSI,809,CONTIGUA 2,181,116,16,17,6,0,6,0,0,7,2,351
6,SAN LUIS POTOSI,810,BASICA,172,113,12,12,8,1,3,0,0,11,0,332
6,SAN LUIS POTOSI,810,CONTIGUA 1,156,96,12,13,12,2,0,0,0,3,3,297
5,SAN LUIS POTOSI,811,BASICA,143,110,9,9,12,0,3,0,0,0,1,287
5,SAN LUIS POTOSI,811,CONTIGUA 1,145,98,6,7,7,0,1,0,0,5,1,270
5,SAN LUIS POTOSI,812,BASICA,177,156,9,9,5,0,1,0,0,3,0,360
5,SAN LUIS POTOSI,812,CONTIGUA 1,184,153,15,16,8,1,2,0,0,5,2,386
5,SAN LUIS POTOSI,813,BASICA,154,103,8,8,5,0,1,0,0,2,1,282
5,SAN LUIS POTOSI,813,CONTIGUA 1,157,102,7,7,9,0,0,0,0,2,1,285
5,SAN LUIS POTOSI,814,BASICA,178,195,13,13,7,1,3,0,0,8,7,425
5,SAN LUIS POTOSI,815,BASICA,133,118,10,11,7,2,1,0,0,4,2,288
5,SAN LUIS POTOSI,816,BASICA,162,116,10,11,14,1,1,0,0,7,1,323
5,SAN LUIS POTOSI,816,CONTIGUA 1,155,121,10,10,10,0,0,0,0,7,1,314
5,SAN LUIS POTOSI,817,BASICA,161,117,7,7,8,3,1,0,0,7,0,311
5,SAN LUIS POTOSI,817,CONTIGUA 1,146,107,8,9,6,1,0,0,0,2,1,280
5,SAN LUIS POTOSI,818,BASICA,114,80,2,3,7,1,1,0,0,1,2,211
5,SAN LUIS POTOSI,818,CONTIGUA 1,0,0,0,0,0,0,0,0,0,0,0,0
5,SAN LUIS POTOSI,819,BASICA,136,123,11,12,11,1,0,0,0,2,2,298
5,SAN LUIS POTOSI,819,CONTIGUA 1,159,175,7,7,5,1,0,0,0,6,4,364
6,SAN LUIS POTOSI,820,BASICA,152,102,8,8,5,1,0,0,0,1,2,279
6,SAN LUIS POTOSI,820,CONTIGUA 1,134,102,7,7,6,0,0,0,0,0,1,257
6,SAN LUIS POTOSI,821,BASICA,262,105,14,14,11,1,1,0,0,8,7,423
6,SAN LUIS POTOSI,821,CONTIGUA 1,209,133,9,10,15,0,6,0,0,0,3,385
6,SAN LUIS POTOSI,822,BASICA,148,155,12,12,12,0,0,0,0,5,2,346
6,SAN LUIS POTOSI,822,CONTIGUA 1,153,135,13,14,10,1,4,0,0,6,6,342
6,SAN LUIS POTOSI,823,BASICA,159,212,17,18,6,2,0,0,0,3,6,423
6,SAN LUIS POTOSI,823,CONTIGUA 1,205,191,19,18,12,1,0,0,0,7,3,456
5,SAN LUIS POTOSI,824,BASICA,206,198,14,14,6,1,3,0,0,5,1,448
5,SAN LUIS POTOSI,824,CONTIGUA 1,190,150,9,9,19,0,2,0,0,10,7,396
5,SAN LUIS POTOSI,825,BASICA,160,134,7,8,10,2,0,0,0,3,1,325
5,SAN LUIS POTOSI,825,CONTIGUA 1,172,139,7,8,5,0,2,0,0,5,0,338
5,SAN LUIS POTOSI,826,BASICA,236,180,13,14,14,0,3,0,0,4,1,465
5,SAN LUIS POTOSI,826,CONTIGUA 1,242,174,8,8,17,1,2,0,0,6,1,459
5,SAN LUIS POTOSI,827,BASICA,180,159,10,10,8,0,1,0,0,10,3,381
5,SAN LUIS POTOSI,827,CONTIGUA 1,150,174,17,17,10,1,1,0,0,7,3,380
5,SAN LUIS POTOSI,828,BASICA,209,175,15,15,10,0,0,0,0,5,1,430
5,SAN LUIS POTOSI,828,CONTIGUA 1,196,175,12,12,14,0,2,0,0,5,6,422
5,SAN LUIS POTOSI,828,CONTIGUA 2,173,199,9,10,12,0,1,0,0,9,3,416
5,SAN LUIS POTOSI,829,BASICA,0,0,0,0,0,0,0,0,0,0,0,0
5,SAN LUIS POTOSI,829,CONTIGUA 1,182,105,10,11,7,0,12,0,0,14,3,344
5,SAN LUIS POTOSI,829,CONTIGUA 2,174,123,8,9,7,2,3,0,0,11,4,341
5,SAN LUIS POTOSI,830,BASICA,211,137,10,10,14,0,1,0,0,0,8,391
5,SAN LUIS POTOSI,830,CONTIGUA 1,180,145,13,13,9,0,0,0,0,10,3,373
5,SAN LUIS POTOSI,831,BASICA,214,123,14,15,9,1,0,0,0,0,2,378
5,SAN LUIS POTOSI,831,CONTIGUA 1,188,138,5,6,80,1,0,0,0,10,5,433
5,SAN LUIS POTOSI,832,BASICA,157,110,11,11,12,0,3,0,0,6,1,311
5,SAN LUIS POTOSI,832,CONTIGUA 1,174,136,8,8,5,1,0,0,0,8,5,345
5,SAN LUIS POTOSI,833,BASICA,192,195,13,14,6,3,1,0,0,4,1,429
5,SAN LUIS POTOSI,833,CONTIGUA 1,188,138,11,11,7,0,2,0,0,12,1,370
5,SAN LUIS POTOSI,833,CONTIGUA 2,213,108,7,8,5,1,3,0,0,14,1,360
5,SAN LUIS POTOSI,834,BASICA,0,0,0,0,0,0,0,0,0,0,0,0
5,SAN LUIS POTOSI,834,CONTIGUA 1,185,116,16,16,8,0,1,0,0,12,3,357
5,SAN LUIS POTOSI,834,CONTIGUA 2,161,114,3,3,4,0,0,0,0,6,1,292
5,SAN LUIS POTOSI,835,BASICA,189,150,12,13,13,1,0,0,0,5,3,386
5,SAN LUIS POTOSI,835,CONTIGUA 1,191,154,13,14,19,0,2,0,0,1,0,394
5,SAN LUIS POTOSI,836,BASICA,191,211,19,20,15,0,0,0,0,6,2,464
6,SAN LUIS POTOSI,837,BASICA,175,75,12,12,8,0,5,0,0,5,3,295
6,SAN LUIS POTOSI,837,CONTIGUA 1,140,87,12,12,5,1,0,0,0,5,1,263
6,SAN LUIS POTOSI,838,BASICA,143,105,6,6,8,1,2,0,0,6,1,278
6,SAN LUIS POTOSI,838,CONTIGUA 1,108,109,7,6,1,1,1,0,0,7,3,243
6,SAN LUIS POTOSI,839,BASICA,155,126,8,9,6,0,1,0,0,0,3,308
6,SAN LUIS POTOSI,839,CONTIGUA 1,162,137,6,7,4,0,4,0,0,3,2,325
6,SAN LUIS POTOSI,840,BASICA,172,109,14,15,10,0,2,0,0,12,2,336
6,SAN LUIS POTOSI,840,CONTIGUA 1,175,110,12,12,5,0,2,0,0,7,2,325
6,SAN LUIS POTOSI,841,BASICA,142,96,12,12,7,0,2,0,0,0,0,271
6,SAN LUIS POTOSI,841,CONTIGUA 1,134,80,10,10,7,1,5,0,0,8,2,257
6,SAN LUIS POTOSI,842,BASICA,161,116,12,13,7,0,3,0,0,8,9,329
6,SAN LUIS POTOSI,842,CONTIGUA 1,148,143,17,17,7,1,3,0,0,9,1,346
6,SAN LUIS POTOSI,842,CONTIGUA 2,159,107,13,13,11,1,13,0,0,5,0,322
6,SAN LUIS POTOSI,843,BASICA,210,175,12,12,6,1,4,0,0,10,0,430
6,SAN LUIS POTOSI,843,CONTIGUA 1,216,189,6,7,3,2,8,0,0,6,1,438
5,SAN LUIS POTOSI,844,BASICA,208,174,11,12,9,0,0,0,0,11,0,425
5,SAN LUIS POTOSI,844,CONTIGUA 1,204,169,11,12,10,2,1,0,0,6,5,420
5,SAN LUIS POTOSI,845,BASICA,117,171,6,7,6,0,1,0,0,9,4,321
5,SAN LUIS POTOSI,845,CONTIGUA 1,124,155,9,9,4,0,0,0,0,3,1,305
5,SAN LUIS POTOSI,846,BASICA,198,119,3,4,7,0,2,0,0,3,2,338
5,SAN LUIS POTOSI,846,CONTIGUA 1,197,126,5,5,6,0,2,0,0,3,3,347
5,SAN LUIS POTOSI,847,BASICA,156,108,8,9,17,1,0,0,0,8,0,307
5,SAN LUIS POTOSI,847,CONTIGUA 1,163,96,12,13,3,1,0,0,0,7,0,295
5,SAN LUIS POTOSI,847,CONTIGUA 2,185,102,4,5,5,2,4,0,0,6,6,319
5,SAN LUIS POTOSI,848,BASICA,214,151,12,12,12,0,1,0,0,3,5,410
5,SAN LUIS POTOSI,848,CONTIGUA 1,231,146,12,13,12,1,0,0,0,4,0,419
6,SAN LUIS POTOSI,849,BASICA,124,168,16,17,11,0,1,0,0,9,0,346
6,SAN LUIS POTOSI,849,CONTIGUA 1,159,168,8,9,5,0,2,0,0,5,6,362
6,SAN LUIS POTOSI,850,BASICA,133,95,7,7,6,1,3,0,0,7,2,261
6,SAN LUIS POTOSI,850,CONTIGUA 1,125,77,6,6,6,1,0,0,0,5,0,226
6,SAN LUIS POTOSI,851,BASICA,159,138,20,20,9,0,0,0,0,3,6,355
6,SAN LUIS POTOSI,851,CONTIGUA 1,197,127,14,14,6,0,2,0,0,9,4,373
6,SAN LUIS POTOSI,851,CONTIGUA 2,203,112,16,16,6,0,1,0,0,8,4,366
6,SAN LUIS POTOSI,852,BASICA,147,119,10,10,5,0,2,0,0,13,5,311
6,SAN LUIS POTOSI,852,CONTIGUA 1,148,114,11,12,6,0,1,0,0,5,1,298
6,SAN LUIS POTOSI,853,BASICA,154,152,8,9,5,0,1,0,0,11,1,341
6,SAN LUIS POTOSI,854,BASICA,109,127,10,11,7,2,0,0,0,2,3,271
6,SAN LUIS POTOSI,854,CONTIGUA 1,133,101,13,13,8,0,1,0,0,3,0,272
6,SAN LUIS POTOSI,855,BASICA,199,130,24,24,10,1,4,0,0,11,4,407
6,SAN LUIS POTOSI,856,BASICA,167,95,12,12,7,0,0,0,0,0,3,296
6,SAN LUIS POTOSI,856,CONTIGUA 1,139,86,16,7,1,2,0,0,0,9,3,263
5,SAN LUIS POTOSI,857,BASICA,241,165,11,11,11,2,3,0,0,7,1,452
5,SAN LUIS POTOSI,857,CONTIGUA 1,224,180,11,12,15,0,3,0,0,9,2,456
5,SAN LUIS POTOSI,858,BASICA,298,165,8,9,17,1,1,0,0,5,3,507
5,SAN LUIS POTOSI,859,BASICA,180,88,12,12,9,0,3,0,0,7,4,315
5,SAN LUIS POTOSI,859,CONTIGUA 1,162,116,10,10,12,0,3,0,0,12,1,326
5,SAN LUIS POTOSI,860,BASICA,201,129,9,10,11,1,2,0,0,6,1,370
5,SAN LUIS POTOSI,860,CONTIGUA 1,195,122,18,19,4,1,4,0,0,8,2,373
5,SAN LUIS POTOSI,861,BASICA,221,157,13,14,9,0,2,0,0,7,2,425
5,SAN LUIS POTOSI,862,BASICA,125,96,7,8,4,0,1,0,0,3,6,250
5,SAN LUIS POTOSI,862,CONTIGUA 1,109,115,6,5,3,0,2,0,0,4,5,249
6,SAN LUIS POTOSI,863,BASICA,148,130,15,16,7,0,1,0,0,11,2,330
6,SAN LUIS POTOSI,863,CONTIGUA 1,174,126,12,13,10,1,0,0,0,5,0,341
6,SAN LUIS POTOSI,863,CONTIGUA 2,171,136,16,16,10,0,4,0,0,3,1,357
6,SAN LUIS POTOSI,864,BASICA,0,0,0,0,0,0,0,0,0,0,0,0
5,SAN LUIS POTOSI,865,BASICA,158,131,15,16,14,0,0,0,0,5,0,339
5,SAN LUIS POTOSI,865,CONTIGUA 1,158,144,10,11,7,0,1,0,0,5,3,339
5,SAN LUIS POTOSI,866,BASICA,215,96,14,14,12,1,0,0,0,4,2,358
5,SAN LUIS POTOSI,866,CONTIGUA 1,212,118,10,10,9,0,1,0,0,5,4,369
5,SAN LUIS POTOSI,867,BASICA,147,117,12,12,4,0,2,0,0,4,3,301
5,SAN LUIS POTOSI,867,CONTIGUA 1,170,102,7,8,5,1,4,0,0,7,1,305
5,SAN LUIS POTOSI,868,BASICA,274,203,8,9,14,1,2,0,0,2,1,514
5,SAN LUIS POTOSI,868,CONTIGUA 1,274,182,9,10,13,0,4,0,0,2,0,494
5,SAN LUIS POTOSI,869,BASICA,176,87,7,8,8,0,1,0,0,4,1,292
5,SAN LUIS POTOSI,869,CONTIGUA 1,160,102,3,3,6,1,4,0,0,3,1,283
5,SAN LUIS POTOSI,870,BASICA,252,157,9,10,11,0,1,0,0,6,3,449
5,SAN LUIS POTOSI,870,CONTIGUA 1,245,168,10,10,16,2,1,0,0,2,2,456
5,SAN LUIS POTOSI,871,BASICA,204,158,13,14,11,1,1,0,0,1,1,404
5,SAN LUIS POTOSI,871,CONTIGUA 1,229,158,19,19,16,1,4,0,0,8,2,456
5,SAN LUIS POTOSI,872,BASICA,144,83,12,12,4,0,3,0,0,0,0,258
5,SAN LUIS POTOSI,872,CONTIGUA 1,140,100,7,7,5,0,3,0,0,3,3,268
6,SAN LUIS POTOSI,873,BASICA,118,118,8,8,9,0,2,0,0,2,1,266
6,SAN LUIS POTOSI,874,BASICA,122,90,8,8,5,0,2,0,0,2,1,238
6,SAN LUIS POTOSI,874,CONTIGUA 1,179,111,10,10,3,0,2,0,0,2,4,321
6,SAN LUIS POTOSI,875,BASICA,232,150,21,22,11,0,3,0,0,6,4,449
6,SAN LUIS POTOSI,876,BASICA,152,101,21,22,7,0,0,0,0,6,1,310
6,SAN LUIS POTOSI,876,CONTIGUA 1,154,113,11,12,5,1,4,0,0,6,2,308
6,SAN LUIS POTOSI,877,BASICA,173,145,10,10,4,0,1,0,0,4,4,351
6,SAN LUIS POTOSI,877,CONTIGUA 1,159,139,17,17,13,0,0,0,0,8,1,354
6,SAN LUIS POTOSI,877,CONTIGUA 2,185,130,14,15,10,0,0,0,0,4,2,360
6,SAN LUIS POTOSI,878,BASICA,184,106,9,10,5,0,0,0,0,12,3,329
6,SAN LUIS POTOSI,878,CONTIGUA 1,160,141,11,11,12,0,3,0,0,0,1,339
6,SAN LUIS POTOSI,879,BASICA,154,117,14,15,6,0,3,0,0,3,3,315
6,SAN LUIS POTOSI,880,BASICA,169,175,11,11,14,3,1,0,0,9,3,396
6,SAN LUIS POTOSI,881,BASICA,177,111,13,14,7,2,1,0,0,8,3,336
5,SAN LUIS POTOSI,882,BASICA,107,146,13,13,4,2,4,0,0,6,2,297
5,SAN LUIS POTOSI,883,BASICA,243,153,2,3,7,0,2,0,0,2,0,412
5,SAN LUIS POTOSI,883,CONTIGUA 1,231,140,12,13,3,0,3,0,0,6,1,409
5,SAN LUIS POTOSI,884,BASICA,205,142,5,6,2,0,1,0,0,3,0,364
5,SAN LUIS POTOSI,884,CONTIGUA 1,207,113,7,7,7,0,0,0,0,2,1,344
7,SAN LUIS POTOSI,885,BASICA,267,173,3,4,6,1,1,0,0,4,2,461
7,SAN LUIS POTOSI,885,CONTIGUA 1,256,167,14,15,3,2,1,0,0,2,0,460
5,SAN LUIS POTOSI,886,BASICA,252,158,7,8,6,1,2,0,0,4,1,439
5,SAN LUIS POTOSI,886,CONTIGUA 1,266,136,7,8,6,0,2,0,0,7,1,433
5,SAN LUIS POTOSI,887,BASICA,202,94,6,6,4,0,1,0,0,3,1,317
5,SAN LUIS POTOSI,887,CONTIGUA 1,179,111,10,10,3,0,1,0,0,2,4,320
5,SAN LUIS POTOSI,888,BASICA,224,128,14,15,9,0,2,0,0,10,3,405
5,SAN LUIS POTOSI,888,CONTIGUA 1,233,133,13,14,9,0,1,0,0,11,2,416
