CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1318,2,346,127,8,25,29,147,32,1,6,44,20,42,,,,,,,,,,,,,827,20,847,1225
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1319,2,139,107,5,18,22,60,16,4,7,12,20,33,,,,,,,,,,,,,443,16,459,782
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1320,1,110,84,5,11,10,39,19,1,4,5,10,23,,,,,,,,,,,,,321,17,338,568
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1321,1,88,92,7,13,11,48,19,0,3,8,7,29,,,,,,,,,,,,,325,7,332,533
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1322,1,64,63,5,11,8,11,8,3,1,0,4,12,,,,,,,,,,,,,190,8,198,359
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1323,1,53,66,3,8,10,17,6,2,1,4,3,7,,,,,,,,,,,,,180,10,190,307
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1324,1,106,61,6,14,12,49,10,0,0,15,5,6,,,,,,,,,,,,,284,10,294,472
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1325,1,217,73,4,6,19,110,7,0,4,16,12,11,,,,,,,,,,,,,479,19,498,735
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1326,3,468,158,19,23,27,185,72,3,15,26,35,34,,,,,,,,,,,,,1065,16,1081,1510
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1327,1,145,74,2,19,19,68,17,0,2,13,13,17,,,,,,,,,,,,,389,12,401,651
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1328,1,127,46,2,9,17,56,10,2,5,9,8,11,,,,,,,,,,,,,302,13,315,518
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1329,2,383,117,11,25,18,132,29,5,7,29,18,35,,,,,,,,,,,,,809,18,827,1306
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1330,2,412,155,10,18,34,171,16,0,9,27,18,46,,,,,,,,,,,,,916,15,931,1261
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1331,3,461,157,5,27,27,281,24,6,6,33,22,68,,,,,,,,,,,,,1117,26,1143,1594
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1332,3,586,256,14,32,31,388,35,7,11,42,29,54,,,,,,,,,,,,,1485,19,1504,2070
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1333,3,494,154,6,13,25,252,29,2,10,25,22,37,,,,,,,,,,,,,1069,13,1082,1516
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1334,3,498,191,11,11,28,281,20,4,9,26,30,51,,,,,,,,,,,,,1160,24,1184,1686
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1335,2,387,123,5,17,17,185,18,5,6,32,16,12,,,,,,,,,,,,,823,14,837,1261
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1336,3,397,188,14,65,31,189,26,3,4,24,26,50,,,,,,,,,,,,,1017,64,1081,1656
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1337,2,247,68,8,8,19,158,10,4,8,32,11,11,,,,,,,,,,,,,584,17,601,1052
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1338,2,314,95,4,16,18,167,14,1,6,16,19,26,,,,,,,,,,,,,696,21,717,1251
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1339,2,174,102,12,19,21,80,27,6,3,14,20,33,,,,,,,,,,,,,511,19,530,807
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1340,1,67,56,5,8,8,38,11,0,0,6,7,11,,,,,,,,,,,,,217,8,225,405
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1341,1,103,96,11,18,14,40,15,2,3,8,5,14,,,,,,,,,,,,,329,12,341,544
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1342,2,116,145,13,12,25,60,18,0,3,6,12,34,,,,,,,,,,,,,444,10,454,753
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1343,2,171,149,14,20,22,54,31,0,2,10,12,41,,,,,,,,,,,,,526,28,554,871
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1344,1,110,104,4,16,19,52,15,0,4,6,11,16,,,,,,,,,,,,,357,24,381,685
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1345,1,180,91,9,7,15,86,15,2,3,15,5,16,,,,,,,,,,,,,444,10,454,633
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1346,2,342,82,9,23,25,216,25,2,5,28,17,27,,,,,,,,,,,,,801,16,817,1290
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1347,2,191,40,4,10,10,132,12,2,5,22,19,14,,,,,,,,,,,,,461,13,474,851
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1348,1,126,24,4,9,8,90,2,0,7,15,7,3,,,,,,,,,,,,,295,4,299,617
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1349,1,188,66,5,8,16,86,10,4,0,13,12,,37,,,,,,,,,,,,445,14,459,680
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1350,3,446,123,13,19,38,190,19,3,14,27,22,,89,,,,,,,,,,,,1003,28,1031,1520
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1351,3,447,170,7,30,39,215,20,4,6,35,24,71,,,,,,,,,,,,,1068,14,1082,1530
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1352,3,431,197,10,28,37,283,31,4,19,40,24,32,,,,,,,,,,,,,1136,29,1165,1707
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1353,2,340,62,4,11,23,186,9,4,2,14,13,13,,,,,,,,,,,,,681,17,698,946
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1354,2,283,100,10,5,33,157,4,0,10,24,17,23,,,,,,,,,,,,,666,8,674,944
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1355,4,240,375,20,36,116,98,26,1,4,23,20,,107,,,,,,,,,,,,1066,40,1106,2030
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1356,3,177,359,6,29,89,75,23,3,5,20,21,,98,,,,,,,,,,,,905,52,957,2115
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1357,3,172,280,22,35,58,57,23,4,3,12,11,,119,,,,,,,,,,,,796,30,826,1560
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1358,3,149,355,23,34,83,73,27,4,6,26,20,,107,,,,,,,,,,,,907,42,949,1929
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1359,3,151,347,38,73,69,61,17,6,7,13,16,,120,,,,,,,,,,,,918,20,938,1861
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1360,3,483,224,17,43,64,208,36,1,9,35,29,,113,,,,,,,,,,,,1262,38,1300,2021
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1361,2,214,75,2,7,14,111,14,2,4,21,12,,44,,,,,,,,,,,,520,14,534,767
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1362,2,109,237,8,22,30,37,8,1,3,7,7,,46,,,,,,,,,,,,515,21,536,1016
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1363,2,74,177,11,24,23,37,10,0,5,11,6,,36,,,,,,,,,,,,414,28,442,942
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1364,3,465,186,9,38,43,254,37,3,12,40,42,41,,,,,,,,,,,,,1170,31,1201,1698
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1365,2,403,154,6,17,25,190,31,4,9,33,23,33,,,,,,,,,,,,,928,22,950,1405
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1366,2,218,135,13,21,33,92,26,1,6,25,19,39,,,,,,,,,,,,,628,14,642,1025
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1367,2,237,134,9,18,30,120,25,3,12,22,15,55,,,,,,,,,,,,,680,17,697,1046
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1368,2,207,129,8,23,25,78,43,5,8,17,11,34,,,,,,,,,,,,,588,15,603,921
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1369,2,126,206,30,24,29,59,13,2,10,15,13,53,,,,,,,,,,,,,580,16,596,1010
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1370,2,61,202,15,12,25,27,8,1,11,7,12,,49,,,,,,,,,,,,430,14,444,957
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1371,2,53,237,7,17,26,28,6,1,4,10,9,,17,,,,,,,,,,,,415,10,425,1122
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1372,2,186,175,17,16,33,68,18,1,4,15,13,23,,,,,,,,,,,,,569,26,595,1121
2,19,NUEVO LEON,7,MONTERREY,40,MONTERREY,1373,2,165,226,10,37,39,51,17,1,3,6,19,20,,,,,,,,,,,,,594,19,613,1207
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1374,2,108,212,10,55,40,28,21,2,2,7,14,,50,,,,,,,,,,,,549,41,590,1245
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1375,3,174,385,10,26,92,68,20,4,36,25,18,,93,,,,,,,,,,,,951,30,981,1973
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1376,4,225,453,19,67,141,84,36,2,4,18,17,,112,,,,,,,,,,,,1178,43,1221,2284
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1377,2,56,208,4,17,26,27,11,0,3,4,8,,40,,,,,,,,,,,,404,21,425,988
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1378,2,57,181,5,24,105,18,10,1,2,8,6,,49,,,,,,,,,,,,466,17,483,991
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1379,2,68,158,2,19,36,26,7,1,2,5,11,,53,,,,,,,,,,,,388,38,426,879
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1380,2,397,92,7,15,40,248,18,7,8,37,11,,99,,,,,,,,,,,,979,13,992,1488
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1381,2,101,229,5,19,30,51,10,7,1,14,8,,59,,,,,,,,,,,,534,22,556,1008
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1382,3,259,315,15,18,97,70,17,1,6,14,16,,60,,,,,,,,,,,,888,41,929,2042
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1383,3,262,238,7,37,63,63,25,4,8,14,23,,67,,,,,,,,,,,,811,37,848,1865
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1384,3,132,322,7,21,39,37,20,2,5,10,12,,31,,,,,,,,,,,,638,43,681,1757
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1385,4,255,460,15,24,45,86,21,0,6,24,17,,58,,,,,,,,,,,,1011,65,1076,2263
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1386,3,183,297,14,27,44,49,17,1,3,20,19,,46,,,,,,,,,,,,720,41,761,1507
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1387,2,164,347,10,13,44,48,15,1,4,12,17,,36,,,,,,,,,,,,711,32,743,1485
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1388,4,661,208,14,33,64,385,22,7,12,53,34,,187,,,,,,,,,,,,1680,28,1708,1809
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1389,2,388,100,15,18,66,223,25,1,12,22,19,,72,,,,,,,,,,,,961,22,983,1396
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1390,2,399,88,10,12,37,204,24,1,13,21,22,,80,,,,,,,,,,,,911,20,931,1330
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1391,2,358,104,5,18,50,213,17,2,9,31,18,,66,,,,,,,,,,,,891,24,915,1257
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1392,2,366,102,10,21,36,204,49,2,5,26,22,,93,,,,,,,,,,,,936,14,950,1344
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1393,3,212,354,26,74,89,82,16,3,3,20,24,,112,,,,,,,,,,,,1015,38,1053,1945
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1394,3,317,299,15,73,96,149,62,2,10,31,21,,168,,,,,,,,,,,,1243,34,1277,2206
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1395,2,84,216,5,26,42,17,2,1,1,2,11,,45,,,,,,,,,,,,452,22,474,859
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1396,2,176,283,12,40,64,71,25,1,0,5,15,,75,,,,,,,,,,,,767,30,797,1424
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1397,3,156,293,7,38,33,39,18,1,18,18,15,,45,,,,,,,,,,,,681,21,702,1512
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1398,3,217,317,10,43,51,96,33,1,4,12,13,,72,,,,,,,,,,,,869,25,894,1596
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1399,3,215,332,14,55,48,68,30,2,5,22,12,,51,,,,,,,,,,,,854,30,884,1808
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1400,4,219,400,10,28,79,66,28,1,9,23,12,,48,,,,,,,,,,,,923,58,981,2417
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1401,3,286,242,8,34,45,86,27,7,26,30,21,,83,,,,,,,,,,,,895,28,923,1785
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1402,2,334,193,14,40,46,105,31,1,11,12,16,,71,,,,,,,,,,,,874,15,889,1328
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1403,3,318,247,4,31,28,189,12,4,9,7,12,,80,,,,,,,,,,,,941,18,959,1526
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1404,3,212,436,14,35,69,119,31,0,5,15,16,,96,,,,,,,,,,,,1048,43,1091,1962
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1405,4,976,169,5,15,56,567,35,6,12,34,44,,200,,,,,,,,,,,,2119,34,2153,2974
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1406,2,226,188,3,28,34,68,19,0,6,14,8,,49,,,,,,,,,,,,643,24,667,1046
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1407,2,198,127,5,21,27,104,28,2,3,14,6,,61,,,,,,,,,,,,596,18,614,926
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1408,3,399,170,6,49,45,224,20,2,5,20,28,,90,,,,,,,,,,,,1058,22,1080,1529
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1409,5,946,263,17,47,100,587,50,2,20,45,32,,180,,,,,,,,,,,,2289,62,2351,3366
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1410,3,611,162,8,26,42,450,27,4,11,35,44,,100,,,,,,,,,,,,1520,40,1560,2099
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1411,3,488,104,8,26,37,281,32,7,12,40,21,,109,,,,,,,,,,,,1165,24,1189,1661
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1412,4,802,216,9,50,52,437,41,4,22,69,47,,153,,,,,,,,,,,,1902,39,1941,2681
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1413,4,567,225,15,40,68,355,34,4,11,43,33,,89,,,,,,,,,,,,1484,31,1515,2295
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1414,3,604,184,17,26,55,290,46,2,0,51,27,,137,,,,,,,,,,,,1439,33,1472,2100
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1415,3,606,144,7,22,62,281,37,4,8,49,26,,106,,,,,,,,,,,,1352,39,1391,1821
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1416,7,1524,263,21,60,110,821,57,9,25,65,53,,297,,,,,,,,,,,,3305,63,3368,4515
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1417,3,607,157,15,24,45,305,26,2,23,31,27,,107,,,,,,,,,,,,1369,16,1385,1937
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1418,4,783,164,13,35,58,406,41,2,9,60,35,,158,,,,,,,,,,,,1764,33,1797,2526
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1419,3,492,111,6,17,41,302,9,1,8,28,17,,120,,,,,,,,,,,,1152,15,1167,1553
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1420,3,613,141,10,25,54,361,46,1,12,38,22,,119,,,,,,,,,,,,1442,28,1470,1972
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1421,4,441,280,17,42,62,214,11,3,12,23,23,,172,,,,,,,,,,,,1300,310,1610,2511
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1422,11,2339,452,47,88,327,1384,72,8,39,77,95,,502,,,,,,,,,,,,5430,77,5507,7625
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1423,3,176,307,9,82,55,58,19,0,9,15,18,,89,,,,,,,,,,,,837,34,871,1872
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1424,3,147,315,8,48,61,41,7,1,2,11,13,,105,,,,,,,,,,,,759,18,777,1587
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1425,5,447,580,31,89,99,226,39,2,10,32,30,,180,,,,,,,,,,,,1765,77,1842,3670
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1426,2,124,225,8,18,51,33,12,2,2,6,9,,21,,,,,,,,,,,,511,32,543,1384
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1427,3,158,333,12,25,55,41,26,2,2,7,13,,51,,,,,,,,,,,,725,25,750,1597
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1428,5,943,414,21,52,106,431,45,4,8,31,40,,169,,,,,,,,,,,,2264,46,2310,3652
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1429,3,418,238,5,43,77,262,25,0,7,16,19,,98,,,,,,,,,,,,1208,31,1239,1882
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1430,1,34,29,0,2,4,14,2,3,0,1,0,,9,,,,,,,,,,,,98,4,102,155
2,19,NUEVO LEON,8,MONTERREY,40,MONTERREY,1431,2,210,149,7,17,41,119,19,1,5,18,9,,42,,,,,,,,,,,,637,13,650,1070
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1432,3,121,504,18,54,29,39,23,4,2,19,18,31,,,,,,,,,,,,,862,46,908,1794
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1433,3,147,486,17,43,28,48,29,3,3,9,25,45,,,,,,,,,,,,,883,36,919,1827
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1434,3,138,490,22,55,25,55,17,4,6,10,18,21,,,,,,,,,,,,,861,46,907,2032
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1435,4,200,556,105,89,48,54,27,6,1,15,31,64,,,,,,,,,,,,,1196,60,1256,2459
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1436,3,135,520,38,57,42,46,25,3,10,17,19,35,,,,,,,,,,,,,947,47,994,1955
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1437,3,160,341,16,75,35,51,19,1,3,16,14,59,,,,,,,,,,,,,790,25,815,1640
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1438,3,150,263,19,100,44,77,19,1,8,26,16,47,,,,,,,,,,,,,770,27,797,2029
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1439,3,167,400,8,91,44,48,10,3,9,15,13,41,,,,,,,,,,,,,849,36,885,1779
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1440,3,195,397,28,118,42,75,23,1,8,22,32,66,,,,,,,,,,,,,1007,42,1049,2134
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1441,3,206,430,20,120,51,70,24,2,4,21,35,38,,,,,,,,,,,,,1021,44,1065,2217
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1442,3,202,305,22,85,55,42,26,6,8,32,26,83,,,,,,,,,,,,,892,49,941,2176
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1443,3,163,391,6,139,40,51,15,5,4,20,34,55,,,,,,,,,,,,,923,49,972,2133
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1444,3,123,419,13,85,52,36,21,3,5,15,23,77,,,,,,,,,,,,,872,66,938,2001
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1445,2,109,287,12,60,29,61,10,1,1,9,18,31,,,,,,,,,,,,,628,17,645,1217
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1446,3,171,459,22,81,38,69,30,1,8,27,22,65,,,,,,,,,,,,,993,43,1036,2026
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1447,3,125,351,13,82,56,65,18,3,5,9,20,76,,,,,,,,,,,,,823,39,862,1775
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1448,8,672,845,63,201,122,302,95,16,20,64,62,275,,,,,,,,,,,,,2737,70,2807,5452
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1449,5,222,554,25,197,83,133,48,5,9,29,41,144,,,,,,,,,,,,,1490,74,1564,3169
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1450,3,170,372,8,133,57,45,26,1,5,8,19,61,,,,,,,,,,,,,905,26,931,2076
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1451,3,119,335,13,155,55,67,25,8,5,15,34,72,,,,,,,,,,,,,903,31,934,2054
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1452,3,169,449,20,107,39,85,30,2,8,13,40,72,,,,,,,,,,,,,1034,30,1064,2083
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1453,4,311,354,19,131,60,110,47,4,3,20,24,82,,,,,,,,,,,,,1165,34,1199,1938
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1454,3,173,465,21,101,40,129,38,6,9,22,29,72,,,,,,,,,,,,,1105,25,1130,2195
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1455,4,165,608,20,163,54,72,33,7,7,12,34,60,,,,,,,,,,,,,1235,67,1302,2863
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1456,4,143,598,20,112,47,43,11,2,5,15,9,33,,,,,,,,,,,,,1038,59,1097,2425
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1457,2,87,456,16,61,16,42,12,1,3,14,12,41,,,,,,,,,,,,,761,27,788,1431
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1458,3,170,459,7,95,40,57,24,2,8,14,36,72,,,,,,,,,,,,,984,43,1027,2001
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1459,3,147,346,18,58,41,81,26,1,3,16,26,68,,,,,,,,,,,,,831,31,862,1871
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1460,3,117,413,18,61,37,67,21,1,7,12,24,79,,,,,,,,,,,,,857,45,902,1818
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1461,4,147,417,9,71,47,74,25,3,6,20,25,83,,,,,,,,,,,,,927,32,959,2262
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1462,4,168,472,11,89,59,80,18,6,7,25,31,64,,,,,,,,,,,,,1030,30,1060,2289
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1463,4,254,506,16,101,56,109,40,3,14,27,34,92,,,,,,,,,,,,,1252,53,1305,2522
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1464,3,161,319,10,45,43,82,24,8,11,13,31,50,,,,,,,,,,,,,797,36,833,1550
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1465,3,193,350,17,58,45,104,26,2,3,14,18,66,,,,,,,,,,,,,896,36,932,1852
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1466,2,164,275,16,43,41,78,26,3,2,15,23,52,,,,,,,,,,,,,738,19,757,1415
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1467,3,211,344,18,89,43,114,37,2,6,21,35,92,,,,,,,,,,,,,1012,23,1035,1887
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1468,3,245,352,15,96,81,120,30,5,12,29,31,85,,,,,,,,,,,,,1101,31,1132,1952
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1469,3,276,293,13,84,64,98,25,3,7,40,27,97,,,,,,,,,,,,,1027,20,1047,1976
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1470,3,210,448,17,117,87,124,40,5,11,24,42,118,,,,,,,,,,,,,1243,30,1273,2243
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1471,3,249,345,24,98,65,144,66,7,8,28,36,148,,,,,,,,,,,,,1218,28,1246,1989
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1472,3,124,517,21,84,42,21,11,2,1,8,14,53,,,,,,,,,,,,,898,42,940,1850
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1473,3,119,489,36,96,50,35,19,12,6,23,22,72,,,,,,,,,,,,,979,46,1025,2135
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1474,3,76,434,7,88,37,28,17,4,8,8,16,78,,,,,,,,,,,,,801,31,832,1777
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1475,3,95,460,10,66,46,41,14,2,2,10,16,81,,,,,,,,,,,,,843,43,886,1738
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1476,3,102,346,8,75,23,32,10,1,1,4,15,164,,,,,,,,,,,,,781,45,826,1877
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1477,3,148,448,8,77,25,28,21,0,3,27,17,156,,,,,,,,,,,,,958,32,990,1738
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1478,3,137,420,11,75,42,78,23,3,4,25,27,108,,,,,,,,,,,,,953,23,976,1701
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1479,3,252,356,13,79,44,121,47,7,12,27,46,106,,,,,,,,,,,,,1110,26,1136,2007
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,1480,4,327,444,16,133,95,191,67,1,9,43,53,120,,,,,,,,,,,,,1499,31,1530,2588
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1481,3,277,301,21,41,45,108,41,4,9,18,42,104,,,,,,,,,,,,,1011,34,1045,1972
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1482,3,208,332,13,48,39,86,31,4,9,23,39,73,,,,,,,,,,,,,905,34,939,1706
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1483,3,179,504,8,75,59,72,20,3,10,19,31,95,,,,,,,,,,,,,1075,57,1132,2108
2,19,NUEVO LEON,1,MONTERREY,40,MONTERREY,1484,3,199,461,16,83,70,119,36,7,7,21,45,48,,,,,,,,,,,,,1112,52,1164,2111
