CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,CI_1,CI_2,CI_3,CI_4,CI_5,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3121,4,8,1,0,1,4,0,0,0,0,0,1,1,0,3,0,0,0,1,0,1,0,9,85,66,3,1,98,8,130,10,31,462,2463
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3122,3,13,1,0,0,2,0,2,1,0,0,2,2,2,1,2,2,0,1,0,2,1,19,106,53,9,1,85,7,137,10,41,502,2144
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3123,6,40,2,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,26,148,120,13,11,155,13,238,22,83,880,4410
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3124,3,24,1,1,0,0,0,0,2,0,1,0,0,0,2,0,3,1,0,2,0,0,21,58,53,3,4,68,10,128,9,31,422,2049
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3125,6,24,0,1,2,2,1,1,0,0,3,0,0,0,2,1,0,0,0,0,1,1,34,131,118,15,6,89,9,191,15,50,697,3771
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3126,5,8,0,1,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,1,0,22,182,215,8,4,155,11,117,29,50,812,3027
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3127,3,3,2,3,1,1,0,2,0,0,2,0,6,0,0,0,0,0,0,0,1,1,39,105,109,26,2,60,3,89,10,36,501,2145
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3128,3,1,2,1,0,2,0,2,0,0,3,1,5,0,1,2,0,0,0,0,2,0,18,70,39,2,6,36,6,112,5,36,352,1589
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3129,3,4,0,3,0,0,1,0,0,0,1,0,3,0,1,0,0,1,0,1,1,0,30,101,41,4,1,30,5,98,11,31,368,1956
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3130,3,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,29,53,61,6,0,39,3,89,6,20,317,1616
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3131,3,0,0,2,0,2,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,18,61,40,14,2,63,2,96,6,26,338,1641
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3132,4,0,2,0,1,3,0,1,1,0,0,1,2,8,2,0,1,0,0,1,6,0,24,208,159,12,4,107,3,155,13,43,757,2319
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3133,5,5,0,3,1,1,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,5,31,230,150,10,4,117,10,173,20,54,822,3067
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3134,3,1,0,4,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19,114,72,2,3,23,4,129,4,53,434,2031
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3135,2,1,0,1,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,17,52,29,8,3,38,3,63,6,20,247,1344
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3136,3,1,2,2,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,20,68,48,5,2,40,3,97,2,29,327,1747
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3137,3,2,0,3,0,0,0,1,0,0,0,1,5,1,0,0,0,0,0,1,1,1,24,111,53,1,11,26,4,71,4,21,342,1859
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3138,3,2,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,53,109,81,6,6,44,4,140,6,43,504,2183
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3139,3,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,2,34,86,68,5,3,61,8,143,4,28,450,1685
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3140,4,7,1,2,1,4,1,0,1,0,1,1,3,0,0,0,2,0,0,1,2,2,74,95,63,11,4,68,16,195,6,43,604,2281
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3141,2,5,0,2,3,1,0,1,0,0,0,0,6,0,0,0,1,1,0,0,0,0,25,48,44,7,3,47,6,98,7,16,321,1440
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3142,2,3,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,22,93,48,9,1,31,7,115,7,21,362,1385
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3143,3,6,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,1,1,1,68,92,44,4,8,33,9,162,4,35,474,2161
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3144,3,1,1,3,3,5,0,0,0,1,0,1,3,0,0,0,0,1,1,1,0,2,19,139,36,20,3,59,3,70,7,20,399,1953
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3145,3,2,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,183,53,10,3,56,4,82,3,28,446,1879
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3146,3,2,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,11,73,77,4,5,61,4,103,5,28,381,2057
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3147,3,2,3,3,1,1,1,1,0,1,0,0,3,0,0,0,1,0,0,0,1,1,12,23,90,0,2,40,4,108,6,23,327,1741
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3148,4,0,0,3,0,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,13,52,66,3,2,33,6,53,7,16,262,2304
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3149,3,0,2,1,0,2,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,6,34,55,2,2,24,6,99,7,15,261,1687
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3150,3,2,0,1,0,3,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,9,56,41,2,3,28,7,60,3,23,244,1895
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3151,3,2,0,1,4,1,2,1,1,0,0,0,10,0,1,1,0,0,0,2,0,1,28,98,161,15,6,57,10,122,12,45,581,2110
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3152,3,5,0,3,8,4,0,1,0,2,0,1,1,0,0,2,0,2,0,1,0,0,19,108,152,5,5,68,9,147,12,54,609,1915
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3153,5,8,3,4,0,4,2,2,2,2,0,0,8,1,0,1,0,1,0,1,0,1,29,141,125,14,9,41,10,205,12,56,682,3138
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3154,3,3,0,1,0,2,0,0,0,0,0,0,8,1,0,0,2,0,0,0,0,0,13,95,69,6,3,31,6,115,12,31,398,1823
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3155,4,5,4,1,0,3,0,0,2,0,0,0,3,3,1,1,1,0,0,0,0,0,7,97,68,17,4,51,12,169,4,39,492,2624
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3156,3,4,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,9,61,45,0,4,29,6,120,8,32,324,1744
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3157,4,3,0,1,0,1,1,2,0,0,1,1,6,2,1,1,0,1,1,1,1,0,12,71,61,5,2,61,7,198,10,24,475,2748
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3158,2,1,0,4,0,1,0,0,1,0,1,0,2,0,0,1,1,0,0,0,0,2,7,41,27,6,4,25,6,86,11,19,246,1461
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3159,7,20,1,3,0,4,4,4,1,1,0,0,9,0,0,2,0,1,1,1,11,6,28,241,175,11,11,104,47,303,44,72,1105,4571
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3160,7,16,6,5,1,0,0,0,0,0,0,1,13,3,0,0,2,0,0,4,2,0,31,264,236,13,13,71,16,261,50,63,1071,4547
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3161,3,3,1,1,1,0,1,1,0,1,0,0,12,4,0,1,0,0,0,0,0,2,11,89,71,1,2,46,7,134,21,20,430,1811
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,9,MILPA ALTA,3162,3,15,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,25,65,29,5,1,49,9,97,10,23,334,1548
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,12,TLALPAN,5544,3,5,0,3,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,1,1,1,20,19,178,4,5,5,8,164,9,54,483,1705
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4126,2,6,2,9,2,0,0,2,6,1,2,3,0,0,1,0,9,0,3,1,4,6,43,18,13,5,2,2,7,148,9,19,323,1389
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4127,3,5,0,3,0,7,2,4,5,1,5,0,7,1,1,0,0,0,1,1,2,8,64,22,19,6,2,6,9,181,15,12,389,1963
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4128,3,4,4,4,2,4,1,2,4,2,4,3,5,2,4,2,10,1,0,3,6,2,78,32,31,7,2,6,13,153,18,39,448,1910
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4129,2,6,5,3,0,0,1,2,6,1,3,2,2,1,1,0,1,0,3,0,5,3,54,27,43,9,4,5,17,125,20,28,377,1311
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4173,4,2,2,1,0,4,1,1,1,0,0,1,4,1,0,0,2,1,0,0,1,5,17,20,109,7,5,13,17,160,12,30,417,2297
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4174,2,3,0,0,2,2,1,1,3,0,1,0,4,2,2,1,6,0,0,2,0,0,13,28,38,4,1,6,9,98,12,21,260,1313
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4175,3,6,1,1,2,3,1,1,0,0,0,0,2,1,0,0,0,0,0,2,1,1,21,15,42,4,0,7,3,166,7,20,307,1520
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4176,2,4,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,11,18,62,3,2,7,5,116,7,14,260,1361
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4177,4,10,1,1,0,0,1,3,1,0,1,2,5,1,0,0,1,0,0,0,0,1,17,19,92,3,11,10,7,132,10,27,356,2430
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4178,4,16,2,6,0,1,0,4,0,1,0,0,4,1,1,2,3,0,0,2,0,1,27,25,123,5,10,6,18,204,16,44,522,2749
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4179,3,15,1,2,0,2,0,1,1,0,0,0,5,2,5,2,3,0,2,1,0,1,14,22,55,8,1,11,14,161,19,22,370,1683
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4180,3,12,0,2,1,2,0,2,1,0,4,1,5,2,1,0,1,0,0,1,1,1,12,15,33,3,4,5,8,107,8,20,252,1742
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4181,3,18,3,3,0,2,1,1,0,0,1,2,0,2,1,1,0,1,2,1,3,0,17,31,38,10,5,7,16,183,8,30,387,1822
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4182,5,11,0,8,1,6,3,17,2,1,3,2,1,1,0,2,1,0,0,2,1,3,19,36,94,5,5,5,15,228,13,34,519,3208
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4183,7,10,4,9,0,1,3,5,3,1,2,1,17,0,2,0,2,0,1,4,5,2,33,39,204,13,6,16,14,256,19,67,739,4639
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4192,2,1,3,5,2,0,3,3,10,1,3,1,5,5,10,1,3,2,1,5,1,9,81,18,14,5,1,6,19,121,8,19,366,1314
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4193,2,6,2,4,0,5,3,4,3,2,0,0,3,10,1,2,0,0,0,6,5,2,46,22,9,4,0,8,10,86,6,17,266,1128
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4194,2,8,2,2,1,2,0,2,2,0,0,1,2,3,2,2,1,0,0,2,7,1,25,26,25,4,3,4,12,72,6,18,235,775
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4195,2,2,2,0,0,3,0,1,2,1,1,0,2,3,0,0,1,0,0,3,1,0,16,21,20,4,6,11,13,127,3,15,258,957
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4196,2,3,0,0,0,0,3,1,1,0,1,2,4,1,1,0,1,1,0,0,1,2,28,28,71,11,5,5,6,136,20,32,364,1460
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4197,2,4,2,1,0,1,3,1,2,2,2,0,1,3,5,0,0,0,0,0,0,0,22,19,48,13,7,3,12,152,17,28,348,1367
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4198,2,1,2,3,2,2,2,1,0,0,2,1,6,0,1,0,1,1,0,1,1,0,28,23,33,7,3,8,4,133,12,28,306,1355
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4199,4,3,3,0,2,3,0,1,1,0,0,0,4,0,1,1,0,0,0,0,1,2,13,28,70,15,2,21,16,205,13,39,444,2712
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4200,4,4,3,3,2,0,0,3,1,0,1,0,0,0,2,1,1,1,0,0,0,1,19,27,96,18,2,20,5,165,11,40,426,2389
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4201,6,2,6,2,3,1,2,5,0,1,2,0,11,6,5,0,0,0,1,3,2,3,49,50,107,22,9,25,30,358,25,49,779,4373
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4202,2,1,2,1,2,0,4,0,0,0,1,0,2,0,0,0,1,0,1,2,1,3,33,26,11,1,3,8,3,90,11,22,229,818
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4203,2,4,0,6,1,0,1,0,1,1,3,0,4,3,0,1,0,0,2,2,1,3,32,44,18,3,1,10,9,82,5,26,263,858
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4204,2,7,2,3,2,0,3,2,2,1,3,1,3,8,1,0,0,0,1,2,6,3,50,34,9,1,6,6,16,101,18,13,304,894
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4205,2,1,3,3,3,1,0,0,0,2,1,1,3,6,1,2,1,0,1,2,1,2,55,31,20,3,1,7,11,108,11,9,290,1106
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4206,2,4,2,5,2,3,0,5,1,0,1,3,3,3,0,1,1,3,0,0,1,5,76,29,9,2,2,9,9,89,3,21,292,1080
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4207,2,7,2,3,2,3,1,2,8,2,0,0,7,2,5,0,1,1,1,0,0,1,46,29,12,1,1,1,14,82,8,13,255,958
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4213,3,7,1,6,0,1,2,2,3,2,1,2,6,4,2,0,2,1,1,4,1,3,29,32,43,9,1,7,16,163,15,31,397,1730
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4216,3,10,2,2,1,0,1,0,4,2,0,3,2,4,2,0,0,1,0,1,2,0,31,20,27,6,9,11,16,160,14,17,348,1644
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4217,3,34,2,5,2,4,3,2,0,0,1,0,10,8,2,0,2,0,0,4,3,2,22,27,50,5,14,13,16,117,10,25,383,1370
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4218,3,28,4,0,0,2,0,0,1,0,0,1,8,0,1,0,0,2,2,0,3,1,35,35,97,7,4,5,19,200,10,27,492,1998
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4219,3,22,1,2,0,2,0,5,0,0,0,1,5,2,0,1,1,0,1,2,3,1,39,41,30,12,6,11,31,189,10,30,448,1928
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4220,3,27,3,5,0,4,2,1,0,0,1,1,5,5,4,2,0,0,0,1,2,1,31,38,50,15,4,7,12,159,16,19,415,1870
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4221,2,33,1,3,0,1,1,0,5,0,0,0,0,1,0,0,3,1,1,3,4,0,8,20,41,4,4,1,10,103,8,20,276,1360
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4222,3,17,0,2,1,0,0,0,0,0,1,1,2,3,0,1,0,2,0,0,0,6,24,37,55,7,12,8,9,142,11,31,372,1863
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4223,5,25,2,9,2,1,2,1,4,0,1,1,8,2,1,1,2,0,0,4,5,1,21,39,134,12,7,9,17,310,19,70,710,3539
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4224,7,23,4,2,2,3,0,0,8,5,1,0,6,1,1,0,0,1,1,0,3,0,21,36,136,27,8,15,15,236,26,54,635,4613
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4225,6,38,1,5,0,3,2,0,1,5,1,2,18,1,1,1,1,0,3,3,2,1,46,54,124,14,6,11,13,178,30,39,604,4032
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4226,4,27,1,3,0,3,1,1,0,2,0,0,17,3,1,0,1,1,2,0,0,0,13,32,37,20,3,7,13,129,10,27,354,2383
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4227,3,15,0,2,3,2,2,2,2,1,0,3,9,0,1,1,0,1,2,2,4,2,29,33,26,12,3,8,6,157,18,36,382,1977
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4228,4,18,4,4,1,2,0,1,2,2,2,2,9,0,1,1,0,0,1,1,0,3,27,43,69,12,12,5,12,184,14,37,469,2556
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4229,4,7,3,7,3,8,0,1,2,0,4,1,2,3,2,0,2,0,0,3,2,4,55,43,85,8,1,16,16,231,23,34,566,2446
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4230,3,11,1,3,0,7,2,2,2,0,2,0,3,4,0,0,0,1,0,4,1,1,45,27,22,8,2,2,15,146,16,15,342,1760
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4231,2,8,2,3,0,2,0,2,4,0,1,1,6,0,2,1,1,1,0,3,0,0,28,21,23,1,4,9,11,97,9,17,257,1426
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4232,2,1,4,4,4,0,3,6,4,2,1,3,7,4,2,0,3,0,1,4,3,3,74,18,13,7,0,9,8,71,17,14,290,1097
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4233,2,1,3,2,2,3,1,4,8,0,2,7,6,3,1,2,2,3,0,3,2,2,56,44,6,5,5,5,9,98,6,9,300,1013
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4234,4,7,5,2,0,0,0,0,3,1,0,1,3,1,1,2,1,1,0,0,2,2,38,25,51,11,2,12,7,209,11,37,435,2451
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4235,4,6,4,0,0,4,1,1,1,1,3,2,7,3,2,0,1,1,1,3,4,4,58,33,47,36,3,27,25,237,19,37,571,2805
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4236,3,1,2,1,0,4,2,0,4,1,0,0,13,2,1,0,0,5,1,3,1,0,32,30,43,14,2,15,9,209,11,35,441,2092
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4237,4,2,4,4,5,2,0,3,1,2,1,0,6,3,5,1,0,0,0,5,2,2,19,38,61,54,9,15,16,233,28,46,567,3000
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4238,5,14,2,0,0,5,6,1,0,0,1,1,8,1,1,2,2,0,0,5,3,3,28,47,90,39,2,23,28,284,20,45,661,3109
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4239,4,9,2,3,0,2,0,1,0,0,0,1,8,0,0,2,0,0,1,0,0,2,13,31,48,16,3,15,11,212,13,24,417,2327
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4240,1,5,1,2,1,2,1,0,0,0,1,1,3,0,0,0,2,0,1,1,0,3,10,30,18,4,2,4,6,69,12,19,198,727
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4241,3,8,0,3,0,3,0,1,0,1,1,0,0,2,4,0,5,1,0,1,4,2,25,23,50,13,2,6,16,150,18,28,367,1781
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4242,2,4,2,7,1,3,1,0,3,0,0,0,0,1,5,0,0,0,1,1,0,1,26,28,33,4,1,5,14,112,14,23,290,1073
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4243,2,10,0,3,0,2,2,2,0,0,0,2,4,2,2,0,1,1,0,0,1,0,23,31,32,8,3,3,12,118,16,26,304,906
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4244,4,8,3,1,3,1,1,1,2,1,0,2,2,2,2,1,0,1,1,4,5,0,31,33,68,15,2,16,12,179,9,30,436,2334
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4245,5,11,5,5,3,1,2,3,1,1,0,1,5,3,2,0,5,3,1,3,3,3,28,53,115,13,5,6,14,210,25,61,591,3087
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4246,13,45,6,6,1,9,1,4,2,0,3,3,31,6,6,0,5,1,1,2,5,2,252,93,396,47,24,28,60,486,39,129,1693,9402
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4247,3,7,1,0,2,0,0,3,2,0,1,0,1,2,0,0,0,0,0,1,1,3,13,27,49,11,1,7,17,143,18,23,333,2000
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4248,4,24,1,1,0,1,1,5,4,1,1,1,6,4,0,0,0,1,0,1,2,1,51,27,59,8,1,5,10,176,19,42,453,2522
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4249,3,12,0,2,1,1,2,2,0,1,2,2,3,6,1,0,1,1,0,2,2,3,25,19,52,8,5,3,15,134,23,14,342,1974
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4250,4,7,3,6,2,0,0,3,3,0,0,2,3,0,3,1,1,0,0,1,3,2,43,26,37,7,6,9,16,152,10,33,379,2257
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4251,4,4,1,2,2,1,1,2,0,3,0,2,5,0,1,1,0,0,0,0,1,1,16,33,63,8,4,7,14,120,20,31,343,2574
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4252,4,9,1,4,1,3,1,1,1,1,0,0,6,2,0,2,2,0,0,2,3,1,24,33,77,8,4,11,18,171,15,43,444,2395
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4253,3,16,2,5,1,2,2,0,1,0,1,3,32,3,0,0,6,0,1,0,0,1,14,21,68,9,8,10,7,144,17,31,405,2017
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4254,3,7,1,1,2,5,4,1,3,1,3,0,8,3,0,0,1,0,1,2,0,0,19,24,56,5,3,6,15,183,10,23,387,2155
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4255,4,18,4,2,2,4,1,3,3,3,1,2,9,5,1,0,2,0,2,2,2,5,32,26,68,7,6,9,22,184,18,38,481,2879
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4256,3,3,4,4,2,7,0,1,3,1,0,2,2,3,2,0,1,0,0,0,1,1,35,42,62,6,0,7,19,146,10,23,387,1890
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4257,3,8,2,3,2,0,1,1,1,3,1,1,3,1,1,0,1,2,0,8,0,2,29,18,56,7,1,6,10,110,14,23,315,1782
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4258,3,9,2,3,4,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,6,3,29,28,89,12,6,4,17,149,14,20,400,2018
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4259,4,16,1,6,0,3,1,1,1,0,4,1,3,2,0,0,3,1,4,2,2,4,35,31,237,7,7,16,8,270,16,59,741,2769
4,9,CIUDAD DE MEXICO,21,XOCHIMILCO,13,XOCHIMILCO,4260,8,13,1,8,1,3,4,3,2,1,4,0,18,2,3,1,1,0,2,3,2,2,71,57,323,28,11,22,33,342,37,64,1062,5754
