DTTO. LOCAL,CVE,MUNICIPIO,Sección,Casillas,PAN,PRI,PRD,PT,PVEM,CD,PSN,PAS,PAC,COALICION,Nulos,No Registrados,TOTAL
8,96,Tila,1484,CA,13,187,49,86,0,0,0,0,0,,39,0,374
8,96,Tila,1484,CB,15,186,42,90,0,0,0,0,0,,38,0,371
8,96,Tila,1485,B,23,77,87,48,0,0,0,0,0,,57,0,292
8,96,Tila,1485,CA,36,85,62,33,0,0,0,0,0,,40,0,256
8,96,Tila,1485,X1,61,146,4,17,0,0,0,0,0,,51,0,279
,,,,,,,,,,,,,,,,,
15,97,Tonala,1486,B,75,73,24,39,0,0,0,40,0,,4,0,255
15,97,Tonala,1486,CA,71,84,25,54,0,0,0,29,0,,7,0,270
15,97,Tonala,1487,B,121,103,29,42,0,0,0,49,0,,7,0,351
15,97,Tonala,1487,CA,107,99,29,42,0,0,0,35,0,,8,0,320
15,97,Tonala,1488,B,102,51,26,39,0,0,0,47,0,,9,0,274
15,97,Tonala,1488,CA,127,57,28,38,0,0,0,49,0,,4,0,303
15,97,Tonala,1489,B,104,52,22,37,0,0,0,35,0,,16,0,266
15,97,Tonala,1489,CA,89,51,43,41,0,0,0,17,0,,2,0,243
15,97,Tonala,1489,CB,111,43,48,37,0,0,0,35,0,,6,0,280
15,97,Tonala,1490,B,138,40,42,36,0,0,0,54,0,,16,0,326
15,97,Tonala,1490,CA,108,58,22,52,0,0,0,64,0,,9,0,313
15,97,Tonala,1490,CB,139,55,27,41,0,0,0,71,0,,13,1,347
15,97,Tonala,1491,B,136,84,31,44,0,0,0,37,0,,8,0,340
15,97,Tonala,1491,CA,133,90,30,41,0,0,0,46,0,,6,0,346
15,97,Tonala,1492,B,132,56,24,43,0,0,0,30,0,,7,0,292
15,97,Tonala,1492,CA,123,59,31,45,0,0,0,33,0,,6,0,297
15,97,Tonala,1493,B,105,70,24,55,0,0,0,38,0,,7,1,300
15,97,Tonala,1493,CA,114,68,38,44,0,0,0,28,0,,0,0,292
15,97,Tonala,1494,B,84,66,27,32,0,0,0,35,0,,8,0,252
15,97,Tonala,1494,CA,79,64,17,38,0,0,0,25,0,,2,0,225
15,97,Tonala,1495,B,75,74,20,61,0,0,0,23,0,,4,0,257
15,97,Tonala,1495,CA,94,92,29,48,0,0,0,25,0,,7,0,295
15,97,Tonala,1496,B,82,40,58,56,0,0,0,34,0,,9,0,279
15,97,Tonala,1496,CA,80,58,45,57,0,0,0,45,0,,4,0,289
15,97,Tonala,1496,CB,87,42,67,73,0,0,0,33,0,,12,0,314
15,97,Tonala,1497,B,81,46,42,17,0,0,0,33,0,,3,0,222
15,97,Tonala,1497,CA,75,31,46,37,0,0,0,18,0,,10,0,217
15,97,Tonala,1498,B,94,54,46,62,0,0,0,30,0,,6,0,292
15,97,Tonala,1498,CA,75,62,49,76,0,0,0,29,0,,4,0,295
15,97,Tonala,1499,B,88,61,24,53,0,0,0,28,0,,2,0,256
15,97,Tonala,1499,CA,63,55,33,41,0,0,0,24,0,,10,0,226
15,97,Tonala,1499,CB,77,36,25,46,0,0,0,27,0,,3,0,214
15,97,Tonala,1500,B,54,54,40,61,0,0,0,37,0,,0,0,246
15,97,Tonala,1500,CA,63,40,41,68,0,0,0,21,0,,5,0,238
15,97,Tonala,1501,B,106,96,28,78,0,0,0,30,0,,8,0,346
15,97,Tonala,1501,CA,116,69,40,81,0,0,0,20,0,,9,0,335
15,97,Tonala,1502,B,102,68,83,70,0,0,0,48,0,,7,0,378
15,97,Tonala,1502,CA,97,89,81,73,0,0,0,32,0,,5,0,377
15,97,Tonala,1503,B,30,125,22,23,0,0,0,134,0,,18,0,352
15,97,Tonala,1504,B,34,53,40,51,0,0,0,39,0,,18,0,235
15,97,Tonala,1504,X1,78,64,14,19,0,0,0,41,0,,0,0,216
15,97,Tonala,1505,B,69,79,12,27,0,0,0,38,0,,16,0,241
15,97,Tonala,1506,B,44,43,40,43,0,0,0,52,0,,17,0,239
15,97,Tonala,1506,CA,57,27,39,34,0,0,0,94,0,,16,2,269
15,97,Tonala,1507,B,120,76,23,73,0,0,0,122,0,,19,0,433
15,97,Tonala,1508,B,19,34,27,300,0,0,0,14,0,,13,0,407
15,97,Tonala,1508,CA,3,35,15,324,0,0,0,15,0,,4,0,396
15,97,Tonala,1508,CB,18,33,15,328,0,0,0,18,0,,5,0,417
15,97,Tonala,1509,B,8,48,27,274,0,0,0,19,0,,14,0,390
15,97,Tonala,1509,CA,14,32,29,289,0,0,0,26,0,,11,0,401
15,97,Tonala,1509,CB,23,46,28,241,0,0,0,46,0,,8,0,392
15,97,Tonala,1510,B,42,101,110,21,0,0,0,49,0,,16,0,339
15,97,Tonala,1510,CA,40,119,99,33,0,0,0,41,0,,9,5,346
15,97,Tonala,1510,X1,72,107,67,62,0,0,0,26,0,,8,0,342
15,97,Tonala,1511,B,59,67,68,25,0,0,0,13,0,,10,0,242
15,97,Tonala,1511,CA,76,38,92,22,0,0,0,15,0,,3,0,246
15,97,Tonala,1511,X1,123,24,47,44,0,0,0,14,0,,13,2,267
15,97,Tonala,1512,B,84,69,94,48,0,0,0,22,0,,7,0,324
15,97,Tonala,1512,CA,89,80,100,36,0,0,0,13,0,,8,0,326
15,97,Tonala,1512,CB,98,76,101,46,0,0,0,31,0,,13,0,365
15,97,Tonala,1513,B,166,73,54,60,0,0,0,103,0,,18,0,474
15,97,Tonala,1514,B,12,49,13,10,0,0,0,6,0,,0,0,90
15,97,Tonala,1514,X1,20,90,21,10,0,0,0,10,0,,4,0,155
15,97,Tonala,1515,B,27,24,53,37,0,0,0,65,0,,15,0,221
15,97,Tonala,1515,CA,20,41,86,62,0,0,0,36,0,,12,0,257
15,97,Tonala,1516,B,45,134,111,31,0,0,0,55,0,,12,0,388
15,97,Tonala,1516,CA,69,90,109,34,0,0,0,58,0,,0,0,360
15,97,Tonala,1516,CB,62,103,125,51,0,0,0,59,0,,0,0,400
15,97,Tonala,1517,B,126,100,47,43,0,0,0,40,0,,0,0,356
15,97,Tonala,1517,X1,31,23,36,46,0,0,0,93,0,,10,0,239
15,97,Tonala,1517,X2,35,21,44,30,0,0,0,82,0,,0,0,212
15,97,Tonala,1518,B,120,68,63,25,0,0,0,70,0,,7,0,353
15,97,Tonala,1518,X1,72,31,46,79,0,0,0,143,0,,13,0,384
15,97,Tonala,1519,B,12,25,50,21,0,0,0,27,0,,3,0,138
15,97,Tonala,1519,X1,18,9,29,41,0,0,0,28,0,,7,0,132
15,97,Tonala,1520,B,73,119,98,43,0,0,0,28,0,,2,0,363
15,97,Tonala,1520,CA,43,146,73,63,0,0,0,33,0,,8,0,366
15,97,Tonala,1521,B,66,139,100,69,0,0,0,41,0,,19,0,434
15,97,Tonala,1521,CA,49,126,111,68,0,0,0,46,0,,0,0,400
15,97,Tonala,1522,B,13,27,44,6,0,0,0,12,0,,4,0,106
15,97,Tonala,1523,B,57,58,66,36,0,0,0,68,0,,13,0,298
15,97,Tonala,1523,X1,12,46,60,12,0,0,0,14,0,,3,0,147
15,97,Tonala,1523,X2,5,64,5,28,0,0,0,2,0,,5,0,109
15,97,Tonala,1523,X3,15,23,6,8,0,0,0,8,0,,5,0,65
15,97,Tonala,1524,B,70,39,13,14,0,0,0,5,0,,3,0,144
15,97,Tonala,1525,B,99,87,29,46,0,0,0,52,0,,29,0,342
15,97,Tonala,1525,CA,51,98,22,89,0,0,0,58,0,,7,0,325
15,97,Tonala,1526,B,61,53,11,51,0,0,0,37,0,,5,0,218
15,97,Tonala,1527,B,89,57,29,39,0,0,0,64,0,,7,0,285
15,97,Tonala,1527,CA,116,62,14,27,0,0,0,43,0,,10,0,272
15,97,Tonala,1528,B,64,74,42,34,0,0,0,41,0,,1,0,256
15,97,Tonala,1529,B,23,18,12,5,0,0,0,3,0,,3,0,64
,,,,,,,,,,,,,,,,,
4,98,Totolapa,1530,B,112,239,259,0,0,0,0,0,0,,9,0,619
4,98,Totolapa,1530,CA,83,334,190,0,0,0,0,0,0,,6,0,613
4,98,Totolapa,1531,B,56,222,225,0,0,0,0,0,0,,7,0,510
4,98,Totolapa,1531,CA,48,259,199,0,0,0,0,0,0,,0,0,506
4,98,Totolapa,1531,X1,68,273,80,0,0,0,0,0,0,,12,0,433
,,,,,,,,,,,,,,,,,
6,99,La Trinitaria,1532,B,8,65,1,14,0,0,0,0,0,,3,0,91
6,99,La Trinitaria,1533,B,22,205,39,21,2,0,0,0,0,,18,0,307
6,99,La Trinitaria,1533,CA,27,220,31,12,0,0,0,0,0,,19,0,309
6,99,La Trinitaria,1534,B,17,222,23,37,3,0,0,0,0,,0,15,317
6,99,La Trinitaria,1535,B,14,197,15,17,0,0,0,0,0,,11,0,254
6,99,La Trinitaria,1535,CA,23,183,20,29,2,0,0,0,0,,11,0,268
6,99,La Trinitaria,1536,B,23,175,41,19,2,0,0,0,0,,17,0,277
6,99,La Trinitaria,1536,CA,53,183,27,16,0,0,0,0,0,,12,0,291
6,99,La Trinitaria,1536,CB,27,194,40,23,0,0,0,0,0,,13,0,297
6,99,La Trinitaria,1537,B,25,167,50,33,1,0,0,0,0,,0,0,276
6,99,La Trinitaria,1537,CA,17,191,36,26,1,0,0,0,0,,6,0,277
6,99,La Trinitaria,1538,B,2,153,74,49,9,0,0,0,0,,7,0,294
6,99,La Trinitaria,1538,CA,6,136,82,51,9,0,0,0,0,,7,0,291
6,99,La Trinitaria,1539,B,23,255,85,9,14,0,0,0,0,,17,0,403
6,99,La Trinitaria,1539,CA,27,247,90,11,12,0,0,0,0,,13,0,400
6,99,La Trinitaria,1540,B,3,200,28,1,0,0,0,0,0,,3,0,235
6,99,La Trinitaria,1540,CA,2,151,49,7,0,0,0,0,0,,5,0,214
6,99,La Trinitaria,1541,B,41,246,63,16,1,0,0,0,0,,12,0,379
6,99,La Trinitaria,1541,CA,53,285,55,14,0,0,0,0,0,,1,0,408
6,99,La Trinitaria,1542,B,2,252,55,5,0,0,0,0,0,,0,0,314
6,99,La Trinitaria,1542,CA,3,233,47,6,0,0,0,0,0,,7,0,296
6,99,La Trinitaria,1543,B,10,252,35,5,3,0,0,0,0,,19,0,324
6,99,La Trinitaria,1543,CA,19,213,44,11,0,0,0,0,0,,22,0,309
6,99,La Trinitaria,1544,B,7,111,103,20,1,0,0,0,0,,18,0,260
6,99,La Trinitaria,1544,CA,5,113,78,42,0,0,0,0,0,,25,0,263
6,99,La Trinitaria,1545,B,16,207,21,17,0,0,0,0,0,,0,0,261
6,99,La Trinitaria,1546,B,6,274,95,1,3,0,0,0,0,,26,0,405
6,99,La Trinitaria,1547,B,3,214,81,6,1,0,0,0,0,,14,9,328
6,99,La Trinitaria,1548,B,8,292,11,25,0,0,0,0,0,,38,0,374
6,99,La Trinitaria,1549,B,1,59,1,1,0,0,0,0,0,,0,0,62
6,99,La Trinitaria,1549,X1,2,72,36,3,0,0,0,0,0,,4,0,117
6,99,La Trinitaria,1550,B,8,78,36,6,1,0,0,0,0,,4,0,133
6,99,La Trinitaria,1551,B,9,97,79,1,0,0,0,0,0,,8,0,194
6,99,La Trinitaria,1551,CA,8,80,82,2,1,0,0,0,0,,11,0,184
6,99,La Trinitaria,1552,B,4,168,199,3,0,0,0,0,0,,19,0,393
6,99,La Trinitaria,1552,CA,3,142,229,1,0,0,0,0,0,,17,0,392
6,99,La Trinitaria,1553,B,4,166,179,21,2,0,0,0,0,,8,0,380
6,99,La Trinitaria,1554,B,8,125,179,30,1,0,0,0,0,,15,0,358
6,99,La Trinitaria,1554,CA,5,147,151,22,2,0,0,0,0,,14,4,345
6,99,La Trinitaria,1555,B,6,126,68,25,4,0,0,0,0,,13,0,242
6,99,La Trinitaria,1555,X1,1,53,9,11,1,0,0,0,0,,3,0,78
6,99,La Trinitaria,1556,B,3,138,49,5,2,0,0,0,0,,13,0,210
6,99,La Trinitaria,1556,X1,3,195,51,4,1,0,0,0,0,,7,0,261
6,99,La Trinitaria,1557,B,3,99,62,7,6,0,0,0,0,,52,0,229
6,99,La Trinitaria,1557,CA,6,123,89,20,13,0,0,0,0,,16,0,267
6,99,La Trinitaria,1558,B,1,14,10,1,2,0,0,0,0,,0,0,28
6,99,La Trinitaria,1559,B,20,170,7,35,2,0,0,0,0,,11,0,245
6,99,La Trinitaria,1559,CA,16,145,19,57,1,0,0,0,0,,14,0,252
6,99,La Trinitaria,1560,B,5,138,71,10,0,0,0,0,0,,21,0,245
6,99,La Trinitaria,1561,B,33,159,19,3,1,0,0,0,0,,6,1,222
6,99,La Trinitaria,1561,CA,29,152,25,2,0,0,0,0,0,,6,0,214
6,99,La Trinitaria,1562,B,6,106,13,0,0,0,0,0,0,,9,0,134
6,99,La Trinitaria,1562,CA,9,106,9,8,1,0,0,0,0,,6,0,139
6,99,La Trinitaria,1563,B,8,86,23,10,1,0,0,0,0,,2,0,130
6,99,La Trinitaria,1564,B,2,154,81,4,1,0,0,0,0,,12,0,254
6,99,La Trinitaria,1564,CA,2,133,70,11,0,0,0,0,0,,8,0,224
6,99,La Trinitaria,1565,B,4,124,138,7,3,0,0,0,0,,0,0,276
6,99,La Trinitaria,1565,CA,4,138,168,2,2,0,0,0,0,,17,0,331
6,99,La Trinitaria,1566,B,14,76,123,14,1,0,0,0,0,,4,0,232
6,99,La Trinitaria,1566,CA,19,77,118,10,0,0,0,0,0,,10,0,234
6,99,La Trinitaria,1567,B,7,177,42,4,0,0,0,0,0,,7,0,237
6,99,La Trinitaria,1567,CA,23,175,40,2,0,0,0,0,0,,18,0,258
,,,,,,,,,,,,,,,,,
8,100,Tumbala,1568,B,54,154,25,102,1,0,0,0,0,,17,0,353
8,100,Tumbala,1568,CA,57,115,23,101,8,0,0,2,0,,68,0,374
8,100,Tumbala,1569,B,18,151,37,30,0,0,0,2,0,,19,0,257
8,100,Tumbala,1569,CA,13,159,25,47,2,0,0,2,0,,25,0,273
8,100,Tumbala,1570,B,4,98,10,35,0,0,0,1,0,,11,0,159
8,100,Tumbala,1570,CA,24,90,16,29,0,0,0,1,0,,9,0,169
8,100,Tumbala,1570,X1,2,48,34,6,0,0,0,1,0,,12,0,103
8,100,Tumbala,1571,B,10,127,7,297,0,0,0,2,0,,8,0,451
8,100,Tumbala,1571,CA,10,141,4,268,0,0,0,0,0,,16,0,439
8,100,Tumbala,1572,B,10,180,11,53,2,0,0,7,0,,11,1,275
8,100,Tumbala,1572,CA,3,224,11,39,0,0,0,10,0,,20,0,307
8,100,Tumbala,1572,X1,29,261,25,87,0,0,0,2,0,,0,0,404
8,100,Tumbala,1573,B,49,149,46,121,1,0,0,1,0,,20,0,387
8,100,Tumbala,1574,B,54,137,24,5,3,0,0,2,0,,19,0,244
8,100,Tumbala,1574,CA,59,112,25,8,4,0,0,5,0,,22,0,235
8,100,Tumbala,1575,B,50,72,28,40,4,0,0,17,0,,53,0,264
8,100,Tumbala,1575,CA,60,125,25,37,3,0,0,9,0,,32,0,291
8,100,Tumbala,1576,B,89,175,16,168,1,0,0,7,0,,25,0,481
8,100,Tumbala,1576,X1,7,148,16,52,9,0,0,6,0,,26,0,264
8,100,Tumbala,1577,B,35,186,25,110,5,0,0,5,0,,21,0,387
8,100,Tumbala,1578,B,13,100,21,196,0,0,0,1,0,,6,0,337
8,100,Tumbala,1578,CA,7,104,29,174,0,0,0,3,0,,4,0,321
8,100,Tumbala,1578,CB,4,135,15,157,3,0,0,0,0,,1,0,315
8,100,Tumbala,1579,B,1,90,4,124,2,0,0,1,0,,18,0,240
8,100,Tumbala,1579,CA,2,89,10,101,4,0,0,4,0,,13,0,223
8,100,Tumbala,1579,X1,11,122,13,40,4,0,0,3,0,,28,0,221
,,,,,,,,,,,,,,,,,
24,101,Tuxtla Chico,1580,B,61,151,5,7,9,0,0,124,1,,5,0,363
24,101,Tuxtla Chico,1581,B,93,75,11,11,6,0,0,115,1,,5,0,317
24,101,Tuxtla Chico,1581,CA,90,102,14,13,4,0,0,92,0,,11,0,326
24,101,Tuxtla Chico,1582,B,89,65,1,11,7,0,0,84,0,,3,0,260
24,101,Tuxtla Chico,1582,CA,92,74,5,10,5,0,0,85,0,,2,0,273
24,101,Tuxtla Chico,1583,B,102,96,4,3,25,0,0,102,1,,3,0,336
24,101,Tuxtla Chico,1583,CA,78,107,6,2,20,0,0,118,0,,6,0,337
24,101,Tuxtla Chico,1584,B,78,94,3,3,9,0,0,92,0,,1,0,280
24,101,Tuxtla Chico,1584,CA,81,64,4,4,5,0,0,89,0,,5,0,252
24,101,Tuxtla Chico,1585,B,13,100,37,4,4,0,0,209,0,,11,1,379
24,101,Tuxtla Chico,1585,X1,8,100,26,2,0,0,0,60,0,,11,0,207
24,101,Tuxtla Chico,1586,B,51,116,33,4,2,0,0,171,1,,21,0,399
24,101,Tuxtla Chico,1586,CA,36,122,35,8,2,0,0,167,0,,11,0,381
24,101,Tuxtla Chico,1587,B,86,171,12,4,18,0,0,76,0,,9,0,376
24,101,Tuxtla Chico,1588,B,74,99,42,11,6,0,0,132,2,,16,0,382
24,101,Tuxtla Chico,1589,B,45,131,10,4,4,0,0,225,1,,16,0,436
24,101,Tuxtla Chico,1590,B,0,0,0,0,0,0,0,0,0,,0,0,0
24,101,Tuxtla Chico,1590,CA,133,43,11,7,22,0,0,59,3,,13,0,291
24,101,Tuxtla Chico,1591,B,0,0,0,0,0,0,0,0,0,,0,0,0
24,101,Tuxtla Chico,1591,CA,83,56,18,4,6,0,0,67,0,,10,0,244
24,101,Tuxtla Chico,1591,CB,78,69,23,4,2,0,0,96,0,,10,0,282
24,101,Tuxtla Chico,1592,B,153,98,25,3,10,0,0,96,2,,17,0,404
24,101,Tuxtla Chico,1592,CA,107,89,17,12,29,0,0,129,2,,16,0,401
24,101,Tuxtla Chico,1593,B,175,70,16,2,63,0,0,16,1,,19,0,362
24,101,Tuxtla Chico,1593,X1,15,73,2,0,0,0,0,33,0,,9,0,132
24,101,Tuxtla Chico,1594,B,78,112,24,5,14,0,0,94,4,,22,0,353
24,101,Tuxtla Chico,1594,CA,82,75,58,3,15,0,0,88,4,,23,0,348
24,101,Tuxtla Chico,1595,B,114,88,3,9,5,0,0,88,0,,15,0,322
24,101,Tuxtla Chico,1596,B,78,129,2,2,1,0,0,28,0,,9,0,249
24,101,Tuxtla Chico,1596,CA,80,133,3,4,1,0,0,33,0,,8,0,262
24,101,Tuxtla Chico,1597,B,260,79,10,4,6,0,0,64,0,,11,0,434
24,101,Tuxtla Chico,1598,B,88,99,17,3,3,0,0,48,2,,17,0,277
24,101,Tuxtla Chico,1598,CA,106,107,11,2,7,0,0,36,3,,10,0,282
24,101,Tuxtla Chico,1599,B,25,128,8,4,3,0,0,115,0,,10,0,293
24,101,Tuxtla Chico,1600,B,42,164,23,6,1,0,0,197,0,,8,0,441
24,101,Tuxtla Chico,1601,B,17,94,28,15,2,0,0,261,0,,14,0,431
,,,,,,,,,,,,,,,,,
2,102,Tuxtla Gutierrez,1602,B,68,65,0,0,0,0,0,2,0,60,9,204,408
2,102,Tuxtla Gutierrez,1602,CA,35,79,0,0,0,0,0,4,0,34,9,0,161
2,102,Tuxtla Gutierrez,1602,CB,55,68,0,0,0,0,0,1,0,44,11,0,179
2,102,Tuxtla Gutierrez,1602,CC,51,70,0,0,0,0,0,3,0,48,9,0,181
2,102,Tuxtla Gutierrez,1603,B,38,79,0,0,0,0,0,2,0,47,12,0,178
2,102,Tuxtla Gutierrez,1603,CA,34,77,0,0,0,0,0,3,0,46,12,0,172
2,102,Tuxtla Gutierrez,1603,CB,37,70,0,0,0,0,0,2,0,46,10,0,165
1,102,Tuxtla Gutierrez,1604,B,42,103,0,0,0,0,0,4,0,37,3,0,189
1,102,Tuxtla Gutierrez,1604,CA,50,99,0,0,0,0,0,1,0,56,9,0,215
1,102,Tuxtla Gutierrez,1604,CB,43,95,0,0,0,0,0,2,0,63,9,0,212
1,102,Tuxtla Gutierrez,1605,B,52,62,0,0,0,0,0,3,0,55,4,0,176
1,102,Tuxtla Gutierrez,1605,CA,54,64,0,0,0,0,0,4,0,51,7,0,180
1,102,Tuxtla Gutierrez,1605,CB,59,50,0,0,0,0,0,4,0,62,6,0,181
1,102,Tuxtla Gutierrez,1606,CA,83,48,0,0,0,0,0,3,0,76,6,0,216
1,102,Tuxtla Gutierrez,1606,CB,84,55,0,0,0,0,0,5,0,64,8,0,216
1,102,Tuxtla Gutierrez,1606,CC,0,0,0,0,0,0,0,0,0,0,0,0,0
1,102,Tuxtla Gutierrez,1606,CD,0,0,0,0,0,0,0,0,0,0,0,0,0
1,102,Tuxtla Gutierrez,1606,CE,65,74,0,0,0,0,0,5,0,76,3,0,223
1,102,Tuxtla Gutierrez,1606,CF,72,59,0,0,0,0,0,2,0,69,9,0,211
1,102,Tuxtla Gutierrez,1606,CG,81,66,0,0,0,0,0,7,0,69,3,0,226
1,102,Tuxtla Gutierrez,1607,B,64,53,0,0,0,0,0,2,0,29,5,0,153
1,102,Tuxtla Gutierrez,1607,CA,77,43,0,0,0,0,0,2,0,27,5,0,154
1,102,Tuxtla Gutierrez,1608,B,46,70,0,0,0,0,0,4,0,47,21,0,188
1,102,Tuxtla Gutierrez,1608,CA,39,96,0,0,0,0,0,1,0,45,2,0,183
1,102,Tuxtla Gutierrez,1608,CB,38,90,0,0,0,0,0,1,0,46,12,0,187
1,102,Tuxtla Gutierrez,1608,CC,54,88,0,0,0,0,0,4,0,66,5,0,217
2,102,Tuxtla Gutierrez,1609,B,102,67,0,0,0,0,0,4,0,57,7,0,237
2,102,Tuxtla Gutierrez,1609,CA,86,68,0,0,0,0,0,1,0,61,4,0,220
2,102,Tuxtla Gutierrez,1609,CB,103,72,0,0,0,0,0,1,0,46,8,0,230
1,102,Tuxtla Gutierrez,1610,B,63,56,0,0,0,0,0,6,0,103,3,0,231
1,102,Tuxtla Gutierrez,1610,CA,82,52,0,0,0,0,0,5,0,69,7,1,216
1,102,Tuxtla Gutierrez,1610,CB,82,61,0,0,0,0,0,4,0,87,5,0,239
1,102,Tuxtla Gutierrez,1610,CC,88,30,0,0,0,0,0,3,0,75,5,0,201
1,102,Tuxtla Gutierrez,1611,B,95,53,0,0,0,0,0,4,0,92,9,0,253
1,102,Tuxtla Gutierrez,1611,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
1,102,Tuxtla Gutierrez,1611,CB,107,50,0,0,0,0,0,4,0,84,8,0,253
1,102,Tuxtla Gutierrez,1612,B,87,25,0,0,0,0,0,6,0,72,5,0,195
1,102,Tuxtla Gutierrez,1612,CA,82,43,0,0,0,0,0,6,0,79,9,0,219
1,102,Tuxtla Gutierrez,1612,CB,72,32,0,0,0,0,0,5,0,65,9,0,183
2,102,Tuxtla Gutierrez,1613,B,85,24,0,0,0,0,0,2,0,80,5,0,196
2,102,Tuxtla Gutierrez,1613,CA,79,37,0,0,0,0,0,1,0,82,7,0,206
2,102,Tuxtla Gutierrez,1613,CB,67,35,0,0,0,0,0,4,0,76,6,0,188
2,102,Tuxtla Gutierrez,1614,B,91,50,0,0,0,0,0,7,0,62,11,0,221
2,102,Tuxtla Gutierrez,1614,CA,93,51,0,0,0,0,0,6,0,49,6,0,205
2,102,Tuxtla Gutierrez,1614,CB,84,48,0,0,0,0,0,2,0,54,5,0,193
2,102,Tuxtla Gutierrez,1615,B,77,39,0,0,0,0,0,5,0,39,7,0,167
2,102,Tuxtla Gutierrez,1615,CA,53,51,0,0,0,0,0,4,0,55,0,0,163
2,102,Tuxtla Gutierrez,1615,CB,55,52,0,0,0,0,0,3,0,55,5,0,170
2,102,Tuxtla Gutierrez,1615,CC,63,43,0,0,0,0,0,4,0,49,9,0,168
2,102,Tuxtla Gutierrez,1616,B,66,21,0,0,0,0,0,6,0,56,6,0,155
2,102,Tuxtla Gutierrez,1616,CA,68,29,0,0,0,0,0,7,0,65,5,0,174
2,102,Tuxtla Gutierrez,1616,CB,78,22,0,0,0,0,0,7,0,66,1,0,174
2,102,Tuxtla Gutierrez,1616,CC,89,16,0,0,0,0,0,4,0,66,6,0,181
2,102,Tuxtla Gutierrez,1616,CD,87,15,0,0,0,0,0,3,0,71,6,1,183
2,102,Tuxtla Gutierrez,1617,B,86,19,0,0,0,0,0,8,0,77,1,0,191
2,102,Tuxtla Gutierrez,1617,CA,73,28,0,0,0,0,0,4,0,92,5,0,202
2,102,Tuxtla Gutierrez,1617,CB,75,21,0,0,0,0,0,10,0,75,1,0,182
2,102,Tuxtla Gutierrez,1617,CC,0,0,0,0,0,0,0,0,0,0,0,0,0
1,102,Tuxtla Gutierrez,1618,B,94,24,0,0,0,0,0,3,0,84,6,0,211
1,102,Tuxtla Gutierrez,1618,CA,0,0,0,0,0,0,0,0,0,0,0,0,0
1,102,Tuxtla Gutierrez,1618,CB,85,13,0,0,0,0,0,5,0,82,3,0,188
1,102,Tuxtla Gutierrez,1619,B,95,20,0,0,0,0,0,8,0,92,2,0,217
1,102,Tuxtla Gutierrez,1619,CA,73,19,0,0,0,0,0,7,0,83,2,0,184
1,102,Tuxtla Gutierrez,1619,CB,74,14,0,0,0,0,0,6,0,74,5,0,173
1,102,Tuxtla Gutierrez,1620,B,95,30,0,0,0,0,0,6,0,106,6,0,243
1,102,Tuxtla Gutierrez,1620,CA,86,23,0,0,0,0,0,11,0,98,5,0,223
1,102,Tuxtla Gutierrez,1620,CB,79,34,0,0,0,0,0,6,0,97,6,0,222
1,102,Tuxtla Gutierrez,1621,B,86,10,0,0,0,0,0,5,0,54,0,0,155
1,102,Tuxtla Gutierrez,1621,CA,83,8,0,0,0,0,0,6,0,48,2,0,147
1,102,Tuxtla Gutierrez,1622,B,0,0,0,0,0,0,0,0,0,0,0,0,0
1,102,Tuxtla Gutierrez,1622,CA,34,105,0,0,0,0,0,0,0,37,10,0,186
1,102,Tuxtla Gutierrez,1622,CB,24,64,0,0,0,0,0,1,0,34,0,0,123
1,102,Tuxtla Gutierrez,1622,CC,27,58,0,0,0,0,0,1,0,46,8,0,140
1,102,Tuxtla Gutierrez,1623,B,36,126,0,0,0,0,0,1,0,54,7,0,224
1,102,Tuxtla Gutierrez,1623,CA,41,119,0,0,0,0,0,6,0,47,10,0,223
1,102,Tuxtla Gutierrez,1624,B,0,0,0,0,0,0,0,0,0,0,0,0,0
1,102,Tuxtla Gutierrez,1624,CA,41,60,0,0,0,0,0,0,0,70,8,0,179
1,102,Tuxtla Gutierrez,1624,CB,51,56,0,0,0,0,0,1,0,61,6,0,175
1,102,Tuxtla Gutierrez,1625,B,56,51,0,0,0,0,0,3,0,67,2,0,179
1,102,Tuxtla Gutierrez,1625,CA,36,53,0,0,0,0,0,4,0,57,7,0,157
1,102,Tuxtla Gutierrez,1625,CB,35,57,0,0,0,0,0,1,0,57,0,0,150
1,102,Tuxtla Gutierrez,1625,CC,37,61,0,0,0,0,0,1,0,52,9,0,160
1,102,Tuxtla Gutierrez,1626,B,110,18,0,0,0,0,0,4,0,87,4,0,223
1,102,Tuxtla Gutierrez,1626,CA,96,16,0,0,0,0,0,7,0,93,7,1,220
1,102,Tuxtla Gutierrez,1627,B,173,16,0,0,0,0,0,6,0,120,7,0,322
1,102,Tuxtla Gutierrez,1627,CA,146,13,0,0,0,0,0,11,0,107,4,0,281
1,102,Tuxtla Gutierrez,1628,B,103,20,0,0,0,0,0,15,0,160,7,0,305
1,102,Tuxtla Gutierrez,1628,CA,102,21,0,0,0,0,0,7,0,139,6,0,275
1,102,Tuxtla Gutierrez,1629,B,74,20,0,0,0,0,0,5,0,100,1,0,200
1,102,Tuxtla Gutierrez,1629,CA,79,17,0,0,0,0,0,9,0,84,5,0,194
1,102,Tuxtla Gutierrez,1629,CB,90,18,0,0,0,0,0,8,0,98,4,0,218
1,102,Tuxtla Gutierrez,1629,CC,76,19,0,0,0,0,0,6,0,108,3,0,212
