"","uniqueid","year","mun","state","Validation"
"917",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"918",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"919",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"920",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"921",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"922",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"923",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"924",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"925",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"926",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"927",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"928",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"929",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"930",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"931",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
