CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_PRI_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,325,SAN PEDRO TAPANATEPEC,1544,2,234,345,13,161,13,2,0,2,1,64,1,0,9,0,0,,3,,,,0,848,27,875,1183
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,325,SAN PEDRO TAPANATEPEC,1545,2,298,375,22,112,13,1,0,0,0,97,9,2,10,0,2,,6,,,,0,947,38,985,1428
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,325,SAN PEDRO TAPANATEPEC,1546,2,164,323,13,51,4,2,0,0,1,71,1,1,2,0,0,,9,,,,0,642,29,671,937
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,325,SAN PEDRO TAPANATEPEC,1547,2,158,166,22,45,2,0,0,1,0,86,1,0,7,0,0,,8,,,,0,496,23,519,869
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,325,SAN PEDRO TAPANATEPEC,1548,2,277,390,30,87,9,1,0,4,2,60,4,0,7,0,0,,6,,,,0,877,35,912,1255
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,325,SAN PEDRO TAPANATEPEC,1549,2,397,363,14,69,18,0,1,2,1,47,0,2,0,0,0,,15,,,,0,929,35,964,1337
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,325,SAN PEDRO TAPANATEPEC,1550,3,602,534,16,89,13,3,1,4,2,72,1,0,3,0,0,,5,,,,0,1345,35,1380,1783
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,325,SAN PEDRO TAPANATEPEC,1551,1,92,57,2,15,2,0,1,0,0,5,0,0,1,0,0,,0,,,,0,175,9,184,223
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,325,SAN PEDRO TAPANATEPEC,1552,2,219,146,2,41,13,6,0,2,4,49,0,1,1,0,0,,4,,,,0,488,20,508,722
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,405,SANTA MARIA CHIMALAPA,1810,3,31,285,58,15,139,3,7,11,7,82,3,13,5,0,0,,142,,,,0,801,80,881,1906
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,405,SANTA MARIA CHIMALAPA,1811,2,34,108,29,9,8,2,4,9,6,25,4,1,1,0,0,,111,,,,0,351,25,376,797
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,405,SANTA MARIA CHIMALAPA,1812,2,27,435,17,8,8,2,4,7,1,16,3,1,0,0,0,,5,,,,0,534,19,553,1015
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,405,SANTA MARIA CHIMALAPA,1813,1,3,15,15,0,1,1,0,0,0,17,0,0,0,0,0,,1,,,,0,53,3,56,142
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,405,SANTA MARIA CHIMALAPA,1814,1,1,37,2,3,1,0,1,2,3,12,1,0,0,0,0,,4,,,,0,67,4,71,140
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,405,SANTA MARIA CHIMALAPA,1815,2,28,208,154,17,13,0,6,7,7,27,2,2,3,0,0,,3,,,,0,477,42,519,855
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1888,1,17,203,54,4,152,2,11,2,0,26,1,3,7,0,0,,39,,,,0,521,18,539,696
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1889,2,29,291,60,6,244,2,5,3,2,31,4,0,7,0,0,,69,,,,0,753,19,772,990
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1890,2,28,272,40,7,149,18,6,11,6,77,1,3,1,0,0,,127,,,,0,746,16,762,1386
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1891,2,59,181,51,1,124,5,0,5,9,95,0,2,3,0,0,,140,,,,0,675,36,711,1350
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1892,2,57,146,48,10,83,12,1,12,3,54,3,3,17,0,0,,96,,,,0,545,35,580,1017
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1893,3,51,227,56,8,121,5,3,28,7,86,5,9,8,0,0,,92,,,,0,706,44,750,1721
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1894,2,61,306,46,2,185,7,2,7,6,66,6,2,11,0,0,,137,,,,0,844,43,887,1389
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1895,2,30,369,80,6,315,0,2,1,3,22,2,2,10,0,0,,94,,,,0,936,24,960,1234
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1896,1,6,199,24,5,108,1,1,6,0,15,1,1,3,0,0,,90,,,,0,460,12,472,652
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,427,SANTA MARIA PETAPA,1897,1,25,110,41,3,116,4,2,4,1,33,1,0,6,0,0,,23,,,,0,369,22,391,571
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2077,1,2,94,96,3,97,1,0,1,0,49,0,8,0,0,0,,26,,,,0,377,16,393,530
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2078,1,0,183,180,18,63,0,0,0,3,80,1,0,0,0,0,,0,,,,18,528,21,567,689
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2079,2,10,346,171,5,56,0,0,0,4,71,9,3,2,0,0,,11,,,,0,688,33,721,947
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2080,1,3,187,115,3,135,2,15,1,7,46,6,2,4,0,0,,25,,,,0,551,20,571,703
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2081,1,3,65,58,1,104,0,0,1,0,17,1,0,0,0,0,,11,,,,0,261,6,267,459
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2082,1,2,38,48,0,25,0,1,1,2,6,0,0,1,0,0,,3,,,,0,127,5,132,176
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,481,SANTIAGO NILTEPEC,2083,1,8,73,75,0,119,0,0,1,3,27,4,6,0,0,0,,0,,,,0,316,12,328,529
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2180,2,54,392,16,6,6,3,1,69,2,30,6,1,2,0,0,,17,,,,6,605,36,647,852
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2181,3,134,800,62,22,13,0,3,112,9,94,11,3,6,0,0,,39,,,,0,1308,95,1403,1898
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2182,3,111,746,40,27,10,2,3,104,1,103,10,3,6,0,0,,30,,,,1,1196,74,1271,1654
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2183,1,57,325,23,3,6,1,0,22,2,40,0,0,1,0,0,,10,,,,0,490,21,511,669
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,509,SANTO DOMINGO INGENIO,2184,3,119,521,30,41,11,2,2,67,0,51,8,1,9,0,0,,22,,,,0,884,61,945,1292
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2249,2,5,198,40,85,8,23,3,153,130,78,8,6,0,0,0,,19,,,,0,756,43,799,1043
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2250,2,20,146,80,37,2,29,4,316,161,80,11,6,3,0,0,,12,,,,0,907,41,948,1257
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2251,2,13,208,44,22,9,59,4,248,75,68,13,11,0,0,0,,18,,,,0,792,54,846,1186
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2252,2,10,149,36,29,3,19,5,189,66,122,7,8,2,0,0,,5,,,,0,650,25,675,997
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2253,3,14,197,66,85,20,28,4,209,66,133,5,27,0,0,0,,12,,,,0,866,17,883,1242
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2254,1,1,98,28,10,0,10,1,134,23,53,0,4,0,0,0,,6,,,,0,368,7,375,563
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2255,2,11,94,196,66,15,21,0,84,8,43,1,1,2,0,0,,17,,,,0,559,21,580,784
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2256,1,1,7,7,5,0,5,0,22,10,18,0,1,0,0,0,,1,,,,0,77,2,79,111
3,20,OAXACA,11,MATIAS ROMERO AVENDAÑO,525,SANTO DOMINGO ZANATEPEC,2257,2,10,123,53,101,4,41,14,162,58,69,2,3,2,0,0,,0,,,,0,642,35,677,1019
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,33,GUADALUPE ETLA,192,3,66,160,47,21,348,13,14,10,42,152,,6,7,9,,,,,,,0,895,22,917,1946
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,63,NAZARENO ETLA,459,3,42,123,58,12,393,3,5,5,20,168,,6,3,4,,,,,,,0,842,15,857,1656
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,63,NAZARENO ETLA,460,2,37,144,42,21,337,9,3,6,3,109,,11,2,4,,,,,,,0,728,30,758,1435
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,81,SAN AGUSTIN ETLA,719,2,53,143,48,29,113,5,12,30,6,154,,16,2,11,,,,,,,0,622,35,657,1478
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,81,SAN AGUSTIN ETLA,720,2,77,133,77,33,96,8,24,43,7,228,,19,5,9,,,,,,,0,759,33,792,1490
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,84,SAN AGUSTIN YATARENI,736,3,68,89,23,15,52,7,18,48,19,118,,8,4,2,,,,,,,0,471,16,487,2003
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,84,SAN AGUSTIN YATARENI,737,2,51,38,15,8,18,7,12,23,3,55,,3,2,0,,,,,,,0,235,14,249,1035
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,88,SAN ANDRES HUAYAPAM,747,3,115,118,57,18,84,25,20,70,13,183,,19,5,6,,,,,,,0,733,37,770,1844
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,88,SAN ANDRES HUAYAPAM,748,3,179,191,70,20,60,7,21,31,27,215,,18,6,6,,,,,,,4,851,38,893,1767
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,89,SAN ANDRES IXTLAHUACA,749,2,115,138,41,12,103,9,57,7,6,60,,1,3,12,,,,,,,0,564,32,596,1265
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,132,SAN FELIPE TEJALAPAM,862,2,45,160,42,19,48,1,162,10,3,159,,3,0,8,,,,,,,0,660,37,697,1419
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,132,SAN FELIPE TEJALAPAM,863,2,34,132,22,20,28,7,200,11,1,106,,5,1,5,,,,,,,0,572,18,590,1403
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,132,SAN FELIPE TEJALAPAM,864,2,40,112,14,18,17,2,179,5,4,70,,1,0,7,,,,,,,0,469,15,484,1278
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,132,SAN FELIPE TEJALAPAM,865,2,95,71,28,18,72,1,96,2,1,36,,1,2,3,,,,,,,0,426,9,435,977
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,227,SAN LORENZO CACAOTEPEC,1243,4,109,255,78,40,212,20,103,40,23,312,,20,11,10,,,,,,,3,1233,35,1271,2969
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,227,SAN LORENZO CACAOTEPEC,1244,3,72,158,56,27,113,8,47,14,24,202,,11,4,4,,,,,,,0,740,25,765,1607
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,227,SAN LORENZO CACAOTEPEC,1245,3,67,178,49,28,90,12,55,22,11,203,,14,7,14,,,,,,,0,750,36,786,1778
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,227,SAN LORENZO CACAOTEPEC,1246,4,128,280,130,39,147,19,44,19,61,386,,33,16,11,,,,,,,0,1313,61,1374,2773
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,227,SAN LORENZO CACAOTEPEC,1247,2,33,94,29,14,116,5,52,8,25,60,,4,2,5,,,,,,,0,447,16,463,1035
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,291,SAN PABLO ETLA,1423,3,86,162,47,20,114,12,116,22,10,273,,25,5,5,,,,,,,0,897,37,934,1877
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,291,SAN PABLO ETLA,1424,8,325,582,163,70,233,37,128,50,31,725,,96,12,20,,,,,,,5,2472,105,2582,5556
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,291,SAN PABLO ETLA,1425,4,141,175,83,35,145,13,39,11,39,329,,35,11,11,,,,,,,2,1067,33,1102,2506
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,308,SAN PEDRO IXTLAHUACA,1482,3,180,218,113,56,79,6,61,12,8,92,,11,14,10,,,,,,,0,860,54,914,2027
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,308,SAN PEDRO IXTLAHUACA,1483,6,223,335,155,57,188,16,159,32,30,305,,10,28,13,,,,,,,0,1551,71,1622,3902
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,347,SAN SEBASTIAN TUTLA,1627,5,263,348,130,69,202,34,49,138,28,462,,41,27,23,,,,,,,6,1814,96,1916,3637
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,347,SAN SEBASTIAN TUTLA,1628,2,105,172,59,26,61,17,19,19,12,260,,30,8,5,,,,,,,0,793,41,834,1402
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,347,SAN SEBASTIAN TUTLA,1629,2,85,108,28,8,23,15,12,13,7,139,,9,6,3,,,,,,,3,456,28,487,811
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,347,SAN SEBASTIAN TUTLA,1630,2,79,129,73,14,63,22,20,11,13,258,,22,7,1,,,,,,,1,712,25,738,1164
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,347,SAN SEBASTIAN TUTLA,1631,2,101,100,44,19,46,10,25,16,31,155,,28,7,2,,,,,,,0,584,37,621,1116
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,347,SAN SEBASTIAN TUTLA,1632,2,93,132,49,11,54,11,18,12,17,172,,29,8,3,,,,,,,5,609,28,642,1208
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,347,SAN SEBASTIAN TUTLA,1633,4,135,240,81,28,115,31,48,38,150,348,,59,15,9,,,,,,,1,1297,60,1358,2831
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1686,5,242,288,99,73,162,334,292,71,43,411,,96,5,5,,,,,,,1,2121,107,2229,3528
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1687,2,81,124,40,39,41,56,49,18,28,166,,25,5,3,,,,,,,1,675,34,710,1132
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1688,4,201,240,88,55,87,139,130,49,58,343,,110,9,10,,,,,,,1,1519,74,1594,2470
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,376,SANTA CRUZ AMILPAS,1689,2,98,115,25,30,30,53,31,32,28,129,,34,2,2,,,,,,,0,609,44,653,990
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1746,2,70,91,43,20,59,16,31,16,13,270,,30,5,3,,,,,,,1,667,32,700,1182
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1747,1,19,28,16,2,8,4,4,10,3,32,,16,1,0,,,,,,,0,143,2,145,503
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1748,2,73,100,41,12,38,20,19,22,13,185,,25,4,2,,,,,,,3,554,21,578,1124
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1749,2,42,94,42,9,50,21,29,20,13,158,,18,1,1,,,,,,,0,498,19,517,844
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1750,3,121,120,54,17,39,15,22,29,17,151,,40,4,5,,,,,,,4,634,38,676,1139
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1751,4,184,272,98,65,111,43,162,56,91,223,,143,9,4,,,,,,,1,1461,99,1561,2737
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1752,2,75,166,63,31,50,38,75,44,40,126,,73,7,4,,,,,,,0,792,45,837,1418
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1753,2,78,121,47,17,39,27,41,49,15,213,,53,6,0,,,,,,,5,706,38,749,1232
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1754,2,97,136,40,20,69,23,25,24,25,236,,102,5,7,,,,,,,5,809,43,857,1393
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1755,3,95,233,46,24,63,36,28,33,30,259,,62,3,5,,,,,,,1,917,38,956,1634
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1756,2,103,100,55,18,60,20,26,12,21,180,,44,9,1,,,,,,,0,649,31,680,1226
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1757,3,72,181,111,25,67,33,49,12,23,230,,48,6,2,,,,,,,6,859,28,893,1529
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1758,3,81,178,74,23,70,31,41,20,20,287,,57,5,4,,,,,,,1,891,44,936,1596
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1759,3,87,164,75,20,76,41,60,22,34,294,,65,8,13,,,,,,,2,959,42,1003,1695
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1760,4,102,146,151,44,117,114,51,59,31,354,,120,2,8,,,,,,,1,1299,66,1366,2492
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1761,4,138,236,118,48,92,123,145,43,68,315,,131,8,2,,,,,,,3,1467,106,1576,2886
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1762,8,239,450,235,66,224,137,188,76,176,726,,185,23,18,,,,,,,5,2743,136,2884,5332
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1763,2,45,116,65,20,42,36,34,35,20,227,,51,4,1,,,,,,,1,696,29,726,1218
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1764,2,47,83,40,11,49,54,30,22,24,180,,59,2,3,,,,,,,0,604,38,642,1071
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1765,2,75,150,93,15,40,21,41,34,32,247,,59,9,0,,,,,,,1,816,47,864,1439
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1766,2,51,95,47,10,36,25,42,16,17,211,,31,6,7,,,,,,,0,594,40,634,1196
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1767,4,199,216,125,54,127,35,90,75,47,386,,64,12,9,,,,,,,4,1439,58,1501,2413
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,392,SANTA LUCIA DEL CAMINO,1768,2,74,94,56,14,45,16,14,12,9,141,,31,10,2,,,,,,,1,518,26,545,1081
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,537,SOLEDAD ETLA,2301,3,91,303,72,30,397,72,10,48,158,52,,5,4,7,,,,,,,0,1249,33,1282,1839
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,537,SOLEDAD ETLA,2302,2,22,64,17,13,357,3,6,2,15,39,,3,1,1,,,,,,,0,543,13,556,782
3,20,OAXACA,12,SANTA LUCIA DEL CAMINO,537,SOLEDAD ETLA,2303,2,40,203,59,35,372,36,8,18,95,74,,6,1,3,,,,,,,0,950,25,975,1401
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,484,2,74,182,60,14,64,34,15,9,9,217,,17,6,6,,,,46,,,1,753,29,783,1393
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,504,3,86,211,67,27,43,37,25,19,16,255,,24,10,5,,,,44,,,2,869,44,915,1654
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,505,2,83,141,63,7,44,11,17,13,9,225,,22,7,3,,,,31,,,1,676,22,699,1331
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,524,5,162,359,129,43,153,28,31,38,21,569,,32,6,7,,,,65,,,1,1643,59,1703,3167
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,525,2,66,142,44,12,53,14,5,11,9,144,,23,5,4,,,,16,,,0,548,26,574,946
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,539,2,60,117,30,19,44,7,7,13,10,115,,9,4,0,,,,28,,,0,463,18,481,825
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,540,3,55,197,60,14,128,25,7,8,6,263,,14,5,9,,,,20,,,0,811,32,843,1879
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,541,3,83,169,77,32,115,38,19,16,15,359,,26,5,9,,,,29,,,1,992,41,1034,2234
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,542,2,60,117,52,21,83,14,3,8,6,194,,14,3,3,,,,22,,,1,600,25,626,1231
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,543,7,208,473,197,39,244,29,42,44,36,611,,72,16,10,,,,119,,,1,2140,88,2229,4515
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,544,2,42,110,55,30,50,24,16,17,11,174,,14,3,4,,,,30,,,1,580,29,610,1131
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,545,3,65,104,24,10,43,12,3,12,10,99,,9,2,2,,,,26,,,0,421,22,443,778
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,558,2,24,112,35,6,44,13,10,5,12,125,,19,6,2,,,,27,,,0,440,33,473,946
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,559,3,64,158,74,8,97,10,16,12,10,330,,14,4,4,,,,35,,,0,836,37,873,1712
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,560,4,126,268,100,41,180,14,32,24,18,316,,29,9,11,,,,37,,,3,1205,39,1247,2469
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,561,2,52,103,64,10,62,18,14,12,5,175,,22,2,1,,,,22,,,0,562,14,576,1100
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,562,2,62,102,54,13,46,16,16,11,4,158,,12,4,7,,,,25,,,0,530,25,555,1023
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,563,2,43,79,25,13,53,4,15,16,10,207,,8,0,8,,,,26,,,1,507,17,525,996
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,564,2,50,138,47,12,83,11,13,12,5,210,,15,1,2,,,,27,,,0,626,31,657,1319
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,565,2,32,90,30,10,45,19,11,7,7,136,,10,1,4,,,,25,,,0,427,21,448,875
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,566,2,68,154,40,19,65,10,11,13,10,166,,18,6,4,,,,41,,,2,625,25,652,1232
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,567,1,51,78,30,10,31,4,15,7,9,99,,15,0,1,,,,20,,,2,370,19,391,724
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,568,2,110,140,38,6,49,17,22,15,21,166,,30,3,5,,,,39,,,3,661,56,720,1248
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,570,2,59,125,32,17,32,7,8,13,9,121,,40,4,6,,,,28,,,1,501,27,529,949
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,571,1,52,94,16,12,22,5,6,12,8,68,,11,5,3,,,,32,,,1,346,22,369,617
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,572,2,81,113,21,10,32,8,13,7,15,85,,10,0,7,,,,45,,,4,447,25,476,803
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,573,2,79,128,32,11,27,11,10,9,6,69,,15,3,2,,,,27,,,2,429,14,445,801
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,574,2,79,133,42,14,47,18,23,14,16,167,,23,9,6,,,,34,,,0,625,43,668,1374
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,575,2,74,115,45,12,66,8,10,15,4,146,,6,11,4,,,,28,,,0,544,22,566,1238
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,576,3,68,184,62,16,50,16,8,12,8,297,,23,4,3,,,,38,,,1,789,38,828,1644
3,20,OAXACA,13,OAXACA DE JUAREZ ZONA SUR,66,OAXACA DE JUAREZ,577,3,100,161,73,19,60,23,21,9,15,220,,23,5,2,,,,37,,,0,768,27,795,1506
