SECCION,CASILLA,NO_DTTO,CABECERA,NMpioIEEP,Municipio,PAN,PRI,PRD,PT,PVEM,CDPPN,PSN,PAS,NOREG,NULOS,VOTACIONTOTAL,LISTANOMINAL,OBS
0180,B,9,ATLIXCO,19,ATLIXCO,130,89,2,0,0,4,0,0,0,7,232,441,
0180,C1,9,ATLIXCO,19,ATLIXCO,132,70,9,0,0,9,0,0,0,9,229,441,
0181,B,9,ATLIXCO,19,ATLIXCO,188,105,8,0,0,5,0,0,0,5,311,576,
0182,B,9,ATLIXCO,19,ATLIXCO,183,89,3,0,0,5,0,0,0,7,287,582,
0183,B,9,ATLIXCO,19,ATLIXCO,162,93,7,0,0,8,0,0,0,2,272,513,
0184,B,9,ATLIXCO,19,ATLIXCO,260,108,14,0,0,6,0,0,0,6,394,640,
0185,B,9,ATLIXCO,19,ATLIXCO,159,83,5,0,0,9,0,0,0,6,262,598,
0185,C1,9,ATLIXCO,19,ATLIXCO,140,78,9,0,0,3,0,0,0,4,234,598,
0185,C2,9,ATLIXCO,19,ATLIXCO,149,104,7,0,0,8,0,0,0,4,272,598,
0186,B,9,ATLIXCO,19,ATLIXCO,175,71,10,0,0,8,0,0,0,2,266,591,
0186,C1,9,ATLIXCO,19,ATLIXCO,151,78,20,0,0,2,0,0,0,3,254,591,
0186,C2,9,ATLIXCO,19,ATLIXCO,148,75,12,0,0,9,0,0,0,7,251,591,
0187,B,9,ATLIXCO,19,ATLIXCO,124,115,7,0,0,0,1,0,0,1,248,501,
0187,C1,9,ATLIXCO,19,ATLIXCO,112,89,11,0,0,9,0,0,0,2,223,502,
0188,B,9,ATLIXCO,19,ATLIXCO,146,95,5,0,0,6,0,0,0,6,258,510,
0188,C1,9,ATLIXCO,19,ATLIXCO,156,85,3,0,0,11,0,0,0,6,261,510,
0189,B,9,ATLIXCO,19,ATLIXCO,159,105,13,0,0,8,0,0,0,5,290,637,
0189,C1,9,ATLIXCO,19,ATLIXCO,184,135,13,0,0,5,0,0,0,8,345,638,
0190,B,9,ATLIXCO,19,ATLIXCO,162,80,6,0,0,3,0,0,0,5,256,499,
0190,C1,9,ATLIXCO,19,ATLIXCO,0,0,0,0,0,0,0,0,0,0,0,500,Sin Acta
0191,B,9,ATLIXCO,19,ATLIXCO,141,87,5,0,0,7,0,0,0,5,245,520,
0191,C1,9,ATLIXCO,19,ATLIXCO,128,113,8,0,0,14,0,0,0,5,268,520,
0192,B,9,ATLIXCO,19,ATLIXCO,141,81,6,0,0,6,0,0,0,3,237,459,
0192,C1,9,ATLIXCO,19,ATLIXCO,135,82,6,0,0,1,0,0,0,4,228,459,
0193,B,9,ATLIXCO,19,ATLIXCO,182,85,7,0,0,8,0,0,0,3,285,522,
0193,C1,9,ATLIXCO,19,ATLIXCO,178,73,4,0,0,2,0,0,0,3,260,522,
0193,C2,9,ATLIXCO,19,ATLIXCO,163,89,7,0,0,3,0,0,0,6,268,522,
0194,B,9,ATLIXCO,19,ATLIXCO,105,57,7,0,0,5,0,0,0,8,182,415,
0194,C1,9,ATLIXCO,19,ATLIXCO,135,57,3,0,0,8,0,0,0,5,208,415,
0195,B,9,ATLIXCO,19,ATLIXCO,105,33,5,0,0,5,0,0,0,2,150,363,
0196,B,9,ATLIXCO,19,ATLIXCO,170,78,9,0,0,8,0,0,0,6,271,509,
0196,C1,9,ATLIXCO,19,ATLIXCO,161,76,4,0,0,11,0,0,0,3,255,510,
0197,B,9,ATLIXCO,19,ATLIXCO,130,86,4,0,0,10,0,0,0,4,234,502,
0197,C1,9,ATLIXCO,19,ATLIXCO,148,70,7,0,0,5,0,0,0,4,234,502,
0197,C2,9,ATLIXCO,19,ATLIXCO,162,84,4,0,0,4,0,0,0,6,260,502,
0198,B,9,ATLIXCO,19,ATLIXCO,156,103,6,0,0,7,0,0,0,10,282,594,
0198,C1,9,ATLIXCO,19,ATLIXCO,143,104,8,0,0,8,0,0,0,4,267,595,
0199,B,9,ATLIXCO,19,ATLIXCO,115,108,6,0,0,4,0,0,0,13,246,579,
0199,C1,9,ATLIXCO,19,ATLIXCO,135,109,8,0,0,5,0,0,0,3,260,579,
0200,B,9,ATLIXCO,19,ATLIXCO,34,58,3,0,0,5,0,0,0,3,103,402,
0200,C1,9,ATLIXCO,19,ATLIXCO,55,47,5,0,0,3,0,0,0,5,115,403,
0201,B,9,ATLIXCO,19,ATLIXCO,148,137,5,0,0,14,0,0,0,7,311,704,
0201,C1,9,ATLIXCO,19,ATLIXCO,155,95,6,0,0,15,0,0,0,12,283,705,
0202,B,9,ATLIXCO,19,ATLIXCO,63,92,16,0,0,2,0,0,0,8,181,526,
0202,C1,9,ATLIXCO,19,ATLIXCO,80,83,2,0,0,4,0,0,0,3,172,526,
0203,B,9,ATLIXCO,19,ATLIXCO,80,31,6,0,0,0,0,0,0,3,120,438,
0203,X1,9,ATLIXCO,19,ATLIXCO,118,72,7,0,0,2,0,0,0,9,208,473,
0204,B,9,ATLIXCO,19,ATLIXCO,0,0,0,0,0,0,0,0,0,0,0,515,Sin Acta
0204,C1,9,ATLIXCO,19,ATLIXCO,0,0,0,0,0,0,0,0,0,0,0,516,Sin Acta
0205,B,9,ATLIXCO,19,ATLIXCO,37,159,2,0,0,0,0,0,0,39,237,533,
0205,C1,9,ATLIXCO,19,ATLIXCO,53,131,9,0,0,1,0,0,0,0,194,534,
0206,B,9,ATLIXCO,19,ATLIXCO,69,146,3,0,0,1,0,0,0,11,230,526,
0206,C1,9,ATLIXCO,19,ATLIXCO,61,148,10,0,0,0,0,0,0,24,243,527,
0207,B,9,ATLIXCO,19,ATLIXCO,123,87,2,0,0,0,0,0,0,6,218,375,
0207,X1,9,ATLIXCO,19,ATLIXCO,30,100,51,0,0,1,0,0,0,12,194,451,
0207,X2,9,ATLIXCO,19,ATLIXCO,36,119,67,0,0,3,0,0,0,14,239,451,
0208,B,9,ATLIXCO,19,ATLIXCO,123,71,11,0,0,1,0,0,0,10,216,568,
0208,C1,9,ATLIXCO,19,ATLIXCO,117,76,9,0,0,2,0,0,0,9,213,569,
0209,B,9,ATLIXCO,19,ATLIXCO,114,41,2,0,0,2,0,0,0,10,169,420,
0209,C1,9,ATLIXCO,19,ATLIXCO,90,63,5,0,0,1,0,0,0,2,161,421,
0210,B,9,ATLIXCO,19,ATLIXCO,84,59,0,0,0,0,0,0,0,3,146,291,
0211,B,9,ATLIXCO,19,ATLIXCO,130,234,0,0,0,0,0,0,0,6,370,699,
0212,B,9,ATLIXCO,19,ATLIXCO,107,148,15,0,0,1,0,0,0,9,280,725,
0212,C1,9,ATLIXCO,19,ATLIXCO,106,164,15,0,0,1,0,0,0,0,286,726,
0212,X1,9,ATLIXCO,19,ATLIXCO,31,6,0,0,0,0,0,0,0,0,37,174,
0213,B,9,ATLIXCO,19,ATLIXCO,130,89,8,0,0,3,0,0,0,12,242,558,
0213,C1,9,ATLIXCO,19,ATLIXCO,87,117,7,0,0,0,0,0,0,15,226,558,
0214,B,9,ATLIXCO,19,ATLIXCO,167,110,2,0,0,0,0,0,0,0,279,568,
0214,C1,9,ATLIXCO,19,ATLIXCO,297,284,3,0,0,0,0,0,0,0,584,568,
0215,B,9,ATLIXCO,19,ATLIXCO,163,61,15,0,0,4,0,0,0,11,254,700,
0215,C1,9,ATLIXCO,19,ATLIXCO,172,52,8,0,0,0,0,0,0,8,240,700,
0216,B,9,ATLIXCO,19,ATLIXCO,101,85,3,0,0,1,0,0,0,9,199,579,
0216,C1,9,ATLIXCO,19,ATLIXCO,123,82,5,0,0,3,0,0,0,4,217,580,
0217,B,9,ATLIXCO,19,ATLIXCO,165,74,13,0,0,1,0,0,0,19,272,565,
0217,X1,9,ATLIXCO,19,ATLIXCO,126,111,5,0,0,6,0,0,0,4,252,479,
0218,B,9,ATLIXCO,19,ATLIXCO,73,58,6,0,0,0,0,0,0,6,143,416,
0218,C1,9,ATLIXCO,19,ATLIXCO,76,54,6,0,0,1,0,0,0,9,146,416,
0219,B,9,ATLIXCO,19,ATLIXCO,112,47,4,0,0,1,0,0,0,5,169,514,
0219,X1,9,ATLIXCO,19,ATLIXCO,83,82,2,0,0,1,0,0,0,5,173,410,
0219,X2,9,ATLIXCO,19,ATLIXCO,83,81,5,0,0,0,0,1,0,6,176,410,
0220,B,9,ATLIXCO,19,ATLIXCO,0,0,0,0,0,0,0,0,0,0,0,442,Sin Acta
0221,B,9,ATLIXCO,19,ATLIXCO,0,0,0,0,0,0,0,0,0,0,0,486,Sin Acta
0221,X1,9,ATLIXCO,19,ATLIXCO,60,69,4,0,0,0,0,0,0,9,142,237,
0222,B,13,TEPEXI DE RODRIGUEZ,74,ATOYATEMPAN,269,159,59,0,0,0,0,0,0,10,497,663,
0222,C1,13,TEPEXI DE RODRIGUEZ,74,ATOYATEMPAN,245,179,45,0,0,0,0,0,0,8,477,664,
0223,B,13,TEPEXI DE RODRIGUEZ,74,ATOYATEMPAN,241,124,34,0,0,0,0,0,0,4,403,606,
0223,C1,13,TEPEXI DE RODRIGUEZ,74,ATOYATEMPAN,215,157,40,0,0,0,0,0,0,3,415,607,
0223,C2,13,TEPEXI DE RODRIGUEZ,74,ATOYATEMPAN,266,167,23,0,0,0,0,0,0,6,462,607,
0224,B,11,CHIAUTLA,46,ATZALA,0,164,0,0,0,0,0,0,0,34,198,413,
0224,C1,11,CHIAUTLA,46,ATZALA,28,173,3,1,3,2,0,0,0,37,247,414,
0225,B,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,110,329,4,0,0,0,0,0,0,8,451,655,
0226,B,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,3,59,252,0,0,0,0,0,0,3,317,588,
0226,C1,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,10,60,272,0,0,0,0,0,0,5,347,589,
0227,B,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,3,137,111,0,0,0,0,0,0,6,257,490,
0227,C1,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,20,98,110,0,0,0,0,0,0,6,234,490,
0228,B,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,53,99,23,0,0,0,0,0,0,26,201,420,
0228,C1,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,39,121,17,0,0,0,0,0,0,17,194,421,
0229,B,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,85,154,60,0,0,0,0,0,0,38,337,749,
0230,B,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,41,179,34,0,0,0,0,0,0,27,281,565,
0231,B,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,44,124,47,0,0,0,0,0,0,14,229,375,
0232,B,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,54,145,43,0,0,0,0,0,0,21,263,590,
0232,X1,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,12,98,1,0,0,0,0,0,0,7,118,175,
0233,B,10,IZUCAR DE MATAMOROS,30,ATZITZIHUACAN,77,116,31,0,0,0,0,0,0,0,224,461,
0234,B,19,CIUDAD SERDAN,140,ATZITZINTLA,26,214,158,2,0,0,0,0,0,10,410,611,
0234,C1,19,CIUDAD SERDAN,140,ATZITZINTLA,32,222,173,2,0,0,0,0,0,12,441,612,
0235,B,19,CIUDAD SERDAN,140,ATZITZINTLA,16,156,173,0,0,0,0,0,0,3,348,467,
0235,C1,19,CIUDAD SERDAN,140,ATZITZINTLA,20,143,196,0,0,0,0,0,0,3,362,467,
0236,B,19,CIUDAD SERDAN,140,ATZITZINTLA,2,40,56,0,0,0,0,0,0,1,99,122,
0236,X1,19,CIUDAD SERDAN,140,ATZITZINTLA,2,90,169,2,0,0,0,0,0,1,264,385,
0237,B,19,CIUDAD SERDAN,140,ATZITZINTLA,1,206,253,2,0,0,0,0,0,10,472,604,
0237,X1,19,CIUDAD SERDAN,140,ATZITZINTLA,1,141,213,1,0,0,0,0,0,0,356,449,
0238,B,19,CIUDAD SERDAN,140,ATZITZINTLA,0,137,185,1,0,0,0,0,0,0,323,492,
0238,X1,19,CIUDAD SERDAN,140,ATZITZINTLA,1,86,62,0,0,0,0,0,0,0,149,207,
0239,B,12,ACATLAN DE OSORIO,58,AXUTLA,0,119,158,39,0,0,0,0,0,9,325,519,
0240,B,12,ACATLAN DE OSORIO,58,AXUTLA,89,36,12,0,0,0,0,0,0,0,137,225,
0240,X1,12,ACATLAN DE OSORIO,58,AXUTLA,24,42,5,0,0,0,0,0,0,0,71,126,
0241,B,21,TEZIUTLAN,161,AYOTOXCO DE GUERRERO,126,251,5,0,0,0,0,0,0,7,389,547,
0241,C1,21,TEZIUTLAN,161,AYOTOXCO DE GUERRERO,113,258,1,0,0,0,0,0,0,13,385,547,
0242,B,21,TEZIUTLAN,161,AYOTOXCO DE GUERRERO,141,202,8,0,0,0,0,0,0,31,382,582,
0242,C1,21,TEZIUTLAN,161,AYOTOXCO DE GUERRERO,160,222,4,0,0,0,0,0,0,9,395,583,
0319,C1,23,TETELA DE OCAMPO,178,CUAUTEMPAN,71,317,5,0,0,0,0,0,0,18,411,643,
0319,X1,23,TETELA DE OCAMPO,178,CUAUTEMPAN,109,167,2,0,0,0,0,0,0,28,306,488,
0320,B,23,TETELA DE OCAMPO,178,CUAUTEMPAN,84,280,14,0,0,0,0,0,0,7,385,593,
0320,X1,23,TETELA DE OCAMPO,178,CUAUTEMPAN,147,117,2,0,0,0,0,0,0,0,266,483,
0321,B,23,TETELA DE OCAMPO,178,CUAUTEMPAN,20,151,2,0,0,0,0,0,0,11,184,304,
0321,X1,23,TETELA DE OCAMPO,178,CUAUTEMPAN,118,168,0,0,0,0,0,0,0,19,305,475,
0321,X2,23,TETELA DE OCAMPO,178,CUAUTEMPAN,45,47,2,0,0,0,0,0,0,8,102,167,
0322,B,23,TETELA DE OCAMPO,178,CUAUTEMPAN,218,174,4,0,0,0,0,0,0,31,427,654,
0323,B,16,TEPEACA,112,CUAUTINCHAN,21,96,0,139,0,0,0,0,0,0,256,337,
0323,X1,16,TEPEACA,112,CUAUTINCHAN,12,100,0,143,0,0,0,0,0,5,260,384,
0323,X2,16,TEPEACA,112,CUAUTINCHAN,44,114,0,125,0,0,0,0,0,14,297,482,
0323,X3,16,TEPEACA,112,CUAUTINCHAN,49,145,0,119,0,0,0,0,0,42,355,483,
0324,B,16,TEPEACA,112,CUAUTINCHAN,111,112,0,276,0,0,0,0,0,0,499,711,
0324,C1,16,TEPEACA,112,CUAUTINCHAN,102,141,0,246,0,0,0,0,0,20,509,712,
0324,X1,16,TEPEACA,112,CUAUTINCHAN,7,70,0,133,0,0,0,0,0,8,218,285,
0325,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,92,124,5,0,15,40,0,0,0,8,284,623,
0325,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,94,127,6,0,12,58,0,0,0,9,306,624,
0325,C2,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,131,124,10,0,10,68,0,0,0,3,346,624,
0325,C3,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,120,124,5,0,15,91,0,0,0,6,361,624,
0326,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,83,120,9,0,22,63,0,0,0,7,304,555,
0326,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,114,99,12,0,12,70,0,0,0,12,319,556,
0326,C2,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,95,124,6,0,19,92,0,0,0,7,343,556,
0327,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,89,136,9,0,24,43,0,0,0,13,314,591,
0327,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,48,171,12,0,9,42,0,0,0,9,291,592,
0327,C2,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,73,155,26,0,11,71,0,0,0,10,346,592,
0328,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,105,117,3,0,8,90,0,0,0,9,332,595,
0328,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,110,119,5,0,12,102,0,0,0,12,360,595,
0328,C2,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,102,113,11,0,11,99,0,0,0,6,342,595,
0329,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,72,79,13,0,13,68,0,0,0,7,252,517,
0329,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,65,89,4,0,21,94,0,0,0,5,278,518,
0329,C2,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,96,78,8,0,24,81,0,0,0,5,292,518,
0330,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,84,112,8,0,23,95,0,0,0,12,334,613,
0330,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,65,129,7,0,14,110,0,0,0,3,328,613,
0330,C2,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,82,105,10,0,9,123,0,0,0,7,336,614,
0331,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,39,103,18,0,8,39,0,0,0,5,212,565,
0331,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,46,100,25,0,5,43,0,0,0,0,219,565,
0332,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,73,83,18,0,3,88,0,0,0,0,265,747,
0332,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,96,75,18,0,6,79,0,0,0,8,282,748,
0333,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,85,56,16,0,9,65,0,0,0,9,240,717,
0333,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,63,65,20,0,6,75,0,0,0,4,233,717,
0334,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,55,72,134,0,3,21,0,0,0,10,295,719,
0335,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,53,77,85,0,9,19,0,0,0,6,249,479,
0336,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,34,44,114,0,5,26,0,0,0,8,231,519,
0336,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,52,53,98,0,8,22,0,0,0,6,239,519,
0336,C2,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,49,37,98,0,11,21,0,0,0,0,216,520,
0337,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,57,74,152,0,7,14,0,0,0,8,312,628,
0337,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,31,76,176,0,7,17,0,0,18,325,650,629,
0338,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,41,76,133,0,19,39,0,0,0,14,322,734,
0338,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,46,83,115,0,17,27,0,0,0,21,309,735,
0339,B,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,92,94,26,0,20,68,0,0,0,6,306,536,
0339,C1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,98,120,14,0,10,88,0,0,0,6,336,537,
0339,X1,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,113,84,9,0,5,19,0,0,0,9,239,655,
0339,X2,8,SAN PEDRO CHOLULA,12,CUAUTLANCINGO,88,80,25,0,10,25,0,0,0,5,233,656,
0340,B,13,TEPEXI DE RODRIGUEZ,76,CUAYUCA DE ANDRADE,117,268,0,0,0,0,0,0,0,8,393,586,
0340,C1,13,TEPEXI DE RODRIGUEZ,76,CUAYUCA DE ANDRADE,126,227,0,0,0,0,0,0,0,7,360,587,
0341,B,13,TEPEXI DE RODRIGUEZ,76,CUAYUCA DE ANDRADE,31,51,0,0,0,0,0,0,0,3,85,134,
0341,X1,13,TEPEXI DE RODRIGUEZ,76,CUAYUCA DE ANDRADE,36,87,0,0,0,0,0,0,0,3,126,156,
0341,X2,13,TEPEXI DE RODRIGUEZ,76,CUAYUCA DE ANDRADE,26,51,0,0,0,0,0,0,0,1,78,302,
0342,B,13,TEPEXI DE RODRIGUEZ,76,CUAYUCA DE ANDRADE,94,123,0,0,0,0,0,0,0,0,217,425,
0343,B,13,TEPEXI DE RODRIGUEZ,76,CUAYUCA DE ANDRADE,10,92,0,0,0,0,0,0,0,2,104,332,
0344,B,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,87,111,28,8,9,0,0,0,0,8,251,422,
0344,C1,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,96,111,27,9,19,0,0,0,0,4,266,423,
0345,B,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,65,125,12,8,5,0,0,0,0,8,223,405,
0345,C1,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,59,127,17,3,6,0,0,0,0,6,218,405,
0346,B,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,104,141,33,5,13,0,0,0,0,0,296,567,
0346,C1,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,114,174,27,7,8,0,0,0,0,12,342,568,
0347,B,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,110,195,62,18,20,0,0,0,0,10,415,663,
0348,B,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,54,89,25,5,6,0,0,0,0,20,199,444,
0348,C1,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,51,87,25,9,10,0,0,0,3,18,203,444,
0349,B,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,101,86,35,9,5,4,0,3,0,26,269,705,
0349,C1,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,97,88,30,7,3,0,0,2,0,29,256,705,
0350,B,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,99,111,51,13,4,0,0,0,0,20,298,332,
0350,X1,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,46,54,34,2,1,0,0,0,0,21,158,594,
0351,B,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,156,130,9,4,3,0,0,0,0,28,330,632,
0351,C1,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,143,145,9,7,6,0,0,0,0,26,336,633,
0352,B,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,72,108,17,9,3,0,0,0,0,21,230,583,
0352,C1,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,77,117,18,7,6,0,0,0,0,20,245,584,
0352,X1,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,145,146,16,3,2,0,0,0,0,20,332,648,
0353,B,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,88,70,11,6,8,0,0,0,0,18,201,479,
0353,C1,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,78,79,11,7,17,0,0,0,0,23,215,480,
0354,B,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,121,90,24,14,27,0,0,0,0,19,295,544,
0354,C1,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,92,87,19,11,41,0,0,0,0,14,264,544,
0354,C2,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,118,94,21,11,29,0,0,0,0,18,291,544,
0355,B,22,ZACAPOAXTLA,167,CUETZALAN DEL PROGRESO,97,80,39,6,17,0,0,0,1,41,281,621,
0462,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,172,88,13,0,0,0,0,0,0,21,294,542,
0462,C1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,155,111,12,0,0,0,0,0,0,11,289,543,
0463,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,128,50,11,0,0,0,0,0,0,11,200,328,
0463,X1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,161,144,74,0,0,0,0,0,0,24,403,645,
0464,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,277,73,8,0,0,0,0,0,0,9,367,567,
0464,C1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,267,75,8,0,0,0,0,0,0,0,350,567,
0465,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,285,46,6,0,0,0,0,0,0,12,349,504,
0465,C1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,252,47,8,0,0,0,0,0,0,11,318,504,
0466,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,275,65,17,0,0,0,0,0,0,21,378,572,
0466,C1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,293,75,7,0,0,0,0,0,0,19,394,572,
0467,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,248,38,12,0,0,0,0,0,0,0,298,528,
0467,C1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,248,43,17,0,0,0,0,0,0,14,322,528,
0467,C2,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,246,50,6,0,0,0,0,0,0,4,306,528,
0468,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,165,77,14,0,0,0,0,0,0,8,264,451,
0468,C1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,149,98,10,0,0,0,0,0,0,6,263,451,
0468,X1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,63,182,8,0,0,0,0,0,0,27,280,424,
0469,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,26,212,3,0,0,0,0,0,0,0,241,450,
0469,C1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,39,160,4,0,0,0,0,0,0,0,203,451,
0470,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,99,229,6,0,0,0,0,0,0,64,398,307,
0470,X1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,31,331,20,0,0,0,0,0,0,49,431,736,
0471,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,114,114,8,0,0,0,0,0,0,23,259,471,
0471,C1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,140,98,16,0,0,0,0,0,0,12,266,472,
0472,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,85,84,2,0,0,0,0,0,0,12,183,325,
0472,X1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,41,87,6,0,0,0,0,0,0,13,147,294,
0473,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,55,48,2,0,0,0,0,0,0,10,115,180,
0473,X1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,58,130,6,0,0,0,0,0,0,16,210,347,
0474,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,159,60,4,0,0,0,0,0,0,20,243,406,
0474,X1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,56,134,7,0,0,0,0,0,0,14,211,393,
0475,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,151,217,13,0,0,0,27,0,0,9,417,689,
0476,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,201,64,4,0,0,0,0,0,0,8,277,547,
0476,X1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,52,114,8,0,0,0,0,0,0,24,198,422,
0477,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,66,107,6,0,0,0,0,0,0,21,200,314,
0478,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,113,50,2,0,0,0,0,0,0,14,179,312,
0478,X1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,136,34,10,0,0,0,0,0,0,88,268,261,
0479,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,67,271,5,0,0,0,0,0,0,26,369,617,
0479,C1,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,46,274,7,0,0,0,0,0,0,0,327,617,
0480,B,23,TETELA DE OCAMPO,179,CHIGNAHUAPAN,206,121,52,0,0,0,0,0,0,16,395,640,
