CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,PRD_PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLÁS ROMERO,2014,3,108,384,528,4,130,2,6,5,1,0,3,5,0,1176,38,1214,1644
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLÁS ROMERO,2015,1,7,115,230,2,115,0,2,0,0,0,2,8,0,481,8,489,682
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLÁS ROMERO,2017,2,22,180,256,3,232,1,1,3,1,0,3,2,0,704,3,707,1046
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLÁS ROMERO,2018,2,54,229,263,6,105,0,1,1,1,0,2,6,0,668,18,686,1073
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLÁS ROMERO,2019,2,72,244,198,2,290,8,5,15,0,0,3,1,0,838,16,854,1227
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLÁS ROMERO,2020,1,10,105,170,4,56,0,0,0,0,0,4,0,0,349,16,365,582
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLÁS ROMERO,2021,1,32,103,118,3,26,0,1,1,0,0,1,2,0,287,16,303,428
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLÁS ROMERO,2022,2,24,214,295,0,55,0,1,1,1,0,0,1,0,592,23,615,876
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLÁS ROMERO,2023,1,4,84,309,1,46,1,2,1,0,0,1,4,0,453,13,466,660
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLÁS ROMERO,2024,1,29,89,91,0,90,0,0,0,0,0,3,0,0,302,7,309,469
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2130,2,162,290,296,0,1,3,1,6,2,0,1,3,1,765,19,785,1042
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2131,3,249,362,465,2,2,7,1,8,1,0,6,13,0,1116,20,1136,1503
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2132,1,9,138,180,6,0,0,0,0,0,0,0,6,0,339,10,349,456
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2133,2,33,332,316,2,1,0,1,1,0,0,0,1,0,687,6,693,958
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2134,1,68,111,213,3,0,0,0,0,0,0,0,1,0,396,5,401,603
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2135,1,36,142,294,2,1,0,4,0,1,0,0,2,0,482,3,485,646
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2136,1,100,141,199,2,1,2,1,2,1,0,0,2,0,451,7,458,613
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2137,1,34,62,86,0,0,0,2,0,0,0,0,0,0,184,2,186,252
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2138,1,41,135,279,1,0,3,0,2,1,0,3,4,0,469,0,469,634
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2139,2,84,247,343,2,2,0,1,5,0,0,2,5,0,691,11,702,880
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2140,1,76,260,163,4,4,0,0,1,0,0,0,1,0,509,6,515,706
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2141,2,121,203,213,2,2,1,0,0,2,0,4,3,0,551,24,575,821
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2142,1,18,135,152,0,1,1,1,1,0,0,1,3,0,313,4,317,472
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2144,1,49,82,130,1,0,0,0,0,0,0,0,2,0,264,5,269,385
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2145,1,6,61,66,1,0,0,0,0,0,0,0,0,0,134,0,134,215
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2146,2,82,388,448,4,2,0,3,5,3,0,3,8,0,946,10,956,1324
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2147,1,29,135,191,0,0,0,1,0,0,0,0,2,0,358,1,359,519
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2148,1,13,43,47,0,1,0,1,0,0,0,1,0,0,106,0,106,153
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2149,1,12,87,94,0,1,0,0,0,0,0,0,0,0,194,1,195,261
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2150,1,46,31,60,0,1,0,0,0,0,0,0,0,0,138,1,139,206
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2160,1,53,162,47,5,27,10,3,42,2,0,0,0,0,351,9,360,559
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2161,2,88,211,89,4,39,21,5,29,4,0,0,3,0,493,25,518,833
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2162,1,8,73,31,0,12,1,0,2,0,0,0,0,0,127,3,130,194
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2163,1,11,81,10,0,13,6,1,14,1,0,1,0,0,138,0,138,230
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2164,1,11,42,27,2,49,1,2,24,0,0,1,0,0,159,4,163,231
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2165,1,8,21,20,0,21,3,2,4,0,0,1,0,0,80,2,82,140
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2166,2,57,188,178,8,38,9,7,38,4,0,2,6,0,535,18,553,825
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2167,1,18,52,22,0,21,13,1,3,0,0,0,0,0,130,6,136,211
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2168,2,31,236,94,9,42,7,7,94,4,0,2,1,1,527,18,546,789
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2169,2,95,317,138,4,82,6,19,154,10,0,3,3,2,831,45,878,1279
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2170,2,145,202,113,4,17,3,4,8,1,0,0,3,0,500,25,525,764
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2171,1,100,140,53,5,15,0,2,27,0,0,0,0,0,342,15,357,554
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2172,1,32,89,57,1,11,12,11,27,2,0,0,1,0,243,13,256,350
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2173,1,23,76,74,1,4,0,4,30,1,0,2,0,0,215,6,221,325
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2174,1,19,21,15,0,8,1,2,15,0,0,0,0,0,81,5,86,117
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,1,2,192,203,330,19,18,11,21,10,0,0,9,18,4,831,42,877,1406
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,2,2,220,157,318,15,28,14,27,19,0,0,1,17,1,816,38,855,1384
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,3,2,178,99,212,9,11,11,11,7,0,0,7,12,1,557,35,593,906
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,4,2,168,119,202,14,14,7,10,10,0,0,4,5,4,553,41,598,986
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,5,2,158,134,283,35,21,2,13,13,0,0,4,10,0,673,35,708,1058
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,6,1,38,49,152,11,5,3,19,5,0,0,0,4,0,286,26,312,437
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,7,1,90,42,196,13,6,1,9,3,0,0,1,7,1,368,19,388,585
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,8,1,70,23,88,7,5,2,8,2,0,0,0,4,0,209,13,222,358
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,9,1,24,51,77,2,2,2,9,1,0,0,5,3,0,176,4,180,229
5,16,MICHOACAN,19,TACÁMBARO,1,ACUITZIO,10,2,71,52,325,5,9,0,7,4,0,0,2,8,0,483,32,515,817
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,149,2,151,147,144,10,53,2,4,7,0,0,0,10,0,528,31,559,1046
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,150,2,146,145,112,15,67,2,5,6,0,0,1,5,0,504,22,526,893
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,151,3,371,255,299,13,77,18,11,37,0,0,5,20,0,1106,48,1154,1704
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,152,1,147,93,113,5,31,10,3,11,0,0,3,10,0,426,14,440,671
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,153,2,222,150,190,18,75,12,7,16,0,0,1,7,0,698,41,739,1340
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,154,3,423,338,306,28,119,6,7,19,0,0,7,16,0,1269,61,1330,2194
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,155,3,310,207,204,18,110,16,6,22,0,0,0,25,0,918,35,953,1626
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,156,4,304,336,407,52,123,9,12,27,0,0,3,30,0,1303,66,1369,2438
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,157,2,153,221,149,19,138,1,9,6,0,0,4,11,0,711,55,766,1476
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,158,2,139,125,185,14,125,3,3,7,0,0,3,12,0,616,36,652,1156
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,159,3,131,410,188,15,188,2,5,11,0,0,9,11,0,970,52,1022,1710
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,160,3,177,356,209,18,185,1,4,8,0,0,8,10,0,976,48,1024,1550
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,161,3,146,235,224,20,171,10,14,13,0,0,3,15,0,851,40,891,1614
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,162,1,27,50,74,7,25,2,2,2,0,0,2,4,0,195,8,203,319
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,163,2,73,150,99,12,133,3,6,0,0,0,3,10,0,489,17,506,929
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,164,1,77,65,132,12,45,0,2,1,0,0,0,6,0,340,21,361,556
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,165,2,94,141,202,7,39,1,2,2,0,0,1,4,0,493,16,509,794
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,166,2,81,233,170,16,69,1,2,4,0,0,3,11,0,590,28,618,1074
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,167,1,13,111,37,5,40,0,0,0,0,0,2,0,0,208,12,220,378
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,168,1,27,66,131,5,65,0,1,0,0,0,1,0,0,296,9,305,441
5,16,MICHOACAN,19,TACÁMBARO,9,ARIO,169,1,25,84,38,6,32,4,0,2,0,0,0,0,0,191,13,204,300
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,871,4,658,423,713,18,6,5,16,12,0,0,9,37,1,1897,68,1966,2863
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,872,2,290,198,371,4,4,0,5,5,0,0,2,17,1,896,40,937,1370
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,873,3,497,432,478,8,9,2,5,3,0,0,7,17,0,1458,48,1506,2142
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,874,2,405,87,99,4,6,0,3,1,0,0,3,3,0,611,26,637,907
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,875,2,325,129,366,7,1,0,2,3,0,0,0,0,0,833,33,866,1345
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,876,1,75,62,120,2,1,0,1,0,0,0,2,1,0,264,6,270,398
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,877,1,100,65,119,6,1,2,2,1,0,0,2,0,0,298,6,304,399
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,878,1,198,77,140,0,2,0,3,3,0,0,1,4,0,428,19,447,641
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,879,1,31,41,83,2,0,0,0,0,0,0,0,5,0,162,5,167,231
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,880,1,114,116,259,1,2,1,1,1,0,0,3,13,0,511,21,532,716
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,881,2,223,208,341,10,3,0,2,1,0,0,2,6,0,796,18,814,1134
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,882,1,51,92,162,2,0,0,0,0,0,0,3,5,0,315,0,315,456
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,883,1,26,52,61,0,1,0,0,0,0,0,0,1,0,141,4,145,205
5,16,MICHOACAN,19,TACÁMBARO,51,MADERO,884,1,10,60,35,2,0,0,0,0,0,0,0,0,0,107,3,110,142
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1844,2,161,182,233,7,14,19,16,68,0,0,9,8,0,717,35,752,1302
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1845,2,200,173,159,8,4,15,10,40,0,0,8,1,1,618,25,644,993
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1846,2,174,127,163,6,7,15,10,31,0,0,3,5,0,541,30,571,942
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1847,4,298,322,392,18,11,26,28,47,0,0,16,12,1,1170,50,1221,2288
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1848,4,283,307,468,17,26,20,67,79,0,0,7,4,2,1278,66,1346,2526
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1849,2,178,129,171,2,8,29,9,36,0,0,4,2,1,568,29,598,1063
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1850,2,155,121,134,8,10,23,3,27,0,0,1,2,0,484,15,499,350
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1851,3,243,209,298,11,34,29,11,63,0,0,3,11,0,912,46,958,1903
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1852,2,120,168,160,11,8,18,17,44,0,0,3,3,2,552,35,589,1163
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1853,6,455,571,701,37,29,55,64,120,0,0,30,21,0,2083,119,2202,4433
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1854,3,202,238,390,10,16,26,21,71,0,0,2,10,1,986,56,1043,1869
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1855,3,178,246,474,17,11,9,18,41,0,0,10,6,0,1010,51,1061,1860
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1856,4,193,417,474,14,29,26,38,15,0,0,17,13,1,1236,69,1306,2268
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1857,1,26,102,113,2,7,3,3,2,0,0,3,2,0,263,7,270,378
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1858,1,38,40,21,2,3,0,2,1,0,0,0,0,0,107,7,114,212
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1859,2,206,240,347,4,7,5,6,14,0,0,3,6,0,838,43,881,1486
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1860,2,131,234,143,4,12,7,10,6,0,0,5,5,0,557,28,585,1031
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1861,1,128,85,149,2,8,2,12,12,0,0,3,1,0,402,18,420,741
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1862,2,178,189,168,6,28,6,14,34,0,0,2,1,0,626,25,651,1031
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1863,2,251,245,130,12,12,14,29,15,0,0,4,1,0,713,19,732,1448
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1864,2,194,226,224,15,12,18,41,25,0,0,9,6,0,770,53,823,1479
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1865,1,116,97,67,5,5,5,13,19,0,0,4,4,0,335,8,343,645
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1866,2,103,113,201,6,27,14,17,23,0,0,11,3,0,518,29,547,855
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1867,4,421,353,359,32,28,13,25,45,0,0,13,7,0,1296,88,1384,2570
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1868,3,275,186,192,17,21,13,18,37,0,0,8,10,0,777,77,854,1854
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1869,2,54,264,188,6,10,5,8,35,0,0,12,5,0,587,26,613,1108
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1870,2,100,213,329,38,10,3,12,14,0,0,11,15,0,745,49,794,1453
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1871,1,11,27,33,1,0,1,3,0,0,0,0,0,0,76,2,78,112
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1872,2,83,136,162,6,5,20,9,4,0,0,6,3,0,434,24,458,933
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1873,3,222,212,230,8,10,7,12,64,1,0,9,2,0,777,52,829,1625
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1874,2,55,168,265,4,4,5,11,7,0,0,9,13,6,541,22,569,913
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1875,2,146,221,167,11,6,4,12,23,0,0,7,3,0,600,32,632,1116
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1876,3,162,287,355,9,9,13,28,68,0,0,8,6,0,945,39,984,1905
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1877,2,126,154,146,6,10,5,19,37,0,0,3,3,0,509,17,526,1000
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1878,2,91,140,198,4,9,2,14,14,0,0,6,7,0,485,15,500,963
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1879,2,128,268,236,6,7,6,20,26,0,0,15,11,6,723,23,752,1473
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1880,2,208,163,131,8,18,7,17,38,0,0,8,1,1,599,43,643,1154
5,16,MICHOACAN,19,TACÁMBARO,83,TACÁMBARO,1881,1,16,23,21,0,3,2,2,1,0,0,1,0,0,69,0,69,130
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2075,2,25,226,307,2,2,0,3,17,0,0,4,17,0,603,20,623,948
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2076,2,34,261,411,5,4,5,1,24,0,0,6,7,0,758,28,786,1183
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2077,1,45,202,150,5,3,1,2,12,0,0,1,8,0,429,16,445,641
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2078,1,39,55,181,3,2,0,0,3,0,0,0,4,0,287,8,295,505
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2079,2,61,365,254,7,3,4,12,51,0,0,9,3,0,769,13,782,1175
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2080,2,77,271,197,2,2,1,3,15,0,0,2,4,0,574,37,611,932
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2081,2,81,402,235,5,0,1,5,23,0,0,7,13,1,772,42,815,1219
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2082,1,47,235,145,1,2,1,4,19,0,0,3,1,0,458,7,465,671
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2083,2,109,276,264,4,5,0,9,24,0,0,2,2,0,695,18,713,1029
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2084,1,49,270,130,5,1,2,4,6,0,0,3,0,0,470,4,474,716
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2085,1,26,171,122,0,0,3,2,3,0,0,0,0,0,327,5,332,503
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2086,3,123,543,472,25,13,1,4,50,0,0,9,10,0,1250,27,1277,1947
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2087,1,5,191,134,0,5,2,2,2,0,0,9,5,3,355,11,369,635
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2088,1,8,203,125,2,1,1,3,2,0,0,2,1,0,348,12,360,614
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2089,1,5,190,111,2,0,0,1,1,0,0,0,8,0,318,18,336,595
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2090,1,31,84,151,2,2,2,2,4,0,0,0,9,0,287,21,308,452
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2091,1,24,153,152,5,1,3,2,15,0,0,3,2,1,360,13,374,550
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2092,1,40,196,186,2,3,0,2,5,0,0,4,6,0,444,21,465,739
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2093,1,16,123,230,2,3,0,0,4,0,0,0,10,0,388,12,400,685
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2094,1,17,114,76,0,4,0,2,1,0,0,0,0,0,214,9,223,330
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2095,1,14,73,172,3,1,0,0,4,0,0,0,0,0,267,8,275,419
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2096,2,40,79,415,10,1,0,1,9,0,0,0,31,0,586,13,599,1022
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2097,2,32,140,559,0,0,0,3,2,0,0,0,0,0,736,30,766,1284
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2098,1,16,70,177,5,4,1,1,15,0,0,4,1,0,294,21,315,423
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2099,1,4,96,275,6,2,1,0,1,0,0,3,5,0,393,14,407,629
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2101,1,8,27,83,0,1,0,0,11,0,0,0,0,0,130,5,135,205
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2102,3,61,380,364,9,13,0,5,3,0,0,122,6,0,963,31,994,1219
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2103,1,12,36,20,1,1,0,3,2,0,0,0,2,0,77,1,78,101
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2104,1,41,88,98,0,3,0,1,7,0,0,0,3,0,241,11,252,401
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2105,1,8,22,46,1,1,1,1,0,0,0,0,1,0,81,0,81,131
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2107,1,19,36,97,4,3,0,4,5,0,0,39,311,0,518,6,524,237
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2108,1,4,20,59,2,1,0,2,5,0,0,0,4,0,97,1,98,163
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2109,1,60,51,110,2,0,0,3,10,0,0,0,7,0,243,10,253,375
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2110,2,55,131,146,4,3,0,3,17,0,0,1,5,0,365,22,387,598
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2111,1,9,27,99,4,2,0,3,1,0,0,0,0,0,145,1,146,246
5,16,MICHOACAN,19,TACÁMBARO,98,TURICATO,2112,1,12,24,74,1,1,0,1,7,0,0,0,5,0,125,4,129,262
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1349,3,125,442,405,12,4,2,6,14,0,0,3,17,0,1030,19,1049,1575
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1350,3,86,549,433,3,2,2,6,20,7,0,1,6,0,1115,18,1133,1543
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1351,2,99,507,322,6,1,4,3,28,5,0,3,2,0,980,18,998,1346
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1352,3,108,786,313,11,3,5,4,17,5,0,3,1,0,1256,22,1278,1696
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1353,4,167,595,688,11,9,6,13,16,36,0,2,11,0,1554,16,1570,2256
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1354,3,216,608,507,10,5,9,8,48,4,0,3,9,0,1427,26,1453,2175
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1355,1,37,61,217,1,2,0,0,2,5,0,0,2,0,327,4,331,566
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1356,2,66,95,329,2,2,3,3,2,2,0,0,6,0,510,15,525,813
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1357,2,31,51,342,7,4,1,1,1,2,0,0,6,0,446,11,457,721
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1358,1,5,40,35,0,1,0,0,0,0,0,0,1,0,82,0,82,110
5,16,MICHOACAN,20,URUAPAN SUR,59,NUEVO PARANGARICUTIRO,1359,1,23,40,55,2,1,1,1,1,0,0,0,2,0,126,3,129,193
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1950,2,311,299,256,4,10,7,12,8,5,0,5,1,0,918,30,948,1407
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1951,2,309,270,268,3,5,12,6,13,5,0,6,4,0,901,17,918,1351
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1952,2,321,340,257,3,7,6,8,16,6,0,2,3,0,969,34,1003,1455
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1953,2,341,355,175,2,4,4,3,9,5,0,2,1,0,901,29,930,1311
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1954,2,246,145,175,4,6,3,2,10,4,0,2,1,0,598,21,619,1099
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1955,4,271,349,655,9,14,1,4,5,1,0,0,12,0,1321,33,1354,2042
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1956,2,128,187,167,1,1,1,2,1,0,0,2,6,2,496,15,513,723
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1957,2,242,65,212,3,4,2,3,2,3,0,0,2,0,538,18,556,853
5,16,MICHOACAN,20,URUAPAN SUR,88,TARETAN,1958,1,81,42,67,1,1,0,0,2,5,0,0,4,0,203,5,208,302
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2207,8,555,462,545,31,72,44,46,90,73,0,10,14,2,1942,75,2019,5695
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2232,2,174,117,122,10,15,6,15,17,10,0,2,7,2,495,15,512,1166
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2233,3,124,68,115,17,13,17,9,23,16,0,0,3,0,405,24,429,810
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2234,2,154,85,113,9,15,10,16,18,18,0,0,3,0,441,23,464,1117
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2235,3,107,173,300,6,25,6,13,30,6,0,2,10,0,678,35,713,1673
