CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,PRD_PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1241,C02,78,69,65,9,6,5,5,11,12,0,1,3,0,264,19,283,582,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1242,B,49,64,103,7,4,16,3,15,4,0,1,5,0,271,20,291,631,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1242,C01,53,60,108,3,10,14,11,17,12,0,2,3,0,293,14,307,630,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1242,C02,64,76,89,3,6,20,3,18,6,0,1,5,0,291,24,315,630,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1243,B,34,39,61,9,2,6,2,2,6,0,0,2,3,163,8,174,427,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1243,C01,30,47,59,18,2,5,3,7,5,0,0,0,2,176,10,188,426,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1244,B,38,52,61,9,10,4,2,6,8,0,0,0,2,190,13,205,573,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1244,C01,33,52,76,8,5,4,4,9,10,0,0,2,0,203,8,211,573,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1245,B,28,53,54,18,5,3,2,7,7,0,2,5,0,184,0,184,512,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1245,C01,35,46,59,21,8,5,2,6,2,0,2,6,0,192,15,207,511,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1245,C02,27,53,89,0,0,3,1,3,4,0,0,0,0,180,15,195,511,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1246,B,39,57,78,23,3,10,6,16,2,0,0,0,0,234,25,259,557,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1269,B,42,64,57,26,4,6,7,16,6,0,2,3,0,233,26,259,619,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1269,C01,28,65,84,27,7,6,5,14,3,0,3,7,0,249,23,272,618,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1270,B,74,107,90,15,4,7,2,16,7,0,5,11,0,338,21,359,699,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1270,C01,59,123,92,22,11,9,5,33,3,0,6,8,0,371,19,390,699,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1270,C02,76,102,107,5,6,4,1,7,6,0,0,0,0,314,21,335,699,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1270,C03,70,92,97,10,5,5,2,19,8,0,7,15,0,330,13,343,699,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1270,C04,61,106,108,9,5,8,6,37,6,0,6,5,0,357,18,375,699,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1273,B,46,148,89,11,6,8,20,2,4,0,6,4,1,344,18,363,674,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1273,E01,39,86,39,21,0,1,1,3,2,0,2,2,0,196,7,203,369,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1274,B,21,41,23,10,1,0,5,1,2,0,0,2,0,106,5,111,189,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1275,B,18,109,37,5,3,3,5,5,3,0,1,0,0,189,7,196,419,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1276,B,56,69,100,13,3,0,2,5,5,0,5,9,0,267,19,286,586,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1276,C01,52,82,92,13,5,3,4,4,9,0,1,5,0,270,16,286,585,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1276,C02,69,73,103,14,4,7,2,3,4,0,3,9,0,291,18,309,585,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1278,B,28,104,74,19,9,2,3,12,3,0,1,4,0,259,28,287,527,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1278,E01,15,40,41,5,3,2,4,3,2,0,2,0,0,117,4,121,205,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1279,B,45,83,27,7,6,7,2,4,4,0,5,1,0,191,17,208,453,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1279,C01,56,92,24,7,5,1,0,8,2,0,0,2,0,197,16,213,452,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1280,B,51,90,34,3,3,4,2,2,3,0,4,3,0,199,14,213,383,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1280,E01,20,110,31,7,2,2,1,0,2,0,3,0,0,178,9,187,312,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1280,E02,47,63,18,18,3,1,1,1,1,0,2,4,0,159,10,169,280,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1280,E03,27,89,15,5,9,1,4,1,0,0,0,0,0,151,11,162,370,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1286,B,65,64,124,10,12,13,4,10,9,0,7,0,0,318,18,336,741,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1286,C01,55,76,128,12,5,9,2,11,6,0,1,15,0,320,0,320,741,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1286,C02,82,62,118,9,6,11,6,13,11,0,2,9,0,329,25,354,740,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1286,C03,51,74,118,18,8,18,1,14,6,0,0,0,1,308,19,328,740,ACTA CASILLA,,,
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1287,B,82,49,88,6,5,7,4,19,11,0,1,7,1,279,19,299,529,ACTA CASILLA,,,
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1164,M01,53,37,72,5,4,1,0,9,1,1,1,2,1,186,2,189,526,ACTA CASILLA,,,
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1164,M02,62,48,46,0,3,8,1,10,3,0,2,3,0,186,3,189,526,ACTA CASILLA,,,
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1164,M03,71,24,53,4,4,9,0,8,1,1,2,2,0,179,1,180,525,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1288,B,111,36,62,5,1,9,34,4,6,0,0,1,0,269,26,295,452,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1288,C01,95,44,92,2,2,9,19,0,1,0,0,0,0,264,12,276,452,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1289,B,123,67,70,8,4,10,45,7,3,0,0,1,0,338,29,367,533,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1289,C01,111,100,78,9,0,5,35,3,1,0,0,0,0,342,23,365,532,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1290,B,143,67,108,8,1,4,53,1,0,0,1,2,0,388,13,401,623,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1291,B,98,68,75,16,3,3,30,2,0,0,0,1,0,296,12,308,489,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1292,B,56,41,62,15,1,10,57,6,0,0,0,1,0,249,5,254,566,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1292,C01,46,39,69,28,4,13,30,4,2,0,0,1,0,236,4,240,565,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1293,B,79,56,69,6,6,22,47,5,0,0,0,0,0,290,12,302,521,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1293,C01,69,62,60,1,4,11,26,11,0,0,0,3,0,247,12,259,521,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1294,B,43,52,78,7,2,32,25,18,1,0,0,1,0,259,8,267,414,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1294,C01,24,44,116,3,1,18,12,28,1,0,0,0,0,247,7,254,413,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1295,B,53,80,56,6,2,5,6,4,1,0,1,2,0,216,13,229,344,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1295,E01,46,34,32,6,1,3,44,0,0,0,0,1,0,167,7,174,311,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1296,B,29,44,63,16,2,10,22,4,0,0,1,1,0,192,14,206,393,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,55,MORELOS,1296,C01,37,46,53,7,2,12,17,2,0,0,0,2,0,178,16,194,392,RECUENTO,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1297,B,22,99,125,4,2,0,6,3,0,0,2,1,0,264,7,271,500,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1297,C01,27,98,119,4,1,1,2,4,0,0,1,2,0,259,12,271,499,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1298,B,55,67,161,0,1,1,1,13,1,0,1,6,0,307,2,309,573,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1298,C01,60,93,162,2,1,4,3,8,0,0,2,1,3,336,12,351,572,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1298,C02,54,86,158,2,1,2,2,6,1,0,2,6,0,320,12,332,572,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1298,C03,36,79,161,1,2,7,0,6,0,0,0,2,0,294,7,301,572,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1299,B,60,119,114,3,0,1,4,14,2,0,1,2,0,320,8,328,515,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1299,C01,43,127,108,4,2,3,1,15,0,0,1,6,0,310,13,323,515,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1300,B,63,130,152,2,2,0,2,11,0,0,0,1,0,363,11,374,616,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1300,C01,56,117,156,3,0,0,3,13,1,0,0,0,0,349,7,356,616,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1301,B,51,125,111,1,0,2,2,13,1,0,0,3,0,309,8,317,575,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1301,C01,39,145,117,0,2,2,3,8,2,0,0,2,0,320,10,330,575,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1302,B,45,91,147,2,3,2,5,7,0,0,0,0,0,302,4,306,581,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1302,C01,47,84,138,0,3,0,3,13,2,0,1,3,0,294,2,296,580,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1302,C02,44,103,142,1,2,0,1,3,0,0,0,1,0,297,12,309,580,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1303,B,29,114,158,3,1,2,5,17,0,0,0,1,0,330,7,337,593,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1303,C01,29,96,142,6,3,1,10,11,1,0,0,3,0,302,12,314,593,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1303,C02,35,93,162,2,3,2,6,8,0,0,0,0,0,311,12,323,592,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1304,B,36,138,158,4,2,4,5,25,1,0,1,4,0,378,10,388,689,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1304,C01,50,126,167,2,3,1,5,23,1,0,0,22,0,400,20,420,688,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1305,B,56,118,116,5,2,4,22,9,3,0,0,3,0,338,8,346,637,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1305,C01,63,144,122,4,2,2,10,17,0,0,0,0,0,364,7,371,637,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1306,B,36,85,125,0,3,1,0,16,1,0,0,3,0,270,5,275,495,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1306,C01,27,89,140,1,1,3,3,11,0,0,1,1,0,277,13,290,494,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1307,B,71,88,181,8,2,6,0,14,3,0,2,3,0,378,14,392,717,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1307,C01,69,116,168,2,1,3,6,22,3,0,0,3,0,393,16,409,716,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1308,B,32,108,144,5,0,3,3,17,3,0,2,2,0,319,15,334,608,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1308,C01,51,122,138,7,2,5,3,27,0,0,0,3,0,358,15,373,607,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1308,S01,35,73,107,4,1,0,3,9,0,0,2,0,0,234,6,240,0,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1309,B,29,115,108,2,1,1,5,18,1,0,0,0,0,280,6,286,479,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1309,C01,40,87,119,1,0,0,3,14,0,0,0,0,0,264,13,277,479,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1310,B,32,93,182,1,1,5,10,8,2,0,0,2,1,336,13,350,572,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1310,C01,38,105,142,11,2,2,2,11,0,0,107,495,1,915,5,921,572,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1310,E01,46,138,151,5,2,0,2,11,1,0,0,0,0,356,14,370,596,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1311,B,38,101,167,0,0,1,0,8,1,0,0,0,0,316,13,329,561,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1311,C01,38,128,137,1,4,1,5,4,0,0,0,1,0,319,10,329,560,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1312,B,44,184,120,0,0,4,3,12,0,0,1,2,0,370,11,381,724,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1312,C01,49,182,125,0,0,3,3,15,0,0,0,0,0,377,13,390,724,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1313,B,20,132,112,2,7,0,4,4,0,0,0,0,0,281,9,290,570,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1313,C01,18,98,131,1,0,1,4,9,1,0,0,1,0,264,4,268,569,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1313,C02,26,96,124,0,0,0,1,13,0,0,1,1,0,262,14,276,569,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1314,B,10,97,250,2,1,0,1,0,0,0,0,2,0,363,8,371,536,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1315,B,22,157,194,4,1,0,3,5,0,0,0,0,0,386,9,395,641,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1315,C01,22,120,206,3,0,0,1,4,0,0,0,4,0,360,7,367,640,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1315,C02,24,115,206,0,0,0,0,4,2,0,1,0,0,352,4,356,640,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1316,B,25,158,154,4,2,1,3,12,1,0,0,0,0,360,24,384,741,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1316,C01,26,162,155,3,1,0,4,5,5,0,1,2,0,364,16,380,740,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1317,B,33,101,225,1,0,1,3,4,0,0,0,1,0,369,6,375,706,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1317,C01,36,122,196,1,0,1,1,8,0,0,0,0,1,365,5,371,706,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1318,B,34,136,186,7,4,2,8,10,1,0,0,1,0,389,9,398,718,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1318,C01,33,134,189,4,4,0,8,7,1,0,1,3,0,384,13,397,717,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1319,B,25,91,104,1,0,3,6,6,0,0,0,0,0,236,0,236,454,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1319,C01,28,65,138,1,1,1,5,3,0,0,0,1,0,243,7,250,454,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,56,MÚGICA,1320,B,41,100,176,2,1,0,1,5,1,0,3,3,0,333,6,339,596,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1321,B,70,122,105,15,2,100,8,71,4,0,0,4,0,501,22,523,719,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1321,C01,56,120,142,19,2,86,10,79,4,0,0,1,0,519,13,532,719,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1321,C02,59,118,149,11,0,85,5,92,0,0,0,2,0,521,17,538,718,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1322,B,63,111,89,5,1,94,6,69,2,0,0,0,0,440,16,456,580,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1322,C01,52,131,90,4,1,51,6,87,3,0,0,0,0,425,21,446,579,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1323,B,60,95,143,13,0,52,11,58,3,0,1,4,0,440,8,448,617,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1323,C01,49,72,149,10,3,70,5,67,3,0,0,2,0,430,12,442,616,RECUENTO,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1323,S01,79,156,165,60,7,1,7,7,0,0,0,4,0,486,9,495,0,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1323,C02,47,107,128,12,3,57,9,70,1,0,0,3,0,437,17,454,616,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1324,B,64,87,148,9,5,93,12,89,1,0,0,6,0,514,20,534,703,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1324,C01,51,115,133,13,5,86,4,99,2,0,0,4,0,512,18,530,702,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1324,C02,61,119,133,15,6,96,7,74,0,0,0,0,0,511,18,529,702,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1325,B,17,32,147,6,0,33,5,12,1,0,1,3,0,257,15,272,396,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1325,C01,8,31,146,8,0,44,5,12,0,0,0,4,0,258,19,277,395,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1326,B,21,84,204,8,0,78,2,29,0,0,0,2,1,428,25,454,655,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1326,C01,17,111,183,7,1,69,2,44,3,0,1,4,0,442,24,466,655,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1327,B,22,80,202,1,2,2,8,27,0,0,0,2,0,346,6,352,513,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1327,C01,18,105,193,6,0,9,2,20,0,0,1,1,0,355,6,361,513,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1327,C02,17,116,166,4,0,4,14,12,0,0,0,6,0,339,16,355,513,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1328,B,24,130,197,1,1,1,6,40,2,0,3,0,0,405,16,421,587,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1328,C01,8,131,183,3,1,10,8,30,0,0,2,2,0,378,5,383,587,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1328,C02,13,128,157,4,4,7,8,45,0,0,2,2,0,370,15,385,586,RECUENTO,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1329,B,14,72,203,5,1,68,5,34,2,0,2,9,0,415,13,428,613,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1330,B,10,66,176,3,4,44,2,18,0,0,0,6,0,329,6,335,461,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1331,B,10,104,186,4,0,5,1,8,8,0,1,3,0,330,18,348,577,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1331,C01,6,132,162,4,1,6,3,13,6,0,1,2,0,336,11,347,576,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1332,B,15,152,174,8,0,5,3,13,2,0,1,3,0,376,8,384,532,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1332,C01,21,148,141,6,0,4,1,31,5,0,3,3,0,363,18,381,531,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1333,B,13,69,68,6,6,36,2,19,2,0,0,2,1,223,9,233,395,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1333,C01,29,58,81,8,1,27,2,27,0,0,0,3,0,236,15,251,394,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1334,B,8,141,209,8,2,25,1,76,2,0,1,5,0,478,36,514,679,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1334,C01,11,177,217,3,1,15,3,73,6,0,1,1,1,508,31,540,678,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1335,B,8,73,158,1,1,11,3,32,1,0,1,3,0,292,10,302,395,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,57,NAHUÁTZEN,1335,C01,9,73,161,2,0,6,0,32,0,0,0,1,0,284,18,302,395,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1336,B,13,160,199,10,1,5,1,5,1,0,2,6,0,403,6,409,569,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1337,B,19,173,167,6,0,1,4,5,0,0,1,4,0,380,7,387,510,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1337,C01,22,169,175,7,0,0,2,6,0,0,1,8,0,390,9,399,509,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1338,B,27,187,166,6,1,1,0,1,0,0,3,3,0,395,8,403,534,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1338,C01,46,171,142,3,0,0,0,4,0,0,4,1,0,371,13,384,534,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1338,C02,23,173,167,14,1,0,1,5,0,0,3,9,0,396,12,408,533,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1339,B,6,134,136,2,1,0,0,0,0,0,1,3,0,283,0,283,345,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1340,B,3,20,83,0,0,0,0,3,0,0,0,0,0,109,1,110,124,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1341,B,11,83,107,2,0,0,0,2,0,0,1,2,0,208,0,208,261,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1342,B,16,164,207,2,2,1,11,3,0,0,0,2,0,408,13,421,525,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1342,C01,22,147,218,2,3,0,2,4,0,0,7,1,1,406,8,415,524,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1343,B,4,89,229,0,0,0,0,2,1,0,0,2,0,327,7,334,426,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1344,B,13,113,298,2,1,1,0,15,1,0,4,13,0,461,27,488,620,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1345,B,0,29,70,1,0,0,0,0,0,0,2,2,0,104,2,106,110,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1346,B,7,109,97,4,0,0,0,1,0,0,2,3,0,223,4,227,267,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,58,NOCUPÉTARO,1347,B,6,42,64,3,0,0,0,0,0,0,0,2,0,117,1,118,136,ACTA CASILLA,,,
