CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,PRD_PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,77,C01,62,53,62,21,2,5,2,14,4,0,1,1,1,227,10,238,570,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,77,C02,113,58,84,20,1,9,6,10,0,0,3,2,0,306,10,316,570,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,78,B,87,65,94,43,4,8,5,13,2,0,0,4,0,325,14,339,713,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,78,C01,95,78,69,48,1,7,4,10,3,0,0,2,0,317,18,335,712,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,79,B,73,65,46,11,1,4,0,22,1,0,2,3,0,228,3,231,420,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,79,C01,89,49,43,8,1,3,0,8,0,0,3,0,0,204,8,212,420,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,80,B,83,65,70,18,1,7,5,13,0,0,0,2,0,264,11,275,533,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,80,C01,112,70,71,18,4,4,3,7,4,0,1,1,0,295,8,303,533,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,81,B,88,55,72,19,4,3,3,7,2,0,0,0,0,253,5,258,422,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,81,C01,106,35,53,10,2,8,1,11,1,0,0,5,1,232,3,236,422,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,82,B,88,94,77,21,3,17,4,7,4,0,4,1,0,320,13,333,707,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,82,C01,97,86,102,18,3,8,6,7,4,0,0,0,0,331,9,340,707,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,83,B,58,46,57,2,37,15,0,8,7,0,1,5,0,236,14,250,491,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,83,C01,66,49,55,27,5,7,1,13,2,0,0,0,0,225,9,234,490,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,84,B,50,59,60,41,2,7,4,5,5,0,0,2,2,235,23,260,530,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,84,C01,57,62,63,21,6,10,2,2,3,0,4,4,0,234,26,260,529,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,84,C02,58,60,70,25,1,6,1,10,6,0,1,0,0,238,0,238,529,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,85,B,94,70,59,14,3,12,2,22,3,0,0,2,3,281,12,296,477,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,85,C01,86,68,68,19,2,6,4,6,3,0,0,0,2,262,15,279,476,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,86,B,144,91,104,24,2,2,5,26,4,0,1,2,2,405,8,415,727,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,87,B,103,58,62,16,5,9,3,14,2,0,3,1,0,276,10,286,480,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,87,C01,88,71,60,14,4,9,2,12,4,0,0,0,0,264,0,264,479,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,88,B,102,62,65,21,2,9,3,9,7,0,4,0,0,284,13,297,568,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,88,C01,98,48,74,25,6,4,5,14,0,0,0,3,3,277,12,292,567,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,89,B,106,60,47,21,4,0,5,8,5,0,2,0,0,258,8,266,523,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,89,C01,104,42,62,21,7,1,5,16,4,0,1,0,0,263,10,273,523,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,90,B,72,54,68,0,0,5,0,12,1,0,1,0,0,213,0,213,385,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,90,C01,89,40,41,8,1,6,3,7,2,0,0,3,0,200,3,203,385,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,91,B,100,64,64,14,1,3,1,8,0,0,2,2,0,259,11,270,469,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,92,B,86,62,51,10,6,2,2,14,2,0,1,0,0,236,12,248,404,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,92,C01,90,58,48,10,4,5,0,10,1,0,2,1,0,229,3,232,404,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,93,B,147,93,55,40,1,2,4,16,3,0,3,0,0,364,17,381,728,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,94,B,85,59,40,24,4,3,0,10,4,0,1,2,0,232,5,237,464,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,94,C01,74,47,55,26,1,3,2,20,2,0,0,0,0,230,15,245,463,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,95,B,151,98,57,13,1,13,0,10,1,0,2,2,1,348,9,358,630,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,95,S01,177,124,134,27,5,23,6,31,5,0,1,4,1,537,14,552,0,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,96,B,65,85,65,8,2,2,2,14,1,0,2,1,0,247,15,262,497,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,96,C01,69,69,72,12,2,6,1,5,4,0,2,3,0,245,13,258,496,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,97,B,145,97,75,27,2,9,3,20,2,0,0,0,0,380,12,392,703,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,98,B,86,47,71,12,5,2,2,11,2,0,1,2,0,241,5,246,450,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,98,C01,76,44,74,9,3,5,3,6,1,0,5,2,0,228,4,232,450,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,99,B,57,84,58,13,1,13,1,5,6,0,3,2,0,243,13,256,525,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,99,C01,58,67,74,14,2,6,0,11,1,0,0,0,0,233,12,245,524,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,100,B,103,95,79,26,4,6,4,28,1,0,0,1,0,347,7,354,701,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,101,B,92,70,57,19,3,5,4,11,2,0,1,0,0,264,10,274,574,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,101,C01,83,73,61,15,0,5,7,17,1,0,1,0,0,263,13,276,574,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,101,C02,83,59,69,12,6,9,4,23,4,0,0,1,0,270,0,270,573,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,102,B,117,107,66,21,8,9,3,9,2,0,3,1,0,346,8,354,666,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,103,B,77,48,111,33,10,15,5,15,7,0,1,2,0,324,22,346,641,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,104,B,59,69,74,26,7,10,5,8,2,0,0,0,7,260,22,289,593,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,104,C01,67,52,92,27,3,5,7,15,3,0,3,2,3,276,15,294,593,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,105,B,42,72,95,33,10,4,5,36,4,0,3,0,0,304,13,317,672,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,105,C01,35,84,95,27,0,6,3,34,4,0,0,0,0,288,23,311,672,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,105,C02,54,71,80,32,6,4,5,31,1,0,0,4,3,288,19,310,671,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,105,C03,56,69,85,28,3,6,5,30,3,0,4,2,0,291,20,311,671,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,106,B,73,61,103,15,3,7,0,15,3,0,0,3,2,283,19,304,556,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,106,C01,62,48,100,30,5,1,5,9,4,0,3,1,0,268,16,284,555,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,107,B,51,55,65,22,4,3,2,7,7,0,1,0,0,217,16,233,408,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,107,C01,66,42,57,15,3,8,0,13,0,0,0,1,0,205,0,205,408,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,108,B,68,72,76,15,6,4,3,14,2,0,1,2,0,263,11,274,545,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,108,C01,64,73,62,12,5,9,1,21,0,0,2,0,1,249,11,261,545,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,108,C02,57,87,65,10,5,11,2,18,2,0,1,3,0,261,6,267,545,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,109,B,79,85,123,16,6,4,7,18,0,0,91,0,0,429,13,442,739,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,109,C01,100,95,100,23,4,7,2,16,3,0,2,3,0,355,6,361,738,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,109,S01,16,23,19,2,1,4,1,0,0,0,0,0,0,66,2,68,0,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,110,B,36,63,85,21,2,8,0,14,1,0,1,0,0,231,11,242,502,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,110,C01,41,61,65,26,4,6,4,5,2,0,0,0,0,214,6,220,502,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,110,C02,47,55,57,13,5,8,4,15,1,0,0,1,1,206,11,218,501,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,111,B,117,74,86,12,2,11,6,19,5,0,1,0,0,333,13,346,619,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,111,C01,108,74,75,8,2,16,6,17,6,0,0,1,0,313,13,326,618,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,111,C02,131,68,66,18,4,8,2,22,6,0,0,2,0,327,12,339,618,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,111,C03,131,72,64,10,6,12,3,26,5,0,4,1,0,334,12,346,618,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,112,B,75,74,92,25,4,6,1,28,2,0,0,1,1,308,13,322,647,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,112,C01,80,73,93,23,9,14,4,16,1,0,0,4,0,317,10,327,647,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,112,C02,81,71,87,32,1,5,2,12,4,0,0,0,0,295,17,312,647,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,113,B,75,83,97,17,2,4,3,23,4,0,3,2,1,313,15,329,618,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,113,C01,77,78,60,23,5,8,6,19,1,0,1,3,0,281,7,288,617,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,113,E01,74,71,56,20,3,7,3,24,2,0,2,1,1,263,21,285,600,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,113,E01C01,76,61,89,17,3,7,5,19,3,0,11,0,2,291,13,306,599,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,113,E01C02,63,63,44,23,3,7,3,20,5,0,1,1,2,233,11,246,599,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,113,E01C03,61,64,55,32,4,6,2,31,4,0,4,1,0,264,9,273,599,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,113,C02,52,47,55,37,5,6,2,22,4,0,0,0,2,230,3,235,617,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,113,C03,66,57,55,30,2,2,0,19,2,0,2,2,0,237,16,253,617,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,114,B,86,63,62,20,1,3,3,5,3,0,0,2,2,248,9,259,472,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,114,C01,115,70,58,12,3,4,2,7,5,0,1,2,0,279,17,296,472,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,115,B,101,118,61,7,7,1,4,1,2,0,2,1,0,305,14,319,634,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,115,C01,93,100,72,9,3,5,5,10,4,0,2,3,0,306,22,328,634,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,116,B,37,71,111,16,1,1,0,9,2,0,1,0,0,249,6,255,540,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,116,C01,37,58,83,13,2,3,2,13,0,0,0,0,0,211,9,220,539,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,117,B,36,71,78,13,2,4,0,4,0,0,0,2,0,210,0,210,415,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,117,C01,38,64,84,11,1,9,1,5,1,0,0,0,0,214,8,222,414,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,118,B,86,152,72,23,3,4,6,4,1,0,0,7,0,358,9,367,665,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,119,B,63,92,51,14,6,13,4,22,2,0,2,0,0,269,12,281,549,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,119,C01,71,99,34,19,3,11,3,13,4,0,0,0,0,257,4,261,549,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,119,C02,82,82,57,27,2,6,2,21,2,0,0,0,1,281,8,290,548,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,120,B,51,64,35,5,3,0,1,8,1,0,3,3,0,174,5,179,462,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,120,C01,45,75,53,7,2,0,1,4,1,0,0,8,7,196,0,203,462,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,120,E01,54,23,68,8,4,6,3,27,3,0,1,0,0,197,6,203,387,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,121,B,33,59,70,18,3,6,4,10,2,0,0,0,0,205,12,217,499,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,121,C01,25,33,75,19,2,6,2,13,1,0,0,2,0,178,7,185,498,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,122,B,24,73,85,11,2,2,1,26,1,0,0,0,0,225,9,234,428,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,122,C01,29,69,103,9,3,4,3,12,0,0,3,6,0,241,0,241,427,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,123,B,2,53,25,28,1,2,1,8,1,0,0,1,1,122,2,125,224,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,124,B,45,102,90,35,3,6,2,7,0,0,2,1,0,293,16,309,536,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,125,B,83,90,79,4,4,5,2,27,2,0,1,2,0,299,12,311,627,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,125,E01,29,15,46,6,0,10,0,8,0,0,0,0,0,114,7,121,239,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,126,B,89,76,62,12,0,4,1,17,1,0,0,4,0,266,8,274,477,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,127,B,10,71,38,11,2,2,0,47,6,0,0,0,0,187,4,191,301,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,127,E01,9,47,27,6,2,1,0,8,1,0,1,1,0,103,4,107,226,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,128,B,7,30,72,24,1,2,0,8,4,0,4,2,0,154,4,158,368,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,129,B,36,52,58,16,0,5,2,39,4,0,0,1,0,213,10,223,414,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,129,C01,26,48,69,7,1,6,1,38,1,0,4,2,0,203,9,212,414,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,130,B,12,6,20,13,1,0,0,2,0,0,0,1,0,55,1,56,157,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,131,B,21,20,29,5,1,1,0,0,0,0,1,1,0,79,1,80,131,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,2660,B,39,55,46,17,4,8,2,9,8,0,2,1,0,191,13,204,397,RECUENTO,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,2661,B,36,60,131,5,2,8,1,5,0,0,0,3,0,251,9,260,396,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,2662,B,53,107,78,17,1,5,5,11,1,0,2,1,0,281,6,287,552,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,2663,B,17,28,37,1,1,0,1,0,1,0,0,0,0,86,3,89,153,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,2664,B,8,65,38,27,0,0,0,14,0,0,1,4,0,157,0,157,229,ACTA CASILLA,,,
5,16,MICHOACAN,23,APATZINGÁN,6,APATZINGÁN,2665,B,26,29,42,16,0,0,0,22,0,0,0,0,0,135,5,140,323,ACTA CASILLA,,,
5,16,MICHOACAN,3,MARAVATÍO,7,APORO,132,B,71,130,189,28,1,0,1,8,0,0,1,3,0,432,6,438,529,ACTA CASILLA,,,
5,16,MICHOACAN,3,MARAVATÍO,7,APORO,132,C01,87,132,160,15,1,0,1,8,1,0,1,2,0,408,11,419,528,ACTA CASILLA,,,
5,16,MICHOACAN,3,MARAVATÍO,7,APORO,133,B,94,98,126,8,0,2,1,12,1,0,3,3,0,348,15,363,454,ACTA CASILLA,,,
5,16,MICHOACAN,3,MARAVATÍO,7,APORO,133,C01,101,94,105,12,2,2,2,7,0,0,0,5,0,330,12,342,454,ACTA CASILLA,,,
5,16,MICHOACAN,3,MARAVATÍO,7,APORO,134,B,36,41,108,7,0,0,0,2,0,0,0,0,0,194,7,201,246,ACTA CASILLA,,,
5,16,MICHOACAN,3,MARAVATÍO,7,APORO,135,B,80,104,77,23,0,0,1,5,1,0,1,7,0,299,15,314,351,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,136,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,SIN BOLETAS,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,136,C01,0,0,0,0,0,0,0,0,0,0,0,13,0,13,23,36,509,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,137,B,22,50,142,7,191,2,2,2,1,0,1,13,0,433,23,456,642,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,137,C01,32,41,165,6,174,8,1,0,2,0,0,18,0,447,13,460,642,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,137,C02,41,48,136,28,195,3,3,3,0,0,0,0,0,457,9,466,641,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,138,B,10,17,16,18,89,0,1,0,0,0,16,16,0,183,0,183,427,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,138,C01,12,20,157,20,80,1,3,1,0,0,0,21,0,315,9,324,426,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,139,B,155,60,96,8,103,1,1,5,0,0,5,6,0,440,15,455,634,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,139,C01,156,37,97,5,134,2,1,4,0,0,0,13,2,449,8,459,634,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,139,C02,122,41,100,2,159,4,2,9,2,0,1,3,0,445,16,461,633,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,140,B,7,4,191,160,32,0,1,2,0,0,0,10,0,407,11,418,524,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,140,C01,9,8,152,188,27,0,3,0,0,0,0,14,0,401,7,408,524,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,140,C02,5,16,179,151,34,2,2,3,0,0,1,14,0,407,4,411,524,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,141,B,147,55,86,13,175,1,6,0,1,0,0,7,0,491,17,508,593,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,141,C01,161,52,72,15,187,0,3,0,0,0,0,4,0,494,12,506,592,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,142,B,51,24,124,16,342,2,6,0,0,0,1,6,0,572,8,580,674,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,142,C01,71,21,127,20,310,1,0,10,1,0,1,7,0,569,9,578,673,RECUENTO,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,142,E01,13,25,104,13,249,1,2,0,0,0,0,4,0,411,2,413,467,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,142,E01C01,28,15,118,11,214,0,6,3,0,0,1,139,0,535,6,541,466,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,143,B,15,7,187,14,154,0,1,0,1,0,1,18,0,398,9,407,515,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,143,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,SIN BOLETAS,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,144,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,SIN BOLETAS,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,145,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,SIN BOLETAS,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,145,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,SIN BOLETAS,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,145,C02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,SIN BOLETAS,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,146,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,SIN BOLETAS,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,146,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,SIN BOLETAS,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,147,B,37,15,308,43,69,0,4,2,0,0,2,19,0,499,10,509,642,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,147,C01,43,17,275,86,72,3,2,5,2,0,0,12,0,517,10,527,642,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,147,C02,39,12,338,47,44,3,3,0,2,0,1,15,0,504,5,509,641,ACTA CASILLA,,,
5,16,MICHOACAN,21,COALCOMÁN DE VÁZQUEZ PALLARES,8,AQUILA,148,B,121,13,47,0,116,0,0,3,0,0,129,48,0,477,9,486,364,ACTA CASILLA,,,
