SECCION,CASILLA,pan,pri,prd,pvem,pt,mc,morena,pes,rsp,fpm,psd,humanista,na,es,mas,podemos,mp,bc,futuro,fm,pas,rpm,apm,cc_pan_psd,cc_morena_na_es,config_cc_morena_na,config_cc_morena_es,config_cc_na_es,no_registrados,num_votos_nulos,Tot.Votos,L.Nominal
338,C1,65,24,9,1,10,2,73,3,3,28,12,0,8,3,15,1,4,1,0,4,2,13,0,2,4,0,0,0,0,8,295,626
338,C2,74,21,12,2,12,1,74,2,2,18,19,2,3,3,15,1,5,4,1,1,1,17,2,2,1,0,0,0,0,6,301,625
338,C3,80,21,17,5,7,4,62,0,4,28,16,1,1,0,19,1,8,1,1,0,3,13,2,4,1,0,1,1,0,7,308,625
339,B1,80,12,9,5,21,1,90,3,3,16,9,0,3,2,9,2,4,2,0,1,3,10,0,1,3,0,0,1,0,11,301,684
339,C1,64,25,12,8,18,1,69,2,1,21,11,0,4,6,22,2,5,2,0,1,1,11,1,4,1,1,1,0,0,11,305,684
340,B1,58,19,4,1,12,4,86,2,4,26,10,0,4,14,32,2,1,4,0,0,0,13,1,4,0,0,1,0,0,20,322,675
340,C1,61,16,7,3,22,3,65,3,0,25,14,1,4,8,27,7,2,1,0,0,1,12,0,3,5,1,1,0,0,2,294,675
340,C2,63,17,4,2,9,1,84,0,6,35,12,2,6,12,22,3,1,7,0,0,3,17,2,6,4,0,0,0,0,12,330,674
341,B1,100,17,7,1,9,2,33,2,0,37,7,0,3,3,7,1,2,1,0,0,2,1,0,2,2,0,0,0,0,11,250,409
341,C1,95,27,10,1,13,2,29,0,2,26,4,2,1,2,15,1,4,0,1,2,1,2,1,1,0,0,0,0,0,11,253,408
342,B1,129,34,9,1,9,2,40,1,1,33,10,1,2,5,4,2,7,3,0,1,2,7,2,1,0,0,0,0,0,3,309,482
342,C1,140,24,5,4,4,6,45,3,0,26,9,0,3,1,10,0,2,1,1,1,0,7,2,0,0,0,0,1,0,9,304,481
343,B1,132,22,3,3,2,1,46,0,0,41,9,1,2,4,8,0,4,3,0,1,3,3,0,0,0,0,0,0,0,3,291,502
343,C1,128,24,6,6,4,4,34,2,0,29,7,3,1,6,12,2,6,5,0,0,0,9,1,2,0,0,0,0,0,5,296,502
344,B1,163,30,8,3,9,16,52,2,1,33,11,6,9,3,13,1,5,3,0,1,3,13,1,1,3,0,0,0,0,5,395,749
344,C1,164,31,11,7,13,11,59,1,1,28,11,3,9,4,12,0,1,4,1,2,2,11,3,1,1,0,0,0,0,10,401,748
345,B1,100,17,9,2,12,4,34,0,8,19,15,2,5,6,7,5,6,0,0,3,3,4,1,2,0,0,2,0,1,8,275,516
346,B1,64,16,6,1,8,1,42,0,2,51,21,1,4,4,20,1,4,0,0,0,4,5,0,0,0,0,0,0,1,6,262,595
347,B1,69,7,8,0,7,4,40,1,2,24,11,0,1,3,1,4,3,0,0,1,0,12,0,0,1,0,0,0,0,7,206,395
348,B1,40,14,9,0,5,2,47,3,1,24,21,1,2,5,15,0,1,1,0,2,0,7,1,0,1,1,2,0,0,5,210,510
348,C1,50,13,3,3,8,4,34,1,0,37,14,2,2,4,24,3,2,5,0,1,0,12,2,2,1,0,1,0,0,6,234,510
348,C2,55,14,6,0,7,3,56,2,1,25,11,3,1,3,16,1,1,2,0,4,1,6,0,0,0,0,0,1,1,6,226,510
349,B1,39,9,5,4,11,3,46,3,1,34,11,1,5,6,8,3,4,9,3,3,1,11,0,0,0,0,3,1,1,8,233,570
349,C1,33,11,10,2,10,0,66,2,0,29,24,1,3,1,15,2,6,4,2,4,7,14,3,1,1,1,0,0,0,15,267,569
349,C2,42,20,8,5,11,2,54,1,4,25,19,1,7,4,20,3,1,3,1,3,3,15,1,1,1,0,1,0,0,9,265,569
350,B1,80,38,14,2,5,4,68,1,3,41,32,2,1,7,11,2,3,1,3,2,3,55,1,0,1,0,0,0,0,6,386,703
350,C1,89,38,14,6,5,2,69,1,4,33,23,1,2,12,8,0,7,3,3,1,2,57,1,1,1,0,1,0,1,16,401,702
351,B1,95,35,9,2,8,0,76,3,0,32,40,2,13,12,24,4,7,2,1,1,3,7,0,3,4,0,0,0,0,16,399,646
352,B1,93,26,10,2,12,5,60,0,1,29,14,2,7,1,8,0,2,1,0,3,2,10,0,6,1,0,0,1,0,6,302,576
353,B1,72,14,4,6,8,2,43,2,0,16,10,1,1,2,7,1,5,1,0,2,3,9,1,1,2,1,1,0,0,5,220,400
353,C1,75,16,7,2,7,5,52,1,0,15,7,0,1,6,1,0,4,0,1,2,2,6,1,0,0,0,0,0,0,6,217,399
354,B1,137,23,7,6,6,5,51,2,4,28,13,1,1,3,4,1,3,1,1,1,3,11,2,2,0,0,0,0,0,10,326,578
354,C1,148,23,3,4,5,4,53,3,1,39,7,2,2,4,13,4,1,1,1,4,9,9,3,3,0,0,0,2,0,11,359,577
355,B1,101,23,7,3,14,6,69,0,0,48,5,3,6,5,12,3,4,1,0,5,2,9,3,3,2,1,1,0,0,13,349,651
355,C1,97,13,2,1,12,6,55,0,0,55,11,0,4,13,15,2,5,3,0,3,2,6,3,1,3,0,2,0,1,10,325,651
355,E1,52,13,2,8,80,0,31,3,3,12,9,0,4,3,14,1,5,0,0,1,1,3,1,0,0,1,0,0,0,7,254,578
355,E1 C1,56,6,11,3,89,1,62,0,0,16,6,2,4,7,7,0,3,0,0,2,1,10,2,1,2,0,0,0,0,14,305,578
356,B1,95,26,20,1,17,6,74,1,1,26,16,1,5,6,7,2,2,1,2,9,0,8,1,2,1,2,0,0,0,6,338,563
356,C1,89,29,17,2,24,3,79,1,5,24,10,1,15,4,6,5,2,0,2,3,0,14,1,1,1,0,0,0,0,10,348,562
357,B1,115,21,5,4,4,2,35,1,2,20,16,1,4,10,4,0,2,5,2,1,0,7,0,0,0,0,0,0,0,9,270,447
357,C1,96,21,4,2,13,6,53,0,0,18,13,0,1,1,8,0,7,0,0,0,1,6,1,0,1,0,0,0,0,12,264,447
358,B1,81,37,16,3,5,5,46,0,3,22,14,1,2,8,5,1,7,0,0,2,1,4,0,1,0,0,0,0,0,9,273,439
359,B1,61,20,4,4,19,5,59,1,2,26,13,2,3,2,13,1,3,2,1,1,2,14,1,3,1,0,0,0,0,12,275,532
359,C1,59,19,5,3,21,5,62,5,1,7,5,0,2,4,21,1,3,11,0,0,1,0,14,3,2,0,0,0,0,9,263,531
360,B1,44,22,5,4,11,3,119,1,0,13,13,1,6,3,29,5,3,1,3,4,0,20,2,6,3,0,1,0,0,19,341,694
360,C1,50,23,24,2,25,2,100,1,2,18,28,0,2,1,21,4,7,0,0,3,1,14,0,0,0,4,9,0,0,8,349,694
361,B1,141,14,8,3,5,2,37,2,4,21,5,0,3,2,11,5,2,0,0,1,3,7,2,2,1,0,0,0,0,13,294,497
361,C1,133,16,8,0,8,0,33,2,3,28,14,0,3,6,7,2,7,1,0,1,0,3,1,0,1,0,0,0,0,5,282,497
362,B1,101,21,8,3,8,2,76,1,1,32,21,1,1,7,6,0,3,4,0,1,1,18,1,3,1,1,0,0,1,3,326,588
363,B1,96,20,28,2,8,4,38,0,1,30,28,0,0,13,9,1,6,0,1,2,2,10,0,0,0,0,0,0,0,9,308,653
364,B1,18,13,2,2,14,5,57,3,0,16,9,3,3,9,16,0,2,3,1,5,4,4,0,3,1,0,0,0,0,8,201,454
364,C1,26,7,8,3,10,1,40,2,0,21,7,1,9,5,17,1,2,5,0,0,8,12,0,0,0,0,1,2,0,6,194,454
364,E1,55,22,5,3,16,4,88,2,0,27,14,2,1,7,27,17,2,4,0,3,4,12,3,1,0,1,2,0,1,5,328,688
365,B1,48,6,13,4,9,3,61,2,2,38,7,1,4,4,17,4,9,2,1,7,4,13,1,3,1,1,0,0,0,12,277,704
365,C1,32,14,26,6,13,5,67,0,3,23,5,4,1,4,34,6,5,4,0,5,4,8,3,1,2,0,1,0,0,6,282,704
365,C2,32,13,13,5,15,3,65,0,0,24,10,3,5,7,29,0,5,5,0,2,4,9,2,2,1,1,1,0,0,11,267,703
365,C3,30,15,22,3,5,3,47,3,1,34,11,4,2,7,25,6,7,4,1,6,4,9,3,3,0,0,1,0,0,14,270,703
366,B1,32,25,13,2,19,1,87,1,4,35,15,1,4,4,32,6,4,4,0,9,2,13,0,1,0,1,0,1,0,10,326,730
366,C1,46,25,15,7,19,3,113,1,1,27,17,2,7,9,24,6,1,6,0,3,3,4,2,0,0,1,1,0,0,11,354,730
366,E1,28,8,7,2,18,5,62,2,1,27,3,1,2,1,6,3,6,0,1,11,2,4,0,1,2,0,0,0,0,24,227,610
367,B1,27,11,8,1,9,4,44,1,1,17,16,0,0,5,22,2,5,4,0,1,1,3,0,0,1,0,2,0,0,14,199,533
367,C1,35,12,13,5,7,3,60,0,1,11,11,4,2,1,25,5,3,9,0,1,2,5,2,0,2,0,3,1,0,11,234,533
367,C2,27,11,9,3,10,5,73,3,3,22,9,4,5,4,32,4,3,5,0,2,2,8,0,0,0,0,1,0,0,10,255,533
368,B1,107,21,14,2,13,2,51,2,0,19,10,1,0,4,8,4,5,1,1,1,1,9,1,2,2,1,0,1,0,9,292,497
368,C1,90,29,10,3,13,1,44,0,1,23,15,0,1,4,3,1,1,2,0,0,0,9,2,4,1,0,1,0,0,3,261,497
369,B1,141,27,13,4,11,3,34,2,2,33,10,4,2,1,14,0,9,1,0,0,4,12,0,1,1,0,0,0,0,9,338,645
369,C1,118,19,7,3,7,6,57,2,3,41,11,0,2,4,12,1,2,0,0,4,3,19,1,3,2,0,0,0,0,5,332,645
370,B1,97,20,8,3,5,1,45,2,1,13,5,2,14,11,8,0,1,2,1,1,7,15,3,1,4,1,0,0,0,9,280,572
370,C1,97,20,8,3,5,1,45,2,1,13,5,2,10,11,8,0,1,2,1,1,7,15,3,1,4,1,0,0,0,9,276,572
370,C2,81,13,4,4,13,5,61,1,0,20,11,2,2,5,10,1,4,2,0,3,3,11,6,6,1,1,2,0,0,1,273,571
371,B1,124,16,4,1,9,7,48,2,0,22,8,0,2,9,13,1,5,1,0,1,6,8,2,5,0,0,1,1,1,5,302,502
371,C1,112,25,6,5,6,0,60,0,2,19,8,2,2,6,11,1,2,0,0,2,2,9,1,0,0,0,0,0,1,8,290,501
372,B1,98,28,5,3,3,0,34,1,0,24,12,1,5,7,4,2,0,1,0,1,0,9,2,2,1,0,0,0,0,2,245,381
372,C1,81,25,12,4,4,0,36,1,2,23,7,3,3,3,6,2,2,2,0,0,0,2,0,2,0,0,0,2,0,6,228,380
373,B1,43,11,5,4,13,3,46,3,2,15,15,1,3,4,24,1,12,1,0,1,2,3,0,1,2,0,1,0,0,6,222,522
373,C1,35,17,5,5,10,4,53,0,2,8,13,8,1,1,24,1,2,1,0,4,2,2,0,0,1,0,0,1,0,4,204,522
373,C2,28,9,3,1,11,2,33,4,0,11,17,1,5,2,25,2,3,1,0,4,2,4,0,1,1,1,2,0,0,10,183,522
373,E1,34,8,3,4,15,1,36,3,3,12,6,1,3,5,8,3,2,1,0,4,2,4,0,1,1,0,0,0,0,8,168,402
373,E1 C1,12,2,1,2,13,1,46,0,3,17,7,1,2,8,10,2,2,1,1,10,4,3,3,0,1,0,0,0,0,12,164,401
374,B1,29,15,16,1,9,0,60,28,0,14,16,0,5,0,46,0,8,0,0,0,0,8,0,0,0,0,0,0,0,12,267,644
374,C1,30,19,16,2,12,3,38,4,1,14,12,1,5,6,51,8,5,4,0,1,3,5,0,2,2,1,1,0,0,15,261,644
375,B1,42,20,3,4,11,1,48,2,1,27,23,3,6,6,11,1,2,2,0,0,3,11,1,6,0,0,0,1,2,10,247,661
375,C1,54,21,9,4,17,0,56,1,0,28,29,2,3,12,15,1,1,4,0,0,1,7,2,1,0,0,1,0,0,12,281,661
375,C2,49,19,14,5,15,2,48,0,2,35,35,2,11,12,9,1,2,2,2,0,0,7,0,0,0,0,1,0,0,16,289,661
375,C3,57,20,6,4,18,5,67,1,1,38,20,1,6,4,6,1,4,0,1,0,4,8,3,1,0,0,1,0,0,3,280,661
375,C4,51,16,9,3,14,4,70,2,1,21,16,2,11,8,15,0,7,2,2,0,2,15,0,0,0,0,0,0,0,14,285,661
376,B1,178,30,6,4,12,6,54,0,0,29,18,1,7,5,7,3,1,1,0,1,0,10,2,3,1,0,0,0,1,2,382,659
377,B1,97,21,4,5,6,2,37,0,2,22,23,0,0,5,5,1,1,1,0,4,2,6,2,0,0,0,0,1,0,6,253,431
377,C1,76,36,11,9,9,6,50,0,3,15,10,0,2,5,8,0,0,4,0,7,0,6,1,0,1,0,0,0,0,13,272,430
378,B1,172,16,5,0,5,6,61,7,0,33,12,2,5,0,14,2,5,0,0,1,6,19,2,1,0,0,0,0,0,7,381,657
378,C1,133,18,10,1,10,2,87,2,1,33,9,1,3,4,10,0,2,0,0,1,0,14,3,4,1,0,1,0,2,5,357,656
379,B1,134,23,10,6,16,1,62,1,3,19,6,2,0,2,8,0,5,2,1,1,3,26,2,1,0,0,0,0,1,9,344,687
379,C1,149,16,6,4,10,8,57,1,0,16,18,1,5,2,16,1,9,3,0,2,2,24,3,2,0,1,1,0,5,7,369,686
380,B1,296,17,4,3,9,1,20,0,0,27,8,0,3,13,3,0,2,0,0,9,1,20,1,1,0,0,0,1,0,5,444,661
381,B1,231,31,2,6,20,6,48,2,1,38,16,1,2,7,7,2,4,2,1,2,2,11,1,1,0,0,1,0,0,2,447,698
382,B1,101,34,9,3,6,6,65,2,2,35,27,6,5,9,10,0,5,2,0,1,1,11,1,0,0,0,0,0,0,15,356,676
382,C1,109,39,6,4,14,8,67,1,6,29,15,10,2,10,9,3,6,3,1,3,1,11,2,5,0,0,0,0,0,14,378,676
382,C2,106,33,6,4,4,2,93,0,3,36,14,3,2,1,19,2,3,7,0,2,1,12,0,2,4,0,0,1,1,11,372,675
383,B1,81,21,8,3,15,2,71,2,3,51,15,1,7,9,5,2,6,2,0,3,1,13,2,1,0,0,2,0,2,6,334,685
383,E1,92,23,8,3,13,2,57,0,1,28,16,0,1,9,7,2,7,2,0,2,4,12,0,0,0,0,1,1,0,15,306,583
383,E1 C1,75,24,11,3,12,3,53,1,2,24,26,2,1,4,9,0,8,0,4,0,0,15,5,1,2,0,1,0,3,7,296,583
383,E1 C2,73,16,8,2,15,4,50,2,3,28,18,0,3,11,6,1,4,2,1,1,1,10,2,4,0,0,0,1,0,12,278,583
383,E1 C3,93,16,15,2,11,7,67,2,1,24,23,2,2,7,4,1,4,1,0,0,0,12,1,2,2,0,0,0,0,13,312,583
383,S1,18,10,6,3,3,0,17,1,7,5,3,0,3,2,5,4,0,2,0,0,0,2,0,2,1,0,1,0,0,5,100,0
384,B1,138,23,5,11,7,1,72,0,1,24,6,3,3,2,2,1,3,1,0,2,0,5,0,1,0,0,0,0,0,6,317,521
384,C1,116,30,13,4,9,3,53,1,0,16,12,0,0,5,7,2,6,4,2,4,0,6,0,0,0,0,0,0,1,7,301,520
384,E1,76,27,9,5,17,4,80,1,1,35,7,0,8,9,19,3,11,0,2,5,1,14,3,0,3,1,1,1,0,4,347,689
385,B1,48,32,8,0,13,2,66,2,1,21,30,2,2,11,14,1,2,0,0,1,1,15,0,4,1,0,3,0,0,8,288,628
385,C1,53,19,4,4,16,4,42,0,0,20,27,2,4,5,14,1,3,1,1,1,3,12,1,4,0,2,2,0,0,13,258,628
385,C2,39,36,11,2,8,3,55,1,1,27,31,0,6,3,17,1,0,0,1,2,2,14,0,0,3,0,3,0,1,7,274,628
385,C3,30,21,3,25,12,4,72,2,2,15,7,3,1,6,6,0,2,5,1,5,1,15,2,0,0,0,3,2,1,12,258,627
386,B1,54,23,13,1,6,4,50,2,0,21,31,0,2,11,16,1,1,1,0,3,0,10,0,2,2,1,0,2,0,9,266,585
386,C1,45,18,4,3,16,2,43,1,1,26,26,0,1,9,8,0,3,2,1,2,1,18,1,6,0,0,0,1,0,6,244,585
386,C2,59,15,3,4,15,3,52,3,3,23,23,0,1,10,7,0,5,1,1,2,0,13,0,0,0,0,0,0,0,15,258,585
386,C3,58,21,7,0,18,6,54,1,2,16,14,1,5,14,8,0,8,1,0,0,1,7,1,6,0,0,1,1,0,7,258,584
389,B1,51,2,7,4,4,1,36,2,2,43,12,0,3,2,18,11,4,1,0,4,0,8,2,1,6,0,2,0,0,15,241,528
389,C1,49,3,5,2,2,1,42,3,2,48,10,1,1,5,23,21,1,0,0,3,1,7,2,2,2,1,1,2,0,10,250,528
390,B1,35,10,11,2,6,2,23,3,0,8,1,2,1,4,8,1,0,0,0,0,0,3,3,0,1,0,0,0,0,7,131,340
612,B1,17,17,8,4,17,2,65,1,2,22,12,3,6,7,14,1,2,0,0,2,5,3,0,0,0,0,0,0,0,10,220,514
612,C1,25,11,16,1,19,3,56,2,0,32,14,0,2,11,14,1,2,3,0,2,1,3,5,1,0,0,3,0,0,11,238,514
612,C2,21,17,8,7,19,2,62,0,1,24,3,3,7,14,16,2,5,4,1,0,0,7,3,0,0,0,0,0,0,8,234,513
907,B1,69,12,2,5,6,5,57,0,0,22,89,1,4,4,13,7,7,5,0,2,2,4,1,6,2,0,0,0,0,10,335,698
909,B1,161,23,8,0,10,6,47,0,0,26,14,0,0,9,16,4,4,2,0,3,0,8,2,0,1,0,0,0,1,7,352,612
909,C1,137,26,11,2,10,1,65,0,1,20,18,5,3,1,9,2,5,1,0,1,0,14,0,1,1,0,0,0,0,6,340,612
909,C2,142,34,15,2,8,5,56,0,1,29,7,0,2,6,10,4,4,2,0,1,2,6,1,0,0,0,0,0,0,11,348,611
909,C3,132,27,10,3,13,4,54,1,3,31,10,1,3,6,7,2,4,1,1,2,0,9,1,3,1,0,0,0,0,7,336,611
909,C4,141,23,18,2,10,6,54,1,2,21,9,2,1,9,17,2,7,3,0,1,1,10,1,2,0,0,0,0,0,6,349,611
910,B1,148,20,9,9,10,1,51,0,3,14,6,2,3,3,9,1,7,1,1,0,2,4,2,0,0,0,1,0,0,12,319,582
910,C1,175,20,15,3,11,2,56,1,1,19,13,1,1,6,4,1,2,2,0,0,0,5,0,2,1,0,1,0,0,8,350,582
387,B1,10,11,0,3,14,7,53,5,4,15,15,2,5,10,6,1,4,1,1,2,1,10,0,0,1,0,1,2,0,15,199,729
387,C1,15,8,3,4,20,5,44,1,0,23,21,0,6,7,11,3,6,1,0,0,2,5,1,0,0,1,2,0,1,13,203,729
387,C2,14,9,6,2,25,7,52,2,3,18,13,0,5,6,20,3,4,2,2,1,0,8,1,2,2,0,2,0,2,12,223,729
387,C3,26,6,6,5,23,9,59,1,1,13,11,2,9,5,17,3,2,0,0,0,0,10,0,0,4,1,2,0,2,19,236,729
387,C4,15,12,8,2,21,4,61,3,6,27,10,0,5,8,13,1,3,0,1,1,1,7,0,0,2,0,0,0,1,13,225,729
387,C5,23,7,6,7,20,1,59,0,2,15,12,2,3,5,11,3,1,0,0,0,0,6,0,0,0,1,0,3,0,16,203,729
388,B1,22,16,6,0,7,5,75,0,3,25,20,2,3,14,10,3,7,4,1,0,1,4,4,2,0,1,3,0,0,11,249,622
388,C1,21,18,11,2,7,10,59,4,2,17,11,2,6,11,5,1,5,2,1,1,3,4,3,1,3,0,1,1,0,11,223,622
388,C2,22,14,10,2,2,4,49,1,6,19,16,1,5,18,3,0,3,1,0,0,1,0,2,1,2,0,0,0,0,10,192,622
388,C3,23,15,11,0,11,9,78,2,3,14,10,1,0,0,11,2,2,1,1,0,4,6,0,0,0,0,0,0,0,20,224,621
388,C4,15,16,10,2,13,9,69,2,1,24,17,1,8,12,9,2,3,5,0,0,3,2,0,1,0,1,2,0,0,8,235,621
Totales,,41096,11036,5462,1675,5592,2026,31407,794,840,13124,6735,1030,1918,2921,9655,1799,2351,1423,497,840,907,4700,746,788,524,118,328,104,242,5388,156066,319681
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,V,O,T,A,C,I,Ó,N,,P,O,R,,C,A,N,D,I,D,A,T,O,,,,,,,,,,
,,pan,pri,prd,pvem,pt,mc,morena,pes,rsp,fpm,psd,humanista,na,es,mas,podemos,mp,bc,futuro,fm,pas,rpm,apm,cc_pan_psd,cc_morena_na_es,,,,no_registrados,num_votos_nulos,Tot.Votos,
,,,11036,5462,1675,5592,2026,,794,840,13124,,1030,,,9655,1799,2351,1423,497,840,907,4700,746,48619,37320,,,,242,5388,156066,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,V,O,T,A,C,I,Ó,N,,P,O,R,,P,A,R,T,I,D,O,S,,,,,,,,,,,
,,pan,pri,prd,pvem,pt,mc,morena,pes,rsp,fpm,psd,humanista,na,es,mas,podemos,mp,bc,futuro,fm,pas,rpm,apm,,,,,,no_registrados,num_votos_nulos,Tot.Votos,
,,41490,11036,5462,1675,5592,2026,31805,794,840,13124,7129,1030,2203,3312,9655,1799,2351,1423,497,840,907,4700,746,,,,,,242,5388,156066,
,,26.58%,7.07%,3.50%,1.07%,3.58%,1.30%,20.38%,0.51%,0.54%,8.41%,4.57%,0.66%,1.41%,2.12%,6.19%,1.15%,1.51%,0.91%,0.32%,0.54%,0.58%,3.01%,0.48%,,,,,,0.16%,3.45%,100%,
