MUNICIPIO,SECCION,Lista Nominal,CASILLA,PAN,PRI,APM,PT,PVEM,PCM,PARM,PDS,PAS,NO REGISTRADOS,NULOS
CUERNAVACA,348,590,CONTIGUA1,176,159,21,2,7,3,0,0,0,0,11
CUERNAVACA,349,576,BASICA,224,105,36,7,5,0,2,4,1,0,8
CUERNAVACA,349,577,CONTIGUA1,249,94,40,1,3,2,2,2,3,0,5
CUERNAVACA,350,664,BASICA,277,168,35,0,6,2,1,6,0,0,11
CUERNAVACA,350,664,CONTIGUA1,236,198,32,1,4,1,2,3,1,0,12
CUERNAVACA,351,567,BASICA,212,207,16,1,3,1,1,2,0,0,5
CUERNAVACA,352,385,BASICA,156,67,25,1,3,0,0,5,2,1,3
CUERNAVACA,352,385,CONTIGUA1,146,81,15,1,4,1,1,1,0,0,3
CUERNAVACA,353,448,BASICA,178,95,23,3,1,2,1,4,1,0,3
CUERNAVACA,353,448,CONTIGUA1,173,86,27,1,3,2,0,0,2,0,2
CUERNAVACA,354,569,BASICA,251,117,26,1,5,0,1,6,2,0,4
CUERNAVACA,354,569,CONTIGUA1,228,132,38,0,5,0,3,4,1,0,6
CUERNAVACA,355,727,BASICA,329,143,39,2,4,3,2,0,0,0,9
CUERNAVACA,355,727,CONTIGUA1,333,138,36,5,7,1,1,7,0,0,8
CUERNAVACA,356,623,BASICA,252,193,33,2,4,1,1,4,1,0,3
CUERNAVACA,356,623,CONTIGUA1,240,191,37,4,5,1,1,7,0,0,4
CUERNAVACA,357,409,BASICA,202,72,13,1,5,0,0,6,1,0,10
CUERNAVACA,357,409,CONTIGUA1,206,78,30,4,3,0,1,3,2,0,3
CUERNAVACA,358,519,BASICA,216,143,24,0,3,0,0,4,0,0,3
CUERNAVACA,359,511,BASICA,179,113,26,1,5,0,1,1,0,0,6
CUERNAVACA,359,512,CONTIGUA1,208,102,11,4,1,1,2,6,1,0,3
CUERNAVACA,360,631,BASICA,186,155,55,1,2,1,1,2,0,0,7
CUERNAVACA,360,631,CONTIGUA1,192,144,74,4,0,0,4,4,0,0,5
CUERNAVACA,361,538,BASICA,240,114,26,2,3,3,1,2,0,0,6
CUERNAVACA,361,538,CONTIGUA1,129,114,27,2,4,3,1,3,1,0,4
CUERNAVACA,362,591,BASICA,252,120,34,4,0,2,1,3,1,0,6
CUERNAVACA,363,375,BASICA,165,82,6,1,1,1,1,2,1,0,2
CUERNAVACA,363,376,CONTIGUA1,157,79,14,2,5,0,0,6,0,0,2
CUERNAVACA,364,566,BASICA,202,132,24,1,2,4,0,0,0,0,5
CUERNAVACA,364,567,CONTIGUA1,194,127,40,2,4,1,1,3,0,0,9
CUERNAVACA,365,626,BASICA,181,130,32,2,1,6,0,3,4,0,17
CUERNAVACA,365,626,CONTIGUA1,212,121,40,5,2,1,1,1,3,0,5
CUERNAVACA,366,574,BASICA,198,110,40,0,2,0,1,1,0,0,5
CUERNAVACA,366,574,CONTIGUA1,201,93,50,4,1,0,1,2,0,0,7
CUERNAVACA,367,652,BASICA,232,123,44,3,7,1,0,3,0,0,7
CUERNAVACA,367,652,CONTIGUA1,224,129,57,6,7,0,1,2,2,0,6
CUERNAVACA,368,501,BASICA,192,112,20,0,2,2,6,4,0,1,4
CUERNAVACA,368,502,CONTIGUA1,205,133,22,1,1,0,2,2,1,0,4
CUERNAVACA,369,615,BASICA,266,135,28,2,7,0,1,2,1,0,5
CUERNAVACA,369,616,CONTIGUA1,243,110,28,2,5,0,1,3,0,0,10
CUERNAVACA,370,528,BASICA,201,113,34,1,3,1,0,3,0,0,3
CUERNAVACA,370,528,CONTIGUA1,212,109,34,0,2,1,0,2,1,0,9
CUERNAVACA,370,528,CONTIGUA2,253,93,34,1,4,1,0,5,0,0,4
CUERNAVACA,371,521,BASICA,212,102,34,1,0,3,1,1,0,0,7
CUERNAVACA,371,522,CONTIGUA1,214,108,35,2,4,3,1,1,0,0,6
CUERNAVACA,372,459,BASICA,196,122,17,1,3,0,2,3,0,0,3
CUERNAVACA,372,459,CONTIGUA1,193,123,27,2,6,0,0,3,0,0,1
CUERNAVACA,373,660,BASICA,210,87,46,2,4,0,3,1,0,0,7
CUERNAVACA,373,661,CONTIGUA1,228,95,39,2,7,2,1,1,0,0,14
CUERNAVACA,374,442,BASICA,139,70,49,4,1,0,1,2,0,0,8
CUERNAVACA,374,443,CONTIGUA1,114,87,54,0,4,1,0,0,0,0,6
CUERNAVACA,375,721,BASICA,292,150,36,2,3,0,0,0,0,0,12
CUERNAVACA,375,721,CONTIGUA1,339,128,30,2,7,1,2,2,0,0,4
CUERNAVACA,375,722,CONTIGUA2,270,140,37,2,2,2,1,4,1,0,7
CUERNAVACA,376,648,BASICA,285,161,41,1,2,1,4,1,0,0,4
CUERNAVACA,377,388,BASICA,176,72,17,1,2,0,0,2,2,0,4
CUERNAVACA,377,388,CONTIGUA1,178,77,14,3,2,0,2,3,0,0,6
CUERNAVACA,378,492,BASICA,212,115,27,1,3,4,0,3,1,0,6
CUERNAVACA,378,492,CONTIGUA1,237,82,19,0,4,2,0,4,0,0,3
CUERNAVACA,379,505,BASICA,206,90,44,1,4,0,0,1,0,0,6
CUERNAVACA,379,506,CONTIGUA1,202,96,20,4,3,1,2,7,0,0,4
CUERNAVACA,380,507,BASICA,220,102,9,2,0,1,0,3,0,0,1
CUERNAVACA,381,566,BASICA,236,117,28,4,5,1,1,3,1,0,1
CUERNAVACA,382,670,BASICA,285,174,28,2,4,4,1,1,0,0,8
CUERNAVACA,382,670,CONTIGUA1,296,140,35,0,2,3,3,4,0,0,0
CUERNAVACA,382,671,CONTIGUA2,276,152,37,4,0,1,4,6,0,0,4
CUERNAVACA,383,529,BASICA,223,96,14,3,2,1,0,4,0,0,5
CUERNAVACA,383,529,CONTIGUA1,237,94,37,0,1,0,2,0,0,0,2
CUERNAVACA,384,453,BASICA,202,84,24,3,8,1,1,4,0,0,9
CUERNAVACA,384,454,CONTIGUA1,197,102,33,0,6,0,0,1,0,0,11
CUERNAVACA,385,610,BASICA,267,119,38,2,6,2,1,2,0,0,5
CUERNAVACA,385,611,CONTIGUA1,249,114,31,1,4,2,1,1,0,0,10
CUERNAVACA,385,611,CONTIGUA2,247,121,33,2,8,1,1,0,0,0,5
CUERNAVACA,386,509,BASICA,213,110,17,3,6,0,1,0,1,0,6
CUERNAVACA,386,510,CONTIGUA1,215,82,13,3,3,1,2,2,0,0,5
CUERNAVACA,386,510,CONTIGUA2,235,88,15,4,6,1,1,3,0,0,6
CUERNAVACA,387,675,BASICA,150,92,59,4,1,0,2,0,0,0,4
CUERNAVACA,387,675,CONTIGUA1,199,100,71,6,2,2,2,0,3,0,7
CUERNAVACA,388,705,BASICA,235,99,43,2,9,0,1,6,1,0,7
CUERNAVACA,388,706,CONTIGUA1,244,88,37,3,7,1,3,1,1,0,7
CUERNAVACA,388,706,CONTIGUA2,225,87,43,3,5,0,2,3,1,0,8
CUERNAVACA,389,507,BASICA,206,64,15,1,2,0,7,4,0,0,8
CUERNAVACA,390,417,BASICA,115,98,24,2,3,2,1,5,0,0,5
CUERNAVACA,390,417,CONTIGUA1,118,99,7,1,6,0,1,4,0,0,1
EMILIANO ZAPATA,391,616,BASICA,117,107,98,2,2,0,0,0,2,0,7
EMILIANO ZAPATA,391,616,CONTIGUA1,126,144,80,2,2,2,0,0,0,0,13
EMILIANO ZAPATA,392,535,BASICA,123,79,72,4,2,1,0,2,0,0,10
EMILIANO ZAPATA,392,535,CONTIGUA1,133,102,65,1,1,0,0,2,0,0,7
EMILIANO ZAPATA,393,471,BASICA,181,81,28,0,3,2,1,0,0,0,4
EMILIANO ZAPATA,393,472,CONTIGUA1,173,83,25,1,6,0,0,0,0,0,9
EMILIANO ZAPATA,394,670,BASICA,163,104,93,3,2,2,1,0,1,0,12
EMILIANO ZAPATA,394,670,CONTIGUA1,163,109,96,2,5,2,2,1,0,0,9
EMILIANO ZAPATA,395,499,BASICA,112,94,91,0,0,1,0,0,0,0,4
EMILIANO ZAPATA,395,499,CONTIGUA1,110,75,82,0,1,6,0,1,0,0,11
EMILIANO ZAPATA,396,594,BASICA,130,89,101,3,2,0,0,2,0,0,8
EMILIANO ZAPATA,396,594,CONTIGUA1,128,98,109,0,0,0,0,3,0,0,11
EMILIANO ZAPATA,396,594,CONTIGUA2,139,81,90,3,1,2,0,0,0,0,11
EMILIANO ZAPATA,397,681,BASICA,144,162,115,0,2,4,0,0,0,0,10
EMILIANO ZAPATA,397,681,CONTIGUA1,142,136,121,0,4,3,0,0,2,0,5
EMILIANO ZAPATA,398,602,BASICA,184,91,114,1,0,2,0,1,1,0,11
EMILIANO ZAPATA,398,603,CONTIGUA1,155,80,126,0,2,6,0,1,0,0,13
EMILIANO ZAPATA,399,713,BASICA,189,169,48,1,8,3,0,1,0,0,5
EMILIANO ZAPATA,399,714,CONTIGUA1,229,147,61,3,3,4,1,0,0,0,10
EMILIANO ZAPATA,400,503,BASICA,150,119,70,0,1,3,0,0,0,0,4
EMILIANO ZAPATA,400,504,CONTIGUA1,129,114,79,1,3,8,1,0,0,0,6
EMILIANO ZAPATA,400,504,CONTIGUA2,117,110,77,0,13,5,0,0,0,0,13
EMILIANO ZAPATA,401,523,BASICA,130,106,76,0,4,15,1,0,0,0,2
EMILIANO ZAPATA,401,524,CONTIGUA1,134,100,64,3,4,10,0,0,0,0,10
EMILIANO ZAPATA,402,592,BASICA,182,110,57,1,2,1,0,0,0,0,5
EMILIANO ZAPATA,402,593,CONTIGUA1,198,131,54,1,2,5,1,0,1,0,11
EMILIANO ZAPATA,402,593,CONTIGUA2,161,137,66,0,2,4,0,0,0,0,11
EMILIANO ZAPATA,403,583,BASICA,204,84,50,1,4,5,1,1,0,0,10
EMILIANO ZAPATA,403,583,CONTIGUA1,203,89,38,3,3,2,0,1,0,0,6
EMILIANO ZAPATA,404,726,BASICA,308,95,75,1,9,7,2,0,0,0,9
EMILIANO ZAPATA,404,727,CONTIGUA1,272,134,68,0,8,0,2,0,0,0,8
EMILIANO ZAPATA,405,427,BASICA,140,73,43,0,3,1,0,0,0,0,3
EMILIANO ZAPATA,405,428,CONTIGUA1,152,86,40,1,2,1,1,0,0,0,6
EMILIANO ZAPATA,406,686,BASICA,174,154,57,3,6,4,0,2,0,0,10
EMILIANO ZAPATA,406,686,CONTIGUA1,158,143,57,0,3,2,5,0,0,0,11
EMILIANO ZAPATA,406,687,CONTIGUA2,175,134,56,4,2,6,1,0,0,0,7
EMILIANO ZAPATA,406,687,CONTIGUA3,178,155,68,5,4,3,2,1,1,0,10
EMILIANO ZAPATA,407,726,BASICA,189,148,112,2,1,1,2,3,0,0,11
EMILIANO ZAPATA,407,727,CONTIGUA1,205,146,98,2,4,0,0,1,0,0,7
EMILIANO ZAPATA,408,584,BASICA,185,135,22,0,2,7,0,1,1,0,8
EMILIANO ZAPATA,408,585,CONTIGUA1,206,98,31,0,0,1,0,0,0,0,16
EMILIANO ZAPATA,409,635,BASICA,239,164,33,2,0,3,0,2,1,0,12
EMILIANO ZAPATA,409,635,CONTIGUA1,219,175,38,3,2,4,0,0,1,0,8
EMILIANO ZAPATA,410,722,BASICA,179,258,64,4,1,0,1,0,0,0,4
EMILIANO ZAPATA,410,723,CONTIGUA1,163,203,80,0,0,0,0,0,0,0,13
EMILIANO ZAPATA,411,583,BASICA,201,128,47,2,3,1,0,0,0,0,8
EMILIANO ZAPATA,411,584,CONTIGUA1,180,136,47,0,4,1,0,1,0,0,5
EMILIANO ZAPATA,411,584,CONTIGUA2,172,144,55,1,4,0,0,0,0,0,6
HUITZILAC,412,541,BASICA,129,75,77,0,15,30,15,0,1,0,17
HUITZILAC,412,541,CONTIGUA1,139,104,73,0,25,31,11,0,0,0,5
HUITZILAC,413,454,BASICA,97,71,88,0,47,10,7,0,0,0,10
HUITZILAC,413,455,CONTIGUA1,128,79,81,0,20,11,12,0,0,1,10
HUITZILAC,414,397,BASICA,106,61,68,0,24,16,0,0,0,0,11
HUITZILAC,414,398,CONTIGUA1,102,47,82,0,22,11,3,0,0,0,12
HUITZILAC,415,96,BASICA,5,64,12,0,1,0,0,0,0,0,0
HUITZILAC,416,563,BASICA,117,85,89,0,19,47,3,0,0,0,20
HUITZILAC,416,563,CONTIGUA1,107,92,95,0,26,45,5,0,0,0,8
HUITZILAC,417,651,BASICA,103,146,117,0,19,53,2,0,0,0,19
HUITZILAC,417,651,CONTIGUA1,68,144,117,0,17,37,2,0,0,0,7
HUITZILAC,418,392,BASICA,92,71,72,0,13,12,3,0,0,0,16
HUITZILAC,418,392,CONTIGUA1,101,69,50,1,21,28,3,0,0,0,11
HUITZILAC,419,493,BASICA,123,168,41,2,31,17,1,0,1,0,18
HUITZILAC,419,494,CONTIGUA1,153,143,46,0,29,9,1,3,2,0,16
HUITZILAC,420,450,BASICA,124,76,60,0,27,9,1,1,1,0,14
HUITZILAC,421,399,BASICA,130,69,42,2,16,2,5,2,0,0,14
HUITZILAC,422,413,BASICA,185,46,36,0,13,1,3,0,0,1,8
JANTETELCO,423,466,BASICA,9,35,49,0,175,6,0,1,0,0,13
JANTETELCO,423,466,CONTIGUA1,4,37,50,1,182,16,0,0,0,0,22
JANTETELCO,424,418,BASICA,0,32,29,0,189,1,0,0,0,0,12
JANTETELCO,424,419,CONTIGUA1,2,22,30,0,194,9,0,0,0,0,11
JANTETELCO,425,463,BASICA,4,79,40,1,142,7,0,0,0,0,12
JANTETELCO,425,464,CONTIGUA1,4,62,35,0,195,3,1,1,1,0,8
JANTETELCO,426,698,BASICA,8,215,171,1,5,10,2,0,0,0,12
JANTETELCO,426,699,CONTIGUA1,6,202,199,0,6,18,0,1,0,0,13
JANTETELCO,427,535,BASICA,7,159,150,1,4,11,1,0,0,0,10
JANTETELCO,427,535,CONTIGUA1,3,124,178,0,5,14,0,2,0,0,15
JANTETELCO,428,387,BASICA,5,92,111,0,12,15,1,1,0,0,9
JANTETELCO,428,387,CONTIGUA1,4,85,111,0,12,13,0,0,0,0,18
JANTETELCO,429,624,BASICA,11,85,123,1,142,4,0,3,0,0,23
JANTETELCO,429,625,CONTIGUA1,3,99,99,1,166,6,0,0,0,0,27
JANTETELCO,430,681,BASICA,16,200,71,0,82,15,2,0,1,0,19
JANTETELCO,430,682,CONTIGUA1,18,186,119,1,67,14,1,0,0,0,18
JIUTEPEC,431,459,BASICA,198,48,38,4,3,1,0,2,1,0,7
JIUTEPEC,431,460,CONTIGUA1,188,41,38,3,7,1,2,4,0,0,0
JIUTEPEC,432,457,BASICA,167,66,27,1,4,0,0,3,0,0,4
JIUTEPEC,432,457,CONTIGUA1,182,73,26,1,8,1,1,3,0,0,4
JIUTEPEC,433,717,BASICA,241,86,83,5,6,0,7,7,0,0,12
JIUTEPEC,433,718,CONTIGUA1,226,97,87,3,5,0,6,5,1,0,6
JIUTEPEC,434,584,BASICA,203,75,69,1,5,0,2,1,0,0,3
JIUTEPEC,434,584,CONTIGUA1,219,65,64,3,4,2,7,6,0,0,2
JIUTEPEC,434,584,CONTIGUA2,225,76,65,2,7,0,4,3,0,0,5
JIUTEPEC,435,543,BASICA,200,47,65,1,5,1,2,3,0,0,4
JIUTEPEC,435,544,CONTIGUA1,200,64,52,3,5,0,7,7,0,0,4
JIUTEPEC,435,544,CONTIGUA2,211,53,55,3,4,1,0,8,0,0,8
JIUTEPEC,436,653,BASICA,228,69,75,1,3,0,1,6,0,0,8
JIUTEPEC,436,653,CONTIGUA1,223,75,56,5,4,1,2,6,0,0,15
JIUTEPEC,436,653,CONTIGUA2,224,57,88,1,5,1,2,4,0,9,9
JIUTEPEC,437,518,BASICA,208,54,58,9,3,2,1,4,2,0,6
JIUTEPEC,437,519,CONTIGUA1,224,63,47,3,8,0,1,1,0,0,7
JIUTEPEC,437,519,CONTIGUA2,210,43,53,6,7,0,3,4,0,0,7
JIUTEPEC,438,538,BASICA,202,68,65,6,3,0,1,3,2,0,3
JIUTEPEC,438,538,CONTIGUA1,213,68,61,5,4,0,1,1,2,0,7
JIUTEPEC,438,539,CONTIGUA2,230,70,63,1,5,0,0,1,0,0,7
JIUTEPEC,439,697,BASICA,235,51,99,5,7,1,24,12,0,0,5
JIUTEPEC,439,698,CONTIGUA1,266,83,65,3,11,0,11,5,0,0,8
JIUTEPEC,440,420,BASICA,198,48,63,2,6,1,3,4,0,0,3
JIUTEPEC,440,421,CONTIGUA1,194,49,53,1,3,1,5,8,1,0,4
JIUTEPEC,441,559,BASICA,290,65,71,1,6,1,3,7,0,0,5
JIUTEPEC,441,560,CONTIGUA1,270,73,62,1,8,2,2,8,1,0,6
JIUTEPEC,442,410,BASICA,187,49,54,4,8,1,0,2,1,0,3
JIUTEPEC,442,410,CONTIGUA1,200,51,49,0,6,1,2,7,0,0,4
JIUTEPEC,443,506,BASICA,248,68,41,5,8,4,9,2,2,0,3
JIUTEPEC,443,506,CONTIGUA1,269,72,46,0,9,3,3,4,0,0,2
JIUTEPEC,444,701,BASICA,303,85,78,1,4,1,3,9,1,0,6
JIUTEPEC,444,702,CONTIGUA1,285,84,80,4,10,4,3,6,0,0,6
JIUTEPEC,445,531,BASICA,163,45,65,5,4,0,2,6,0,11,0
JIUTEPEC,445,532,CONTIGUA1,175,63,57,2,7,2,0,3,0,0,6
JIUTEPEC,445,532,CONTIGUA2,184,65,65,0,6,1,5,2,0,0,7
JIUTEPEC,446,419,BASICA,202,50,40,5,4,4,0,0,0,0,5
JIUTEPEC,446,420,CONTIGUA1,171,61,55,1,7,3,3,2,0,0,3
JIUTEPEC,447,399,BASICA,195,57,39,4,3,6,4,1,0,0,3
JIUTEPEC,447,400,CONTIGUA1,185,64,42,2,4,5,6,4,0,0,1
JIUTEPEC,448,537,BASICA,211,40,57,2,4,0,2,7,0,0,9
JIUTEPEC,448,537,CONTIGUA1,202,77,54,3,7,1,2,2,0,0,17
JIUTEPEC,448,538,CONTIGUA2,224,58,44,2,7,0,2,6,0,0,2
JIUTEPEC,449,686,BASICA,247,81,74,0,5,1,3,3,0,0,10
JIUTEPEC,449,686,CONTIGUA1,289,48,81,5,3,2,1,2,0,0,9
JIUTEPEC,449,687,CONTIGUA2,237,60,94,5,4,2,2,5,0,0,9
JIUTEPEC,449,687,CONTIGUA3,276,58,75,4,7,8,5,7,0,0,0
JIUTEPEC,450,552,BASICA,228,72,44,2,4,0,2,2,1,0,8
JIUTEPEC,450,552,CONTIGUA1,160,214,105,8,18,1,5,19,1,0,0
JIUTEPEC,450,553,CONTIGUA2,233,60,46,1,8,0,2,5,0,0,5
JIUTEPEC,451,586,BASICA,304,79,62,2,11,0,3,3,1,0,2
JIUTEPEC,451,587,CONTIGUA1,295,78,45,0,9,0,2,2,1,0,4
JIUTEPEC,452,576,BASICA,284,90,51,5,9,1,2,5,0,0,2
JIUTEPEC,452,577,CONTIGUA1,311,88,52,4,15,0,0,4,0,0,3
JIUTEPEC,453,671,BASICA,268,64,65,1,1,1,2,31,0,0,4
JIUTEPEC,453,671,CONTIGUA1,246,55,60,2,4,0,3,17,1,0,9
JIUTEPEC,453,671,CONTIGUA2,260,81,45,2,5,1,3,11,0,0,8
JIUTEPEC,454,708,BASICA,226,80,68,8,3,1,3,9,1,0,6
JIUTEPEC,454,708,CONTIGUA1,245,94,75,4,3,1,1,8,0,0,9
JIUTEPEC,454,708,CONTIGUA2,204,84,105,0,7,3,2,8,1,0,9
JIUTEPEC,455,699,BASICA,171,108,109,4,3,3,2,6,0,0,14
JIUTEPEC,455,700,CONTIGUA1,167,117,74,9,5,2,3,14,0,0,17
JIUTEPEC,455,700,CONTIGUA2,191,111,70,3,6,2,0,9,0,0,11
JIUTEPEC,455,700,CONTIGUA3,205,104,80,5,6,0,3,7,0,0,8
JIUTEPEC,456,675,BASICA,195,100,80,8,5,1,2,12,0,0,11
JIUTEPEC,456,676,CONTIGUA1,207,100,77,5,12,1,0,9,0,0,15
JIUTEPEC,457,603,BASICA,198,80,92,3,6,5,0,5,0,0,0
JIUTEPEC,457,604,CONTIGUA1,186,80,79,2,3,0,2,5,0,0,5
JIUTEPEC,457,604,CONTIGUA2,187,69,86,1,2,1,2,9,1,0,9
JIUTEPEC,458,708,BASICA,194,87,104,7,2,4,1,15,0,0,9
JIUTEPEC,458,708,CONTIGUA1,219,94,108,4,8,2,5,7,0,0,10
JIUTEPEC,459,596,BASICA,202,64,93,4,7,5,0,12,0,0,10
JIUTEPEC,459,596,CONTIGUA1,186,91,81,3,18,2,2,9,1,0,8
JIUTEPEC,460,748,BASICA,307,103,61,1,13,3,2,11,0,0,12
JIUTEPEC,461,454,BASICA,196,85,31,2,8,1,1,12,1,0,4
JIUTEPEC,461,454,CONTIGUA1,163,72,33,2,9,1,2,10,0,0,3
JIUTEPEC,462,481,BASICA,204,62,46,2,5,1,0,12,0,0,0
JIUTEPEC,462,481,CONTIGUA1,217,51,42,1,5,0,0,9,1,0,7
JIUTEPEC,463,627,BASICA,226,79,81,1,3,2,7,16,0,0,7
JIUTEPEC,463,627,CONTIGUA1,208,85,83,0,4,0,0,8,3,0,7
JIUTEPEC,464,721,BASICA,238,97,111,6,4,4,0,9,2,0,13
JIUTEPEC,464,722,CONTIGUA1,244,84,102,9,4,5,3,13,0,0,15
JIUTEPEC,464,722,CONTIGUA2,237,103,103,3,12,4,2,8,0,0,5
JIUTEPEC,465,602,BASICA,144,127,76,3,3,4,1,6,1,0,11
JIUTEPEC,465,602,CONTIGUA1,157,128,80,2,3,1,3,3,1,0,12
JIUTEPEC,465,602,CONTIGUA2,147,124,79,0,1,1,1,2,0,0,8
JIUTEPEC,465,602,CONTIGUA3,152,119,87,3,3,1,0,1,0,0,7
JIUTEPEC,465,659,GEOGRAFICA1,295,95,55,3,4,1,2,5,0,0,7
JIUTEPEC,465,659,GEOGRAFICA2,286,114,58,2,9,1,5,7,0,1,3
JIUTEPEC,466,668,BASICA,260,92,59,5,23,0,3,12,2,0,4
JIUTEPEC,467,463,BASICA,169,53,63,1,18,2,3,8,0,0,3
JIUTEPEC,467,464,CONTIGUA1,164,77,58,1,23,3,1,4,0,0,2
JIUTEPEC,468,699,BASICA,270,110,75,3,15,1,2,3,0,0,4
JIUTEPEC,468,700,CONTIGUA1,281,86,71,8,17,1,7,11,0,0,8
JIUTEPEC,469,615,BASICA,216,74,63,4,5,2,5,3,0,0,9
JIUTEPEC,469,616,CONTIGUA1,215,72,37,1,4,0,4,6,0,0,8
JIUTEPEC,469,616,CONTIGUA2,216,92,61,3,1,0,0,2,1,0,3
JIUTEPEC,470,524,BASICA,153,63,60,0,1,6,6,6,0,0,4
JIUTEPEC,470,524,CONTIGUA1,167,76,61,3,1,0,4,0,0,0,9
JIUTEPEC,470,525,CONTIGUA2,165,71,77,5,6,2,2,4,0,0,7
JIUTEPEC,471,624,BASICA,212,84,75,2,3,4,3,5,0,0,10
JIUTEPEC,471,625,CONTIGUA1,220,92,77,6,1,1,0,2,0,0,4
JIUTEPEC,471,625,CONTIGUA2,206,80,71,4,11,3,3,2,0,0,11
JIUTEPEC,472,691,BASICA,245,131,68,2,2,2,2,4,0,0,5
JIUTEPEC,472,691,CONTIGUA1,208,135,72,2,11,0,0,3,0,0,9
JIUTEPEC,472,692,CONTIGUA2,222,118,67,5,2,6,0,3,0,0,12
JIUTEPEC,473,466,BASICA,176,58,68,2,8,1,1,5,0,0,4
JIUTEPEC,473,467,CONTIGUA1,187,69,60,3,4,2,4,4,1,0,10
JIUTEPEC,474,607,BASICA,244,89,82,6,4,4,2,5,0,0,0
JIUTEPEC,474,608,CONTIGUA1,221,117,81,5,4,2,4,8,0,0,5
JIUTEPEC,475,417,BASICA,173,43,48,4,4,0,0,3,0,0,0
JIUTEPEC,475,418,CONTIGUA1,177,51,43,6,3,1,3,2,1,0,8
JIUTEPEC,476,433,BASICA,169,57,52,4,6,0,1,4,0,0,1
JIUTEPEC,476,434,CONTIGUA1,154,68,38,1,4,3,1,2,0,0,6
JIUTEPEC,477,741,BASICA,260,101,98,1,14,1,1,21,0,0,2
JIUTEPEC,477,741,CONTIGUA1,265,120,77,6,17,5,1,19,0,0,1
JIUTEPEC,477,741,CONTIGUA2,275,106,96,3,7,3,7,13,0,0,6
JIUTEPEC,477,742,CONTIGUA3,287,87,89,3,17,0,4,24,1,0,5
JIUTEPEC,478,445,BASICA,187,54,51,3,2,4,5,4,0,0,3
JIUTEPEC,478,445,CONTIGUA1,197,90,54,4,2,3,4,9,0,0,0
JIUTEPEC,479,458,BASICA,157,86,46,4,1,4,1,5,0,0,6
JIUTEPEC,479,458,CONTIGUA1,158,72,41,10,3,0,1,6,0,0,4
JIUTEPEC,480,393,BASICA,164,48,41,3,4,0,0,5,0,0,5
JIUTEPEC,480,393,CONTIGUA1,145,51,42,5,7,1,2,3,0,0,2
JIUTEPEC,481,603,BASICA,166,110,68,2,6,4,7,1,0,0,15
JIUTEPEC,481,603,CONTIGUA1,146,130,84,2,5,1,7,3,1,0,11
JIUTEPEC,481,603,CONTIGUA2,154,135,91,1,8,5,4,2,0,0,10
JIUTEPEC,482,574,BASICA,168,155,78,3,4,9,1,2,0,0,4
JIUTEPEC,482,575,CONTIGUA1,150,140,93,6,5,9,0,1,0,0,9
JIUTEPEC,483,626,BASICA,175,170,63,6,4,8,0,2,0,0,7
JIUTEPEC,483,627,CONTIGUA1,185,147,76,6,7,10,3,5,0,0,6
JIUTEPEC,483,627,CONTIGUA2,178,133,106,10,3,10,0,3,0,0,2
JIUTEPEC,484,728,BASICA,166,168,125,5,5,6,7,5,1,0,14
JIUTEPEC,484,728,CONTIGUA1,182,163,134,3,9,6,6,3,0,0,19
JIUTEPEC,484,728,CONTIGUA2,208,141,118,5,7,2,9,6,1,0,12
JIUTEPEC,485,670,BASICA,142,108,137,3,5,1,12,6,0,0,17
JIUTEPEC,485,671,CONTIGUA1,142,116,126,2,5,4,8,8,0,0,7
JIUTEPEC,485,671,CONTIGUA2,133,97,140,6,4,2,21,9,0,0,26
JIUTEPEC,486,604,BASICA,193,80,88,5,6,2,1,2,0,0,5
JIUTEPEC,486,604,CONTIGUA1,176,102,80,3,6,1,0,6,0,0,3
JIUTEPEC,486,604,CONTIGUA2,156,87,89,3,8,1,1,3,0,0,14
JIUTEPEC,486,604,CONTIGUA3,184,62,106,5,5,2,3,2,0,0,3
JIUTEPEC,486,605,CONTIGUA4,200,71,92,4,4,1,0,3,1,0,9
JIUTEPEC,487,665,BASICA,151,70,126,6,3,2,0,9,1,0,9
JIUTEPEC,487,665,CONTIGUA1,145,68,120,8,2,4,3,7,0,0,13
JIUTEPEC,487,666,CONTIGUA2,155,74,145,6,1,5,1,8,0,0,14
JIUTEPEC,488,610,BASICA,208,81,55,3,3,3,1,1,1,0,9
JIUTEPEC,488,610,CONTIGUA1,240,94,62,1,2,0,0,2,0,0,9
JIUTEPEC,488,610,CONTIGUA2,227,82,71,0,3,1,2,7,0,0,9
JIUTEPEC,488,610,CONTIGUA3,226,80,82,1,3,1,1,8,0,0,11
JIUTEPEC,489,596,BASICA,137,88,88,8,8,2,2,3,0,0,11
JIUTEPEC,489,596,CONTIGUA1,132,96,86,5,0,4,1,0,0,0,16
JIUTEPEC,489,596,CONTIGUA2,124,99,72,4,6,0,3,2,1,0,11
JIUTEPEC,490,704,BASICA,187,113,110,1,4,0,0,6,0,0,0
JIUTEPEC,491,379,BASICA,97,59,56,6,1,3,1,2,1,0,3
JIUTEPEC,491,380,CONTIGUA1,94,48,69,5,2,2,0,1,0,0,10
JIUTEPEC,492,394,BASICA,122,57,37,1,2,0,2,9,0,0,8
JIUTEPEC,492,394,CONTIGUA1,105,76,40,4,2,1,0,1,0,0,5
JIUTEPEC,493,550,BASICA,162,86,42,7,4,0,3,4,0,0,7
