Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 54 - MORELIA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
B,AC,Urna tradicional,206,122,51,7,1,12,3,,,,,10,,4,4,,,,0,12,432,688
C1,AC,Urna tradicional,210,116,55,7,2,11,1,,,,,8,,4,4,,,,0,12,430,688
Total,,,416,238,106,14,3,23,4,0,0,0,0,18,0,8,8,0,0,0,0,24,862,1376
Sección 1087 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,172,119,69,10,2,3,2,,,,,7,,8,3,,,,0,12,407,611
C1,AC,Urna tradicional,169,130,46,2,5,2,1,,,,,7,,4,3,,,,0,14,383,612
Total,,,341,249,115,12,7,5,3,0,0,0,0,14,0,12,6,0,0,0,0,26,790,1223
Sección 1088 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,131,72,27,1,4,5,2,,,,,5,,5,0,,,,0,7,259,402
C1,AC,Urna tradicional,138,66,18,0,2,2,3,,,,,5,,3,1,,,,0,10,248,403
Total,,,269,138,45,1,6,7,5,0,0,0,0,10,0,8,1,0,0,0,0,17,507,805
Sección 1089 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,128,126,58,3,1,4,3,,,,,3,,5,2,,,,0,16,349,511
C1,AC,Urna tradicional,148,117,47,5,3,5,5,,,,,2,,5,2,,,,0,13,352,512
Total,,,276,243,105,8,4,9,8,0,0,0,0,5,0,10,4,0,0,0,0,29,701,1023
Sección 1090 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,164,162,51,3,5,4,1,,,,,9,,6,3,,,,0,20,428,641
Total,,,164,162,51,3,5,4,1,0,0,0,0,9,0,6,3,0,0,0,0,20,428,641
Sección 1091 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,176,140,36,3,0,12,0,,,,,5,,5,2,,,,0,13,392,676
Total,,,176,140,36,3,0,12,0,0,0,0,0,5,0,5,2,0,0,0,0,13,392,676
Sección 1092 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,175,112,34,4,4,5,5,,,,,2,,1,1,,,,1,21,365,582
C1,AC,Urna tradicional,154,110,29,7,6,10,2,,,,,4,,2,2,,,,0,17,343,582
Total,,,329,222,63,11,10,15,7,0,0,0,0,6,0,3,3,0,0,0,1,38,708,1164
Sección 1093 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,134,89,44,3,2,3,2,,,,,5,,5,3,,,,0,15,305,501
C1,AC,Urna tradicional,132,104,35,3,1,4,1,,,,,0,,6,0,,,,0,12,298,501
C2,AC,Urna tradicional,117,89,38,5,4,3,1,,,,,6,,2,5,,,,2,15,287,501
Total,,,383,282,117,11,7,10,4,0,0,0,0,11,0,13,8,0,0,0,2,42,890,1503
Sección 1094 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,136,85,35,7,0,7,2,,,,,5,,4,0,,,,0,13,294,587
C1,AC,Urna tradicional,108,91,39,6,3,5,0,,,,,6,,3,4,,,,0,13,278,588
Total,,,244,176,74,13,3,12,2,0,0,0,0,11,0,7,4,0,0,0,0,26,572,1175
Sección 1095 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,80,23,3,5,1,3,,,,,0,,4,2,,,,0,10,211,389
C1,AC,Urna tradicional,76,70,35,2,2,5,3,,,,,6,,4,3,,,,0,9,215,389
Total,,,156,150,58,5,7,6,6,0,0,0,0,6,0,8,5,0,0,0,0,19,426,778
Sección 1096 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,148,116,54,3,1,11,1,,,,,6,,5,3,,,,0,23,371,680
C1,AC,Urna tradicional,143,128,39,5,2,18,2,,,,,4,,5,3,,,,1,13,363,680
Total,,,291,244,93,8,3,29,3,0,0,0,0,10,0,10,6,0,0,0,1,36,734,1360
Sección 1097 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,192,128,30,5,4,3,0,,,,,3,,4,3,,,,0,13,385,671
C1,AC,Urna tradicional,163,135,45,3,1,4,1,,,,,3,,8,0,,,,1,16,380,672
C2,AC,Urna tradicional,159,108,50,2,2,4,0,,,,,4,,12,2,,,,0,16,359,672
Total,,,514,371,125,10,7,11,1,0,0,0,0,10,0,24,5,0,0,0,1,45,1124,2015
Sección 1098 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,161,94,38,7,6,10,4,,,,,7,,0,3,,,,0,18,348,681
C1,AC,Urna tradicional,159,95,33,5,4,4,4,,,,,2,,2,5,,,,0,5,318,682
Total,,,320,189,71,12,10,14,8,0,0,0,0,9,0,2,8,0,0,0,0,23,666,1363
Sección 1099 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,126,124,46,3,3,3,1,,,,,2,,3,3,,,,0,10,324,609
C1,AC,Urna tradicional,103,113,63,7,3,6,1,,,,,4,,3,3,,,,0,12,318,609
C2,AC,Urna tradicional,122,158,42,3,7,3,0,,,,,2,,3,2,,,,0,10,352,609
Total,,,351,395,151,13,13,12,2,0,0,0,0,8,0,9,8,0,0,0,0,32,994,1827
Sección 1100 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,136,96,21,3,4,5,1,,,,,3,,6,1,,,,0,18,294,520
C1,AC,Urna tradicional,138,89,29,2,4,6,1,,,,,4,,3,2,,,,0,8,286,521
C2,AC,Urna tradicional,100,97,25,4,5,4,3,,,,,9,,6,1,,,,0,9,263,521
Total,,,374,282,75,9,13,15,5,0,0,0,0,16,0,15,4,0,0,0,0,35,843,1562
Sección 1101 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,174,119,48,5,3,7,3,,,,,3,,6,3,,,,0,18,389,673
C1,AC,Urna tradicional,150,139,46,3,5,6,2,,,,,7,,2,6,,,,0,18,384,674
C2,AC,Urna tradicional,173,134,38,1,4,6,1,,,,,7,,3,3,,,,0,10,380,674
Total,,,497,392,132,9,12,19,6,0,0,0,0,17,0,11,12,0,0,0,0,46,1153,2021
Sección 1102 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,127,76,30,3,4,5,2,,,,,4,,9,1,,,,0,12,273,503
C1,AC,Urna tradicional,135,97,30,4,3,3,3,,,,,3,,8,2,,,,0,11,299,504
C2,AC,Urna tradicional,125,82,35,7,1,6,2,,,,,5,,3,1,,,,1,6,274,504
Total,,,387,255,95,14,8,14,7,0,0,0,0,12,0,20,4,0,0,0,1,29,846,1511
Sección 1103 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,142,131,51,6,0,6,2,,,,,3,,3,0,,,,0,9,353,664
C1,AC,Urna tradicional,123,139,44,8,3,4,0,,,,,2,,7,0,,,,0,10,340,664
C2,AC,Urna tradicional,127,136,35,5,5,4,2,,,,,2,,5,0,,,,0,13,334,664
Total,,,392,406,130,19,8,14,4,0,0,0,0,7,0,15,0,0,0,0,0,32,1027,1992
Sección 1104 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,92,117,22,3,2,4,1,,,,,1,,8,1,,,,0,11,262,545
C1,AC,Urna tradicional,85,123,21,5,2,3,1,,,,,0,,6,0,,,,1,7,254,545
C2,AC,Urna tradicional,112,135,27,4,3,1,0,,,,,5,,7,2,,,,0,11,307,546
Total,,,289,375,70,12,7,8,2,0,0,0,0,6,0,21,3,0,0,0,1,29,823,1636
Sección 1105 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,167,154,41,5,2,8,2,,,,,3,,5,2,,,,1,8,398,716
C1,AC,Urna tradicional,152,150,43,5,6,4,2,,,,,6,,8,3,,,,1,7,387,716
Total,,,319,304,84,10,8,12,4,0,0,0,0,9,0,13,5,0,0,0,2,15,785,1432
Sección 1106 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,87,166,37,6,4,2,2,,,,,1,,7,1,,,,2,20,335,683
C1,AC,Urna tradicional,92,162,29,4,7,5,0,,,,,2,,4,2,,,,0,14,321,684
C2,AC,Urna tradicional,103,161,28,3,4,1,3,,,,,0,,6,2,,,,1,10,322,684
Total,,,282,489,94,13,15,8,5,0,0,0,0,3,0,17,5,0,0,0,3,44,978,2051
Sección 1107 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,211,112,40,3,2,3,1,,,,,8,,2,2,,,,0,4,388,639
C1,AC,Urna tradicional,243,129,37,4,2,8,4,,,,,3,,6,0,,,,1,9,446,640
C2,AC,Urna tradicional,246,119,55,1,2,6,4,,,,,1,,2,2,,,,1,9,448,640
C3,AC,Urna tradicional,219,131,42,2,1,6,3,,,,,8,,4,0,,,,0,7,423,640
C4,AC,Urna tradicional,248,105,23,2,4,4,5,,,,,12,,2,1,,,,1,14,421,640
C5,AC,Urna tradicional,246,117,38,4,1,5,2,,,,,6,,2,1,,,,1,9,432,640
E1,AC,Urna tradicional,122,202,50,6,4,2,2,,,,,2,,7,2,,,,1,17,417,742
E1C1,AC,Urna tradicional,136,218,44,0,6,3,2,,,,,3,,11,4,,,,0,6,433,743
E1C2,AC,Urna tradicional,145,184,29,6,3,3,6,,,,,6,,9,1,,,,0,19,411,743
E2,AC,Urna tradicional,237,71,38,2,2,7,2,,,,,0,,0,0,,,,1,4,364,548
Total,,,2053,1388,396,30,27,47,31,0,0,0,0,49,0,45,13,0,0,0,6,98,4183,6615
Sección 1108 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,99,108,55,1,3,5,0,,,,,1,,5,2,,,,0,13,292,560
C1,AC,Urna tradicional,118,108,32,3,1,3,0,,,,,1,,3,3,,,,0,14,286,560
C2,AC,Urna tradicional,141,85,31,6,5,4,0,,,,,3,,4,2,,,,0,15,296,561
Total,,,358,301,118,10,9,12,0,0,0,0,0,5,0,12,7,0,0,0,0,42,874,1681
Sección 1109 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,113,33,0,5,4,1,,,,,2,,3,1,,,,1,17,286,535
C1,AC,Urna tradicional,103,107,44,0,3,4,4,,,,,2,,4,3,,,,0,5,279,536
Total,,,209,220,77,0,8,8,5,0,0,0,0,4,0,7,4,0,0,0,1,22,565,1071
Sección 1110 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,203,125,39,6,4,4,2,,,,,8,,4,2,,,,0,10,407,706
C1,AC,Urna tradicional,218,109,51,4,3,8,2,,,,,3,,1,0,,,,0,16,415,706
Total,,,421,234,90,10,7,12,4,0,0,0,0,11,0,5,2,0,0,0,0,26,822,1412
Sección 1111 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,219,96,41,2,2,7,2,,,,,10,,5,1,,,,0,5,390,624
C1,AC,Urna tradicional,234,107,42,3,2,3,1,,,,,7,,2,4,,,,0,11,416,624
Total,,,453,203,83,5,4,10,3,0,0,0,0,17,0,7,5,0,0,0,0,16,806,1248
Sección 1112 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,184,98,26,6,3,3,4,,,,,8,,5,2,,,,0,11,350,523
C1,AC,Urna tradicional,185,93,33,4,3,3,0,,,,,3,,2,0,,,,0,21,347,523
Total,,,369,191,59,10,6,6,4,0,0,0,0,11,0,7,2,0,0,0,0,32,697,1046
Sección 1113 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,128,88,25,7,1,3,4,,,,,3,,2,3,,,,0,18,282,463
C1,AC,Urna tradicional,155,79,20,6,2,2,0,,,,,7,,3,4,,,,0,8,286,464
Total,,,283,167,45,13,3,5,4,0,0,0,0,10,0,5,7,0,0,0,0,26,568,927
Sección 1114 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,170,102,43,7,1,3,1,,,,,7,,3,1,,,,0,6,344,497
C1,AC,Urna tradicional,177,84,28,1,0,6,3,,,,,3,,6,2,,,,2,12,324,497
Total,,,347,186,71,8,1,9,4,0,0,0,0,10,0,9,3,0,0,0,2,18,668,994
Sección 1115 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,177,95,41,8,0,6,1,,,,,8,,3,2,,,,3,16,360,515
C1,AC,Urna tradicional,186,110,27,1,4,5,3,,,,,9,,3,2,,,,0,13,363,515
Total,,,363,205,68,9,4,11,4,0,0,0,0,17,0,6,4,0,0,0,3,29,723,1030
Sección 1116 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,182,76,20,2,3,4,3,,,,,5,,6,1,,,,0,9,311,502
C1,AC,Urna tradicional,163,97,24,3,4,2,6,,,,,2,,6,1,,,,2,19,329,503
Total,,,345,173,44,5,7,6,9,0,0,0,0,7,0,12,2,0,0,0,2,28,640,1005
Sección 1117 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,169,102,24,1,1,2,4,,,,,6,,2,3,,,,0,11,325,455
C1,AC,Urna tradicional,167,93,21,1,1,8,0,,,,,6,,3,0,,,,0,10,310,456
Total,,,336,195,45,2,2,10,4,0,0,0,0,12,0,5,3,0,0,0,0,21,635,911
Sección 1118 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,159,81,18,3,2,1,0,,,,,8,,9,3,,,,0,16,300,426
C1,AC,Urna tradicional,166,68,25,1,0,2,0,,,,,5,,5,2,,,,0,12,286,426
Total,,,325,149,43,4,2,3,0,0,0,0,0,13,0,14,5,0,0,0,0,28,586,852
Sección 1119 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,140,69,22,0,3,4,6,,,,,3,,3,1,,,,0,14,265,408
C1,AC,Urna tradicional,157,83,28,1,0,2,2,,,,,5,,1,0,,,,0,12,291,409
Total,,,297,152,50,1,3,6,8,0,0,0,0,8,0,4,1,0,0,0,0,26,556,817
Sección 1120 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,153,106,31,3,0,1,1,,,,,5,,3,0,,,,0,10,313,520
C1,AC,Urna tradicional,176,94,31,4,1,2,0,,,,,2,,4,1,,,,0,6,321,520
Total,,,329,200,62,7,1,3,1,0,0,0,0,7,0,7,1,0,0,0,0,16,634,1040
Sección 1121 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,166,154,42,7,5,6,3,,,,,3,,3,2,,,,0,13,404,643
C1,AC,Urna tradicional,170,126,36,6,4,4,2,,,,,10,,3,2,,,,0,19,382,644
Total,,,336,280,78,13,9,10,5,0,0,0,0,13,0,6,4,0,0,0,0,32,786,1287
Sección 1122 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,141,123,37,2,5,3,3,,,,,5,,4,1,,,,0,15,339,595
C1,AC,Urna tradicional,152,136,32,3,3,5,2,,,,,3,,13,1,,,,0,23,373,596
Total,,,293,259,69,5,8,8,5,0,0,0,0,8,0,17,2,0,0,0,0,38,712,1191
Sección 1123 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,91,101,37,4,3,6,2,,,,,4,,5,1,,,,0,20,274,485
C1,AC,Urna tradicional,105,88,32,4,4,3,0,,,,,3,,4,3,,,,2,5,253,486
Total,,,196,189,69,8,7,9,2,0,0,0,0,7,0,9,4,0,0,0,2,25,527,971
Sección 1124 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,88,113,18,2,2,4,2,,,,,7,,8,0,,,,1,12,257,434
C1,AC,Urna tradicional,90,113,17,0,3,6,2,,,,,1,,7,1,,,,0,7,247,434
Total,,,178,226,35,2,5,10,4,0,0,0,0,8,0,15,1,0,0,0,1,19,504,868
Sección 1125 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,123,109,34,4,3,8,3,,,,,4,,9,3,,,,1,14,315,526
C1,AC,Urna tradicional,132,88,40,2,3,10,3,,,,,4,,7,1,,,,0,11,301,527
C2,AC,Urna tradicional,126,101,45,5,1,10,3,,,,,8,,4,3,,,,0,12,318,527
Total,,,381,298,119,11,7,28,9,0,0,0,0,16,0,20,7,0,0,0,1,37,934,1580
Sección 1126 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,164,150,44,4,5,3,2,,,,,3,,5,0,,,,0,16,396,701
C1,AC,Urna tradicional,171,148,36,5,2,5,5,,,,,5,,9,1,,,,0,16,403,702
Total,,,335,298,80,9,7,8,7,0,0,0,0,8,0,14,1,0,0,0,0,32,799,1403
Sección 1127 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,96,25,4,3,3,1,,,,,5,,9,0,,,,0,14,261,479
C1,AC,Urna tradicional,101,97,30,1,5,4,2,,,,,3,,5,2,,,,0,15,265,479
Total,,,202,193,55,5,8,7,3,0,0,0,0,8,0,14,2,0,0,0,0,29,526,958
Sección 1128 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,93,98,36,6,4,4,1,,,,,4,,9,1,,,,1,11,268,507
C1,AC,Urna tradicional,76,112,33,6,3,5,1,,,,,1,,8,4,,,,0,6,255,507
C2,AC,Urna tradicional,118,110,24,2,2,2,1,,,,,6,,6,3,,,,0,10,284,507
Total,,,287,320,93,14,9,11,3,0,0,0,0,11,0,23,8,0,0,0,1,27,807,1521
Sección 1129 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,128,116,45,4,2,2,3,,,,,8,,4,4,,,,1,8,325,693
C1,AC,Urna tradicional,123,135,58,11,6,4,4,,,,,3,,5,2,,,,0,13,364,693
Total,,,251,251,103,15,8,6,7,0,0,0,0,11,0,9,6,0,0,0,1,21,689,1386
Sección 1130 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,81,97,39,0,1,4,3,,,,,3,,2,5,,,,0,9,244,433
C1,AC,Urna tradicional,90,103,28,3,3,3,5,,,,,3,,1,0,,,,1,6,246,433
Total,,,171,200,67,3,4,7,8,0,0,0,0,6,0,3,5,0,0,0,1,15,490,866
Sección 1131 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,142,123,69,5,10,11,1,,,,,4,,2,3,,,,0,20,390,714
C1,AC,Urna tradicional,160,128,59,7,6,10,1,,,,,2,,4,5,,,,0,18,400,715
Total,,,302,251,128,12,16,21,2,0,0,0,0,6,0,6,8,0,0,0,0,38,790,1429
Sección 1132 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,82,83,35,6,1,2,0,,,,,2,,5,2,,,,0,5,223,417
C1,AC,Urna tradicional,92,103,24,5,1,3,2,,,,,1,,3,0,,,,0,4,238,418
Total,,,174,186,59,11,2,5,2,0,0,0,0,3,0,8,2,0,0,0,0,9,461,835
Sección 1133 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,97,157,39,4,3,5,1,,,,,3,,2,2,,,,0,10,323,517
C1,AC,Urna tradicional,107,130,35,4,2,1,5,,,,,2,,4,3,,,,0,11,304,517
Total,,,204,287,74,8,5,6,6,0,0,0,0,5,0,6,5,0,0,0,0,21,627,1034
Sección 1134 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,117,74,36,3,1,4,3,,,,,1,,4,2,,,,0,8,253,479
C1,AC,Urna tradicional,115,91,38,3,2,6,2,,,,,3,,3,1,,,,0,13,277,479
Total,,,232,165,74,6,3,10,5,0,0,0,0,4,0,7,3,0,0,0,0,21,530,958
Sección 1135 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,124,119,41,2,7,5,5,,,,,4,,4,0,,,,0,8,319,560
C1,AC,Urna tradicional,125,123,37,3,3,7,4,,,,,6,,1,8,,,,0,5,322,560
Total,,,249,242,78,5,10,12,9,0,0,0,0,10,0,5,8,0,0,0,0,13,641,1120
Sección 1136 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,137,134,38,4,3,6,2,,,,,1,,2,3,,,,1,23,354,637
C1,AC,Urna tradicional,123,132,47,6,7,9,2,,,,,1,,6,3,,,,1,17,354,638
Total,,,260,266,85,10,10,15,4,0,0,0,0,2,0,8,6,0,0,0,2,40,708,1275
Sección 1137 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,161,108,48,3,3,5,4,,,,,1,,4,2,,,,2,11,352,695
C1,AC,Urna tradicional,142,117,63,3,3,6,8,,,,,2,,3,5,,,,0,14,366,695
Total,,,303,225,111,6,6,11,12,0,0,0,0,3,0,7,7,0,0,0,2,25,718,1390
Sección 1138 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,123,105,54,5,10,8,4,,,,,4,,3,11,,,,0,8,335,574
C1,AC,Urna tradicional,109,113,52,5,2,11,6,,,,,5,,4,1,,,,2,16,326,574
Total,,,232,218,106,10,12,19,10,0,0,0,0,9,0,7,12,0,0,0,2,24,661,1148
Sección 1139 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,108,103,31,4,2,4,1,,,,,5,,5,2,,,,0,18,283,553
C1,AC,Urna tradicional,92,101,43,6,3,5,2,,,,,4,,7,3,,,,2,15,283,553
Total,,,200,204,74,10,5,9,3,0,0,0,0,9,0,12,5,0,0,0,2,33,566,1106
Sección 1140 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,70,73,29,4,4,5,2,,,,,2,,1,5,,,,0,10,205,398
C1,AC,Urna tradicional,81,68,37,3,0,4,4,,,,,3,,7,4,,,,1,5,217,398
Total,,,151,141,66,7,4,9,6,0,0,0,0,5,0,8,9,0,0,0,1,15,422,796
Sección 1141 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,128,115,42,3,0,4,4,,,,,5,,2,3,,,,0,8,314,532
C1,AC,Urna tradicional,139,102,58,4,4,3,2,,,,,6,,0,0,,,,0,9,327,532
C2,AC,Urna tradicional,119,121,48,5,3,6,0,,,,,5,,4,1,,,,2,7,321,532
Total,,,386,338,148,12,7,13,6,0,0,0,0,16,0,6,4,0,0,0,2,24,962,1596
Sección 1142 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,260,144,36,3,5,8,2,,,,,7,,4,2,,,,0,22,493,714
C1,AC,Urna tradicional,254,134,36,4,3,7,2,,,,,6,,6,1,,,,2,15,470,714
Total,,,514,278,72,7,8,15,4,0,0,0,0,13,0,10,3,0,0,0,2,37,963,1428
Sección 1143 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,134,153,40,3,1,9,5,,,,,3,,4,3,,,,1,10,366,623
C1,AC,Urna tradicional,116,165,37,4,3,4,3,,,,,2,,9,4,,,,0,16,363,624
C2,AC,Urna tradicional,111,152,41,11,4,1,2,,,,,1,,11,1,,,,1,14,350,624
Total,,,361,470,118,18,8,14,10,0,0,0,0,6,0,24,8,0,0,0,2,40,1079,1871
Sección 1144 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,109,43,2,4,8,1,,,,,3,,1,1,,,,0,15,291,503
C1,AC,Urna tradicional,88,130,61,7,4,10,3,,,,,2,,4,2,,,,0,12,323,503
Total,,,192,239,104,9,8,18,4,0,0,0,0,5,0,5,3,0,0,0,0,27,614,1006
Sección 1145 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,171,156,65,6,3,10,7,,,,,6,,6,5,,,,0,22,457,727
C1,AC,Urna tradicional,178,141,66,5,5,15,4,,,,,3,,5,6,,,,0,15,443,727
Total,,,349,297,131,11,8,25,11,0,0,0,0,9,0,11,11,0,0,0,0,37,900,1454
Sección 1146 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,92,38,7,5,5,4,,,,,0,,1,3,,,,0,14,273,533
C1,AC,Urna tradicional,108,100,53,4,1,1,4,,,,,5,,5,1,,,,0,8,290,534
Total,,,212,192,91,11,6,6,8,0,0,0,0,5,0,6,4,0,0,0,0,22,563,1067
Sección 1147 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,134,167,48,6,7,4,3,,,,,5,,8,0,,,,1,8,391,621
C1,AC,Urna tradicional,125,141,54,2,4,10,2,,,,,6,,4,1,,,,0,15,364,621
C2,AC,Urna tradicional,118,154,61,4,2,6,1,,,,,4,,9,2,,,,0,11,372,621
Total,,,377,462,163,12,13,20,6,0,0,0,0,15,0,21,3,0,0,0,1,34,1127,1863
Sección 1148 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,138,55,3,4,10,3,,,,,5,,6,4,,,,0,11,340,586
C1,AC,Urna tradicional,124,137,52,3,6,4,2,,,,,4,,4,4,,,,0,8,348,586
Total,,,225,275,107,6,10,14,5,0,0,0,0,9,0,10,8,0,0,0,0,19,688,1172
Sección 1149 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,95,82,58,10,7,8,3,,,,,4,,2,0,,,,0,14,283,445
C1,AC,Urna tradicional,108,85,39,6,3,6,2,,,,,8,,2,2,,,,1,12,274,446
Total,,,203,167,97,16,10,14,5,0,0,0,0,12,0,4,2,0,0,0,1,26,557,891
Sección 1150 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,143,144,70,7,1,7,5,,,,,1,,4,3,,,,3,20,408,730
C1,AC,Urna tradicional,152,145,67,7,7,10,4,,,,,4,,9,8,,,,0,13,426,730
Total,,,295,289,137,14,8,17,9,0,0,0,0,5,0,13,11,0,0,0,3,33,834,1460
Sección 1151 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,123,128,49,2,3,9,5,,,,,5,,4,6,,,,0,14,348,545
C1,AC,Urna tradicional,146,124,40,3,4,5,5,,,,,10,,6,3,,,,0,8,354,546
Total,,,269,252,89,5,7,14,10,0,0,0,0,15,0,10,9,0,0,0,0,22,702,1091
Sección 1152 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,147,106,28,4,3,5,2,,,,,7,,4,2,,,,2,16,326,557
C1,AC,Urna tradicional,163,81,42,15,0,7,4,,,,,6,,2,0,,,,3,12,335,557
Total,,,310,187,70,19,3,12,6,0,0,0,0,13,0,6,2,0,0,0,5,28,661,1114
Sección 1153 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,134,70,27,5,0,4,3,,,,,15,,5,2,,,,0,10,275,439
C1,AC,Urna tradicional,145,87,25,6,6,6,3,,,,,7,,4,2,,,,1,12,304,440
Total,,,279,157,52,11,6,10,6,0,0,0,0,22,0,9,4,0,0,0,1,22,579,879
Sección 1154 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,156,104,51,3,3,10,5,,,,,5,,6,0,,,,0,9,352,543
Total,,,156,104,51,3,3,10,5,0,0,0,0,5,0,6,0,0,0,0,0,9,352,543
Sección 1155 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,156,142,55,6,5,4,4,,,,,6,,3,2,,,,0,17,400,611
