Numero,Municipio,SECCION,CASILLA,PAN,PRI,PPS,PRD,PC,PRT,PVEM,PT,CC1,VALIDOS,NULOS,INUTILI.,BOLETAS,Coalition
1,ACAPULCO DE JUAREZ,40,CA,39,79,7,83,1,0,0,2,,211,1,233,445,No Coalition
1,ACAPULCO DE JUAREZ,56,B,42,110,3,79,6,0,5,0,,245,9,394,648,No Coalition
1,ACAPULCO DE JUAREZ,56,CA,40,97,4,92,13,1,6,1,,254,4,323,581,No Coalition
1,ACAPULCO DE JUAREZ,57,B,41,79,0,83,2,0,6,0,,211,11,255,477,No Coalition
1,ACAPULCO DE JUAREZ,57,CA,35,84,2,78,9,0,9,1,,218,5,260,483,No Coalition
1,ACAPULCO DE JUAREZ,58,B,37,96,2,76,1,0,1,2,,215,1,207,423,No Coalition
1,ACAPULCO DE JUAREZ,59,B,32,115,0,98,2,0,1,1,,249,3,268,520,No Coalition
1,ACAPULCO DE JUAREZ,60,B,42,71,0,61,2,1,4,1,,182,2,195,379,No Coalition
1,ACAPULCO DE JUAREZ,60,CA,34,72,2,63,1,0,2,0,,174,3,214,391,No Coalition
1,ACAPULCO DE JUAREZ,61,B,48,77,3,77,5,1,0,1,,212,5,234,451,No Coalition
1,ACAPULCO DE JUAREZ,61,CA,37,80,1,69,2,0,4,2,,195,3,253,451,No Coalition
1,ACAPULCO DE JUAREZ,62,B,46,67,2,78,0,0,8,2,,203,3,274,480,No Coalition
1,ACAPULCO DE JUAREZ,63,B,25,109,4,88,3,0,7,3,,239,3,340,582,No Coalition
1,ACAPULCO DE JUAREZ,76,B,32,81,5,81,1,0,4,2,,206,1,337,544,No Coalition
1,ACAPULCO DE JUAREZ,77,B,57,70,3,63,3,0,1,1,,198,6,247,451,No Coalition
1,ACAPULCO DE JUAREZ,77,CA,34,82,3,57,4,0,4,2,,186,4,260,450,No Coalition
1,ACAPULCO DE JUAREZ,78,B,15,36,0,28,2,0,1,1,,83,1,102,186,No Coalition
1,ACAPULCO DE JUAREZ,79,B,34,83,1,108,0,3,3,3,,235,5,346,586,No Coalition
1,ACAPULCO DE JUAREZ,80,B,42,91,1,107,2,0,7,7,,257,2,248,507,No Coalition
1,ACAPULCO DE JUAREZ,80,CA,35,87,1,100,3,1,0,4,,231,3,274,508,No Coalition
1,ACAPULCO DE JUAREZ,81,B,19,50,0,92,0,0,0,3,,164,2,230,396,No Coalition
1,ACAPULCO DE JUAREZ,81,CA,23,63,1,63,1,0,1,2,,154,1,240,395,No Coalition
1,ACAPULCO DE JUAREZ,84,B,46,67,3,90,1,0,2,2,,211,3,264,478,No Coalition
1,ACAPULCO DE JUAREZ,95,B,35,82,5,100,1,0,1,2,,226,3,253,482,No Coalition
1,ACAPULCO DE JUAREZ,96,B,9,28,0,19,2,0,0,1,,59,0,164,223,No Coalition
1,ACAPULCO DE JUAREZ,97,B,33,99,5,61,1,0,6,5,,210,7,293,510,No Coalition
1,ACAPULCO DE JUAREZ,97,CA,25,100,5,71,2,0,8,2,,213,5,294,512,No Coalition
1,ACAPULCO DE JUAREZ,169,B,7,97,0,57,5,0,0,2,,168,7,237,412,No Coalition
1,ACAPULCO DE JUAREZ,169,CA,9,83,0,65,1,0,0,3,,161,11,236,408,No Coalition
1,ACAPULCO DE JUAREZ,192,B,23,88,1,96,3,0,1,1,,213,8,382,603,No Coalition
1,ACAPULCO DE JUAREZ,192,CA,26,79,6,86,3,0,1,1,,202,3,400,605,No Coalition
1,ACAPULCO DE JUAREZ,193,B,7,93,1,118,0,2,0,3,,224,0,0,224,No Coalition
1,ACAPULCO DE JUAREZ,193,CA,13,93,0,105,1,1,2,6,,221,5,221,447,No Coalition
1,ACAPULCO DE JUAREZ,194,B,24,85,2,89,2,0,4,1,,207,0,231,438,No Coalition
1,ACAPULCO DE JUAREZ,194,CA,20,73,2,88,2,0,2,1,,188,2,249,439,No Coalition
1,ACAPULCO DE JUAREZ,221,B,36,68,1,86,5,2,2,5,,205,2,264,471,No Coalition
1,ACAPULCO DE JUAREZ,221,CA,37,76,3,69,9,1,2,2,,199,4,270,473,No Coalition
1,ACAPULCO DE JUAREZ,222,B,26,124,3,90,6,2,5,2,,258,10,372,640,No Coalition
1,ACAPULCO DE JUAREZ,223,B,45,105,2,111,4,1,4,7,,279,8,364,651,No Coalition
1,ACAPULCO DE JUAREZ,223,CA,48,95,1,127,3,3,6,4,,287,7,457,751,No Coalition
1,ACAPULCO DE JUAREZ,224,B,26,103,4,68,3,2,0,5,,211,2,339,552,No Coalition
1,ACAPULCO DE JUAREZ,224,CA,28,121,1,64,5,2,2,5,,228,0,326,554,No Coalition
1,ACAPULCO DE JUAREZ,225,B,28,197,1,76,4,1,7,7,,321,3,325,649,No Coalition
1,ACAPULCO DE JUAREZ,226,B,19,94,2,65,2,0,1,1,,184,3,237,424,No Coalition
1,ACAPULCO DE JUAREZ,226,CA,10,88,2,67,3,0,0,3,,173,4,247,424,No Coalition
1,ACAPULCO DE JUAREZ,227,B,35,202,0,66,2,0,3,0,,308,11,348,667,No Coalition
1,ACAPULCO DE JUAREZ,228,B,15,99,2,76,3,1,0,1,,197,2,194,393,No Coalition
1,ACAPULCO DE JUAREZ,228,CA,14,76,1,89,0,3,3,2,,188,3,406,597,No Coalition
1,ACAPULCO DE JUAREZ,229,B,24,91,3,111,1,0,4,1,,235,3,278,516,No Coalition
1,ACAPULCO DE JUAREZ,230,B,13,67,0,81,2,1,2,1,,167,18,282,467,No Coalition
1,ACAPULCO DE JUAREZ,230,CA,13,99,1,79,3,0,2,2,,199,3,265,467,No Coalition
1,ACAPULCO DE JUAREZ,231,B,22,69,4,112,3,2,0,4,,216,4,373,593,No Coalition
1,ACAPULCO DE JUAREZ,231,CA,12,63,3,94,4,0,0,1,,177,31,383,591,No Coalition
1,ACAPULCO DE JUAREZ,232,B,21,72,2,104,1,0,0,0,,200,4,0,204,No Coalition
1,ACAPULCO DE JUAREZ,232,CA,18,88,1,88,4,1,2,4,,206,3,313,522,No Coalition
1,ACAPULCO DE JUAREZ,232,CB,13,73,4,114,0,0,1,2,,207,0,315,522,No Coalition
1,ACAPULCO DE JUAREZ,233,B,37,100,5,126,0,1,3,3,,275,5,364,644,No Coalition
1,ACAPULCO DE JUAREZ,234,B,42,124,5,113,2,0,4,1,,291,5,324,620,No Coalition
1,ACAPULCO DE JUAREZ,235,B,34,76,2,70,3,1,2,2,,190,3,238,431,No Coalition
1,ACAPULCO DE JUAREZ,235,CA,47,66,1,62,1,0,0,4,,181,5,231,417,No Coalition
1,ACAPULCO DE JUAREZ,236,B,63,108,1,122,0,1,2,3,,300,10,448,758,No Coalition
1,ACAPULCO DE JUAREZ,237,B,43,66,2,80,3,0,4,2,,200,0,240,440,No Coalition
1,ACAPULCO DE JUAREZ,237,CA,38,70,0,57,0,0,3,1,,169,6,267,442,No Coalition
1,ACAPULCO DE JUAREZ,238,B,55,149,2,89,5,2,3,14,,319,11,378,708,No Coalition
1,ACAPULCO DE JUAREZ,239,B,30,61,3,80,2,2,3,5,,186,3,263,452,No Coalition
1,ACAPULCO DE JUAREZ,239,CA,38,62,2,75,1,8,2,1,,189,1,262,452,No Coalition
1,ACAPULCO DE JUAREZ,240,B,31,96,0,70,0,18,2,1,,218,2,340,560,No Coalition
1,ACAPULCO DE JUAREZ,240,CA,33,86,1,83,5,7,3,4,,222,2,334,558,No Coalition
1,ACAPULCO DE JUAREZ,248,B,27,90,1,76,1,0,0,7,,202,5,424,631,No Coalition
1,ACAPULCO DE JUAREZ,248,CA,17,96,2,65,1,1,1,9,,192,8,253,453,No Coalition
1,ACAPULCO DE JUAREZ,249,B,33,121,2,104,3,4,4,12,,283,5,387,675,No Coalition
1,ACAPULCO DE JUAREZ,250,B,51,96,0,0,1,0,3,2,,153,5,0,158,No Coalition
1,ACAPULCO DE JUAREZ,251,B,44,67,11,79,2,0,2,2,,207,7,208,422,No Coalition
1,ACAPULCO DE JUAREZ,251,CA,32,71,4,79,2,0,2,1,,191,2,230,423,No Coalition
1,ACAPULCO DE JUAREZ,252,B,60,119,10,172,8,0,3,2,,374,4,377,755,No Coalition
1,ACAPULCO DE JUAREZ,253,B,37,71,4,80,1,0,4,1,,198,2,187,387,No Coalition
1,ACAPULCO DE JUAREZ,253,CA,48,51,6,84,0,0,5,0,,194,1,192,387,No Coalition
1,ACAPULCO DE JUAREZ,254,B,30,78,2,75,3,1,2,2,,193,4,286,483,No Coalition
1,ACAPULCO DE JUAREZ,254,CA,38,80,2,77,10,1,1,2,,211,2,271,484,No Coalition
1,ACAPULCO DE JUAREZ,255,B,42,86,0,205,1,1,5,1,,341,2,338,681,No Coalition
1,ACAPULCO DE JUAREZ,256,B,39,134,2,98,1,1,0,7,,282,12,0,294,No Coalition
1,ACAPULCO DE JUAREZ,256,CA,41,133,2,83,3,1,2,5,,270,12,457,739,No Coalition
1,ACAPULCO DE JUAREZ,256,CB,37,148,2,88,5,1,1,5,,287,6,448,741,No Coalition
1,ACAPULCO DE JUAREZ,257,B,30,100,1,89,9,1,3,3,,236,8,326,570,No Coalition
1,ACAPULCO DE JUAREZ,257,CA,22,86,0,88,15,1,3,3,,218,6,344,568,No Coalition
1,ACAPULCO DE JUAREZ,258,B,21,237,2,91,3,0,7,2,,363,11,376,750,No Coalition
1,ACAPULCO DE JUAREZ,259,B,16,133,3,54,2,0,3,2,,213,4,220,437,No Coalition
1,ACAPULCO DE JUAREZ,259,CA,32,129,1,53,0,0,2,2,,219,3,216,438,No Coalition
1,ACAPULCO DE JUAREZ,260,B,30,72,1,62,2,1,4,10,,182,3,220,405,No Coalition
1,ACAPULCO DE JUAREZ,260,CA,12,70,0,65,0,1,3,14,,165,11,227,403,No Coalition
1,ACAPULCO DE JUAREZ,261,B,35,95,1,107,4,1,2,6,,251,7,449,707,No Coalition
1,ACAPULCO DE JUAREZ,261,CA,42,83,4,102,4,3,4,1,,243,2,464,709,No Coalition
1,ACAPULCO DE JUAREZ,270,B,16,57,1,82,1,1,3,3,,164,1,247,412,No Coalition
1,ACAPULCO DE JUAREZ,270,CA,26,61,2,75,0,0,2,2,,168,1,248,417,No Coalition
1,ACAPULCO DE JUAREZ,271,B,62,123,4,100,1,0,3,2,,295,3,420,718,No Coalition
1,ACAPULCO DE JUAREZ,272,B,27,104,4,72,1,0,4,1,,213,4,168,385,No Coalition
1,ACAPULCO DE JUAREZ,272,CA,38,109,2,88,0,0,1,2,,240,2,143,385,No Coalition
1,ACAPULCO DE JUAREZ,273,B,19,135,2,124,8,1,5,4,,298,3,381,682,No Coalition
1,ACAPULCO DE JUAREZ,274,B,43,81,4,88,2,0,4,1,,223,2,270,495,No Coalition
1,ACAPULCO DE JUAREZ,274,CA,34,86,5,81,3,0,0,1,,210,6,279,495,No Coalition
1,ACAPULCO DE JUAREZ,275,B,32,76,0,108,2,0,2,0,,220,2,218,440,No Coalition
1,ACAPULCO DE JUAREZ,276,B,60,71,2,149,2,1,0,2,,287,3,279,569,No Coalition
1,ACAPULCO DE JUAREZ,277,B,38,82,1,133,0,3,3,4,,264,3,282,549,No Coalition
1,ACAPULCO DE JUAREZ,277,CA,41,100,0,110,1,1,3,2,,258,6,290,554,No Coalition
1,ACAPULCO DE JUAREZ,313,B,3,106,17,51,0,0,0,0,,177,11,192,380,No Coalition
1,ACAPULCO DE JUAREZ,333,B,6,54,12,93,34,7,1,1,,208,21,418,647,No Coalition
1,ACAPULCO DE JUAREZ,345,B,0,135,0,4,1,0,0,0,,140,0,0,140,No Coalition
1,ACAPULCO DE JUAREZ,345,GA,14,28,0,1,0,0,0,0,,43,2,0,45,No Coalition
1,ACAPULCO DE JUAREZ,345,GB,0,27,0,4,0,0,0,0,,31,0,135,166,No Coalition
1,ACAPULCO DE JUAREZ,346,B,6,66,1,16,1,0,0,0,,90,4,0,94,No Coalition
1,ACAPULCO DE JUAREZ,353,B,18,26,2,11,15,0,0,2,,74,4,72,150,No Coalition
1,ACAPULCO DE JUAREZ,282,B,51,83,1,53,5,0,1,5,,199,7,476,682,No Coalition
1,ACAPULCO DE JUAREZ,283,B,65,95,0,65,2,2,0,2,,231,23,427,681,No Coalition
1,ACAPULCO DE JUAREZ,284,B,40,61,1,62,2,2,2,2,,172,2,450,624,No Coalition
1,ACAPULCO DE JUAREZ,284,CA,37,57,2,62,3,2,5,4,,172,5,440,617,No Coalition
1,ACAPULCO DE JUAREZ,290,B,68,86,1,86,3,1,3,4,,252,8,432,692,No Coalition
1,ACAPULCO DE JUAREZ,291,B,41,69,0,75,0,1,1,4,,191,4,255,450,No Coalition
1,ACAPULCO DE JUAREZ,291,CA,46,77,2,39,2,0,2,1,,169,4,284,457,No Coalition
1,ACAPULCO DE JUAREZ,292,B,46,91,1,53,0,0,0,2,,193,0,273,466,No Coalition
1,ACAPULCO DE JUAREZ,292,CA,37,67,1,68,3,2,4,3,,185,4,277,466,No Coalition
1,ACAPULCO DE JUAREZ,293,B,33,74,4,54,1,0,0,0,,166,2,274,442,No Coalition
1,ACAPULCO DE JUAREZ,293,CA,30,66,0,47,3,1,3,2,,152,4,288,444,No Coalition
1,ACAPULCO DE JUAREZ,294,B,23,83,4,30,0,0,6,1,,147,3,453,603,No Coalition
1,ACAPULCO DE JUAREZ,294,CA,19,58,1,43,2,0,1,2,,126,30,453,609,No Coalition
1,ACAPULCO DE JUAREZ,294,G,27,93,0,52,0,0,2,1,,175,4,401,580,No Coalition
1,ACAPULCO DE JUAREZ,295,B,29,67,0,78,3,1,1,0,,179,3,361,543,No Coalition
1,ACAPULCO DE JUAREZ,295,CA,26,59,1,77,3,2,1,1,,170,4,370,544,No Coalition
1,ACAPULCO DE JUAREZ,296,B,39,68,4,66,0,1,3,1,,182,3,437,622,No Coalition
1,ACAPULCO DE JUAREZ,296,CA,55,74,1,64,2,1,2,4,,203,5,414,622,No Coalition
1,ACAPULCO DE JUAREZ,297,B,17,54,2,71,4,2,1,3,,154,1,349,504,No Coalition
1,ACAPULCO DE JUAREZ,297,CA,21,51,0,47,4,3,1,3,,130,1,382,513,No Coalition
1,ACAPULCO DE JUAREZ,297,CB,21,59,2,42,1,1,2,4,,132,3,376,511,No Coalition
1,ACAPULCO DE JUAREZ,301,B,19,104,1,44,2,0,0,1,,171,2,581,754,No Coalition
1,ACAPULCO DE JUAREZ,301,CA,16,66,4,36,2,1,0,0,,125,4,623,752,No Coalition
1,ACAPULCO DE JUAREZ,301,G,37,61,0,42,4,0,0,5,,149,2,600,751,No Coalition
1,ACAPULCO DE JUAREZ,305,B,15,133,1,84,1,0,0,4,,238,3,354,595,No Coalition
1,ACAPULCO DE JUAREZ,306,B,24,119,0,54,0,0,0,2,,199,12,395,606,No Coalition
1,ACAPULCO DE JUAREZ,306,CA,34,130,0,67,0,0,2,1,,234,7,361,602,No Coalition
1,ACAPULCO DE JUAREZ,307,B,22,109,4,46,1,0,2,2,,186,3,307,496,No Coalition
1,ACAPULCO DE JUAREZ,307,CA,30,90,1,60,0,0,1,1,,183,1,272,456,No Coalition
1,ACAPULCO DE JUAREZ,308,B,97,132,9,55,1,1,1,5,,301,6,405,712,No Coalition
1,ACAPULCO DE JUAREZ,308,CA,86,154,11,55,0,2,2,0,,310,14,392,716,No Coalition
1,ACAPULCO DE JUAREZ,309,B,20,42,0,36,2,0,1,0,,101,1,187,289,No Coalition
1,ACAPULCO DE JUAREZ,310,B,40,113,2,71,0,0,5,3,,234,2,483,719,No Coalition
1,ACAPULCO DE JUAREZ,310,CA,34,115,0,88,2,0,1,3,,243,6,472,721,No Coalition
1,ACAPULCO DE JUAREZ,311,B,56,90,1,118,1,1,8,4,,279,1,393,673,No Coalition
1,ACAPULCO DE JUAREZ,312,B,42,131,0,53,3,0,2,0,,231,6,281,518,No Coalition
1,ACAPULCO DE JUAREZ,359,B,0,139,0,17,52,0,1,1,,210,0,0,210,No Coalition
1,ACAPULCO DE JUAREZ,363,B,7,145,0,13,6,1,2,2,,176,7,282,465,No Coalition
1,ACAPULCO DE JUAREZ,364,B,12,240,3,36,32,4,1,3,,331,41,350,722,No Coalition
1,ACAPULCO DE JUAREZ,365,B,3,133,1,53,20,0,0,0,,210,0,77,287,No Coalition
1,ACAPULCO DE JUAREZ,366,B,0,91,16,101,27,2,1,3,,241,19,188,448,No Coalition
1,ACAPULCO DE JUAREZ,367,B,62,65,2,19,48,1,2,2,,201,12,171,384,No Coalition
1,ACAPULCO DE JUAREZ,368,B,7,131,0,22,56,0,0,6,,222,15,357,594,No Coalition
1,ACAPULCO DE JUAREZ,368,CA,10,127,0,19,63,1,1,8,,229,1,364,594,No Coalition
1,ACAPULCO DE JUAREZ,368,G,1,79,0,68,17,0,0,0,,165,22,118,305,No Coalition
1,ACAPULCO DE JUAREZ,369,B,0,136,1,40,7,0,0,7,,191,2,174,367,No Coalition
1,ACAPULCO DE JUAREZ,370,B,7,102,1,51,16,1,1,1,,180,2,414,596,No Coalition
1,ACAPULCO DE JUAREZ,371,B,2,61,0,45,19,0,0,1,,128,1,488,617,No Coalition
1,ACAPULCO DE JUAREZ,371,G,4,56,0,16,12,3,0,0,,91,3,220,314,No Coalition
1,ACAPULCO DE JUAREZ,372,B,15,99,1,48,3,0,3,1,,170,4,431,605,No Coalition
1,ACAPULCO DE JUAREZ,373,B,10,81,1,73,9,8,0,2,,184,4,395,583,No Coalition
1,ACAPULCO DE JUAREZ,373,CA,7,106,0,56,4,20,0,4,,197,9,383,589,No Coalition
1,ACAPULCO DE JUAREZ,374,B,13,70,2,68,16,1,0,3,,173,4,410,587,No Coalition
1,ACAPULCO DE JUAREZ,374,CA,4,60,3,67,22,3,1,2,,162,6,436,604,No Coalition
1,ACAPULCO DE JUAREZ,375,B,11,138,1,27,10,0,0,1,,188,5,91,284,No Coalition
1,ACAPULCO DE JUAREZ,376,B,3,92,1,5,38,0,0,0,,139,1,107,247,No Coalition
1,ACAPULCO DE JUAREZ,377,B,1,121,17,8,51,0,12,3,,213,23,331,567,No Coalition
1,ACAPULCO DE JUAREZ,377,G,7,97,1,4,3,0,0,1,,113,5,170,288,No Coalition
1,ACAPULCO DE JUAREZ,378,B,9,125,0,14,29,16,0,1,,194,0,381,575,No Coalition
1,ACAPULCO DE JUAREZ,378,G,4,67,0,5,24,0,0,2,,102,2,184,288,No Coalition
1,ACAPULCO DE JUAREZ,379,B,7,95,1,67,0,1,1,0,,172,10,208,390,No Coalition
1,ACAPULCO DE JUAREZ,379,CA,15,89,1,72,1,0,0,0,,178,2,212,392,No Coalition
1,ACAPULCO DE JUAREZ,380,B,8,119,2,66,0,0,1,1,,197,0,262,459,No Coalition
1,ACAPULCO DE JUAREZ,380,CA,7,127,1,92,0,0,3,0,,230,5,224,459,No Coalition
1,ACAPULCO DE JUAREZ,381,B,7,70,1,37,3,0,1,2,,121,1,177,299,No Coalition
1,ACAPULCO DE JUAREZ,382,B,27,104,1,53,0,0,3,0,,188,7,180,375,No Coalition
1,ACAPULCO DE JUAREZ,143,B,8,102,1,48,3,0,0,5,,167,34,316,517,No Coalition
1,ACAPULCO DE JUAREZ,143,CA,10,104,1,47,3,0,0,2,,167,17,333,517,No Coalition
1,ACAPULCO DE JUAREZ,144,B,18,88,2,62,1,0,2,5,,178,1,250,429,No Coalition
1,ACAPULCO DE JUAREZ,144,CA,17,84,0,60,1,0,0,0,,162,6,261,429,No Coalition
1,ACAPULCO DE JUAREZ,145,B,10,50,1,65,1,2,0,3,,132,4,269,405,No Coalition
1,ACAPULCO DE JUAREZ,145,CA,18,58,0,63,1,2,0,2,,144,3,256,403,No Coalition
1,ACAPULCO DE JUAREZ,146,B,26,83,3,86,5,1,0,4,,208,12,348,568,No Coalition
1,ACAPULCO DE JUAREZ,146,CA,29,88,1,75,4,0,3,1,,201,2,384,587,No Coalition
1,ACAPULCO DE JUAREZ,160,B,25,96,2,60,1,4,3,4,,195,7,319,521,No Coalition
1,ACAPULCO DE JUAREZ,160,CA,24,114,4,73,2,1,1,3,,222,4,293,519,No Coalition
1,ACAPULCO DE JUAREZ,160,CB,23,95,1,78,4,1,0,3,,205,3,304,512,No Coalition
1,ACAPULCO DE JUAREZ,161,B,13,95,2,47,0,5,0,6,,168,5,306,479,No Coalition
1,ACAPULCO DE JUAREZ,161,CA,17,89,2,46,0,3,2,4,,163,6,310,479,No Coalition
1,ACAPULCO DE JUAREZ,162,B,21,74,2,41,1,0,0,1,,140,21,238,399,No Coalition
1,ACAPULCO DE JUAREZ,162,CA,25,61,1,55,3,1,0,1,,147,4,248,399,No Coalition
1,ACAPULCO DE JUAREZ,163,B,19,85,2,86,0,1,0,1,,194,6,364,564,No Coalition
1,ACAPULCO DE JUAREZ,164,B,24,75,0,53,3,2,0,1,,158,9,338,505,No Coalition
1,ACAPULCO DE JUAREZ,164,CA,26,59,1,66,6,0,1,1,,160,4,340,504,No Coalition
1,ACAPULCO DE JUAREZ,165,B,23,51,2,66,1,0,0,0,,143,7,340,490,No Coalition
1,ACAPULCO DE JUAREZ,165,CA,25,57,0,75,0,0,0,1,,158,4,327,489,No Coalition
1,ACAPULCO DE JUAREZ,170,B,11,58,1,29,1,2,0,2,,104,0,248,352,No Coalition
1,ACAPULCO DE JUAREZ,171,B,25,51,0,72,0,0,0,3,,151,2,335,488,No Coalition
1,ACAPULCO DE JUAREZ,171,CA,12,53,0,65,4,1,2,2,,139,3,298,440,No Coalition
1,ACAPULCO DE JUAREZ,172,B,26,40,2,54,4,1,1,3,,131,1,342,474,No Coalition
1,ACAPULCO DE JUAREZ,172,CA,16,76,3,59,2,1,2,7,,166,2,142,310,No Coalition
1,ACAPULCO DE JUAREZ,173,B,22,81,1,59,3,0,0,3,,169,3,305,477,No Coalition
1,ACAPULCO DE JUAREZ,173,CA,17,83,3,55,4,0,0,1,,163,6,308,477,No Coalition
1,ACAPULCO DE JUAREZ,186,B,12,50,0,65,1,0,1,0,,129,4,397,530,No Coalition
1,ACAPULCO DE JUAREZ,186,CA,21,52,0,67,0,0,0,1,,141,1,388,530,No Coalition
1,ACAPULCO DE JUAREZ,187,B,29,41,0,37,3,0,0,5,,115,301,301,717,No Coalition
1,ACAPULCO DE JUAREZ,187,CA,27,34,0,51,0,0,2,0,,114,4,299,417,No Coalition
1,ACAPULCO DE JUAREZ,188,B,59,61,0,75,4,0,3,5,,207,0,548,755,No Coalition
1,ACAPULCO DE JUAREZ,189,B,22,42,0,39,2,0,2,7,,114,13,434,561,No Coalition
1,ACAPULCO DE JUAREZ,190,B,38,48,0,50,2,0,0,0,,138,1,256,395,No Coalition
1,ACAPULCO DE JUAREZ,190,CA,22,62,0,46,0,2,0,2,,134,5,266,405,No Coalition
1,ACAPULCO DE JUAREZ,191,B,68,88,5,80,3,0,3,0,,247,5,372,624,No Coalition
1,ACAPULCO DE JUAREZ,195,B,32,133,3,104,4,1,1,9,,287,6,424,717,No Coalition
1,ACAPULCO DE JUAREZ,196,B,63,113,1,94,4,3,1,5,,284,1,313,598,No Coalition
1,ACAPULCO DE JUAREZ,197,B,15,68,0,85,3,0,0,1,,172,4,0,176,No Coalition
1,ACAPULCO DE JUAREZ,197,CA,19,68,0,74,2,1,2,1,,167,2,248,417,No Coalition
1,ACAPULCO DE JUAREZ,198,B,30,58,1,79,1,0,1,0,,170,5,359,534,No Coalition
1,ACAPULCO DE JUAREZ,198,CA,40,61,0,70,1,2,2,1,,177,4,351,532,No Coalition
1,ACAPULCO DE JUAREZ,198,CB,44,56,1,72,2,0,1,3,,179,23,33,235,No Coalition
1,ACAPULCO DE JUAREZ,199,B,34,36,2,46,1,0,1,2,,122,6,312,440,No Coalition
1,ACAPULCO DE JUAREZ,199,CA,40,29,4,42,2,0,1,2,,120,3,312,435,No Coalition
1,ACAPULCO DE JUAREZ,200,B,33,82,2,100,2,0,4,1,,224,6,360,590,No Coalition
1,ACAPULCO DE JUAREZ,200,CA,30,65,0,112,1,0,2,4,,214,4,370,588,No Coalition
1,ACAPULCO DE JUAREZ,201,B,51,128,1,145,3,0,1,3,,332,5,392,729,No Coalition
1,ACAPULCO DE JUAREZ,215,B,28,56,16,98,0,0,1,2,,201,2,420,623,No Coalition
1,ACAPULCO DE JUAREZ,215,CA,38,84,4,88,5,3,4,4,,230,6,392,628,No Coalition
1,ACAPULCO DE JUAREZ,216,B,44,86,2,105,3,2,2,1,,245,7,322,574,No Coalition
1,ACAPULCO DE JUAREZ,216,CA,26,73,3,103,3,2,3,2,,215,2,355,572,No Coalition
1,ACAPULCO DE JUAREZ,217,B,29,143,1,110,5,2,3,0,,293,11,337,641,No Coalition
1,ACAPULCO DE JUAREZ,217,CA,26,106,2,102,1,0,3,2,,242,4,245,491,No Coalition
1,ACAPULCO DE JUAREZ,218,B,59,157,1,108,3,15,5,7,,355,3,394,752,No Coalition
1,ACAPULCO DE JUAREZ,219,B,48,112,4,114,5,7,1,6,,297,1,327,625,No Coalition
1,ACAPULCO DE JUAREZ,219,CA,56,80,1,95,4,3,3,1,,243,1,373,617,No Coalition
1,ACAPULCO DE JUAREZ,220,B,34,99,1,62,3,0,3,9,,211,3,273,487,No Coalition
1,ACAPULCO DE JUAREZ,220,CA,42,97,0,78,4,0,1,4,,226,3,246,475,No Coalition
1,ACAPULCO DE JUAREZ,241,B,35,97,3,102,3,10,3,4,,257,3,472,732,No Coalition
1,ACAPULCO DE JUAREZ,242,B,21,65,1,54,3,3,2,1,,150,3,239,392,No Coalition
1,ACAPULCO DE JUAREZ,242,CA,30,53,3,77,3,0,1,2,,169,6,217,392,No Coalition
1,ACAPULCO DE JUAREZ,243,B,57,127,3,144,7,1,6,3,,348,6,375,729,No Coalition
1,ACAPULCO DE JUAREZ,243,CA,24,66,0,101,2,0,2,3,,198,3,510,711,No Coalition
1,ACAPULCO DE JUAREZ,244,B,52,117,3,93,4,0,3,4,,276,7,275,558,No Coalition
1,ACAPULCO DE JUAREZ,244,CA,54,112,4,103,3,3,2,3,,284,10,459,753,No Coalition
1,ACAPULCO DE JUAREZ,262,B,62,100,3,96,0,5,2,0,,268,2,437,707,No Coalition
1,ACAPULCO DE JUAREZ,262,CA,39,75,1,68,1,4,1,2,,191,79,447,717,No Coalition
1,ACAPULCO DE JUAREZ,263,B,71,80,2,54,1,1,4,5,,218,7,226,451,No Coalition
1,ACAPULCO DE JUAREZ,263,CA,53,73,1,28,0,0,0,0,,155,46,249,450,No Coalition
1,ACAPULCO DE JUAREZ,268,B,46,87,4,39,2,1,3,9,,191,8,213,412,No Coalition
1,ACAPULCO DE JUAREZ,268,CA,53,77,1,42,0,1,3,4,,181,10,220,411,No Coalition
1,ACAPULCO DE JUAREZ,269,B,70,93,1,134,4,0,8,1,,311,9,433,753,No Coalition
1,ACAPULCO DE JUAREZ,278,B,21,67,2,81,1,0,6,0,,178,1,334,513,No Coalition
1,ACAPULCO DE JUAREZ,278,CA,26,44,1,69,0,0,2,3,,145,41,647,833,No Coalition
1,ACAPULCO DE JUAREZ,279,B,24,152,4,94,2,1,2,2,,281,9,283,573,No Coalition
1,ACAPULCO DE JUAREZ,279,CA,21,121,2,102,1,0,3,2,,252,3,318,573,No Coalition
1,ACAPULCO DE JUAREZ,279,CB,20,133,2,93,0,0,4,10,,262,3,307,572,No Coalition
1,ACAPULCO DE JUAREZ,285,B,10,57,1,117,3,0,1,2,,191,8,253,452,No Coalition
1,ACAPULCO DE JUAREZ,285,CA,8,60,0,105,5,1,0,1,,180,6,267,453,No Coalition
1,ACAPULCO DE JUAREZ,286,B,43,64,0,152,1,0,4,3,,267,2,275,544,No Coalition
1,ACAPULCO DE JUAREZ,286,CA,30,60,1,154,1,0,2,1,,249,5,291,545,No Coalition
1,ACAPULCO DE JUAREZ,287,B,38,57,1,128,2,0,5,3,,234,4,4,242,No Coalition
