Numero,Municipio,SECCION,CASILLA,PAN,PRI,PPS,PRD,PC,PRT,PVEM,PT,CC1,VALIDOS,NULOS,INUTILI.,BOLETAS,Coalition
30,CHILPANCINGO DE LOS BRAVO,1257,B,6,94,2,54,8,2,2,4,0,172,2,267,441,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1257,CA,4,85,8,41,10,4,1,3,0,156,5,272,433,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1258,B,7,110,13,58,1,5,2,7,0,203,3,280,486,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1258,CA,7,90,23,67,3,2,6,11,0,209,1,277,487,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1262,B,30,182,4,85,1,4,3,5,0,314,9,384,707,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1263,B,16,75,3,33,3,2,0,3,0,135,2,307,444,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1263,CA,10,102,4,34,1,2,3,0,0,156,1,282,439,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1268,B,13,128,1,36,1,1,2,1,0,183,1,300,484,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1268,CA,13,148,0,27,1,1,1,2,0,193,0,291,484,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1269,B,28,214,3,69,4,6,3,4,0,331,4,404,739,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1270,B,8,161,5,44,3,2,4,2,0,229,3,288,520,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1271,B,11,121,2,64,3,1,4,0,0,206,3,233,442,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1272,B,1,28,0,2,2,2,2,0,0,37,5,27,69,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1278,B,2,108,33,72,0,2,3,0,0,220,1,300,521,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1279,B,10,72,2,41,2,2,1,2,0,132,5,236,373,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1279,CA,4,75,4,27,1,0,0,2,0,113,17,343,473,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1280,B,8,96,21,56,0,1,5,5,0,192,3,480,675,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1281,B,5,87,8,61,3,4,1,1,0,170,2,301,473,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1286,B,5,166,201,28,3,1,0,1,0,405,4,334,743,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1287,B,2,109,217,19,3,2,2,2,0,356,9,306,671,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1288,B,0,119,109,5,4,0,1,1,0,239,7,232,478,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1288,CA,3,111,91,7,0,0,0,1,0,213,17,247,477,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1289,B,0,104,23,35,0,1,1,2,0,166,13,314,493,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1289,CA,1,98,38,26,0,0,1,2,0,166,4,324,494,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1296,B,3,218,2,42,0,2,0,1,0,268,0,214,482,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1299,B,2,116,20,20,0,0,2,2,0,162,5,204,371,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1300,B,15,135,0,77,0,0,0,1,0,228,6,346,580,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1301,B,5,159,0,51,0,0,1,0,0,216,1,517,734,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1302,B,3,100,24,30,1,1,2,1,0,162,3,434,599,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1302,CA,4,103,18,47,5,0,1,1,0,179,0,434,613,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1303,B,6,119,2,31,0,1,1,0,0,160,0,306,466,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1303,CA,11,86,2,31,0,2,1,3,0,136,7,221,364,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1304,B,5,97,18,48,3,0,0,1,0,172,6,375,553,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1304,CA,4,93,7,43,0,0,2,0,0,149,4,398,551,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1305,B,1,104,5,61,1,1,0,2,0,175,17,386,578,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1307,B,9,135,2,58,6,9,1,4,0,224,20,325,569,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1307,CA,9,142,5,76,7,4,0,1,0,244,3,319,566,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1308,B,8,60,0,43,3,6,0,4,0,124,4,323,451,No Coalition
30,CHILPANCINGO DE LOS BRAVO,1308,G,0,65,1,23,11,0,0,0,0,100,5,125,230,No Coalition
31,EDUARDO NERI,1309,B,8,117,4,32,0,7,5,0,0,173,12,174,359,No Coalition
31,EDUARDO NERI,1310,B,11,157,5,92,0,1,9,0,0,275,9,221,505,No Coalition
31,EDUARDO NERI,1311,B,21,358,1,58,0,2,3,0,0,443,3,443,889,No Coalition
31,EDUARDO NERI,1312,B,15,178,3,21,0,1,7,0,0,225,1,174,400,No Coalition
31,EDUARDO NERI,1312,CA,16,168,1,34,0,1,1,0,0,221,2,178,401,No Coalition
31,EDUARDO NERI,1313,B,33,225,13,71,0,2,15,0,0,359,10,627,996,No Coalition
31,EDUARDO NERI,1314,B,22,118,16,34,1,7,1,0,0,199,4,187,390,No Coalition
31,EDUARDO NERI,1314,CA,27,115,13,25,0,11,0,0,0,191,5,196,392,No Coalition
31,EDUARDO NERI,1315,B,18,228,10,41,0,6,8,0,0,311,2,264,577,No Coalition
31,EDUARDO NERI,1315,CA,25,217,13,43,0,1,9,0,0,308,7,265,580,No Coalition
31,EDUARDO NERI,1316,B,10,178,3,59,0,3,3,0,0,256,5,210,471,No Coalition
31,EDUARDO NERI,1316,CA,25,185,2,48,1,2,6,0,0,269,2,198,469,No Coalition
31,EDUARDO NERI,1317,B,7,221,11,87,0,1,3,0,0,330,2,293,625,No Coalition
31,EDUARDO NERI,1318,B,10,146,3,63,1,0,5,0,0,228,2,201,431,No Coalition
31,EDUARDO NERI,1318,CA,11,139,9,51,0,5,10,0,0,225,2,204,431,No Coalition
31,EDUARDO NERI,1319,B,15,111,5,67,0,1,3,0,0,202,2,214,418,No Coalition
31,EDUARDO NERI,1320,B,2,160,1,7,32,0,1,0,0,203,4,256,463,No Coalition
31,EDUARDO NERI,1322,B,6,87,2,11,1,2,0,0,0,109,1,108,218,No Coalition
31,EDUARDO NERI,1323,B,1,148,0,128,1,0,1,0,0,279,38,192,509,No Coalition
31,EDUARDO NERI,1324,B,1,126,0,110,0,0,0,0,0,237,2,170,409,No Coalition
31,EDUARDO NERI,1325,B,0,30,0,1,0,0,0,0,0,31,0,48,79,No Coalition
31,EDUARDO NERI,1326,B,0,134,18,6,0,0,1,0,0,159,5,304,468,No Coalition
31,EDUARDO NERI,1327,B,0,44,0,14,0,0,0,0,0,58,0,9,67,No Coalition
31,EDUARDO NERI,1328,B,0,175,1,18,0,5,0,0,0,199,0,6,205,No Coalition
31,EDUARDO NERI,1329,B,1,197,0,6,0,0,0,0,0,204,6,281,491,No Coalition
31,EDUARDO NERI,1329,CA,2,157,0,4,0,1,0,0,0,164,0,331,495,No Coalition
31,EDUARDO NERI,1330,B,8,250,1,21,0,1,0,0,0,281,3,250,534,No Coalition
31,EDUARDO NERI,1331,B,15,154,6,52,1,2,5,0,0,235,18,147,400,No Coalition
31,EDUARDO NERI,1332,B,5,218,0,4,0,3,0,0,0,230,16,144,390,No Coalition
31,EDUARDO NERI,1333,B,0,80,0,8,0,0,0,0,0,88,1,27,116,No Coalition
31,EDUARDO NERI,1334,B,5,183,3,11,0,4,0,0,0,206,20,235,461,No Coalition
31,EDUARDO NERI,1334,CA,3,166,0,6,0,0,1,0,0,176,33,250,459,No Coalition
31,EDUARDO NERI,1335,B,15,162,3,14,0,9,0,0,0,203,6,190,399,No Coalition
31,EDUARDO NERI,1335,CA,4,147,3,11,0,1,0,0,0,166,23,208,397,No Coalition
31,EDUARDO NERI,1336,B,2,84,3,33,43,0,0,0,0,165,5,118,288,No Coalition
31,EDUARDO NERI,1337,B,0,102,0,14,1,1,0,0,0,118,8,71,197,No Coalition
31,EDUARDO NERI,1338,B,0,39,0,5,0,0,0,0,0,44,0,43,87,No Coalition
32,FLORENCIO VILLARREAL,1339,B,4,140,0,219,0,0,0,0,0,363,8,242,613,No Coalition
32,FLORENCIO VILLARREAL,1339,CA,2,127,0,223,0,0,0,0,0,352,4,251,607,No Coalition
32,FLORENCIO VILLARREAL,1340,B,2,80,0,135,0,0,0,0,0,217,3,161,381,No Coalition
32,FLORENCIO VILLARREAL,1341,B,7,143,0,238,0,0,0,0,0,388,4,267,659,No Coalition
32,FLORENCIO VILLARREAL,1342,B,8,184,0,186,0,0,0,0,0,378,6,332,716,No Coalition
32,FLORENCIO VILLARREAL,1342,CA,5,146,0,212,0,0,0,0,0,363,8,345,716,No Coalition
32,FLORENCIO VILLARREAL,1343,B,2,21,0,7,0,0,0,0,0,30,7,268,305,No Coalition
32,FLORENCIO VILLARREAL,1344,B,4,150,0,132,0,0,0,0,0,286,7,223,516,No Coalition
32,FLORENCIO VILLARREAL,1345,B,0,56,0,99,0,0,0,0,0,155,2,135,292,No Coalition
32,FLORENCIO VILLARREAL,1346,B,0,61,0,126,0,0,0,0,0,187,6,107,300,No Coalition
32,FLORENCIO VILLARREAL,1347,B,2,128,0,161,0,0,0,0,0,291,6,166,463,No Coalition
32,FLORENCIO VILLARREAL,1348,B,3,46,0,45,0,0,0,0,0,94,3,63,160,No Coalition
32,FLORENCIO VILLARREAL,1349,B,1,92,0,109,0,0,0,0,0,202,5,93,300,No Coalition
32,FLORENCIO VILLARREAL,1350,B,0,50,0,37,0,0,0,0,0,87,1,39,127,No Coalition
32,FLORENCIO VILLARREAL,1351,B,3,30,0,53,0,0,0,0,0,86,2,29,117,No Coalition
32,FLORENCIO VILLARREAL,1352,B,0,79,0,169,0,0,0,0,0,248,1,139,388,No Coalition
32,FLORENCIO VILLARREAL,1353,B,1,29,0,169,0,0,0,0,0,199,7,122,328,No Coalition
32,FLORENCIO VILLARREAL,1354,B,0,25,0,37,0,0,0,0,0,62,0,71,133,No Coalition
32,FLORENCIO VILLARREAL,1355,B,0,87,0,109,0,0,0,0,0,196,0,158,354,No Coalition
32,FLORENCIO VILLARREAL,1356,B,0,138,0,83,0,0,0,0,0,221,0,199,420,No Coalition
32,FLORENCIO VILLARREAL,1357,B,0,77,0,144,0,0,0,0,0,221,0,128,349,No Coalition
33,GENERAL CANUTO A. NERI,1358,B,0,159,0,169,20,0,0,0,0,348,18,334,700,No Coalition
33,GENERAL CANUTO A. NERI,1359,B,0,88,0,42,3,0,0,0,0,133,7,158,298,No Coalition
33,GENERAL CANUTO A. NERI,1360,B,0,28,0,15,7,0,0,0,0,50,6,44,100,No Coalition
33,GENERAL CANUTO A. NERI,1361,B,0,117,0,123,0,0,0,0,0,240,11,184,435,No Coalition
33,GENERAL CANUTO A. NERI,1362,B,0,92,0,38,32,0,0,0,0,162,3,147,312,No Coalition
33,GENERAL CANUTO A. NERI,1363,B,0,29,0,26,0,0,0,0,0,55,2,68,125,No Coalition
33,GENERAL CANUTO A. NERI,1364,B,0,80,0,16,1,0,0,0,0,97,3,88,188,No Coalition
33,GENERAL CANUTO A. NERI,1365,B,0,12,0,9,4,0,0,0,0,25,2,33,60,No Coalition
33,GENERAL CANUTO A. NERI,1366,B,0,37,0,11,0,0,0,0,0,48,5,112,165,No Coalition
33,GENERAL CANUTO A. NERI,1367,B,0,60,0,24,0,0,0,0,0,84,8,66,158,No Coalition
33,GENERAL CANUTO A. NERI,1368,B,0,19,0,0,0,0,0,0,0,19,0,46,65,No Coalition
33,GENERAL CANUTO A. NERI,1369,B,0,48,0,21,0,0,0,0,0,69,8,49,126,No Coalition
33,GENERAL CANUTO A. NERI,1370,B,0,56,0,36,0,0,0,0,0,92,14,61,167,No Coalition
33,GENERAL CANUTO A. NERI,1371,B,0,27,0,26,4,0,0,0,0,57,0,45,102,No Coalition
33,GENERAL CANUTO A. NERI,1372,B,0,46,0,59,4,0,0,0,0,109,6,113,228,No Coalition
33,GENERAL CANUTO A. NERI,1373,B,0,24,0,20,0,0,0,0,0,44,29,9,82,No Coalition
33,GENERAL CANUTO A. NERI,1374,B,0,33,0,15,0,0,0,0,0,48,1,58,107,No Coalition
33,GENERAL CANUTO A. NERI,1375,B,0,68,0,36,0,0,0,0,0,104,5,70,179,No Coalition
33,GENERAL CANUTO A. NERI,1376,B,0,66,0,9,0,0,0,0,0,75,13,100,188,No Coalition
33,GENERAL CANUTO A. NERI,1377,B,0,51,0,64,2,0,0,0,0,117,2,88,207,No Coalition
33,GENERAL CANUTO A. NERI,1378,B,0,14,0,32,0,0,0,0,0,46,7,40,93,No Coalition
33,GENERAL CANUTO A. NERI,1379,B,0,20,0,14,0,0,0,0,0,34,2,27,63,No Coalition
33,GENERAL CANUTO A. NERI,1380,B,0,52,0,21,0,0,0,0,0,73,2,48,123,No Coalition
33,GENERAL CANUTO A. NERI,1381,B,0,33,0,19,0,0,0,0,0,52,0,24,76,No Coalition
34,GENERAL HELIODORO CASTILLO,1382,B,0,229,0,99,0,0,0,0,0,328,22,370,720,No Coalition
34,GENERAL HELIODORO CASTILLO,1383,B,0,111,0,79,0,0,0,0,0,190,7,206,403,No Coalition
34,GENERAL HELIODORO CASTILLO,1383,CA,0,114,0,69,0,0,0,0,0,183,8,212,403,No Coalition
34,GENERAL HELIODORO CASTILLO,1384,B,0,115,0,100,0,0,0,0,0,215,8,264,487,No Coalition
34,GENERAL HELIODORO CASTILLO,1384,CA,0,122,0,99,0,0,0,0,0,221,6,258,485,No Coalition
34,GENERAL HELIODORO CASTILLO,1386,B,0,71,0,45,0,0,0,0,0,116,0,192,308,No Coalition
34,GENERAL HELIODORO CASTILLO,1387,B,0,2,0,74,0,0,0,0,0,76,0,8,84,No Coalition
34,GENERAL HELIODORO CASTILLO,1388,B,0,68,0,65,0,0,0,0,0,133,4,155,292,No Coalition
34,GENERAL HELIODORO CASTILLO,1389,B,0,16,0,87,0,0,0,0,0,103,0,11,114,No Coalition
34,GENERAL HELIODORO CASTILLO,1390,B,0,41,0,1,0,0,0,0,0,42,0,49,91,No Coalition
34,GENERAL HELIODORO CASTILLO,1391,B,0,14,0,46,0,0,0,0,0,60,0,72,132,No Coalition
34,GENERAL HELIODORO CASTILLO,1393,B,0,40,0,79,0,0,0,0,0,119,2,93,214,No Coalition
34,GENERAL HELIODORO CASTILLO,1394,B,0,5,0,140,0,0,0,0,0,145,6,27,178,No Coalition
34,GENERAL HELIODORO CASTILLO,1395,B,0,15,0,4,0,0,0,0,0,19,3,64,86,No Coalition
34,GENERAL HELIODORO CASTILLO,1396,B,0,45,0,3,0,0,0,0,0,48,0,33,81,No Coalition
34,GENERAL HELIODORO CASTILLO,1397,B,0,46,0,14,0,0,0,0,0,60,0,31,91,No Coalition
34,GENERAL HELIODORO CASTILLO,1398,B,0,34,0,105,0,0,0,0,0,139,0,73,212,No Coalition
34,GENERAL HELIODORO CASTILLO,1399,B,0,15,0,8,0,0,0,0,0,23,0,89,112,No Coalition
34,GENERAL HELIODORO CASTILLO,1401,B,0,42,0,15,0,0,0,0,0,57,8,30,95,No Coalition
34,GENERAL HELIODORO CASTILLO,1402,B,0,140,0,59,0,0,0,0,0,199,9,117,325,No Coalition
34,GENERAL HELIODORO CASTILLO,1403,B,0,34,0,35,0,0,0,0,0,69,0,157,226,No Coalition
34,GENERAL HELIODORO CASTILLO,1404,B,0,73,0,33,0,0,0,0,0,106,4,8,118,No Coalition
34,GENERAL HELIODORO CASTILLO,1405,B,0,91,0,51,0,0,0,0,0,142,18,60,220,No Coalition
34,GENERAL HELIODORO CASTILLO,1406,B,0,104,0,6,0,0,0,0,0,110,3,122,235,No Coalition
34,GENERAL HELIODORO CASTILLO,1407,B,0,30,0,5,0,0,0,0,0,35,4,61,100,No Coalition
34,GENERAL HELIODORO CASTILLO,1408,B,0,63,0,21,0,0,0,0,0,84,2,105,191,No Coalition
34,GENERAL HELIODORO CASTILLO,1409,B,0,71,0,8,0,0,0,0,0,79,2,63,144,No Coalition
34,GENERAL HELIODORO CASTILLO,1410,B,0,50,0,67,0,0,0,0,0,117,12,148,277,No Coalition
34,GENERAL HELIODORO CASTILLO,1411,B,0,117,0,24,0,0,0,0,0,141,3,106,250,No Coalition
34,GENERAL HELIODORO CASTILLO,1412,B,0,13,0,31,0,0,0,0,0,44,1,38,83,No Coalition
34,GENERAL HELIODORO CASTILLO,1413,B,0,61,0,32,0,0,0,0,0,93,0,78,171,No Coalition
34,GENERAL HELIODORO CASTILLO,1414,B,0,80,0,78,0,0,0,0,0,158,7,95,260,No Coalition
34,GENERAL HELIODORO CASTILLO,1415,B,0,53,0,17,0,0,0,0,0,70,0,51,121,No Coalition
34,GENERAL HELIODORO CASTILLO,1416,B,0,63,0,41,0,0,0,0,0,104,1,141,246,No Coalition
34,GENERAL HELIODORO CASTILLO,1417,B,0,124,0,77,0,0,0,0,0,201,4,171,376,No Coalition
34,GENERAL HELIODORO CASTILLO,1418,B,0,88,0,69,0,0,0,0,0,157,26,123,306,No Coalition
34,GENERAL HELIODORO CASTILLO,1419,B,0,75,0,64,0,0,0,0,0,139,2,120,261,No Coalition
34,GENERAL HELIODORO CASTILLO,1420,B,0,1,0,170,0,0,0,0,0,171,0,52,223,No Coalition
34,GENERAL HELIODORO CASTILLO,1421,B,0,119,0,8,0,0,0,0,0,127,3,156,286,No Coalition
34,GENERAL HELIODORO CASTILLO,1422,B,0,46,0,59,0,0,0,0,0,105,0,79,184,No Coalition
34,GENERAL HELIODORO CASTILLO,1423,B,0,4,0,93,0,0,0,0,0,97,0,6,103,No Coalition
34,GENERAL HELIODORO CASTILLO,1424,B,0,16,0,50,0,0,0,0,0,66,1,21,88,No Coalition
34,GENERAL HELIODORO CASTILLO,1425,B,0,56,0,2,0,0,0,0,0,58,2,43,103,No Coalition
34,GENERAL HELIODORO CASTILLO,1426,B,0,57,0,2,0,0,0,0,0,59,0,157,216,No Coalition
34,GENERAL HELIODORO CASTILLO,1427,B,0,10,0,34,0,0,0,0,0,44,0,18,62,No Coalition
34,GENERAL HELIODORO CASTILLO,1428,B,0,93,0,35,0,0,0,0,0,128,3,365,496,No Coalition
34,GENERAL HELIODORO CASTILLO,1429,B,0,67,0,52,0,0,0,0,0,119,0,45,164,No Coalition
34,GENERAL HELIODORO CASTILLO,1430,B,0,30,0,15,0,0,0,0,0,45,0,142,187,No Coalition
34,GENERAL HELIODORO CASTILLO,1431,B,0,43,0,141,0,0,0,0,0,184,0,249,433,No Coalition
35,HUAMUXTITLAN,1432,B,7,159,0,102,0,0,0,0,0,268,9,301,578,No Coalition
35,HUAMUXTITLAN,1433,B,4,226,0,134,0,0,0,0,0,364,5,396,765,No Coalition
35,HUAMUXTITLAN,1434,B,5,115,0,144,0,0,0,0,0,264,6,269,539,No Coalition
35,HUAMUXTITLAN,1434,CA,5,106,0,162,0,0,0,0,0,273,7,258,538,No Coalition
35,HUAMUXTITLAN,1435,B,1,116,0,8,0,0,0,0,0,125,3,172,300,No Coalition
35,HUAMUXTITLAN,1436,B,1,52,0,45,0,0,0,0,0,98,17,175,290,No Coalition
35,HUAMUXTITLAN,1437,B,0,102,0,141,0,0,0,0,0,243,5,429,677,No Coalition
35,HUAMUXTITLAN,1438,B,1,61,0,30,0,0,0,0,0,92,3,166,261,No Coalition
35,HUAMUXTITLAN,1439,B,3,127,0,108,0,0,0,0,0,238,6,256,500,No Coalition
35,HUAMUXTITLAN,1440,B,8,99,0,62,0,0,0,0,0,169,8,323,500,No Coalition
35,HUAMUXTITLAN,1441,B,2,69,0,97,0,0,0,0,0,168,8,308,484,No Coalition
35,HUAMUXTITLAN,1442,B,2,76,0,19,0,0,0,0,0,97,9,287,393,No Coalition
35,HUAMUXTITLAN,1443,B,0,108,0,27,0,0,0,0,0,135,2,145,282,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1444,B,13,158,0,72,0,1,0,0,0,244,13,277,534,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1445,B,17,199,0,131,0,1,0,2,0,350,8,349,707,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1446,B,22,186,2,110,0,1,0,2,0,323,9,362,694,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1447,B,18,197,0,61,0,0,0,2,0,278,5,287,570,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1448,B,32,196,0,103,0,0,0,0,0,331,2,287,620,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1449,B,30,127,3,137,0,0,0,2,0,299,6,351,656,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1450,B,37,263,1,120,0,1,0,0,0,422,3,282,707,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1451,B,42,260,1,78,0,1,0,4,0,386,17,310,713,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1452,B,44,237,3,38,0,1,0,0,0,323,9,321,653,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1453,B,10,99,0,82,0,1,0,0,0,192,9,252,453,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1454,B,18,92,0,75,0,0,0,0,0,185,8,207,400,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1454,CA,22,75,1,74,0,0,0,2,0,174,9,217,400,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1455,B,5,78,6,40,0,0,0,0,0,129,6,331,466,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1455,CA,8,70,5,43,0,0,0,0,0,126,11,328,465,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1456,B,7,83,11,54,0,1,0,1,0,157,8,315,480,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1457,B,1,67,0,8,0,0,0,0,0,76,0,39,115,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1458,B,9,128,0,60,0,2,0,2,0,201,6,371,578,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1459,B,11,132,0,47,0,0,0,1,0,191,2,195,388,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1460,B,3,149,1,60,0,0,0,0,0,213,4,170,387,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1461,B,1,34,0,5,0,1,0,0,0,41,0,34,75,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1462,B,0,90,1,39,0,0,0,0,0,130,1,345,476,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1463,B,1,99,1,99,0,0,0,1,0,201,8,547,756,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1464,B,8,403,0,28,0,0,0,1,0,440,5,230,675,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1465,B,5,227,0,10,0,0,0,0,0,242,7,331,580,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1466,B,0,28,0,4,0,0,0,0,0,32,2,52,86,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1467,B,1,38,0,30,0,0,0,0,0,69,4,116,189,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1468,B,1,95,0,4,0,1,0,1,0,102,25,223,350,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1469,B,4,144,0,107,0,0,0,1,0,256,3,227,486,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1470,B,1,74,0,2,0,0,0,1,0,78,7,77,162,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1471,B,0,54,0,15,0,0,0,0,0,69,1,222,292,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1472,B,0,109,0,38,0,0,0,0,0,147,12,219,378,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1473,B,0,158,1,110,0,0,0,0,0,269,0,133,402,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1474,B,0,141,0,127,0,0,0,0,0,268,10,146,424,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1475,B,1,31,0,42,0,0,0,0,0,74,1,47,122,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1476,B,0,77,0,8,0,0,0,1,0,86,0,54,140,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1477,B,2,198,2,15,0,69,0,6,0,292,23,272,587,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1478,B,15,199,6,14,0,99,0,27,0,360,12,307,679,No Coalition
36,HUITZUCO DE LOS FIGUEROA,1479,B,0,157,0,23,0,8,0,3,0,191,15,110,316,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1480,B,3,61,3,82,5,0,0,0,0,154,1,0,155,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1480,CA,3,55,9,97,2,0,1,0,0,167,5,0,172,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1481,B,8,94,0,118,0,0,0,0,0,220,4,0,224,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1482,B,9,143,1,116,2,0,8,5,0,284,5,0,289,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1483,B,22,128,0,133,1,2,0,0,0,286,1,0,287,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1484,B,9,124,3,194,2,0,1,1,0,334,6,0,340,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1485,B,4,207,1,153,1,2,0,3,0,371,10,0,381,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1486,B,7,70,0,120,5,1,1,2,0,206,0,0,206,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1486,CA,6,85,0,100,1,4,0,2,0,198,3,0,201,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1487,B,26,88,0,170,0,1,1,0,0,286,11,0,297,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1487,CA,11,117,0,161,1,1,2,1,0,294,6,0,300,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1488,B,8,125,0,219,5,2,2,1,0,362,3,0,365,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1489,B,15,117,0,203,0,2,3,9,0,349,0,0,349,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1490,B,8,98,1,114,1,2,0,1,0,225,2,0,227,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1490,CA,13,93,1,134,1,2,1,9,0,254,4,0,258,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1505,B,14,54,1,113,2,0,0,0,0,184,3,0,187,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1505,CA,9,74,0,116,2,2,1,0,0,204,1,0,205,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1506,B,18,87,1,185,1,0,0,2,0,294,1,0,295,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1507,B,21,88,6,215,1,1,1,3,0,336,8,0,344,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1508,B,6,139,0,214,3,10,2,1,0,375,6,0,381,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1509,B,6,76,0,217,1,1,0,2,0,303,0,0,303,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1510,B,6,85,0,130,3,1,1,0,0,226,2,0,228,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1510,CA,4,72,1,139,1,0,0,1,0,218,0,0,218,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1511,B,9,81,1,186,3,0,1,1,0,282,6,0,288,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1511,CA,3,65,0,173,1,0,0,0,0,242,3,0,245,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1512,B,16,136,2,144,0,0,0,3,0,301,5,0,306,No Coalition
37,IGUALA DE LA INDEPENDENCIA,1512,CA,12,136,4,166,1,1,2,1,0,323,1,0,324,No Coalition
