CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRD,PT,PVEM,MC,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_NVA_ALIANZA,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,445,C01,43,105,16,,14,61,13,61,9,110,,,,0,19,451,15,466,719,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,446,B,61,146,2,,6,26,10,32,10,130,,,,0,36,459,28,487,741,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,447,B,28,87,3,,8,10,6,36,11,63,,,,0,24,276,15,291,446,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,447,C01,27,79,5,,9,27,6,39,5,64,,,,0,22,283,19,302,445,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,448,B,45,109,24,,5,39,5,51,15,69,,,,26,0,388,43,431,705,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,448,C01,51,116,13,,14,40,13,37,18,103,,,,30,0,435,25,460,705,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,448,C02,44,146,18,,5,54,9,52,14,86,,,,0,39,467,23,490,704,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,449,B,39,118,8,,10,25,6,53,9,106,,,,40,0,414,18,432,673,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,449,C01,48,95,6,,13,20,19,56,11,101,,,,0,26,395,27,422,673,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,450,B,29,60,4,,6,24,4,44,6,60,,,,0,15,252,12,264,421,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,450,C01,32,74,4,,7,34,5,35,5,61,,,,0,24,281,12,293,420,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,451,B,40,106,9,,18,28,6,63,12,83,,,,0,21,386,31,417,648,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,451,C01,39,114,12,,11,29,6,47,16,89,,,,0,22,385,31,416,648,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,451,C02,27,116,6,,10,22,14,65,20,91,,,,0,13,384,34,418,648,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,452,B,29,65,9,,8,18,8,45,13,78,,,,17,2,292,17,309,510,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,452,C01,25,82,7,,9,23,3,51,8,85,,,,0,34,327,7,334,510,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,452,C02,36,76,6,,12,15,10,67,4,74,,,,0,21,321,19,340,510,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,453,B,53,78,10,,11,32,8,59,8,95,,,,0,22,376,17,393,714,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,453,C01,51,108,10,,8,43,20,38,7,92,,,,0,26,403,18,421,714,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,453,C02,54,74,8,,4,30,22,44,8,101,,,,0,27,372,27,399,714,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,453,C03,48,107,9,,8,37,13,55,17,94,,,,0,24,412,21,433,714,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,453,C04,52,96,12,,10,35,15,43,3,98,,,,27,0,391,21,412,714,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,453,C05,58,92,18,,11,53,8,49,9,94,,,,27,0,419,17,436,714,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,453,C06,45,79,12,,14,23,24,43,8,116,,,,,24,388,16,404,714,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,453,C07,34,66,11,,6,40,14,47,15,76,,,,,32,341,23,364,714,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,453,C08,51,95,7,,14,32,17,45,15,104,,,,,23,403,25,428,713,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,454,B,53,41,3,,13,15,1,26,4,64,,,,,16,236,11,247,433,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,454,C01,35,56,5,,14,11,4,22,5,54,,,,,24,230,13,243,432,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,455,B,46,105,8,,18,35,6,47,17,96,,,,,35,413,16,429,728,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,456,B,49,89,9,,11,42,3,68,14,94,,,,,34,413,21,434,641,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,456,C01,35,89,6,,4,31,9,60,12,107,,,,,45,398,22,420,640,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,456,C02,48,70,8,,10,36,5,46,17,90,,,,,43,373,26,399,640,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,457,B,23,92,9,,12,37,12,64,11,87,,,,,26,373,26,399,623,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,457,C01,23,96,9,,8,39,10,57,8,81,,,,,32,363,17,380,623,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,458,B,38,86,11,,10,30,8,42,8,117,,,,,22,372,18,390,694,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,458,C01,50,67,10,,9,30,7,43,6,116,,,,,25,363,23,386,694,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,458,C02,51,91,5,,10,30,13,30,12,109,,,,,23,374,15,389,694,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,458,C03,42,76,9,,10,39,12,42,8,104,,,,,28,370,17,387,694,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,458,C04,33,63,9,,13,42,10,46,6,111,,,,,26,359,19,378,693,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,458,C05,34,92,14,,11,40,6,38,8,107,,,,,24,374,15,389,693,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,458,C06,50,84,13,,8,20,6,35,5,138,,,,,12,371,20,391,693,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,459,B,34,109,3,,11,28,8,60,11,93,,,,,23,380,23,403,645,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,459,C01,26,125,4,,12,46,7,54,6,83,,,,,19,382,22,404,645,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,459,C02,35,120,4,,26,34,10,67,5,78,,,,,24,403,15,418,644,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,460,B,50,114,10,,15,41,4,53,9,108,,,,,38,442,17,459,700,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,460,C01,58,99,5,,15,44,5,40,12,94,,,,,44,416,19,435,699,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,461,B,63,105,0,,12,33,15,59,16,98,,,,,26,427,17,444,698,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,461,C01,54,95,9,,15,42,6,55,13,86,,,,,51,426,20,446,698,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,461,C02,61,78,7,,17,55,12,41,11,107,,,,,27,416,19,435,697,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,461,S01,177,32,2,,2,9,3,15,1,21,,,,,6,268,10,278,0,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,462,B,46,122,4,,10,37,8,52,10,96,,,,,33,418,18,436,628,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,462,C01,44,94,3,,12,32,13,43,6,98,,,,,30,375,22,397,628,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,462,C02,49,106,7,,3,24,21,51,17,118,,,,,30,426,15,441,627,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,463,B,34,67,4,,10,35,3,59,13,92,,,,,24,341,25,366,587,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,463,C01,50,56,7,,5,30,7,40,12,96,,,,,18,321,16,337,587,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,463,C02,41,77,1,,10,53,3,54,8,90,,,,,25,362,22,384,586,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,464,B,43,92,5,,9,50,11,60,16,75,,,,,49,410,21,431,713,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,464,C01,68,108,5,,17,27,28,30,2,66,,,,,12,363,14,377,712,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,464,C02,57,78,8,,8,53,9,57,15,85,,,,,27,397,17,414,712,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,464,C03,53,85,0,,15,34,4,46,12,98,,,,,42,389,24,413,712,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,464,C04,57,92,5,,12,32,4,52,18,103,,,,,32,407,12,419,712,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,464,C05,58,86,9,,11,36,8,57,19,78,,,,,35,397,19,416,712,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,465,B,37,96,10,,10,37,14,50,14,94,,,,,20,382,24,406,711,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,465,C01,46,83,17,,9,30,10,40,15,105,,,,,28,383,29,412,711,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,465,C02,48,93,10,,10,32,14,39,7,88,,,,,0,341,34,375,711,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,465,C03,46,102,13,,10,29,16,46,14,87,,,,,18,381,13,394,710,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,465,C04,41,96,15,,12,44,9,56,15,84,,,,,29,401,18,419,710,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,465,C05,49,94,9,,10,47,15,51,9,115,,,,,22,421,30,451,710,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,466,B,38,83,10,,8,27,8,32,6,98,,,,,9,319,18,337,633,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,466,C01,33,84,14,,10,34,5,32,8,113,,,,,26,359,28,387,633,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,466,C02,26,79,9,,15,22,5,42,8,91,,,,,18,315,27,342,633,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,466,C03,38,83,12,,15,20,8,40,4,91,,,,,25,336,29,365,633,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,466,C04,52,86,14,,22,28,10,41,8,87,,,,,18,366,22,388,633,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,466,C05,40,87,7,,9,39,19,38,5,105,,,,,15,364,27,391,633,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,467,B,47,96,3,,13,27,11,66,13,115,,,,,42,433,21,454,671,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,467,C01,37,90,4,,15,31,17,44,19,100,,,,,30,387,32,419,670,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
4,29,TLAXCALA,7,TLAXCALA,33,TLAXCALA,468,B,37,72,9,,19,38,49,52,11,96,,,,,26,409,19,428,579,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_7.pdf,
