CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_TERRITORIAL,DEMARCACION_TERRITORIAL,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,CAND_IND66,CAND_IND67,CAND_IND68,CAND_IND69,CAND_IND70,CAND_IND71,CAND_IND72,CAND_IND73,CAND_IND74,CAND_IND75,CAND_IND76,CAND_IND77,CAND_IND78,CAND_IND79,CAND_IND80,CAND_IND81,CAND_IND82,CAND_IND83,CAND_IND84,CAND_IND85,CAND_IND86,CAND_IND87,CAND_IND88,CAND_IND89,CAND_IND90,CAND_IND91,CAND_IND92,CAND_IND93,CAND_IND94,CAND_IND95,CAND_IND96,CAND_IND97,CAND_IND98,CAND_IND99,CAND_IND100,CAND_IND101,CAND_IND102,CAND_IND103,CAND_IND104,CAND_IND105,CAND_IND106,CAND_IND107,CAND_IND108,CAND_IND109,CAND_IND110,CAND_IND111,CAND_IND112,CAND_IND113,CAND_IND114,CAND_IND115,CAND_IND116,CAND_IND117,CAND_IND118,CAND_IND119,CAND_IND120,CAND_IND121,CAND_IND122,CAND_IND123,CAND_IND124,CAND_IND125,CAND_IND126,CAND_IND127,CAND_IND128,CAND_IND129,CAND_IND130,CAND_IND131,CAND_IND132,CAND_IND133,CAND_IND134,CAND_IND135,CAND_IND136,CAND_IND137,CAND_IND138,CAND_IND139,CAND_IND140,CAND_IND141,CAND_IND142,CAND_IND143,CAND_IND144,CAND_IND145,CAND_IND146,CAND_IND147,CAND_IND148,CAND_IND149,CAND_IND150,CAND_IND151,CAND_IND152,CAND_IND153,CAND_IND154,CAND_IND155,CAND_IND156,CAND_IND157,CAND_IND158,CAND_IND159,CAND_IND160,CAND_IND161,CAND_IND162,CAND_IND163,CAND_IND164,CAND_IND165,CAND_IND166,CAND_IND167,CAND_IND168,CAND_IND169,CAND_IND170,CAND_IND171,CAND_IND172,CAND_IND173,CAND_IND174,CAND_IND175,CAND_IND176,CAND_IND177,CAND_IND178,CAND_IND179,CAND_IND180,CAND_IND181,CAND_IND182,CAND_IND183,CAND_IND184,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,1,ACAPONETA,7,ACAPONETA 07,30,1,6,53,6,1,3,0,5,1,78,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,6,173,232
1,18,NAYARIT,1,ACAPONETA,7,ACAPONETA 07,31,1,4,63,4,0,15,0,5,5,135,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,234,10,244,289
1,18,NAYARIT,1,ACAPONETA,7,ACAPONETA 07,32,1,3,218,4,0,16,0,3,11,36,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,293,1,294,351
1,18,NAYARIT,1,ACAPONETA,7,ACAPONETA 07,44,1,5,42,5,0,39,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,102,5,107,139
1,18,NAYARIT,1,ACAPONETA,7,ACAPONETA 07,45,1,13,22,26,0,2,1,4,2,70,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,7,157,223
1,18,NAYARIT,1,ACAPONETA,7,ACAPONETA 07,47,2,29,85,43,1,17,1,9,9,129,4,3,0,0,0,3,0,0,1,0,0,0,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,472,31,503,711
1,18,NAYARIT,1,ACAPONETA,7,ACAPONETA 07,48,1,6,19,2,1,27,0,1,2,37,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,125,8,133,226
1,18,NAYARIT,2,AHUACATLAN,1,AHUACATLAN 01,49,1,120,104,2,19,0,1,163,2,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,458,16,474,670
1,18,NAYARIT,2,AHUACATLAN,1,AHUACATLAN 01,50,2,118,134,3,6,0,7,186,1,26,3,4,0,0,0,0,0,1,0,0,0,0,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,528,16,544,779
1,18,NAYARIT,2,AHUACATLAN,2,AHUACATLAN 02,51,1,126,162,3,6,3,8,149,1,13,1,2,0,0,0,0,0,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,477,14,491,672
1,18,NAYARIT,2,AHUACATLAN,2,AHUACATLAN 02,52,2,144,340,7,24,0,3,213,2,14,2,2,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,754,31,785,1137
1,18,NAYARIT,2,AHUACATLAN,2,AHUACATLAN 02,53,2,147,242,2,8,1,2,213,5,21,6,3,1,0,1,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,654,15,669,984
1,18,NAYARIT,2,AHUACATLAN,2,AHUACATLAN 02,54,3,243,263,5,12,2,3,240,2,13,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,786,25,811,1125
1,18,NAYARIT,2,AHUACATLAN,3,AHUACATLAN 03,55,1,118,73,2,7,0,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,217,5,222,286
1,18,NAYARIT,2,AHUACATLAN,3,AHUACATLAN 03,56,1,222,162,3,7,1,2,44,1,18,0,2,1,0,0,0,1,0,0,0,0,0,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,471,11,482,637
1,18,NAYARIT,2,AHUACATLAN,3,AHUACATLAN 03,57,2,159,197,0,9,0,1,54,0,6,0,4,1,0,0,0,0,1,0,1,0,0,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,519,13,532,801
1,18,NAYARIT,2,AHUACATLAN,3,AHUACATLAN 03,58,1,112,145,1,9,1,1,19,3,4,0,2,1,0,0,0,0,1,0,0,0,0,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,324,14,338,507
1,18,NAYARIT,2,AHUACATLAN,4,AHUACATLAN 04,59,2,237,255,2,13,4,1,278,7,11,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,885,29,915,1311
1,18,NAYARIT,2,AHUACATLAN,4,AHUACATLAN 04,64,1,31,63,1,0,0,0,20,0,20,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,143,5,148,206
1,18,NAYARIT,2,AHUACATLAN,4,AHUACATLAN 04,65,2,121,186,2,1,1,0,69,3,17,3,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,417,21,438,655
1,18,NAYARIT,2,AHUACATLAN,5,AHUACATLAN 05,60,1,139,283,6,1,1,2,17,3,9,0,2,2,0,0,0,1,2,0,0,0,0,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,472,13,485,661
1,18,NAYARIT,2,AHUACATLAN,5,AHUACATLAN 05,61,2,174,196,2,7,0,2,128,0,58,2,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,21,633,835
1,18,NAYARIT,2,AHUACATLAN,5,AHUACATLAN 05,62,1,18,71,0,2,1,0,58,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,164,2,166,245
1,18,NAYARIT,2,AHUACATLAN,5,AHUACATLAN 05,63,1,17,119,1,3,0,1,61,0,4,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,213,8,221,330
1,18,NAYARIT,3,AMATLAN DE CAÑAS,1,AMATLAN DE CAÑAS 01,66,1,72,152,4,5,0,1,6,34,20,31,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,326,14,340,455
1,18,NAYARIT,3,AMATLAN DE CAÑAS,1,AMATLAN DE CAÑAS 01,67,2,176,127,9,17,0,1,22,89,37,75,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,556,11,567,788
1,18,NAYARIT,3,AMATLAN DE CAÑAS,1,AMATLAN DE CAÑAS 01,68,2,220,96,5,26,1,2,40,35,25,67,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,517,19,537,765
1,18,NAYARIT,3,AMATLAN DE CAÑAS,1,AMATLAN DE CAÑAS 01,69,1,87,77,3,10,0,2,26,20,32,38,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,296,11,307,461
1,18,NAYARIT,3,AMATLAN DE CAÑAS,1,AMATLAN DE CAÑAS 01,70,1,52,46,7,7,2,0,8,7,8,25,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,162,0,162,225
1,18,NAYARIT,3,AMATLAN DE CAÑAS,2,AMATLAN DE CAÑAS 02,84,1,18,25,4,1,1,0,4,19,5,7,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,85,9,94,124
1,18,NAYARIT,3,AMATLAN DE CAÑAS,2,AMATLAN DE CAÑAS 02,86,1,7,96,49,4,0,0,4,11,28,15,1,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,217,10,227,290
1,18,NAYARIT,3,AMATLAN DE CAÑAS,2,AMATLAN DE CAÑAS 02,87,1,15,12,27,0,0,0,1,2,6,5,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,5,74,97
1,18,NAYARIT,3,AMATLAN DE CAÑAS,2,AMATLAN DE CAÑAS 02,88,1,38,126,127,6,0,0,1,3,1,20,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,323,4,327,393
1,18,NAYARIT,3,AMATLAN DE CAÑAS,2,AMATLAN DE CAÑAS 02,89,1,34,79,63,2,0,1,7,3,1,74,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,266,7,273,376
1,18,NAYARIT,3,AMATLAN DE CAÑAS,3,AMATLAN DE CAÑAS 03,80,1,29,74,0,1,0,0,6,19,14,211,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,357,5,362,514
1,18,NAYARIT,3,AMATLAN DE CAÑAS,3,AMATLAN DE CAÑAS 03,81,1,18,23,0,2,0,0,5,14,10,81,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,153,5,158,219
1,18,NAYARIT,3,AMATLAN DE CAÑAS,3,AMATLAN DE CAÑAS 03,82,1,31,46,2,1,1,2,32,22,21,200,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,358,8,366,487
1,18,NAYARIT,3,AMATLAN DE CAÑAS,3,AMATLAN DE CAÑAS 03,83,1,43,94,1,1,1,1,17,39,19,231,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,447,7,454,633
1,18,NAYARIT,3,AMATLAN DE CAÑAS,4,AMATLAN DE CAÑAS 04,77,1,26,98,60,6,2,0,11,54,14,19,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,293,17,310,441
1,18,NAYARIT,3,AMATLAN DE CAÑAS,4,AMATLAN DE CAÑAS 04,78,1,42,205,32,11,2,1,26,60,19,31,2,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,433,23,456,652
1,18,NAYARIT,3,AMATLAN DE CAÑAS,4,AMATLAN DE CAÑAS 04,79,2,71,111,149,15,1,1,49,23,60,67,1,2,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,552,27,579,912
1,18,NAYARIT,3,AMATLAN DE CAÑAS,5,AMATLAN DE CAÑAS 05,71,1,19,25,37,2,1,3,4,4,16,8,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,5,125,192
1,18,NAYARIT,3,AMATLAN DE CAÑAS,5,AMATLAN DE CAÑAS 05,72,1,33,19,16,0,0,0,1,5,1,7,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83,1,84,99
1,18,NAYARIT,3,AMATLAN DE CAÑAS,5,AMATLAN DE CAÑAS 05,74,2,31,59,23,3,1,1,13,57,61,55,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,305,16,321,436
1,18,NAYARIT,3,AMATLAN DE CAÑAS,5,AMATLAN DE CAÑAS 05,75,1,171,146,29,1,1,3,3,12,6,11,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,385,13,398,585
1,18,NAYARIT,3,AMATLAN DE CAÑAS,5,AMATLAN DE CAÑAS 05,76,1,29,27,7,1,1,0,1,4,14,9,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94,5,99,146
1,18,NAYARIT,4,BAHIA DE BANDERAS,1,BAHIA DE BANDERAS 01,91,1,65,217,8,22,11,0,93,3,8,3,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,459,16,475,722
1,18,NAYARIT,4,BAHIA DE BANDERAS,1,BAHIA DE BANDERAS 01,92,1,51,198,4,19,23,0,80,4,15,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,417,20,437,630
1,18,NAYARIT,4,BAHIA DE BANDERAS,1,BAHIA DE BANDERAS 01,96,2,184,157,12,24,24,2,248,12,54,5,7,2,0,0,0,1,1,2,0,0,1,,,,,,,,,,,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,775,46,821,1470
1,18,NAYARIT,4,BAHIA DE BANDERAS,1,BAHIA DE BANDERAS 01,98,5,371,404,37,82,27,3,635,21,31,5,7,1,0,0,1,3,0,0,1,0,0,,,,,,,,,,,8,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1717,93,1810,3238
1,18,NAYARIT,4,BAHIA DE BANDERAS,1,BAHIA DE BANDERAS 01,109,2,169,134,15,19,7,2,87,3,18,3,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,584,22,606,996
1,18,NAYARIT,4,BAHIA DE BANDERAS,1,BAHIA DE BANDERAS 01,110,3,281,149,22,76,3,5,67,3,16,0,8,2,0,0,0,2,2,0,0,0,0,,,,,,,,,,,0,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,997,34,1031,1752
1,18,NAYARIT,4,BAHIA DE BANDERAS,2,BAHIA DE BANDERAS 02,112,7,622,392,56,43,76,20,282,28,148,18,10,1,2,0,0,7,2,0,0,0,1,,,,,,,,,,,,,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2217,88,2307,4769
1,18,NAYARIT,4,BAHIA DE BANDERAS,2,BAHIA DE BANDERAS 02,113,2,208,84,10,18,39,4,61,4,62,4,3,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,611,21,632,1363
1,18,NAYARIT,4,BAHIA DE BANDERAS,2,BAHIA DE BANDERAS 02,114,4,123,252,10,14,218,1,502,11,73,6,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1339,71,1410,2510
1,18,NAYARIT,4,BAHIA DE BANDERAS,3,BAHIA DE BANDERAS 03,111,7,362,613,31,15,298,5,142,40,104,21,15,6,2,0,0,2,1,1,1,0,0,,,,,,,,,,,,,,163,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1970,133,2104,4549
1,18,NAYARIT,4,BAHIA DE BANDERAS,3,BAHIA DE BANDERAS 03,118,16,1140,821,231,176,91,131,544,127,310,43,86,10,2,1,0,10,8,2,3,0,2,,,,,,,,,,,,,,135,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4380,177,4558,11688
