Municipio,Seccion,Casilla,Lista Nominal ,PAN,PRI,PRD,PT,PVEM,PC,PNA,PAS,COAL_PRD_PT,COAL_PRD_PT_PC,COAL_PRD_PC,CC_PAN_PRI,CC_PAN_PRI_PVEM,CC_PAN_PVEM,CC_PAN_PVEM_PNA,CC_PAN_PNA,CC_PRI_PVEM,CC_PRI_PVEM_PNA,NOREG,NULOS
Morelia,1281,B,309,27,40,,,6,,0,0,,49,,,,,,0,0,,0,5
Morelia,1282,B,347,9,34,,,0,,0,0,,111,,,,,,0,1,,0,9
Morelia,1282,E1,445,35,78,,,2,,0,0,,66,,,,,,0,0,,0,16
Morelia,1283,B,695,71,139,,,5,,6,2,,78,,,,,,1,0,,0,6
Morelia,1283,C1,695,61,129,,,20,,4,1,,83,,,,,,1,0,,0,10
Morelia,1283,C2,695,72,146,,,4,,0,0,,78,,,,,,2,0,,0,6
Morelia,1283,C3,695,70,126,,,14,,1,3,,73,,,,,,0,0,,0,9
Morelia,1283,C4,695,64,144,,,2,,4,1,,80,,,,,,1,0,,0,2
Morelia,1283,C5,696,70,145,,,4,,0,2,,74,,,,,,0,0,,0,6
Morelia,1283,C6,696,57,145,,,10,,8,0,,71,,,,,,1,2,,0,12
Morelia,1284,B,595,42,123,,,0,,2,1,,56,,,,,,0,0,,0,12
Morelia,1284,C1,596,54,119,,,10,,1,1,,55,,,,,,0,0,,0,4
Morelia,1284,C2,596,59,130,,,5,,2,0,,31,,,,,,0,0,,0,4
Morelia,1284,C3,596,59,137,,,13,,0,1,,47,,,,,,0,0,,1,11
Morelia,1285,B,618,68,113,,,10,,2,6,,89,,,,,,0,0,,0,3
Morelia,1285,C1,618,0,124,,,0,,0,0,,72,,,,,,42,0,,0,7
Morelia,1285,C2,619,46,123,,,8,,3,0,,84,,,,,,0,0,,0,2
Morelia,1286,B,631,66,122,,,6,,4,1,,69,,,,,,1,0,,1,3
Morelia,1286,C1,631,37,153,,,3,,1,1,,87,,,,,,1,2,,0,10
Morelia,1286,C2,632,63,118,,,4,,4,3,,77,,,,,,0,1,,0,9
Morelia,1286,E1,562,83,101,,,13,,1,3,,68,,,,,,0,0,,0,4
Morelia,1287,B,530,54,109,,,7,,6,0,,73,,,,,,0,1,,0,11
Morelia,2675,B,537,73,61,,,4,,1,1,,81,,,,,,0,0,,0,11
Morelia,2675,C1,538,74,70,,,7,,4,0,,66,,,,,,0,0,,1,1
Morelia,2677,B,649,66,125,,,1,,4,1,,44,,,,,,1,1,,0,6
Morelos,1288,B,496,82,57,,,,,,,,108,,,,,,,,,0,8
Morelos,1288,C1,496,39,38,,,,,,,,107,,,,,,,,,0,7
Morelos,1289,B,585,50,68,,,,,,,,164,,,,,,,,,0,17
Morelos,1289,C1,585,55,88,,,,,,,,165,,,,,,,,,0,11
Morelos,1290,B,715,108,43,,,,,,,,202,,,,,,,,,0,6
Morelos,1291,B,601,46,43,,,,,,,,119,,,,,,,,,0,16
Morelos,1292,B,507,38,64,,,,,,,,60,,,,,,,,,0,10
Morelos,1292,C1,507,63,46,,,,,,,,65,,,,,,,,,0,5
Morelos,1292,C2,508,76,53,,,,,,,,38,,,,,,,,,0,9
Morelos,1293,B,572,59,70,,,,,,,,89,,,,,,,,,0,5
Morelos,1293,C1,572,44,52,,,,,,,,123,,,,,,,,,0,10
Morelos,1294,B,430,15,81,,,,,,,,98,,,,,,,,,0,7
Morelos,1294,C1,430,15,80,,,,,,,,91,,,,,,,,,0,14
Morelos,1295,B,344,15,38,,,,,,,,122,,,,,,,,,0,12
Morelos,1295,E1,509,27,29,,,,,,,,107,,,,,,,,,0,7
Morelos,1296,B,420,49,67,,,,,,,,45,,,,,,,,,0,5
Morelos,1296,C1,420,44,76,,,,,,,,48,,,,,,,,,0,10
Múgica,1297,B,409,14,108,,,,,,0,,70,,,,,,,,,0,10
Múgica,1297,C1,409,15,90,,,,,,3,,87,,,,,,,,,0,6
Múgica,1298,B,623,28,131,,,,,,5,,133,,,,,,,,,0,12
Múgica,1298,C1,623,35,174,,,,,,4,,110,,,,,,,,,0,10
Múgica,1298,C2,624,38,139,,,,,,4,,100,,,,,,,,,0,4
Múgica,1299,B,565,34,142,,,,,,6,,152,,,,,,,,,,4
Múgica,1299,C1,565,20,144,,,,,,2,,148,,,,,,,,,0,3
Múgica,1300,B,657,37,151,,,,,,4,,132,,,,,,,,,0,0
Múgica,1300,C1,658,44,171,,,,,,5,,116,,,,,,,,,0,4
Múgica,1301,B,600,36,135,,,,,,3,,101,,,,,,,,,0,9
Múgica,1301,C1,601,41,123,,,,,,1,,116,,,,,,,,,0,7
Múgica,1302,B,538,21,99,,,,,,2,,110,,,,,,,,,1,9
Múgica,1302,C1,539,37,119,,,,,,4,,92,,,,,,,,,0,5
Múgica,1302,C2,539,30,99,,,,,,5,,112,,,,,,,,,2,6
Múgica,1303,B,513,28,99,,,,,,1,,128,,,,,,,,,0,2
Múgica,1303,C1,514,32,100,,,,,,0,,98,,,,,,,,,0,3
Múgica,1303,C2,514,20,126,,,,,,1,,96,,,,,,,,,0,9
Múgica,1304,B,651,36,128,,,,,,6,,150,,,,,,,,,0,7
Múgica,1304,C1,652,34,151,,,,,,5,,111,,,,,,,,,0,10
Múgica,1305,B,508,35,122,,,,,,8,,89,,,,,,,,,0,1
Múgica,1305,C1,508,36,85,,,,,,7,,106,,,,,,,,,0,6
Múgica,1305,C2,508,47,123,,,,,,2,,90,,,,,,,,,0,2
Múgica,1306,B,572,24,146,,,,,,3,,119,,,,,,,,,0,5
Múgica,1306,C1,573,28,152,,,,,,7,,124,,,,,,,,,0,4
Múgica,1307,B,718,41,156,,,,,,6,,127,,,,,,,,,0,7
Múgica,1307,C1,719,33,173,,,,,,4,,179,,,,,,,,,0,0
Múgica,1308,B,580,32,174,,,,,,9,,127,,,,,,,,,0,4
Múgica,1308,C1,580,23,174,,,,,,1,,109,,,,,,,,,0,7
Múgica,1309,B,478,12,108,,,,,,17,,115,,,,,,,,,0,8
Múgica,1309,C1,479,22,95,,,,,,17,,117,,,,,,,,,0,3
Múgica,1310,B,473,23,126,,,,,,4,,105,,,,,,,,,1,7
Múgica,1310,C1,474,6,128,,,,,,1,,86,,,,,,,,,0,7
Múgica,1310,E1,458,90,110,,,,,,3,,58,,,,,,,,,0,3
Múgica,1311,B,519,23,129,,,,,,2,,93,,,,,,,,,0,12
Múgica,1311,C1,520,22,124,,,,,,4,,90,,,,,,,,,0,10
Múgica,1312,B,583,20,134,,,,,,7,,86,,,,,,,,,0,6
Múgica,1312,C1,583,22,157,,,,,,3,,89,,,,,,,,,0,6
Múgica,1313,B,522,23,127,,,,,,3,,70,,,,,,,,,0,2
Múgica,1313,C1,522,15,113,,,,,,2,,90,,,,,,,,,0,4
Múgica,1313,C2,522,23,127,,,,,,3,,70,,,,,,,,,0,2
Múgica,1314,B,538,27,101,,,,,,3,,165,,,,,,,,,0,8
Múgica,1315,B,609,29,128,,,,,,7,,105,,,,,,,,,0,10
Múgica,1315,C1,610,49,102,,,,,,2,,147,,,,,,,,,0,13
Múgica,1315,C2,610,41,108,,,,,,7,,117,,,,,,,,,0,10
Múgica,1316,B,551,34,148,,,,,,0,,99,,,,,,,,,0,12
Múgica,1316,C1,551,40,149,,,,,,2,,76,,,,,,,,,0,20
Múgica,1317,B,631,46,113,,,,,,2,,122,,,,,,,,,0,7
Múgica,1317,C1,631,53,110,,,,,,2,,101,,,,,,,,,0,12
Múgica,1318,B,738,23,151,,,,,,0,,185,,,,,,,,,0,3
Múgica,1318,C1,738,33,171,,,,,,0,,139,,,,,,,,,0,3
Múgica,1319,B,461,31,88,,,,,,0,,121,,,,,,,,,0,10
Múgica,1319,C1,462,20,78,,,,,,0,,109,,,,,,,,,0,2
Múgica,1320,B,618,49,118,,,,,,1,,112,,,,,,,,,0,16
Nahuátzen,1321,B,624,16,153,,,,,,87,,147,,,,,,,,,0,13
Nahuátzen,1321,C1,625,51,141,,,,,,77,,162,,,,,,,,,0,0
Nahuátzen,1321,C2,625,28,163,,,,,,106,,143,,,,,,,,,0,8
Nahuátzen,1322,B,597,50,120,,,,,,137,,119,,,,,,,,,0,8
Nahuátzen,1322,C1,597,45,120,,,,,,93,,136,,,,,,,,,0,0
Nahuátzen,1323,B,568,19,113,,,,,,87,,174,,,,,,,,,0,8
Nahuátzen,1323,C1,569,27,76,,,,,,101,,186,,,,,,,,,0,6
Nahuátzen,1323,C2,569,15,101,,,,,,97,,160,,,,,,,,,0,8
Nahuátzen,1324,B,629,26,67,,,,,,152,,166,,,,,,,,,0,10
Nahuátzen,1324,C1,629,27,84,,,,,,142,,174,,,,,,,,,0,13
Nahuátzen,1324,C2,629,34,74,,,,,,149,,170,,,,,,,,,0,9
Nahuátzen,1325,B,680,11,132,,,,,,22,,242,,,,,,,,,0,18
Nahuátzen,1326,B,582,14,156,,,,,,20,,179,,,,,,,,,0,17
Nahuátzen,1326,C1,582,12,141,,,,,,28,,194,,,,,,,,,0,17
Nahuátzen,1327,B,637,30,187,,,,,,7,,211,,,,,,,,,0,9
Nahuátzen,1327,C1,638,14,238,,,,,,6,,180,,,,,,,,,0,13
Nahuátzen,1328,B,527,12,177,,,,,,7,,137,,,,,,,,,0,10
Nahuátzen,1328,C1,527,9,155,,,,,,5,,168,,,,,,,,,0,12
Nahuátzen,1328,C2,528,6,198,,,,,,1,,121,,,,,,,,,0,12
Nahuátzen,1329,B,697,11,119,,,,,,47,,169,,,,,,,,,0,11
Nahuátzen,1330,B,496,15,98,,,,,,10,,157,,,,,,,,,0,7
Nahuátzen,1331,B,525,4,217,,,,,,8,,126,,,,,,,,,0,4
Nahuátzen,1331,C1,525,5,248,,,,,,7,,98,,,,,,,,,0,16
Nahuátzen,1332,B,490,4,247,,,,,,6,,94,,,,,,,,,0,9
Nahuátzen,1332,C1,490,5,252,,,,,,6,,81,,,,,,,,,0,16
Nahuátzen,1333,B,460,12,106,,,,,,53,,55,,,,,,,,,0,7
Nahuátzen,1333,C1,461,6,94,,,,,,55,,62,,,,,,,,,0,6
Nahuátzen,1334,B,605,6,174,,,,,,3,,213,,,,,,,,,2,16
Nahuátzen,1334,C1,606,14,162,,,,,,11,,208,,,,,,,,,0,15
Nahuátzen,1335,B,377,2,114,,,,,,4,,110,,,,,,,,,0,3
Nahuátzen,1335,C1,377,2,119,,,,,,0,,104,,,,,,,,,0,10
Nocupétaro,1336,B,433,33,129,,,,,,,,120,,,,,,,,,,7
Nocupétaro,1337,B,443,30,136,,,,,,,,104,,,,,,,,,,7
Nocupétaro,1337,C1,444,40,142,,,,,,,,104,,,,,,,,,,4
Nocupétaro,1338,B,707,53,220,,,,,,,,136,,,,,,,,,1,11
Nocupétaro,1338,C1,708,44,233,,,,,,,,144,,,,,,,,,,9
Nocupétaro,1339,B,315,19,112,,,,,,,,95,,,,,,,,,,6
Nocupétaro,1340,B,137,12,31,,,,,,,,50,,,,,,,,,,6
Nocupétaro,1341,B,292,37,59,,,,,,,,58,,,,,,,,,,6
Nocupétaro,1342,B,479,20,158,,,,,,,,99,,,,,,,,,,7
Nocupétaro,1342,C1,480,11,156,,,,,,,,105,,,,,,,,,,13
Nocupétaro,1343,B,384,31,100,,,,,,,,97,,,,,,,,,,6
Nocupétaro,1344,B,550,100,130,,,,,,,,108,,,,,,,,,,18
Nocupétaro,1345,B,126,19,41,,,,,,,,24,,,,,,,,,,0
Nocupétaro,1346,B,264,5,128,,,,,,,,37,,,,,,,,,,2
Nocupétaro,1347,B,157,30,38,,,,,,,,28,,,,,,,,,,1
Nocupétaro,1348,B,524,12,146,,,,,,,,162,,,,,,,,,,9
Nuevo Parangaricutiro,1349,B,562,117,188,,,2,,3,,,61,,,,,5,,,,0,5
Nuevo Parangaricutiro,1349,C1,562,115,155,,,1,,4,,,57,,,,,2,,,,0,4
Nuevo Parangaricutiro,1350,B,653,136,251,,,2,,4,,,68,,,,,1,,,,0,3
Nuevo Parangaricutiro,1350,C1,653,101,204,,,2,,4,,,112,,,,,2,,,,0,0
Nuevo Parangaricutiro,1351,B,694,83,293,,,2,,2,,,96,,,,,0,,,,0,13
Nuevo Parangaricutiro,1351,C1,694,95,276,,,0,,1,,,94,,,,,0,,,,1,6
Nuevo Parangaricutiro,1352,B,516,48,282,,,0,,0,,,46,,,,,1,,,,0,3
Nuevo Parangaricutiro,1352,C1,516,58,274,,,0,,3,,,27,,,,,1,,,,0,3
Nuevo Parangaricutiro,1352,C2,516,55,224,,,0,,1,,,61,,,,,0,,,,0,4
Nuevo Parangaricutiro,1353,B,643,90,215,,,2,,1,,,117,,,,,2,,,,0,5
Nuevo Parangaricutiro,1353,C1,644,117,189,,,0,,0,,,100,,,,,0,,,,0,13
Nuevo Parangaricutiro,1353,C2,644,108,175,,,1,,4,,,108,,,,,4,,,,0,6
Nuevo Parangaricutiro,1354,B,647,90,234,,,2,,3,,,106,,,,,0,,,,0,9
Nuevo Parangaricutiro,1354,C1,647,98,209,,,2,,8,,,103,,,,,0,,,,0,2
Nuevo Parangaricutiro,1354,C2,647,101,202,,,1,,8,,,106,,,,,1,,,,0,6
Nuevo Parangaricutiro,1355,B,527,38,150,,,2,,2,,,127,,,,,0,,,,0,9
Nuevo Parangaricutiro,1356,B,385,78,47,,,2,,1,,,116,,,,,2,,,,0,4
Nuevo Parangaricutiro,1356,C1,385,51,56,,,2,,2,,,120,,,,,1,,,,0,4
Nuevo Parangaricutiro,1357,B,390,93,51,,,6,,9,,,70,,,,,0,,,,0,3
Nuevo Parangaricutiro,1357,E1,227,14,10,,,0,,0,,,121,,,,,0,,,,0,2
Nuevo Parangaricutiro,1358,B,94,5,40,,,0,,0,,,17,,,,,0,,,,0,1
Nuevo Parangaricutiro,1359,B,192,13,57,,,0,,2,,,48,,,,,0,,,,0,2
Nuevo Urecho,1360,B,395,2,129,,,,,,,,118,,4,,,,,,,0,3
Nuevo Urecho,1360,C1,396,0,129,,,,,,,,102,,2,,,,,,,0,6
Nuevo Urecho,1360,E1,504,3,185,,,,,,,,108,,4,,,,,,,0,8
Nuevo Urecho,1360,E2,526,4,104,,,,,,,,189,,0,,,,,,,0,8
Nuevo Urecho,1361,B,674,5,252,,,,,,,,167,,6,,,,,,,0,5
Nuevo Urecho,1362,B,541,0,192,,,,,,,,129,,0,,,,,,,0,4
Nuevo Urecho,1363,B,636,3,237,,,,,,,,142,,0,,,,,,,0,5
Nuevo Urecho,1364,B,379,0,86,,,,,,,,85,,0,,,,,,,0,5
Nuevo Urecho,1364,E1,516,0,131,,,,,,,,192,,0,,,,,,,0,1
Nuevo Urecho,1365,B,288,1,144,,,,,,,,68,,3,,,,,,,0,3
Nuevo Urecho,1366,B,299,1,95,,,,,,,,118,,0,,,,,,,0,0
Nuevo Urecho,1366,E1,241,4,44,,,,,,,,75,,1,,,,,,,0,4
Nuevo Urecho,1367,B,307,2,97,,,,,,,,99,,2,,,,,,,0,2
Nuevo Urecho,1368,B,206,0,49,,,,,,,,59,,0,,,,,,,0,0
Numarán,1369,B,569,12,105,,,,,78,,,154,,,,,,,,,0,6
Numarán,1369,C1,569,26,61,,,,,77,,,171,,,,,,,,,0,3
Numarán,1369,C2,569,16,134,,,,,67,,,145,,,,,,,,,0,6
Numarán,1370,B,730,15,213,,,,,89,,,130,,,,,,,,,0,7
Numarán,1370,C1,730,15,156,,,,,102,,,191,,,,,,,,,0,7
Numarán,1370,C2,731,21,164,,,,,92,,,145,,,,,,,,,0,7
Numarán,1371,B,218,3,28,,,,,15,,,50,,,,,,,,,0,2
Numarán,1372,B,319,7,40,,,,,97,,,31,,,,,,,,,0,1
Numarán,1373,B,581,23,110,,,,,53,,,72,,,,,,,,,0,5
Numarán,1373,C1,581,18,113,,,,,68,,,63,,,,,,,,,0,6
Numarán,1373,C2,582,23,106,,,,,56,,,83,,,,,,,,,0,7
Numarán,1374,B,501,27,148,,,,,32,,,78,,,,,,,,,0,8
Numarán,1375,B,614,16,194,,,,,39,,,83,,,,,,,,,0,9
Numarán,1376,B,584,35,193,,,,,116,,,90,,,,,,,,,0,5
Numarán,1377,B,638,16,165,,,,,205,,,60,,,,,,,,,0,9
Ocampo,1378,B,534,36,175,,,57,,1,20,,50,,23,,,,,,,0,12
Ocampo,1378,C1,535,41,166,,,63,,3,13,,38,,25,,,,,,,0,8
Ocampo,1379,B,650,52,227,,,48,,5,34,,65,,27,,,,,,,0,5
Ocampo,1379,C1,650,38,220,,,65,,3,25,,66,,30,,,,,,,0,7
Ocampo,1380,B,604,8,85,,,74,,15,68,,103,,7,,,,,,,0,20
Ocampo,1381,B,528,14,155,,,109,,3,32,,61,,14,,,,,,,0,5
Ocampo,1381,E1,662,20,118,,,188,,14,20,,51,,12,,,,,,,0,15
Ocampo,1382,B,310,7,80,,,40,,1,37,,22,,6,,,,,,,0,8
Ocampo,1383,B,522,25,142,,,93,,2,51,,57,,14,,,,,,,0,12
Ocampo,1383,C1,522,19,165,,,84,,2,39,,78,,20,,,,,,,0,6
Ocampo,1384,B,741,58,206,,,27,,5,107,,83,,12,,,,,,,0,19
Ocampo,1384,C1,741,39,175,,,31,,4,151,,95,,14,,,,,,,0,18
Ocampo,1385,B,450,11,92,,,24,,4,21,,119,,11,,,,,,,0,6
Ocampo,1385,C1,451,8,102,,,26,,9,32,,106,,9,,,,,,,0,19
Ocampo,1385,E1,734,13,161,,,32,,4,68,,148,,12,,,,,,,0,30
Ocampo,1386,B,638,31,143,,,21,,3,28,,249,,8,,,,,,,0,26
Ocampo,1386,C1,638,38,102,,,25,,4,22,,239,,17,,,,,,,0,34
Ocampo,1387,B,395,6,34,,,26,,1,97,,89,,3,,,,,,,0,12
Ocampo,1387,C1,396,10,60,,,14,,1,112,,56,,70,,,,,,,0,19
Ocampo,1388,B,668,19,152,,,30,,0,145,,104,,9,,,,,,,0,18
Ocampo,1388,C1,669,31,172,,,51,,2,115,,79,,8,,,,,,,0,12
Pajacuarán,1389,B,655,141,18,,,,223,,,51,,,,,,,,,,0,6
Pajacuarán,1390,B,490,106,16,,,,136,,,35,,,,,,,,,,0,1
Pajacuarán,1390,C1,490,121,11,,,,112,,,31,,,,,,,,,,0,4
Pajacuarán,1391,B,592,171,12,,,,97,,,70,,,,,,,,,,0,9
Pajacuarán,1391,C1,592,172,6,,,,128,,,59,,,,,,,,,,0,7
Pajacuarán,1392,B,503,99,18,,,,133,,,48,,,,,,,,,,0,2
Pajacuarán,1392,C1,504,107,17,,,,143,,,32,,,,,,,,,,0,8
Pajacuarán,1393,B,729,156,22,,,,227,,,75,,,,,,,,,,0,10
Pajacuarán,1394,B,612,121,30,,,,149,,,46,,,,,,,,,,0,9
Pajacuarán,1394,C1,613,159,25,,,,138,,,53,,,,,,,,,,0,8
Pajacuarán,1395,B,550,151,24,,,,127,,,29,,,,,,,,,,0,8
Pajacuarán,1395,C1,551,129,21,,,,141,,,36,,,,,,,,,,0,3
Pajacuarán,1396,B,580,134,9,,,,128,,,74,,,,,,,,,,0,10
Pajacuarán,1396,C1,581,127,13,,,,120,,,76,,,,,,,,,,0,7
Pajacuarán,1397,B,738,104,12,,,,171,,,46,,,,,,,,,,0,10
Pajacuarán,1398,B,718,106,7,,,,153,,,28,,,,,,,,,,0,14
Pajacuarán,1399,B,694,99,4,,,,153,,,54,,,,,,,,,,0,11
Pajacuarán,1400,B,651,162,9,,,,109,,,37,,,,,,,,,,0,6
Pajacuarán,1401,B,494,100,5,,,,44,,,73,,,,,,,,,,0,3
Pajacuarán,1401,C1,495,116,4,,,,67,,,28,,,,,,,,,,0,6
Pajacuarán,1402,B,428,107,4,,,,55,,,37,,,,,,,,,,0,3
Pajacuarán,1402,C1,429,81,2,,,,45,,,55,,,,,,,,,,0,5
Pajacuarán,1403,B,395,98,14,,,,45,,,21,,,,,,,,,,0,2
Pajacuarán,1403,E1,210,18,11,,,,47,,,29,,,,,,,,,,0,0
Pajacuarán,1404,B,547,124,10,,,,85,,,15,,,,,,,,,,0,5
Pajacuarán,1404,C1,548,113,11,,,,86,,,16,,,,,,,,,,0,4
Pajacuarán,1405,B,441,164,4,,,,63,,,11,,,,,,,,,,0,6
Pajacuarán,1405,C1,441,131,5,,,,99,,,8,,,,,,,,,,0,2
Pajacuarán,1406,B,219,36,6,,,,18,,,70,,,,,,,,,,0,3
Pajacuarán,1406,E1,279,97,5,,,,40,,,20,,,,,,,,,,0,17
Panindícuaro,1407,B,220,3,25,,26,2,,,,,,45,,,0,,,,,0,4
Panindícuaro,1408,B,262,12,39,,40,0,,,,,,49,,,0,,,,,0,12
Panindícuaro,1409,B,457,11,86,,53,1,,,,,,71,,,0,,,,,0,7
Panindícuaro,1409,C1,458,28,100,,56,0,,,,,,59,,,0,,,,,0,3
Panindícuaro,1410,B,608,26,165,,60,0,,,,,,69,,,0,,,,,0,0
Panindícuaro,1411,B,445,30,96,,46,4,,,,,,60,,,0,,,,,0,7
Panindícuaro,1411,C1,445,0,97,,31,0,,,,,,64,,,51,,,,,1,0
Panindícuaro,1412,B,523,34,72,,35,6,,,,,,83,,,4,,,,,0,7
Panindícuaro,1412,C1,523,39,86,,34,7,,,,,,84,,,0,,,,,0,7
Panindícuaro,1413,B,577,29,90,,45,8,,,,,,100,,,37,,,,,0,9
Panindícuaro,1413,C1,577,41,98,,58,6,,,,,,89,,,0,,,,,0,6
Panindícuaro,1414,B,458,11,28,,98,1,,,,,,42,,,0,,,,,0,6
Panindícuaro,1414,C1,459,22,20,,98,2,,,,,,27,,,0,,,,,0,5
Panindícuaro,1415,B,602,27,25,,77,0,,,,,,59,,,0,,,,,1,15
Panindícuaro,1416,B,210,5,28,,9,1,,,,,,23,,,1,,,,,0,0
Panindícuaro,1417,B,568,6,64,,42,0,,,,,,78,,,0,,,,,0,12
Panindícuaro,1417,C1,568,8,68,,58,0,,,,,,59,,,0,,,,,1,10
Panindícuaro,1418,B,281,3,17,,5,0,,,,,,97,,,0,,,,,0,12
Panindícuaro,1418,E1,237,7,8,,47,0,,,,,,23,,,0,,,,,0,4
Panindícuaro,1419,B,748,6,61,,104,0,,,,,,140,,,0,,,,,0,12
Panindícuaro,1420,B,441,18,10,,103,4,,,,,,39,,,0,,,,,0,11
Panindícuaro,1421,B,393,2,51,,64,2,,,,,,63,,,0,,,,,0,4
Panindícuaro,1421,C1,394,148,25,,42,1,,,,,,76,,,0,,,,,0,0
Panindícuaro,1421,E1,734,14,34,,147,5,,,,,,118,,,1,,,,,0,34
Panindícuaro,1422,B,457,7,37,,35,2,,,,,,122,,,0,,,,,0,4
Panindícuaro,1423,B,561,17,147,,23,3,,,,,,86,,,2,,,,,0,10
Panindícuaro,1424,B,391,4,32,,11,1,,,,,,90,,,0,,,,,0,6
Panindícuaro,1424,C1,391,3,29,,21,1,,,,,,69,,,0,,,,,0,5
Panindícuaro,1424,E1,257,6,11,,25,1,,,,,,67,,,0,,,,,0,0
Panindícuaro,1425,B,495,13,22,,25,1,,,,,,88,,,0,,,,,0,4
Panindícuaro,1425,C1,495,10,25,,23,10,,,,,,103,,,0,,,,,0,8
Parácuaro,1426,B,479,54,139,,,1,,,,,75,,,,,,,,,,7
Parácuaro,1426,C1,480,85,133,,,1,,,,,83,,,,4,,,,,,5
Parácuaro,1427,B,646,78,160,,,,,,,,110,,,,,,,,,,8
Parácuaro,1427,C1,646,81,175,,,9,,,,,90,,,,1,,,,,,10
Parácuaro,1427,C2,647,73,173,,,4,,,,,99,,,,5,,,,,,8
Parácuaro,1427,E1,185,23,31,,,3,,,,,55,,,,,,,,,,2
Parácuaro,1428,B,750,37,224,,,2,,,,,185,,,,,,,,,,13
Parácuaro,1428,E1,499,55,81,,,6,,,,,185,,,,,,,,,,1
Parácuaro,1429,B,400,24,60,,,,,,,,113,,,,,,,,,,2
Parácuaro,1429,E1,149,7,38,,,1,,,,,36,,,,,,,,,,3
Parácuaro,1430,B,398,33,118,,,,,,,,72,,,,,,,,,,8
Parácuaro,1430,C1,398,36,122,,,1,,,,,57,,,,,,,,,,5
Parácuaro,1431,B,581,8,92,,,1,,,,,187,,,,,,,,,,14
Parácuaro,1431,C1,582,23,101,,,1,,,,,181,,,,,,,,,,13
Parácuaro,1432,B,544,7,136,,,,,,,,129,,,,,,,,,,1
Parácuaro,1432,C1,545,12,113,,,,,,,,130,,,,,,,,,,9
Parácuaro,1433,B,652,13,116,,,1,,,,,185,,,,,,,,,,10
Parácuaro,1433,C1,652,11,141,,,,,,,,206,,,,,,,,,,9
Parácuaro,1434,B,691,19,144,,,,,,,,136,,,,,,,,,,11
Parácuaro,1434,C1,692,12,143,,,,,,,,160,,,,,,,,,,14
Parácuaro,1434,C2,692,14,112,,,,,,,,185,,,,,,,,,,13
Parácuaro,1435,B,681,18,102,,,,,,,,192,,,,,,,,,1,6
Parácuaro,1435,C1,681,21,97,,,1,,,,,201,,,,,,,,,,0
Parácuaro,1436,B,447,34,91,,,2,,,,,78,,,,,,,,,,6
Parácuaro,1436,C1,448,21,110,,,,,,,,103,,,,,,,,,,4
Parácuaro,1436,E1,568,13,105,,,3,,,,,127,,,,,,,,,,6
Parácuaro,1437,B,602,6,164,,,1,,,,,149,,,,,,,,,,4
Parácuaro,1437,E1,184,7,79,,,,,,,,21,,,,,,,,,,3
Parácuaro,1438,B,361,1,86,,,,,,,,129,,,,,,,,,,2
Parácuaro,1438,E1,187,3,64,,,1,,,,,42,,,,,,,,,,2
Parácuaro,1439,B,598,14,121,,,4,,,,,147,,,,,,,,,,0
Parácuaro,2671,B,250,12,34,,,1,,,,,98,,,,,,,,,,1
Parácuaro,2671,E1,360,21,30,,,,,,,,71,,,,,,,,,,3
Parácuaro,2672,B,267,1,66,,,5,,,,,65,,,,,,,,,,5
Paracho,1440,B,527,26,184,,,3,,,,,105,,,,,,,,,0,4
Paracho,1440,C1,527,23,206,,,1,,,,,110,,,,,,,,,0,7
Paracho,1440,C2,528,29,218,,,5,,,,,94,,,,,,,,,0,6
Paracho,1441,B,482,31,163,,,1,,,,,119,,,,,,,,,0,1
Paracho,1441,C1,482,29,176,,,3,,,,,109,,,,,,,,,0,3
Paracho,1442,B,470,32,176,,,5,,,,,103,,,,,,,,,0,3
Paracho,1442,C1,470,34,183,,,6,,,,,95,,,,,,,,,0,1
Paracho,1443,B,700,45,282,,,7,,,,,104,,,,,,,,,0,6
Paracho,1443,C1,701,42,281,,,5,,,,,116,,,,,,,,,0,3
Paracho,1444,B,558,42,241,,,1,,,,,93,,,,,,,,,0,14
Paracho,1444,C1,559,34,262,,,6,,,,,99,,,,,,,,,0,4
Paracho,1445,B,545,30,191,,,11,,,,,134,,,,,,,,,0,5
Paracho,1445,C1,545,35,188,,,4,,,,,136,,,,,,,,,0,9
Paracho,1445,C2,545,18,217,,,16,,,,,83,,,,,,,,,1,3
Paracho,1446,B,663,24,224,,,11,,,,,150,,,,,,,,,0,6
Paracho,1446,C1,663,18,218,,,9,,,,,122,,,,,,,,,0,8
Paracho,1446,C2,664,32,217,,,9,,,,,122,,,,,,,,,0,4
Paracho,1447,B,568,21,142,,,5,,,,,155,,,,,,,,,0,4
Paracho,1447,C1,569,20,148,,,6,,,,,135,,,,,,,,,0,6
Paracho,1448,B,581,20,115,,,6,,,,,147,,,,,,,,,0,7
Paracho,1448,C1,582,16,144,,,8,,,,,163,,,,,,,,,0,9
Paracho,1448,C2,582,22,140,,,7,,,,,159,,,,,,,,,1,7
Paracho,1449,B,687,6,25,,,4,,,,,195,,,,,,,,,0,19
Paracho,1449,C1,687,6,20,,,1,,,,,184,,,,,,,,,0,8
Paracho,1449,C2,687,7,20,,,0,,,,,196,,,,,,,,,0,11
Paracho,1450,B,555,6,122,,,2,,,,,147,,,,,,,,,0,15
Paracho,1450,C1,555,8,129,,,1,,,,,130,,,,,,,,,0,12
