CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,PAZ,MDZ,PP,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,32,ZACATECAS,18,JUAN ALDAMA,29,MIGUEL AUZA,903,5,47,86,3,58,,5,,205,3,18,,3,0,0,0,0,2,2,0,1,,,,,,,433,0,12,445,2846
1,32,ZACATECAS,18,JUAN ALDAMA,29,MIGUEL AUZA,904,1,7,115,1,77,,1,,124,2,5,,0,0,0,0,0,2,4,0,1,,,,,,,339,0,8,347,483
1,32,ZACATECAS,14,TLALTENANGO,30,MOMAX,906,1,41,78,1,0,,0,73,5,0,3,,,1,0,0,0,0,0,0,0,,,,,,,202,0,8,210,313
1,32,ZACATECAS,14,TLALTENANGO,30,MOMAX,907,1,68,106,0,0,,0,88,1,0,1,,,0,0,0,0,0,0,0,0,,,,,,,264,0,11,275,446
1,32,ZACATECAS,14,TLALTENANGO,30,MOMAX,908,2,160,279,4,4,,0,196,20,0,0,,,1,1,1,0,0,0,0,0,,,,,,,666,0,12,678,1017
1,32,ZACATECAS,14,TLALTENANGO,30,MOMAX,909,1,26,33,1,0,,0,50,5,0,0,,,0,0,0,0,0,0,1,0,,,,,,,116,0,5,121,191
1,32,ZACATECAS,14,TLALTENANGO,30,MOMAX,911,1,38,42,0,0,,0,59,1,0,0,,,0,1,0,0,0,0,0,0,,,,,,,141,0,6,147,236
1,32,ZACATECAS,14,TLALTENANGO,30,MOMAX,913,1,13,37,1,0,,1,48,0,0,1,,,0,0,0,0,0,0,0,0,,,,,,,101,0,1,102,140
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,914,1,33,170,6,9,85,3,97,18,0,,15,,0,0,0,0,0,1,0,1,,,,,,,438,0,18,456,722
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,915,1,40,131,2,5,97,7,59,10,2,,7,,0,1,0,0,0,0,0,0,,,,,,,361,0,19,380,610
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,916,2,35,217,3,13,142,1,184,16,1,,39,,1,0,0,0,0,0,0,0,,,,,,,652,0,31,683,1069
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,917,1,19,107,0,1,66,3,61,4,0,,4,,0,0,0,0,0,1,0,0,,,,,,,266,0,9,275,442
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,918,2,42,195,1,3,100,3,102,22,0,,24,,0,3,0,0,0,0,0,0,,,,,,,495,0,26,521,842
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,919,1,26,74,2,3,43,2,3,6,0,,3,,0,0,0,0,0,0,2,0,,,,,,,164,0,9,173,337
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,921,1,31,36,0,2,18,0,8,6,0,,2,,0,0,0,0,0,0,0,0,,,,,,,103,0,1,104,174
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,923,1,73,74,2,13,59,1,10,15,1,,10,,0,1,0,0,0,0,0,0,,,,,,,259,0,12,271,387
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,924,1,18,30,0,2,29,1,13,4,0,,7,,0,0,0,0,0,0,0,0,,,,,,,104,0,0,104,151
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,925,1,16,9,0,5,28,2,9,7,0,,6,,1,0,0,0,0,0,0,0,,,,,,,83,0,6,89,117
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,926,1,15,61,1,5,24,2,17,0,1,,14,,0,0,0,0,0,0,0,0,,,,,,,140,0,4,144,242
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,927,1,123,55,4,5,69,2,22,13,1,,6,,1,1,0,0,0,0,0,0,,,,,,,302,0,6,308,523
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,928,1,76,70,2,5,53,2,25,14,1,,7,,1,0,0,0,0,0,0,0,,,,,,,256,0,18,274,542
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,929,1,18,40,0,2,47,1,13,2,0,,4,,0,0,0,0,0,0,0,0,,,,,,,127,0,8,135,187
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,931,1,9,48,0,8,71,1,3,3,0,,10,,0,0,0,0,0,0,0,0,,,,,,,153,0,3,156,230
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,933,1,8,111,2,3,68,5,11,16,1,,2,,0,0,0,0,0,0,0,0,,,,,,,227,0,5,232,355
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,934,1,4,28,1,2,23,0,17,8,0,,3,,0,0,0,0,0,0,0,0,,,,,,,86,0,4,90,109
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,936,1,9,19,0,4,25,2,14,3,0,,16,,0,0,0,0,0,0,0,0,,,,,,,92,0,5,97,193
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,938,1,2,42,1,4,36,1,8,1,0,,0,,0,0,0,0,0,0,0,0,,,,,,,95,0,3,98,141
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,940,1,6,25,1,2,41,2,9,7,0,,14,,0,0,0,0,0,1,0,0,,,,,,,108,0,4,112,170
1,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,941,1,17,59,0,10,26,0,7,5,1,,13,,0,0,0,0,0,0,0,0,,,,,,,138,0,2,140,202
1,32,ZACATECAS,2,ZACATECAS,32,MORELOS,945,2,41,47,16,17,130,25,210,144,4,62,25,2,3,0,0,0,3,2,1,1,,,,,,,733,0,22,755,1039
1,32,ZACATECAS,2,ZACATECAS,32,MORELOS,946,2,71,55,22,13,115,37,181,155,2,54,18,10,3,3,1,0,0,0,0,0,,,,,,,740,0,20,760,983
1,32,ZACATECAS,2,ZACATECAS,32,MORELOS,947,2,43,98,22,24,166,32,251,207,8,53,8,13,0,0,1,0,0,1,0,2,,,,,,,929,1,38,968,1317
1,32,ZACATECAS,2,ZACATECAS,32,MORELOS,948,2,29,86,11,25,160,25,202,159,6,61,12,12,3,0,1,0,2,2,0,0,,,,,,,796,0,23,819,1103
1,32,ZACATECAS,2,ZACATECAS,32,MORELOS,949,2,57,97,7,7,156,28,131,133,5,46,12,14,2,1,1,0,2,3,1,1,,,,,,,704,0,14,718,925
1,32,ZACATECAS,2,ZACATECAS,32,MORELOS,950,1,4,30,1,4,17,2,30,3,1,19,1,2,0,0,0,0,0,0,0,1,,,,,,,115,0,4,119,164
1,32,ZACATECAS,2,ZACATECAS,32,MORELOS,951,2,19,137,6,5,170,23,124,96,3,55,9,14,1,0,0,0,0,1,0,0,,,,,,,663,0,39,702,920
1,32,ZACATECAS,2,ZACATECAS,32,MORELOS,952,3,26,355,12,15,188,32,255,151,6,118,9,62,1,0,0,0,2,2,0,0,,,,,,,1234,0,44,1278,1792
1,32,ZACATECAS,2,ZACATECAS,32,MORELOS,953,2,27,160,6,9,161,20,152,80,1,51,10,6,0,0,0,0,2,0,0,0,,,,,,,685,0,18,703,916
1,32,ZACATECAS,14,TLALTENANGO,33,MOYAHUA DE ESTRADA,954,1,153,132,38,3,4,2,,10,0,4,,,9,4,0,0,0,0,0,0,,,,,,,359,0,15,374,555
1,32,ZACATECAS,14,TLALTENANGO,33,MOYAHUA DE ESTRADA,955,1,156,134,36,4,1,4,,15,0,4,,,9,5,3,0,1,0,0,0,,,,,,,372,0,17,389,602
1,32,ZACATECAS,14,TLALTENANGO,33,MOYAHUA DE ESTRADA,956,1,156,75,16,0,2,4,,23,0,0,,,8,7,1,0,0,1,0,0,,,,,,,293,0,7,300,533
1,32,ZACATECAS,14,TLALTENANGO,33,MOYAHUA DE ESTRADA,957,1,193,96,29,2,1,8,,8,2,0,,,8,5,1,0,0,0,0,0,,,,,,,353,0,5,358,576
1,32,ZACATECAS,14,TLALTENANGO,33,MOYAHUA DE ESTRADA,958,1,102,143,14,3,7,1,,20,0,0,,,2,5,0,0,0,0,0,0,,,,,,,297,0,19,316,640
1,32,ZACATECAS,14,TLALTENANGO,33,MOYAHUA DE ESTRADA,960,1,39,34,3,0,0,1,,6,0,0,,,1,0,0,0,0,0,0,0,,,,,,,84,0,0,84,137
1,32,ZACATECAS,14,TLALTENANGO,33,MOYAHUA DE ESTRADA,961,1,64,75,22,3,1,2,,12,1,0,,,3,0,0,0,0,0,0,0,,,,,,,183,0,8,191,379
1,32,ZACATECAS,14,TLALTENANGO,33,MOYAHUA DE ESTRADA,962,1,45,61,34,1,5,0,,10,1,0,,,2,1,0,0,0,0,0,0,,,,,,,160,0,4,164,228
1,32,ZACATECAS,14,TLALTENANGO,33,MOYAHUA DE ESTRADA,963,1,100,87,16,1,0,4,,1,0,2,,,1,3,1,0,0,0,0,0,,,,,,,216,0,4,220,323
1,32,ZACATECAS,14,TLALTENANGO,33,MOYAHUA DE ESTRADA,964,2,151,127,17,1,1,2,,7,0,1,,,3,2,0,0,0,0,0,1,,,,,,,313,0,14,327,467
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,965,3,257,138,16,302,10,22,48,134,7,,,,7,1,1,0,8,14,1,0,,,,,,,966,17,49,1032,1720
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,966,2,223,88,28,207,13,19,19,60,2,,,,9,4,1,0,3,6,0,0,,,,,,,682,0,31,713,1209
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,967,2,165,85,26,159,7,13,11,48,3,,,,2,3,2,1,4,5,1,2,,,,,,,537,0,11,548,936
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,968,2,236,117,13,207,12,36,24,101,2,,,,5,2,1,0,3,2,0,0,,,,,,,761,0,49,810,1335
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,969,3,360,266,24,318,13,30,45,133,6,,,,4,6,3,1,6,5,0,1,,,,,,,1221,0,55,1276,2234
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,970,1,127,68,7,71,4,14,24,30,0,,,,6,0,2,0,2,3,0,0,,,,,,,358,0,20,378,723
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,971,1,130,45,10,117,10,7,35,43,7,,,,2,2,1,0,3,5,0,0,,,,,,,417,0,27,444,723
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,972,1,100,53,4,119,4,9,9,50,2,,,,3,2,2,0,4,3,0,0,,,,,,,364,0,13,377,604
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,973,2,207,110,21,223,8,18,17,84,2,,,,8,5,3,0,10,5,0,1,,,,,,,722,0,34,756,1236
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,974,2,130,86,6,193,8,19,40,89,9,,,,3,1,1,0,9,8,0,2,,,,,,,604,0,33,637,983
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,975,1,57,61,3,71,4,5,12,26,0,,,,1,0,0,1,2,2,0,0,,,,,,,245,0,9,254,429
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,976,2,121,80,3,108,4,12,16,39,2,,,,6,4,1,0,1,6,0,0,,,,,,,403,0,23,426,755
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,977,2,144,73,13,122,9,21,10,57,2,,,,3,2,2,0,2,3,1,0,,,,,,,464,0,21,485,878
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,978,2,219,103,15,263,10,27,29,66,2,,,,10,6,4,1,4,4,0,0,,,,,,,763,0,43,806,1461
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,979,2,135,88,8,146,5,17,17,66,7,,,,4,1,0,0,5,6,0,0,,,,,,,505,0,28,533,921
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,980,1,46,34,3,56,2,5,16,1,0,,,1,0,0,0,1,0,0,0,0,,,,,,,165,0,16,181,324
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,981,1,29,6,4,31,1,1,5,4,1,,,,0,1,0,0,0,0,0,0,,,,,,,83,0,5,88,133
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,982,2,195,71,13,139,13,15,18,55,0,,,,3,6,2,0,1,6,0,0,,,,,,,537,0,32,569,1012
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,983,1,155,45,7,52,8,10,16,33,2,,,,6,0,0,0,1,0,0,0,,,,,,,335,0,30,365,658
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,984,1,43,29,1,9,2,3,1,5,1,,,,0,0,0,0,0,2,0,0,,,,,,,96,0,5,101,140
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,986,1,18,11,2,9,0,4,2,1,0,,,,1,3,0,0,0,0,0,0,,,,,,,51,0,4,55,109
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,987,1,50,10,5,38,2,6,2,11,2,,,,3,0,0,0,0,1,0,0,,,,,,,130,0,3,133,245
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,990,1,14,14,1,11,2,0,2,4,0,,,,0,0,0,0,2,0,0,0,,,,,,,50,0,2,52,113
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,993,2,30,46,0,30,0,7,9,9,2,,,,1,2,0,0,0,0,0,0,,,,,,,136,0,11,147,245
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,994,1,16,8,5,27,1,1,2,6,2,,,,0,0,0,0,6,0,0,0,,,,,,,74,0,2,76,171
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,995,1,24,55,8,125,2,6,1,17,0,,,,0,3,0,0,1,3,1,0,,,,,,,246,1,14,261,421
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,996,1,46,40,7,45,2,4,2,13,3,,,,2,0,0,0,1,1,0,0,,,,,,,166,0,14,180,315
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,997,1,74,27,7,60,0,5,7,18,1,,,,1,0,1,0,2,1,0,0,,,,,,,204,0,16,220,413
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,998,1,25,19,1,20,0,3,4,15,3,,,,0,2,0,0,0,1,0,0,,,,,,,93,0,4,97,152
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,999,1,71,42,3,80,4,21,6,14,1,,,,5,2,0,1,6,5,1,0,,,,,,,262,0,26,288,563
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1000,1,33,23,6,52,2,7,4,32,2,,,,0,0,0,0,2,2,0,0,,,,,,,165,0,12,177,366
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1001,1,49,20,6,46,6,5,2,12,1,,,,1,0,0,0,0,0,0,0,,,,,,,148,0,0,148,233
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1002,1,113,81,10,87,5,19,8,10,3,,,,1,2,0,0,0,2,0,0,,,,,,,341,0,13,354,580
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1003,1,85,38,12,87,0,18,5,16,1,,,,4,2,5,0,0,2,0,0,,,,,,,275,0,14,289,470
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1004,1,19,17,6,12,5,2,7,11,0,,,,0,0,1,0,1,0,0,0,,,,,,,81,0,3,84,133
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1005,1,34,26,3,29,0,15,5,5,0,,,,0,0,1,0,0,0,0,0,,,,,,,118,0,9,127,228
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1007,1,77,25,3,23,5,1,4,4,0,,,,0,0,0,0,0,2,0,0,,,,,,,144,0,3,147,295
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1008,1,8,5,2,13,1,2,2,14,0,,,,0,0,0,0,0,0,0,0,,,,,,,47,0,7,54,119
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1012,1,12,34,0,24,1,1,4,5,1,,,,0,1,0,0,0,1,0,0,,,,,,,84,0,1,85,157
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1014,1,27,19,2,14,0,0,5,4,0,,,,0,0,0,0,0,0,0,0,,,,,,,71,0,1,72,122
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1016,1,18,15,2,26,3,5,1,0,0,,,,0,0,0,0,1,1,0,0,,,,,,,72,0,1,73,213
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1018,1,21,17,4,48,3,3,3,37,4,,1,1,0,0,0,0,1,3,0,0,,,,,,,146,0,7,153,278
1,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1019,1,36,26,4,74,1,0,3,12,0,,,,1,0,0,0,1,3,0,1,,,,,,,162,0,8,170,287
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1020,1,3,203,12,17,80,13,1,48,5,2,106,0,0,0,0,0,3,1,0,1,,,,,,,495,0,12,507,695
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1021,1,10,196,10,18,85,13,8,28,6,2,125,0,1,1,0,0,0,0,0,0,,,,,,,503,0,23,526,706
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1022,1,3,150,16,35,46,6,5,29,4,0,129,2,0,0,0,0,0,0,0,0,,,,,,,425,0,20,445,714
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1023,1,7,210,18,13,65,9,0,29,1,2,32,1,0,0,0,0,1,0,0,0,,,,,,,388,0,7,395,556
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1024,2,16,289,98,23,73,4,5,21,3,16,23,1,2,0,0,1,0,0,0,1,,,,,,,576,0,23,599,889
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1025,2,3,191,7,26,60,9,7,18,2,0,327,8,1,0,0,0,0,1,0,0,,,,,,,660,0,35,695,911
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1026,2,9,194,9,16,92,12,2,21,2,1,277,1,1,0,0,0,0,1,0,0,,,,,,,638,0,37,675,889
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1027,1,0,70,9,9,34,0,3,14,0,2,16,0,0,0,0,0,0,0,1,0,,,,,,,158,0,12,170,262
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1028,2,7,250,12,27,144,16,4,36,5,4,93,0,1,0,1,0,2,0,0,0,,,,,,,602,0,28,630,940
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1029,1,5,137,19,61,25,6,6,63,3,2,70,1,0,0,0,0,3,6,0,0,,,,,,,407,0,15,422,584
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1030,2,22,446,30,108,177,9,10,65,5,9,59,5,2,2,0,0,4,1,0,0,,,,,,,954,0,41,995,1347
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1031,2,5,428,13,19,84,1,4,67,1,0,20,0,0,2,0,0,3,1,0,1,,,,,,,649,2,20,671,875
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1032,1,4,311,3,42,48,3,30,21,1,1,21,0,1,0,0,0,2,0,0,0,,,,,,,488,1,13,502,612
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1033,2,16,324,11,82,25,4,3,63,11,6,33,2,0,0,0,0,1,4,1,1,,,,,,,587,0,29,616,830
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1034,1,1,180,5,21,19,1,3,24,0,3,4,0,0,0,0,0,1,0,0,0,,,,,,,262,0,13,275,356
1,32,ZACATECAS,9,LORETO,35,NORIA DE ANGELES,1035,1,4,29,6,27,29,1,6,9,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,114,0,4,118,156
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1036,3,179,334,15,323,102,8,16,52,1,9,1,6,1,1,1,1,14,11,3,0,,,,,,,1078,0,26,1104,1827
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1037,2,176,188,3,119,97,5,10,34,4,3,1,5,0,4,0,0,8,1,0,0,,,,,,,658,0,15,673,1030
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1038,2,162,257,8,73,102,3,21,47,5,1,0,1,3,1,1,0,4,0,1,0,,,,,,,690,0,15,705,1035
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1039,2,74,122,10,47,52,2,8,31,1,8,1,6,0,0,0,0,1,2,0,0,,,,,,,365,0,11,376,449
1,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1040,1,74,130,5,36,61,0,7,16,2,1,0,7,1,1,0,0,0,0,1,0,,,,,,,342,0,7,349,483
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1041,3,265,314,34,249,153,10,29,60,10,17,1,8,5,4,1,2,10,8,1,1,,,,,,,1182,0,26,1208,2060
1,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1042,2,166,211,11,178,90,6,13,33,0,7,1,7,1,3,0,0,10,4,0,0,,,,,,,741,0,23,764,1208
1,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1043,2,182,213,13,130,147,5,18,35,2,10,2,5,0,0,0,0,3,6,0,0,,,,,,,771,0,26,797,1231
1,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1044,1,95,133,12,51,80,2,16,26,3,0,1,17,3,0,0,0,1,0,0,0,,,,,,,440,0,8,448,676
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1045,1,80,126,2,43,65,2,41,23,1,0,2,3,1,1,0,1,0,0,0,0,,,,,,,391,0,11,402,739
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1046,2,93,112,10,93,90,4,18,36,1,2,2,2,1,1,0,0,6,5,0,0,,,,,,,476,0,12,488,789
1,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1047,3,147,244,8,204,247,7,23,64,4,5,2,6,1,1,2,0,4,1,0,0,,,,,,,970,0,18,988,1631
1,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1048,2,75,153,4,65,96,2,14,38,1,0,2,1,0,1,0,0,1,1,0,0,,,,,,,454,0,10,464,771
1,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1049,2,81,178,9,80,110,2,11,38,5,6,2,7,0,0,3,0,1,2,0,0,,,,,,,535,1,17,553,970
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1050,1,21,83,1,58,93,0,3,26,10,3,0,0,0,0,0,0,0,3,0,0,,,,,,,301,0,10,311,454
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1051,2,105,278,7,114,24,6,7,47,3,7,0,1,7,2,1,0,0,1,0,0,,,,,,,610,0,19,629,1093
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1052,1,18,58,1,72,38,1,3,33,0,6,0,0,0,0,0,2,4,4,0,0,,,,,,,240,0,9,249,445
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1053,1,25,49,2,62,23,0,5,13,0,1,0,0,0,0,1,0,1,3,1,1,,,,,,,187,0,6,193,300
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1054,1,18,99,6,238,38,0,6,16,2,0,1,2,0,0,0,0,5,4,0,1,,,,,,,436,0,8,444,701
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1055,1,20,93,1,45,26,0,4,8,0,0,1,0,1,0,0,0,2,0,1,2,,,,,,,204,0,9,213,370
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1056,2,18,139,7,127,69,3,36,24,3,4,0,3,1,0,0,0,0,3,0,0,,,,,,,437,0,21,458,907
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1057,2,58,241,19,107,113,7,13,39,0,3,0,0,0,0,1,0,0,1,0,0,,,,,,,602,0,26,628,1125
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1058,2,74,96,5,131,53,1,4,20,3,0,0,3,4,5,0,0,4,9,1,1,,,,,,,414,0,19,433,776
1,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1059,1,71,86,1,84,27,1,4,17,1,1,0,2,3,3,1,0,1,2,0,0,,,,,,,305,0,6,311,517
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1060,1,38,156,5,130,88,2,3,31,2,8,1,4,2,0,0,0,3,6,0,0,,,,,,,479,0,19,498,688
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1061,1,8,14,0,50,15,1,1,8,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,99,0,6,105,149
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1062,1,9,24,5,34,59,1,1,8,0,0,1,0,0,0,0,0,1,1,0,0,,,,,,,144,0,6,150,212
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1063,1,32,27,4,48,71,2,5,21,4,1,0,1,0,0,0,0,4,3,0,0,,,,,,,223,0,13,236,366
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1064,1,50,80,2,78,75,1,6,37,4,2,0,0,0,2,0,0,2,3,0,1,,,,,,,343,0,12,355,632
1,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1065,1,11,12,0,37,59,0,0,15,2,0,0,0,0,1,0,0,0,3,0,1,,,,,,,141,0,7,148,253
1,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1066,2,79,57,3,156,133,3,5,5,2,24,1,5,0,0,0,0,0,1,1,0,,,,,,,475,0,21,496,929
1,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1067,2,37,223,12,174,173,4,9,74,5,7,0,5,1,0,0,0,4,5,0,0,,,,,,,733,0,27,760,1208
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1068,1,15,73,3,68,17,0,5,16,0,0,0,5,0,0,0,0,0,6,1,1,,,,,,,210,0,12,222,408
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1069,1,24,87,7,69,32,4,1,27,1,1,0,0,0,0,0,0,2,2,0,0,,,,,,,257,10,17,284,481
1,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1070,1,11,78,2,72,49,1,1,24,0,0,0,5,0,0,0,0,4,3,0,0,,,,,,,250,0,5,255,428
1,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1071,1,16,24,2,104,19,1,2,12,0,0,0,0,0,0,0,0,4,4,0,0,,,,,,,188,0,6,194,291
