CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,832,B,116,52,30,44,4,8,73,9,14,4,5,0,0,4,359,9,372,720,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0461-G0462.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,786,C01,125,56,6,3,0,1,10,3,14,1,1,0,0,0,220,4,224,383,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3539-G3540.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,833,B,68,41,22,62,8,3,46,14,5,2,7,0,0,0,278,15,293,645,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0463-G0464.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,807,B,176,57,11,1,0,1,32,1,25,0,1,0,0,0,305,11,316,482,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3541-G3542.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,149,B,83,40,15,56,4,2,60,14,10,0,1,0,0,1,285,6,292,673,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1789-G1790.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,807,C01,157,71,12,2,1,1,16,0,22,1,1,1,0,0,285,6,291,481,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3543-G3544.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,74,B,86,56,20,64,5,4,40,9,14,1,10,0,0,0,309,12,321,528,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1375-G1376.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,598,B,58,55,13,58,4,4,22,10,8,1,4,0,1,0,238,3,241,396,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1625-G1626.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,681,C01,112,73,37,3,5,4,65,15,10,1,6,0,0,1,331,8,340,732,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2443-G2444.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,834,B,55,70,22,57,5,1,69,7,5,3,6,0,0,1,300,10,311,592,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0465-G0466.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,808,B,245,87,17,2,5,3,31,5,22,0,2,0,0,0,419,12,431,661,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3545-G3546.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,149,C01,84,49,15,38,2,7,52,18,7,2,4,0,0,0,278,11,289,673,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1791-G1792.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,179,C06,108,87,34,64,7,5,72,10,22,7,1,0,0,0,417,28,445,720,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0105-G0106.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,403,E02,29,68,50,3,40,17,47,6,6,0,2,0,0,0,268,16,284,390,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3183-G3184.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,835,B,58,46,10,55,5,3,35,22,7,2,3,0,0,1,246,9,256,480,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0467-G0468.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,781,B,262,75,22,1,3,12,38,7,31,1,1,0,0,0,453,10,463,732,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3725-G3726.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,74,C01,65,46,24,66,6,2,39,7,18,1,8,0,0,0,282,11,293,528,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1377-G1378.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,809,B,239,83,18,5,7,6,32,1,28,2,4,0,0,2,425,7,434,740,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3547-G3548.JPG
1,23,QUINTANA ROO,9,TULUM,9,TULUM,211,E01,38,74,92,4,4,6,0,0,43,0,2,0,0,0,263,11,274,310,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2031-G2032.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,179,C07,108,87,34,64,7,5,72,10,22,7,0,0,0,1,416,11,428,719,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0107-G0108.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,403,E03,11,48,76,2,6,16,9,0,7,7,5,1,0,0,188,13,201,304,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3185-G3186.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,836,B,102,44,20,46,3,4,55,18,7,1,4,0,0,0,304,3,307,624,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0469-G0470.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,782,B,216,83,19,5,0,0,28,3,19,1,1,0,0,0,375,2,377,611,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3727-G3728.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,598,C01,49,43,9,63,4,5,28,8,7,1,4,0,0,0,221,2,223,396,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1627-G1628.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,810,B,141,43,9,0,2,1,11,3,24,1,0,0,0,0,235,3,238,329,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3549-G3550.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,74,C02,73,62,25,72,0,3,45,9,10,2,8,0,0,0,309,11,320,528,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1379-G1380.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,149,C02,81,43,24,34,4,3,46,11,15,3,4,0,0,0,268,6,274,673,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1793-G1794.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,600,B,15,25,7,33,3,0,12,2,2,0,3,0,0,0,102,2,104,238,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1629-G1630.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,681,C02,113,73,31,1,2,5,58,9,20,3,2,0,0,1,317,4,322,732,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2445-G2446.JPG
1,23,QUINTANA ROO,9,TULUM,9,TULUM,211,E02,3,72,111,2,7,1,3,0,11,0,2,0,0,0,212,3,215,238,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2033-G2034.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,837,B,40,65,25,49,8,0,41,9,3,1,2,0,0,0,243,3,246,406,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0471-G0472.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,404,B,58,99,104,4,23,5,4,0,11,3,1,2,0,0,314,12,326,490,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3187-G3188.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,75,B,65,57,9,101,6,2,39,5,4,5,15,0,0,0,308,11,319,544,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1381-G1382.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,195,C07,249,128,6,10,4,3,18,4,19,1,1,0,0,0,443,9,452,717,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2751-G2752.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,603,B,20,15,10,26,1,0,17,8,3,6,0,0,0,0,106,2,108,319,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1631-G1632.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,404,C01,55,98,111,4,19,8,11,0,4,2,2,1,0,0,315,18,333,489,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3189-G3190.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,837,C01,41,48,18,42,5,3,44,9,2,2,5,0,0,0,219,9,228,406,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0473-G0474.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,681,C03,111,77,31,5,4,10,68,6,13,1,3,1,0,0,330,6,336,732,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2447-G2448.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,179,C08,140,72,33,84,9,4,62,5,20,2,6,0,0,0,437,11,448,719,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0109-G0110.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,838,B,42,49,18,35,9,2,37,7,0,0,0,0,0,0,199,8,207,375,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0475-G0476.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,405,B,131,109,61,9,24,24,56,2,26,3,0,0,0,0,445,13,458,734,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3191-G3192.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,179,C09,95,77,25,72,4,3,63,8,14,3,6,0,0,0,370,13,383,719,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0111-G0112.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,681,C04,136,77,31,0,1,5,70,14,16,2,2,0,0,0,354,15,369,732,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2449-G2450.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,783,B,220,68,0,0,1,2,27,4,0,0,0,0,0,0,322,4,326,471,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3729-G3730.JPG
1,23,QUINTANA ROO,9,TULUM,9,TULUM,211,E03,11,127,63,9,1,0,3,0,18,0,2,0,0,0,234,6,240,262,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2035-G2036.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,605,B,64,36,11,13,2,4,50,24,8,3,4,0,0,0,219,10,229,521,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1637-G1638.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,195,C08,254,143,12,9,2,4,16,4,18,1,0,0,0,0,463,6,469,717,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2753-G2754.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,839,B,30,37,10,59,8,2,18,12,2,2,5,0,0,0,185,6,191,487,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0477-G0478.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,179,C10,127,78,18,62,1,3,80,8,16,0,7,0,2,1,402,6,409,719,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0113-G0114.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,75,C01,65,45,14,84,2,4,44,9,7,5,22,0,1,0,302,7,309,543,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1383-G1384.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,783,C01,152,78,6,2,0,1,22,4,37,3,0,0,0,0,305,3,308,470,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3731-G3732.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,839,C01,32,44,19,35,45,3,34,4,6,3,3,0,0,0,228,4,232,487,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0479-G0480.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,682,B,77,128,38,7,2,1,37,3,11,1,3,0,0,0,308,12,320,662,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2451-G2452.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,493,B,40,49,16,126,5,3,43,26,8,2,5,0,2,5,325,14,344,660,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0571-G0572.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,157,B,72,47,11,65,4,1,61,0,4,0,7,0,0,1,272,12,285,629,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1799-G1800.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,606,B,99,61,23,30,12,5,54,15,6,0,6,0,0,1,311,19,331,654,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1639-G1640.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,405,C01,122,107,49,8,38,21,48,5,24,5,0,2,1,0,430,21,451,734,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3193-G3194.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,784,B,219,80,20,1,3,3,27,7,30,0,2,0,0,0,392,4,396,680,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3733-G3734.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,334,S01,383,119,55,9,6,2,59,3,62,8,6,1,0,0,713,10,723,0,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3829-G3830.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,195,C09,249,140,18,11,3,4,20,3,25,2,2,0,0,0,477,7,484,717,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2755-G2756.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,179,C11,132,81,28,72,8,3,59,12,26,2,4,0,0,2,427,11,440,719,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0115-G0116.JPG
1,23,QUINTANA ROO,9,TULUM,9,TULUM,214,B,73,49,18,1,0,3,16,1,11,3,2,1,0,0,178,11,189,350,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2037-G2038.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,405,C02,89,121,52,6,39,37,36,1,13,7,0,0,0,1,401,11,413,734,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3195-G3196.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,334,S02,321,101,31,2,5,2,53,10,67,3,6,0,0,2,601,12,615,0,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3831-G3832.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,840,B,46,71,18,87,7,1,56,26,4,5,7,0,0,0,328,5,333,587,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0481-G0482.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,101,B,82,60,29,71,3,4,46,13,9,6,22,0,1,0,346,15,361,732,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1385-G1386.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,252,B,124,156,2,3,0,1,10,2,13,4,2,0,0,0,317,3,320,483,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0117-G0118.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,841,B,93,71,24,36,6,3,60,18,11,2,2,0,0,1,326,15,342,727,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0483-G0484.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,157,C01,77,48,23,61,4,5,55,19,7,1,7,0,0,1,307,11,319,629,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1801-G1802.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,787,B,151,58,14,2,4,6,24,1,20,0,1,1,0,0,282,14,296,444,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3735-G3736.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,842,B,56,27,17,62,4,3,31,11,2,0,5,0,0,0,218,7,225,425,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0485-G0486.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,252,C01,115,122,4,9,5,4,16,4,9,1,0,1,0,0,290,8,298,482,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0119-G0120.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,842,C01,51,45,13,44,5,2,41,10,7,4,9,0,0,0,231,4,235,424,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0487-G0488.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,405,C03,102,113,65,4,32,20,39,8,21,3,0,1,0,0,408,14,422,733,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3197-G3198.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,195,C10,232,149,6,8,2,3,17,4,18,5,0,0,0,1,444,9,454,717,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2757-G2758.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,7,C01,65,55,32,32,1,1,35,6,4,1,8,0,0,0,240,8,248,535,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0799-G0800.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,607,B,88,61,19,73,9,2,52,22,8,1,4,0,0,0,339,10,349,646,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1641-G1642.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,787,C01,162,57,13,0,3,5,14,0,18,2,2,0,0,0,276,4,280,443,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3737-G3738.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,733,B,69,58,33,6,2,2,56,11,16,0,2,2,0,0,257,6,263,543,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2039-G2040.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,158,B,87,45,12,71,6,5,37,22,9,3,9,0,0,0,306,0,306,583,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1803-G1804.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,843,B,42,56,22,68,3,3,52,13,8,0,2,0,0,0,269,3,272,513,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0489-G0490.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,406,B,91,84,52,4,22,21,32,1,19,5,0,1,1,0,333,10,343,505,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3199-G3200.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,253,B,117,98,6,6,0,0,21,2,10,1,1,0,0,0,262,1,263,414,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0121-G0122.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,788,B,178,91,17,1,5,0,20,1,27,3,3,0,0,1,346,5,352,582,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3739-G3740.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,102,B,117,52,23,26,6,2,39,9,7,2,2,0,0,0,285,9,294,597,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1387-G1388.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,195,C11,241,125,13,11,0,0,22,7,18,1,3,0,0,1,441,4,446,717,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2759-G2760.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,844,B,79,79,23,71,5,4,57,11,7,0,7,0,0,0,343,14,357,607,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0491-G0492.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,789,B,232,78,13,0,5,0,37,2,22,2,4,1,0,0,396,14,410,666,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3741-G3742.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,407,B,110,138,58,9,24,32,62,4,8,6,2,0,0,0,453,19,472,742,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3203-G3204.JPG
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,7,C02,66,60,26,35,2,4,27,14,9,0,10,0,0,0,253,13,266,535,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0801-G0802.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,845,B,61,61,17,81,10,2,61,22,9,6,6,0,0,0,336,14,350,650,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0493-G0494.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,790,B,157,46,16,1,1,2,11,1,30,0,0,0,0,0,265,5,270,422,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3743-G3744.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,158,C01,67,63,12,84,2,3,41,26,8,0,5,0,0,0,311,13,324,583,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1805-G1806.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,253,C01,102,89,8,8,1,7,15,1,14,1,7,0,0,0,253,0,253,413,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0123-G0124.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,407,C01,115,137,61,5,29,34,68,4,29,11,2,3,0,0,498,19,517,742,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3205-G3206.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,102,C01,107,46,27,18,1,4,46,11,8,1,7,0,0,0,276,11,287,597,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1389-G1390.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,159,B,86,74,12,90,5,4,40,16,10,0,0,0,0,0,337,12,349,651,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1807-G1808.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,195,C12,259,157,9,4,0,4,10,2,25,0,5,0,0,0,475,6,481,717,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2761-G2762.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,846,B,17,33,9,55,2,3,18,39,2,0,1,1,1,1,181,5,187,482,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0495-G0496.JPG
