CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,62,B,72,42,25,34,5,4,55,11,8,13,0,0,0,0,269,7,276,506,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1047-G1048.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,16,C06,82,63,22,45,4,5,52,21,11,0,3,0,0,0,308,8,316,682,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1295-G1296.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,62,C01,55,48,22,40,2,3,41,20,6,1,7,1,1,0,247,8,255,506,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1049-G1050.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,185,C02,217,179,14,8,2,1,17,4,21,0,6,0,0,1,469,7,477,744,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2685-G2686.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,63,B,51,45,8,37,3,1,31,13,7,3,6,0,0,0,205,7,212,411,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1051-G1052.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,89,B,74,36,12,87,1,1,31,12,11,0,12,0,0,0,277,9,286,572,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0013-G0014.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,302,B,149,55,4,2,2,1,17,2,24,0,4,0,0,0,260,5,265,392,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3561-G3562.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,317,B,199,61,17,2,1,5,35,1,38,1,2,0,0,0,362,2,364,534,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3355-G3356.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,63,C01,48,31,10,45,4,2,22,7,5,0,0,1,0,0,175,8,183,410,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1053-G1054.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,226,B,84,184,52,7,1,8,31,4,47,13,0,0,0,0,431,11,442,641,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2909-G2910.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,16,C07,91,52,39,31,4,5,78,15,13,0,6,0,1,1,335,11,347,682,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1297-G1298.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,64,B,54,42,17,53,5,9,33,8,14,0,8,0,0,0,243,6,249,465,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1055-G1056.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,317,C01,195,63,10,0,0,3,36,4,47,2,1,0,0,0,361,1,362,533,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3357-G3358.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,64,C01,38,45,15,43,2,0,42,10,6,0,10,0,0,0,211,9,220,464,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1057-G1058.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,186,B,167,127,2,4,3,2,10,4,19,1,5,0,0,0,344,7,351,485,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2687-G2688.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,302,C01,158,37,7,0,0,2,14,3,15,2,1,0,0,0,239,8,247,391,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3563-G3564.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,152,C01,67,40,21,28,5,2,49,20,10,4,2,0,1,0,249,4,253,505,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1519-G1520.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,13,B,72,99,44,41,15,5,63,26,11,0,6,0,0,0,382,14,396,714,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0255-G0256.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,65,B,33,36,24,42,4,1,27,23,10,1,6,1,1,1,209,7,217,546,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1059-G1060.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,317,C02,197,72,16,3,2,4,36,2,36,0,2,1,0,0,371,4,375,533,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3359-G3360.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,90,B,77,42,22,62,4,0,48,9,10,0,6,0,0,0,280,8,288,596,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0015-G0016.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,302,E01,193,61,15,3,1,1,16,2,18,1,5,0,0,0,316,3,319,443,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3565-G3566.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,16,C08,83,40,24,30,14,2,56,23,19,5,4,0,0,1,300,12,313,682,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1299-G1300.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,65,C01,47,35,15,54,3,1,29,21,12,1,7,0,1,6,226,10,242,546,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1061-G1062.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,318,B,186,81,15,3,4,4,39,2,33,2,4,0,0,0,373,7,380,556,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3361-G3362.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,226,C02,76,198,85,3,0,4,34,4,34,4,6,0,0,0,448,9,457,640,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2913-G2914.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,153,B,78,74,37,64,7,3,74,14,22,5,16,0,0,0,394,14,408,723,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1523-G1524.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,186,C01,159,131,5,8,1,4,7,2,18,3,8,0,0,0,346,10,356,485,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2689-G2690.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,668,C01,55,47,47,27,1,2,43,10,7,1,1,0,1,0,242,0,242,434,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2387-G2388.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,491,B,74,55,21,35,6,0,1,51,21,9,1,0,0,0,274,13,287,740,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0531-G0532.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,66,B,54,50,27,77,3,7,43,17,11,7,4,0,0,0,300,14,314,737,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1063-G1064.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,302,E01C01,184,55,14,4,0,4,15,5,21,1,1,0,0,0,304,5,309,443,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3567-G3568.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,491,C01,71,28,15,41,5,1,64,16,6,2,4,0,0,1,253,5,259,740,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0533-G0534.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,491,C02,84,47,22,47,2,5,46,37,2,0,4,0,0,1,296,9,306,740,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0535-G0536.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,153,C01,85,77,33,51,11,4,46,18,13,4,8,0,0,1,350,15,366,722,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1525-G1526.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,67,B,28,32,11,29,0,1,19,3,4,0,3,0,0,0,130,6,136,380,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1065-G1066.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,187,B,216,130,7,7,1,3,9,2,18,3,6,0,0,1,402,7,410,589,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2691-G2692.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,13,C01,58,92,25,46,12,0,53,27,6,9,0,0,0,1,328,11,340,714,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0257-G0258.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,669,B,55,70,40,2,3,2,48,3,13,6,3,0,0,0,245,6,251,541,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2389-G2390.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,308,B,243,56,14,4,0,1,19,2,17,3,0,0,0,0,359,6,365,578,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3569-G3570.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,228,B,71,247,74,1,4,3,48,9,25,4,0,0,0,0,486,15,501,704,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2921-G2922.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,318,C01,196,100,10,3,1,1,36,3,21,1,2,0,0,0,374,9,383,556,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3363-G3364.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,491,C03,74,51,23,44,4,5,59,16,3,1,4,0,0,0,284,7,291,740,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0537-G0538.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,16,C09,94,63,23,21,3,2,64,22,8,0,5,1,0,0,306,11,317,682,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1301-G1302.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,13,C02,71,97,35,51,12,3,66,23,10,0,9,0,0,1,377,18,396,713,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0259-G0260.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,491,C04,54,55,21,31,3,3,45,19,3,1,8,0,0,0,243,13,256,740,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0539-G0540.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,206,C03,59,69,26,6,1,0,33,3,14,2,0,0,0,0,213,6,219,710,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1983-G1984.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,155,C01,64,57,25,47,2,3,30,27,9,4,12,0,1,0,281,16,297,610,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1529-G1530.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,491,C05,73,42,22,36,3,3,62,24,9,1,4,0,0,1,279,5,285,740,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0541-G0542.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,319,B,236,84,13,0,1,1,26,4,40,6,0,0,0,0,411,4,415,591,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3365-G3366.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,308,C01,203,66,12,2,1,2,28,2,31,1,3,0,0,0,351,8,359,577,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3571-G3572.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,491,C07,63,30,28,35,4,5,54,17,7,3,4,0,0,0,250,7,257,739,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0545-G0546.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,669,C01,58,60,44,4,1,4,48,8,14,6,2,0,0,0,249,2,251,541,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2391-G2392.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,67,C01,28,23,9,33,1,0,18,14,3,2,2,0,0,0,133,10,143,379,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1067-G1068.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,234,B,44,159,74,8,3,1,7,5,15,2,6,1,0,0,325,8,333,456,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2953-G2954.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,491,C08,59,45,19,30,3,2,57,18,5,0,2,0,0,0,240,9,249,739,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0547-G0548.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,319,C01,227,88,15,1,2,2,27,3,28,2,1,0,0,0,396,7,403,591,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3367-G3368.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,187,C01,219,101,4,9,0,3,13,2,25,7,2,0,0,0,385,5,390,589,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2693-G2694.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,90,C01,75,50,11,75,5,2,45,10,9,1,3,0,0,0,286,11,297,596,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0017-G0018.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,309,B,235,76,23,5,3,1,29,6,28,1,0,0,0,0,407,6,413,720,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3573-G3574.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,68,B,25,31,14,37,2,4,27,6,6,3,4,0,0,0,159,10,169,468,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1069-G1070.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,C01,111,59,20,34,8,4,41,17,19,1,7,0,0,1,321,14,336,691,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1533-G1534.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,16,C10,97,51,29,34,1,6,58,15,12,7,4,0,0,1,314,6,321,682,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1303-G1304.JPG
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,491,C09,59,57,19,40,2,2,52,28,10,0,8,0,0,0,277,5,282,739,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0549-G0550.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,68,C01,37,43,5,39,3,5,24,7,8,2,3,0,0,0,176,0,176,468,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1071-G1072.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,B,122,61,20,25,6,0,53,17,11,0,1,1,0,0,317,12,329,692,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1531-G1532.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,14,B,75,77,23,29,5,6,63,21,10,3,4,0,0,1,316,14,331,719,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0261-G0262.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,320,B,221,86,13,0,1,2,20,4,32,3,3,0,0,1,385,5,391,560,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3369-G3370.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,91,B,61,54,18,60,5,3,58,10,14,3,8,0,0,2,294,11,307,637,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0019-G0020.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,69,B,49,38,18,60,2,2,34,17,6,3,3,0,1,0,233,15,248,578,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1073-G1074.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,234,C01,39,162,75,1,2,2,1,7,15,1,0,0,0,0,305,13,318,455,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2955-G2956.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,156,C01,78,40,21,68,3,2,56,14,13,2,6,0,0,2,303,15,320,681,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1797-G1798.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,309,C01,267,90,14,7,3,7,31,7,28,2,2,0,0,0,458,11,469,719,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3575-G3576.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,14,C01,85,54,27,33,12,1,64,27,13,4,6,1,0,0,327,7,334,719,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0263-G0264.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,76,B,125,54,25,29,6,2,55,14,12,2,1,0,1,1,326,15,342,622,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1075-G1076.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,320,C01,220,84,11,1,0,4,20,1,37,2,2,0,0,0,382,6,388,559,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3371-G3372.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,670,B,76,78,36,9,2,1,75,9,14,3,2,0,0,0,305,2,307,578,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2393-G2394.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,76,C01,112,55,13,51,8,1,50,10,10,1,8,0,0,0,319,14,333,622,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1077-G1078.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,14,C02,73,45,27,21,7,3,85,11,10,0,4,0,0,1,286,18,305,719,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0265-G0266.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,310,B,169,75,8,2,4,4,34,5,18,2,3,0,0,0,324,11,335,577,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3577-G3578.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,321,B,141,55,10,1,2,0,12,4,14,3,3,0,0,0,245,5,250,389,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3373-G3374.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,76,C02,123,65,15,40,4,3,50,14,10,1,5,0,0,1,330,8,339,622,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1079-G1080.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,77,B,86,31,9,14,2,0,46,9,14,0,3,0,0,0,214,4,218,489,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1081-G1082.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,321,C01,148,57,4,1,3,4,20,4,15,2,0,0,0,0,258,6,264,388,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3375-G3376.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,C02,101,59,14,30,11,8,55,21,12,1,5,0,0,2,317,12,331,691,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1535-G1536.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,14,C03,69,61,26,22,5,4,70,24,8,1,4,0,0,0,294,14,308,718,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0267-G0268.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,310,C01,215,84,5,4,0,1,26,3,14,0,0,0,0,0,352,7,359,577,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3579-G3580.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,77,C01,83,25,8,20,5,1,45,7,10,0,4,0,0,0,208,7,215,488,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1083-G1084.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,78,B,60,47,15,64,3,5,40,13,8,2,6,0,0,0,263,4,267,557,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1085-G1086.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,91,C01,77,51,22,66,4,1,40,15,12,0,6,0,0,1,294,13,308,637,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0021-G0022.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,14,C04,81,58,21,20,8,3,62,21,10,0,5,0,0,2,289,8,299,718,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0269-G0270.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,206,C04,66,65,25,9,3,2,50,5,8,0,0,1,0,0,234,7,241,710,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1985-G1986.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,238,B,53,77,114,4,1,6,13,19,21,0,2,0,0,0,310,21,331,449,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2971-G2972.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,78,C01,70,35,12,85,4,4,45,12,6,0,7,0,0,0,280,11,291,556,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1087-G1088.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,322,B,225,88,21,0,6,6,37,5,33,2,0,0,0,0,423,6,429,691,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3377-G3378.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,311,B,196,68,9,2,2,1,20,1,22,7,3,1,0,1,332,8,341,563,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3581-G3582.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,79,C01,52,32,23,35,1,2,42,14,13,5,0,0,0,0,219,15,234,554,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1091-G1092.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,C03,101,58,20,26,6,10,43,23,5,2,4,0,0,2,298,7,307,691,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1537-G1538.JPG
