CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,MORENA,ES,PRD_PAN,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,15,PINOS,39,PINOS,1162,B,1,93,6,25,0,0,56,21,0,0,1,0,0,0,0,0,203,4,207,274,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1495,C01,38,64,3,0,19,7,60,6,2,2,2,0,0,5,2,0,210,5,215,391,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,551,C01,11,122,35,8,5,1,84,25,4,0,2,0,0,2,12,0,311,12,323,605,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,346,B,12,43,12,11,8,0,29,13,1,0,0,1,0,1,0,0,131,8,139,283,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,12,GENERAL ENRIQUE ESTRADA,381,B,44,52,23,3,2,1,18,78,15,0,0,0,0,0,2,0,238,19,257,422,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,981,B,16,28,1,27,3,0,4,3,1,0,1,0,0,0,1,0,85,2,87,129,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1164,B,0,187,22,15,10,6,119,10,0,1,3,0,0,0,3,0,376,17,393,535,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,E01,20,89,17,5,10,5,144,25,2,1,1,0,0,10,12,0,341,10,351,673,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,502,B,18,120,19,12,3,4,80,13,0,0,3,0,0,5,11,0,288,5,293,462,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,345,B,5,47,8,2,1,3,34,20,0,0,0,1,0,0,3,0,124,4,128,214,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,12,GENERAL ENRIQUE ESTRADA,382,B,28,66,18,3,16,5,32,84,6,0,2,0,0,2,1,0,263,8,271,383,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,E01C02,21,92,15,11,5,5,160,29,3,3,1,0,1,6,8,0,360,9,369,673,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,982,C01,52,75,5,69,7,2,44,15,0,2,4,0,1,1,0,0,277,15,292,488,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,503,B,25,147,35,27,7,3,106,26,3,1,1,0,0,7,9,0,397,10,407,743,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,344,B,17,60,9,8,4,5,117,22,3,0,0,0,0,2,4,0,251,4,255,518,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1682,B,12,20,107,26,8,50,27,10,8,0,1,2,0,2,2,0,275,15,290,509,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,983,B,52,134,7,101,4,3,69,23,2,2,6,1,0,2,2,0,408,20,428,660,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,E01C03,16,106,30,7,9,2,143,31,1,1,1,0,0,5,9,1,361,5,367,673,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1814,B,21,55,4,0,1,0,45,4,2,0,0,0,0,2,2,0,136,3,139,214,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,984,B,14,43,4,13,3,0,3,13,0,0,2,0,0,0,0,0,95,4,99,139,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1166,B,4,78,4,3,5,1,23,1,0,0,0,0,0,1,0,0,120,9,129,188,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,210,C01,29,72,17,10,3,2,170,34,5,0,1,0,0,9,8,0,360,6,366,650,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1675,C01,13,47,87,14,12,19,135,38,4,2,3,1,1,0,2,0,378,10,388,528,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,E01C04,13,85,24,6,8,3,135,34,2,1,2,0,0,7,17,0,337,9,346,672,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,40,RIO GRANDE,1231,B,11,186,18,20,5,4,34,21,4,0,1,0,0,1,1,0,306,15,321,563,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1880,B,43,152,29,5,25,3,130,9,15,0,0,0,0,3,1,0,415,13,428,616,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,135,C02,31,82,17,8,5,3,87,56,3,1,2,0,0,1,8,0,304,12,316,643,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1293,C01,77,45,15,21,4,1,69,16,5,1,1,0,0,2,2,0,259,4,263,394,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1727,B,20,68,82,0,2,36,15,3,10,7,0,2,0,0,0,0,245,8,253,407,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1167,B,0,47,0,1,5,1,58,1,0,0,0,0,0,1,1,0,115,0,115,157,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,505,B,38,108,49,6,5,2,98,15,2,0,1,1,0,9,7,0,341,7,348,525,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1293,B,69,39,15,8,1,4,65,31,7,0,0,1,0,1,3,1,244,9,254,394,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,472,C01,21,71,28,7,12,2,107,30,1,2,5,0,0,8,8,0,302,10,312,654,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1881,B,15,78,7,1,1,0,45,1,9,1,0,0,0,0,1,1,159,4,164,226,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,29,MIGUEL AUZA,904,B,22,91,14,9,2,3,166,19,1,0,0,0,0,0,0,0,327,10,337,453,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1297,C01,38,40,18,15,3,5,63,41,10,1,0,0,0,0,0,0,234,3,237,404,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,151,C01,31,80,12,6,8,4,113,13,2,1,0,0,0,7,6,1,283,9,293,508,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1169,B,7,146,24,8,9,2,254,14,0,0,0,0,0,3,1,0,468,13,481,729,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1869,E01C05,19,97,23,9,3,1,131,36,0,0,0,2,0,3,10,0,334,7,341,672,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1171,B,5,123,7,9,8,2,62,7,0,0,2,0,0,1,0,0,226,8,234,384,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1882,B,10,64,4,2,5,1,22,6,2,0,1,1,0,1,2,0,121,2,123,169,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,507,C02,22,93,28,6,9,2,83,35,3,2,2,0,1,5,9,1,300,15,316,668,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1292,B,53,57,16,16,3,7,37,30,10,2,0,0,0,0,3,0,234,12,246,426,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,549,E01,8,44,11,5,4,1,24,11,0,0,0,0,0,0,1,0,109,2,111,162,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,212,C01,37,97,13,6,5,4,110,57,0,0,0,0,0,4,9,0,342,11,353,734,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,E01C01,43,127,39,5,1,4,213,16,2,0,0,0,0,9,9,0,468,4,472,721,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,997,B,22,69,13,39,5,2,55,21,0,0,0,0,0,1,3,0,230,3,233,419,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,622,B,71,104,15,3,2,3,54,11,1,2,0,0,0,6,4,0,276,9,285,493,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,E01C02,42,104,25,3,5,3,180,13,4,1,1,0,0,7,10,1,398,9,408,721,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,623,B,42,111,13,1,6,5,50,12,3,0,0,0,1,2,4,0,250,5,255,420,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,506,B,17,101,17,7,4,3,67,23,2,0,3,0,0,4,3,0,251,4,255,500,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1879,B,46,117,25,5,7,6,23,8,27,0,1,0,0,0,3,0,268,8,276,418,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1499,B,47,89,3,2,12,1,105,12,1,3,0,1,0,13,2,0,291,8,299,484,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,470,C01,17,118,21,21,9,4,117,21,7,0,1,0,0,11,8,0,355,8,363,725,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,993,E01,8,12,5,12,1,0,9,26,0,0,0,0,0,0,0,0,73,1,74,116,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,B,57,118,27,11,5,8,176,11,3,2,0,0,0,10,14,0,442,8,450,708,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1172,B,1,133,15,0,8,0,67,4,0,0,0,0,0,0,2,0,230,13,243,309,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,617,B,87,143,26,13,6,6,105,48,5,2,1,0,0,4,17,0,463,9,472,730,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,C01,60,134,22,7,4,3,160,13,6,0,2,0,0,11,8,0,430,7,437,708,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1297,B,48,43,12,13,4,2,55,38,0,0,0,0,0,0,0,0,215,10,225,405,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,509,C01,11,98,29,16,14,1,94,42,1,0,0,1,0,2,10,0,319,16,335,612,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1174,B,4,111,9,8,4,3,123,5,0,0,1,0,0,2,0,0,270,2,272,437,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,617,C01,90,124,25,11,6,3,107,74,3,2,0,2,0,0,12,0,459,6,465,729,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,C02,55,127,24,11,7,1,169,17,2,1,0,0,0,8,9,2,431,2,435,708,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,5,B,54,38,22,1,3,27,33,2,4,0,0,4,0,0,0,0,188,6,194,335,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,40,RIO GRANDE,1201,B,67,70,22,7,0,6,97,9,6,0,0,0,0,2,1,0,287,0,287,526,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,135,C03,17,74,18,17,6,5,99,29,2,3,0,0,0,2,6,0,278,8,286,643,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,617,C02,74,131,17,10,4,7,96,68,0,1,0,0,0,3,16,0,427,16,443,729,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1681,B,6,20,15,11,12,72,48,17,1,1,1,0,0,4,2,0,210,2,212,307,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,994,B,14,16,1,28,4,1,9,6,0,0,0,0,0,0,0,0,79,4,83,178,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,618,B,82,120,18,13,4,4,63,39,1,0,0,0,0,4,8,0,356,15,371,654,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1877,C01,40,61,28,7,24,2,85,9,13,0,1,0,0,0,1,0,271,9,280,415,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,510,C02,14,90,39,13,4,4,109,28,2,0,1,0,0,7,7,0,318,8,326,666,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1779,B,23,92,24,1,1,3,89,10,1,0,1,0,0,6,3,0,254,7,261,387,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1175,B,1,60,2,4,8,2,98,1,0,0,0,0,0,0,0,0,176,7,183,278,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,486,B,18,64,17,9,4,2,66,17,2,1,0,0,0,1,5,0,206,6,212,424,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,995,B,12,64,5,108,3,2,20,22,1,1,1,0,0,0,1,0,240,8,248,405,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,E01,35,145,22,3,5,0,182,21,1,0,1,1,0,9,12,0,437,8,445,721,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,619,B,72,124,14,4,6,2,67,26,3,0,0,1,0,4,7,0,330,8,338,581,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,522,C01,9,105,52,15,4,1,79,27,1,4,1,3,0,2,2,0,305,13,318,489,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1676,B,15,34,90,10,8,19,115,28,5,1,0,0,0,0,1,0,326,21,347,518,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,996,B,16,59,6,45,1,1,21,28,0,0,3,0,0,0,0,0,180,6,186,313,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,621,B,30,77,3,4,6,4,31,5,2,4,0,0,0,0,4,1,170,5,176,321,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,620,B,26,71,5,1,1,3,34,3,0,0,0,0,0,0,3,0,147,3,150,296,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,56,B,40,132,61,11,1,7,54,73,17,1,0,1,0,14,9,1,421,14,436,691,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,470,S01,28,114,28,16,11,6,222,30,2,0,2,0,0,7,7,0,473,12,485,0,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,998,B,7,43,5,12,1,1,16,9,0,0,0,0,0,1,0,0,95,6,101,145,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,616,B,68,117,19,5,2,22,85,25,1,2,1,0,0,3,9,1,359,8,368,588,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1292,C01,45,48,25,22,1,4,37,37,9,0,0,0,0,4,2,0,234,5,239,425,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,E01C03,37,126,40,6,6,3,188,17,4,0,0,0,0,8,6,0,441,3,444,721,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,483,B,25,131,19,4,5,2,173,16,4,1,1,0,0,10,6,0,397,6,403,603,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,626,B,67,133,13,9,3,8,60,41,0,3,0,0,0,6,14,0,357,7,364,568,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,625,B,45,110,19,3,4,5,53,29,4,3,1,0,0,4,10,0,290,10,300,489,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1000,B,34,36,5,25,4,2,38,17,0,0,7,0,0,0,1,0,169,6,175,359,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,999,B,52,96,17,39,8,4,51,10,4,0,1,0,0,1,1,0,284,9,293,558,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,156,C02,36,118,9,12,5,5,121,44,0,1,4,0,0,3,3,2,361,6,369,645,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1679,B,8,29,6,53,8,21,141,17,5,1,0,0,1,0,3,0,293,7,300,419,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,213,C01,32,79,10,8,8,2,122,57,2,1,3,0,0,7,5,0,336,6,342,707,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,521,C01,10,111,48,21,5,2,86,24,3,0,8,0,0,5,5,0,328,10,338,564,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,627,C01,85,129,16,7,3,6,75,27,1,0,0,0,0,3,8,0,360,4,364,565,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,40,RIO GRANDE,1231,C01,17,199,13,22,6,3,29,29,1,0,0,1,0,1,0,0,321,27,348,563,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1001,B,17,52,2,39,2,0,23,11,1,0,0,0,0,0,0,0,147,6,153,229,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1002,B,42,88,22,65,8,6,40,31,0,0,0,0,0,3,3,0,308,12,320,561,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,158,B,21,49,17,5,3,1,111,16,3,2,0,0,0,3,3,0,234,3,237,391,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,627,B,84,121,15,6,5,3,76,33,1,0,0,1,0,2,13,0,360,6,366,565,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,6,B,80,57,45,2,6,25,118,5,1,1,0,1,1,1,1,0,344,19,363,677,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1870,E01C05,42,116,25,10,3,2,182,12,6,0,0,0,0,5,9,2,412,6,420,720,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,631,B,86,117,13,8,7,4,36,23,7,4,1,1,0,4,7,0,318,16,334,605,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,22,B,50,164,38,33,8,48,75,13,11,0,0,8,1,4,1,0,454,21,475,744,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1004,B,9,22,14,8,3,2,6,6,1,0,1,0,0,0,0,0,72,4,76,148,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1740,B,18,87,49,1,7,46,28,17,6,13,0,4,0,3,1,0,280,15,295,447,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,1003,B,28,85,12,64,9,2,68,28,1,0,2,0,0,1,1,0,301,17,318,457,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1750,B,5,37,48,1,4,11,7,1,2,2,0,1,1,0,1,0,121,2,123,180,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R MURGUIA,417,B,3,49,4,3,1,0,12,2,0,0,0,0,0,1,0,0,75,1,76,126,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1877,B,25,76,32,10,35,1,55,13,0,1,0,0,0,1,4,0,253,11,264,416,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,162,B,33,101,18,10,11,4,192,39,0,1,2,0,0,7,10,0,428,8,436,715,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1497,B,89,111,9,3,28,4,110,7,2,2,4,0,0,7,1,0,377,7,384,658,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,630,B,77,134,31,2,7,6,58,24,2,1,1,0,0,5,5,0,353,13,366,680,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,677,B,37,57,6,12,10,5,7,11,2,2,1,0,0,2,8,0,160,10,170,306,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1752,B,3,30,39,2,4,6,24,3,3,1,0,1,0,0,1,0,117,1,118,165,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,233,B,16,176,14,18,10,5,126,22,0,0,0,0,0,3,1,0,391,15,406,589,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R MURGUIA,418,B,1,31,3,2,3,1,43,2,0,0,0,0,0,0,0,0,86,0,86,167,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R MURGUIA,419,B,3,72,6,7,2,1,41,0,1,0,0,0,0,0,1,0,134,4,138,238,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1758,B,10,40,61,1,7,15,6,3,5,9,0,2,1,0,0,0,160,6,166,256,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R MURGUIA,408,B,2,132,18,3,0,0,97,1,8,0,1,0,0,0,0,0,262,5,267,443,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,551,C03,17,99,26,12,9,1,84,36,3,1,1,0,0,5,8,0,302,14,316,604,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1773,C01,17,127,26,3,3,0,143,16,3,0,1,0,0,8,3,0,350,5,355,543,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R MURGUIA,393,B,0,97,3,32,5,3,130,18,1,0,0,0,0,1,3,0,293,10,303,481,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R MURGUIA,420,B,2,26,3,23,3,0,23,3,0,0,0,0,0,0,0,0,83,1,84,147,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,628,C01,79,140,17,13,8,3,61,43,5,1,0,0,0,7,16,0,393,14,407,665,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,486,C01,13,67,22,12,4,5,71,12,0,0,2,0,0,2,2,0,212,4,216,423,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R MURGUIA,421,B,3,100,1,14,3,0,68,14,0,0,0,0,0,1,0,0,204,3,207,278,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R MURGUIA,408,E01,1,99,11,2,4,0,59,4,0,0,2,1,0,0,0,0,183,2,185,282,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1306,B,116,62,30,10,7,8,33,63,19,0,4,0,0,7,2,0,361,22,383,662,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R MURGUIA,423,B,1,50,7,6,2,0,21,1,0,0,0,1,0,0,1,0,90,2,92,149,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1307,B,25,42,24,3,5,2,41,17,4,0,0,0,0,2,0,0,165,2,167,304,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,629,B,94,118,12,5,3,12,88,36,4,0,0,0,1,7,10,0,390,9,399,750,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1497,C01,73,102,3,2,25,5,135,22,2,0,4,1,1,6,4,0,385,5,390,658,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1498,B,63,95,7,3,40,4,89,8,8,0,1,1,0,4,5,0,328,12,340,583,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1296,B,45,43,17,19,4,7,76,27,12,2,0,1,0,2,0,0,255,5,260,443,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,23,B,37,91,9,14,6,21,49,6,2,0,0,0,0,0,0,0,235,5,240,386,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,58,C01,11,74,17,4,4,4,56,30,9,1,1,0,1,4,2,0,218,11,229,389,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,235,B,3,85,13,20,43,4,117,33,1,2,2,0,2,2,2,0,329,18,347,597,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,7,B,27,88,2,1,2,26,10,4,0,1,0,6,1,0,0,0,168,4,172,322,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R MURGUIA,422,B,0,43,15,2,0,2,5,1,0,0,0,0,0,0,1,0,69,0,69,104,ACTA CASILLA,,,
