CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,MORENA,ES,PRD_PAN,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,469,B,23,114,24,9,23,6,114,26,1,0,1,0,0,4,7,0,352,16,368,625,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,40,RIO GRANDE,1195,B,21,82,12,33,1,1,42,18,0,0,0,0,0,0,2,0,212,9,221,398,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,470,C02,15,94,29,17,10,2,140,17,4,1,1,0,0,10,6,0,346,7,353,725,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,137,B,19,91,17,7,6,10,80,47,4,1,0,0,0,4,6,0,292,12,304,602,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,173,B,28,114,14,4,3,3,134,42,2,0,2,0,0,5,5,0,356,3,359,729,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1717,C01,9,173,66,1,4,19,35,16,3,4,1,5,0,0,2,0,338,8,346,516,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1720,B,12,119,83,2,12,19,34,15,4,3,0,1,2,0,0,0,306,7,313,515,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1751,B,9,21,25,0,2,5,5,5,4,0,1,1,1,0,0,0,79,1,80,167,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,438,B,5,55,56,40,35,15,20,24,1,1,5,0,0,0,2,0,259,5,264,386,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,36,OJOCALIENTE,1037,B,21,90,15,15,5,1,87,43,0,3,3,2,0,1,2,0,288,14,302,537,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,184,B,20,68,5,6,0,2,87,12,2,0,0,0,0,2,4,1,208,2,211,354,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,1891,C01,12,58,18,5,0,2,87,13,3,1,0,0,0,6,4,0,209,7,216,407,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,40,RIO GRANDE,1226,B,27,100,19,11,10,5,87,18,3,0,1,0,0,5,0,0,286,14,300,545,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,185,B,18,70,6,5,4,2,54,22,2,1,1,0,0,7,7,0,199,4,203,351,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1753,B,1,59,21,3,1,3,24,4,1,2,0,0,0,0,1,0,120,3,123,211,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1823,B,13,77,12,4,4,3,93,16,3,0,2,0,0,5,10,0,242,9,251,484,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1711,B,14,128,78,4,9,10,38,19,5,5,0,0,1,0,3,0,314,6,320,524,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,969,C02,64,117,23,61,4,4,93,58,9,0,4,0,0,4,3,0,444,12,456,717,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1711,C01,11,114,62,1,6,16,34,25,5,7,0,0,0,0,1,1,282,13,296,524,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1714,B,6,126,69,2,7,26,27,17,4,8,0,3,0,0,2,0,297,8,305,476,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,439,B,6,41,37,38,22,21,44,29,3,0,0,1,0,0,0,0,242,14,256,398,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,606,C02,93,135,21,11,10,6,58,41,5,1,0,0,0,3,10,1,394,12,407,689,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1722,B,17,150,63,2,7,13,45,9,2,1,0,2,0,3,2,0,316,13,329,510,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,136,C03,21,95,8,18,6,6,58,39,2,0,3,0,1,6,5,1,268,10,279,605,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,466,B,18,103,41,6,11,2,165,22,3,1,1,1,0,9,12,0,395,14,409,717,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,609,B,77,100,12,26,10,7,71,66,5,0,0,0,0,11,18,0,403,14,417,715,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,148,C02,24,81,27,4,8,6,109,40,4,0,0,0,0,5,5,0,313,10,323,674,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,467,B,35,114,35,10,7,1,105,16,6,2,1,0,0,6,14,0,352,10,362,614,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,62,B,68,64,18,6,26,34,130,85,2,0,3,0,1,2,5,0,444,5,449,628,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,521,C02,19,114,59,20,6,4,64,26,5,2,4,1,0,2,5,0,331,11,342,564,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,467,C01,23,114,26,12,5,6,144,17,2,1,1,0,0,8,5,0,364,7,371,613,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,463,C01,49,140,38,7,7,2,184,7,5,3,0,0,0,4,9,0,455,7,462,709,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,163,B,28,85,13,3,2,5,117,39,3,0,1,0,0,3,7,0,306,9,315,604,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,567,B,87,62,6,10,7,4,54,30,1,0,0,0,1,0,12,0,274,12,286,441,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,63,B,135,100,9,3,48,28,87,72,6,3,2,1,1,6,0,1,501,14,516,735,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,609,C01,64,87,16,22,16,7,65,52,2,0,0,1,0,9,15,0,356,16,372,714,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,441,B,7,62,32,38,51,71,34,39,2,3,6,12,2,1,3,0,363,16,379,524,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,140,C05,31,104,11,6,4,8,108,49,0,0,11,1,0,7,7,0,347,3,350,726,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,470,C10,14,116,30,15,6,5,104,30,1,0,4,0,0,4,1,0,330,5,335,724,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,446,B,16,53,34,49,51,29,43,47,3,2,6,1,0,1,1,0,336,30,366,615,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,40,RIO GRANDE,1195,C01,4,85,6,22,1,7,33,18,0,0,0,0,0,0,0,0,176,0,176,398,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1525,B,15,182,49,1,4,0,83,30,5,3,2,0,0,2,3,0,379,9,388,606,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1097,B,10,127,18,15,3,1,258,22,0,0,0,0,0,0,1,0,455,13,468,639,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,137,C02,23,90,9,9,0,4,91,34,2,0,1,0,0,2,4,0,269,9,278,601,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,16,RIO GRANDE,40,RIO GRANDE,1210,B,44,98,34,3,2,1,155,18,4,1,1,0,0,1,3,0,365,9,374,649,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,448,B,10,53,24,44,29,29,27,33,4,2,4,2,0,0,0,0,261,12,273,436,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1342,B,24,48,34,5,4,2,18,30,3,3,0,0,0,1,0,0,172,7,179,378,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1791,C01,15,94,25,6,3,4,173,27,1,0,3,1,0,5,10,3,367,12,382,682,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,149,C01,57,97,4,4,3,1,105,17,4,2,0,0,0,5,3,0,302,3,305,570,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,147,B,23,48,6,5,3,3,55,28,1,0,3,0,0,1,6,0,182,13,195,401,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,449,B,9,79,63,89,126,47,29,24,2,1,14,8,1,0,0,0,492,19,511,733,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,141,B,17,70,7,6,1,2,88,30,3,3,1,1,0,4,3,0,236,4,240,455,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,719,C01,9,104,4,63,3,3,72,50,0,2,3,0,0,0,1,0,314,11,325,552,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,511,B,2,116,16,7,6,2,73,8,0,0,0,0,0,0,1,0,231,5,236,399,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,614,B,85,93,13,6,10,7,51,21,2,0,0,0,0,4,4,0,296,6,302,517,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,512,B,8,99,61,3,9,2,33,3,3,0,3,0,0,0,2,0,226,8,234,391,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,450,B,6,35,32,51,67,57,60,36,1,0,0,1,1,2,0,0,349,16,365,577,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,154,C01,23,82,8,4,7,3,156,44,4,1,0,0,0,3,5,0,340,6,346,715,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,512,C01,10,109,37,2,7,2,41,6,1,0,1,0,0,2,1,0,219,7,226,391,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1791,B,10,136,19,13,6,2,154,12,0,0,0,0,0,9,10,0,371,4,375,682,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1097,C01,12,162,18,4,4,1,247,14,1,0,1,0,1,2,4,0,471,17,488,638,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,513,B,9,215,40,11,16,4,101,47,0,0,0,0,0,3,3,0,449,11,460,716,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,451,B,7,29,63,53,77,38,64,43,1,1,5,0,3,4,1,0,389,14,403,625,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,720,C01,11,82,0,48,3,2,51,31,0,1,1,0,0,1,0,0,231,6,237,422,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,142,B,17,46,10,1,1,3,75,28,1,0,2,0,0,1,4,0,189,4,193,420,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,149,B,44,98,21,3,1,2,107,28,5,0,1,0,0,2,4,1,316,7,324,570,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,514,B,3,109,13,17,10,6,87,26,0,0,0,0,0,0,0,0,271,9,280,484,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,721,C01,8,90,7,64,7,1,59,31,0,0,3,0,0,2,2,0,274,11,285,473,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,452,C01,4,45,36,31,61,17,59,9,2,4,18,4,0,0,0,1,290,3,294,427,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,453,B,11,52,42,31,57,17,115,13,2,1,7,1,0,1,0,0,350,14,364,532,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,137,C03,17,70,15,7,6,4,84,37,4,0,2,0,0,6,4,0,256,4,260,601,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,150,B,31,74,16,3,1,6,107,27,2,1,0,0,0,3,7,0,278,7,285,449,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,514,C01,6,115,28,17,11,3,59,32,0,0,4,0,0,0,1,0,276,10,286,484,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,1887,C01,13,67,12,4,3,5,102,12,2,0,1,0,0,1,9,0,231,8,239,450,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,17,SOMBRERETE,9,CHALCHIHUITES,134,B,6,95,28,10,0,0,26,7,0,0,0,0,0,1,1,0,174,0,174,250,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1791,C02,21,95,26,6,1,3,187,27,1,0,1,0,1,7,5,0,381,9,390,682,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,454,B,7,51,14,12,85,18,35,32,0,0,14,1,1,2,2,0,274,5,279,404,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,515,B,0,171,16,7,12,2,17,3,4,0,8,0,0,0,0,1,240,2,243,378,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,17,C01,18,120,4,79,4,1,96,26,0,0,0,0,0,3,1,0,352,14,366,572,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,151,B,22,80,18,13,11,3,109,16,0,0,3,0,0,5,5,0,285,7,292,508,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,722,B,11,146,10,55,4,8,124,53,1,0,2,0,0,0,3,0,417,20,437,735,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,155,C01,17,126,14,11,11,4,82,44,0,0,0,1,2,0,8,2,320,4,326,617,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,52,VETAGRANDE,1602,B,11,147,34,15,1,2,89,5,4,0,2,0,0,3,1,0,314,5,319,414,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,515,C01,3,137,26,4,5,4,23,7,1,2,8,0,0,0,0,0,220,6,226,377,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,172,B,11,77,4,1,0,1,73,39,2,0,1,0,0,0,5,0,214,7,221,461,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,150,C01,38,74,16,7,3,2,113,21,3,1,1,0,0,5,9,0,293,4,297,449,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1792,B,13,87,6,6,5,2,114,19,0,1,0,0,0,1,0,0,254,7,261,514,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,455,B,9,89,79,45,68,48,51,14,3,1,1,2,0,1,2,3,413,11,427,682,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1792,C01,9,76,8,12,2,4,120,27,3,0,1,0,0,2,9,0,273,5,278,513,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,517,C01,13,169,31,14,6,3,30,14,2,2,7,0,0,1,1,0,293,13,306,508,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,212,B,43,75,12,10,9,4,111,50,3,0,1,0,1,5,4,0,328,12,340,734,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,518,B,16,102,81,11,9,3,75,18,1,2,4,0,0,4,1,0,327,5,332,444,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,458,B,3,38,76,35,81,25,29,28,2,1,11,1,0,1,0,0,331,10,341,464,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1723,C01,30,79,57,0,5,20,46,26,2,1,0,0,0,1,5,0,272,8,280,445,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,519,B,6,84,41,9,7,2,80,12,7,0,3,0,0,2,4,0,257,8,265,399,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1724,C01,16,114,81,5,6,21,26,26,4,1,2,3,1,1,2,0,309,10,319,444,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,212,C02,16,75,19,8,7,1,108,53,1,0,3,0,0,6,7,0,304,13,317,734,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,160,B,30,73,12,4,2,1,124,12,0,1,0,0,0,5,3,0,267,3,270,389,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1793,C01,18,78,14,7,4,1,73,19,1,2,2,0,0,3,7,0,229,6,235,406,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,20,B,28,109,7,31,4,5,42,28,0,0,0,0,0,0,1,0,255,11,266,444,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1726,B,26,175,86,0,6,23,40,27,5,5,1,1,5,3,1,0,404,10,414,607,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,520,C01,12,139,53,18,9,4,56,0,2,1,5,0,0,0,3,0,302,0,302,507,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1878,B,16,132,16,9,13,4,90,10,10,0,0,0,0,4,0,0,304,8,312,462,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,161,B,39,95,10,6,5,0,116,20,2,1,2,0,1,2,3,1,302,4,307,510,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,234,B,6,40,6,34,1,3,88,13,0,0,0,0,0,1,1,0,193,15,208,396,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,9,CHALCHIHUITES,127,B,11,114,23,62,2,7,49,10,1,1,1,3,0,1,1,0,286,7,293,545,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,517,B,2,184,25,14,13,0,46,11,1,1,1,0,0,1,1,0,300,4,304,509,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,163,C03,27,80,17,5,5,2,123,41,2,2,0,0,0,8,12,0,324,6,330,603,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1820,C01,20,108,26,4,9,1,129,17,2,0,1,0,0,7,7,0,331,5,336,643,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,456,B,6,80,40,29,55,33,47,20,3,1,3,3,1,1,2,0,324,11,335,636,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,163,C04,30,71,13,7,2,3,141,34,3,1,1,0,0,9,6,0,321,5,326,603,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,156,C01,24,100,11,6,3,9,115,42,5,0,3,0,0,1,7,0,326,5,331,645,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,524,C01,2,116,49,10,2,4,200,17,0,1,2,0,0,5,3,0,411,11,422,614,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,18,B,24,134,3,89,4,3,125,24,0,0,2,0,0,2,0,0,410,6,416,626,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,219,B,6,120,11,5,16,0,42,9,1,0,0,0,0,1,1,0,212,4,216,314,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1724,B,23,103,85,1,8,28,10,17,5,4,1,1,0,0,3,0,289,3,292,444,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,723,B,15,147,13,31,1,3,164,46,0,1,3,0,0,1,0,0,425,9,434,630,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,37,GENERAL PANFILO NATERA,459,B,3,59,67,4,255,8,86,23,1,2,23,0,1,0,2,0,534,19,553,708,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,464,B,56,238,13,7,14,4,119,4,6,0,3,0,0,0,7,1,471,4,476,711,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,518,C01,6,93,71,6,5,4,62,18,3,6,4,0,0,4,4,0,286,9,295,444,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,1896,B,20,127,31,6,10,5,155,20,4,1,2,0,0,4,7,1,392,9,402,698,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1097,C02,14,150,20,5,1,1,227,23,0,0,0,0,0,1,4,0,446,7,453,638,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,221,B,16,155,0,5,0,4,97,20,0,0,0,0,0,0,1,0,298,0,298,409,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,19,B,6,88,5,34,4,2,47,13,0,2,0,0,0,0,2,0,203,2,205,321,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,159,B,35,101,8,6,7,0,170,30,0,0,3,0,0,0,11,0,371,14,385,572,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,519,C01,14,93,37,11,3,2,81,18,10,3,4,0,0,2,2,0,280,2,282,399,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1725,B,20,132,72,3,6,24,51,39,2,14,0,1,0,2,5,0,371,18,389,591,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,520,B,7,140,42,16,3,2,84,27,5,1,2,0,0,2,1,0,332,7,339,507,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,2,APULCO,21,B,3,35,3,12,1,2,27,8,0,0,0,0,0,0,3,0,94,5,99,177,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1794,B,37,112,19,10,2,5,102,7,4,3,0,0,0,7,7,0,315,19,334,493,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,213,C03,35,64,19,6,6,10,100,57,5,4,1,0,0,5,12,1,324,8,333,707,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,164,B,23,72,10,9,7,3,114,43,1,0,0,0,0,8,7,1,297,7,305,550,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,520,C02,12,119,45,11,8,3,84,30,8,3,4,0,0,5,3,0,335,8,343,507,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1796,B,17,77,12,2,3,3,85,4,0,1,1,0,0,4,6,0,215,2,217,346,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1727,C01,27,68,63,2,6,41,15,5,9,9,1,5,1,0,0,0,252,11,263,406,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,10,EL PLATEADO DE JOAQUIN AMARO,428,B,17,204,250,0,5,0,28,9,6,1,1,1,0,2,4,0,528,3,531,712,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,1889,B,10,65,21,5,6,0,70,17,0,0,0,0,0,7,7,0,208,5,213,430,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,470,C04,23,102,27,12,4,0,112,25,4,0,1,0,0,3,4,1,317,11,329,725,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,164,C01,26,71,22,11,5,4,100,37,0,0,1,0,0,4,5,1,286,2,289,550,ACTA CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,16,GUADALUPE,521,B,11,126,55,20,6,3,95,33,2,1,6,0,0,4,2,0,364,11,375,565,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,13,FRESNILLO,236,B,6,87,18,7,1,2,40,7,1,1,0,0,0,2,0,0,172,1,173,231,ACTA CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,165,B,30,70,13,3,4,4,155,30,3,1,2,0,0,3,9,0,327,5,332,597,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,10,EL PLATEADO DE JOAQUIN AMARO,429,B,6,97,61,1,0,1,30,3,0,1,3,0,0,1,0,0,204,4,208,290,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,140,B,23,108,15,1,3,5,124,53,0,0,14,0,0,9,11,0,366,5,371,727,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1806,B,16,62,12,7,4,2,108,13,3,0,2,0,0,6,7,0,242,11,253,386,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1099,B,10,239,29,6,3,3,62,2,1,6,0,0,0,2,3,0,366,5,371,554,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1730,B,18,104,85,0,3,54,15,12,14,8,1,5,0,1,1,0,321,8,329,523,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,222,B,3,35,4,8,2,1,70,5,1,0,0,0,0,0,1,0,130,4,134,226,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1815,B,14,73,8,2,1,6,78,7,1,0,1,0,0,6,4,1,201,7,209,383,ACTA CASILLA,,,
