MUNICIPIO,DISTRITO,SECCION,TIPO DE CASILLA,LISTA NOMINAL,PAN,PRI,PRI-PVEM,PRD,PT,PVEM,CONV,PY,PAY,NO REGISTRADOS,NULOS,TOTAL
Hunucmá,8,184,0184 Básica,448,127,210,0,0,0,1,0,0,0,0,4,342
Hunucmá,8,185,0185 Básica,145,30,78,0,0,0,1,0,1,0,0,1,111
Hunucmá,8,186,0186 Básica,719,278,227,0,4,5,4,0,9,0,0,25,552
Hunucmá,8,186,0186 Contigua 1,719,296,226,0,0,2,0,0,8,2,0,16,550
Hunucmá,8,186,0186 Extraordinaria 1,260,72,134,0,0,1,0,0,5,0,0,5,217
Ixil,8,187,0187 Básica,517,98,286,0,0,0,0,0,3,0,0,18,405
Ixil,8,187,0187 Contigua 1,517,152,253,0,0,1,0,0,3,0,0,19,428
Ixil,8,188,0188 Básica,571,112,338,0,1,2,1,0,0,0,0,12,466
Ixil,8,188,0188 Contigua 1,571,168,271,0,0,0,0,0,0,0,0,21,460
Izamal,15,189,0189 Básica,620,224,168,0,0,1,77,6,1,0,0,3,480
Izamal,15,189,0189 Contigua 1,621,222,148,0,4,0,78,8,0,0,0,0,460
Izamal,15,190,0190 Básica,389,115,141,0,3,1,20,2,2,0,0,8,292
Izamal,15,190,0190 Contigua 1,390,124,109,0,2,1,45,0,0,0,0,0,281
Izamal,15,191,0191 Básica,405,151,123,0,0,2,51,0,1,1,0,0,329
Izamal,15,191,0191 Contigua 1,406,138,98,0,0,0,40,0,1,0,0,39,316
Izamal,15,192,0192 Básica,663,211,212,0,1,0,27,0,2,0,0,6,459
Izamal,15,192,0192 Contigua 1,663,223,178,0,1,0,37,4,3,0,0,10,456
Izamal,15,193,0193 Básica,670,253,158,0,0,1,67,2,1,0,0,7,489
Izamal,15,193,0193 Contigua 1,671,269,140,0,2,0,61,1,3,0,0,0,476
Izamal,15,194,0194 Básica,496,173,117,0,3,0,73,2,0,0,0,6,374
Izamal,15,194,0194 Contigua 1,496,165,101,0,3,1,86,1,6,0,0,0,363
Izamal,15,195,0195 Básica,608,210,142,0,3,1,64,0,0,0,0,8,428
Izamal,15,195,0195 Contigua 1,609,223,146,0,1,1,63,4,4,0,0,3,445
Izamal,15,196,0196 Básica,498,185,109,0,3,0,50,5,0,0,0,6,358
Izamal,15,196,0196 Contigua 1,499,186,123,0,2,0,56,1,1,0,0,5,374
Izamal,15,197,0197 Básica,608,234,171,0,2,1,63,1,1,0,0,14,487
Izamal,15,197,0197 Contigua 1,608,213,184,0,0,1,48,0,3,0,0,6,455
Izamal,15,198,0198 Básica,695,0,0,0,0,0,0,0,0,0,0,0,0
Izamal,15,198,0198 Contigua 1,696,372,138,0,0,1,41,2,1,0,0,7,562
Izamal,15,199,0199 Básica,614,200,266,0,0,1,20,0,2,0,0,5,494
Izamal,15,199,0199 Contigua 1,615,208,252,0,0,0,15,0,4,0,0,0,479
Izamal,15,200,0200 Básica,518,213,105,0,1,1,74,5,3,0,0,4,406
Izamal,15,200,0200 Contigua 1,518,222,83,0,1,2,75,16,1,1,0,2,403
Izamal,15,201,0201 Básica,602,258,138,0,0,1,31,2,6,0,0,10,446
Izamal,15,201,0201 Contigua 1,602,265,159,0,0,0,42,2,1,4,0,6,479
Izamal,15,202,0202 Básica,271,100,107,0,0,0,15,0,0,0,0,1,223
Izamal,15,203,0203 Básica,399,119,68,0,0,0,119,0,1,0,0,62,369
Izamal,15,203,0203 Contigua 1,399,119,79,0,1,102,102,2,2,0,0,9,416
Kanasín,14,204,0204 Básica,697,248,180,0,8,0,2,1,0,0,0,13,452
Kanasín,14,205,0205 Básica,575,216,185,0,2,0,2,0,5,0,0,8,418
Kanasín,14,205,0205 Contigua 1,575,216,168,0,7,0,0,0,1,0,0,15,407
Kanasín,14,205,0205 Contigua 2,575,231,162,0,8,1,1,0,0,0,0,8,411
Kanasín,14,206,0206 Básica,651,286,177,0,4,2,1,0,3,0,0,17,490
Kanasín,14,206,0206 Contigua 1,652,296,157,0,3,1,2,1,3,0,0,12,475
Kanasín,14,206,0206 Contigua 2,652,0,0,0,0,0,0,0,0,0,0,0,0
Kanasín,14,206,0206 Contigua 3,652,300,155,0,3,0,0,1,3,1,0,11,474
Kanasín,14,207,0207 Básica,746,257,239,0,1,0,1,0,6,0,0,15,519
Kanasín,14,207,0207 Contigua 1,746,252,196,0,3,0,0,0,8,0,0,14,473
Kanasín,14,207,0207 Contigua 2,747,268,217,0,6,0,0,0,4,1,0,14,510
Kanasín,14,208,0208 Básica,586,179,261,0,0,0,0,2,5,0,0,14,461
Kanasín,14,208,0208 Contigua 1,587,212,214,0,0,1,0,0,5,0,0,5,437
Kanasín,14,208,0208 Contigua 2,587,214,194,0,0,2,0,0,1,0,0,12,423
Kanasín,14,209,0209 Básica,483,122,118,0,2,0,1,1,2,0,0,4,250
Kanasín,14,209,0209 Contigua 1,484,148,118,0,5,0,0,0,2,0,0,8,281
Kanasín,14,210,0210 Básica,465,127,117,0,1,1,0,0,1,0,0,11,258
Kanasín,14,210,0210 Contigua 1,465,125,120,0,3,0,0,0,1,0,0,6,255
Kanasín,14,211,0211 Básica,597,133,188,0,0,0,1,0,3,0,0,9,334
Kanasín,14,211,0211 Contigua 1,598,123,190,0,3,0,0,0,2,0,0,9,327
Kanasín,14,211,0211 Contigua 2,598,132,187,0,1,2,1,0,3,0,0,9,335
Kanasín,14,212,0212 Básica,528,139,138,0,6,2,3,1,3,0,0,8,300
Kanasín,14,212,0212 Contigua 1,528,122,132,0,4,0,0,0,2,0,0,8,268
Kanasín,14,213,0213 Básica,702,160,182,0,2,2,2,1,1,0,0,20,370
Kanasín,14,213,0213 Contigua 1,702,159,196,0,2,0,0,0,3,0,0,16,376
Kanasín,14,213,0213 Contigua 2,702,161,196,0,2,0,0,0,5,0,1,9,374
Kanasín,14,214,0214 Básica,676,173,191,0,4,2,2,2,1,1,0,0,376
Kanasín,14,214,0214 Contigua 1,676,176,176,0,5,2,1,1,0,1,0,0,362
Kanasín,14,215,0215 Básica,478,125,139,0,4,1,0,3,2,2,0,7,283
Kanasín,14,215,0215 Contigua 1,478,90,142,0,5,0,0,2,4,0,0,10,253
Kanasín,14,216,0216 Básica,468,129,134,0,4,3,2,3,2,0,0,5,282
Kanasín,14,217,0217 Básica,604,183,157,0,2,2,0,0,1,1,0,19,365
Kanasín,14,217,0217 Contigua 1,604,150,148,0,3,0,1,1,3,0,0,9,315
Kanasín,14,217,0217 Contigua 2,604,155,153,0,5,1,0,0,1,0,0,9,324
Kanasín,14,217,0217 Contigua 3,604,179,155,0,4,0,1,0,1,0,0,9,349
Kanasín,14,218,0218 Básica,628,144,162,0,1,3,1,0,3,0,0,9,323
Kanasín,14,218,0218 Contigua 1,629,0,0,0,0,0,0,0,0,0,0,0,0
Kanasín,14,218,0218 Contigua 2,629,165,162,0,0,1,0,0,0,0,0,4,332
Kanasín,14,218,0218 Contigua 3,629,132,154,0,6,0,4,3,1,1,0,11,312
Kanasín,14,219,0219 Básica,667,120,222,0,2,1,1,1,1,0,0,14,362
Kanasín,14,219,0219 Contigua 1,667,111,193,0,2,1,1,1,4,0,0,11,324
Kanasín,14,219,0219 Contigua 2,668,126,182,0,4,0,2,2,0,0,0,9,325
Kanasín,14,220,0220 Básica,380,118,124,0,1,0,1,0,2,0,0,7,253
Kanasín,14,220,0220 Contigua 1,381,114,137,0,0,0,2,0,3,0,0,18,274
Kanasín,14,221,0221 Básica,327,101,133,0,1,0,0,1,1,0,0,14,251
Kanasín,14,222,0222 Básica,473,173,137,0,4,0,1,0,4,0,0,4,323
Kanasín,14,223,0223 Básica,447,98,116,0,4,0,4,0,1,0,0,25,248
Kanasín,14,223,0223 Contigua 1,447,100,147,0,2,1,0,1,1,0,0,5,257
Kantunil,15,224,0224 Básica,508,144,0,216,0,4,0,0,5,0,1,10,380
Kantunil,15,224,0224 Contigua 1,509,157,0,198,0,11,0,0,3,2,0,15,386
Kantunil,15,225,0225 Básica,502,166,0,167,0,10,0,0,1,0,0,0,344
Kantunil,15,225,0225 Contigua 1,502,163,0,157,0,6,0,0,2,0,0,54,382
Kantunil,15,226,0226 Básica,595,122,0,122,2,157,0,0,6,0,0,22,431
Kantunil,15,226,0226 Contigua 1,595,152,0,113,0,166,0,0,2,0,0,0,433
Kaua,11,227,0227 Básica,729,338,284,0,0,0,0,0,0,0,0,34,656
Kaua,11,227,0227 Contigua 1,729,367,264,0,0,1,0,1,6,2,0,0,641
Kinchil,7,228,0228 Básica,511,204,185,0,0,5,0,0,3,0,0,9,406
Kinchil,7,229,0229 Básica,709,291,264,0,0,1,1,0,1,1,0,14,573
Kinchil,7,229,0229 Contigua 1,710,264,289,0,0,7,0,0,0,0,0,14,574
Kinchil,7,230,0230 Básica,524,201,205,0,0,1,2,0,5,0,0,12,426
Kinchil,7,230,0230 Contigua 1,525,268,149,0,0,2,0,0,0,0,0,10,429
Kinchil,7,230,0230 Contigua 2,525,221,190,0,0,3,1,0,3,1,0,6,425
Kinchil,7,231,0231 Básica,148,96,23,0,1,1,0,0,0,0,0,1,122
Kopomá,7,232,0232 Básica,691,115,375,0,1,0,0,0,5,0,0,12,508
Kopomá,7,232,0232 Contigua 1,692,119,401,0,0,0,0,0,0,0,0,16,536
Kopomá,7,233,0233 Básica,319,20,216,0,0,0,0,0,1,0,0,7,244
Mama,13,234,0234 Básica,394,179,118,0,0,0,,0,0,0,0,13,310
Mama,13,234,0234 Contigua 1,394,155,139,0,0,0,0,0,3,1,0,7,305
Mama,13,235,0235 Básica,551,227,206,0,3,1,0,0,1,0,0,14,452
Mama,13,235,0235 Contigua 1,551,138,244,0,5,2,0,1,2,2,0,49,443
Maní,13,236,0236 Básica,619,246,221,0,0,0,0,0,4,0,0,0,471
Maní,13,236,0236 Contigua 1,619,262,334,0,0,0,1,0,1,0,0,6,604
Maní,13,237,0237 Básica,705,230,265,0,1,0,1,0,3,0,0,0,500
Maní,13,237,0237 Contigua 1,705,242,273,0,1,0,1,0,4,0,0,11,532
Maní,13,238,0238 Básica,552,148,299,0,2,1,2,0,3,0,0,7,462
Maxcanú,13,239,0239 Básica,543,24,172,0,215,7,0,0,2,0,0,7,427
Maxcanú,13,239,0239 Contigua 1,544,17,197,0,212,4,3,0,2,0,0,16,451
Maxcanú,13,239,0239 Contigua 2,544,15,179,0,207,5,1,0,2,0,0,0,409
Maxcanú,13,240,0240 Básica,605,12,162,0,256,4,0,0,0,0,0,8,442
Maxcanú,13,240,0240 Contigua 1,605,16,197,0,245,3,0,0,0,0,0,15,476
Maxcanú,13,241,0241 Básica,448,13,154,0,186,2,0,1,1,0,0,11,368
Maxcanú,13,241,0241 Contigua 1,449,6,127,0,203,2,0,0,1,0,0,22,361
Maxcanú,13,242,0242 Básica,592,17,154,0,252,14,1,0,0,0,0,16,454
Maxcanú,13,242,0242 Contigua 1,592,9,177,0,243,5,0,0,0,0,0,20,454
Maxcanú,13,243,0243 Básica,736,10,220,0,297,6,0,0,0,0,0,26,559
Maxcanú,13,243,0243 Contigua 1,736,15,197,0,350,11,0,1,1,0,0,5,580
Maxcanú,13,244,0244 Básica,627,5,124,0,332,6,0,0,0,0,0,19,486
Maxcanú,13,244,0244 Contigua 1,627,8,123,0,335,4,0,0,2,0,0,15,487
Maxcanú,13,244,0244 Contigua 2,628,5,128,0,327,5,0,0,2,0,0,9,476
Maxcanú,13,245,0245 Básica,424,101,165,0,61,1,0,0,0,0,0,3,331
Maxcanú,13,245,0245 Extraordinaria 1,550,23,195,0,94,4,2,0,7,1,0,19,345
Maxcanú,13,246,0246 Básica,621,22,293,0,154,2,0,1,2,0,0,17,491
Maxcanú,13,246,0246 Extraordinaria 1,430,7,201,0,145,0,2,0,1,0,0,19,375
Maxcanú,13,247,0247 Básica,418,15,226,0,77,4,0,0,0,0,0,38,360
Maxcanú,13,247,0247 Contigua 1,419,11,249,0,58,4,1,0,4,0,0,35,362
Maxcanú,13,248,0248 Básica,369,14,103,0,160,3,0,0,0,0,0,17,297
Maxcanú,13,249,0249 Básica,644,38,229,0,160,8,0,0,1,0,0,67,503
Maxcanú,13,250,0250 Básica,462,9,193,0,167,0,0,0,3,0,0,0,372
Maxcanú,13,250,0250 Contigua 1,463,4,208,0,160,0,0,1,2,0,0,16,391
Maxcanú,13,251,0251 Básica,87,2,38,0,31,0,0,0,0,0,0,2,73
Mayapán,12,252,0252 Básica,561,312,171,0,0,1,1,0,4,0,0,22,511
Mayapán,12,253,0253 Básica,455,185,211,0,0,0,0,0,2,0,1,7,406
Mayapán,12,253,0253 Contigua 1,456,188,207,0,0,0,0,0,0,0,0,0,395
Mérida,4,254,0254 Básica,745,200,0,194,11,4,0,1,1,1,0,12,424
Mérida,4,254,0254 Contigua 1,745,172,0,192,9,2,0,0,0,0,0,14,389
Mérida,4,254,0254 Contigua 2,745,199,0,197,7,1,0,1,0,0,0,7,412
Mérida,4,254,0254 Contigua 3,745,217,0,164,12,1,0,5,1,1,0,8,409
Mérida,4,254,0254 Contigua 4,745,175,0,181,7,1,0,3,1,0,0,11,379
Mérida,4,255,0255 Básica,627,142,0,165,2,7,0,1,5,1,0,15,338
Mérida,4,256,0256 Básica,421,132,0,108,6,1,0,0,0,0,0,5,252
Mérida,4,256,0256 Contigua 1,421,165,0,88,3,0,0,1,0,1,0,3,261
Mérida,4,257,0257 Básica,565,198,0,150,7,1,0,2,2,0,0,6,366
Mérida,4,257,0257 Contigua 1,566,179,0,133,11,3,0,0,2,0,0,4,332
Mérida,4,258,0258 Básica,568,160,0,164,5,1,0,1,0,0,0,5,336
Mérida,4,258,0258 Contigua 1,568,179,0,131,5,0,0,2,3,0,0,10,330
Mérida,4,259,0259 Básica,594,183,0,149,1,1,0,1,2,0,0,6,343
Mérida,4,259,0259 Contigua 1,594,188,0,144,3,3,0,3,5,0,0,8,354
Mérida,4,260,0260 Básica,608,166,0,144,5,3,0,1,1,0,0,4,324
Mérida,4,260,0260 Contigua 1,609,154,0,148,5,0,0,4,1,0,0,3,315
Mérida,4,261,0261 Básica,617,235,0,143,14,1,0,2,1,0,0,4,400
Mérida,4,261,0261 Contigua 1,617,240,0,134,8,1,0,0,2,0,0,5,390
Mérida,4,262,0262 Básica,529,209,0,124,9,0,0,1,0,0,0,9,352
Mérida,4,263,0263 Básica,607,201,0,125,3,2,0,2,2,0,1,6,342
Mérida,4,263,0263 Contigua 1,607,177,0,156,4,2,0,0,0,1,0,8,348
Mérida,4,264,0264 Básica,438,146,0,100,2,2,0,2,2,0,0,6,260
Mérida,4,264,0264 Contigua 1,438,116,0,100,6,5,0,0,1,0,0,5,233
Mérida,4,265,0265 Básica,706,269,0,146,8,1,0,6,2,1,0,5,438
Mérida,4,265,0265 Contigua 1,706,232,0,134,5,2,0,3,0,0,0,6,382
Mérida,4,265,0265 Contigua 2,706,257,0,147,5,5,0,4,0,1,0,5,424
Mérida,4,265,0265 Contigua 3,707,267,0,150,9,1,0,3,0,0,0,4,434
Mérida,4,265,0265 Contigua 4,707,249,0,166,8,2,0,3,1,1,0,4,434
Mérida,4,265,0265 Contigua 5,707,241,0,153,6,1,0,2,1,0,0,4,408
Mérida,4,266,0266 Básica,515,119,0,123,2,1,0,2,0,0,0,0,247
Mérida,4,266,0266 Contigua 1,516,151,0,99,1,2,0,2,0,1,0,4,260
Mérida,4,267,0267 Básica,669,255,0,135,9,2,0,1,1,0,0,6,409
Mérida,4,267,0267 Contigua 1,670,252,0,159,12,0,0,0,0,1,0,7,431
Mérida,4,268,0268 Básica,459,127,0,139,11,0,0,0,1,0,0,3,281
Mérida,4,268,0268 Contigua 1,459,157,0,116,5,2,0,0,1,0,0,6,287
Mérida,4,269,0269 Básica,706,205,0,168,9,3,0,4,4,0,0,1,394
Mérida,4,269,0269 Contigua 1,706,172,0,154,10,3,0,3,2,0,0,6,350
Mérida,4,269,0269 Contigua 10,706,192,0,165,10,1,0,1,1,0,1,6,377
Mérida,4,269,0269 Contigua 11,706,185,0,182,2,3,0,2,2,1,0,9,386
Mérida,4,269,0269 Contigua 12,706,183,0,174,12,4,0,2,1,0,0,6,382
Mérida,4,269,0269 Contigua 13,706,186,0,152,6,2,0,2,3,0,0,6,357
Mérida,4,269,0269 Contigua 14,706,182,0,141,9,4,0,4,2,3,0,5,350
Mérida,4,269,0269 Contigua 15,707,168,0,156,9,4,0,3,2,0,1,2,345
Mérida,4,269,0269 Contigua 2,706,201,0,138,7,0,0,5,4,1,0,8,364
Mérida,4,269,0269 Contigua 3,706,151,0,193,6,0,0,3,1,0,0,9,363
Mérida,4,269,0269 Contigua 4,706,162,0,153,12,4,0,1,2,1,0,4,339
Mérida,4,269,0269 Contigua 5,706,190,0,157,7,2,0,6,5,0,0,7,374
Mérida,4,269,0269 Contigua 6,706,187,0,151,10,0,0,3,2,0,0,5,358
Mérida,4,269,0269 Contigua 7,706,181,0,158,5,0,0,4,1,0,0,6,355
Mérida,4,269,0269 Contigua 8,706,190,0,155,10,3,0,4,1,1,0,4,368
Mérida,4,269,0269 Contigua 9,706,184,0,148,16,1,0,4,1,0,0,4,358
Mérida,4,270,0270 Básica,600,155,0,154,5,4,0,1,2,0,0,8,329
Mérida,4,270,0270 Contigua 1,600,158,0,129,10,1,0,1,4,0,0,5,308
Mérida,4,271,0271 Básica,653,155,0,157,9,2,0,1,2,1,0,19,346
Mérida,4,271,0271 Contigua 1,653,157,0,195,10,1,0,1,0,1,0,16,381
Mérida,4,272,0272 Básica,585,236,0,125,11,1,0,2,2,0,0,4,381
Mérida,4,272,0272 Contigua 1,586,243,0,139,10,1,0,5,1,0,0,8,407
Mérida,4,273,0273 Básica,422,172,0,92,2,0,0,2,1,0,0,6,275
Mérida,4,273,0273 Contigua 1,422,158,0,114,11,0,0,1,1,0,0,7,292
Mérida,4,274,0274 Básica,552,199,0,166,6,3,0,0,1,0,0,9,384
Mérida,4,274,0274 Contigua 1,552,243,0,105,8,3,0,2,2,0,0,1,364
Mérida,4,275,0275 Básica,549,186,0,143,9,0,0,1,0,0,0,8,347
Mérida,4,275,0275 Contigua 1,549,208,0,110,13,3,0,0,1,0,0,1,336
Mérida,4,276,0276 Básica,627,197,0,145,11,2,0,4,3,0,0,10,372
Mérida,4,276,0276 Contigua 1,627,187,0,142,15,2,0,1,3,0,0,3,353
Mérida,4,277,0277 Básica,659,218,0,135,10,3,0,1,2,0,0,11,380
Mérida,4,277,0277 Contigua 1,659,220,0,135,9,2,0,3,1,0,0,5,375
Mérida,4,277,0277 Contigua 2,659,201,0,132,13,2,0,3,2,1,0,12,366
Mérida,4,278,0278 Básica,690,193,0,155,5,1,0,3,0,0,0,9,366
Mérida,4,278,0278 Contigua 1,691,179,0,147,4,1,0,4,2,0,0,7,344
Mérida,4,278,0278 Contigua 2,691,188,0,136,4,1,0,6,3,0,0,6,344
Mérida,4,278,0278 Contigua 3,691,207,0,128,4,1,0,3,2,2,0,11,358
Mérida,4,279,0279 Básica,718,266,0,177,17,0,0,3,1,1,0,13,478
Mérida,4,279,0279 Contigua 1,718,274,0,164,14,2,0,3,2,0,0,3,462
Mérida,4,280,0280 Básica,666,238,0,165,13,2,0,4,1,0,0,6,429
Mérida,4,280,0280 Contigua 1,667,238,0,177,12,2,0,1,0,0,0,14,444
Mérida,4,281,0281 Básica,448,158,0,111,9,1,0,1,0,0,0,3,283
Mérida,4,281,0281 Contigua 1,448,161,0,103,8,2,0,1,0,1,0,3,279
Mérida,4,282,0282 Básica,581,198,0,126,6,0,0,1,2,0,0,4,337
Mérida,4,282,0282 Contigua 1,582,183,0,116,4,4,0,0,2,0,0,7,316
Mérida,4,283,0283 Básica,454,117,0,152,13,1,0,0,1,0,0,3,287
Mérida,4,283,0283 Contigua 1,455,123,0,148,0,1,0,4,4,0,0,12,292
Mérida,4,284,0284 Básica,425,164,0,106,4,0,0,6,0,0,0,5,285
Mérida,4,284,0284 Contigua 1,425,151,0,111,6,1,0,0,1,0,0,3,273
Mérida,4,285,0285 Básica,557,143,0,156,3,2,0,2,3,0,0,9,318
Mérida,4,285,0285 Contigua 1,558,149,0,144,8,4,0,2,2,0,0,9,318
Mérida,4,286,0286 Básica,529,165,0,141,9,1,0,2,3,2,0,11,334
Mérida,4,286,0286 Contigua 1,530,184,0,128,6,1,0,3,2,0,0,4,328
Mérida,4,287,0287 Básica,652,235,0,154,5,1,0,1,0,0,0,7,403
Mérida,4,287,0287 Contigua 1,652,235,0,161,10,5,0,0,5,0,0,8,424
Mérida,4,288,0288 Básica,586,190,0,114,5,2,0,0,3,1,0,10,325
Mérida,4,288,0288 Contigua 1,587,190,0,119,8,2,0,1,0,0,0,11,331
Mérida,4,288,0288 Contigua 2,587,192,0,128,3,1,0,0,2,0,0,7,333
Mérida,4,289,0289 Básica,575,126,0,145,3,2,0,2,1,0,0,4,283
Mérida,4,289,0289 Contigua 1,575,105,0,166,4,1,0,2,1,0,0,8,287
Mérida,4,289,0289 Contigua 2,575,125,0,128,7,7,0,3,0,0,0,8,278
Mérida,4,290,0290 Básica,718,193,0,162,11,1,0,3,0,0,0,8,378
Mérida,4,291,0291 Básica,617,208,0,165,7,3,0,4,3,3,0,14,407
Mérida,4,291,0291 Contigua 1,617,212,0,160,5,0,0,2,0,0,0,5,384
Mérida,4,292,0292 Básica,538,173,0,122,3,2,0,1,0,0,0,5,306
Mérida,4,292,0292 Contigua 1,538,168,0,118,3,1,0,1,2,0,0,12,305
Mérida,4,293,0293 Básica,510,182,0,93,2,1,0,0,1,4,0,11,294
Mérida,4,293,0293 Contigua 1,510,177,0,100,6,1,0,2,3,0,0,6,295
Mérida,4,294,0294 Básica,484,167,0,84,3,2,0,1,4,0,0,12,273
Mérida,4,294,0294 Contigua 1,484,169,0,105,2,3,0,3,3,0,0,4,289
Mérida,4,295,0295 Básica,747,266,0,166,9,2,0,1,4,1,0,8,457
Mérida,4,295,0295 Contigua 1,748,267,0,140,10,2,0,5,5,0,0,12,441
Mérida,4,296,0296 Básica,492,196,0,115,5,2,0,1,1,1,0,2,323
Mérida,4,296,0296 Contigua 1,493,217,0,98,4,0,0,6,3,0,0,1,329
Mérida,4,297,0297 Básica,482,165,0,121,6,3,0,1,1,1,0,10,308
Mérida,4,297,0297 Contigua 1,483,156,0,100,14,2,0,1,0,0,0,11,284
Mérida,4,298,0298 Básica,650,249,0,166,13,7,0,0,3,0,1,10,449
Mérida,4,298,0298 Contigua 1,650,280,0,151,13,5,0,0,1,0,0,2,452
Mérida,4,298,0298 Contigua 2,650,258,0,144,12,3,0,5,5,0,0,5,432
Mérida,4,299,0299 Básica,732,210,0,181,10,2,0,0,3,0,0,12,418
Mérida,4,299,0299 Contigua 1,733,201,0,192,8,1,0,4,3,0,0,10,419
Mérida,4,300,0300 Básica,423,112,0,94,2,2,0,1,1,1,0,7,220
Mérida,4,300,0300 Contigua 1,424,128,0,110,7,1,0,1,1,1,0,5,254
Mérida,4,301,0301 Básica,627,275,0,148,13,0,0,4,0,1,0,7,448
Mérida,4,301,0301 Contigua 1,627,216,0,172,9,2,0,10,2,0,0,7,418
Mérida,4,302,0302 Básica,527,182,0,126,12,2,0,7,2,1,0,7,339
Mérida,4,302,0302 Contigua 1,528,185,0,130,2,0,0,1,0,1,0,0,319
Mérida,4,303,0303 Básica,685,176,0,174,7,2,0,3,3,0,0,4,369
Mérida,4,303,0303 Contigua 1,685,203,0,153,5,3,0,4,0,0,0,5,373
Mérida,4,303,0303 Contigua 2,685,183,0,161,11,2,0,3,0,0,0,2,362
Mérida,4,303,0303 Contigua 3,685,186,0,150,4,1,0,6,6,0,0,8,361
Mérida,4,303,0303 Contigua 4,685,0,0,0,0,0,0,0,0,0,0,0,0
Mérida,4,303,0303 Contigua 5,685,193,0,149,10,1,0,5,2,1,0,8,369
Mérida,4,303,0303 Contigua 6,686,176,0,141,9,0,0,5,4,0,0,4,339
Mérida,5,304,0304 Básica,420,122,0,109,7,2,0,3,0,0,0,6,249
Mérida,5,304,0304 Contigua 1,420,157,0,112,12,2,0,4,1,0,0,5,293
Mérida,1,305,0305 Básica,709,272,0,126,19,5,0,2,2,0,0,8,434
Mérida,1,305,0305 Contigua 1,710,276,0,147,11,3,0,5,3,2,0,6,453
Mérida,1,306,0306 Básica,403,159,0,87,2,2,0,1,0,0,0,2,253
Mérida,1,306,0306 Contigua 1,404,171,0,88,11,0,0,0,0,0,0,8,278
Mérida,4,307,0307 Básica,497,206,0,134,6,0,0,1,1,0,0,3,351
Mérida,4,307,0307 Contigua 1,498,210,0,119,7,3,0,0,0,0,0,4,343
Mérida,4,308,0308 Básica,738,187,0,184,7,1,0,1,3,0,0,17,400
Mérida,4,308,0308 Contigua 1,739,152,0,200,4,2,0,4,0,0,0,0,362
Mérida,4,308,0308 Contigua 2,739,165,0,181,10,3,0,1,3,0,0,12,375
Mérida,4,308,0308 Contigua 3,739,159,0,173,9,3,0,2,5,1,0,11,363
Mérida,4,308,0308 Contigua 4,739,172,0,165,5,1,0,1,4,1,0,12,361
Mérida,4,309,0309 Básica,447,63,0,134,4,0,0,1,2,0,0,4,208
Mérida,4,309,0309 Contigua 1,448,49,0,186,0,2,0,3,2,0,0,1,243
Mérida,4,310,0310 Básica,549,124,0,188,6,2,0,4,5,0,0,4,333
Mérida,4,310,0310 Contigua 1,549,93,0,183,9,1,0,2,4,0,0,9,301
Mérida,4,311,0311 Básica,650,232,0,146,14,4,0,2,1,1,0,5,405
Mérida,4,311,0311 Contigua 1,650,203,0,157,13,3,0,1,3,0,0,5,385
Mérida,4,311,0311 Contigua 2,651,197,0,163,10,2,0,0,1,1,0,7,381
Mérida,4,312,0312 Básica,657,230,0,146,14,2,0,2,4,1,0,4,403
Mérida,4,313,0313 Básica,426,145,0,104,7,0,0,2,0,3,0,4,265
Mérida,4,313,0313 Contigua 1,426,156,0,106,5,1,0,2,2,0,0,12,284
Mérida,4,314,0314 Básica,505,151,0,114,5,4,0,3,4,0,0,11,292
Mérida,4,314,0314 Contigua 1,506,136,0,143,2,1,0,5,2,1,0,9,299
Mérida,4,315,0315 Básica,464,166,0,101,6,2,0,7,2,0,0,8,292
Mérida,4,315,0315 Contigua 1,464,161,0,101,8,3,0,2,0,0,1,5,281
Mérida,2,316,0316 Básica,444,153,0,104,3,1,0,6,0,0,0,7,274
Mérida,2,316,0316 Contigua 1,445,169,0,82,10,2,0,3,2,0,0,4,272
Mérida,1,317,0317 Básica,429,168,0,111,8,0,0,2,0,1,0,5,295
Mérida,1,317,0317 Contigua 1,429,167,0,82,4,3,0,0,2,0,0,4,262
Mérida,1,318,0318 Básica,744,306,0,146,11,0,0,0,2,0,0,5,470
Mérida,1,319,0319 Básica,613,231,0,138,8,0,0,0,2,0,0,10,389
Mérida,1,319,0319 Contigua 1,614,216,0,162,3,1,0,1,2,0,0,11,396
Mérida,5,320,0320 Básica,517,158,0,132,4,1,0,2,1,0,0,10,308
Mérida,5,320,0320 Contigua 1,518,136,0,159,6,4,0,2,0,1,0,12,320
Mérida,5,321,0321 Básica,508,207,0,112,10,1,0,1,1,0,0,5,337
Mérida,5,321,0321 Contigua 1,509,221,0,100,7,2,0,2,2,2,1,13,350
Mérida,5,321,0321 Contigua 2,509,228,0,115,9,1,0,1,2,0,0,4,360
Mérida,5,322,0322 Básica,694,226,0,185,5,3,0,3,1,0,0,9,432
Mérida,5,322,0322 Contigua 1,695,215,0,185,8,6,0,2,1,1,0,7,425
Mérida,5,323,0323 Básica,448,150,0,112,3,0,0,2,1,0,0,4,272
Mérida,5,323,0323 Contigua 1,449,168,0,118,9,2,0,1,2,1,0,4,305
Mérida,5,324,0324 Básica,418,96,0,120,1,3,0,3,1,0,0,9,233
Mérida,5,324,0324 Contigua 1,418,88,0,129,3,1,0,1,3,1,0,4,230
