CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,MAS,PAN_PRD,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD,C_COMUN_PRI_PVEM_NA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1284,C,2,0,C02,55,97,11,3,11,0,18,127,4,0,1,1,2,0,2,4,2,0,1,,,,,,,,,,,,,,,,339,0,12,351,611,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1287,B,1,0,B,29,97,6,7,18,9,4,152,1,0,1,1,3,0,0,4,2,0,1,,,,,,,,,,,,,,,,335,0,5,340,620,Grupo de Recuento,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1287,C,1,0,C01,27,112,9,2,24,3,9,115,9,0,2,4,2,3,0,6,8,0,1,,,,,,,,,,,,,,,,336,1,7,344,619,Grupo de Recuento,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1288,B,1,0,B,49,113,1,10,7,11,1,138,2,1,0,0,6,0,0,2,0,0,0,,,,,,,,,,,,,,,,341,0,11,352,714,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1288,C,1,0,C01,60,106,3,3,16,5,4,119,2,0,0,0,1,0,0,0,3,0,2,,,,,,,,,,,,,,,,324,0,9,333,714,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1289,B,1,0,B,54,107,4,6,3,9,4,157,3,3,2,2,0,0,0,4,3,0,0,,,,,,,,,,,,,,,,361,0,4,365,710,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1289,C,1,0,C01,52,117,3,4,4,11,4,127,2,1,2,5,0,0,0,3,3,0,1,,,,,,,,,,,,,,,,339,0,12,351,709,Grupo de Recuento,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1289,C,2,0,C02,58,121,4,1,6,17,6,137,2,2,0,0,0,0,0,1,3,0,1,,,,,,,,,,,,,,,,359,0,6,365,709,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1289,C,3,0,C03,45,122,1,5,8,19,4,134,2,5,2,1,2,0,0,1,4,2,0,,,,,,,,,,,,,,,,357,0,4,361,709,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1289,C,4,0,C04,48,111,3,4,6,10,5,116,0,1,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,307,0,7,314,709,Grupo de Recuento,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1302,B,1,0,B,24,106,1,4,11,6,6,171,0,8,0,4,1,2,0,2,2,0,0,,,,,,,,,,,,,,,,348,0,12,360,721,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1303,B,1,0,B,33,72,6,7,15,5,2,154,5,2,0,1,1,0,0,4,2,0,0,,,,,,,,,,,,,,,,309,0,1,310,678,Grupo de Recuento,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1303,C,1,0,C01,23,62,3,7,3,2,2,148,3,3,1,3,2,1,0,8,0,0,1,,,,,,,,,,,,,,,,272,0,14,286,678,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1303,C,2,0,C02,28,65,5,0,16,3,1,150,4,3,0,0,1,0,0,10,4,0,1,,,,,,,,,,,,,,,,291,0,6,297,677,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1303,C,3,0,C03,35,52,4,4,11,2,3,141,3,2,0,0,2,0,0,7,3,0,1,,,,,,,,,,,,,,,,270,0,8,278,677,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1303,C,4,0,C04,33,65,6,4,18,5,6,140,3,0,0,2,1,0,0,9,8,0,0,,,,,,,,,,,,,,,,300,0,6,306,677,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1303,C,5,0,C05,38,73,6,5,12,5,5,157,3,1,0,2,0,0,0,3,2,0,1,,,,,,,,,,,,,,,,313,0,5,318,677,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1303,C,6,0,C06,24,58,4,1,9,4,3,163,4,2,0,1,0,0,1,3,5,0,3,,,,,,,,,,,,,,,,285,0,11,296,677,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1303,C,7,0,C07,22,52,1,1,12,9,0,145,3,1,2,1,2,0,0,3,5,0,2,,,,,,,,,,,,,,,,261,0,5,266,677,Grupo de Recuento,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1303,C,8,0,C08,28,60,10,3,6,9,3,161,4,3,0,0,2,0,0,5,1,0,1,,,,,,,,,,,,,,,,296,0,8,304,677,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1304,B,1,0,B,44,100,1,2,2,7,5,99,2,4,1,4,2,0,0,3,1,0,0,,,,,,,,,,,,,,,,277,0,6,283,454,Grupo de Recuento,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1304,C,1,0,C01,50,108,2,2,5,8,3,106,0,0,1,5,1,0,5,0,0,0,0,,,,,,,,,,,,,,,,296,0,0,296,454,Acta Casilla,,,
1,26,Sonora,19,NAVOJOA,65,NAVOJOA,1305,B,1,0,B,90,138,4,4,9,28,1,129,5,3,1,2,1,2,0,1,1,0,0,,,,,,,,,,,,,,,,419,0,5,424,674,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1270,B,1,0,B,20,66,2,2,8,4,0,89,3,1,1,1,1,3,0,3,0,0,0,,,,,,,,,,,,,,,,204,0,7,211,535,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1270,C,1,0,C01,17,84,3,3,4,3,4,94,2,2,0,0,1,0,0,4,2,0,0,,,,,,,,,,,,,,,,223,0,18,241,535,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1270,C,2,0,C02,17,73,11,6,11,3,3,105,3,3,0,2,0,0,1,2,2,0,2,,,,,,,,,,,,,,,,244,0,4,248,535,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1271,B,1,0,B,40,130,7,3,2,5,0,91,0,1,1,3,7,1,0,2,2,0,0,,,,,,,,,,,,,,,,295,0,12,307,601,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1271,C,1,0,C01,48,110,7,5,4,5,4,91,3,0,4,4,4,0,0,4,1,0,0,,,,,,,,,,,,,,,,294,0,12,306,600,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1272,B,1,0,B,25,96,5,2,8,5,3,91,2,1,1,1,0,5,1,2,2,0,0,,,,,,,,,,,,,,,,250,0,14,264,498,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1275,B,1,0,B,31,63,5,4,10,1,2,75,2,0,2,2,3,0,0,2,1,1,0,,,,,,,,,,,,,,,,204,0,5,209,376,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1275,C,1,0,C01,29,66,10,1,7,1,2,62,2,0,2,1,0,1,2,1,2,0,1,,,,,,,,,,,,,,,,190,0,11,201,375,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1276,B,1,0,B,32,73,7,3,8,2,2,95,1,1,0,3,3,0,0,1,2,0,0,,,,,,,,,,,,,,,,233,0,14,247,502,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1276,C,1,0,C01,45,72,2,2,10,2,0,80,1,1,2,4,1,0,0,4,4,0,1,,,,,,,,,,,,,,,,231,0,10,241,501,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1277,B,1,0,B,68,56,1,2,11,3,6,111,1,1,1,0,0,0,0,1,3,0,3,,,,,,,,,,,,,,,,268,0,11,279,525,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1277,C,1,0,C01,41,83,3,0,11,3,3,114,1,2,0,5,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,270,0,8,278,525,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1277,C,2,0,C02,55,39,0,2,12,4,4,103,3,2,0,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,229,0,9,238,525,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1278,B,1,0,B,37,109,7,3,11,2,1,91,4,0,2,3,2,0,0,5,2,0,2,,,,,,,,,,,,,,,,281,0,16,297,628,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1278,C,1,0,C01,30,127,3,3,16,2,4,87,3,0,2,0,1,1,0,3,3,0,2,,,,,,,,,,,,,,,,287,0,11,298,627,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1278,C,2,0,C02,35,94,5,1,13,5,3,99,2,1,0,3,3,2,0,5,1,1,0,,,,,,,,,,,,,,,,273,0,13,286,627,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1285,B,1,0,B,34,68,8,4,11,1,1,82,1,0,0,1,6,0,0,2,1,0,3,,,,,,,,,,,,,,,,223,0,17,240,490,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1285,C,1,0,C01,45,66,6,3,4,1,3,83,2,3,1,0,2,1,1,5,2,0,1,,,,,,,,,,,,,,,,229,0,11,240,490,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1286,B,1,0,B,44,52,6,3,6,3,5,61,1,6,0,0,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,190,0,14,204,379,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1286,C,1,0,C01,43,57,11,4,8,4,1,63,3,5,3,2,1,0,0,2,1,0,2,,,,,,,,,,,,,,,,210,0,16,226,378,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1286,E,1,0,E01,49,62,3,0,16,1,8,84,2,0,1,2,1,1,0,7,3,0,1,,,,,,,,,,,,,,,,241,0,10,251,414,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1286,E,1,1,E01C01,42,54,2,2,8,3,2,100,1,1,1,1,6,0,0,2,6,0,1,,,,,,,,,,,,,,,,232,0,9,241,414,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1290,B,1,0,B,36,184,7,2,3,0,8,120,3,6,0,3,7,0,1,1,1,0,0,,,,,,,,,,,,,,,,382,0,10,392,671,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1290,C,1,0,C01,36,185,4,2,10,1,5,102,1,1,0,6,7,2,0,6,5,2,1,,,,,,,,,,,,,,,,376,0,17,393,670,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1291,B,1,0,B,39,143,3,3,8,4,3,118,2,4,2,1,4,1,0,3,2,0,0,,,,,,,,,,,,,,,,340,0,20,360,684,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1291,C,1,0,C01,44,152,4,4,11,3,2,119,1,3,1,2,0,0,0,5,5,1,2,,,,,,,,,,,,,,,,359,0,15,374,684,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1291,C,2,0,C02,62,125,3,2,12,2,3,119,4,5,3,1,2,0,0,1,2,0,2,,,,,,,,,,,,,,,,348,0,13,361,684,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1291,C,3,0,C03,62,138,5,2,14,3,2,119,5,15,1,4,3,2,0,2,2,0,2,,,,,,,,,,,,,,,,381,0,15,396,684,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1292,B,1,0,B,22,31,1,2,5,1,6,133,2,2,4,0,2,0,0,3,2,0,2,,,,,,,,,,,,,,,,218,0,9,227,376,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1292,C,1,0,C01,20,37,4,1,14,3,2,125,1,5,0,1,2,1,0,5,1,0,0,,,,,,,,,,,,,,,,222,0,10,232,376,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1292,E,1,0,E01,26,98,0,3,22,4,7,71,4,0,1,0,2,0,0,0,3,0,3,,,,,,,,,,,,,,,,244,0,13,257,459,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1292,E,1,1,E01C01,22,112,5,2,27,2,5,45,6,2,1,4,4,2,0,2,3,0,0,,,,,,,,,,,,,,,,244,0,13,257,458,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1293,B,1,0,B,26,101,4,1,9,6,8,80,2,3,1,4,3,2,0,0,1,0,1,,,,,,,,,,,,,,,,252,0,15,267,472,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1293,C,1,0,C01,30,123,4,6,3,3,3,76,0,4,1,6,1,1,0,3,0,0,7,,,,,,,,,,,,,,,,271,0,9,280,472,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1293,E,1,0,E01,13,71,2,1,13,8,1,132,3,1,0,4,2,0,0,6,0,0,2,,,,,,,,,,,,,,,,259,0,11,270,637,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1294,B,1,0,B,59,49,10,5,6,10,1,70,2,1,1,0,0,1,0,1,1,0,2,,,,,,,,,,,,,,,,219,0,6,225,434,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1294,C,1,0,C01,44,73,5,1,13,5,6,82,4,1,1,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,,239,1,17,257,433,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1294,E,1,0,E01,12,49,0,1,2,1,4,20,0,0,1,0,2,0,0,0,0,0,2,,,,,,,,,,,,,,,,94,0,8,102,183,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1295,B,1,0,B,38,94,8,3,9,2,3,117,1,16,1,1,1,1,0,3,2,0,0,,,,,,,,,,,,,,,,300,0,13,313,580,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1295,C,1,0,C01,25,97,5,4,13,2,2,88,0,9,7,1,2,2,0,7,3,0,1,,,,,,,,,,,,,,,,268,0,15,283,580,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1296,B,1,0,B,44,81,3,2,7,14,1,138,1,1,2,2,0,1,1,2,2,0,1,,,,,,,,,,,,,,,,303,0,12,315,521,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1296,C,1,0,C01,32,87,5,1,10,2,5,125,1,3,1,2,1,0,0,3,0,0,2,,,,,,,,,,,,,,,,280,0,13,293,521,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1297,B,1,0,B,72,101,8,0,14,5,5,136,4,6,1,0,2,1,0,6,4,0,1,,,,,,,,,,,,,,,,366,0,21,387,606,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1297,C,1,0,C01,47,106,6,2,11,5,5,140,2,4,0,2,4,0,0,4,2,0,1,,,,,,,,,,,,,,,,341,0,20,361,605,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1297,C,2,0,C02,46,96,5,5,20,2,11,155,7,8,1,4,1,1,0,2,2,0,0,,,,,,,,,,,,,,,,366,0,17,383,605,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1298,B,1,0,B,44,53,4,4,17,6,4,86,2,1,1,3,3,0,0,5,3,1,0,,,,,,,,,,,,,,,,237,0,18,255,429,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1298,C,1,0,C01,45,42,6,3,12,4,2,114,1,1,2,2,2,0,0,4,2,0,1,,,,,,,,,,,,,,,,243,0,14,257,428,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1298,E,1,0,E01,18,40,2,0,19,15,2,22,6,0,1,0,0,0,0,0,1,1,4,,,,,,,,,,,,,,,,131,0,9,140,260,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1299,B,1,0,B,59,80,6,1,13,6,6,94,2,1,1,4,1,0,1,0,2,0,0,,,,,,,,,,,,,,,,277,0,15,292,469,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1300,B,1,0,B,51,92,7,0,13,11,6,128,3,0,0,3,3,0,0,3,4,1,2,,,,,,,,,,,,,,,,327,0,16,343,651,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1300,C,1,0,C01,60,73,7,1,16,12,3,128,3,0,0,2,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,310,0,13,323,651,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1300,C,2,0,C02,74,89,6,2,16,9,10,129,6,1,1,0,2,0,0,6,3,0,2,,,,,,,,,,,,,,,,356,0,15,371,651,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,65,NAVOJOA,1301,B,1,0,B,25,57,8,4,6,2,1,99,1,0,1,5,4,0,0,1,3,0,1,,,,,,,,,,,,,,,,218,0,0,218,456,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,215,B,1,0,B,31,78,1,3,3,58,3,80,2,7,2,0,2,0,0,0,1,0,0,,,,,,,,,,,,,,,,271,0,10,281,595,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,215,C,1,0,C01,24,73,2,1,6,66,3,89,2,3,1,2,4,0,0,0,4,0,1,,,,,,,,,,,,,,,,281,0,8,289,595,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,215,C,2,0,C02,25,61,1,2,8,61,2,86,1,5,1,2,2,0,0,1,1,0,1,,,,,,,,,,,,,,,,260,0,6,266,595,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,215,C,3,0,C03,22,77,3,1,5,74,9,90,6,3,1,3,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,296,0,4,300,594,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,216,B,1,0,B,26,93,4,6,7,81,3,85,1,2,1,1,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,312,0,4,316,627,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,216,C,1,0,C01,39,88,2,4,6,85,7,88,0,7,2,1,2,0,0,0,1,0,1,,,,,,,,,,,,,,,,333,0,3,336,627,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,216,C,2,0,C02,48,91,3,2,5,77,8,80,2,7,4,2,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,333,0,5,338,626,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,216,C,3,0,C03,39,96,0,3,10,78,4,76,4,5,1,3,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,322,0,5,327,626,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,216,C,4,0,C04,45,83,1,3,7,86,4,78,1,4,2,2,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,319,0,6,325,626,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,216,C,5,0,C05,49,73,3,1,8,90,2,98,3,4,1,3,0,1,0,2,1,0,2,,,,,,,,,,,,,,,,341,0,9,350,626,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,B,1,0,B,33,84,3,5,4,61,1,88,5,3,0,1,2,0,0,1,1,0,0,,,,,,,,,,,,,,,,292,0,6,298,724,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,1,0,C01,31,82,2,3,7,59,4,91,0,10,1,2,1,0,0,2,0,0,3,,,,,,,,,,,,,,,,298,0,4,302,724,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,2,0,C02,44,77,2,2,5,60,4,102,2,7,1,3,1,1,0,3,1,0,0,,,,,,,,,,,,,,,,315,0,5,320,724,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,3,0,C03,35,59,2,6,8,69,8,75,1,2,1,2,1,0,0,3,3,0,0,,,,,,,,,,,,,,,,275,0,9,284,724,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,4,0,C04,28,86,0,8,8,78,9,101,1,5,1,1,2,1,0,3,0,0,1,,,,,,,,,,,,,,,,333,0,13,346,724,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,5,0,C05,33,56,1,3,7,65,4,98,1,5,2,4,0,0,0,4,1,0,0,,,,,,,,,,,,,,,,284,0,7,291,724,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,6,0,C06,28,82,2,4,4,60,7,88,1,9,1,3,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,291,0,14,305,724,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,7,0,C07,30,100,3,5,8,66,8,90,1,11,1,1,2,0,0,0,2,0,0,,,,,,,,,,,,,,,,328,0,5,333,724,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,8,0,C08,29,60,1,4,13,91,7,96,3,1,1,1,1,0,0,4,1,0,1,,,,,,,,,,,,,,,,314,0,4,318,724,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,9,0,C09,52,60,1,5,5,72,7,95,4,3,1,1,0,0,0,3,0,0,1,,,,,,,,,,,,,,,,310,0,6,316,724,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,10,0,C10,41,92,3,5,7,90,7,91,1,6,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,345,0,3,348,724,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,11,0,C11,29,85,1,3,8,65,3,75,6,2,2,2,1,1,0,2,2,0,1,,,,,,,,,,,,,,,,288,0,9,297,724,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,12,0,C12,36,66,2,3,5,76,4,82,1,5,3,4,1,1,0,2,2,0,0,,,,,,,,,,,,,,,,293,0,6,299,724,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,13,0,C13,40,67,0,3,7,63,5,93,3,5,1,2,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,290,0,3,293,723,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,14,0,C14,19,80,2,4,6,65,5,78,1,4,1,2,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,270,0,3,273,723,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,15,0,C15,30,65,2,3,6,54,5,115,2,2,0,1,1,0,0,4,0,0,0,,,,,,,,,,,,,,,,290,0,4,294,723,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,16,0,C16,39,76,3,3,7,58,4,86,3,4,0,4,0,1,0,0,1,0,3,,,,,,,,,,,,,,,,292,0,9,301,723,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,217,C,17,0,C17,38,76,2,3,2,67,8,96,3,3,0,3,1,0,0,3,1,0,0,,,,,,,,,,,,,,,,306,0,7,313,723,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,222,B,1,0,B,26,47,1,3,8,64,8,82,1,2,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,244,0,5,249,665,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,222,C,1,0,C01,39,62,2,5,4,53,2,78,1,2,0,3,1,2,0,0,2,0,1,,,,,,,,,,,,,,,,257,0,6,263,665,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,222,C,2,0,C02,24,54,2,2,7,56,2,85,3,3,1,1,3,0,0,2,2,0,0,,,,,,,,,,,,,,,,247,0,6,253,665,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,222,C,3,0,C03,25,57,1,4,11,69,2,77,0,6,2,4,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,262,0,13,275,664,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,222,C,4,0,C04,23,46,2,2,2,56,4,95,4,3,0,1,2,1,0,2,1,0,1,,,,,,,,,,,,,,,,245,0,10,255,664,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,222,C,5,0,C05,17,63,4,3,5,49,4,83,3,3,2,1,2,0,0,2,1,0,1,,,,,,,,,,,,,,,,243,0,10,253,664,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,222,C,6,0,C06,27,59,1,3,7,58,2,102,1,3,0,1,3,0,0,5,0,0,1,,,,,,,,,,,,,,,,273,0,5,278,664,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,223,B,1,0,B,40,53,3,3,8,107,6,116,2,7,1,1,3,0,0,2,2,0,1,,,,,,,,,,,,,,,,355,0,6,361,739,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,223,C,1,0,C01,29,64,2,3,7,97,3,114,2,3,0,2,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,329,0,9,338,739,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,223,C,2,0,C02,35,72,2,3,5,101,4,115,3,3,0,0,1,0,0,5,2,0,1,,,,,,,,,,,,,,,,352,0,5,357,739,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,223,C,3,0,C03,38,59,0,3,7,98,7,101,0,7,2,1,2,1,0,2,2,0,0,,,,,,,,,,,,,,,,330,0,7,337,739,Acta Casilla,,,
1,26,Sonora,4,NOGALES,30,NOGALES,223,C,4,0,C04,24,60,3,3,3,90,5,125,1,7,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,324,1,4,329,739,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,223,C,5,0,C05,37,75,0,3,6,110,7,97,0,4,0,2,1,1,0,0,2,0,0,,,,,,,,,,,,,,,,345,0,5,350,739,Grupo de Recuento,,,
1,26,Sonora,4,NOGALES,30,NOGALES,223,C,6,0,C06,31,67,3,1,5,99,4,104,3,5,1,3,0,0,2,0,1,0,0,,,,,,,,,,,,,,,,329,0,2,331,739,Acta Casilla,,,
