DISTRITO,MUNICIPIO,DTO_R,CAB_R,MUNI_R,SECCION,CASILLA,PAN,FIDE,PRD,PRV,NO_REG,NULOS
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2281,B,117,59,29,1,0,14
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2281,C,136,56,22,2,1,8
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2281,C2,143,69,18,1,0,4
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2282,B,110,42,28,1,0,3
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2282,C,87,48,28,0,0,10
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2283,B,201,90,40,1,1,16
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2283,C,180,92,42,0,0,11
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2284,B,145,54,20,1,0,3
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2284,C,123,54,24,1,0,0
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2284,C2,130,52,29,2,1,5
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2285,B,114,73,31,2,0,4
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2285,C,99,83,22,2,0,5
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2285,C2,142,70,26,3,0,6
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2286,B,175,66,51,2,0,11
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2286,C,151,80,61,8,1,9
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2286,C2,158,76,60,3,0,18
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2286,C3,144,61,61,1,0,9
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2286,C4,129,72,68,3,1,16
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2286,C5,123,67,76,0,0,13
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2286,C6,146,56,60,5,0,15
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2286,C7,144,66,52,7,1,8
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2287,B,135,52,26,0,0,8
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2287,C,136,37,30,1,0,6
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2288,B,136,63,39,0,0,7
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2288,C,122,72,27,1,0,13
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2289,B,102,58,27,5,0,10
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2289,C,110,63,29,2,0,0
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2290,B,161,76,76,2,0,18
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2290,C,155,79,48,7,0,6
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2291,B,84,40,35,1,0,0
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2291,C,97,40,40,3,0,7
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2292,B,125,60,31,4,0,4
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2292,C,113,52,34,6,0,5
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2293,B,136,79,26,3,0,9
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2293,C,135,83,43,4,0,10
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2293,C2,146,72,27,4,0,15
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2294,B,191,89,48,2,0,7
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2295,B,90,51,34,2,0,7
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2295,C,112,42,28,0,0,7
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2296,B,181,84,41,5,0,7
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2296,C,179,85,39,5,0,8
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2297,B,202,97,66,9,0,12
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2297,C,184,94,42,7,0,12
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2298,B,168,99,40,9,0,16
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2298,C,196,89,58,8,0,6
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2299,B,217,78,53,5,0,6
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2300,B,142,54,41,1,0,4
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2300,C,134,61,30,2,0,6
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2301,B,143,53,45,4,1,7
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2301,C,146,51,47,2,0,0
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2302,B,127,70,30,2,1,11
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2302,C,131,41,28,0,0,4
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2303,B,125,38,41,2,0,7
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2303,C,127,64,33,2,0,185
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2304,B,114,43,44,5,0,3
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2304,C,100,62,42,4,0,1
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2305,B,177,101,66,6,0,13
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2305,C,199,71,59,9,0,4
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2306,B,165,121,69,6,0,0
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2307,B,151,84,62,1,0,13
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2307,C,151,78,55,2,0,13
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2308,B,173,104,57,2,0,8
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2308,C,178,111,61,2,0,15
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2309,B,207,108,47,10,0,9
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2309,C,207,112,30,6,0,10
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2310,B,130,71,48,1,0,5
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2310,C,120,59,74,3,0,14
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2311,B,176,88,36,2,0,7
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2311,C,138,110,38,4,0,8
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2312,B,117,69,41,3,0,10
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2312,C,122,80,21,5,0,13
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2313,B,113,77,36,4,0,6
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2313,C,135,67,39,2,0,11
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2314,B,137,47,47,2,0,8
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2314,C,132,80,50,1,0,5
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2315,B,96,54,44,2,0,7
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2315,C,93,62,56,1,0,9
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2316,B,173,109,52,1,0,10
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2316,C,163,95,46,2,0,5
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2316,C2,185,96,43,3,0,8
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2317,B,106,45,15,1,0,6
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2318,B,61,15,23,0,0,6
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2319,B,181,178,4,0,0,10
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2320,B,40,35,4,0,0,4
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2321,B,111,129,1,0,0,8
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2322,B,22,64,3,0,0,2
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2323,B,109,110,2,0,0,7
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2324,B,,,,,,
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2325,B,136,168,4,0,0,11
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2326,B,152,145,1,0,0,0
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2326,C,181,116,2,0,0,33
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2327,B,171,68,59,0,0,14
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2328,B,44,14,11,0,0,0
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2329,B,163,23,27,0,0,11
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2330,B,,,,,,
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2331,B,159,51,38,1,0,9
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2331,C,119,52,53,2,0,6
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2332,B,244,79,62,0,0,0
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2332,X,109,32,25,1,0,7
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2333,B,84,51,1,0,0,6
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2334,B,183,117,5,0,0,8
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2335,B,103,114,2,0,0,5
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2336,B,176,177,3,0,0,15
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2337,B,55,82,4,0,0,5
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2338,B,122,277,8,0,0,9
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2339,B,94,205,8,0,0,13
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2339,C,92,231,6,0,0,8
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2339,C2,104,205,13,0,0,14
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2340,B,84,187,11,0,0,5
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2340,C,93,201,4,0,0,11
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2341,B,72,243,10,0,0,9
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2341,C,71,235,6,0,0,8
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2341,C2,69,238,4,0,0,11
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2342,B,194,119,6,0,0,15
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2342,C,202,104,4,0,2,13
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2343,B,212,151,2,0,0,8
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2343,C,183,157,3,0,0,22
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2344,B,186,110,6,0,0,13
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2344,C,189,111,4,0,0,22
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2345,B,123,90,1,0,0,11
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2346,B,58,29,1,0,0,1
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2347,B,277,46,28,0,0,15
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2347,C,281,34,25,0,0,15
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2348,B,121,43,39,1,0,3
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2348,C,121,44,48,1,0,5
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2349,B,123,45,21,3,0,3
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2349,C,124,42,15,0,0,10
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2350,B,18,18,2,0,0,0
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2351,B,143,212,9,0,0,12
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2352,B,123,151,5,0,0,8
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2352,C,111,145,4,0,0,10
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2353,B,122,81,4,0,1,8
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2353,C,106,80,3,0,0,12
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2354,B,96,134,6,0,0,6
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2354,C,73,182,2,0,0,6
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2355,B,129,276,6,0,0,20
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2356,B,139,118,9,0,0,7
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2356,C,135,135,4,0,0,7
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2357,B,133,117,16,0,0,17
MARTINEZ DE LA TORRE,SAN RAFAEL,8,0,211,2357,C,132,133,5,0,0,5
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2358,B,176,69,18,1,0,4
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2358,C,164,91,26,2,0,6
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2359,B,163,46,44,0,0,7
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2359,C,172,46,64,2,0,9
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2360,B,160,44,22,0,0,9
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2360,C,144,39,22,0,0,11
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2360,C2,170,47,26,5,0,14
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2361,B,114,48,76,0,0,7
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2362,B,65,28,20,0,0,4
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2363,B,164,57,17,0,0,8
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2363,C,202,47,19,1,0,4
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2364,B,158,52,29,1,0,9
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2365,B,184,77,31,0,0,9
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2366,B,132,139,12,3,0,3
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2367,B,133,48,42,1,1,8
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2367,C,0,0,0,0,0,0
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2368,B,188,65,56,0,0,0
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2369,B,59,66,51,0,0,3
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2370,B,84,47,1,1,0,5
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2371,B,191,10,35,2,0,6
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2372,B,198,62,15,1,0,6
MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,8,0,103,2373,B,200,24,14,1,0,6
PAPANTLA,MECATLAN,7,1,104,2374,B,156,83,108,102,0,0
PAPANTLA,MECATLAN,7,1,104,2374,C,141,105,90,111,0,27
PAPANTLA,MECATLAN,7,1,104,2375,B,113,131,135,83,0,35
PAPANTLA,MECATLAN,7,1,104,2375,C,,,,,,
PAPANTLA,MECATLAN,7,1,104,2376,B,79,174,116,60,0,24
PAPANTLA,MECATLAN,7,1,104,2376,X,65,65,79,119,0,115
PAPANTLA,MECATLAN,7,1,104,2377,B,191,188,124,51,0,17
PAPANTLA,MECATLAN,7,1,104,2378,B,92,24,160,20,0,14
PAPANTLA,MECATLAN,7,1,104,2378,C,88,31,209,10,0,11
COSOLEACAQUE,MECAYAPAN,27,1,105,2379,B,78,173,90,90,0,21
COSOLEACAQUE,MECAYAPAN,27,1,105,2379,C,60,160,71,131,0,20
COSOLEACAQUE,MECAYAPAN,27,1,105,2379,C2,48,189,54,105,0,25
COSOLEACAQUE,MECAYAPAN,27,1,105,2380,B,64,106,101,103,0,44
COSOLEACAQUE,MECAYAPAN,27,1,105,2380,C,61,78,130,119,0,28
COSOLEACAQUE,MECAYAPAN,27,1,105,2381,B,84,94,139,14,0,31
COSOLEACAQUE,MECAYAPAN,27,1,105,2381,X,38,50,32,25,0,46
COSOLEACAQUE,TATAHUICAPAN,27,1,210,2382,B,103,143,106,0,0,11
COSOLEACAQUE,MECAYAPAN,27,1,105,2383,B,148,72,41,65,0,23
COSOLEACAQUE,TATAHUICAPAN,27,1,210,2384,B,41,194,323,0,0,25
COSOLEACAQUE,TATAHUICAPAN,27,1,210,2384,C,54,220,302,0,0,27
COSOLEACAQUE,TATAHUICAPAN,27,1,210,2385,B,23,230,214,0,3,19
COSOLEACAQUE,TATAHUICAPAN,27,1,210,2385,C,35,188,238,0,0,0
COSOLEACAQUE,TATAHUICAPAN,27,1,210,2386,B,32,176,190,0,0,0
COSOLEACAQUE,TATAHUICAPAN,27,1,210,2386,C,51,157,181,0,0,17
COSOLEACAQUE,TATAHUICAPAN,27,1,210,2386,C2,51,181,149,0,0,14
COSOLEACAQUE,MECAYAPAN,27,1,105,2387,B,79,67,62,83,0,0
COSOLEACAQUE,MECAYAPAN,27,1,105,2387,C,69,44,114,41,0,54
COSOLEACAQUE,MECAYAPAN,27,1,105,2387,X,54,50,44,84,0,18
COSOLEACAQUE,MECAYAPAN,27,1,105,2388,B,68,112,118,90,0,25
COSOLEACAQUE,MECAYAPAN,27,1,105,2388,C,103,90,86,90,0,45
COSOLEACAQUE,MECAYAPAN,27,1,105,2388,C2,84,100,85,82,0,36
COSOLEACAQUE,MECAYAPAN,27,1,105,2389,B,50,57,111,47,0,17
COSOLEACAQUE,MECAYAPAN,27,1,105,2389,C,47,45,88,52,0,24
COSOLEACAQUE,MECAYAPAN,27,1,105,2389,X,11,9,10,68,0,10
COSOLEACAQUE,MECAYAPAN,27,1,105,2389,X2,72,43,133,33,0,2
BOCA DEL RIO,MEDELLIN,22,1,106,2390,B,112,32,120,56,0,6
BOCA DEL RIO,MEDELLIN,22,1,106,2390,C,143,47,131,44,0,7
BOCA DEL RIO,MEDELLIN,22,1,106,2390,C2,106,35,123,0,0,4
BOCA DEL RIO,MEDELLIN,22,1,106,2390,X,37,20,19,54,0,7
BOCA DEL RIO,MEDELLIN,22,1,106,2391,B,120,63,66,46,0,18
BOCA DEL RIO,MEDELLIN,22,1,106,2391,C,136,70,74,51,0,6
BOCA DEL RIO,MEDELLIN,22,1,106,2392,B,100,47,47,99,0,19
BOCA DEL RIO,MEDELLIN,22,1,106,2392,C,133,94,47,66,0,0
BOCA DEL RIO,MEDELLIN,22,1,106,2393,B,66,35,52,130,0,11
BOCA DEL RIO,MEDELLIN,22,1,106,2393,C,81,33,46,92,0,20
BOCA DEL RIO,MEDELLIN,22,1,106,2394,B,146,36,73,92,0,13
BOCA DEL RIO,MEDELLIN,22,1,106,2394,C,154,22,65,103,0,14
BOCA DEL RIO,MEDELLIN,22,1,106,2395,B,85,35,65,75,0,9
BOCA DEL RIO,MEDELLIN,22,1,106,2396,B,72,19,74,193,0,8
BOCA DEL RIO,MEDELLIN,22,1,106,2396,C,98,23,62,174,2,10
BOCA DEL RIO,MEDELLIN,22,1,106,2397,B,105,26,54,99,0,2
BOCA DEL RIO,MEDELLIN,22,1,106,2397,C,102,38,51,106,0,10
BOCA DEL RIO,MEDELLIN,22,1,106,2397,C2,131,17,54,89,0,9
BOCA DEL RIO,MEDELLIN,22,1,106,2398,B,108,20,48,118,1,193
BOCA DEL RIO,MEDELLIN,22,1,106,2398,C,118,25,61,106,0,6
BOCA DEL RIO,MEDELLIN,22,1,106,2399,B,89,23,57,78,0,11
BOCA DEL RIO,MEDELLIN,22,1,106,2399,C,71,31,72,61,0,9
BOCA DEL RIO,MEDELLIN,22,1,106,2400,B,126,46,75,132,0,19
BOCA DEL RIO,MEDELLIN,22,1,106,2401,B,107,59,41,100,0,20
BOCA DEL RIO,MEDELLIN,22,1,106,2401,C,78,54,73,104,0,18
BOCA DEL RIO,MEDELLIN,22,1,106,2402,B,115,60,57,32,0,10
BOCA DEL RIO,MEDELLIN,22,1,106,2402,C,115,38,59,53,0,16
BOCA DEL RIO,MEDELLIN,22,1,106,2403,B,97,42,192,50,0,15
BOCA DEL RIO,MEDELLIN,22,1,106,2403,C,116,32,196,28,0,15
BOCA DEL RIO,MEDELLIN,22,1,106,2404,B,63,157,15,31,0,7
BOCA DEL RIO,MEDELLIN,22,1,106,2404,C,31,170,19,42,0,7
BOCA DEL RIO,MEDELLIN,22,1,106,2405,B,75,117,66,36,0,10
BOCA DEL RIO,MEDELLIN,22,1,106,2405,C,79,100,65,40,0,18
BOCA DEL RIO,MEDELLIN,22,1,106,2405,C2,79,114,54,34,0,19
BOCA DEL RIO,MEDELLIN,22,1,106,2406,B,54,69,65,58,0,14
BOCA DEL RIO,MEDELLIN,22,1,106,2406,C,46,69,71,50,0,8
BOCA DEL RIO,MEDELLIN,22,1,106,2407,B,37,74,49,53,0,22
BOCA DEL RIO,MEDELLIN,22,1,106,2407,C,40,80,54,61,0,18
BOCA DEL RIO,MEDELLIN,22,1,106,2408,B,56,63,216,85,0,22
BOCA DEL RIO,MEDELLIN,22,1,106,2409,B,148,150,53,56,0,21
BOCA DEL RIO,MEDELLIN,22,1,106,2409,C,109,167,57,64,0,12
BOCA DEL RIO,MEDELLIN,22,1,106,2410,B,138,130,45,102,1,10
BOCA DEL RIO,MEDELLIN,22,1,106,2411,B,50,169,65,44,0,11
BOCA DEL RIO,MEDELLIN,22,1,106,2411,C,59,158,81,48,0,17
BOCA DEL RIO,MEDELLIN,22,1,106,2411,C2,34,175,72,49,0,16
BOCA DEL RIO,MEDELLIN,22,1,106,2412,B,24,64,9,55,2,15
BOCA DEL RIO,MEDELLIN,22,1,106,2413,B,58,65,138,22,0,13
BOCA DEL RIO,MEDELLIN,22,1,106,2414,B,27,53,82,88,0,10
MISANTLA,MIAHUATLAN,9,1,107,2415,B,74,181,66,0,0,5
MISANTLA,MIAHUATLAN,9,1,107,2415,C,77,154,78,0,0,6
MISANTLA,MIAHUATLAN,9,1,107,2416,B,154,116,173,0,1,10
MISANTLA,MIAHUATLAN,9,1,107,2416,C,179,109,165,0,0,6
MISANTLA,MIAHUATLAN,9,1,107,2417,B,117,106,98,0,0,6
MISANTLA,MIAHUATLAN,9,1,107,2417,X,53,8,31,0,0,3
PEROTE,LAS MINAS,10,1,108,2418,B,121,141,108,0,0,13
PEROTE,LAS MINAS,10,1,108,2418,C,109,124,109,0,0,19
PEROTE,LAS MINAS,10,1,108,2419,B,88,59,113,0,0,9
PEROTE,LAS MINAS,10,1,108,2419,X,172,41,148,0,0,12
MINATITLAN,MINATITLAN,28,0,109,2420,B,37,104,134,13,0,7
MINATITLAN,MINATITLAN,28,0,109,2420,C,39,140,145,8,0,16
MINATITLAN,MINATITLAN,28,0,109,2421,B,17,134,101,7,0,5
MINATITLAN,MINATITLAN,28,0,109,2421,C,31,136,112,3,0,5
MINATITLAN,MINATITLAN,28,0,109,2422,B,71,139,125,10,0,7
MINATITLAN,MINATITLAN,28,0,109,2422,C,67,126,129,11,1,21
MINATITLAN,MINATITLAN,28,0,109,2423,B,29,107,74,3,0,15
MINATITLAN,MINATITLAN,28,0,109,2423,C,30,132,86,2,0,18
MINATITLAN,MINATITLAN,28,0,109,2424,B,22,95,81,4,0,4
MINATITLAN,MINATITLAN,28,0,109,2424,C,23,97,98,5,0,19
MINATITLAN,MINATITLAN,28,0,109,2425,B,21,123,116,3,0,7
MINATITLAN,MINATITLAN,28,0,109,2425,C,25,124,127,9,0,10
MINATITLAN,MINATITLAN,28,0,109,2426,B,29,115,88,3,0,6
MINATITLAN,MINATITLAN,28,0,109,2426,C,35,117,105,4,0,14
MINATITLAN,MINATITLAN,28,0,109,2427,B,42,84,98,6,0,13
MINATITLAN,MINATITLAN,28,0,109,2427,C,29,109,97,3,1,9
MINATITLAN,MINATITLAN,28,0,109,2427,C2,26,116,98,1,1,10
MINATITLAN,MINATITLAN,28,0,109,2428,B,40,168,136,5,0,10
MINATITLAN,MINATITLAN,28,0,109,2428,C,34,138,173,7,0,10
MINATITLAN,MINATITLAN,28,0,109,2429,B,54,195,182,6,0,8
MINATITLAN,MINATITLAN,28,0,109,2429,C,34,181,159,6,0,0
MINATITLAN,MINATITLAN,28,0,109,2430,B,34,92,142,5,0,6
MINATITLAN,MINATITLAN,28,0,109,2430,C,31,102,131,8,0,3
MINATITLAN,MINATITLAN,28,0,109,2431,B,33,152,92,11,0,7
MINATITLAN,MINATITLAN,28,0,109,2431,C,33,149,89,7,0,9
MINATITLAN,MINATITLAN,28,0,109,2431,C2,33,165,101,12,0,12
MINATITLAN,MINATITLAN,28,0,109,2431,C3,40,159,113,6,0,8
MINATITLAN,MINATITLAN,28,0,109,2431,C4,33,176,89,9,0,3
MINATITLAN,MINATITLAN,28,0,109,2432,B,42,139,97,10,0,9
MINATITLAN,MINATITLAN,28,0,109,2432,C,39,129,99,2,0,6
MINATITLAN,MINATITLAN,28,0,109,2432,C2,44,99,81,10,0,5
MINATITLAN,MINATITLAN,28,0,109,2433,B,33,109,101,5,0,8
MINATITLAN,MINATITLAN,28,0,109,2433,C,35,109,89,5,0,0
MINATITLAN,MINATITLAN,28,0,109,2434,B,32,171,108,7,1,3
MINATITLAN,MINATITLAN,28,0,109,2434,C,26,178,119,7,0,9
