DISTRITO,MUNICIPIO,DTO_R,CAB_R,MUNI_R,SECCION,CASILLA,PAN,FIDE,PRD,PRV,NO_REG,NULOS
XALAPA,XALAPA,11,0,89,2100,C,41,168,117,0,1,3
XALAPA,XALAPA,11,0,89,2100,C2,46,158,100,0,0,0
COATEPEC,JALCOMULCO,13,1,90,2101,B,106,118,134,0,0,8
COATEPEC,JALCOMULCO,13,1,90,2101,C,112,204,114,1,0,9
COATEPEC,JALCOMULCO,13,1,90,2102,B,60,88,226,1,0,4
COATEPEC,JALCOMULCO,13,1,90,2102,C,72,142,169,5,0,8
COATEPEC,JALCOMULCO,13,1,90,2103,B,15,39,45,0,0,2
COATEPEC,JALCOMULCO,13,1,90,2104,B,4,99,359,0,0,4
COATEPEC,JALCOMULCO,13,1,90,2104,C,3,95,384,0,0,4
COSOLEACAQUE,JALTIPAN,27,1,91,2105,B,93,110,49,56,0,5
COSOLEACAQUE,JALTIPAN,27,1,91,2106,B,141,117,48,59,1,9
COSOLEACAQUE,JALTIPAN,27,1,91,2107,B,118,131,41,48,0,14
COSOLEACAQUE,JALTIPAN,27,1,91,2107,C,119,123,59,48,0,7
COSOLEACAQUE,JALTIPAN,27,1,91,2108,B,83,91,63,53,0,11
COSOLEACAQUE,JALTIPAN,27,1,91,2108,C,101,78,54,49,0,10
COSOLEACAQUE,JALTIPAN,27,1,91,2109,B,123,102,54,55,0,13
COSOLEACAQUE,JALTIPAN,27,1,91,2110,B,63,74,36,31,1,17
COSOLEACAQUE,JALTIPAN,27,1,91,2110,C,82,57,48,52,0,12
COSOLEACAQUE,JALTIPAN,27,1,91,2111,B,95,94,37,47,0,10
COSOLEACAQUE,JALTIPAN,27,1,91,2112,B,97,104,37,54,0,10
COSOLEACAQUE,JALTIPAN,27,1,91,2112,C,105,108,67,56,0,11
COSOLEACAQUE,JALTIPAN,27,1,91,2113,B,101,90,42,77,0,7
COSOLEACAQUE,JALTIPAN,27,1,91,2113,C,95,78,46,62,0,11
COSOLEACAQUE,JALTIPAN,27,1,91,2114,B,140,123,54,95,0,8
COSOLEACAQUE,JALTIPAN,27,1,91,2114,C,128,117,35,98,0,16
COSOLEACAQUE,JALTIPAN,27,1,91,2115,B,117,101,39,52,0,6
COSOLEACAQUE,JALTIPAN,27,1,91,2115,C,131,89,41,48,1,10
COSOLEACAQUE,JALTIPAN,27,1,91,2116,B,154,89,29,43,0,3
COSOLEACAQUE,JALTIPAN,27,1,91,2116,C,136,93,29,69,0,5
COSOLEACAQUE,JALTIPAN,27,1,91,2117,B,105,102,19,39,0,5
COSOLEACAQUE,JALTIPAN,27,1,91,2117,C,126,72,30,37,0,6
COSOLEACAQUE,JALTIPAN,27,1,91,2118,B,69,81,60,38,0,9
COSOLEACAQUE,JALTIPAN,27,1,91,2118,C,73,77,37,52,0,16
COSOLEACAQUE,JALTIPAN,27,1,91,2119,B,107,94,55,44,0,11
COSOLEACAQUE,JALTIPAN,27,1,91,2120,B,144,172,60,65,1,11
COSOLEACAQUE,JALTIPAN,27,1,91,2120,C,140,166,68,94,0,18
COSOLEACAQUE,JALTIPAN,27,1,91,2121,B,110,134,23,59,0,6
COSOLEACAQUE,JALTIPAN,27,1,91,2121,C,108,100,28,58,1,7
COSOLEACAQUE,JALTIPAN,27,1,91,2122,B,107,95,25,43,0,3
COSOLEACAQUE,JALTIPAN,27,1,91,2122,C,103,84,37,45,0,9
COSOLEACAQUE,JALTIPAN,27,1,91,2123,B,110,100,41,48,0,8
COSOLEACAQUE,JALTIPAN,27,1,91,2123,C,92,109,43,56,0,14
COSOLEACAQUE,JALTIPAN,27,1,91,2124,B,107,107,54,95,0,7
COSOLEACAQUE,JALTIPAN,27,1,91,2124,C,122,112,43,68,0,15
COSOLEACAQUE,JALTIPAN,27,1,91,2125,B,68,96,53,87,0,14
COSOLEACAQUE,JALTIPAN,27,1,91,2125,C,62,85,64,80,0,10
COSOLEACAQUE,JALTIPAN,27,1,91,2126,B,46,76,48,67,0,4
COSOLEACAQUE,JALTIPAN,27,1,91,2126,C,43,97,45,66,0,6
COSOLEACAQUE,JALTIPAN,27,1,91,2127,B,101,81,29,70,0,11
COSOLEACAQUE,JALTIPAN,27,1,91,2127,C,99,65,45,77,0,8
COSOLEACAQUE,JALTIPAN,27,1,91,2128,B,104,84,61,64,0,12
COSOLEACAQUE,JALTIPAN,27,1,91,2128,C,126,77,37,46,0,8
COSOLEACAQUE,JALTIPAN,27,1,91,2129,B,75,55,60,15,0,7
COSOLEACAQUE,JALTIPAN,27,1,91,2130,B,81,89,23,31,0,6
COSOLEACAQUE,JALTIPAN,27,1,91,2131,B,140,73,9,30,0,13
COSOLEACAQUE,JALTIPAN,27,1,91,2132,B,104,78,14,96,0,4
COSOLEACAQUE,JALTIPAN,27,1,91,2132,C,91,120,9,92,0,0
COSOLEACAQUE,JALTIPAN,27,1,91,2133,B,61,60,3,2,0,2
COSOLEACAQUE,JALTIPAN,27,1,91,2133,X,40,61,34,6,0,3
COSOLEACAQUE,JALTIPAN,27,1,91,2134,B,40,72,6,13,0,9
COSOLEACAQUE,JALTIPAN,27,1,91,2135,B,80,118,18,28,0,11
COSOLEACAQUE,JALTIPAN,27,1,91,2136,B,120,120,13,17,0,7
COSOLEACAQUE,JALTIPAN,27,1,91,2136,X,62,81,7,9,0,7
COSOLEACAQUE,JALTIPAN,27,1,91,2137,B,95,105,18,44,0,13
COSOLEACAQUE,JALTIPAN,27,1,91,2137,X,79,99,5,14,0,3
BOCA DEL RIO,JAMAPA,22,1,92,2138,B,227,109,51,19,1,4
BOCA DEL RIO,JAMAPA,22,1,92,2138,C,229,95,65,29,0,14
BOCA DEL RIO,JAMAPA,22,1,92,2139,B,261,148,32,74,0,22
BOCA DEL RIO,JAMAPA,22,1,92,2140,B,251,102,33,62,0,15
BOCA DEL RIO,JAMAPA,22,1,92,2140,C,248,79,36,62,0,10
BOCA DEL RIO,JAMAPA,22,1,92,2141,B,124,55,41,95,0,9
BOCA DEL RIO,JAMAPA,22,1,92,2142,B,197,94,28,62,0,10
BOCA DEL RIO,JAMAPA,22,1,92,2142,C,175,91,22,84,0,16
BOCA DEL RIO,JAMAPA,22,1,92,2143,B,24,71,10,100,0,8
BOCA DEL RIO,JAMAPA,22,1,92,2144,B,164,99,3,83,0,13
BOCA DEL RIO,JAMAPA,22,1,92,2144,C,161,103,5,77,0,14
BOCA DEL RIO,JAMAPA,22,1,92,2145,B,184,56,9,242,0,31
ACAYUCAN,JESUS CARRANZA,26,1,93,2146,B,97,96,67,0,0,5
ACAYUCAN,JESUS CARRANZA,26,1,93,2146,C,77,103,89,2,0,5
ACAYUCAN,JESUS CARRANZA,26,1,93,2147,B,77,106,113,3,0,15
ACAYUCAN,JESUS CARRANZA,26,1,93,2148,B,78,77,58,3,0,2
ACAYUCAN,JESUS CARRANZA,26,1,93,2149,B,184,100,122,6,1,12
ACAYUCAN,JESUS CARRANZA,26,1,93,2150,B,31,42,117,0,0,8
ACAYUCAN,JESUS CARRANZA,26,1,93,2151,B,75,18,20,0,0,0
ACAYUCAN,JESUS CARRANZA,26,1,93,2152,B,67,45,103,0,0,8
ACAYUCAN,JESUS CARRANZA,26,1,93,2152,X,96,37,13,0,0,2
ACAYUCAN,JESUS CARRANZA,26,1,93,2153,B,126,92,18,2,0,13
ACAYUCAN,JESUS CARRANZA,26,1,93,2153,C,115,109,21,1,0,0
ACAYUCAN,JESUS CARRANZA,26,1,93,2153,X,147,28,53,0,0,3
ACAYUCAN,JESUS CARRANZA,26,1,93,2153,X2,105,53,55,0,0,4
ACAYUCAN,JESUS CARRANZA,26,1,93,2154,B,89,81,111,2,0,0
ACAYUCAN,JESUS CARRANZA,26,1,93,2155,B,126,133,35,3,0,4
ACAYUCAN,JESUS CARRANZA,26,1,93,2155,C,135,101,46,3,0,13
ACAYUCAN,JESUS CARRANZA,26,1,93,2155,C2,118,112,48,1,0,15
ACAYUCAN,JESUS CARRANZA,26,1,93,2156,B,45,87,98,4,0,6
ACAYUCAN,JESUS CARRANZA,26,1,93,2156,C,44,64,96,2,0,9
ACAYUCAN,JESUS CARRANZA,26,1,93,2157,B,44,82,87,1,0,3
ACAYUCAN,JESUS CARRANZA,26,1,93,2157,C,55,105,49,0,0,21
ACAYUCAN,JESUS CARRANZA,26,1,93,2158,B,52,129,40,0,0,0
ACAYUCAN,JESUS CARRANZA,26,1,93,2158,X,23,39,28,0,0,7
ACAYUCAN,JESUS CARRANZA,26,1,93,2159,B,52,203,83,0,0,4
ACAYUCAN,JESUS CARRANZA,26,1,93,2159,X,42,48,91,1,0,3
ACAYUCAN,JESUS CARRANZA,26,1,93,2160,B,45,81,58,2,0,14
ACAYUCAN,JESUS CARRANZA,26,1,93,2160,X,30,33,27,1,0,0
ACAYUCAN,JESUS CARRANZA,26,1,93,2161,B,95,162,71,12,0,16
ACAYUCAN,JESUS CARRANZA,26,1,93,2162,B,93,141,62,1,0,15
ACAYUCAN,JESUS CARRANZA,26,1,93,2162,C,103,109,48,2,0,23
ACAYUCAN,JESUS CARRANZA,26,1,93,2163,B,122,67,64,0,0,0
ACAYUCAN,JESUS CARRANZA,26,1,93,2163,C,103,80,42,0,0,220
ACAYUCAN,JESUS CARRANZA,26,1,93,2164,B,51,147,61,1,0,8
ACAYUCAN,JESUS CARRANZA,26,1,93,2164,X,75,52,27,0,0,3
ACAYUCAN,JESUS CARRANZA,26,1,93,2165,B,68,53,32,3,0,9
ACAYUCAN,JESUS CARRANZA,26,1,93,2165,X,37,25,39,6,0,5
ACAYUCAN,JESUS CARRANZA,26,1,93,2166,B,144,36,50,2,0,9
ACAYUCAN,JESUS CARRANZA,26,1,93,2166,C,134,28,60,3,0,7
ACAYUCAN,JESUS CARRANZA,26,1,93,2167,B,72,62,117,0,0,6
ACAYUCAN,JESUS CARRANZA,26,1,93,2167,C,47,87,86,0,0,9
ACAYUCAN,JESUS CARRANZA,26,1,93,2167,X,69,55,19,1,0,1
MINATITLAN,UXPANAPA,28,1,209,2168,B,69,109,258,18,0,17
MINATITLAN,UXPANAPA,28,1,209,2169,B,135,86,23,20,0,48
MINATITLAN,UXPANAPA,28,1,209,2169,C,169,73,25,30,0,19
MINATITLAN,UXPANAPA,28,1,209,2169,C2,117,83,33,38,0,24
MISANTLA,JILOTEPEC,9,1,94,2170,B,37,178,15,203,0,19
MISANTLA,JILOTEPEC,9,1,94,2170,C,29,204,17,160,0,33
MISANTLA,JILOTEPEC,9,1,94,2171,B,46,153,16,126,0,7
MISANTLA,JILOTEPEC,9,1,94,2171,C,46,159,34,119,0,8
MISANTLA,JILOTEPEC,9,1,94,2172,B,7,104,28,104,0,13
MISANTLA,JILOTEPEC,9,1,94,2172,C,10,93,39,89,0,16
MISANTLA,JILOTEPEC,9,1,94,2173,B,25,165,7,113,0,28
MISANTLA,JILOTEPEC,9,1,94,2174,B,11,168,61,120,0,15
MISANTLA,JILOTEPEC,9,1,94,2174,C,13,175,70,111,1,19
MISANTLA,JILOTEPEC,9,1,94,2175,B,28,197,105,125,0,19
MISANTLA,JILOTEPEC,9,1,94,2175,C,25,168,77,156,0,31
MISANTLA,JILOTEPEC,9,1,94,2176,B,8,110,104,52,0,13
MISANTLA,JILOTEPEC,9,1,94,2176,C,12,112,125,31,0,20
MISANTLA,JILOTEPEC,9,1,94,2176,X,53,100,66,65,0,21
MISANTLA,JILOTEPEC,9,1,94,2177,B,29,162,39,112,0,14
MISANTLA,JILOTEPEC,9,1,94,2178,B,27,58,34,96,0,7
MISANTLA,JILOTEPEC,9,1,94,2178,C,47,51,22,88,0,15
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2179,B,179,192,13,0,0,13
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2179,C,204,171,7,0,0,7
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2180,B,181,144,14,0,0,10
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2180,C,212,106,11,0,0,0
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2181,B,253,144,12,0,0,19
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2181,C,252,150,15,0,0,6
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2182,B,139,238,11,0,0,4
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2182,C,150,218,17,0,0,2
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2183,B,151,243,29,0,0,4
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2183,C,145,228,41,0,0,10
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2184,B,196,236,7,0,0,5
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2184,C,235,195,17,0,0,10
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2185,B,126,288,12,0,0,8
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2186,B,153,260,3,0,0,5
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2187,B,195,208,0,0,0,10
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2188,B,172,181,4,0,0,11
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2188,C,156,209,3,0,0,13
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2188,C2,179,210,1,0,0,11
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2189,B,130,156,7,0,0,0
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2189,C,109,179,5,0,0,15
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2190,B,220,262,3,0,0,10
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2191,B,97,249,2,0,0,4
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2191,C,100,218,2,0,0,5
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2192,B,87,164,2,0,0,8
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2192,C,73,167,3,0,0,11
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2193,B,144,292,3,0,0,4
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2194,B,279,204,7,0,0,12
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2195,B,131,200,3,0,0,11
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2195,C,112,203,2,0,0,18
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2196,B,231,276,2,0,0,9
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2197,B,60,144,22,0,0,16
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2197,C,74,145,14,0,0,7
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2198,B,109,124,36,0,0,13
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2198,C,79,164,34,0,0,8
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2199,B,276,164,8,0,0,14
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2199,X,48,92,5,0,0,2
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2199,X2,152,208,7,0,1,6
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2200,B,124,147,31,0,0,9
SANTIAGO TUXTLA,JUAN RODRIGUEZ CLARA,24,1,95,2200,X,111,229,12,0,0,10
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2201,B,172,90,107,4,0,6
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2201,C,175,83,105,2,1,10
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2202,B,218,96,45,3,0,9
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2202,C,189,125,30,4,0,7
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2203,B,122,184,83,2,0,12
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2204,B,269,46,74,6,0,14
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2205,B,150,67,102,9,0,10
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2206,B,109,63,56,5,0,15
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2206,C,88,89,45,5,0,15
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2207,B,112,91,64,3,0,6
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2208,B,116,78,112,2,0,16
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2209,B,53,134,160,4,0,7
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2209,C,61,172,100,2,0,10
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2210,B,104,137,41,5,0,9
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2211,B,86,106,30,29,0,9
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2212,B,133,167,40,17,0,5
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2213,B,145,129,87,6,0,15
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2213,X,7,31,37,7,0,3
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2214,B,72,95,46,12,0,15
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2215,B,49,137,137,89,0,39
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2216,B,46,102,97,121,0,29
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2217,B,29,79,133,88,0,21
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2218,B,28,30,27,25,0,4
MISANTLA,JUCHIQUE DE FERRER,9,1,96,2218,X,26,52,25,4,0,1
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2221,B,83,106,39,88,0,18
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2221,C,125,72,33,100,150,10
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2222,B,117,77,36,139,0,0
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2222,C,92,82,31,138,0,18
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2223,B,98,54,27,133,0,11
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2224,B,81,126,32,166,0,23
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2224,C,98,127,28,152,0,0
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2225,B,49,93,66,128,0,24
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2226,B,54,44,33,140,0,11
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2226,C,33,70,42,128,0,10
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2227,B,38,56,39,170,0,5
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2227,C,54,69,32,126,0,3
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2228,B,67,119,79,177,0,28
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2229,B,44,99,30,110,0,10
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2229,C,47,75,45,118,0,11
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2230,B,56,70,35,117,0,12
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2230,C,58,72,29,124,0,16
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2231,B,66,47,46,108,0,11
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2231,C,58,52,40,105,0,7
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2232,B,48,66,27,117,0,13
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2232,C,54,62,35,115,0,10
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2233,B,49,55,24,110,0,13
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2233,C,56,55,21,114,0,16
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2234,B,54,61,45,154,0,19
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2234,C,44,79,64,124,0,13
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2234,C2,63,66,45,135,0,17
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2235,B,44,52,37,165,0,28
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2235,C,44,75,59,158,0,13
SAN ANDRES TUXTLA,LERDO DE TEJADA,25,1,98,2236,B,81,128,91,161,0,23
ZONGOLICA,MAGDALENA,18,1,99,2237,B,228,150,45,0,0,10
ZONGOLICA,MAGDALENA,18,1,99,2237,C,213,160,63,0,0,10
ZONGOLICA,MAGDALENA,18,1,99,2238,B,51,53,31,0,0,2
ZONGOLICA,MAGDALENA,18,1,99,2239,B,67,65,51,0,0,2
ZONGOLICA,MALTRATA,18,1,100,2240,B,147,47,106,52,0,8
ZONGOLICA,MALTRATA,18,1,100,2240,C,121,53,133,74,0,12
ZONGOLICA,MALTRATA,18,1,100,2241,B,120,71,93,78,0,0
ZONGOLICA,MALTRATA,18,1,100,2241,C,159,47,80,65,0,20
ZONGOLICA,MALTRATA,18,1,100,2242,B,172,81,69,66,0,13
ZONGOLICA,MALTRATA,18,1,100,2242,C,121,73,78,95,0,0
ZONGOLICA,MALTRATA,18,1,100,2243,B,126,63,57,113,0,12
ZONGOLICA,MALTRATA,18,1,100,2243,C,103,67,64,117,0,13
ZONGOLICA,MALTRATA,18,1,100,2244,B,211,55,92,88,18,0
ZONGOLICA,MALTRATA,18,1,100,2244,C,219,47,75,87,0,18
ZONGOLICA,MALTRATA,18,1,100,2245,B,53,41,87,117,0,33
ZONGOLICA,MALTRATA,18,1,100,2245,C,49,57,62,101,4,25
ZONGOLICA,MALTRATA,18,1,100,2246,B,9,81,58,60,0,11
ZONGOLICA,MALTRATA,18,1,100,2246,X,19,32,59,66,0,20
ZONGOLICA,MALTRATA,18,1,100,2247,B,8,26,34,61,0,11
ZONGOLICA,MALTRATA,18,1,100,2248,B,8,20,7,26,0,2
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2249,B,212,74,70,0,0,12
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2249,C,202,78,85,0,0,13
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2250,B,180,88,14,0,0,11
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2250,C,213,74,15,0,0,0
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2251,B,250,165,60,0,0,17
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2252,B,196,223,54,0,0,66
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2253,B,129,82,106,0,0,16
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2253,X,146,105,60,0,0,23
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2254,B,139,64,150,0,0,13
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2254,C,126,47,153,0,0,10
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2255,B,121,25,32,0,0,0
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2255,X,191,90,56,0,0,23
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2256,B,209,38,117,0,0,12
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2257,B,170,23,84,0,0,0
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2257,C,174,26,64,0,1,10
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2258,B,140,88,118,0,0,8
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2258,C,148,90,108,0,0,0
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2259,B,147,93,22,0,0,8
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2259,C,129,93,28,0,1,6
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2260,B,168,191,25,0,0,12
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2261,B,164,177,73,0,0,15
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2262,B,113,200,60,0,0,9
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2262,C,128,204,31,0,0,0
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2263,B,155,135,129,0,0,12
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2263,X,92,139,89,0,1,6
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2264,B,205,188,60,0,0,26
LA ANTIGUA,MANLIO FABIO ALTAMIRANO,19,1,101,2264,C,210,196,67,0,0,6
ORIZABA,MARIANO ESCOBEDO,15,1,102,2265,B,12,61,127,181,0,31
ORIZABA,MARIANO ESCOBEDO,15,1,102,2265,C,18,60,110,167,1,282
ORIZABA,MARIANO ESCOBEDO,15,1,102,2265,C2,18,59,123,156,0,32
ORIZABA,MARIANO ESCOBEDO,15,1,102,2266,B,2,163,69,39,0,16
ORIZABA,MARIANO ESCOBEDO,15,1,102,2266,C,4,141,75,42,0,30
ORIZABA,MARIANO ESCOBEDO,15,1,102,2267,B,7,42,308,83,0,40
ORIZABA,MARIANO ESCOBEDO,15,1,102,2268,B,17,30,227,142,0,67
ORIZABA,MARIANO ESCOBEDO,15,1,102,2268,X,4,13,40,72,0,25
ORIZABA,MARIANO ESCOBEDO,15,1,102,2269,B,7,86,182,73,0,34
ORIZABA,MARIANO ESCOBEDO,15,1,102,2270,B,5,29,316,18,0,17
ORIZABA,MARIANO ESCOBEDO,15,1,102,2270,C,2,18,360,11,0,8
ORIZABA,MARIANO ESCOBEDO,15,1,102,2271,B,7,61,182,131,0,40
ORIZABA,MARIANO ESCOBEDO,15,1,102,2272,B,19,121,99,97,1,30
ORIZABA,MARIANO ESCOBEDO,15,1,102,2272,C,11,135,116,84,0,27
ORIZABA,MARIANO ESCOBEDO,15,1,102,2273,B,6,179,53,104,0,25
ORIZABA,MARIANO ESCOBEDO,15,1,102,2273,C,4,187,52,114,0,28
ORIZABA,MARIANO ESCOBEDO,15,1,102,2274,B,111,124,32,45,0,7
ORIZABA,MARIANO ESCOBEDO,15,1,102,2275,B,90,115,44,63,0,6
ORIZABA,MARIANO ESCOBEDO,15,1,102,2276,B,153,99,58,48,0,10
ORIZABA,MARIANO ESCOBEDO,15,1,102,2277,B,105,51,52,40,0,5
ORIZABA,MARIANO ESCOBEDO,15,1,102,2277,C,125,59,35,37,0,5
ORIZABA,MARIANO ESCOBEDO,15,1,102,2278,B,96,46,52,27,0,12
ORIZABA,MARIANO ESCOBEDO,15,1,102,2278,C,86,32,64,34,1,12
ORIZABA,MARIANO ESCOBEDO,15,1,102,2279,B,112,76,45,29,1,5
ORIZABA,MARIANO ESCOBEDO,15,1,102,2279,C,134,66,46,14,0,4
ORIZABA,MARIANO ESCOBEDO,15,1,102,2280,B,171,143,68,31,0,5
ORIZABA,MARIANO ESCOBEDO,15,1,102,2280,C,191,122,70,32,0,4
ORIZABA,MARIANO ESCOBEDO,15,1,102,2280,C2,175,123,74,29,0,9
ORIZABA,MARIANO ESCOBEDO,15,1,102,2280,C3,177,142,59,40,0,5
