Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 103 - URUAPAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,137,361,276,11,14,3,9,0,0,0,0,3,0,4,0,0,0,0,0,19,837,1572
Sección 2299 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,83,31,85,2,3,1,2,,,,,0,,0,0,,,,0,27,234,624
C1,AC,Urna tradicional,86,27,106,1,4,0,0,,,,,0,,0,3,,,,1,32,260,625
C2,AC,Urna tradicional,69,40,92,7,3,0,4,,,,,10,,0,6,,,,0,13,244,625
Total,,,238,98,283,10,10,1,6,0,0,0,0,10,0,0,9,0,0,0,1,72,738,1874
Sección 2300 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,66,46,98,3,0,1,8,,,,,6,,4,4,,,,0,23,259,590
C1,AC,Urna tradicional,79,27,94,2,3,0,6,,,,,8,,1,5,,,,0,19,244,591
C2,AC,Urna tradicional,67,45,97,6,1,0,0,,,,,0,,0,0,,,,0,10,226,591
C3,AC,Urna tradicional,57,26,94,3,0,1,4,,,,,0,,0,0,,,,5,17,207,591
Total,,,269,144,383,14,4,2,18,0,0,0,0,14,0,5,9,0,0,0,5,69,936,2363
Sección 2301 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,72,38,75,5,4,0,6,,,,,5,,2,1,,,,0,7,215,485
C1,AC,Urna tradicional,92,42,81,4,2,4,1,,,,,9,,2,4,,,,0,14,255,486
Total,,,164,80,156,9,6,4,7,0,0,0,0,14,0,4,5,0,0,0,0,21,470,971
Sección 2302 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,53,71,7,5,2,7,,,,,0,,0,0,,,,1,9,219,436
C1,AC,Urna tradicional,60,39,90,0,1,0,0,,,,,2,,0,2,,,,0,9,203,436
Total,,,124,92,161,7,6,2,7,0,0,0,0,2,0,0,2,0,0,0,1,18,422,872
Sección 2303 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,73,89,134,2,27,13,3,,,,,1,,8,3,,,,0,17,370,577
C1,AC,Urna tradicional,64,94,131,6,15,10,9,,,,,1,,4,6,,,,0,6,346,577
Total,,,137,183,265,8,42,23,12,0,0,0,0,2,0,12,9,0,0,0,0,23,716,1154
Sección 2304 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,86,95,173,2,14,18,3,,,,,0,,5,2,,,,2,14,414,737
C1,AC,Urna tradicional,81,93,177,3,9,12,3,,,,,0,,3,2,,,,0,15,398,737
Total,,,167,188,350,5,23,30,6,0,0,0,0,0,0,8,4,0,0,0,2,29,812,1474
Sección 2305 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,87,76,125,0,2,2,0,,,,,0,,0,0,,,,0,6,298,552
C1,AC,Urna tradicional,86,88,64,0,0,0,0,,,,,0,,0,0,,,,0,8,246,552
C2,AC,Urna tradicional,78,84,89,8,4,1,3,,,,,0,,0,0,,,,0,5,272,553
Total,,,251,248,278,8,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,816,1657
Sección 2306 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,141,47,30,2,6,1,5,,,,,19,,1,0,,,,0,5,257,506
C1,AC,Urna tradicional,139,56,28,2,3,1,10,,,,,16,,2,0,,,,0,11,268,507
Total,,,280,103,58,4,9,2,15,0,0,0,0,35,0,3,0,0,0,0,0,16,525,1013
Sección 2307 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,69,76,4,2,2,0,,,,,0,,0,0,,,,0,3,191,349
Total,,,35,69,76,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,191,349
Sección 2308 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,97,53,1,1,2,1,,,,,1,,1,1,,,,0,9,232,390
C1,AC,Urna tradicional,68,62,41,5,5,2,1,,,,,3,,1,5,,,,0,7,200,390
Total,,,133,159,94,6,6,4,2,0,0,0,0,4,0,2,6,0,0,0,0,16,432,780
Sección 2309 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,69,156,72,3,3,5,2,,,,,1,,3,6,,,,0,18,338,670
C1,AC,Urna tradicional,89,131,35,9,8,3,2,,,,,0,,0,0,,,,1,21,299,670
C2,AC,Urna tradicional,62,145,85,4,3,2,3,,,,,3,,5,7,,,,0,16,335,670
Total,,,220,432,192,16,14,10,7,0,0,0,0,4,0,8,13,0,0,0,1,55,972,2010
Sección 2310 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,81,86,88,5,3,7,4,,,,,2,,0,3,,,,0,16,295,494
C1,AC,Urna tradicional,77,73,100,6,0,6,0,,,,,4,,5,3,,,,0,8,282,494
E1,AC,Urna tradicional,8,100,43,3,3,0,1,,,,,0,,0,1,,,,0,3,162,251
Total,,,166,259,231,14,6,13,5,0,0,0,0,6,0,5,7,0,0,0,0,27,739,1239
Sección 2311 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,62,77,86,1,3,2,2,,,,,1,,3,3,,,,0,8,248,521
C1,AC,Urna tradicional,50,64,92,2,4,0,1,,,,,1,,5,4,,,,0,7,230,521
C2,AC,Urna tradicional,47,65,95,5,4,3,2,,,,,0,,1,5,,,,0,9,236,521
Total,,,159,206,273,8,11,5,5,0,0,0,0,2,0,9,12,0,0,0,0,24,714,1563
Sección 2312 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,71,99,60,3,0,2,3,,,,,0,,0,0,,,,0,13,251,532
C1,AC,Urna tradicional,83,142,55,5,6,0,7,,,,,0,,0,0,,,,0,7,305,533
E1,AC,Urna tradicional,61,115,63,3,4,5,2,,,,,4,,5,2,,,,0,6,270,629
E1C1,AC,Urna tradicional,43,167,50,8,1,4,0,,,,,1,,5,2,,,,0,5,286,629
Total,,,258,523,228,19,11,11,12,0,0,0,0,5,0,10,4,0,0,0,0,31,1112,2323
Sección 2313 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,110,191,30,5,4,3,1,,,,,1,,3,0,,,,0,10,358,538
Total,,,110,191,30,5,4,3,1,0,0,0,0,1,0,3,0,0,0,0,0,10,358,538
Sección 2314 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,53,71,58,1,1,0,0,,,,,2,,0,3,,,,0,8,197,492
C1,AC,Urna tradicional,54,59,60,6,6,2,1,,,,,8,,1,1,,,,0,2,200,493
Total,,,107,130,118,7,7,2,1,0,0,0,0,10,0,1,4,0,0,0,0,10,397,985
Sección 2315 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,63,60,6,2,0,1,0,,,,,0,,0,0,,,,1,4,137,294
Total,,,63,60,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,137,294
Sección 2316 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,108,89,129,0,0,0,0,,,,,0,,0,0,,,,0,10,336,503
E1,AC,Urna tradicional,42,78,69,2,6,0,2,,,,,1,,0,0,,,,0,8,208,377
Total,,,150,167,198,2,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,18,544,880
Total municipal,,,29144,47238,25345,1459,1493,1018,711,0,0,0,0,622,0,1053,1221,0,0,0,90,4337,113731,225059
